|6.6.6
mars_bf97_2.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           Pl             O              Opx            Cpx            Sp             Gt             Wad            Ring           ca-pv          Wus            Pv            
  65501.0        1720.93        24.1847        100.000        38.9689        24.1847        9.27613        9.27613                 NaN            NaN            NaN            NaN            NaN
  65601.0        1721.54        24.1899        100.000        38.9687        24.1899        9.28071        9.28071                 NaN            NaN            NaN            NaN            NaN
  65701.0        1722.15        24.1950        100.000        38.9685        24.1950        9.28528        9.28528                 NaN            NaN            NaN            NaN            NaN
  65801.0        1722.75        24.2002        100.000        38.9682        24.2002        9.28985        9.28985                 NaN            NaN            NaN            NaN            NaN
  65901.0        1723.36        24.2054        100.000        38.9680        24.2054        9.29443        9.29443                 NaN            NaN            NaN            NaN            NaN
  66001.0        1723.97        24.2105        100.000        38.9678        24.2105        9.29900        9.29900                 NaN            NaN            NaN            NaN            NaN
  66101.0        1724.57        24.2157        100.000        38.9676        24.2157        9.30357        9.30357                 NaN            NaN            NaN            NaN            NaN
  66201.0        1725.18        24.2209        100.000        38.9674        24.2209        9.30815        9.30815                 NaN            NaN            NaN            NaN            NaN
  66301.0        1725.78        24.2261        100.000        38.9672        24.2261        9.31272        9.31272                 NaN            NaN            NaN            NaN            NaN
  66401.0        1726.39        24.2312        100.000        38.9670        24.2312        9.31729        9.31729                 NaN            NaN            NaN            NaN            NaN
  66501.0        1726.99        24.2364        100.000        38.9668        24.2364        9.32187        9.32187                 NaN            NaN            NaN            NaN            NaN
  66601.0        1727.59        24.2416        100.000        38.9665        24.2416        9.32644        9.32644                 NaN            NaN            NaN            NaN            NaN
  66701.0        1728.20        24.2467        100.000        38.9663        24.2467        9.33101        9.33101                 NaN            NaN            NaN            NaN            NaN
  66801.0        1728.80        24.2519        100.000        38.9661        24.2519        9.33559        9.33559                 NaN            NaN            NaN            NaN            NaN
  66901.0        1729.40        24.2571        100.000        38.9659        24.2571        9.34016        9.34016                 NaN            NaN            NaN            NaN            NaN
  67001.0        1730.00        24.2622        100.000        38.9657        24.2622        9.34473        9.34473                 NaN            NaN            NaN            NaN            NaN
  67101.0        1730.60        24.2674        100.000        38.9655        24.2674        9.34931        9.34931                 NaN            NaN            NaN            NaN            NaN
  67201.0        1731.20        24.2726        100.000        38.9653        24.2726        9.35388        9.35388                 NaN            NaN            NaN            NaN            NaN
  67301.0        1731.80        24.2778        100.000        38.9651        24.2778        9.35846        9.35846                 NaN            NaN            NaN            NaN            NaN
  67401.0        1732.40        24.2829        100.000        38.9649        24.2829        9.36303        9.36303                 NaN            NaN            NaN            NaN            NaN
  67501.0        1733.00        24.2881        100.000        38.9647        24.2881        9.36761        9.36761                 NaN            NaN            NaN            NaN            NaN
  67601.0        1733.60        24.2933        100.000        38.9645        24.2933        9.37218        9.37218                 NaN            NaN            NaN            NaN            NaN
  67701.0        1734.20        24.2984        100.000        38.9642        24.2984        9.37675        9.37675                 NaN            NaN            NaN            NaN            NaN
  67801.0        1734.80        24.3036        100.000        38.9640        24.3036        9.38133        9.38133                 NaN            NaN            NaN            NaN            NaN
  67901.0        1735.39        24.3088        100.000        38.9638        24.3088        9.38590        9.38590                 NaN            NaN            NaN            NaN            NaN
  68001.0        1735.99        24.3139        100.000        38.9636        24.3139        9.39048        9.39048                 NaN            NaN            NaN            NaN            NaN
  68101.0        1736.58        24.3191        100.000        38.9634        24.3191        9.39505        9.39505                 NaN            NaN            NaN            NaN            NaN
  68201.0        1737.18        24.3243        100.000        38.9632        24.3243        9.39963        9.39963                 NaN            NaN            NaN            NaN            NaN
  68301.0        1737.77        24.3295        100.000        38.9630        24.3295        9.40420        9.40420                 NaN            NaN            NaN            NaN            NaN
  68401.0        1738.37        24.3346        100.000        38.9628        24.3346        9.40878        9.40878                 NaN            NaN            NaN            NaN            NaN
  68501.0        1738.96        24.3398        100.000        38.9626        24.3398        9.41335        9.41335                 NaN            NaN            NaN            NaN            NaN
  68601.0        1739.56        24.3450        100.000        38.9624        24.3450        9.41793        9.41793                 NaN            NaN            NaN            NaN            NaN
  68701.0        1740.15        24.3501        100.000        38.9622        24.3501        9.42250        9.42250                 NaN            NaN            NaN            NaN            NaN
  68801.0        1740.74        24.3553        100.000        38.9620        24.3553        9.42708        9.42708                 NaN            NaN            NaN            NaN            NaN
  68901.0        1741.33        24.3605        100.000        38.9618        24.3605        9.43165        9.43165                 NaN            NaN            NaN            NaN            NaN
  69001.0        1741.92        24.3657        100.000        38.9616        24.3657        9.43623        9.43623                 NaN            NaN            NaN            NaN            NaN
  69101.0        1742.51        24.3708        100.000        38.9614        24.3708        9.44081        9.44081                 NaN            NaN            NaN            NaN            NaN
  69201.0        1743.10        24.3760        100.000        38.9612        24.3760        9.44538        9.44538                 NaN            NaN            NaN            NaN            NaN
  69301.0        1743.69        24.3812        100.000        38.9610        24.3812        9.44996        9.44996                 NaN            NaN            NaN            NaN            NaN
  69401.0        1744.28        24.3863        100.000        38.9608        24.3863        9.45453        9.45453                 NaN            NaN            NaN            NaN            NaN
  69501.0        1744.87        24.3915        100.000        38.9606        24.3915        9.45911        9.45911                 NaN            NaN            NaN            NaN            NaN
  69601.0        1745.46        24.3967        100.000        38.9604        24.3967        9.46368        9.46368                 NaN            NaN            NaN            NaN            NaN
  69701.0        1746.05        24.4019        100.000        38.9602        24.4019        9.46826        9.46826                 NaN            NaN            NaN            NaN            NaN
  69801.0        1746.63        24.4070        100.000        38.9600        24.4070        9.47284        9.47284                 NaN            NaN            NaN            NaN            NaN
  69901.0        1747.22        24.4122        100.000        38.9598        24.4122        9.47741        9.47741                 NaN            NaN            NaN            NaN            NaN
  70001.0        1747.81        24.4174        100.000        38.9596        24.4174        9.48199        9.48199                 NaN            NaN            NaN            NaN            NaN
  70101.0        1748.39        24.4225        100.000        38.9594        24.4225        9.48657        9.48657                 NaN            NaN            NaN            NaN            NaN
  70201.0        1748.98        24.4277        100.000        38.9592        24.4277        9.49114        9.49114                 NaN            NaN            NaN            NaN            NaN
  70301.0        1749.56        24.4329        100.000        38.9590        24.4329        9.49572        9.49572                 NaN            NaN            NaN            NaN            NaN
  70401.0        1750.15        24.4381        100.000        38.9588        24.4381        9.50029        9.50029                 NaN            NaN            NaN            NaN            NaN
  70501.0        1750.73        24.4432        100.000        38.9586        24.4432        9.50487        9.50487                 NaN            NaN            NaN            NaN            NaN
  70601.0        1751.31        24.4480        100.000        38.9584        24.4480        9.50990        9.50990                 NaN            NaN            NaN            NaN            NaN
  70701.0        1751.89        24.4527        100.000        38.9581        24.4527        9.51500        9.51500                 NaN            NaN            NaN            NaN            NaN
  70801.0        1752.48        24.4574        100.000        38.9579        24.4574        9.52010        9.52010                 NaN            NaN            NaN            NaN            NaN
  70901.0        1753.06        24.4621        100.000        38.9577        24.4621        9.52520        9.52520                 NaN            NaN            NaN            NaN            NaN
  71001.0        1753.64        24.4669        100.000        38.9575        24.4669        9.53030        9.53030                 NaN            NaN            NaN            NaN            NaN
  71101.0        1754.22        24.4716        100.000        38.9572        24.4716        9.53540        9.53540                 NaN            NaN            NaN            NaN            NaN
  71201.0        1754.80        24.4763        100.000        38.9570        24.4763        9.54049        9.54049                 NaN            NaN            NaN            NaN            NaN
  71301.0        1755.38        24.4810        100.000        38.9568        24.4810        9.54559        9.54559                 NaN            NaN            NaN            NaN            NaN
  71401.0        1755.96        24.4857        100.000        38.9566        24.4857        9.55069        9.55069                 NaN            NaN            NaN            NaN            NaN
  71501.0        1756.53        24.4904        100.000        38.9564        24.4904        9.55579        9.55579                 NaN            NaN            NaN            NaN            NaN
  71601.0        1757.11        24.4952        100.000        38.9561        24.4952        9.56089        9.56089                 NaN            NaN            NaN            NaN            NaN
  71701.0        1757.69        24.4999        100.000        38.9559        24.4999        9.56599        9.56599                 NaN            NaN            NaN            NaN            NaN
  71801.0        1758.27        24.5046        100.000        38.9557        24.5046        9.57109        9.57109                 NaN            NaN            NaN            NaN            NaN
  71901.0        1758.84        24.5093        100.000        38.9555        24.5093        9.57619        9.57619                 NaN            NaN            NaN            NaN            NaN
  72001.0        1759.42        24.5140        100.000        38.9552        24.5140        9.58129        9.58129                 NaN            NaN            NaN            NaN            NaN
  72101.0        1759.99        24.5187        100.000        38.9550        24.5187        9.58639        9.58639                 NaN            NaN            NaN            NaN            NaN
  72201.0        1760.57        24.5234        100.000        38.9548        24.5234        9.59149        9.59149                 NaN            NaN            NaN            NaN            NaN
  72301.0        1761.14        24.5282        100.000        38.9546        24.5282        9.59659        9.59659                 NaN            NaN            NaN            NaN            NaN
  72401.0        1761.72        24.5329        100.000        38.9544        24.5329        9.60169        9.60169                 NaN            NaN            NaN            NaN            NaN
  72501.0        1762.29        24.5376        100.000        38.9541        24.5376        9.60679        9.60679                 NaN            NaN            NaN            NaN            NaN
  72601.0        1762.86        24.5423        100.000        38.9539        24.5423        9.61189        9.61189                 NaN            NaN            NaN            NaN            NaN
  72701.0        1763.43        24.5470        100.000        38.9537        24.5470        9.61699        9.61699                 NaN            NaN            NaN            NaN            NaN
  72801.0        1764.00        24.5517        100.000        38.9535        24.5517        9.62209        9.62209                 NaN            NaN            NaN            NaN            NaN
  72901.0        1764.57        24.5565        100.000        38.9533        24.5565        9.62719        9.62719                 NaN            NaN            NaN            NaN            NaN
  73001.0        1765.15        24.5612        100.000        38.9531        24.5612        9.63229        9.63229                 NaN            NaN            NaN            NaN            NaN
  73101.0        1765.71        24.5659        100.000        38.9528        24.5659        9.63739        9.63739                 NaN            NaN            NaN            NaN            NaN
  73201.0        1766.28        24.5706        100.000        38.9526        24.5706        9.64249        9.64249                 NaN            NaN            NaN            NaN            NaN
  73301.0        1766.85        24.5753        100.000        38.9524        24.5753        9.64759        9.64759                 NaN            NaN            NaN            NaN            NaN
  73401.0        1767.42        24.5800        100.000        38.9522        24.5800        9.65269        9.65269                 NaN            NaN            NaN            NaN            NaN
  73501.0        1767.99        24.5848        100.000        38.9520        24.5848        9.65779        9.65779                 NaN            NaN            NaN            NaN            NaN
  73601.0        1768.56        24.5895        100.000        38.9518        24.5895        9.66289        9.66289                 NaN            NaN            NaN            NaN            NaN
  73701.0        1769.12        24.5942        100.000        38.9515        24.5942        9.66800        9.66800                 NaN            NaN            NaN            NaN            NaN
  73801.0        1769.69        24.5989        100.000        38.9513        24.5989        9.67310        9.67310                 NaN            NaN            NaN            NaN            NaN
  73901.0        1770.25        24.6036        100.000        38.9511        24.6036        9.67820        9.67820                 NaN            NaN            NaN            NaN            NaN
  74001.0        1770.82        24.6083        100.000        38.9509        24.6083        9.68330        9.68330                 NaN            NaN            NaN            NaN            NaN
  74101.0        1771.38        24.6131        100.000        38.9507        24.6131        9.68840        9.68840                 NaN            NaN            NaN            NaN            NaN
  74201.0        1771.95        24.6178        100.000        38.9505        24.6178        9.69350        9.69350                 NaN            NaN            NaN            NaN            NaN
  74301.0        1772.51        24.6225        100.000        38.9503        24.6225        9.69860        9.69860                 NaN            NaN            NaN            NaN            NaN
  74401.0        1773.07        24.6272        100.000        38.9501        24.6272        9.70371        9.70371                 NaN            NaN            NaN            NaN            NaN
  74501.0        1773.64        24.6319        100.000        38.9498        24.6319        9.70881        9.70881                 NaN            NaN            NaN            NaN            NaN
  74601.0        1774.20        24.6367        100.000        38.9496        24.6367        9.71391        9.71391                 NaN            NaN            NaN            NaN            NaN
  74701.0        1774.76        24.6414        100.000        38.9494        24.6414        9.71901        9.71901                 NaN            NaN            NaN            NaN            NaN
  74801.0        1775.32        24.6461        100.000        38.9492        24.6461        9.72412        9.72412                 NaN            NaN            NaN            NaN            NaN
  74901.0        1775.88        24.6508        100.000        38.9490        24.6508        9.72922        9.72922                 NaN            NaN            NaN            NaN            NaN
  75001.0        1776.44        24.6555        100.000        38.9488        24.6555        9.73432        9.73432                 NaN            NaN            NaN            NaN            NaN
  75101.0        1777.00        24.6602        100.000        38.9486        24.6602        9.73942        9.73942                 NaN            NaN            NaN            NaN            NaN
  75201.0        1777.56        24.6650        100.000        38.9484        24.6650        9.74453        9.74453                 NaN            NaN            NaN            NaN            NaN
  75301.0        1778.12        24.6697        100.000        38.9482        24.6697        9.74963        9.74963                 NaN            NaN            NaN            NaN            NaN
  75401.0        1778.68        24.6744        100.000        38.9480        24.6744        9.75473        9.75473                 NaN            NaN            NaN            NaN            NaN
  75501.0        1779.23        24.6791        100.000        38.9477        24.6791        9.75983        9.75983                 NaN            NaN            NaN            NaN            NaN
  75601.0        1779.79        24.6838        100.000        38.9475        24.6838        9.76494        9.76494                 NaN            NaN            NaN            NaN            NaN
  75701.0        1780.34        24.6886        100.000        38.9473        24.6886        9.77004        9.77004                 NaN            NaN            NaN            NaN            NaN
  75801.0        1780.90        24.6933        100.000        38.9471        24.6933        9.77514        9.77514                 NaN            NaN            NaN            NaN            NaN
  75901.0        1781.46        24.6980        100.000        38.9469        24.6980        9.78025        9.78025                 NaN            NaN            NaN            NaN            NaN
  76001.0        1782.01        24.7027        100.000        38.9467        24.7027        9.78535        9.78535                 NaN            NaN            NaN            NaN            NaN
  76101.0        1782.56        24.7074        100.000        38.9465        24.7074        9.79045        9.79045                 NaN            NaN            NaN            NaN            NaN
  76201.0        1783.12        24.7121        100.000        38.9463        24.7121        9.79556        9.79556                 NaN            NaN            NaN            NaN            NaN
  76301.0        1783.67        24.7169        100.000        38.9461        24.7169        9.80066        9.80066                 NaN            NaN            NaN            NaN            NaN
  76401.0        1784.22        24.7216        100.000        38.9459        24.7216        9.80577        9.80577                 NaN            NaN            NaN            NaN            NaN
  76501.0        1784.77        24.7263        100.000        38.9457        24.7263        9.81087        9.81087                 NaN            NaN            NaN            NaN            NaN
  76601.0        1785.33        24.7310        100.000        38.9455        24.7310        9.81597        9.81597                 NaN            NaN            NaN            NaN            NaN
  76701.0        1785.88        24.7357        100.000        38.9453        24.7357        9.82108        9.82108                 NaN            NaN            NaN            NaN            NaN
  76801.0        1786.43        24.7405        100.000        38.9451        24.7405        9.82618        9.82618                 NaN            NaN            NaN            NaN            NaN
  76901.0        1786.98        24.7452        100.000        38.9449        24.7452        9.83129        9.83129                 NaN            NaN            NaN            NaN            NaN
  77001.0        1787.52        24.7498        100.000        38.9446        24.7498        9.83707        9.83707                 NaN            NaN            NaN            NaN            NaN
  77101.0        1788.07        24.7544        100.000        38.9444        24.7544        9.84306        9.84306                 NaN            NaN            NaN            NaN            NaN
  77201.0        1788.62        24.7589        100.000        38.9441        24.7589        9.84905        9.84905                 NaN            NaN            NaN            NaN            NaN
  77301.0        1789.17        24.7635        100.000        38.9439        24.7635        9.85504        9.85504                 NaN            NaN            NaN            NaN            NaN
  77401.0        1789.72        24.7681        100.000        38.9436        24.7681        9.86103        9.86103                 NaN            NaN            NaN            NaN            NaN
  77501.0        1790.26        24.7727        100.000        38.9434        24.7727        9.86702        9.86702                 NaN            NaN            NaN            NaN            NaN
  77601.0        1790.81        24.7773        100.000        38.9431        24.7773        9.87300        9.87300                 NaN            NaN            NaN            NaN            NaN
  77701.0        1791.35        24.7819        100.000        38.9429        24.7819        9.87899        9.87899                 NaN            NaN            NaN            NaN            NaN
  77801.0        1791.90        24.7864        100.000        38.9426        24.7864        9.88498        9.88498                 NaN            NaN            NaN            NaN            NaN
  77901.0        1792.44        24.7910        100.000        38.9424        24.7910        9.89097        9.89097                 NaN            NaN            NaN            NaN            NaN
  78001.0        1792.99        24.7956        100.000        38.9421        24.7956        9.89696        9.89696                 NaN            NaN            NaN            NaN            NaN
  78101.0        1793.53        24.8002        100.000        38.9419        24.8002        9.90295        9.90295                 NaN            NaN            NaN            NaN            NaN
  78201.0        1794.07        24.8048        100.000        38.9417        24.8048        9.90894        9.90894                 NaN            NaN            NaN            NaN            NaN
  78301.0        1794.61        24.8094        100.000        38.9414        24.8094        9.91493        9.91493                 NaN            NaN            NaN            NaN            NaN
  78401.0        1795.15        24.8139        100.000        38.9412        24.8139        9.92092        9.92092                 NaN            NaN            NaN            NaN            NaN
  78501.0        1795.70        24.8185        100.000        38.9409        24.8185        9.92691        9.92691                 NaN            NaN            NaN            NaN            NaN
  78601.0        1796.24        24.8231        100.000        38.9407        24.8231        9.93290        9.93290                 NaN            NaN            NaN            NaN            NaN
  78701.0        1796.78        24.8277        100.000        38.9404        24.8277        9.93889        9.93889                 NaN            NaN            NaN            NaN            NaN
  78801.0        1797.32        24.8323        100.000        38.9402        24.8323        9.94488        9.94488                 NaN            NaN            NaN            NaN            NaN
  78901.0        1797.85        24.8369        100.000        38.9400        24.8369        9.95087        9.95087                 NaN            NaN            NaN            NaN            NaN
  79001.0        1798.39        24.8414        100.000        38.9397        24.8414        9.95686        9.95686                 NaN            NaN            NaN            NaN            NaN
  79101.0        1798.93        24.8460        100.000        38.9395        24.8460        9.96286        9.96286                 NaN            NaN            NaN            NaN            NaN
  79201.0        1799.47        24.8506        100.000        38.9392        24.8506        9.96885        9.96885                 NaN            NaN            NaN            NaN            NaN
  79301.0        1800.00        24.8552        100.000        38.9390        24.8552        9.97484        9.97484                 NaN            NaN            NaN            NaN            NaN
  79401.0        1800.54        24.8598        100.000        38.9387        24.8598        9.98083        9.98083                 NaN            NaN            NaN            NaN            NaN
  79501.0        1801.08        24.8644        100.000        38.9385        24.8644        9.98682        9.98682                 NaN            NaN            NaN            NaN            NaN
  79601.0        1801.61        24.8689        100.000        38.9383        24.8689        9.99281        9.99281                 NaN            NaN            NaN            NaN            NaN
  79701.0        1802.15        24.8735        100.000        38.9380        24.8735        9.99880        9.99880                 NaN            NaN            NaN            NaN            NaN
  79801.0        1802.68        24.8781        100.000        38.9378        24.8781        10.0048        10.0048                 NaN            NaN            NaN            NaN            NaN
  79901.0        1803.21        24.8827        100.000        38.9375        24.8827        10.0108        10.0108                 NaN            NaN            NaN            NaN            NaN
  80001.0        1803.75        24.8873        100.000        38.9373        24.8873        10.0168        10.0168                 NaN            NaN            NaN            NaN            NaN
  80101.0        1804.28        24.8919        100.000        38.9371        24.8919        10.0228        10.0228                 NaN            NaN            NaN            NaN            NaN
  80201.0        1804.81        24.8964        100.000        38.9368        24.8964        10.0288        10.0288                 NaN            NaN            NaN            NaN            NaN
  80301.0        1805.34        24.9010        100.000        38.9366        24.9010        10.0348        10.0348                 NaN            NaN            NaN            NaN            NaN
  80401.0        1805.87        24.9056        100.000        38.9363        24.9056        10.0408        10.0408                 NaN            NaN            NaN            NaN            NaN
  80501.0        1806.40        24.9102        100.000        38.9361        24.9102        10.0467        10.0467                 NaN            NaN            NaN            NaN            NaN
  80601.0        1806.93        24.9148        100.000        38.9359        24.9148        10.0527        10.0527                 NaN            NaN            NaN            NaN            NaN
  80701.0        1807.46        24.9194        100.000        38.9356        24.9194        10.0587        10.0587                 NaN            NaN            NaN            NaN            NaN
  80801.0        1807.99        24.9239        100.000        38.9354        24.9239        10.0647        10.0647                 NaN            NaN            NaN            NaN            NaN
  80901.0        1808.52        24.9285        100.000        38.9352        24.9285        10.0707        10.0707                 NaN            NaN            NaN            NaN            NaN
  81001.0        1809.04        24.9331        100.000        38.9349        24.9331        10.0767        10.0767                 NaN            NaN            NaN            NaN            NaN
  81101.0        1809.57        24.9377        100.000        38.9347        24.9377        10.0827        10.0827                 NaN            NaN            NaN            NaN            NaN
  81201.0        1810.10        24.9423        100.000        38.9345        24.9423        10.0887        10.0887                 NaN            NaN            NaN            NaN            NaN
  81301.0        1810.62        24.9469        100.000        38.9342        24.9469        10.0947        10.0947                 NaN            NaN            NaN            NaN            NaN
  81401.0        1811.15        24.9515        100.000        38.9340        24.9515        10.1007        10.1007                 NaN            NaN            NaN            NaN            NaN
  81501.0        1811.67        24.9560        100.000        38.9338        24.9560        10.1067        10.1067                 NaN            NaN            NaN            NaN            NaN
  81601.0        1812.20        24.9606        100.000        38.9335        24.9606        10.1127        10.1127                 NaN            NaN            NaN            NaN            NaN
  81701.0        1812.72        24.9652        100.000        38.9333        24.9652        10.1187        10.1187                 NaN            NaN            NaN            NaN            NaN
  81801.0        1813.24        24.9698        100.000        38.9331        24.9698        10.1247        10.1247                 NaN            NaN            NaN            NaN            NaN
  81901.0        1813.77        24.9744        100.000        38.9328        24.9744        10.1307        10.1307                 NaN            NaN            NaN            NaN            NaN
  82001.0        1814.29        24.9790        100.000        38.9326        24.9790        10.1367        10.1367                 NaN            NaN            NaN            NaN            NaN
  82101.0        1814.81        24.9836        100.000        38.9324        24.9836        10.1426        10.1426                 NaN            NaN            NaN            NaN            NaN
  82201.0        1815.33        24.9881        100.000        38.9321        24.9881        10.1486        10.1486                 NaN            NaN            NaN            NaN            NaN
  82301.0        1815.85        24.9927        100.000        38.9319        24.9927        10.1546        10.1546                 NaN            NaN            NaN            NaN            NaN
  82401.0        1816.37        24.9973        100.000        38.9317        24.9973        10.1606        10.1606                 NaN            NaN            NaN            NaN            NaN
  82501.0        1816.89        25.0019        100.000        38.9314        25.0019        10.1666        10.1666                 NaN            NaN            NaN            NaN            NaN
  82601.0        1817.41        25.0065        100.000        38.9312        25.0065        10.1726        10.1726                 NaN            NaN            NaN            NaN            NaN
  82701.0        1817.93        25.0111        100.000        38.9310        25.0111        10.1786        10.1786                 NaN            NaN            NaN            NaN            NaN
  82801.0        1818.44        25.0157        100.000        38.9307        25.0157        10.1846        10.1846                 NaN            NaN            NaN            NaN            NaN
  82901.0        1818.96        25.0202        100.000        38.9305        25.0202        10.1906        10.1906                 NaN            NaN            NaN            NaN            NaN
  83001.0        1819.48        25.0248        100.000        38.9303        25.0248        10.1966        10.1966                 NaN            NaN            NaN            NaN            NaN
  83101.0        1819.99        25.0294        100.000        38.9300        25.0294        10.2026        10.2026                 NaN            NaN            NaN            NaN            NaN
  83201.0        1820.51        25.0340        100.000        38.9298        25.0340        10.2086        10.2086                 NaN            NaN            NaN            NaN            NaN
  83301.0        1821.02        25.0386        100.000        38.9296        25.0386        10.2146        10.2146                 NaN            NaN            NaN            NaN            NaN
  83401.0        1821.54        25.0792        100.000        38.9207        25.0792        10.3994        10.3994                 NaN            NaN            NaN            NaN            NaN
  83501.0        1822.05        25.0841        100.000        38.9204        25.0841        10.4063        10.4063                 NaN            NaN            NaN            NaN            NaN
  83601.0        1822.56        25.0802        100.000        38.9239        25.0802        10.3366        10.3366                 NaN            NaN            NaN            NaN            NaN
  83701.0        1823.08        25.0852        100.000        38.9236        25.0852        10.3442        10.3442                 NaN            NaN            NaN            NaN            NaN
  83801.0        1823.59        25.0644        100.000        38.9279        25.0644        10.2555        10.2555                 NaN            NaN            NaN            NaN            NaN
  83901.0        1824.10        25.0697        100.000        38.9276        25.0697        10.2638        10.2638                 NaN            NaN            NaN            NaN            NaN
  84001.0        1824.61        25.0749        100.000        38.9273        25.0749        10.2722        10.2722                 NaN            NaN            NaN            NaN            NaN
  84101.0        1825.12        25.0801        100.000        38.9269        25.0801        10.2805        10.2805                 NaN            NaN            NaN            NaN            NaN
  84201.0        1825.63        25.0853        100.000        38.9266        25.0853        10.2888        10.2888                 NaN            NaN            NaN            NaN            NaN
  84301.0        1826.14        25.0905        100.000        38.9262        25.0905        10.2972        10.2972                 NaN            NaN            NaN            NaN            NaN
  84401.0        1826.65        25.0957        100.000        38.9259        25.0957        10.3055        10.3055                 NaN            NaN            NaN            NaN            NaN
  84501.0        1827.16        25.1009        100.000        38.9256        25.1009        10.3138        10.3138                 NaN            NaN            NaN            NaN            NaN
  84601.0        1827.66        25.1062        100.000        38.9252        25.1062        10.3222        10.3222                 NaN            NaN            NaN            NaN            NaN
  84701.0        1828.17        25.1114        100.000        38.9249        25.1114        10.3305        10.3305                 NaN            NaN            NaN            NaN            NaN
  84801.0        1828.68        25.1166        100.000        38.9246        25.1166        10.3388        10.3388                 NaN            NaN            NaN            NaN            NaN
  84901.0        1829.18        25.1218        100.000        38.9242        25.1218        10.3472        10.3472                 NaN            NaN            NaN            NaN            NaN
  85001.0        1829.69        25.1270        100.000        38.9239        25.1270        10.3555        10.3555                 NaN            NaN            NaN            NaN            NaN
  85101.0        1830.19        25.1322        100.000        38.9236        25.1322        10.3639        10.3639                 NaN            NaN            NaN            NaN            NaN
  85201.0        1830.70        25.1374        100.000        38.9232        25.1374        10.3722        10.3722                 NaN            NaN            NaN            NaN            NaN
  85301.0        1831.20        25.1427        100.000        38.9229        25.1427        10.3805        10.3805                 NaN            NaN            NaN            NaN            NaN
  85401.0        1831.70        25.1479        100.000        38.9226        25.1479        10.3889        10.3889                 NaN            NaN            NaN            NaN            NaN
  85501.0        1832.21        25.1531        100.000        38.9222        25.1531        10.3972        10.3972                 NaN            NaN            NaN            NaN            NaN
  85601.0        1832.71        25.1583        100.000        38.9219        25.1583        10.4055        10.4055                 NaN            NaN            NaN            NaN            NaN
  85701.0        1833.21        25.1635        100.000        38.9216        25.1635        10.4139        10.4139                 NaN            NaN            NaN            NaN            NaN
  85801.0        1833.71        25.1687        100.000        38.9212        25.1687        10.4222        10.4222                 NaN            NaN            NaN            NaN            NaN
  85901.0        1834.21        25.1740        100.000        38.9209        25.1740        10.4306        10.4306                 NaN            NaN            NaN            NaN            NaN
  86001.0        1834.71        25.1792        100.000        38.9206        25.1792        10.4389        10.4389                 NaN            NaN            NaN            NaN            NaN
  86101.0        1835.21        25.1844        100.000        38.9202        25.1844        10.4472        10.4472                 NaN            NaN            NaN            NaN            NaN
  86201.0        1835.71        25.2104        100.000        38.9162        25.2104        10.5331        10.5331                 NaN            NaN            NaN            NaN            NaN
  86301.0        1836.21        25.2154        100.000        38.9159        25.2154        10.5407        10.5407                 NaN            NaN            NaN            NaN            NaN
  86401.0        1836.70        25.2204        100.000        38.9156        25.2204        10.5483        10.5483                 NaN            NaN            NaN            NaN            NaN
  86501.0        1837.20        25.2254        100.000        38.9153        25.2254        10.5558        10.5558                 NaN            NaN            NaN            NaN            NaN
  86601.0        1837.70        25.2305        100.000        38.9150        25.2305        10.5634        10.5634                 NaN            NaN            NaN            NaN            NaN
  86701.0        1838.19        25.2355        100.000        38.9148        25.2355        10.5710        10.5710                 NaN            NaN            NaN            NaN            NaN
  86801.0        1838.69        25.2405        100.000        38.9145        25.2405        10.5785        10.5785                 NaN            NaN            NaN            NaN            NaN
  86901.0        1839.18        25.2455        100.000        38.9142        25.2455        10.5861        10.5861                 NaN            NaN            NaN            NaN            NaN
  87001.0        1839.68        25.2505        100.000        38.9139        25.2505        10.5936        10.5936                 NaN            NaN            NaN            NaN            NaN
  87101.0        1840.17        25.2555        100.000        38.9136        25.2555        10.6012        10.6012                 NaN            NaN            NaN            NaN            NaN
  87201.0        1840.66        25.2605        100.000        38.9133        25.2605        10.6088        10.6088                 NaN            NaN            NaN            NaN            NaN
  87301.0        1841.16        25.2655        100.000        38.9130        25.2655        10.6163        10.6163                 NaN            NaN            NaN            NaN            NaN
  87401.0        1841.65        25.2705        100.000        38.9127        25.2705        10.6239        10.6239                 NaN            NaN            NaN            NaN            NaN
  87501.0        1842.14        25.2755        100.000        38.9124        25.2755        10.6315        10.6315                 NaN            NaN            NaN            NaN            NaN
  87601.0        1842.63        25.2806        100.000        38.9122        25.2806        10.6390        10.6390                 NaN            NaN            NaN            NaN            NaN
  87701.0        1843.12        25.2856        100.000        38.9119        25.2856        10.6466        10.6466                 NaN            NaN            NaN            NaN            NaN
  87801.0        1843.61        25.2906        100.000        38.9116        25.2906        10.6542        10.6542                 NaN            NaN            NaN            NaN            NaN
  87901.0        1844.10        25.2956        100.000        38.9113        25.2956        10.6617        10.6617                 NaN            NaN            NaN            NaN            NaN
  88001.0        1844.59        25.3006        100.000        38.9110        25.3006        10.6693        10.6693                 NaN            NaN            NaN            NaN            NaN
  88101.0        1845.08        25.3056        100.000        38.9107        25.3056        10.6769        10.6769                 NaN            NaN            NaN            NaN            NaN
