|6.6.6
mars_ma79_ath_3.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          25
P(bar)         T(K)           Sp             O              Cpx            Cpx            Gt             Gt             Gt             Pl             Pl             ky             qtz            Opx            Ring           Ring           Wus            Wus            C2/c           Wad            st             Aki            NaAl           ca-pv          Pv            
  8301.00        841.661        8.34451        78.3835        30.5707                 NaN            NaN            NaN            NaN   8.34451        8.34451        8.34451        8.34451        8.34451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        846.876        8.39542        78.3697        30.6133                 NaN            NaN            NaN            NaN   8.39542        8.39542        8.39542        8.39542        8.39542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        852.064        8.32865        78.3924        30.5623                 NaN            NaN            NaN            NaN   8.32865        8.32865        8.32865        8.32865        8.32865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        857.224        8.31999        78.3972        30.5576                 NaN            NaN            NaN            NaN   8.31999        8.31999        8.31999        8.31999        8.31999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        862.358        8.31756        78.3999        30.5577                 NaN            NaN            NaN            NaN   8.31756        8.31756        8.31756        8.31756        8.31756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        867.466        8.35722        78.3893        30.5909                 NaN            NaN            NaN            NaN   8.35722        8.35722        8.35722        8.35722        8.35722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        872.546        8.34484        78.3951        30.5832                 NaN            NaN            NaN            NaN   8.34484        8.34484        8.34484        8.34484        8.34484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        877.600        8.33794        78.3985        30.5790                 NaN            NaN            NaN            NaN   8.33794        8.33794        8.33794        8.33794        8.33794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        882.627        8.32161        78.4056        30.5685                 NaN            NaN            NaN            NaN   8.32161        8.32161        8.32161        8.32161        8.32161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        887.628        8.32160        78.4061        30.5686                 NaN            NaN            NaN            NaN   8.32160        8.32160        8.32160        8.32160        8.32160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        892.602        16.7301        89.7866        36.8462                 NaN   12.5913                 NaN            NaN   16.7301        16.7301        16.7301        16.7301        16.7301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        897.551        15.1877        87.7068        35.6780                 NaN   10.3027                 NaN            NaN   15.1877        15.1877        15.1877        15.1877        15.1877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        902.473        15.1877        87.7071        35.6780                 NaN   10.3026                 NaN            NaN   15.1877        15.1877        15.1877        15.1877        15.1877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        907.370        13.6049        85.5878        34.4897                 NaN   7.95843                 NaN            NaN   13.6049        13.6049        13.6049        13.6049        13.6049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        912.241        11.9895        83.4378        33.2851                 NaN   5.57022                 NaN            NaN   11.9895        11.9895        11.9895        11.9895        11.9895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        917.086        11.9895        83.4382        33.2852                 NaN   5.57022                 NaN            NaN   11.9895        11.9895        11.9895        11.9895        11.9895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        921.905        10.3643        81.2889        32.0816                 NaN   3.17254                 NaN            NaN   10.3643        10.3643        10.3643        10.3643        10.3643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        926.699        10.3642        81.2893        32.0817                 NaN   3.17254                 NaN            NaN   10.3642        10.3642        10.3642        10.3642        10.3642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        931.467        24.4890        100.000        42.3546                 NaN   24.2067                 NaN            NaN   24.4890        24.4890        24.4890        24.4890        24.4890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        936.211        24.4993        100.000        42.3410                 NaN   24.2278                 NaN            NaN   24.4993        24.4993        24.4993        24.4993        24.4993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        940.929        24.4992        100.000        42.3409                 NaN   24.2277                 NaN            NaN   24.4992        24.4992        24.4992        24.4992        24.4992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        945.622        24.5054        100.000        42.3292                 NaN   24.2431                 NaN            NaN   24.5054        24.5054        24.5054        24.5054        24.5054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        950.290        24.3997        100.000        42.3423                 NaN   24.1307                 NaN            NaN   24.3997        24.3997        24.3997        24.3997        24.3997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        954.933        24.4274        100.000        42.3207                 NaN   24.1763                 NaN            NaN   24.4274        24.4274        24.4274        24.4274        24.4274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        959.552        24.4567        100.000        42.2986                 NaN   24.2239                 NaN            NaN   24.4567        24.4567        24.4567        24.4567        24.4567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        964.146        24.4960        100.000        42.2747                 NaN   24.2826                 NaN            NaN   24.4960        24.4960        24.4960        24.4960        24.4960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        968.715        24.5037        100.000        42.2595                 NaN   24.3031                 NaN            NaN   24.5037        24.5037        24.5037        24.5037        24.5037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        973.261        24.6395        100.000        42.2102                 NaN   24.4767                 NaN            NaN   24.6395        24.6395        24.6395        24.6395        24.6395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        977.781        24.6861        100.000        42.1824                 NaN   24.5458                 NaN            NaN   24.6861        24.6861        24.6861        24.6861        24.6861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        982.278        24.5630        100.000        42.1987                 NaN   24.4134                 NaN            NaN   24.5630        24.5630        24.5630        24.5630        24.5630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        986.751        24.5233        100.000        42.2821                 NaN   24.2986                 NaN            NaN   24.5233        24.5233        24.5233        24.5233        24.5233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        991.199        24.7821        100.000        42.1172                 NaN   24.6951                 NaN            NaN   24.7821        24.7821        24.7821        24.7821        24.7821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        995.624        24.7373        100.000        42.1440                 NaN   24.6274                 NaN            NaN   24.7373        24.7373        24.7373        24.7373        24.7373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        1000.02        24.5283        100.000        42.2585                 NaN   24.3227                 NaN            NaN   24.5283        24.5283        24.5283        24.5283        24.5283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        1004.40        24.9420        100.000        42.0116                 NaN   24.9420                 NaN            NaN   24.9420        24.9420        24.9420        24.9420        24.9420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        1008.76        24.9419        100.000        42.0115                 NaN   24.9419                 NaN            NaN   24.9419        24.9419        24.9419        24.9419        24.9419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
