|6.6.6
mars1_1.tab                                                                                         
           1
P(bar)  
   234999.00000000000     
   234999.00000000000     
  173529599
           3
P(bar)         T(K)           rho,kg/m3     
  174035.        2026.83        3710.52     
  174059.        2026.83        3710.48     
  174082.        2026.84        3710.44     
  174106.        2026.84        3710.40     
  174129.        2026.84        3710.37     
  174153.        2026.84        3710.33     
  174176.        2026.85        3710.29     
  174200.        2026.85        3710.25     
  174223.        2026.85        3710.21     
  174247.        2026.85        3710.17     
  174270.        2026.86        3710.13     
  174294.        2026.86        3710.09     
  174317.        2026.86        3710.05     
  174341.        2026.86        3710.01     
  174364.        2026.87        3709.97     
  174388.        2026.87        3709.83     
  174411.        2026.87        3709.79     
  174435.        2026.87        3709.76     
  174458.        2026.87        3709.73     
  174482.        2026.88        3709.70     
  174505.        2026.88        3709.66     
  174529.        2026.88        3709.63     
  174552.        2026.88        3709.60     
  174576.        2026.89        3709.56     
  174599.        2026.89        3709.53     
  174623.        2026.89        3709.50     
  174646.        2026.89        3709.46     
  174670.        2026.89        3709.43     
  174693.        2026.90        3709.40     
  174717.        2026.90        3709.36     
  174740.        2026.90        3709.33     
  174764.        2026.90        3708.56     
  174787.        2026.90        3708.53     
  174811.        2026.91        3708.49     
  174834.        2026.91        3708.46     
  174858.        2026.91        3708.42     
  174881.        2026.91        3708.39     
  174905.        2026.91        3708.36     
  174928.        2026.92        3708.32     
  174952.        2026.92        3708.29     
  174975.        2026.92        3708.25     
  174999.        2026.92        3708.22     
  175022.        2026.92        3708.18     
  175046.        2026.93        3708.15     
  175069.        2026.93        3708.12     
  175093.        2026.93        3708.08     
  175116.        2026.93        3708.05     
  175140.        2026.93        3708.01     
  175163.        2026.93        3707.98     
  175187.        2026.94        3707.94     
  175210.        2026.94        3707.91     
  175234.        2026.94        3707.87     
  175257.        2026.94        3707.84     
  175281.        2026.94        3707.80     
  175304.        2026.94        3707.77     
  175328.        2026.95        3707.73     
  175351.        2026.95        3707.70     
  175375.        2026.95        3707.66     
  175398.        2026.95        3707.63     
  175422.        2026.95        3707.59     
  175445.        2026.95        3707.56     
  175469.        2026.96        3707.52     
  175492.        2026.96        3707.49     
  175516.        2026.96        3707.45     
  175539.        2026.96        3707.42     
  175563.        2026.96        3707.38     
  175586.        2026.96        3707.35     
  175610.        2026.96        3707.31     
  175633.        2026.97        3707.28     
  175657.        2026.97        3707.24     
  175680.        2026.97        3707.20     
  175704.        2026.97        3707.17     
  175727.        2026.97        3707.13     
  175751.        2026.97        3707.10     
  175774.        2026.97        3707.06     
  175798.        2026.98        3707.03     
  175821.        2026.98        3706.99     
  175845.        2026.98        3706.95     
  175868.        2026.98        3706.92     
  175892.        2026.98        3706.88     
  175915.        2026.98        3706.85     
  175939.        2026.98        3706.81     
  175962.        2026.98        3706.77     
  175986.        2026.98        3706.74     
  176009.        2026.99        3706.70     
  176033.        2026.99        3706.67     
  176056.        2026.99        3706.63     
  176080.        2026.99        3706.59     
  176103.        2026.99        3706.56     
  176127.        2026.99        3706.52     
  176150.        2026.99        3706.48     
  176174.        2026.99        3706.45     
  176197.        2026.99        3706.41     
  176221.        2027.00        3706.37     
  176244.        2027.00        3706.34     
  176268.        2027.00        3706.30     
  176291.        2027.00        3706.26     
  176315.        2027.00        3706.23     
  176338.        2027.00        3706.19     
  176362.        2027.00        3706.15     
  176385.        2027.00        3706.12     
  176409.        2027.00        3706.08     
  176432.        2027.00        3706.04     
  176456.        2027.00        3706.01     
  176479.        2027.01        3705.97     
  176503.        2027.01        3705.93     
  176526.        2027.01        3705.90     
  176550.        2027.01        3706.71     
  176573.        2027.01        3706.67     
  176597.        2027.01        3705.86     
  176620.        2027.01        3705.82     
  176644.        2027.01        3706.18     
  176667.        2027.01        3706.14     
  176691.        2027.01        3706.09     
  176714.        2027.01        3706.05     
  176738.        2027.01        3706.00     
  176761.        2027.01        3705.95     
  176785.        2027.01        3705.91     
  176808.        2027.02        3705.86     
  176832.        2027.02        3705.82     
  176855.        2027.02        3705.77     
  176879.        2027.02        3705.73     
  176902.        2027.02        3705.68     
  176926.        2027.02        3705.63     
  176949.        2027.02        3705.59     
  176973.        2027.02        3705.54     
  176996.        2027.02        3705.50     
  177020.        2027.02        3705.45     
  177043.        2027.02        3705.40     
  177067.        2027.02        3705.36     
  177090.        2027.02        3705.31     
  177114.        2027.02        3705.26     
  177137.        2027.02        3705.22     
  177161.        2027.02        3705.17     
  177184.        2027.02        3705.13     
  177208.        2027.02        3705.08     
  177231.        2027.02        3705.03     
  177255.        2027.02        3704.82     
  177278.        2027.02        3704.68     
  177302.        2027.02        3704.64     
  177325.        2027.02        3704.61     
  177349.        2027.02        3704.57     
  177372.        2027.02        3704.53     
  177396.        2027.03        3705.05     
  177419.        2027.03        3705.00     
  177443.        2027.03        3704.96     
  177466.        2027.03        3704.91     
  177490.        2027.03        3704.86     
  177513.        2027.03        3704.81     
  177537.        2027.03        3704.77     
  177561.        2027.03        3704.72     
  177584.        2027.03        3704.67     
  177608.        2027.03        3704.62     
  177631.        2027.03        3704.58     
  177655.        2027.03        3704.53     
  177678.        2027.03        3704.14     
  177702.        2027.03        3704.10     
  177725.        2027.03        3704.07     
  177749.        2027.03        3704.03     
  177772.        2027.03        3703.99     
  177796.        2027.03        3703.95     
  177819.        2027.03        3703.91     
  177843.        2027.03        3703.87     
  177866.        2027.03        3703.83     
  177890.        2027.03        3703.79     
  177913.        2027.03        3703.76     
  177937.        2027.03        3703.72     
  177960.        2027.03        3703.68     
  177984.        2027.03        3703.64     
  178007.        2027.03        3703.51     
  178031.        2027.03        3703.48     
  178054.        2027.02        3703.44     
  178078.        2027.02        3703.41     
  178101.        2027.02        3703.37     
  178125.        2027.02        3703.34     
  178148.        2027.02        3703.30     
  178172.        2027.02        3703.27     
  178195.        2027.02        3703.23     
  178219.        2027.02        3703.20     
  178242.        2027.02        3703.16     
  178266.        2027.02        3703.17     
  178289.        2027.02        3703.13     
  178313.        2027.02        3703.09     
  178336.        2027.02        3703.05     
  178360.        2027.02        3702.98     
  178383.        2027.02        3702.95     
  178407.        2027.02        3702.91     
  178430.        2027.02        3702.88     
  178454.        2027.02        3702.84     
  178477.        2027.02        3702.80     
  178501.        2027.02        3702.73     
  178524.        2027.02        3702.78     
  178548.        2027.02        3702.83     
  178571.        2027.02        3702.89     
  178595.        2027.02        3702.94     
  178618.        2027.02        3702.99     
  178642.        2027.01        3703.04     
  178665.        2027.01        3703.09     
  178689.        2027.01        3703.14     
  178712.        2027.01        3703.19     
  178736.        2027.01        3703.24     
  178759.        2027.01        3703.29     
  178783.        2027.01        3703.34     
  178806.        2027.01        3703.39     
  178830.        2027.01        3703.44     
  178853.        2027.01        3703.49     
  178877.        2027.01        3703.54     
  178900.        2027.01        3704.22     
  178924.        2027.01        3704.27     
  178947.        2027.01        3704.32     
  178971.        2027.01        3704.37     
  178994.        2027.00        3704.42     
  179018.        2027.00        3704.47     
  179041.        2027.00        3704.53     
  179065.        2027.00        3704.58     
  179088.        2027.00        3704.63     
  179112.        2027.00        3704.68     
  179135.        2027.00        3704.73     
  179159.        2027.00        3704.78     
  179182.        2027.00        3704.83     
  179206.        2027.00        3704.88     
  179229.        2027.00        3704.93     
  179253.        2027.00        3704.98     
  179276.        2026.99        3705.03     
  179300.        2026.99        3705.08     
  179323.        2026.99        3705.13     
  179347.        2026.99        3705.18     
  179370.        2026.99        3705.23     
  179394.        2026.99        3705.28     
  179417.        2026.99        3705.34     
  179441.        2026.99        3705.39     
  179464.        2026.99        3705.44     
  179488.        2026.98        3705.49     
  179511.        2026.98        3705.54     
  179535.        2026.98        3705.59     
  179558.        2026.98        3705.64     
  179582.        2026.98        3705.69     
  179605.        2026.98        3705.74     
  179629.        2026.98        3705.79     
  179652.        2026.98                 NaN
  179676.        2026.98                 NaN
  179699.        2026.97                 NaN
  179723.        2026.97                 NaN
  179746.        2026.97                 NaN
  179770.        2026.97                 NaN
  179793.        2026.97                 NaN
  179817.        2026.97                 NaN
  179840.        2026.97                 NaN
  179864.        2026.97                 NaN
  179887.        2026.96                 NaN
  179911.        2026.96                 NaN
  179934.        2026.96                 NaN
  179958.        2026.96                 NaN
  179981.        2026.96                 NaN
  180005.        2026.96                 NaN
  180028.        2026.96                 NaN
  180052.        2026.96                 NaN
  180075.        2026.95                 NaN
  180099.        2026.95                 NaN
  180122.        2026.95                 NaN
  180146.        2026.95                 NaN
  180169.        2026.95                 NaN
  180193.        2026.95                 NaN
  180216.        2026.95                 NaN
  180240.        2026.94                 NaN
  180263.        2026.94                 NaN
  180287.        2026.94                 NaN
  180310.        2026.94                 NaN
  180334.        2026.94                 NaN
  180357.        2026.94                 NaN
  180381.        2026.93                 NaN
  180404.        2026.93                 NaN
  180428.        2026.93                 NaN
  180451.        2026.93                 NaN
  180475.        2026.93                 NaN
  180498.        2026.93                 NaN
  180522.        2026.92                 NaN
  180545.        2026.92                 NaN
  180569.        2026.92                 NaN
  180592.        2026.92                 NaN
  180616.        2026.92                 NaN
  180639.        2026.92                 NaN
  180663.        2026.91                 NaN
  180686.        2026.91                 NaN
  180710.        2026.91                 NaN
  180733.        2026.91                 NaN
  180757.        2026.91                 NaN
  180780.        2026.91                 NaN
  180804.        2026.90                 NaN
  180827.        2026.90                 NaN
  180851.        2026.90                 NaN
  180874.        2026.90                 NaN
  180898.        2026.90                 NaN
  180921.        2026.89                 NaN
  180945.        2026.89                 NaN
  180968.        2026.89                 NaN
  180992.        2026.89                 NaN
  181015.        2026.89                 NaN
  181039.        2026.88                 NaN
  181062.        2026.88                 NaN
  181086.        2026.88                 NaN
  181109.        2026.88                 NaN
  181133.        2026.88                 NaN
  181156.        2026.88                 NaN
  181180.        2026.87                 NaN
  181203.        2026.87                 NaN
  181227.        2026.87                 NaN
  181250.        2026.87                 NaN
  181274.        2026.86                 NaN
  181297.        2026.86                 NaN
  181321.        2026.86                 NaN
  181344.        2026.86                 NaN
  181368.        2026.86                 NaN
  181391.        2026.85                 NaN
  181415.        2026.85                 NaN
  181438.        2026.85                 NaN
  181462.        2026.85                 NaN
  181485.        2026.85                 NaN
  181509.        2026.84                 NaN
  181532.        2026.84                 NaN
  181556.        2026.84                 NaN
  181579.        2026.84                 NaN
  181603.        2026.83                 NaN
  181626.        2026.83                 NaN
  181650.        2026.83                 NaN
  181673.        2026.83                 NaN
  181697.        2026.83                 NaN
  181720.        2026.82                 NaN
  181744.        2026.82                 NaN
  181767.        2026.82                 NaN
  181791.        2026.82                 NaN
  181814.        2026.81                 NaN
  181838.        2026.81                 NaN
  181861.        2026.81                 NaN
  181885.        2026.81                 NaN
  181908.        2026.81                 NaN
  181932.        2026.80                 NaN
  181955.        2026.80                 NaN
  181979.        2026.80                 NaN
  182002.        2026.80                 NaN
  182026.        2026.79                 NaN
  182049.        2026.79                 NaN
  182073.        2026.79                 NaN
  182096.        2026.79                 NaN
  182120.        2026.78                 NaN
  182143.        2026.78                 NaN
  182167.        2026.78                 NaN
  182190.        2026.78                 NaN
  182214.        2026.77                 NaN
  182237.        2026.77                 NaN
  182261.        2026.77                 NaN
  182284.        2026.77                 NaN
  182308.        2026.76                 NaN
  182331.        2026.76                 NaN
  182355.        2026.76                 NaN
  182378.        2026.76                 NaN
  182402.        2026.75                 NaN
  182425.        2026.75                 NaN
  182449.        2026.75                 NaN
  182472.        2026.74                 NaN
  182496.        2026.74                 NaN
  182519.        2026.74                 NaN
  182543.        2026.74                 NaN
  182566.        2026.73                 NaN
  182590.        2026.73                 NaN
  182613.        2026.73                 NaN
  182637.        2026.73                 NaN
  182660.        2026.72                 NaN
  182684.        2026.72                 NaN
  182707.        2026.72                 NaN
  182731.        2026.71                 NaN
  182754.        2026.71                 NaN
  182778.        2026.71                 NaN
  182802.        2026.71                 NaN
  182825.        2026.70                 NaN
  182849.        2026.70                 NaN
  182872.        2026.70                 NaN
  182896.        2026.70                 NaN
  182919.        2026.69                 NaN
  182943.        2026.69                 NaN
  182966.        2026.69                 NaN
  182990.        2026.68                 NaN
  183013.        2026.68                 NaN
  183037.        2026.68                 NaN
  183060.        2026.67                 NaN
  183084.        2026.67                 NaN
  183107.        2026.67                 NaN
  183131.        2026.67                 NaN
  183154.        2026.66                 NaN
  183178.        2026.66                 NaN
  183201.        2026.66                 NaN
  183225.        2026.65                 NaN
  183248.        2026.65                 NaN
  183272.        2026.65                 NaN
  183295.        2026.65                 NaN
  183319.        2026.64                 NaN
  183342.        2026.64                 NaN
  183366.        2026.64                 NaN
  183389.        2026.63                 NaN
  183413.        2026.63                 NaN
  183436.        2026.63                 NaN
  183460.        2026.62                 NaN
  183483.        2026.62                 NaN
  183507.        2026.62                 NaN
  183530.        2026.61                 NaN
  183554.        2026.61                 NaN
  183577.        2026.61                 NaN
  183601.        2026.61                 NaN
  183624.        2026.60                 NaN
  183648.        2026.60                 NaN
  183671.        2026.60                 NaN
  183695.        2026.59                 NaN
  183718.        2026.59                 NaN
  183742.        2026.59                 NaN
  183765.        2026.58                 NaN
  183789.        2026.58                 NaN
  183812.        2026.58                 NaN
  183836.        2026.57                 NaN
  183859.        2026.57                 NaN
  183883.        2026.57                 NaN
  183906.        2026.56                 NaN
  183930.        2026.56                 NaN
  183953.        2026.56                 NaN
  183977.        2026.55                 NaN
  184000.        2026.55                 NaN
  184024.        2026.55                 NaN
  184047.        2026.54                 NaN
  184071.        2026.54                 NaN
  184094.        2026.54                 NaN
  184118.        2026.53                 NaN
  184141.        2026.53                 NaN
  184165.        2026.53                 NaN
  184188.        2026.52                 NaN
  184212.        2026.52                 NaN
  184235.        2026.52                 NaN
  184259.        2026.51                 NaN
  184282.        2026.51                 NaN
  184306.        2026.51                 NaN
  184329.        2026.50                 NaN
  184353.        2026.50                 NaN
  184376.        2026.50                 NaN
  184400.        2026.49                 NaN
  184423.        2026.49                 NaN
  184447.        2026.48                 NaN
  184470.        2026.48                 NaN
  184494.        2026.48                 NaN
  184517.        2026.47                 NaN
  184541.        2026.47                 NaN
  184564.        2026.47                 NaN
  184588.        2026.46                 NaN
  184611.        2026.46                 NaN
  184635.        2026.46                 NaN
  184658.        2026.45                 NaN
  184682.        2026.45                 NaN
  184705.        2026.45                 NaN
  184729.        2026.44                 NaN
  184752.        2026.44                 NaN
  184776.        2026.43                 NaN
  184799.        2026.43                 NaN
  184823.        2026.43                 NaN
  184846.        2026.42                 NaN
  184870.        2026.42                 NaN
  184893.        2026.42                 NaN
  184917.        2026.41                 NaN
  184940.        2026.41                 NaN
  184964.        2026.41                 NaN
  184987.        2026.40                 NaN
  185011.        2026.40                 NaN
  185034.        2026.39                 NaN
  185058.        2026.39                 NaN
  185081.        2026.39                 NaN
  185105.        2026.38                 NaN
  185128.        2026.38                 NaN
  185152.        2026.38                 NaN
  185175.        2026.37                 NaN
  185199.        2026.37                 NaN
  185222.        2026.36                 NaN
  185246.        2026.36                 NaN
  185269.        2026.36                 NaN
  185293.        2026.35                 NaN
  185316.        2026.35                 NaN
  185340.        2026.34                 NaN
  185363.        2026.34                 NaN
  185387.        2026.34                 NaN
  185410.        2026.33                 NaN
  185434.        2026.33                 NaN
  185457.        2026.33                 NaN
  185481.        2026.32                 NaN
  185504.        2026.32                 NaN
  185528.        2026.31                 NaN
  185551.        2026.31                 NaN
  185575.        2026.31                 NaN
  185598.        2026.30                 NaN
  185622.        2026.30                 NaN
  185645.        2026.29                 NaN
  185669.        2026.29                 NaN
  185692.        2026.29                 NaN
  185716.        2026.28                 NaN
  185739.        2026.28                 NaN
  185763.        2026.27                 NaN
  185786.        2026.27                 NaN
  185810.        2026.27                 NaN
  185833.        2026.26                 NaN
  185857.        2026.26                 NaN
  185880.        2026.25                 NaN
  185904.        2026.25                 NaN
  185927.        2026.25                 NaN
  185951.        2026.24                 NaN
  185974.        2026.24                 NaN
  185998.        2026.23                 NaN
  186021.        2026.23                 NaN
  186045.        2026.23                 NaN
  186068.        2026.22                 NaN
  186092.        2026.22                 NaN
  186115.        2026.21                 NaN
  186139.        2026.21                 NaN
  186162.        2026.20                 NaN
  186186.        2026.20                 NaN
  186209.        2026.20                 NaN
  186233.        2026.19                 NaN
  186256.        2026.19                 NaN
  186280.        2026.18                 NaN
  186303.        2026.18                 NaN
  186327.        2026.18                 NaN
  186350.        2026.17                 NaN
  186374.        2026.17                 NaN
  186397.        2026.16                 NaN
  186421.        2026.16                 NaN
  186444.        2026.15                 NaN
  186468.        2026.15                 NaN
  186491.        2026.15                 NaN
  186515.        2026.14                 NaN
  186538.        2026.14                 NaN
  186562.        2026.13                 NaN
  186585.        2026.13                 NaN
  186609.        2026.12                 NaN
  186632.        2026.12                 NaN
  186656.        2026.12                 NaN
  186679.        2026.11                 NaN
  186703.        2026.11                 NaN
  186726.        2026.10                 NaN
  186750.        2026.10                 NaN
  186773.        2026.09                 NaN
  186797.        2026.09                 NaN
  186820.        2026.09                 NaN
  186844.        2026.08                 NaN
  186867.        2026.08                 NaN
  186891.        2026.07                 NaN
  186914.        2026.07                 NaN
  186938.        2026.06                 NaN
  186961.        2026.06                 NaN
  186985.        2026.05                 NaN
  187008.        2026.05                 NaN
  187032.        2026.05                 NaN
  187055.        2026.04                 NaN
  187079.        2026.04                 NaN
  187102.        2026.03                 NaN
  187126.        2026.03                 NaN
  187149.        2026.02                 NaN
  187173.        2026.02                 NaN
  187196.        2026.01                 NaN
  187220.        2026.01                 NaN
  187243.        2026.01                 NaN
  187267.        2026.00                 NaN
  187290.        2026.00                 NaN
  187314.        2025.99                 NaN
  187337.        2025.99                 NaN
  187361.        2025.98                 NaN
  187384.        2025.98                 NaN
  187408.        2025.97                 NaN
  187431.        2025.97                 NaN
  187455.        2025.97                 NaN
  187478.        2025.96                 NaN
  187502.        2025.96                 NaN
  187525.        2025.95                 NaN
  187549.        2025.95                 NaN
  187572.        2025.94                 NaN
  187596.        2025.94                 NaN
  187619.        2025.93                 NaN
  187643.        2025.93                 NaN
  187666.        2025.92                 NaN
  187690.        2025.92                 NaN
  187713.        2025.91                 NaN
  187737.        2025.91                 NaN
  187760.        2025.91                 NaN
  187784.        2025.90                 NaN
  187807.        2025.90                 NaN
  187831.        2025.89                 NaN
  187854.        2025.89                 NaN
  187878.        2025.88                 NaN
  187901.        2025.88                 NaN
  187925.        2025.87                 NaN
  187948.        2025.87                 NaN
  187972.        2025.86                 NaN
  187995.        2025.86                 NaN
  188019.        2025.85                 NaN
  188043.        2025.85                 NaN
  188066.        2025.84                 NaN
  188090.        2025.84                 NaN
  188113.        2025.84                 NaN
  188137.        2025.83                 NaN
  188160.        2025.83                 NaN
  188184.        2025.82                 NaN
  188207.        2025.82                 NaN
  188231.        2025.81                 NaN
  188254.        2025.81                 NaN
  188278.        2025.80                 NaN
  188301.        2025.80                 NaN
  188325.        2025.79                 NaN
  188348.        2025.79                 NaN
  188372.        2025.78                 NaN
  188395.        2025.78                 NaN
  188419.        2025.77                 NaN
  188442.        2025.77                 NaN
  188466.        2025.76                 NaN
  188489.        2025.76                 NaN
  188513.        2025.75                 NaN
  188536.        2025.75                 NaN
  188560.        2025.74                 NaN
  188583.        2025.74                 NaN
  188607.        2025.73                 NaN
  188630.        2025.73                 NaN
  188654.        2025.73                 NaN
  188677.        2025.72                 NaN
  188701.        2025.72                 NaN
  188724.        2025.71                 NaN
  188748.        2025.71                 NaN
  188771.        2025.70                 NaN
  188795.        2025.70                 NaN
  188818.        2025.69                 NaN
  188842.        2025.69                 NaN
  188865.        2025.68                 NaN
  188889.        2025.68                 NaN
  188912.        2025.67                 NaN
  188936.        2025.67                 NaN
  188959.        2025.66                 NaN
  188983.        2025.66                 NaN
  189006.        2025.65                 NaN
  189030.        2025.65                 NaN
  189053.        2025.64                 NaN
  189077.        2025.64                 NaN
  189100.        2025.63                 NaN
  189124.        2025.63                 NaN
  189147.        2025.62                 NaN
  189171.        2025.62                 NaN
  189194.        2025.61                 NaN
  189218.        2025.61                 NaN
  189241.        2025.60                 NaN
  189265.        2025.60                 NaN
  189288.        2025.59                 NaN
  189312.        2025.59                 NaN
  189335.        2025.58                 NaN
  189359.        2025.58                 NaN
  189382.        2025.57                 NaN
  189406.        2025.57                 NaN
  189429.        2025.56                 NaN
  189453.        2025.56                 NaN
  189476.        2025.55                 NaN
  189500.        2025.55                 NaN
  189523.        2025.54                 NaN
  189547.        2025.54                 NaN
  189570.        2025.53                 NaN
  189594.        2025.53                 NaN
  189617.        2025.52                 NaN
  189641.        2025.52                 NaN
  189664.        2025.51                 NaN
  189688.        2025.51                 NaN
  189711.        2025.50                 NaN
  189735.        2025.50                 NaN
  189758.        2025.49                 NaN
  189782.        2025.49                 NaN
  189805.        2025.48                 NaN
  189829.        2025.48                 NaN
  189852.        2025.47                 NaN
  189876.        2025.47                 NaN
  189899.        2025.46                 NaN
  189923.        2025.46                 NaN
  189946.        2025.45                 NaN
  189970.        2025.44                 NaN
  189993.        2025.44                 NaN
  190017.        2025.43                 NaN
  190040.        2025.43                 NaN
  190064.        2025.42                 NaN
  190087.        2025.42                 NaN
  190111.        2025.41                 NaN
  190134.        2025.41                 NaN
  190158.        2025.40                 NaN
  190181.        2025.40                 NaN
  190205.        2025.39                 NaN
  190228.        2025.39                 NaN
  190252.        2025.38                 NaN
  190275.        2025.38                 NaN
  190299.        2025.37                 NaN
  190322.        2025.37                 NaN
  190346.        2025.36                 NaN
  190369.        2025.36                 NaN
  190393.        2025.35                 NaN
  190416.        2025.35                 NaN
  190440.        2025.34                 NaN
  190463.        2025.34                 NaN
  190487.        2025.33                 NaN
  190510.        2025.33                 NaN
  190534.        2025.32                 NaN
  190557.        2025.32                 NaN
  190581.        2025.31                 NaN
  190604.        2025.30                 NaN
  190628.        2025.30                 NaN
  190651.        2025.29                 NaN
  190675.        2025.29                 NaN
  190698.        2025.28                 NaN
  190722.        2025.28                 NaN
  190745.        2025.27                 NaN
  190769.        2025.27                 NaN
  190792.        2025.26                 NaN
  190816.        2025.26                 NaN
  190839.        2025.25                 NaN
  190863.        2025.25                 NaN
  190886.        2025.24                 NaN
  190910.        2025.24                 NaN
  190933.        2025.23                 NaN
  190957.        2025.23                 NaN
  190980.        2025.22                 NaN
  191004.        2025.21                 NaN
  191027.        2025.21                 NaN
  191051.        2025.20                 NaN
  191074.        2025.20                 NaN
  191098.        2025.19                 NaN
  191121.        2025.19                 NaN
  191145.        2025.18                 NaN
  191168.        2025.18                 NaN
  191192.        2025.17                 NaN
  191215.        2025.17                 NaN
  191239.        2025.16                 NaN
  191262.        2025.16                 NaN
  191286.        2025.15                 NaN
  191309.        2025.15                 NaN
  191333.        2025.14                 NaN
  191356.        2025.13                 NaN
  191380.        2025.13                 NaN
  191403.        2025.12                 NaN
  191427.        2025.12                 NaN
  191450.        2025.11                 NaN
  191474.        2025.11                 NaN
  191497.        2025.10                 NaN
  191521.        2025.10                 NaN
  191544.        2025.09                 NaN
  191568.        2025.09                 NaN
  191591.        2025.08                 NaN
  191615.        2025.08                 NaN
  191638.        2025.07                 NaN
  191662.        2025.06                 NaN
  191685.        2025.06                 NaN
  191709.        2025.05                 NaN
  191732.        2025.05                 NaN
  191756.        2025.04                 NaN
  191779.        2025.04                 NaN
  191803.        2025.03                 NaN
  191826.        2025.03                 NaN
  191850.        2025.02                 NaN
  191873.        2025.02                 NaN
  191897.        2025.01                 NaN
  191920.        2025.01                 NaN
  191944.        2025.00                 NaN
  191967.        2024.99                 NaN
  191991.        2024.99                 NaN
  192014.        2024.98                 NaN
  192038.        2024.98                 NaN
  192061.        2024.97                 NaN
  192085.        2024.97                 NaN
  192108.        2024.96                 NaN
  192132.        2024.96                 NaN
  192155.        2024.95                 NaN
  192179.        2024.95                 NaN
  192202.        2024.94                 NaN
  192226.        2024.93                 NaN
  192249.        2024.93                 NaN
  192273.        2024.92                 NaN
  192296.        2024.92                 NaN
  192320.        2024.91                 NaN
  192343.        2024.91                 NaN
  192367.        2024.90                 NaN
  192390.        2024.90                 NaN
  192414.        2024.89                 NaN
  192437.        2024.89                 NaN
  192461.        2024.88                 NaN
  192484.        2024.87                 NaN
  192508.        2024.87                 NaN
  192531.        2024.86                 NaN
  192555.        2024.86                 NaN
  192578.        2024.85                 NaN
  192602.        2024.85                 NaN
  192625.        2024.84                 NaN
  192649.        2024.84                 NaN
  192672.        2024.83                 NaN
  192696.        2024.83                 NaN
  192719.        2024.82                 NaN
  192743.        2024.81                 NaN
  192766.        2024.81                 NaN
  192790.        2024.80                 NaN
  192813.        2024.80                 NaN
  192837.        2024.79                 NaN
  192860.        2024.79                 NaN
  192884.        2024.78                 NaN
  192907.        2024.78                 NaN
  192931.        2024.77                 NaN
  192954.        2024.76                 NaN
  192978.        2024.76                 NaN
  193001.        2024.75                 NaN
  193025.        2024.75                 NaN
  193048.        2024.74                 NaN
  193072.        2024.74                 NaN
  193095.        2024.73                 NaN
  193119.        2024.73                 NaN
  193142.        2024.72                 NaN
  193166.        2024.71                 NaN
  193189.        2024.71                 NaN
  193213.        2024.70                 NaN
  193237.        2024.70                 NaN
  193260.        2024.69                 NaN
  193284.        2024.69                 NaN
  193307.        2024.68                 NaN
  193331.        2024.68                 NaN
  193354.        2024.67                 NaN
  193378.        2024.66                 NaN
  193401.        2024.66                 NaN
  193425.        2024.65                 NaN
  193448.        2024.65                 NaN
  193472.        2024.64                 NaN
  193495.        2024.64                 NaN
  193519.        2024.63                 NaN
  193542.        2024.63                 NaN
  193566.        2024.62                 NaN
  193589.        2024.62                 NaN
  193613.        2024.61                 NaN
  193636.        2024.60                 NaN
  193660.        2024.60                 NaN
  193683.        2024.59                 NaN
  193707.        2024.59                 NaN
  193730.        2024.58                 NaN
  193754.        2024.58                 NaN
  193777.        2024.57                 NaN
  193801.        2024.57                 NaN
  193824.        2024.56                 NaN
  193848.        2024.55                 NaN
  193871.        2024.55                 NaN
  193895.        2024.54                 NaN
  193918.        2024.54                 NaN
  193942.        2024.53                 NaN
  193965.        2024.53                 NaN
  193989.        2024.52                 NaN
  194012.        2024.52                 NaN
  194036.        2024.51                 NaN
  194059.        2024.50                 NaN
  194083.        2024.50                 NaN
  194106.        2024.49                 NaN
  194130.        2024.49                 NaN
  194153.        2024.48                 NaN
  194177.        2024.48                 NaN
  194200.        2024.47                 NaN
  194224.        2024.47                 NaN
  194247.        2024.46                 NaN
  194271.        2024.45                 NaN
  194294.        2024.45                 NaN
  194318.        2024.44                 NaN
  194341.        2024.44                 NaN
  194365.        2024.43                 NaN
  194388.        2024.43                 NaN
  194412.        2024.42                 NaN
  194435.        2024.42                 NaN
  194459.        2024.41                 NaN
  194482.        2024.40                 NaN
  194506.        2024.40                 NaN
  194529.        2024.39                 NaN
  194553.        2024.39                 NaN
  194576.        2024.38                 NaN
  194600.        2024.38                 NaN
  194623.        2024.37                 NaN
  194647.        2024.37                 NaN
  194670.        2024.36                 NaN
  194694.        2024.35                 NaN
  194717.        2024.35                 NaN
  194741.        2024.34                 NaN
  194764.        2024.34                 NaN
  194788.        2024.33                 NaN
  194811.        2024.33                 NaN
  194835.        2024.32                 NaN
  194858.        2024.32                 NaN
  194882.        2024.31                 NaN
  194905.        2024.30                 NaN
  194929.        2024.30                 NaN
  194952.        2024.29                 NaN
  194976.        2024.29                 NaN
  194999.        2024.28                 NaN
  195023.        2024.28                 NaN
  195046.        2024.27                 NaN
  195070.        2024.27                 NaN
  195093.        2024.26                 NaN
  195117.        2024.25                 NaN
  195140.        2024.25                 NaN
  195164.        2024.24                 NaN
  195187.        2024.24                 NaN
  195211.        2024.23                 NaN
  195234.        2024.23                 NaN
  195258.        2024.22                 NaN
  195281.        2024.22                 NaN
  195305.        2024.21                 NaN
  195328.        2024.20                 NaN
  195352.        2024.20                 NaN
  195375.        2024.19                 NaN
  195399.        2024.19                 NaN
  195422.        2024.18                 NaN
  195446.        2024.18                 NaN
