|6.6.6
mars_lf97_atl_3.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          27
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Wus            ca-pv          NaAl           Pv             Aki           
  1.00000        283.541        29.6120                 NaN   100.000                 NaN   18.7371                 NaN            NaN            NaN   9.33201        1.82771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  101.000        286.844        29.6105                 NaN   100.000                 NaN   18.7501                 NaN            NaN            NaN   9.33557        1.83143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  201.000        290.141        29.6091                 NaN   100.000                 NaN   18.7655                 NaN            NaN            NaN   9.34004        1.83660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  301.000        293.432        29.6075                 NaN   100.000                 NaN   18.7782                 NaN            NaN            NaN   9.34348        1.84010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  401.000        296.718        29.6066                 NaN   100.000                 NaN   18.7905                 NaN            NaN            NaN   9.34707        1.84404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  501.000        299.998        29.6053                 NaN   100.000                 NaN   18.8031                 NaN            NaN            NaN   9.35043        1.84734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  601.000        303.272        29.6037                 NaN   100.000                 NaN   18.8158                 NaN            NaN            NaN   9.35385        1.85065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  701.000        306.540        29.6021                 NaN   100.000                 NaN   18.8276                 NaN            NaN            NaN   9.35705        1.85409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  801.000        309.803        29.6006                 NaN   100.000                 NaN   18.8428                 NaN            NaN            NaN   9.36132        1.85853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  901.000        313.060        29.5977                 NaN   100.000                 NaN   18.7712                 NaN            NaN            NaN   9.33702        1.83223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1001.00        316.312        29.5965                 NaN   100.000                 NaN   18.7903                 NaN            NaN            NaN   9.34235        1.83774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1101.00        319.558        29.5941                 NaN   100.000                 NaN   18.8056                 NaN            NaN            NaN   9.34659        1.84264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.00        322.798        29.5928                 NaN   100.000                 NaN   18.8291                 NaN            NaN            NaN   9.35362        1.85025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1301.00        326.033        29.5910                 NaN   100.000                 NaN   18.7612                 NaN            NaN            NaN   9.33125        1.82875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        329.262        29.5891                 NaN   100.000                 NaN   18.7724                 NaN            NaN            NaN   9.33405        1.83083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.00        332.485        29.5882                 NaN   100.000                 NaN   18.8069                 NaN            NaN            NaN   9.34477        1.84278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.00        335.703        29.5873                 NaN   100.000                 NaN   18.8412                 NaN            NaN            NaN   9.35542        1.85462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.00        338.915        29.5830                 NaN   100.000                 NaN   18.7427                 NaN            NaN            NaN   9.32106        1.81331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.00        342.121        29.5884                 NaN   100.000                 NaN   18.8941                 NaN            NaN            NaN   9.37339        1.88271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1901.00        345.322        29.5855                 NaN   100.000                 NaN   18.9014                 NaN            NaN            NaN   9.37437        1.88036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2001.00        348.517        29.5841                 NaN   100.000                 NaN   18.9008                 NaN            NaN            NaN   9.37363        1.88039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2101.00        351.707        41.7459                 NaN   98.0958                 NaN   30.9919                 NaN            NaN            NaN   21.3223        21.3223        21.3223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2201.00        354.891        41.7450                 NaN   98.0958                 NaN   30.9918                 NaN            NaN            NaN   21.3221        21.3221        21.3221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2301.00        358.069        41.7477                 NaN   98.0969                 NaN   31.0024                 NaN            NaN            NaN   21.3279        21.3279        21.3279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2401.00        361.242        41.7471                 NaN   98.0972                 NaN   31.0012                 NaN            NaN            NaN   21.3275        21.3275        21.3275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2501.00        364.410        41.7914                 NaN   98.1277                 NaN   30.9904                 NaN            NaN            NaN   21.3542        21.3542        21.3542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2601.00        367.572        41.7524                 NaN   98.0970                 NaN   31.0334                 NaN            NaN            NaN   21.3431        21.3431        21.3431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        370.728        41.7553                 NaN   98.0971                 NaN   31.0494                 NaN            NaN            NaN   21.3510        21.3510        21.3510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        373.879        41.7583                 NaN   98.0972                 NaN   31.0654                 NaN            NaN            NaN   21.3589        21.3589        21.3589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        377.024        41.7614                 NaN   98.0974                 NaN   31.0813                 NaN            NaN            NaN   21.3669        21.3669        21.3669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        380.163        41.7648                 NaN   98.0977                 NaN   31.0971                 NaN            NaN            NaN   21.3751        21.3751        21.3751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        383.297        41.7677                 NaN   98.0974                 NaN   31.1158                 NaN            NaN            NaN   21.3839        21.3839        21.3839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
