|6.6.6
mars_s99_2.tab                                                                                      
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          15
P(bar)         T(K)           Pl             O              Cpx            qtz            Opx            Gt             C2/c           Wad            Ring           st             Pv             Wus            ca-pv         
  109201.        1935.39                 NaN   38.9518        20.5558                 NaN   37.3383        3.15420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  109301.        1935.75                 NaN   38.9521        20.5489                 NaN   37.3337        3.16526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  109401.        1936.12                 NaN   38.9524        20.5421                 NaN   37.3291        3.17633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  109501.        1936.49                 NaN   38.9528        20.5353                 NaN   37.3245        3.18740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  109601.        1936.85                 NaN   38.9531        20.5285                 NaN   37.3199        3.19847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  109701.        1937.22                 NaN   38.9534        20.5217                 NaN   37.3154        3.20954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  109801.        1937.58                 NaN   38.9537        20.5149                 NaN   37.3108        3.22061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  109901.        1937.95                 NaN   38.9541        20.5081                 NaN   37.3062        3.23168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  110001.        1938.31                 NaN   38.9544        20.5013                 NaN   37.3016        3.24275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  110101.        1938.68                 NaN   38.9547        20.4944                 NaN   37.2970        3.25382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  110201.        1939.04                 NaN   38.9550        20.4876                 NaN   37.2924        3.26489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  110301.        1939.40                 NaN   38.9554        20.4808                 NaN   37.2879        3.27597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  110401.        1939.76                 NaN   38.9557        20.4740                 NaN   37.2833        3.28704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  110501.        1940.12                 NaN   38.9560        20.4672                 NaN   37.2787        3.29811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  110601.        1940.48                 NaN   38.9563        20.4604                 NaN   37.2741        3.30919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  110701.        1940.84                 NaN   38.9566        20.4536                 NaN   37.2695        3.32026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  110801.        1941.20                 NaN   38.9570        20.4467                 NaN   37.2650        3.33134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  110901.        1941.56                 NaN   38.9573        20.4399                 NaN   37.2604        3.34241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  111001.        1941.92                 NaN   38.9576        20.4331                 NaN   37.2558        3.35349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  111101.        1942.28                 NaN   38.9579        20.4263                 NaN   37.2512        3.36456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  111201.        1942.63                 NaN   38.9584        20.4163                 NaN   37.2434        3.38191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  111301.        1942.99                 NaN   38.9587        20.4098                 NaN   37.2391        3.39235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  111401.        1943.35                 NaN   38.9590        20.4033                 NaN   37.2349        3.40279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  111501.        1943.70                 NaN   38.9593        20.3968                 NaN   37.2306        3.41324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  111601.        1944.06                 NaN   38.9596        20.3903                 NaN   37.2264        3.42369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  111701.        1944.41                 NaN   38.9599        20.3838                 NaN   37.2221        3.43413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  111801.        1944.76                 NaN   38.9602        20.3773                 NaN   37.2179        3.44458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  111901.        1945.12                 NaN   38.9605        20.3708                 NaN   37.2136        3.45504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  112001.        1945.47                 NaN   38.9608        20.3643                 NaN   37.2094        3.46549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  112101.        1945.82                 NaN   38.9611        20.3578                 NaN   37.2051        3.47594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  112201.        1946.17                 NaN   38.9614        20.3512                 NaN   37.2008        3.48653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  112301.        1946.52                 NaN   38.9618        20.3435                 NaN   37.1952        3.49949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  112401.        1946.87                 NaN   38.9622        20.3357                 NaN   37.1897        3.51244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  112501.        1947.22                 NaN   38.9625        20.3280                 NaN   37.1841        3.52539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  112601.        1947.57                 NaN   38.9659        20.2589                 NaN   37.1267        3.64842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  112701.        1947.92                 NaN   38.9661        20.2555                 NaN   37.1252        3.65328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  112801.        1948.27                 NaN   38.9662        20.2520                 NaN   37.1236        3.65814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  112901.        1948.62                 NaN   38.9664        20.2486                 NaN   37.1220        3.66301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  113001.        1948.96                 NaN   38.9665        20.2452                 NaN   37.1204        3.66788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  113101.        1949.31                 NaN   38.9667        20.2417                 NaN   37.1189        3.67275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  113201.        1949.65                 NaN   38.9668        20.2383                 NaN   37.1173        3.67763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  113301.        1950.00                 NaN   38.9669        20.2348                 NaN   37.1157        3.68251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  113401.        1950.34                 NaN   38.9658        20.2582                 NaN   37.1342        3.64184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  113501.        1950.69                 NaN   38.9662        20.2504                 NaN   37.1287        3.65476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  113601.        1951.03                 NaN   38.9665        20.2427                 NaN   37.1231        3.66769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  113701.        1951.37                 NaN   38.9669        20.2349                 NaN   37.1176        3.68061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  113801.        1951.72                 NaN   38.9672        20.2272                 NaN   37.1121        3.69353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  113901.        1952.06                 NaN   38.9676        20.2194                 NaN   37.1065        3.70644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  114001.        1952.40                 NaN   38.9680        20.2117                 NaN   37.1010        3.71936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  114101.        1952.74                 NaN   38.9683        20.2039                 NaN   37.0955        3.73227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  114201.        1953.08                 NaN   38.9687        20.1962                 NaN   37.0899        3.74518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  114301.        1953.42                 NaN   38.9690        20.1885                 NaN   37.0844        3.75809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  114401.        1953.76                 NaN   38.9694        20.1807                 NaN   37.0789        3.77099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  114501.        1954.10                 NaN   38.9698        20.1730                 NaN   37.0734        3.78389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  114601.        1954.43                 NaN   38.9701        20.1652                 NaN   37.0679        3.79679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  114701.        1954.77                 NaN   38.9705        20.1575                 NaN   37.0623        3.80969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  114801.        1955.11                 NaN   38.9708        20.1498                 NaN   37.0568        3.82259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  114901.        1955.44                 NaN   38.9712        20.1420                 NaN   37.0513        3.83548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  115001.        1955.78                 NaN   38.9710        20.1442                 NaN   37.0561        3.82865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  115101.        1956.11                 NaN   38.9715        20.1339                 NaN   37.0479        3.84667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  115201.        1956.45                 NaN   38.9720        20.1236                 NaN   37.0397        3.86469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  115301.        1956.78                 NaN   38.9725        20.1133                 NaN   37.0315        3.88270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  115401.        1957.12                 NaN   38.9714        20.1325                 NaN   37.0541        3.84210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  115501.        1957.45                 NaN   38.9718        20.1231                 NaN   37.0468        3.85833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  115601.        1957.78                 NaN   38.9723        20.1137                 NaN   37.0395        3.87456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  115701.        1958.11                 NaN   38.9727        20.1042                 NaN   37.0323        3.89079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  115801.        1958.44                 NaN   38.9731        20.0948                 NaN   37.0250        3.90702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  115901.        1958.77                 NaN   38.9736        20.0854                 NaN   37.0177        3.92325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  116001.        1959.10                 NaN   38.9740        20.0760                 NaN   37.0105        3.93949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  116101.        1959.43                 NaN   38.9745        20.0666                 NaN   37.0032        3.95572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  116201.        1959.76                 NaN   38.9749        20.0572                 NaN   36.9960        3.97196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  116301.        1960.09                 NaN   38.9754        20.0477                 NaN   36.9887        3.98820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  116401.        1960.42                 NaN   38.9758        20.0383                 NaN   36.9814        4.00443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  116501.        1960.75                 NaN   38.9762        20.0289                 NaN   36.9742        4.02067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  116601.        1961.07                 NaN   38.9784        19.9829                 NaN   36.9393        4.09949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  116701.        1961.40                 NaN   38.9783        19.9873                 NaN   36.9382        4.09619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  116801.        1961.72                 NaN   38.9782        19.9884                 NaN   36.9408        4.09259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  116901.        1962.05                 NaN   38.9784        19.9830                 NaN   36.9389        4.09967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  117001.        1962.37                 NaN   38.9785        19.9816                 NaN   36.9377        4.10222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  117101.        1962.70                 NaN   38.9790        19.9706                 NaN   36.9293        4.12106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  117201.        1963.02                 NaN   38.9795        19.9597                 NaN   36.9210        4.13989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  117301.        1963.34                 NaN   38.9800        19.9487                 NaN   36.9126        4.15873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  117401.        1963.66                 NaN   38.9807        19.9338                 NaN   36.9013        4.18428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  117501.        1963.99                 NaN   38.9810        19.9268                 NaN   36.8958        4.19641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  117601.        1964.31                 NaN   38.9815        19.9158                 NaN   36.8874        4.21525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  117701.        1964.63                 NaN   38.9820        19.9049                 NaN   36.8790        4.23409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  117801.        1964.95                 NaN   38.9824        19.8952                 NaN   36.8716        4.25068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  117901.        1965.27                 NaN   38.9824        19.8953                 NaN   36.8715        4.25074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  118001.        1965.59                 NaN   38.9824        19.8953                 NaN   36.8714        4.25080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  118101.        1965.90                 NaN   38.9825        19.8954                 NaN   36.8713        4.25086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  118201.        1966.22                 NaN   39.0459        20.4489                 NaN   13.9626        4.44995        22.0926                 NaN            NaN            NaN            NaN            NaN            NaN
  118301.        1966.54                 NaN   39.0459        20.4490                 NaN   13.9625        4.45001        22.0926                 NaN            NaN            NaN            NaN            NaN            NaN
  118401.        1966.86                 NaN   39.0459        20.4490                 NaN   13.9625        4.45007        22.0926                 NaN            NaN            NaN            NaN            NaN            NaN
  118501.        1967.17                 NaN   39.0458        20.4490                 NaN   13.9624        4.45013        22.0926                 NaN            NaN            NaN            NaN            NaN            NaN
  118601.        1967.49                 NaN   39.0458        20.4490                 NaN   13.9623        4.45019        22.0926                 NaN            NaN            NaN            NaN            NaN            NaN
  118701.        1967.80                 NaN   39.0457        20.4491                 NaN   13.9623        4.45025        22.0927                 NaN            NaN            NaN            NaN            NaN            NaN
  118801.        1968.12                 NaN   39.0457        20.4491                 NaN   13.9622        4.45030        22.0927                 NaN            NaN            NaN            NaN            NaN            NaN
  118901.        1968.43                 NaN   39.0456        20.4491                 NaN   13.9622        4.45036        22.0927                 NaN            NaN            NaN            NaN            NaN            NaN
  119001.        1968.74                 NaN   39.0859        20.7777                 NaN            NaN   4.63632        35.5001                 NaN            NaN            NaN            NaN            NaN            NaN
  119101.        1969.06                 NaN   39.0858        20.7777                 NaN            NaN   4.63637        35.5001                 NaN            NaN            NaN            NaN            NaN            NaN
  119201.        1969.37                 NaN   39.0858        20.7777                 NaN            NaN   4.63643        35.5001                 NaN            NaN            NaN            NaN            NaN            NaN
  119301.        1969.68                 NaN   39.0857        20.7777                 NaN            NaN   4.63649        35.5001                 NaN            NaN            NaN            NaN            NaN            NaN
  119401.        1969.99                 NaN   39.0857        20.7763                 NaN            NaN   4.63866        35.4993                 NaN            NaN            NaN            NaN            NaN            NaN
  119501.        1970.30                 NaN   39.0862        20.7618                 NaN            NaN   4.66114        35.4908                 NaN            NaN            NaN            NaN            NaN            NaN
  119601.        1970.61                 NaN   39.0867        20.7473                 NaN            NaN   4.68362        35.4824                 NaN            NaN            NaN            NaN            NaN            NaN
  119701.        1970.92                 NaN   39.0873        20.7327                 NaN            NaN   4.70609        35.4739                 NaN            NaN            NaN            NaN            NaN            NaN
  119801.        1971.23                 NaN   39.0878        20.7182                 NaN            NaN   4.72857        35.4655                 NaN            NaN            NaN            NaN            NaN            NaN
  119901.        1971.54                 NaN   39.0883        20.7036                 NaN            NaN   4.75105        35.4570                 NaN            NaN            NaN            NaN            NaN            NaN
  120001.        1971.84                 NaN   39.0889        20.6891                 NaN            NaN   4.77353        35.4485                 NaN            NaN            NaN            NaN            NaN            NaN
  120101.        1972.15                 NaN   39.0894        20.6745                 NaN            NaN   4.79601        35.4401                 NaN            NaN            NaN            NaN            NaN            NaN
  120201.        1972.46                 NaN   39.0904        20.6510                 NaN            NaN   4.83725        35.4214                 NaN            NaN            NaN            NaN            NaN            NaN
  120301.        1972.76                 NaN   39.0909        20.6362                 NaN            NaN   4.86026        35.4126                 NaN            NaN            NaN            NaN            NaN            NaN
  120401.        1973.07                 NaN   39.0923        20.6078                 NaN            NaN   4.91346        35.3864                 NaN            NaN            NaN            NaN            NaN            NaN
  120501.        1973.37                 NaN   39.0923        20.6003                 NaN            NaN   4.91948        35.3879                 NaN            NaN            NaN            NaN            NaN            NaN
  120601.        1973.68                 NaN   39.0928        20.5881                 NaN            NaN   4.93699        35.3821                 NaN            NaN            NaN            NaN            NaN            NaN
  120701.        1973.98                 NaN   39.0934        20.5716                 NaN            NaN   4.96365        35.3714                 NaN            NaN            NaN            NaN            NaN            NaN
  120801.        1974.29                 NaN   39.0940        20.5550                 NaN            NaN   4.99031        35.3607                 NaN            NaN            NaN            NaN            NaN            NaN
  120901.        1974.59                 NaN   39.0946        20.5385                 NaN            NaN   5.01697        35.3499                 NaN            NaN            NaN            NaN            NaN            NaN
  121001.        1974.89                 NaN   39.0953        20.5219                 NaN            NaN   5.04363        35.3392                 NaN            NaN            NaN            NaN            NaN            NaN
  121101.        1975.19                 NaN   39.0959        20.5054                 NaN            NaN   5.07030        35.3284                 NaN            NaN            NaN            NaN            NaN            NaN
  121201.        1975.49                 NaN   39.0965        20.4888                 NaN            NaN   5.09697        35.3177                 NaN            NaN            NaN            NaN            NaN            NaN
  121301.        1975.79                 NaN   39.0972        20.4723                 NaN            NaN   5.12364        35.3069                 NaN            NaN            NaN            NaN            NaN            NaN
  121401.        1976.09                 NaN   39.0979        20.4546                 NaN            NaN   5.15335        35.2942                 NaN            NaN            NaN            NaN            NaN            NaN
  121501.        1976.39                 NaN   39.0985        20.4384                 NaN            NaN   5.17893        35.2841                 NaN            NaN            NaN            NaN            NaN            NaN
  121601.        1976.69                 NaN   39.0991        20.4223                 NaN            NaN   5.20453        35.2741                 NaN            NaN            NaN            NaN            NaN            NaN
  121701.        1976.99                 NaN   39.0998        20.4040                 NaN            NaN   5.23490        35.2613                 NaN            NaN            NaN            NaN            NaN            NaN
  121801.        1977.29                 NaN   39.1006        20.3846                 NaN            NaN   5.26831        35.2465                 NaN            NaN            NaN            NaN            NaN            NaN
  121901.        1977.59                 NaN   39.1012        20.3695                 NaN            NaN   5.29177        35.2376                 NaN            NaN            NaN            NaN            NaN            NaN
  122001.        1977.88                 NaN   39.1020        20.3500                 NaN            NaN   5.32521        35.2228                 NaN            NaN            NaN            NaN            NaN            NaN
  122101.        1978.18                 NaN   39.1028        20.3306                 NaN            NaN   5.35865        35.2080                 NaN            NaN            NaN            NaN            NaN            NaN
  122201.        1978.47                 NaN   39.1040        20.3046                 NaN            NaN   5.40786        35.1835                 NaN            NaN            NaN            NaN            NaN            NaN
  122301.        1978.77                 NaN   39.1047        20.2869                 NaN            NaN   5.43732        35.1711                 NaN            NaN            NaN            NaN            NaN            NaN
  122401.        1979.06                 NaN   39.1054        20.2691                 NaN            NaN   5.46678        35.1587                 NaN            NaN            NaN            NaN            NaN            NaN
  122501.        1979.36                 NaN   39.1060        20.2529                 NaN            NaN   5.49243        35.1487                 NaN            NaN            NaN            NaN            NaN            NaN
  122601.        1979.65                 NaN   39.1067        20.2343                 NaN            NaN   5.52443        35.1345                 NaN            NaN            NaN            NaN            NaN            NaN
  122701.        1979.94                 NaN   39.1067        20.2343                 NaN            NaN   5.52450        35.1345                 NaN            NaN            NaN            NaN            NaN            NaN
  122801.        1980.23                 NaN   39.1066        20.2343                 NaN            NaN   5.52456        35.1345                 NaN            NaN            NaN            NaN            NaN            NaN
  122901.        1980.53                 NaN   39.1065        20.2344                 NaN            NaN   5.52463        35.1345                 NaN            NaN            NaN            NaN            NaN            NaN
  123001.        1980.82                 NaN   35.2930        20.2576                 NaN            NaN   5.76795        34.9817        3.69973                 NaN            NaN            NaN            NaN            NaN
  123101.        1981.11                 NaN   35.2929        20.2576                 NaN            NaN   5.76802        34.9817        3.69976                 NaN            NaN            NaN            NaN            NaN
  123201.        1981.40                 NaN   35.2928        20.2576                 NaN            NaN   5.76809        34.9816        3.69979                 NaN            NaN            NaN            NaN            NaN
  123301.        1981.69                 NaN   35.2928        20.2576                 NaN            NaN   5.76815        34.9816        3.69983                 NaN            NaN            NaN            NaN            NaN
  123401.        1981.98                 NaN   35.2765        20.2577                 NaN            NaN   5.76932        34.9810        3.71555                 NaN            NaN            NaN            NaN            NaN
  123501.        1982.27                 NaN   34.7475        20.2591                 NaN            NaN   5.80543        34.9592        4.22880                 NaN            NaN            NaN            NaN            NaN
  123601.        1982.55                 NaN   34.2181        20.2606                 NaN            NaN   5.84156        34.9374        4.74239                 NaN            NaN            NaN            NaN            NaN
  123701.        1982.84                 NaN   33.6884        20.2620                 NaN            NaN   5.87772        34.9155        5.25632                 NaN            NaN            NaN            NaN            NaN
  123801.        1983.13                 NaN   33.1584        20.2634                 NaN            NaN   5.91390        34.8937        5.77059                 NaN            NaN            NaN            NaN            NaN
  123901.        1983.41                 NaN   32.6280        20.2649                 NaN            NaN   5.95010        34.8718        6.28521                 NaN            NaN            NaN            NaN            NaN
  124001.        1983.70                 NaN   32.0972        20.2663                 NaN            NaN   5.98632        34.8500        6.80016                 NaN            NaN            NaN            NaN            NaN
  124101.        1983.98                 NaN   31.5661        20.2678                 NaN            NaN   6.02257        34.8281        7.31546                 NaN            NaN            NaN            NaN            NaN
  124201.        1984.27                 NaN   31.0347        20.2692                 NaN            NaN   6.05885        34.8062        7.83110                 NaN            NaN            NaN            NaN            NaN
  124301.        1984.55                 NaN   30.5029        20.2706                 NaN            NaN   6.09514        34.7842        8.34708                 NaN            NaN            NaN            NaN            NaN
  124401.        1984.84                 NaN   29.9708        20.2721                 NaN            NaN   6.13146        34.7623        8.86340                 NaN            NaN            NaN            NaN            NaN
  124501.        1985.12                 NaN   29.4383        20.2735                 NaN            NaN   6.16781        34.7403        9.38007                 NaN            NaN            NaN            NaN            NaN
  124601.        1985.40                 NaN   28.9055        20.2749                 NaN            NaN   6.20417        34.7183        9.89707                 NaN            NaN            NaN            NaN            NaN
  124701.        1985.68                 NaN   28.3723        20.2764                 NaN            NaN   6.24056        34.6963        10.4144                 NaN            NaN            NaN            NaN            NaN
  124801.        1985.96                 NaN   27.8388        20.2778                 NaN            NaN   6.27698        34.6743        10.9321                 NaN            NaN            NaN            NaN            NaN
  124901.        1986.25                 NaN   27.3050        20.2792                 NaN            NaN   6.31342        34.6523        11.4501                 NaN            NaN            NaN            NaN            NaN
  125001.        1986.53                 NaN   25.8796        20.2065                 NaN            NaN   6.52602        34.5524        12.8354                 NaN            NaN            NaN            NaN            NaN
  125101.        1986.81                 NaN   25.3185        20.2057                 NaN            NaN   6.56772        34.5281        13.3800                 NaN            NaN            NaN            NaN            NaN
  125201.        1987.08                 NaN   24.7570        20.2050                 NaN            NaN   6.60944        34.5037        13.9249                 NaN            NaN            NaN            NaN            NaN
  125301.        1987.36                 NaN   24.1953        20.2042                 NaN            NaN   6.65118        34.4792        14.4701                 NaN            NaN            NaN            NaN            NaN
  125401.        1987.64                 NaN   23.6331        20.2035                 NaN            NaN   6.69293        34.4548        15.0157                 NaN            NaN            NaN            NaN            NaN
  125501.        1987.92                 NaN   23.3590        20.2266                 NaN            NaN   6.67776        34.4555        15.2811                 NaN            NaN            NaN            NaN            NaN
  125601.        1988.20                 NaN   22.7646        20.2232                 NaN            NaN   6.72581        34.4283        15.8581                 NaN            NaN            NaN            NaN            NaN
  125701.        1988.47                 NaN   22.3948        20.2385                 NaN            NaN   6.72949        34.4206        16.2166                 NaN            NaN            NaN            NaN            NaN
  125801.        1988.75                 NaN   21.7678        20.2325                 NaN            NaN   6.78387        34.3906        16.8253                 NaN            NaN            NaN            NaN            NaN
  125901.        1989.02                 NaN   21.1403        20.2264                 NaN            NaN   6.83830        34.3605        17.4345                 NaN            NaN            NaN            NaN            NaN
  126001.        1989.30                 NaN   20.5124        20.2204                 NaN            NaN   6.89276        34.3304        18.0441                 NaN            NaN            NaN            NaN            NaN
  126101.        1989.57                 NaN   19.8840        20.2143                 NaN            NaN   6.94727        34.3003        18.6542                 NaN            NaN            NaN            NaN            NaN
  126201.        1989.85                 NaN   19.2551        20.2082                 NaN            NaN   7.00182        34.2701        19.2648                 NaN            NaN            NaN            NaN            NaN
  126301.        1990.12                 NaN   18.6257        20.2022                 NaN            NaN   7.05641        34.2399        19.8758                 NaN            NaN            NaN            NaN            NaN
  126401.        1990.39                 NaN   17.9958        20.1961                 NaN            NaN   7.11105        34.2097        20.4874                 NaN            NaN            NaN            NaN            NaN
  126501.        1990.66                 NaN   17.0677        20.1609                 NaN            NaN   7.23362        34.1486        21.3892                 NaN            NaN            NaN            NaN            NaN
  126601.        1990.94                 NaN   16.4168        20.1528                 NaN            NaN   7.29291        34.1162        22.0213                 NaN            NaN            NaN            NaN            NaN
  126701.        1991.21                 NaN   15.7653        20.1447                 NaN            NaN   7.35224        34.0839        22.6538                 NaN            NaN            NaN            NaN            NaN
  126801.        1991.48                 NaN   15.1134        20.1366                 NaN            NaN   7.41161        34.0514        23.2869                 NaN            NaN            NaN            NaN            NaN
  126901.        1991.75                 NaN   14.4609        20.1286                 NaN            NaN   7.47104        34.0190        23.9205                 NaN            NaN            NaN            NaN            NaN
  127001.        1992.02                 NaN   13.8079        20.1205                 NaN            NaN   7.53051        33.9865        24.5545                 NaN            NaN            NaN            NaN            NaN
  127101.        1992.29                 NaN   13.1544        20.1124                 NaN            NaN   7.59003        33.9540        25.1891                 NaN            NaN            NaN            NaN            NaN
  127201.        1992.55                 NaN   12.5004        20.1042                 NaN            NaN   7.64959        33.9215        25.8242                 NaN            NaN            NaN            NaN            NaN
  127301.        1992.82                 NaN   11.8459        20.0961                 NaN            NaN   7.70920        33.8889        26.4598                 NaN            NaN            NaN            NaN            NaN
  127401.        1993.09                 NaN   11.1909        20.0880                 NaN            NaN   7.76886        33.8563        27.0959                 NaN            NaN            NaN            NaN            NaN
  127501.        1993.36                 NaN   10.5353        20.0798                 NaN            NaN   7.82857        33.8237        27.7325                 NaN            NaN            NaN            NaN            NaN
  127601.        1993.62                 NaN   9.87926        20.0717                 NaN            NaN   7.88832        33.7911        28.3697                 NaN            NaN            NaN            NaN            NaN
  127701.        1993.89                 NaN   9.22268        20.0635                 NaN            NaN   7.94812        33.7584        29.0073                 NaN            NaN            NaN            NaN            NaN
  127801.        1994.15                 NaN   8.56558        20.0554                 NaN            NaN   8.00797        33.7257        29.6454                 NaN            NaN            NaN            NaN            NaN
  127901.        1994.42                 NaN   7.90796        20.0472                 NaN            NaN   8.06787        33.6929        30.2841                 NaN            NaN            NaN            NaN            NaN
  128001.        1994.68                 NaN   7.24982        20.0390                 NaN            NaN   8.12781        33.6602        30.9232                 NaN            NaN            NaN            NaN            NaN
  128101.        1994.95                 NaN   6.59117        20.0308                 NaN            NaN   8.18780        33.6273        31.5629                 NaN            NaN            NaN            NaN            NaN
  128201.        1995.21                 NaN   5.93200        20.0226                 NaN            NaN   8.24784        33.5945        32.2031                 NaN            NaN            NaN            NaN            NaN
  128301.        1995.47                 NaN   5.04721        19.9952                 NaN            NaN   8.35335        33.5414        33.0628                 NaN            NaN            NaN            NaN            NaN
  128401.        1995.73                 NaN   4.41874        19.9897                 NaN            NaN   8.40707        33.5114        33.6732                 NaN            NaN            NaN            NaN            NaN
  128501.        1995.99                 NaN   3.78980        19.9841                 NaN            NaN   8.46083        33.4813        34.2839                 NaN            NaN            NaN            NaN            NaN
  128601.        1996.25                 NaN   3.29014        19.9896                 NaN            NaN   8.48846        33.4628        34.7689                 NaN            NaN            NaN            NaN            NaN
  128701.        1996.52                 NaN   2.62837        19.9814                 NaN            NaN   8.54873        33.4299        35.4117                 NaN            NaN            NaN            NaN            NaN
  128801.        1996.77                 NaN   2.13268        19.9893                 NaN            NaN   8.57129        33.4140        35.8927                 NaN            NaN            NaN            NaN            NaN
  128901.        1997.03                 NaN   1.38904        19.9731                 NaN            NaN   8.64999        33.3726        36.6152                 NaN            NaN            NaN            NaN            NaN
  129001.        1997.29                 NaN  0.644739        19.9570                 NaN            NaN   8.72876        33.3312        37.3383                 NaN            NaN            NaN            NaN            NaN
  129101.        1997.55                 NaN  0.600844        19.9560                 NaN            NaN   8.73347        33.3286        37.3811                 NaN            NaN            NaN            NaN            NaN
