|6.6.6
mars_t13_ath_2.tab                                                                                  
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          26
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Aki            ca-pv          NaAl           Pv            
  5301.00        671.976        5.40284                 NaN   55.0807                 NaN   10.3835                 NaN            NaN            NaN            NaN            NaN   26.3985                 NaN   2.73439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        678.062        5.34326                 NaN   55.0449                 NaN   10.4243                 NaN            NaN            NaN            NaN            NaN   26.4379                 NaN   2.74969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        684.118        5.33679                 NaN   55.0619                 NaN   10.4272                 NaN            NaN            NaN            NaN            NaN   26.4406                 NaN   2.73346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        690.143        5.35827                 NaN   55.1003                 NaN   10.4110                 NaN            NaN            NaN            NaN            NaN   26.4241                 NaN   2.70637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        696.137        5.44832                 NaN   55.1911                 NaN   10.3474                 NaN            NaN            NaN            NaN            NaN   26.3603                 NaN   2.65278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        702.101        5.19370                 NaN   55.0996                 NaN   10.5123                 NaN            NaN            NaN            NaN            NaN   26.5338                 NaN   2.66064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        708.034        5.32906                 NaN   55.2471                 NaN   10.4144                 NaN            NaN            NaN            NaN            NaN   26.4394                 NaN   2.57000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        713.938        5.21669                 NaN   55.0731                 NaN   10.5041                 NaN            NaN            NaN            NaN            NaN   26.5138                 NaN   2.69235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        719.811        5.16685                 NaN   55.1257                 NaN   10.5342                 NaN            NaN            NaN            NaN            NaN   26.5428                 NaN   2.63049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        725.654        5.11835                 NaN   55.1173                 NaN   10.5658                 NaN            NaN            NaN            NaN            NaN   26.5740                 NaN   2.62446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        731.468        5.06940                 NaN   55.1086                 NaN   10.5978                 NaN            NaN            NaN            NaN            NaN   26.6056                 NaN   2.61859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        737.251        4.88857                 NaN   54.9907                 NaN   10.7229                 NaN            NaN            NaN            NaN            NaN   26.7270                 NaN   2.67081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        743.005        4.78739                 NaN   54.9383                 NaN   10.7921                 NaN            NaN            NaN            NaN            NaN   26.7937                 NaN   2.68842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        748.730        4.73720                 NaN   54.9289                 NaN   10.8251                 NaN            NaN            NaN            NaN            NaN   26.8260                 NaN   2.68281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        754.426        4.60593                 NaN   54.9111                 NaN   10.9101                 NaN            NaN            NaN            NaN            NaN   26.9120                 NaN   2.66088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        760.092        4.60882                 NaN   54.9304                 NaN   10.9074                 NaN            NaN            NaN            NaN            NaN   26.9083                 NaN   2.64522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        765.729        4.72347                 NaN   54.9411                 NaN   10.8279                 NaN            NaN            NaN            NaN            NaN   26.8358                 NaN   2.67168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        771.337        4.28136                 NaN   54.8638                 NaN   11.1212                 NaN            NaN            NaN            NaN            NaN   27.1238                 NaN   2.60983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        776.916        4.31486                 NaN   54.9030                 NaN   11.0978                 NaN            NaN            NaN            NaN            NaN   27.0990                 NaN   2.58538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        782.466        4.59980                 NaN   54.9374                 NaN   10.9073                 NaN            NaN            NaN            NaN            NaN   26.9147                 NaN   2.64073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        787.988        4.59047                 NaN   54.9627                 NaN   10.9113                 NaN            NaN            NaN            NaN            NaN   26.9194                 NaN   2.61618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        793.482        4.45823                 NaN   54.9072                 NaN   10.9998                 NaN            NaN            NaN            NaN            NaN   27.0073                 NaN   2.62737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        798.947        4.42748                 NaN   54.8862                 NaN   11.0227                 NaN            NaN            NaN            NaN            NaN   27.0260                 NaN   2.63753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        804.384        4.37183                 NaN   54.8710                 NaN   11.0599                 NaN            NaN            NaN            NaN            NaN   27.0620                 NaN   2.63533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        809.792        3.98812                 NaN   54.6837                 NaN   11.3149                 NaN            NaN            NaN            NaN            NaN   27.3231                 NaN   2.69026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        815.173        4.39020                 NaN   54.9788                 NaN   11.0387                 NaN            NaN            NaN            NaN            NaN   27.0459                 NaN   2.54638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        820.526        4.18493                 NaN   54.8247                 NaN   11.1835                 NaN            NaN            NaN            NaN            NaN   27.1835                 NaN   2.62344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        825.851        4.42142                 NaN   55.1134                 NaN   11.0027                 NaN            NaN            NaN            NaN            NaN   27.0264                 NaN   2.43604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        831.148        4.05041                 NaN   54.7779                 NaN   11.2738                 NaN            NaN            NaN            NaN            NaN   27.2714                 NaN   2.62648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        836.418        3.97705                 NaN   54.7653                 NaN   11.3216                 NaN            NaN            NaN            NaN            NaN   27.3193                 NaN   2.61668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        841.661        4.14391                 NaN   55.0026                 NaN   11.1929                 NaN            NaN            NaN            NaN            NaN   27.2061                 NaN   2.45442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        846.876        3.83902                 NaN   54.7320                 NaN   11.4137                 NaN            NaN            NaN            NaN            NaN   27.4085                 NaN   2.60684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        852.064        3.98656                 NaN   54.9454                 NaN   11.3013                 NaN            NaN            NaN            NaN            NaN   27.3066                 NaN   2.46012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        857.224        3.88027                 NaN   54.9011                 NaN   11.3743                 NaN            NaN            NaN            NaN            NaN   27.3756                 NaN   2.46876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        862.358        3.61786                 NaN   54.7419                 NaN   11.5603                 NaN            NaN            NaN            NaN            NaN   27.5467                 NaN   2.53325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        867.466        3.56022                 NaN   54.6705                 NaN   11.5987                 NaN            NaN            NaN            NaN            NaN   27.5890                 NaN   2.58156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        872.546        3.47996                 NaN   54.6541                 NaN   11.6522                 NaN            NaN            NaN            NaN            NaN   27.6408                 NaN   2.57301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        877.600        3.62097                 NaN   54.7243                 NaN   11.5591                 NaN            NaN            NaN            NaN            NaN   27.5432                 NaN   2.55246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        882.627        3.28987                 NaN   54.6105                 NaN   11.7777                 NaN            NaN            NaN            NaN            NaN   27.7651                 NaN   2.55683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        887.628        3.19831                 NaN   54.5906                 NaN   11.8382                 NaN            NaN            NaN            NaN            NaN   27.8248                 NaN   2.54812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        892.602        3.11465                 NaN   54.5720                 NaN   11.8940                 NaN            NaN            NaN            NaN            NaN   27.8790                 NaN   2.54035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        897.551        3.02745                 NaN   54.5530                 NaN   11.9519                 NaN            NaN            NaN            NaN            NaN   27.9356                 NaN   2.53201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        902.473        2.94451                 NaN   54.5350                 NaN   12.0074                 NaN            NaN            NaN            NaN            NaN   27.9891                 NaN   2.52401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        907.370        2.86103                 NaN   54.5168                 NaN   12.0632                 NaN            NaN            NaN            NaN            NaN   28.0431                 NaN   2.51598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        912.241        2.76522                 NaN   54.5003                 NaN   12.1275                 NaN            NaN            NaN            NaN            NaN   28.1043                 NaN   2.50266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        917.086        4.73844                 NaN   55.3402                 NaN   10.8102                 NaN            NaN            NaN            NaN            NaN   26.7733                 NaN   2.33796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        921.905        3.07069                 NaN   54.6749                 NaN   11.9280                 NaN            NaN            NaN            NaN            NaN   27.8890                 NaN   2.43735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        926.699        3.07042                 NaN   54.6756                 NaN   11.9281                 NaN            NaN            NaN            NaN            NaN   27.8886                 NaN   2.43736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        931.467        2.23292                 NaN   57.3816                 NaN   11.4977                 NaN   7.49298                 NaN            NaN            NaN   21.3948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        936.211        2.34045                 NaN   57.4154                 NaN   11.4241                 NaN   7.42578                 NaN            NaN            NaN   21.3943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        940.929        2.34025                 NaN   57.4159                 NaN   11.4241                 NaN   7.42581                 NaN            NaN            NaN   21.3939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        945.622        2.44231                 NaN   57.4478                 NaN   11.3546                 NaN   7.35583                 NaN            NaN            NaN   21.3995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        950.290        2.25436                 NaN   57.3751                 NaN   11.5580                 NaN   7.12078                 NaN            NaN            NaN   21.6918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        954.933        2.13297                 NaN   57.3350                 NaN   11.6459                 NaN   7.10619                 NaN            NaN            NaN   21.7799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        959.552        2.02997                 NaN   57.3036                 NaN   11.7058                 NaN   7.14610                 NaN            NaN            NaN   21.8145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        964.146        2.63133                 NaN   57.5076                 NaN   11.2273                 NaN   7.20705                 NaN            NaN            NaN   21.4267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        968.715        1.68818                 NaN   57.1876                 NaN   11.9640                 NaN   7.05594                 NaN            NaN            NaN   22.1043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        973.261        1.63780                 NaN   57.1811                 NaN   11.9295                 NaN   7.24294                 NaN            NaN            NaN   22.0087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        977.781        1.49515                 NaN   57.1336                 NaN   12.0319                 NaN   7.22202                 NaN            NaN            NaN   22.1173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        982.278        1.14143                 NaN   57.0053                 NaN   12.3473                 NaN   6.97397                 NaN            NaN            NaN   22.5320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        986.751        1.39980                 NaN   57.1020                 NaN   12.1039                 NaN   7.19216                 NaN            NaN            NaN   22.2021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        991.199        1.53187                 NaN   57.1435                 NaN   12.0172                 NaN   7.11814                 NaN            NaN            NaN   22.1893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
