|6.6.6
mars_ma79_2.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           Pl             O              Opx            Cpx            Sp             Gt             Wus            Wad            Ring           ca-pv          Pv            
  122601.        1979.65                 NaN   55.5866                 NaN   9.59559                 NaN   34.1059       0.711962                 NaN            NaN            NaN            NaN
  122701.        1979.94                 NaN   55.5248                 NaN   9.58971                 NaN   34.1558       0.729657                 NaN            NaN            NaN            NaN
  122801.        1980.23                 NaN   55.4656                 NaN   9.58406                 NaN   34.2037       0.746619                 NaN            NaN            NaN            NaN
  122901.        1980.53                 NaN   55.4064                 NaN   9.57842                 NaN   34.2516       0.763583                 NaN            NaN            NaN            NaN
  123001.        1980.82                 NaN   55.3472                 NaN   9.57278                 NaN   34.2995       0.780549                 NaN            NaN            NaN            NaN
  123101.        1981.11                 NaN   55.2880                 NaN   9.56713                 NaN   34.3474       0.797516                 NaN            NaN            NaN            NaN
  123201.        1981.40                 NaN   55.2288                 NaN   9.56149                 NaN   34.3953       0.814486                 NaN            NaN            NaN            NaN
  123301.        1981.69                 NaN   55.1695                 NaN   9.55584                 NaN   34.4432       0.831457                 NaN            NaN            NaN            NaN
  123401.        1981.98                 NaN   55.1029                 NaN   9.54513                 NaN   34.5014       0.850576                 NaN            NaN            NaN            NaN
  123501.        1982.27                 NaN   55.0433                 NaN   9.53919                 NaN   34.5499       0.867674                 NaN            NaN            NaN            NaN
  123601.        1982.55                 NaN   54.9836                 NaN   9.53325                 NaN   34.5984       0.884774                 NaN            NaN            NaN            NaN
  123701.        1982.84                 NaN   54.9239                 NaN   9.52732                 NaN   34.6469       0.901875                 NaN            NaN            NaN            NaN
  123801.        1983.13                 NaN   54.8620                 NaN   9.51984                 NaN   34.6985       0.919630                 NaN            NaN            NaN            NaN
  123901.        1983.41                 NaN   54.8000                 NaN   9.51226                 NaN   34.7504       0.937428                 NaN            NaN            NaN            NaN
  124001.        1983.70                 NaN   54.7379                 NaN   9.50469                 NaN   34.8022       0.955229                 NaN            NaN            NaN            NaN
  124101.        1983.98                 NaN   54.6758                 NaN   9.49711                 NaN   34.8541       0.973032                 NaN            NaN            NaN            NaN
  124201.        1984.27                 NaN   54.6137                 NaN   9.48953                 NaN   34.9059       0.990837                 NaN            NaN            NaN            NaN
  124301.        1984.55                 NaN   54.5461                 NaN   9.47812                 NaN   34.9656        1.01027                 NaN            NaN            NaN            NaN
  124401.        1984.84                 NaN   54.4895                 NaN   9.47437                 NaN   35.0097        1.02645                 NaN            NaN            NaN            NaN
  124501.        1985.12                 NaN   54.4274                 NaN   9.46678                 NaN   35.0615        1.04426                 NaN            NaN            NaN            NaN
  124601.        1985.40                 NaN   54.3653                 NaN   9.45920                 NaN   35.1134        1.06208                 NaN            NaN            NaN            NaN
  124701.        1985.68                 NaN   54.3032                 NaN   9.45162                 NaN   35.1653        1.07989                 NaN            NaN            NaN            NaN
  124801.        1985.96                 NaN   54.2411                 NaN   9.44403                 NaN   35.2172        1.09771                 NaN            NaN            NaN            NaN
  124901.        1986.25                 NaN   54.1789                 NaN   9.43645                 NaN   35.2691        1.11553                 NaN            NaN            NaN            NaN
  125001.        1986.53                 NaN   54.0431                 NaN   9.38623                 NaN   35.4159        1.15477                 NaN            NaN            NaN            NaN
  125101.        1986.81                 NaN   53.9788                 NaN   9.37740                 NaN   35.4706        1.17322                 NaN            NaN            NaN            NaN
  125201.        1987.08                 NaN   53.9145                 NaN   9.36857                 NaN   35.5253        1.19167                 NaN            NaN            NaN            NaN
  125301.        1987.36                 NaN   53.8502                 NaN   9.35974                 NaN   35.5800        1.21012                 NaN            NaN            NaN            NaN
  125401.        1987.64                 NaN   53.7859                 NaN   9.35091                 NaN   35.6346        1.22857                 NaN            NaN            NaN            NaN
  125501.        1987.92                 NaN   53.7453                 NaN   9.35583                 NaN   35.6587        1.24012                 NaN            NaN            NaN            NaN
  125601.        1988.20                 NaN   53.6784                 NaN   9.34549                 NaN   35.7168        1.25934                 NaN            NaN            NaN            NaN
  125701.        1988.47                 NaN   53.6300                 NaN   9.34587                 NaN   35.7510        1.27317                 NaN            NaN            NaN            NaN
  125801.        1988.75                 NaN   53.5604                 NaN   9.33401                 NaN   35.8125        1.29315                 NaN            NaN            NaN            NaN
  125901.        1989.02                 NaN   53.4908                 NaN   9.32215                 NaN   35.8739        1.31314                 NaN            NaN            NaN            NaN
  126001.        1989.30                 NaN   53.4212                 NaN   9.31028                 NaN   35.9354        1.33313                 NaN            NaN            NaN            NaN
  126101.        1989.57                 NaN   53.3516                 NaN   9.29842                 NaN   35.9969        1.35312                 NaN            NaN            NaN            NaN
  126201.        1989.85                 NaN   53.2820                 NaN   9.28655                 NaN   36.0584        1.37311                 NaN            NaN            NaN            NaN
  126301.        1990.12                 NaN   53.2124                 NaN   9.27469                 NaN   36.1198        1.39311                 NaN            NaN            NaN            NaN
  126401.        1990.39                 NaN   53.1427                 NaN   9.26282                 NaN   36.1813        1.41311                 NaN            NaN            NaN            NaN
  126501.        1990.66                 NaN   52.9863                 NaN   9.19641                 NaN   36.3590        1.45833                 NaN            NaN            NaN            NaN
  126601.        1990.94                 NaN   52.9109                 NaN   9.18090                 NaN   36.4282        1.48002                 NaN            NaN            NaN            NaN
  126701.        1991.21                 NaN   52.8354                 NaN   9.16538                 NaN   36.4975        1.50171                 NaN            NaN            NaN            NaN
  126801.        1991.48                 NaN   52.7599                 NaN   9.14987                 NaN   36.5668        1.52340                 NaN            NaN            NaN            NaN
  126901.        1991.75                 NaN   52.6844                 NaN   9.13435                 NaN   36.6361        1.54510                 NaN            NaN            NaN            NaN
  127001.        1992.02                 NaN   52.6090                 NaN   9.11883                 NaN   36.7054        1.56680                 NaN            NaN            NaN            NaN
  127101.        1992.29                 NaN   52.6261                 NaN   9.16151                 NaN   36.6508        1.56159                 NaN            NaN            NaN            NaN
  127201.        1992.55                 NaN   52.5522                 NaN   9.14700                 NaN   36.7179        1.58282                 NaN            NaN            NaN            NaN
  127301.        1992.82                 NaN   52.4783                 NaN   9.13250                 NaN   36.7851        1.60406                 NaN            NaN            NaN            NaN
  127401.        1993.09                 NaN   52.4044                 NaN   9.11799                 NaN   36.8523        1.62530                 NaN            NaN            NaN            NaN
  127501.        1993.36                 NaN   52.3305                 NaN   9.10347                 NaN   36.9195        1.64654                 NaN            NaN            NaN            NaN
  127601.        1993.62                 NaN   52.2566                 NaN   9.08896                 NaN   36.9867        1.66779                 NaN            NaN            NaN            NaN
  127701.        1993.89                 NaN   52.1826                 NaN   9.07443                 NaN   37.0539        1.68905                 NaN            NaN            NaN            NaN
  127801.        1994.15                 NaN   52.1087                 NaN   9.05991                 NaN   37.1211        1.71030                 NaN            NaN            NaN            NaN
  127901.        1994.42                 NaN   52.0347                 NaN   9.04538                 NaN   37.1884        1.73156                 NaN            NaN            NaN            NaN
  128001.        1994.68                 NaN   51.9607                 NaN   9.03084                 NaN   37.2556        1.75283                 NaN            NaN            NaN            NaN
  128101.        1994.95                 NaN   51.8867                 NaN   9.01631                 NaN   37.3229        1.77410                 NaN            NaN            NaN            NaN
  128201.        1995.21                 NaN   51.8127                 NaN   9.00176                 NaN   37.3902        1.79537                 NaN            NaN            NaN            NaN
  128301.        1995.47                 NaN   51.7387                 NaN   8.98722                 NaN   37.4575        1.81665                 NaN            NaN            NaN            NaN
  128401.        1995.73                 NaN   51.6646                 NaN   8.97267                 NaN   37.5248        1.83793                 NaN            NaN            NaN            NaN
  128501.        1995.99                 NaN   51.5906                 NaN   8.95811                 NaN   37.5921        1.85921                 NaN            NaN            NaN            NaN
  128601.        1996.25                 NaN   51.5165                 NaN   8.94356                 NaN   37.6594        1.88050                 NaN            NaN            NaN            NaN
  128701.        1996.52                 NaN   51.4424                 NaN   8.92899                 NaN   37.7268        1.90179                 NaN            NaN            NaN            NaN
  128801.        1996.77                 NaN   51.3683                 NaN   8.91443                 NaN   37.7941        1.92309                 NaN            NaN            NaN            NaN
  128901.        1997.03                 NaN   51.2942                 NaN   8.89986                 NaN   37.8615        1.94439                 NaN            NaN            NaN            NaN
  129001.        1997.29                 NaN   51.2201                 NaN   8.88528                 NaN   37.9289        1.96569                 NaN            NaN            NaN            NaN
  129101.        1997.55                 NaN   51.1460                 NaN   8.87071                 NaN   37.9963        1.98700                 NaN            NaN            NaN            NaN
  129201.        1997.81                 NaN   51.0718                 NaN   8.85612                 NaN   38.0637        2.00831                 NaN            NaN            NaN            NaN
  129301.        1998.07                 NaN   50.9923                 NaN   8.83816                 NaN   38.1384        2.03119                 NaN            NaN            NaN            NaN
  129401.        1998.32                 NaN   50.9107                 NaN   8.81896                 NaN   38.2156        2.05465                 NaN            NaN            NaN            NaN
  129501.        1998.58                 NaN   50.8292                 NaN   8.79974                 NaN   38.2929        2.07811                 NaN            NaN            NaN            NaN
  129601.        1998.83                 NaN   50.7476                 NaN   8.78053                 NaN   38.3703        2.10158                 NaN            NaN            NaN            NaN
  129701.        1999.09                 NaN   50.6661                 NaN   8.76131                 NaN   38.4476        2.12505                 NaN            NaN            NaN            NaN
  129801.        1999.34                 NaN   50.5845                 NaN   8.74209                 NaN   38.5249        2.14853                 NaN            NaN            NaN            NaN
  129901.        1999.60                 NaN   50.5029                 NaN   8.72287                 NaN   38.6023        2.17200                 NaN            NaN            NaN            NaN
  130001.        1999.85                 NaN   50.4213                 NaN   8.70365                 NaN   38.6796        2.19548                 NaN            NaN            NaN            NaN
  130101.        2000.10                 NaN   50.3396                 NaN   8.68442                 NaN   38.7570        2.21897                 NaN            NaN            NaN            NaN
  130201.        2000.36                 NaN   50.2580                 NaN   8.66519                 NaN   38.8344        2.24246                 NaN            NaN            NaN            NaN
  130301.        2000.61                 NaN   50.1763                 NaN   8.64595                 NaN   38.9118        2.26595                 NaN            NaN            NaN            NaN
  130401.        2000.86                 NaN   50.0947                 NaN   8.62672                 NaN   38.9892        2.28945                 NaN            NaN            NaN            NaN
  130501.        2001.11                 NaN   50.0130                 NaN   8.60748                 NaN   39.0666        2.31295                 NaN            NaN            NaN            NaN
  130601.        2001.36                 NaN   49.9313                 NaN   8.58823                 NaN   39.1440        2.33645                 NaN            NaN            NaN            NaN
  130701.        2001.61                 NaN   49.8496                 NaN   8.56899                 NaN   39.2215        2.35996                 NaN            NaN            NaN            NaN
  130801.        2001.86                 NaN   49.7679                 NaN   8.54974                 NaN   39.2989        2.38347                 NaN            NaN            NaN            NaN
  130901.        2002.11                 NaN   49.6862                 NaN   8.53049                 NaN   39.3764        2.40698                 NaN            NaN            NaN            NaN
  131001.        2002.36                 NaN   49.6044                 NaN   8.51123                 NaN   39.4539        2.43050                 NaN            NaN            NaN            NaN
  131101.        2002.60                 NaN   49.5227                 NaN   8.49198                 NaN   39.5313        2.45402                 NaN            NaN            NaN            NaN
  131201.        2002.85                 NaN   49.4409                 NaN   8.47272                 NaN   39.6088        2.47755                 NaN            NaN            NaN            NaN
  131301.        2003.10                 NaN   49.3591                 NaN   8.45345                 NaN   39.6864        2.50108                 NaN            NaN            NaN            NaN
  131401.        2003.34                 NaN   49.2773                 NaN   8.43419                 NaN   39.7639        2.52461                 NaN            NaN            NaN            NaN
  131501.        2003.59                 NaN   49.2691                 NaN   8.43227                 NaN   39.7717        2.52691                 NaN            NaN            NaN            NaN
  131601.        2003.83                 NaN   49.2689                 NaN   8.43222                 NaN   39.7720        2.52692                 NaN            NaN            NaN            NaN
  131701.        2004.08                 NaN   49.2686                 NaN   8.43217                 NaN   39.7723        2.52693                 NaN            NaN            NaN            NaN
  131801.        2004.32                 NaN   49.2684                 NaN   8.43212                 NaN   39.7726        2.52694                 NaN            NaN            NaN            NaN
  131901.        2004.56                 NaN   43.9732                 NaN   8.09600                 NaN   40.1611        2.50288        5.26685                 NaN            NaN            NaN
  132001.        2004.81                 NaN   43.9729                 NaN   8.09594                 NaN   40.1614        2.50289        5.26688                 NaN            NaN            NaN
  132101.        2005.05                 NaN   43.9727                 NaN   8.09589                 NaN   40.1616        2.50290        5.26690                 NaN            NaN            NaN
  132201.        2005.29                 NaN   43.9724                 NaN   8.09583                 NaN   40.1619        2.50290        5.26693                 NaN            NaN            NaN
  132301.        2005.53                 NaN   43.0842                 NaN   8.05031                 NaN   40.1913        2.48837        6.18590                 NaN            NaN            NaN
  132401.        2005.77                 NaN   42.0850                 NaN   7.99910                 NaN   40.2242        2.47201        7.21966                 NaN            NaN            NaN
  132501.        2006.01                 NaN   41.0847                 NaN   7.94784                 NaN   40.2572        2.45564        8.25460                 NaN            NaN            NaN
  132601.        2006.25                 NaN   40.0833                 NaN   7.89651                 NaN   40.2902        2.43925        9.29071                 NaN            NaN            NaN
  132701.        2006.49                 NaN   39.0808                 NaN   7.84513                 NaN   40.3232        2.42283        10.3280                 NaN            NaN            NaN
  132801.        2006.73                 NaN   38.0771                 NaN   7.79369                 NaN   40.3563        2.40640        11.3665                 NaN            NaN            NaN
  132901.        2006.97                 NaN   37.0724                 NaN   7.74219                 NaN   40.3894        2.38995        12.4061                 NaN            NaN            NaN
  133001.        2007.21                 NaN   36.0665                 NaN   7.69063                 NaN   40.4225        2.37348        13.4469                 NaN            NaN            NaN
  133101.        2007.44                 NaN   34.8658                 NaN   7.63733                 NaN   40.4592        2.35609        14.6815                 NaN            NaN            NaN
  133201.        2007.68                 NaN   33.7288                 NaN   7.58453                 NaN   40.4947        2.33898        15.8530                 NaN            NaN            NaN
  133301.        2007.92                 NaN   32.0863                 NaN   7.52772                 NaN   40.5400        2.31988        17.5262                 NaN            NaN            NaN
  133401.        2008.15                 NaN   30.8014                 NaN   7.47363                 NaN   40.5783        2.30216        18.8444                 NaN            NaN            NaN
  133501.        2008.39                 NaN   30.0600                 NaN   7.42354                 NaN   40.6061        2.28634        19.6241                 NaN            NaN            NaN
  133601.        2008.62                 NaN   28.8326                 NaN   7.36971                 NaN   40.6433        2.26874        20.8856                 NaN            NaN            NaN
  133701.        2008.86                 NaN   27.6038                 NaN   7.31582                 NaN   40.6805        2.25112        22.1488                 NaN            NaN            NaN
  133801.        2009.09                 NaN   26.3733                 NaN   7.26185                 NaN   40.7178        2.23347        23.4136                 NaN            NaN            NaN
  133901.        2009.32                 NaN   25.1413                 NaN   7.20781                 NaN   40.7551        2.21580        24.6800                 NaN            NaN            NaN
  134001.        2009.56                 NaN   23.9077                 NaN   7.15370                 NaN   40.7925        2.19810        25.9480                 NaN            NaN            NaN
  134101.        2009.79                 NaN   22.5859                 NaN   7.09948                 NaN   40.8323        2.18062        27.3017                 NaN            NaN            NaN
  134201.        2010.02                 NaN   21.3395                 NaN   7.04521                 NaN   40.8700        2.16290        28.5824                 NaN            NaN            NaN
  134301.        2010.25                 NaN   16.8835                 NaN   6.82492                 NaN   41.0117        2.09157        33.1884                 NaN            NaN            NaN
  134401.        2010.48                 NaN   19.3053                 NaN   6.93966                 NaN   40.9360        2.12875        30.6903                 NaN            NaN            NaN
  134501.        2010.71                 NaN   16.8824                 NaN   6.87617                 NaN   40.9968        2.10674        33.1378                 NaN            NaN            NaN
  134601.        2010.94                 NaN   16.4017                 NaN   6.82787                 NaN   41.0199        2.09198        33.6586                 NaN            NaN            NaN
  134701.        2011.17                 NaN   14.7190                 NaN   6.77005                 NaN   41.0663        2.07270        35.3720                 NaN            NaN            NaN
  134801.        2011.40                 NaN   14.2583                 NaN   6.72126                 NaN   41.0883        2.05750        35.8746                 NaN            NaN            NaN
  134901.        2011.62                 NaN   12.8377                 NaN   6.66526                 NaN   41.1296        2.03906        37.3284                 NaN            NaN            NaN
  135001.        2011.85                 NaN   11.4149                 NaN   6.60917                 NaN   41.1709        2.02059        38.7845                 NaN            NaN            NaN
  135101.        2012.08                 NaN   9.98991                 NaN   6.55300                 NaN   41.2122        2.00209        40.2428                 NaN            NaN            NaN
  135201.        2012.30                 NaN   8.56276                 NaN   6.49674                 NaN   41.2536        1.98356        41.7034                 NaN            NaN            NaN
  135301.        2012.53                 NaN   7.13345                 NaN   6.44039                 NaN   41.2950        1.96500        43.1662                 NaN            NaN            NaN
  135401.        2012.76                 NaN   5.70195                 NaN   6.38395                 NaN   41.3365        1.94641        44.6312                 NaN            NaN            NaN
  135501.        2012.98                 NaN   5.47087                 NaN   6.37478                 NaN   41.3433        1.94340        44.8677                 NaN            NaN            NaN
  135601.        2013.20                 NaN   5.47082                 NaN   6.37471                 NaN   41.3434        1.94340        44.8677                 NaN            NaN            NaN
  135701.        2013.43                 NaN   5.47076                 NaN   6.37465                 NaN   41.3435        1.94340        44.8677                 NaN            NaN            NaN
  135801.        2013.65                 NaN   5.47071                 NaN   6.37458                 NaN   41.3436        1.94340        44.8678                 NaN            NaN            NaN
  135901.        2013.87                 NaN            NaN            NaN   5.95709                 NaN   41.7767        1.90549        50.3607                 NaN            NaN            NaN
  136001.        2014.10                 NaN            NaN            NaN   5.95702                 NaN   41.7768        1.90549        50.3607                 NaN            NaN            NaN
  136101.        2014.32                 NaN            NaN            NaN   5.95695                 NaN   41.7769        1.90548        50.3607                 NaN            NaN            NaN
  136201.        2014.54                 NaN            NaN            NaN   5.95689                 NaN   41.7770        1.90548        50.3607                 NaN            NaN            NaN
  136301.        2014.76                 NaN            NaN            NaN   5.90632                 NaN   41.8429        1.91251        50.3382                 NaN            NaN            NaN
  136401.        2014.98                 NaN            NaN            NaN   5.84512                 NaN   41.9228        1.92104        50.3110                 NaN            NaN            NaN
  136501.        2015.20                 NaN            NaN            NaN   5.78390                 NaN   42.0027        1.92956        50.2839                 NaN            NaN            NaN
  136601.        2015.42                 NaN            NaN            NaN   5.72269                 NaN   42.0826        1.93808        50.2567                 NaN            NaN            NaN
  136701.        2015.64                 NaN            NaN            NaN   5.66147                 NaN   42.1625        1.94660        50.2295                 NaN            NaN            NaN
  136801.        2015.85                 NaN            NaN            NaN   5.60025                 NaN   42.2424        1.95513        50.2023                 NaN            NaN            NaN
  136901.        2016.07                 NaN            NaN            NaN   5.53902                 NaN   42.3223        1.96365        50.1751                 NaN            NaN            NaN
  137001.        2016.29                 NaN            NaN            NaN   5.47779                 NaN   42.4022        1.97218        50.1479                 NaN            NaN            NaN
  137101.        2016.51                 NaN            NaN            NaN   5.41655                 NaN   42.4821        1.98070        50.1206                 NaN            NaN            NaN
  137201.        2016.72                 NaN            NaN            NaN   5.35531                 NaN   42.5620        1.98923        50.0934                 NaN            NaN            NaN
  137301.        2016.94                 NaN            NaN            NaN   5.29407                 NaN   42.6420        1.99776        50.0662                 NaN            NaN            NaN
  137401.        2017.15                 NaN            NaN            NaN   5.23282                 NaN   42.7219        2.00629        50.0390                 NaN            NaN            NaN
  137501.        2017.37                 NaN            NaN            NaN   5.17157                 NaN   42.8018        2.01481        50.0118                 NaN            NaN            NaN
  137601.        2017.58                 NaN            NaN            NaN   5.11031                 NaN   42.8818        2.02334        49.9846                 NaN            NaN            NaN
  137701.        2017.79                 NaN            NaN            NaN   5.04905                 NaN   42.9617        2.03187        49.9573                 NaN            NaN            NaN
  137801.        2018.01                 NaN            NaN            NaN   4.98779                 NaN   43.0417        2.04040        49.9301                 NaN            NaN            NaN
  137901.        2018.22                 NaN            NaN            NaN   4.92652                 NaN   43.1217        2.04894        49.9029                 NaN            NaN            NaN
  138001.        2018.43                 NaN            NaN            NaN   4.86525                 NaN   43.2016        2.05747        49.8756                 NaN            NaN            NaN
  138101.        2018.64                 NaN            NaN            NaN   4.80397                 NaN   43.2816        2.06600        49.8484                 NaN            NaN            NaN
  138201.        2018.85                 NaN            NaN            NaN   4.74269                 NaN   43.3616        2.07453        49.8212                 NaN            NaN            NaN
  138301.        2019.07                 NaN            NaN            NaN   4.68141                 NaN   43.4416        2.08307        49.7939                 NaN            NaN            NaN
  138401.        2019.28                 NaN            NaN            NaN   4.62012                 NaN   43.5216        2.09160        49.7667                 NaN            NaN            NaN
  138501.        2019.48                 NaN            NaN            NaN   4.55882                 NaN   43.6016        2.10014        49.7394                 NaN            NaN            NaN
  138601.        2019.69                 NaN            NaN            NaN   4.49753                 NaN   43.6816        2.10868        49.7122                 NaN            NaN            NaN
  138701.        2019.90                 NaN            NaN            NaN   4.43623                 NaN   43.7617        2.11721        49.6849                 NaN            NaN            NaN
  138801.        2020.11                 NaN            NaN            NaN   4.37492                 NaN   43.8417        2.12575        49.6576                 NaN            NaN            NaN
  138901.        2020.32                 NaN            NaN            NaN   4.31361                 NaN   43.9217        2.13429        49.6304                 NaN            NaN            NaN
  139001.        2020.52                 NaN            NaN            NaN   4.25230                 NaN   44.0018        2.14283        49.6031                 NaN            NaN            NaN
  139101.        2020.73                 NaN            NaN            NaN   4.19098                 NaN   44.0818        2.15137        49.5759                 NaN            NaN            NaN
  139201.        2020.94                 NaN            NaN            NaN   4.12966                 NaN   44.1618        2.15991        49.5486                 NaN            NaN            NaN
  139301.        2021.14                 NaN            NaN            NaN   4.06834                 NaN   44.2419        2.16845        49.5213                 NaN            NaN            NaN
  139401.        2021.35                 NaN            NaN            NaN   4.00701                 NaN   44.3220        2.17699        49.4940                 NaN            NaN            NaN
  139501.        2021.55                 NaN            NaN            NaN   3.94567                 NaN   44.4020        2.18553        49.4667                 NaN            NaN            NaN
  139601.        2021.76                 NaN            NaN            NaN   4.00953                 NaN   44.2956        2.16720        49.5277                 NaN            NaN            NaN
  139701.        2021.96                 NaN            NaN            NaN   3.94590                 NaN   44.3791        2.17624        49.4988                 NaN            NaN            NaN
  139801.        2022.16                 NaN            NaN            NaN   3.88226                 NaN   44.4626        2.18527        49.4699                 NaN            NaN            NaN
  139901.        2022.37                 NaN            NaN            NaN   3.81861                 NaN   44.5461        2.19431        49.4409                 NaN            NaN            NaN
  140001.        2022.57                 NaN            NaN            NaN   3.75496                 NaN   44.6297        2.20335        49.4120                 NaN            NaN            NaN
  140101.        2022.77                 NaN            NaN            NaN   3.69131                 NaN   44.7132        2.21239        49.3831                 NaN            NaN            NaN
  140201.        2022.97                 NaN            NaN            NaN   3.62765                 NaN   44.7967        2.22143        49.3542                 NaN            NaN            NaN
  140301.        2023.17                 NaN            NaN            NaN   3.45486                 NaN   45.0429        2.25390        49.2484                 NaN            NaN            NaN
  140401.        2023.37                 NaN            NaN            NaN   3.39349                 NaN   45.1230        2.26244        49.2211                 NaN            NaN            NaN
  140501.        2023.57                 NaN            NaN            NaN   3.33212                 NaN   45.2031        2.27099        49.1938                 NaN            NaN            NaN
  140601.        2023.77                 NaN            NaN            NaN   3.27074                 NaN   45.2833        2.27954        49.1665                 NaN            NaN            NaN
  140701.        2023.97                 NaN            NaN            NaN   3.20936                 NaN   45.3634        2.28809        49.1391                 NaN            NaN            NaN
  140801.        2024.17                 NaN            NaN            NaN   3.14797                 NaN   45.4436        2.29664        49.1118                 NaN            NaN            NaN
  140901.        2024.36                 NaN            NaN            NaN   3.08658                 NaN   45.5237        2.30520        49.0845                 NaN            NaN            NaN
  141001.        2024.56                 NaN            NaN            NaN   3.02519                 NaN   45.6039        2.31375        49.0572                 NaN            NaN            NaN
  141101.        2024.76                 NaN            NaN            NaN   2.96379                 NaN   45.6841        2.32230        49.0298                 NaN            NaN            NaN
  141201.        2024.95                 NaN            NaN            NaN   2.90239                 NaN   45.7642        2.33086        49.0025                 NaN            NaN            NaN
  141301.        2025.15                 NaN            NaN            NaN   2.84098                 NaN   45.8444        2.33941        48.9752                 NaN            NaN            NaN
  141401.        2025.34                 NaN            NaN            NaN   2.77957                 NaN   45.9246        2.34797        48.9478                 NaN            NaN            NaN
  141501.        2025.54                 NaN            NaN            NaN   2.71815                 NaN   46.0048        2.35652        48.9205                 NaN            NaN            NaN
  141601.        2025.73                 NaN            NaN            NaN   2.65673                 NaN   46.0850        2.36508        48.8932                 NaN            NaN            NaN
  141701.        2025.93                 NaN            NaN            NaN   2.59531                 NaN   46.1652        2.37364        48.8658                 NaN            NaN            NaN
  141801.        2026.12                 NaN            NaN            NaN   2.53389                 NaN   46.2455        2.38219        48.8385                 NaN            NaN            NaN
  141901.        2026.31                 NaN            NaN            NaN   2.47245                 NaN   46.3257        2.39075        48.8111                 NaN            NaN            NaN
  142001.        2026.50                 NaN            NaN            NaN   2.41102                 NaN   46.4059        2.39931        48.7837                 NaN            NaN            NaN
  142101.        2026.70                 NaN            NaN            NaN   2.34958                 NaN   46.4862        2.40787        48.7564                 NaN            NaN            NaN
  142201.        2026.89                 NaN            NaN            NaN   2.28814                 NaN   46.5664        2.41643        48.7290                 NaN            NaN            NaN
  142301.        2027.08                 NaN            NaN            NaN   2.22669                 NaN   46.6467        2.42499        48.7017                 NaN            NaN            NaN
  142401.        2027.27                 NaN            NaN            NaN   2.16524                 NaN   46.7269        2.43356        48.6743                 NaN            NaN            NaN
  142501.        2027.46                 NaN            NaN            NaN   2.10378                 NaN   46.8072        2.44212        48.6469                 NaN            NaN            NaN
  142601.        2027.65                 NaN            NaN            NaN   2.04232                 NaN   46.8874        2.45068        48.6195                 NaN            NaN            NaN
  142701.        2027.84                 NaN            NaN            NaN   1.98086                 NaN   46.9677        2.45925        48.5922                 NaN            NaN            NaN
  142801.        2028.02                 NaN            NaN            NaN   2.08928                 NaN   46.7963        2.43193        48.6825                 NaN            NaN            NaN
  142901.        2028.21                 NaN            NaN            NaN   2.02812                 NaN   46.8757        2.44025        48.6559                 NaN            NaN            NaN
  143001.        2028.40                 NaN            NaN            NaN   1.96695                 NaN   46.9551        2.44856        48.6294                 NaN            NaN            NaN
  143101.        2028.59                 NaN            NaN            NaN   1.73497                 NaN   47.2889        2.49351        48.4826                 NaN            NaN            NaN
  143201.        2028.77                 NaN            NaN            NaN   1.67348                 NaN   47.3692        2.50208        48.4552                 NaN            NaN            NaN
  143301.        2028.96                 NaN            NaN            NaN   1.77761                 NaN   47.2022        2.47487        48.5454                 NaN            NaN            NaN
  143401.        2029.14                 NaN            NaN            NaN   1.70854                 NaN   47.2937        2.48504        48.5127                 NaN            NaN            NaN
  143501.        2029.33                 NaN            NaN            NaN   1.63947                 NaN   47.3853        2.49520        48.4801                 NaN            NaN            NaN
  143601.        2029.51                 NaN            NaN            NaN   1.57039                 NaN   47.4768        2.50537        48.4474                 NaN            NaN            NaN
  143701.        2029.70                 NaN            NaN            NaN   1.50131                 NaN   47.5684        2.51554        48.4148                 NaN            NaN            NaN
  143801.        2029.88                 NaN            NaN            NaN   1.43222                 NaN   47.6600        2.52572        48.3821                 NaN            NaN            NaN
  143901.        2030.06                 NaN            NaN            NaN   1.24299                 NaN   47.9315        2.56207        48.2634                 NaN            NaN            NaN
  144001.        2030.24                 NaN            NaN            NaN   1.18147                 NaN   48.0119        2.57064        48.2360                 NaN            NaN            NaN
  144101.        2030.43                 NaN            NaN            NaN   1.11995                 NaN   48.0923        2.57921        48.2086                 NaN            NaN            NaN
  144201.        2030.61                 NaN            NaN            NaN   1.05843                 NaN   48.1726        2.58779        48.1811                 NaN            NaN            NaN
  144301.        2030.79                 NaN            NaN            NaN  0.996898                 NaN   48.2530        2.59636        48.1537                 NaN            NaN            NaN
  144401.        2030.97                 NaN            NaN            NaN  0.935366                 NaN   48.3334        2.60494        48.1263                 NaN            NaN            NaN
  144501.        2031.15                 NaN            NaN            NaN  0.873830                 NaN   48.4138        2.61351        48.0989                 NaN            NaN            NaN
  144601.        2031.33                 NaN            NaN            NaN  0.812290                 NaN   48.4942        2.62209        48.0714                 NaN            NaN            NaN
  144701.        2031.51                 NaN            NaN            NaN  0.796683                 NaN   48.5053        2.62047        48.0775                 NaN            NaN            NaN
  144801.        2031.69                 NaN            NaN            NaN  0.721279                 NaN   48.6066        2.63213        48.0400                 NaN            NaN            NaN
  144901.        2031.87                 NaN            NaN            NaN  0.645868                 NaN   48.7079        2.64378        48.0024                 NaN            NaN            NaN
