|6.6.6
mars_t13_atl_3.tab                                                                                  
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          26
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Aki            ca-pv          NaAl           Pv            
  3401.00        392.667        24.9277                 NaN   96.7067                 NaN   35.1472                 NaN            NaN            NaN   24.9277        19.2224        19.2224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        395.779        24.9270                 NaN   96.7067                 NaN   35.1465                 NaN            NaN            NaN   24.9270        19.2221        19.2221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        398.885        24.9606                 NaN   96.7102                 NaN   35.1267                 NaN            NaN            NaN   24.9606        19.1722        19.1722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        401.986        24.8966                 NaN   96.7060                 NaN   35.1701                 NaN            NaN            NaN   24.8966        19.2769        19.2769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        405.082        24.8891                 NaN   96.7059                 NaN   35.1753                 NaN            NaN            NaN   24.8891        19.2895        19.2895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        408.172        24.8814                 NaN   96.7059                 NaN   35.1813                 NaN            NaN            NaN   24.8814        19.3036        19.3036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        411.257        24.8749                 NaN   96.7052                 NaN   35.1836                 NaN            NaN            NaN   24.8749        19.3113        19.3113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        414.336        24.8711                 NaN   96.7059                 NaN   35.1879                 NaN            NaN            NaN   24.8711        19.3201        19.3201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        417.410        24.8704                 NaN   96.7058                 NaN   35.1873                 NaN            NaN            NaN   24.8704        19.3199        19.3199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        420.478        24.8670                 NaN   96.7067                 NaN   35.1917                 NaN            NaN            NaN   24.8670        19.3286        19.3286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        423.541        24.8350                 NaN   96.7050                 NaN   35.2162                 NaN            NaN            NaN   24.8350        19.3860        19.3860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        426.599        23.0911        23.0911        96.6639                 NaN   26.5192        36.9192                 NaN            NaN   23.0911        23.0911        23.0911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        429.651        24.8157                 NaN   96.7047                 NaN   35.2317                 NaN            NaN            NaN   24.8157        19.4216        19.4216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        432.697        24.8023                 NaN   96.7044                 NaN   35.2426                 NaN            NaN            NaN   24.8023        19.4468        19.4468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        435.739        24.7902                 NaN   96.7042                 NaN   35.2525                 NaN            NaN            NaN   24.7902        19.4697        19.4697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        438.774        24.7846                 NaN   96.7044                 NaN   35.2572                 NaN            NaN            NaN   24.7846        19.4805        19.4805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        441.805        24.7839                 NaN   96.7043                 NaN   35.2565                 NaN            NaN            NaN   24.7839        19.4802        19.4802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        444.830        24.7832                 NaN   96.7043                 NaN   35.2559                 NaN            NaN            NaN   24.7832        19.4799        19.4799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        447.850        24.7825                 NaN   96.7043                 NaN   35.2552                 NaN            NaN            NaN   24.7825        19.4796        19.4796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        450.864        23.0824        23.0824        96.6643                 NaN   26.4335        36.9139                 NaN            NaN   23.0824        23.0824        23.0824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        453.873        23.0820        23.0820        96.6642                 NaN   26.4330        36.9135                 NaN            NaN   23.0820        23.0820        23.0820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        456.876        23.0816        23.0816        96.6642                 NaN   26.4326        36.9131                 NaN            NaN   23.0816        23.0816        23.0816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        459.875        23.0805        23.0805        96.6644                 NaN   33.5870        36.9126                 NaN            NaN   23.0805        23.0805        23.0805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        462.867        23.0801        23.0801        96.6644                 NaN   33.5866        36.9122                 NaN            NaN   23.0801        23.0801        23.0801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        465.855        23.0788        23.0788        96.6646                 NaN   33.6132        36.9116                 NaN            NaN   23.0788        23.0788        23.0788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        468.837        23.0784        23.0784        96.6646                 NaN   33.6128        36.9112                 NaN            NaN   23.0784        23.0784        23.0784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        471.814        23.0780        23.0780        96.6646                 NaN   33.6124        36.9108                 NaN            NaN   23.0780        23.0780        23.0780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        474.785        23.0734        23.0734        96.6649                 NaN   33.6690        36.9075                 NaN            NaN   23.0734        23.0734        23.0734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        477.752        23.0730        23.0730        96.6649                 NaN   33.6686        36.9071                 NaN            NaN   23.0730        23.0730        23.0730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        480.712        23.0726        23.0726        96.6648                 NaN   33.6682        36.9067                 NaN            NaN   23.0726        23.0726        23.0726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        483.668        23.0745        23.0745        96.6650                 NaN   33.6700        36.9086                 NaN            NaN   23.0745        23.0745        23.0745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        486.618        23.0740        23.0740        96.6650                 NaN   33.6696        36.9082                 NaN            NaN   23.0740        23.0740        23.0740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        489.563        23.0713        23.0713        96.6648                 NaN   33.6670        36.9055                 NaN            NaN   23.0713        23.0713        23.0713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        492.503        23.0709        23.0709        96.6648                 NaN   33.6666        36.9051                 NaN            NaN   23.0709        23.0709        23.0709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        495.437        23.0705        23.0705        96.6648                 NaN   33.6662        36.9047                 NaN            NaN   23.0705        23.0705        23.0705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        498.367        23.0701        23.0701        96.6648                 NaN   33.6658        36.9043                 NaN            NaN   23.0701        23.0701        23.0701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        501.290        23.0697        23.0697        96.6647                 NaN   33.6654        36.9039                 NaN            NaN   23.0697        23.0697        23.0697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        504.209        23.0685        23.0685        96.6665                 NaN   33.8130        36.9058                 NaN            NaN   23.0685        23.0685        23.0685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        507.122        23.0681        23.0681        96.6665                 NaN   33.8126        36.9054                 NaN            NaN   23.0681        23.0681        23.0681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        510.031        23.0677        23.0677        96.6665                 NaN   33.8122        36.9050                 NaN            NaN   23.0677        23.0677        23.0677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        512.933        23.0672        23.0672        96.6665                 NaN   33.8118        36.9046                 NaN            NaN   23.0672        23.0672        23.0672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        515.831        23.0668        23.0668        96.6664                 NaN   33.8114        36.9042                 NaN            NaN   23.0668        23.0668        23.0668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        518.724        23.0664        23.0664        96.6664                 NaN   33.8110        36.9038                 NaN            NaN   23.0664        23.0664        23.0664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        521.611        23.0677        23.0677        96.6673                 NaN   26.1175        36.9059                 NaN            NaN   23.0677        23.0677        23.0677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        524.493        23.0672        23.0672        96.6673                 NaN   26.1171        36.9055                 NaN            NaN   23.0672        23.0672        23.0672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        527.370        23.0660        23.0660        96.6678                 NaN   26.0696        36.9052                 NaN            NaN   23.0660        23.0660        23.0660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        530.241        23.0656        23.0656        96.6678                 NaN   26.0692        36.9048                 NaN            NaN   23.0656        23.0656        23.0656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        533.108        23.0652        23.0652        96.6678                 NaN   26.0688        36.9044                 NaN            NaN   23.0652        23.0652        23.0652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        535.969        23.0669        23.0669        96.6689                 NaN   26.0212        36.9071                 NaN            NaN   23.0669        23.0669        23.0669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        538.825        23.0665        23.0665        96.6689                 NaN   26.0207        36.9067                 NaN            NaN   23.0665        23.0665        23.0665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        541.676        23.0660        23.0660        96.6689                 NaN   26.0203        36.9063                 NaN            NaN   23.0660        23.0660        23.0660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        544.521        23.0809        23.0809        96.6777                 NaN   25.9818        36.9210       0.218942E-001            NaN   23.0809        23.0809        23.0809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        547.362        23.0805        23.0805        96.6777                 NaN   25.9814        36.9206       0.218945E-001            NaN   23.0805        23.0805        23.0805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        550.197        23.3773        23.3773        96.8211                 NaN   26.2247        37.1987       0.394440                 NaN   23.3773        23.3773        23.3773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        553.028        23.3769        23.3769        96.8211                 NaN   26.2243        37.1983       0.394445                 NaN   23.3769        23.3769        23.3769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        555.853        23.3765        23.3765        96.8211                 NaN   26.2238        37.1979       0.394451                 NaN   23.3765        23.3765        23.3765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        558.673        23.7334        23.7334        96.9926                 NaN   26.5242        37.5303       0.840041                 NaN   23.7334        23.7334        23.7334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        561.487        23.7330        23.7330        96.9926                 NaN   26.5238        37.5299       0.840052                 NaN   23.7330        23.7330        23.7330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        564.297        23.7326        23.7326        96.9926                 NaN   26.5234        37.5295       0.840064                 NaN   23.7326        23.7326        23.7326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        567.102        30.0172        30.0172        100.000                 NaN   40.5389        43.3603        8.70420                 NaN   30.0172        30.0172        30.0172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        569.901        30.0169        30.0169        100.000                 NaN   40.5386        43.3600        8.70431                 NaN   30.0169        30.0169        30.0169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        572.696        30.0166        30.0166        100.000                 NaN   40.5383        43.3598        8.70442                 NaN   30.0166        30.0166        30.0166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        575.485        30.0316        30.0316        100.000                 NaN   32.7897        43.3584        8.70053                 NaN   30.0316        30.0316        30.0316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        578.269        30.0313        30.0313        100.000                 NaN   32.7894        43.3581        8.70064                 NaN   30.0313        30.0313        30.0313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        581.048        30.0075        30.0075        100.000                 NaN   40.6044        43.3568        8.70796                 NaN   30.0075        30.0075        30.0075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        583.822        30.0072        30.0072        100.000                 NaN   40.6041        43.3565        8.70808                 NaN   30.0072        30.0072        30.0072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        586.591        30.0069        30.0069        100.000                 NaN   40.6038        43.3562        8.70819                 NaN   30.0069        30.0069        30.0069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        589.355        30.1117        30.1117        100.000                 NaN   32.3392        43.3516        8.66720                 NaN   30.1117        30.1117        30.1117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        592.114        30.1114        30.1114        100.000                 NaN   32.3389        43.3513        8.66731                 NaN   30.1114        30.1114        30.1114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        594.868        30.1111        30.1111        100.000                 NaN   32.3386        43.3510        8.66742                 NaN   30.1111        30.1111        30.1111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        597.617        30.1108        30.1108        100.000                 NaN   32.3383        43.3507        8.66753                 NaN   30.1108        30.1108        30.1108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        600.360        30.1105        30.1105        100.000                 NaN   32.3380        43.3504        8.66764                 NaN   30.1105        30.1105        30.1105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        603.099        30.1102        30.1102        100.000                 NaN   32.3377        43.3501        8.66775                 NaN   30.1102        30.1102        30.1102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        605.833        30.1099        30.1099        100.000                 NaN   32.3374        43.3498        8.66786                 NaN   30.1099        30.1099        30.1099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        608.561        30.1096        30.1096        100.000                 NaN   32.3371        43.3495        8.66797                 NaN   30.1096        30.1096        30.1096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        611.285        30.1094        30.1094        100.000                 NaN   32.3368        43.3492        8.66808                 NaN   30.1094        30.1094        30.1094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        614.004        30.1091        30.1091        100.000                 NaN   32.3365        43.3489        8.66819                 NaN   30.1091        30.1091        30.1091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        616.717        30.1088        30.1088        100.000                 NaN   32.3362        43.3486        8.66830                 NaN   30.1088        30.1088        30.1088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        619.426        30.1085        30.1085        100.000                 NaN   32.3359        43.3483        8.66841                 NaN   30.1085        30.1085        30.1085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        622.130        30.1082        30.1082        100.000                 NaN   32.3356        43.3480        8.66852                 NaN   30.1082        30.1082        30.1082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        624.828        30.1079        30.1079        100.000                 NaN   32.3353        43.3478        8.66863                 NaN   30.1079        30.1079        30.1079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
