|6.6.6
mars1_2.tab                                                                                         
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           3
P(bar)         T(K)           rho,kg/m3     
  54621.0        1611.11        3530.68     
  54631.0        1611.18        3530.70     
  54641.0        1611.25        3530.73     
  54651.0        1611.31        3530.75     
  54661.0        1611.38        3530.77     
  54671.0        1611.44        3530.79     
  54681.0        1611.51        3530.81     
  54691.0        1611.57        3530.84     
  54701.0        1611.64        3530.86     
  54711.0        1611.71        3530.88     
  54721.0        1611.77        3530.90     
  54731.0        1611.84        3530.93     
  54741.0        1611.90        3530.95     
  54751.0        1611.97        3530.97     
  54761.0        1612.04        3530.99     
  54771.0        1612.10        3531.01     
  54781.0        1612.17        3531.04     
  54791.0        1612.23        3531.06     
  54801.0        1612.30        3531.08     
  54811.0        1612.36        3531.10     
  54821.0        1612.43        3531.12     
  54831.0        1612.50        3531.15     
  54841.0        1612.56        3531.17     
  54851.0        1612.63        3531.19     
  54861.0        1612.69        3531.21     
  54871.0        1612.76        3531.24     
  54881.0        1612.82        3531.26     
  54891.0        1612.89        3531.28     
  54901.0        1612.96        3531.30     
  54911.0        1613.02        3531.32     
  54921.0        1613.09        3531.35     
  54931.0        1613.15        3531.37     
  54941.0        1613.22        3531.39     
  54951.0        1613.29        3531.41     
  54961.0        1613.35        3531.43     
  54971.0        1613.42        3531.46     
  54981.0        1613.48        3531.48     
  54991.0        1613.55        3531.50     
  55001.0        1613.61        3531.52     
  55011.0        1613.68        3531.55     
  55021.0        1613.75        3531.57     
  55031.0        1613.81        3531.59     
  55041.0        1613.88        3531.61     
  55051.0        1613.94        3531.63     
  55061.0        1614.01        3531.66     
  55071.0        1614.07        3531.68     
  55081.0        1614.14        3531.70     
  55091.0        1614.21        3531.72     
  55101.0        1614.27        3531.74     
  55111.0        1614.34        3531.77     
  55121.0        1614.40        3531.79     
  55131.0        1614.47        3531.81     
  55141.0        1614.53        3531.83     
  55151.0        1614.60        3531.85     
  55161.0        1614.67        3531.88     
  55171.0        1614.73        3531.90     
  55181.0        1614.80        3531.92     
  55191.0        1614.86        3531.94     
  55201.0        1614.93        3531.97     
  55211.0        1614.99        3531.99     
  55221.0        1615.06        3532.01     
  55231.0        1615.13        3532.03     
  55241.0        1615.19        3532.05     
  55251.0        1615.26        3532.08     
  55261.0        1615.32        3532.10     
  55271.0        1615.39        3532.12     
  55281.0        1615.45        3532.14     
  55291.0        1615.52        3532.16     
  55301.0        1615.59        3532.19     
  55311.0        1615.65        3532.21     
  55321.0        1615.72        3532.23     
  55331.0        1615.78        3532.25     
  55341.0        1615.85        3532.28     
  55351.0        1615.91        3532.30     
  55361.0        1615.98        3532.32     
  55371.0        1616.05        3532.34     
  55381.0        1616.11        3532.36     
  55391.0        1616.18        3532.39     
  55401.0        1616.24        3532.41     
  55411.0        1616.31        3532.43     
  55421.0        1616.37        3532.45     
  55431.0        1616.44        3532.47     
  55441.0        1616.51        3532.50     
  55451.0        1616.57        3532.52     
  55461.0        1616.64        3532.54     
  55471.0        1616.70        3532.56     
  55481.0        1616.77        3532.59     
  55491.0        1616.83        3532.61     
  55501.0        1616.90        3532.63     
  55511.0        1616.97        3532.65     
  55521.0        1617.03        3532.67     
  55531.0        1617.10        3532.70     
  55541.0        1617.16        3532.72     
  55551.0        1617.23        3532.74     
  55561.0        1617.29        3532.76     
  55571.0        1617.36        3532.78     
  55581.0        1617.43        3532.81     
  55591.0        1617.49        3532.83     
  55601.0        1617.56        3532.85     
  55611.0        1617.62        3532.87     
  55621.0        1617.69        3532.89     
  55631.0        1617.75        3532.92     
  55641.0        1617.82        3532.94     
  55651.0        1617.88        3532.96     
  55661.0        1617.95        3532.98     
  55671.0        1618.02        3533.01     
  55681.0        1618.08        3533.03     
  55691.0        1618.15        3533.05     
  55701.0        1618.21        3533.07     
  55711.0        1618.28        3533.10     
  55721.0        1618.34        3533.12     
  55731.0        1618.41        3533.14     
  55741.0        1618.48        3533.16     
  55751.0        1618.54        3533.18     
  55761.0        1618.61        3533.21     
  55771.0        1618.67        3533.23     
  55781.0        1618.74        3533.25     
  55791.0        1618.80        3533.27     
  55801.0        1618.87        3533.30     
  55811.0        1618.93        3533.32     
  55821.0        1619.00        3533.34     
  55831.0        1619.07        3533.36     
  55841.0        1619.13        3533.38     
  55851.0        1619.20        3533.41     
  55861.0        1619.26        3533.43     
  55871.0        1619.33        3533.45     
  55881.0        1619.39        3533.47     
  55891.0        1619.46        3533.49     
  55901.0        1619.53        3533.52     
  55911.0        1619.59        3533.54     
  55921.0        1619.66        3533.56     
  55931.0        1619.72        3533.58     
  55941.0        1619.79        3533.60     
  55951.0        1619.85        3533.63     
  55961.0        1619.92        3533.65     
  55971.0        1619.98        3533.67     
  55981.0        1620.05        3533.69     
  55991.0        1620.12        3533.72     
  56001.0        1620.18        3533.74     
  56011.0        1620.25        3533.76     
  56021.0        1620.31        3533.78     
  56031.0        1620.38        3533.80     
  56041.0        1620.44        3533.83     
  56051.0        1620.51        3533.85     
  56061.0        1620.57        3533.87     
  56071.0        1620.64        3533.89     
  56081.0        1620.71        3533.91     
  56091.0        1620.77        3533.94     
  56101.0        1620.84        3533.96     
  56111.0        1620.90        3533.98     
  56121.0        1620.97        3534.00     
  56131.0        1621.03        3534.02     
  56141.0        1621.10        3534.05     
  56151.0        1621.16        3534.07     
  56161.0        1621.23        3534.09     
  56171.0        1621.30        3534.11     
  56181.0        1621.36        3534.14     
  56191.0        1621.43        3534.16     
  56201.0        1621.49        3534.18     
  56211.0        1621.56        3534.20     
  56221.0        1621.62        3534.22     
  56231.0        1621.69        3534.25     
  56241.0        1621.75        3534.27     
  56251.0        1621.82        3534.29     
  56261.0        1621.88        3534.31     
  56271.0        1621.95        3534.33     
  56281.0        1622.02        3534.36     
  56291.0        1622.08        3534.38     
  56301.0        1622.15        3534.40     
  56311.0        1622.21        3534.42     
  56321.0        1622.28        3534.44     
  56331.0        1622.34        3534.47     
  56341.0        1622.41        3534.49     
  56351.0        1622.47        3534.51     
  56361.0        1622.54        3534.53     
  56371.0        1622.61        3534.55     
  56381.0        1622.67        3534.58     
  56391.0        1622.74        3534.60     
  56401.0        1622.80        3534.62     
  56411.0        1622.87        3534.64     
  56421.0        1622.93        3534.67     
  56431.0        1623.00        3534.69     
  56441.0        1623.06        3534.71     
  56451.0        1623.13        3534.73     
  56461.0        1623.19        3534.75     
  56471.0        1623.26        3534.78     
  56481.0        1623.33        3534.80     
  56491.0        1623.39        3534.82     
  56501.0        1623.46        3534.84     
  56511.0        1623.52        3534.86     
  56521.0        1623.59        3534.89     
  56531.0        1623.65        3534.91     
  56541.0        1623.72        3534.93     
  56551.0        1623.78        3534.95     
  56561.0        1623.85        3534.97     
  56571.0        1623.91        3535.00     
  56581.0        1623.98        3535.02     
  56591.0        1624.05        3535.05     
  56601.0        1624.11        3535.07     
  56611.0        1624.18        3535.09     
  56621.0        1624.24        3535.11     
  56631.0        1624.31        3535.13     
  56641.0        1624.37        3535.16     
  56651.0        1624.44        3535.18     
  56661.0        1624.50        3535.20     
  56671.0        1624.57        3535.22     
  56681.0        1624.63        3535.24     
  56691.0        1624.70        3535.27     
  56701.0        1624.77        3535.29     
  56711.0        1624.83        3535.31     
  56721.0        1624.90        3535.33     
  56731.0        1624.96        3535.35     
  56741.0        1625.03        3535.38     
  56751.0        1625.09        3535.40     
  56761.0        1625.16        3535.42     
  56771.0        1625.22        3535.44     
  56781.0        1625.29        3535.47     
  56791.0        1625.35        3535.49     
  56801.0        1625.42        3535.51     
  56811.0        1625.48        3535.53     
  56821.0        1625.55        3535.55     
  56831.0        1625.62        3535.58     
  56841.0        1625.68        3535.60     
  56851.0        1625.75        3535.62     
  56861.0        1625.81        3535.64     
  56871.0        1625.88        3535.66     
  56881.0        1625.94        3535.69     
  56891.0        1626.01        3535.71     
  56901.0        1626.07        3535.73     
  56911.0        1626.14        3535.75     
  56921.0        1626.20        3535.77     
  56931.0        1626.27        3535.80     
  56941.0        1626.33        3535.82     
  56951.0        1626.40        3535.84     
  56961.0        1626.47        3535.86     
  56971.0        1626.53        3535.88     
  56981.0        1626.60        3535.91     
  56991.0        1626.66        3535.93     
  57001.0        1626.73        3535.95     
  57011.0        1626.79        3535.97     
  57021.0        1626.86        3535.99     
  57031.0        1626.92        3536.02     
  57041.0        1626.99        3536.04     
  57051.0        1627.05        3536.06     
  57061.0        1627.12        3536.08     
  57071.0        1627.18        3536.10     
  57081.0        1627.25        3536.13     
  57091.0        1627.31        3536.15     
  57101.0        1627.38        3536.17     
  57111.0        1627.45        3536.19     
  57121.0        1627.51        3536.22     
  57131.0        1627.58        3536.24     
  57141.0        1627.64        3536.26     
  57151.0        1627.71        3536.28     
  57161.0        1627.77        3536.30     
  57171.0        1627.84        3536.33     
  57181.0        1627.90        3536.35     
  57191.0        1627.97        3536.37     
  57201.0        1628.03        3536.39     
  57211.0        1628.10        3536.41     
  57221.0        1628.16        3536.44     
  57231.0        1628.23        3536.46     
  57241.0        1628.29        3536.48     
  57251.0        1628.36        3536.50     
  57261.0        1628.43        3536.52     
  57271.0        1628.49        3536.55     
  57281.0        1628.56        3536.57     
  57291.0        1628.62        3536.59     
  57301.0        1628.69        3536.61     
  57311.0        1628.75        3536.63     
  57321.0        1628.82        3536.66     
  57331.0        1628.88        3536.68     
  57341.0        1628.95        3536.70     
  57351.0        1629.01        3536.72     
  57361.0        1629.08        3536.74     
  57371.0        1629.14        3536.77     
  57381.0        1629.21        3536.79     
  57391.0        1629.27        3536.81     
  57401.0        1629.34        3536.83     
  57411.0        1629.40        3536.85     
  57421.0        1629.47        3536.88     
  57431.0        1629.53        3536.90     
  57441.0        1629.60        3536.92     
  57451.0        1629.67        3536.94     
  57461.0        1629.73        3536.96     
  57471.0        1629.80        3536.99     
  57481.0        1629.86        3537.01     
  57491.0        1629.93        3537.03     
  57501.0        1629.99        3537.05     
  57511.0        1630.06        3537.08     
  57521.0        1630.12        3537.10     
  57531.0        1630.19        3537.12     
  57541.0        1630.25        3537.14     
  57551.0        1630.32        3537.16     
  57561.0        1630.38        3537.19     
  57571.0        1630.45        3537.21     
  57581.0        1630.51        3537.23     
  57591.0        1630.58        3537.25     
  57601.0        1630.64        3537.27     
  57611.0        1630.71        3537.30     
  57621.0        1630.77        3537.32     
  57631.0        1630.84        3537.34     
  57641.0        1630.90        3537.36     
  57651.0        1630.97        3537.38     
  57661.0        1631.03        3537.41     
  57671.0        1631.10        3537.43     
  57681.0        1631.17        3537.45     
  57691.0        1631.23        3537.47     
  57701.0        1631.30        3537.49     
  57711.0        1631.36        3537.52     
  57721.0        1631.43        3537.54     
  57731.0        1631.49        3537.56     
  57741.0        1631.56        3537.58     
  57751.0        1631.62        3537.60     
  57761.0        1631.69        3537.63     
  57771.0        1631.75        3537.65     
  57781.0        1631.82        3537.67     
  57791.0        1631.88        3537.69     
  57801.0        1631.95        3537.71     
  57811.0        1632.01        3537.74     
  57821.0        1632.08        3537.76     
  57831.0        1632.14        3537.78     
  57841.0        1632.21        3537.80     
  57851.0        1632.27        3537.82     
  57861.0        1632.34        3537.85     
  57871.0        1632.40        3537.87     
  57881.0        1632.47        3537.89     
  57891.0        1632.53        3537.91     
  57901.0        1632.60        3537.93     
  57911.0        1632.66        3537.96     
  57921.0        1632.73        3537.98     
  57931.0        1632.79        3538.00     
  57941.0        1632.86        3538.02     
  57951.0        1632.92        3538.04     
  57961.0        1632.99        3538.07     
  57971.0        1633.05        3538.09     
  57981.0        1633.12        3538.11     
  57991.0        1633.19        3538.13     
  58001.0        1633.25        3538.15     
  58011.0        1633.32        3538.18     
  58021.0        1633.38        3538.20     
  58031.0        1633.45        3538.22     
  58041.0        1633.51        3538.24     
  58051.0        1633.58        3538.26     
  58061.0        1633.64        3538.29     
  58071.0        1633.71        3538.31     
  58081.0        1633.77        3538.33     
  58091.0        1633.84        3538.35     
  58101.0        1633.90        3538.38     
  58111.0        1633.97        3538.40     
  58121.0        1634.03        3538.42     
  58131.0        1634.10        3538.44     
  58141.0        1634.16        3538.46     
  58151.0        1634.23        3538.49     
  58161.0        1634.29        3538.51     
  58171.0        1634.36        3538.53     
  58181.0        1634.42        3538.55     
  58191.0        1634.49        3538.57     
  58201.0        1634.55        3538.60     
  58211.0        1634.62        3538.62     
  58221.0        1634.68        3538.64     
  58231.0        1634.75        3538.66     
  58241.0        1634.81        3538.68     
  58251.0        1634.88        3538.71     
  58261.0        1634.94        3538.73     
  58271.0        1635.01        3538.75     
  58281.0        1635.07        3538.77     
  58291.0        1635.14        3538.79     
  58301.0        1635.20        3538.82     
  58311.0        1635.27        3538.84     
  58321.0        1635.33        3538.86     
  58331.0        1635.40        3538.88     
  58341.0        1635.46        3538.90     
  58351.0        1635.53        3538.93     
  58361.0        1635.59        3538.95     
  58371.0        1635.66        3538.97     
  58381.0        1635.72        3538.99     
  58391.0        1635.79        3539.01     
  58401.0        1635.85        3539.04     
  58411.0        1635.92        3539.06     
  58421.0        1635.98        3539.08     
  58431.0        1636.05        3539.10     
  58441.0        1636.11        3539.12     
  58451.0        1636.18        3539.15     
  58461.0        1636.24        3539.17     
  58471.0        1636.31        3539.19     
  58481.0        1636.37        3539.21     
  58491.0        1636.44        3539.23     
  58501.0        1636.50        3539.26     
  58511.0        1636.57        3539.28     
  58521.0        1636.63        3539.30     
  58531.0        1636.70        3539.32     
  58541.0        1636.76        3539.34     
  58551.0        1636.83        3539.37     
  58561.0        1636.89        3539.39     
  58571.0        1636.96        3539.41     
  58581.0        1637.02        3539.43     
  58591.0        1637.09        3539.45     
  58601.0        1637.15        3539.48     
  58611.0        1637.22        3539.50     
  58621.0        1637.28        3539.52     
  58631.0        1637.35        3539.54     
  58641.0        1637.41        3539.56     
  58651.0        1637.48        3539.59     
  58661.0        1637.54        3539.61     
  58671.0        1637.61        3539.63     
  58681.0        1637.67        3539.65     
  58691.0        1637.74        3539.67     
  58701.0        1637.80        3539.70     
  58711.0        1637.87        3539.72     
  58721.0        1637.93        3539.74     
  58731.0        1638.00        3539.76     
  58741.0        1638.06        3539.78     
  58751.0        1638.13        3539.81     
  58761.0        1638.19        3539.83     
  58771.0        1638.26        3539.85     
  58781.0        1638.32        3539.87     
  58791.0        1638.39        3539.89     
  58801.0        1638.45        3539.92     
  58811.0        1638.52        3539.94     
  58821.0        1638.58        3539.96     
  58831.0        1638.65        3539.98     
  58841.0        1638.71        3540.00     
  58851.0        1638.78        3540.03     
  58861.0        1638.84        3540.05     
  58871.0        1638.91        3540.07     
  58881.0        1638.97        3540.09     
  58891.0        1639.04        3540.11     
  58901.0        1639.10        3540.14     
  58911.0        1639.17        3540.16     
  58921.0        1639.23        3540.18     
  58931.0        1639.30        3540.20     
  58941.0        1639.36        3540.22     
  58951.0        1639.43        3540.25     
  58961.0        1639.49        3540.27     
  58971.0        1639.56        3540.29     
  58981.0        1639.62        3540.31     
  58991.0        1639.69        3540.33     
  59001.0        1639.75        3540.36     
  59011.0        1639.81        3540.38     
  59021.0        1639.88        3540.40     
  59031.0        1639.94        3540.42     
  59041.0        1640.01        3540.44     
  59051.0        1640.07        3540.47     
  59061.0        1640.14        3540.49     
  59071.0        1640.20        3540.51     
  59081.0        1640.27        3540.53     
  59091.0        1640.33        3540.55     
  59101.0        1640.40        3540.58     
  59111.0        1640.46        3540.60     
  59121.0        1640.53        3540.62     
  59131.0        1640.59        3540.64     
  59141.0        1640.66        3540.66     
  59151.0        1640.72        3540.69     
  59161.0        1640.79        3540.71     
  59171.0        1640.85        3540.73     
  59181.0        1640.92        3540.75     
  59191.0        1640.98        3540.77     
  59201.0        1641.05        3540.80     
  59211.0        1641.11        3540.82     
  59221.0        1641.18        3540.84     
  59231.0        1641.24        3540.86     
  59241.0        1641.31        3540.88     
  59251.0        1641.37        3540.89     
  59261.0        1641.44        3540.91     
  59271.0        1641.50        3540.93     
  59281.0        1641.57        3540.96     
  59291.0        1641.63        3540.98     
  59301.0        1641.70        3541.00     
  59311.0        1641.76        3541.02     
  59321.0        1641.82        3541.04     
  59331.0        1641.89        3541.07     
  59341.0        1641.95        3541.09     
  59351.0        1642.02        3541.11     
  59361.0        1642.08        3541.13     
  59371.0        1642.15        3541.15     
  59381.0        1642.21        3541.17     
  59391.0        1642.28        3541.20     
  59401.0        1642.34        3541.22     
  59411.0        1642.41        3541.24     
  59421.0        1642.47        3541.26     
  59431.0        1642.54        3541.28     
  59441.0        1642.60        3541.31     
  59451.0        1642.67        3541.33     
  59461.0        1642.73        3541.35     
  59471.0        1642.80        3541.37     
  59481.0        1642.86        3541.39     
  59491.0        1642.93        3541.42     
  59501.0        1642.99        3541.44     
  59511.0        1643.06        3541.46     
  59521.0        1643.12        3541.48     
  59531.0        1643.18        3541.50     
  59541.0        1643.25        3541.53     
  59551.0        1643.31        3541.55     
  59561.0        1643.38        3541.57     
  59571.0        1643.44        3541.59     
  59581.0        1643.51        3541.61     
  59591.0        1643.57        3541.64     
  59601.0        1643.64        3541.66     
  59611.0        1643.70        3541.68     
  59621.0        1643.77        3541.70     
  59631.0        1643.83        3541.72     
  59641.0        1643.90        3541.75     
  59651.0        1643.96        3541.77     
  59661.0        1644.03        3541.79     
  59671.0        1644.09        3541.81     
  59681.0        1644.16        3541.83     
  59691.0        1644.22        3541.86     
  59701.0        1644.28        3541.88     
  59711.0        1644.35        3541.90     
  59721.0        1644.41        3541.92     
  59731.0        1644.48        3541.94     
  59741.0        1644.54        3541.97     
  59751.0        1644.61        3541.99     
  59761.0        1644.67        3542.01     
  59771.0        1644.74        3542.03     
  59781.0        1644.80        3542.05     
  59791.0        1644.87        3542.08     
  59801.0        1644.93        3542.10     
  59811.0        1645.00        3542.12     
  59821.0        1645.06        3542.14     
  59831.0        1645.13        3542.16     
  59841.0        1645.19        3542.19     
  59851.0        1645.25        3542.21     
  59861.0        1645.32        3542.23     
  59871.0        1645.38        3542.25     
  59881.0        1645.45        3542.29     
  59891.0        1645.51        3542.31     
  59901.0        1645.58        3542.34     
  59911.0        1645.64        3542.36     
  59921.0        1645.71        3542.38     
  59931.0        1645.77        3542.40     
  59941.0        1645.84        3542.42     
  59951.0        1645.90        3542.45     
  59961.0        1645.97        3542.47     
  59971.0        1646.03        3542.49     
  59981.0        1646.10        3542.51     
  59991.0        1646.16        3542.54     
  60001.0        1646.22        3542.56     
  60011.0        1646.29        3542.58     
  60021.0        1646.35        3542.60     
  60031.0        1646.42        3542.62     
  60041.0        1646.48        3542.65     
  60051.0        1646.55        3542.67     
  60061.0        1646.61        3542.69     
  60071.0        1646.68        3542.71     
  60081.0        1646.74        3542.73     
  60091.0        1646.81        3542.76     
  60101.0        1646.87        3542.78     
  60111.0        1646.94        3542.80     
  60121.0        1647.00        3542.82     
  60131.0        1647.06        3542.84     
  60141.0        1647.13        3542.87     
  60151.0        1647.19        3542.89     
  60161.0        1647.26        3542.91     
  60171.0        1647.32        3542.93     
  60181.0        1647.39        3542.95     
  60191.0        1647.45        3542.98     
  60201.0        1647.52        3543.00     
  60211.0        1647.58        3543.02     
  60221.0        1647.65        3543.04     
  60231.0        1647.71        3543.06     
  60241.0        1647.77        3543.09     
  60251.0        1647.84        3543.11     
  60261.0        1647.90        3543.13     
  60271.0        1647.97        3543.16     
  60281.0        1648.03        3543.18     
  60291.0        1648.10        3543.20     
  60301.0        1648.16        3543.22     
  60311.0        1648.23        3543.24     
  60321.0        1648.29        3543.27     
  60331.0        1648.36        3543.29     
  60341.0        1648.42        3543.31     
  60351.0        1648.48        3543.33     
  60361.0        1648.55        3543.35     
  60371.0        1648.61        3543.38     
  60381.0        1648.68        3543.40     
  60391.0        1648.74        3543.42     
  60401.0        1648.81        3543.44     
  60411.0        1648.87        3543.47     
  60421.0        1648.94        3543.49     
  60431.0        1649.00        3543.51     
  60441.0        1649.06        3543.53     
  60451.0        1649.13        3543.55     
  60461.0        1649.19        3543.58     
  60471.0        1649.26        3543.60     
  60481.0        1649.32        3543.62     
  60491.0        1649.39        3543.64     
  60501.0        1649.45        3543.66     
  60511.0        1649.52        3543.69     
  60521.0        1649.58        3543.71     
  60531.0        1649.65        3543.73     
  60541.0        1649.71        3543.75     
  60551.0        1649.77        3543.77     
  60561.0        1649.84        3543.80     
  60571.0        1649.90        3543.82     
  60581.0        1649.97        3543.84     
  60591.0        1650.03        3543.86     
  60601.0        1650.10        3543.88     
  60611.0        1650.16        3543.91     
  60621.0        1650.23        3543.93     
  60631.0        1650.29        3543.95     
  60641.0        1650.35        3543.97     
  60651.0        1650.42        3543.99     
  60661.0        1650.48        3544.01     
  60671.0        1650.55        3544.03     
  60681.0        1650.61        3544.06     
  60691.0        1650.68        3544.08     
  60701.0        1650.74        3544.10     
  60711.0        1650.81        3544.12     
  60721.0        1650.87        3544.14     
  60731.0        1650.93        3544.17     
  60741.0        1651.00        3544.19     
  60751.0        1651.06        3544.21     
  60761.0        1651.13        3544.23     
  60771.0        1651.19        3544.25     
  60781.0        1651.26        3544.30     
  60791.0        1651.32        3544.33     
  60801.0        1651.38        3544.35     
  60811.0        1651.45        3544.37     
  60821.0        1651.51        3544.39     
  60831.0        1651.58        3544.41     
  60841.0        1651.64        3544.44     
  60851.0        1651.71        3544.46     
  60861.0        1651.77        3544.48     
  60871.0        1651.84        3544.50     
  60881.0        1651.90        3544.52     
  60891.0        1651.96        3544.55     
  60901.0        1652.03        3544.57     
  60911.0        1652.09        3544.59     
  60921.0        1652.16        3544.61     
  60931.0        1652.22        3544.63     
  60941.0        1652.29        3544.66     
  60951.0        1652.35        3544.68     
  60961.0        1652.41        3544.70     
  60971.0        1652.48        3544.72     
  60981.0        1652.54        3544.74     
  60991.0        1652.61        3544.77     
  61001.0        1652.67        3544.79     
  61011.0        1652.74        3544.81     
  61021.0        1652.80        3544.79     
  61031.0        1652.87        3544.82     
  61041.0        1652.93        3544.84     
  61051.0        1652.99        3544.86     
  61061.0        1653.06        3544.88     
  61071.0        1653.12        3544.90     
  61081.0        1653.19        3544.93     
  61091.0        1653.25        3544.95     
  61101.0        1653.32        3544.97     
  61111.0        1653.38        3544.99     
  61121.0        1653.44        3545.01     
  61131.0        1653.51        3545.04     
  61141.0        1653.57        3545.06     
  61151.0        1653.64        3545.08     
  61161.0        1653.70        3545.10     
  61171.0        1653.77        3545.12     
  61181.0        1653.83        3545.15     
  61191.0        1653.89        3545.17     
  61201.0        1653.96        3545.19     
  61211.0        1654.02        3545.21     
  61221.0        1654.09        3545.23     
  61231.0        1654.15        3545.26     
  61241.0        1654.22        3545.28     
  61251.0        1654.28        3545.30     
  61261.0        1654.34        3545.32     
  61271.0        1654.41        3545.34     
  61281.0        1654.47        3545.37     
  61291.0        1654.54        3545.39     
  61301.0        1654.60        3545.41     
  61311.0        1654.67        3545.43     
  61321.0        1654.73        3545.45     
  61331.0        1654.79        3545.48     
  61341.0        1654.86        3545.50     
  61351.0        1654.92        3545.52     
  61361.0        1654.99        3545.54     
  61371.0        1655.05        3545.56     
  61381.0        1655.12        3545.59     
  61391.0        1655.18        3545.61     
  61401.0        1655.24        3545.63     
  61411.0        1655.31        3545.65     
  61421.0        1655.37        3545.67     
  61431.0        1655.44        3545.70     
  61441.0        1655.50        3545.72     
  61451.0        1655.56        3545.74     
  61461.0        1655.63        3545.76     
  61471.0        1655.69        3545.78     
  61481.0        1655.76        3545.81     
  61491.0        1655.82        3545.83     
  61501.0        1655.89        3545.85     
  61511.0        1655.95        3545.87     
  61521.0        1656.01        3545.89     
  61531.0        1656.08        3545.92     
  61541.0        1656.14        3545.94     
  61551.0        1656.21        3545.96     
  61561.0        1656.27        3545.98     
  61571.0        1656.33        3546.00     
  61581.0        1656.40        3546.03     
  61591.0        1656.46        3546.05     
  61601.0        1656.53        3546.07     
  61611.0        1656.59        3546.09     
  61621.0        1656.66        3546.11     
  61631.0        1656.72        3546.14     
  61641.0        1656.78        3546.16     
  61651.0        1656.85        3546.18     
  61661.0        1656.91        3546.20     
  61671.0        1656.98        3546.22     
  61681.0        1657.04        3546.25     
  61691.0        1657.10        3546.27     
  61701.0        1657.17        3546.29     
  61711.0        1657.23        3546.31     
  61721.0        1657.30        3546.33     
  61731.0        1657.36        3546.36     
  61741.0        1657.43        3546.38     
  61751.0        1657.49        3546.40     
  61761.0        1657.55        3546.42     
  61771.0        1657.62        3546.44     
  61781.0        1657.68        3546.47     
  61791.0        1657.75        3546.49     
  61801.0        1657.81        3546.51     
  61811.0        1657.87        3546.53     
  61821.0        1657.94        3546.55     
  61831.0        1658.00        3546.58     
  61841.0        1658.07        3546.60     
  61851.0        1658.13        3546.62     
  61861.0        1658.19        3546.64     
  61871.0        1658.26        3546.66     
  61881.0        1658.32        3546.69     
  61891.0        1658.39        3546.71     
  61901.0        1658.45        3546.73     
  61911.0        1658.52        3546.75     
  61921.0        1658.58        3546.77     
  61931.0        1658.64        3546.80     
  61941.0        1658.71        3546.82     
  61951.0        1658.77        3546.84     
  61961.0        1658.84        3546.86     
  61971.0        1658.90        3546.88     
  61981.0        1658.96        3546.91     
  61991.0        1659.03        3546.93     
  62001.0        1659.09        3546.95     
  62011.0        1659.16        3546.97     
  62021.0        1659.22        3546.99     
  62031.0        1659.28        3547.02     
  62041.0        1659.35        3547.04     
  62051.0        1659.41        3547.06     
  62061.0        1659.48        3547.08     
  62071.0        1659.54        3547.10     
  62081.0        1659.60        3547.13     
  62091.0        1659.67        3547.15     
  62101.0        1659.73        3547.17     
  62111.0        1659.80        3547.19     
  62121.0        1659.86        3547.21     
  62131.0        1659.92        3547.24     
  62141.0        1659.99        3547.26     
  62151.0        1660.05        3547.28     
  62161.0        1660.12        3547.30     
  62171.0        1660.18        3547.32     
  62181.0        1660.24        3547.35     
  62191.0        1660.31        3547.37     
  62201.0        1660.37        3547.39     
  62211.0        1660.44        3547.41     
  62221.0        1660.50        3547.43     
  62231.0        1660.56        3547.46     
  62241.0        1660.63        3547.48     
  62251.0        1660.69        3547.50     
  62261.0        1660.76        3547.52     
  62271.0        1660.82        3547.54     
  62281.0        1660.88        3547.57     
  62291.0        1660.95        3547.59     
  62301.0        1661.01        3547.61     
  62311.0        1661.08        3547.63     
  62321.0        1661.14        3547.65     
  62331.0        1661.20        3547.68     
  62341.0        1661.27        3547.70     
  62351.0        1661.33        3547.72     
  62361.0        1661.40        3547.74     
  62371.0        1661.46        3547.76     
  62381.0        1661.52        3547.79     
  62391.0        1661.59        3547.81     
  62401.0        1661.65        3547.83     
  62411.0        1661.72        3547.85     
  62421.0        1661.78        3547.87     
  62431.0        1661.84        3547.90     
  62441.0        1661.91        3547.92     
  62451.0        1661.97        3547.94     
  62461.0        1662.04        3547.96     
  62471.0        1662.10        3547.98     
  62481.0        1662.16        3548.01     
  62491.0        1662.23        3548.03     
  62501.0        1662.29        3548.05     
  62511.0        1662.35        3548.07     
  62521.0        1662.42        3548.09     
  62531.0        1662.48        3548.12     
  62541.0        1662.55        3548.14     
  62551.0        1662.61        3548.16     
  62561.0        1662.67        3548.18     
  62571.0        1662.74        3548.20     
  62581.0        1662.80        3548.23     
  62591.0        1662.87        3548.25     
  62601.0        1662.93        3548.27     
  62611.0        1662.99        3548.29     
  62621.0        1663.06        3548.31     
  62631.0        1663.12        3548.34     
  62641.0        1663.19        3548.36     
  62651.0        1663.25        3548.38     
  62661.0        1663.31        3548.40     
  62671.0        1663.38        3548.42     
  62681.0        1663.44        3548.45     
  62691.0        1663.50        3548.47     
  62701.0        1663.57        3548.49     
  62711.0        1663.63        3548.51     
  62721.0        1663.70        3548.53     
  62731.0        1663.76        3548.56     
  62741.0        1663.82        3548.58     
  62751.0        1663.89        3548.60     
  62761.0        1663.95        3548.62     
  62771.0        1664.01        3548.64     
  62781.0        1664.08        3548.67     
  62791.0        1664.14        3548.69     
