|6.6.6
mars1_2.tab                                                                                         
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           3
P(bar)         T(K)           rho,kg/m3     
  116421.        1935.72        3676.77     
  116431.        1935.75        3676.80     
  116441.        1935.78        3676.83     
  116451.        1935.82        3676.86     
  116461.        1935.85        3676.89     
  116471.        1935.89        3676.93     
  116481.        1935.92        3676.96     
  116491.        1935.95        3676.99     
  116501.        1935.99        3677.02     
  116511.        1936.02        3677.05     
  116521.        1936.06        3677.08     
  116531.        1936.09        3677.11     
  116541.        1936.12        3677.14     
  116551.        1936.16        3677.17     
  116561.        1936.19        3677.21     
  116571.        1936.23        3677.24     
  116581.        1936.26        3677.27     
  116591.        1936.29        3677.30     
  116601.        1936.33        3677.33     
  116611.        1936.36        3677.36     
  116621.        1936.39        3677.39     
  116631.        1936.43        3677.42     
  116641.        1936.46        3677.45     
  116651.        1936.50        3677.49     
  116661.        1936.53        3677.52     
  116671.        1936.56        3677.55     
  116681.        1936.60        3677.58     
  116691.        1936.63        3677.61     
  116701.        1936.67        3677.64     
  116711.        1936.70        3677.67     
  116721.        1936.73        3677.70     
  116731.        1936.77        3677.73     
  116741.        1936.80        3677.77     
  116751.        1936.84        3677.80     
  116761.        1936.87        3677.83     
  116771.        1936.90        3677.86     
  116781.        1936.94        3677.89     
  116791.        1936.97        3677.92     
  116801.        1937.00        3677.95     
  116811.        1937.04        3677.98     
  116821.        1937.07        3678.01     
  116831.        1937.11        3678.05     
  116841.        1937.14        3678.08     
  116851.        1937.17        3678.11     
  116861.        1937.21        3678.14     
  116871.        1937.24        3678.17     
  116881.        1937.27        3678.20     
  116891.        1937.31        3678.23     
  116901.        1937.34        3678.26     
  116911.        1937.38        3678.29     
  116921.        1937.41        3678.33     
  116931.        1937.44        3678.36     
  116941.        1937.48        3678.39     
  116951.        1937.51        3678.42     
  116961.        1937.54        3678.45     
  116971.        1937.58        3678.48     
  116981.        1937.61        3678.51     
  116991.        1937.64        3678.54     
  117001.        1937.68        3678.58     
  117011.        1937.71        3678.61     
  117021.        1937.75        3678.64     
  117031.        1937.78        3678.67     
  117041.        1937.81        3678.70     
  117051.        1937.85        3678.73     
  117061.        1937.88        3678.76     
  117071.        1937.91        3678.79     
  117081.        1937.95        3678.82     
  117091.        1937.98        3678.86     
  117101.        1938.01        3678.89     
  117111.        1938.05        3678.92     
  117121.        1938.08        3678.95     
  117131.        1938.12        3678.98     
  117141.        1938.15        3679.01     
  117151.        1938.18        3679.04     
  117161.        1938.22        3679.07     
  117171.        1938.25        3679.10     
  117181.        1938.28        3679.14     
  117191.        1938.32        3679.17     
  117201.        1938.35        3679.20     
  117211.        1938.38        3679.23     
  117221.        1938.42        3679.26     
  117231.        1938.45        3679.29     
  117241.        1938.48        3679.32     
  117251.        1938.52        3679.35     
  117261.        1938.55        3679.38     
  117271.        1938.58        3679.42     
  117281.        1938.62        3679.45     
  117291.        1938.65        3679.48     
  117301.        1938.68        3679.51     
  117311.        1938.72        3679.54     
  117321.        1938.75        3679.57     
  117331.        1938.79        3679.60     
  117341.        1938.82        3679.63     
  117351.        1938.85        3679.66     
  117361.        1938.89        3679.70     
  117371.        1938.92        3679.73     
  117381.        1938.95        3679.76     
  117391.        1938.99        3679.79     
  117401.        1939.02        3679.82     
  117411.        1939.05        3679.85     
  117421.        1939.09        3679.88     
  117431.        1939.12        3679.91     
  117441.        1939.15        3679.94     
  117451.        1939.19        3679.98     
  117461.        1939.22        3680.01     
  117471.        1939.25        3680.04     
  117481.        1939.29        3680.07     
  117491.        1939.32        3680.10     
  117501.        1939.35        3680.13     
  117511.        1939.39        3680.16     
  117521.        1939.42        3680.19     
  117531.        1939.45        3680.23     
  117541.        1939.49        3680.26     
  117551.        1939.52        3680.29     
  117561.        1939.55        3680.32     
  117571.        1939.59        3680.35     
  117581.        1939.62        3680.38     
  117591.        1939.65        3680.41     
  117601.        1939.69        3680.44     
  117611.        1939.72        3680.47     
  117621.        1939.75        3680.51     
  117631.        1939.78        3680.54     
  117641.        1939.82        3680.57     
  117651.        1939.85        3680.60     
  117661.        1939.88        3680.63     
  117671.        1939.92        3680.66     
  117681.        1939.95        3680.69     
  117691.        1939.98        3680.72     
  117701.        1940.02        3680.75     
  117711.        1940.05        3680.79     
  117721.        1940.08        3680.82     
  117731.        1940.12        3680.85     
  117741.        1940.15        3680.88     
  117751.        1940.18        3680.91     
  117761.        1940.22        3680.94     
  117771.        1940.25        3680.97     
  117781.        1940.28        3681.00     
  117791.        1940.32        3681.03     
  117801.        1940.35        3681.07     
  117811.        1940.38        3681.10     
  117821.        1940.41        3681.13     
  117831.        1940.45        3681.16     
  117841.        1940.48        3681.19     
  117851.        1940.51        3681.22     
  117861.        1940.55        3681.25     
  117871.        1940.58        3681.28     
  117881.        1940.61        3681.31     
  117891.        1940.65        3681.35     
  117901.        1940.68        3681.38     
  117911.        1940.71        3681.41     
  117921.        1940.75        3681.44     
  117931.        1940.78        3681.47     
  117941.        1940.81        3681.50     
  117951.        1940.84        3681.53     
  117961.        1940.88        3681.56     
  117971.        1940.91        3681.59     
  117981.        1940.94        3681.63     
  117991.        1940.98        3681.66     
  118001.        1941.01        3681.69     
  118011.        1941.04        3681.72     
  118021.        1941.08        3681.75     
  118031.        1941.11        3681.78     
  118041.        1941.14        3681.81     
  118051.        1941.17        3681.84     
  118061.        1941.21        3681.87     
  118071.        1941.24        3681.91     
  118081.        1941.27        3681.94     
  118091.        1941.31        3681.97     
  118101.        1941.34        3682.00     
  118111.        1941.37        3682.03     
  118121.        1941.40        3682.06     
  118131.        1941.44        3682.09     
  118141.        1941.47        3682.12     
  118151.        1941.50        3682.15     
  118161.        1941.54        3682.19     
  118171.        1941.57        3682.22     
  118181.        1941.60        3682.25     
  118191.        1941.63        3682.28     
  118201.        1941.67        3682.31     
  118211.        1941.70        3682.34     
  118221.        1941.73        3682.37     
  118231.        1941.77        3682.40     
  118241.        1941.80        3682.44     
  118251.        1941.83        3682.47     
  118261.        1941.86        3682.50     
  118271.        1941.90        3682.53     
  118281.        1941.93        3682.56     
  118291.        1941.96        3682.59     
  118301.        1941.99        3682.62     
  118311.        1942.03        3682.65     
  118321.        1942.06        3682.68     
  118331.        1942.09        3682.72     
  118341.        1942.13        3682.75     
  118351.        1942.16        3682.78     
  118361.        1942.19        3682.81     
  118371.        1942.22        3682.84     
  118381.        1942.26        3682.87     
  118391.        1942.29        3682.90     
  118401.        1942.32        3682.93     
  118411.        1942.35        3682.96     
  118421.        1942.39        3683.00     
  118431.        1942.42        3683.03     
  118441.        1942.45        3683.06     
  118451.        1942.49        3683.09     
  118461.        1942.52        3683.12     
  118471.        1942.55        3683.15     
  118481.        1942.58        3683.18     
  118491.        1942.62        3683.21     
  118501.        1942.65        3683.24     
  118511.        1942.68        3683.28     
  118521.        1942.71        3683.31     
  118531.        1942.75        3683.34     
  118541.        1942.78        3683.37     
  118551.        1942.81        3683.40     
  118561.        1942.84        3683.43     
  118571.        1942.88        3683.46     
  118581.        1942.91        3683.49     
  118591.        1942.94        3683.52     
  118601.        1942.97        3683.56     
  118611.        1943.01        3683.59     
  118621.        1943.04        3683.62     
  118631.        1943.07        3683.65     
  118641.        1943.10        3683.68     
  118651.        1943.14        3683.71     
  118661.        1943.17        3683.74     
  118671.        1943.20        3683.77     
  118681.        1943.23        3683.80     
  118691.        1943.27        3683.84     
  118701.        1943.30        3683.87     
  118711.        1943.33        3683.90     
  118721.        1943.36        3683.93     
  118731.        1943.40        3683.96     
  118741.        1943.43        3683.99     
  118751.        1943.46        3684.02     
  118761.        1943.49        3684.05     
  118771.        1943.53        3684.08     
  118781.        1943.56        3684.12     
  118791.        1943.59        3684.15     
  118801.        1943.62        3684.18     
  118811.        1943.66        3684.21     
  118821.        1943.69        3684.24     
  118831.        1943.72        3684.27     
  118841.        1943.75        3684.30     
  118851.        1943.79        3684.33     
  118861.        1943.82        3684.36     
  118871.        1943.85        3684.40     
  118881.        1943.88        3684.43     
  118891.        1943.92        3684.46     
  118901.        1943.95        3684.49     
  118911.        1943.98        3684.52     
  118921.        1944.01        3684.55     
  118931.        1944.04        3684.58     
  118941.        1944.08        3684.61     
  118951.        1944.11        3684.64     
  118961.        1944.14        3684.68     
  118971.        1944.17        3684.71     
  118981.        1944.21        3684.74     
  118991.        1944.24        3684.77     
  119001.        1944.27        3684.80     
  119011.        1944.30        3684.83     
  119021.        1944.34        3684.86     
  119031.        1944.37        3684.89     
  119041.        1944.40        3684.92     
  119051.        1944.43        3684.96     
  119061.        1944.46        3684.99     
  119071.        1944.50        3685.02     
  119081.        1944.53        3685.05     
  119091.        1944.56        3685.08     
  119101.        1944.59        3685.11     
  119111.        1944.63        3685.14     
  119121.        1944.66        3685.17     
  119131.        1944.69        3685.20     
  119141.        1944.72        3685.24     
  119151.        1944.75        3685.27     
  119161.        1944.79        3685.30     
  119171.        1944.82        3685.33     
  119181.        1944.85        3685.36     
  119191.        1944.88        3685.39     
  119201.        1944.91        3685.42     
  119211.        1944.95        3685.45     
  119221.        1944.98        3685.48     
  119231.        1945.01        3685.52     
  119241.        1945.04        3685.55     
  119251.        1945.08        3685.58     
  119261.        1945.11        3685.61     
  119271.        1945.14        3685.64     
  119281.        1945.17        3685.67     
  119291.        1945.20        3685.70     
  119301.        1945.24        3685.73     
  119311.        1945.27        3685.76     
  119321.        1945.30        3685.80     
  119331.        1945.33        3685.83     
  119341.        1945.36        3685.86     
  119351.        1945.40        3685.89     
  119361.        1945.43        3685.92     
  119371.        1945.46        3685.95     
  119381.        1945.49        3685.98     
  119391.        1945.52        3686.01     
  119401.        1945.56        3686.05     
  119411.        1945.59        3686.08     
  119421.        1945.62        3686.11     
  119431.        1945.65        3686.14     
  119441.        1945.68        3686.17     
  119451.        1945.72        3686.20     
  119461.        1945.75        3686.23     
  119471.        1945.78        3686.26     
  119481.        1945.81        3686.29     
  119491.        1945.84        3686.33     
  119501.        1945.88        3686.36     
  119511.        1945.91        3686.39     
  119521.        1945.94        3686.42     
  119531.        1945.97        3686.45     
  119541.        1946.00        3686.48     
  119551.        1946.04        3686.51     
  119561.        1946.07        3686.54     
  119571.        1946.10        3686.57     
  119581.        1946.13        3686.61     
  119591.        1946.16        3686.64     
  119601.        1946.19        3686.67     
  119611.        1946.23        3686.70     
  119621.        1946.26        3686.73     
  119631.        1946.29        3686.76     
  119641.        1946.32        3686.79     
  119651.        1946.35        3686.82     
  119661.        1946.39        3686.85     
  119671.        1946.42        3686.89     
  119681.        1946.45        3686.92     
  119691.        1946.48        3686.95     
  119701.        1946.51        3686.98     
  119711.        1946.54        3687.01     
  119721.        1946.58        3687.04     
  119731.        1946.61        3687.07     
  119741.        1946.64        3687.10     
  119751.        1946.67        3687.13     
  119761.        1946.70        3687.17     
  119771.        1946.74        3687.20     
  119781.        1946.77        3687.23     
  119791.        1946.80        3687.26     
  119801.        1946.83        3687.29     
  119811.        1946.86        3687.32     
  119821.        1946.89        3687.35     
  119831.        1946.93        3687.38     
  119841.        1946.96        3687.41     
  119851.        1946.99        3687.45     
  119861.        1947.02        3687.48     
  119871.        1947.05        3687.51     
  119881.        1947.08        3687.54     
  119891.        1947.12        3687.57     
  119901.        1947.15        3687.60     
  119911.        1947.18        3687.63     
  119921.        1947.21        3687.66     
  119931.        1947.24        3687.69     
  119941.        1947.27        3687.73     
  119951.        1947.31        3687.76     
  119961.        1947.34        3687.79     
  119971.        1947.37        3687.82     
  119981.        1947.40        3687.85     
  119991.        1947.43        3687.88     
  120001.        1947.46        3687.91     
  120011.        1947.50        3687.94     
  120021.        1947.53        3687.97     
  120031.        1947.56        3688.01     
  120041.        1947.59        3688.04     
  120051.        1947.62        3688.07     
  120061.        1947.65        3688.10     
  120071.        1947.68        3688.13     
  120081.        1947.72        3688.16     
  120091.        1947.75        3688.19     
  120101.        1947.78        3688.22     
  120111.        1947.81        3688.25     
  120121.        1947.84        3688.29     
  120131.        1947.87        3688.32     
  120141.        1947.91        3688.35     
  120151.        1947.94        3688.38     
  120161.        1947.97        3688.41     
  120171.        1948.00        3688.44     
  120181.        1948.03        3688.47     
  120191.        1948.06        3688.50     
  120201.        1948.09        3688.53     
  120211.        1948.13        3688.57     
  120221.        1948.16        3688.60     
  120231.        1948.19        3688.63     
  120241.        1948.22        3688.66     
  120251.        1948.25        3688.69     
  120261.        1948.28        3688.72     
  120271.        1948.31        3688.75     
  120281.        1948.35        3688.78     
  120291.        1948.38        3688.81     
  120301.        1948.41        3688.85     
  120311.        1948.44        3688.88     
  120321.        1948.47        3688.91     
  120331.        1948.50        3688.94     
  120341.        1948.53        3688.97     
  120351.        1948.56        3689.00     
  120361.        1948.60        3689.03     
  120371.        1948.63        3689.06     
  120381.        1948.66        3689.09     
  120391.        1948.69        3689.13     
  120401.        1948.72        3689.16     
  120411.        1948.75        3689.19     
  120421.        1948.78        3689.22     
  120431.        1948.82        3689.25     
  120441.        1948.85        3689.28     
  120451.        1948.88        3689.31     
  120461.        1948.91        3689.34     
  120471.        1948.94        3689.37     
  120481.        1948.97        3689.41     
  120491.        1949.00        3689.44     
  120501.        1949.03        3689.47     
  120511.        1949.07        3689.50     
  120521.        1949.10        3689.54     
  120531.        1949.13        3689.57     
  120541.        1949.16        3689.61     
  120551.        1949.19        3689.65     
  120561.        1949.22        3689.69     
  120571.        1949.25        3689.73     
  120581.        1949.28        3689.77     
  120591.        1949.32        3689.81     
  120601.        1949.35        3689.84     
  120611.        1949.38        3689.88     
  120621.        1949.41        3689.92     
  120631.        1949.44        3689.96     
  120641.        1949.47        3690.00     
  120651.        1949.50        3690.04     
  120661.        1949.53        3690.08     
  120671.        1949.56        3690.11     
  120681.        1949.60        3690.15     
  120691.        1949.63        3690.19     
  120701.        1949.66        3690.23     
  120711.        1949.69        3690.27     
  120721.        1949.72        3690.31     
  120731.        1949.75        3690.35     
  120741.        1949.78        3690.38     
  120751.        1949.81        3690.42     
  120761.        1949.84        3690.46     
  120771.        1949.88        3690.50     
  120781.        1949.91        3690.54     
  120791.        1949.94        3690.58     
  120801.        1949.97        3690.62     
  120811.        1950.00        3690.65     
  120821.        1950.03        3690.69     
  120831.        1950.06        3690.73     
  120841.        1950.09        3690.77     
  120851.        1950.12        3690.81     
  120861.        1950.15        3690.85     
  120871.        1950.19        3690.89     
  120881.        1950.22        3690.92     
  120891.        1950.25        3690.96     
  120901.        1950.28        3691.00     
  120911.        1950.31        3691.04     
  120921.        1950.34        3691.08     
  120931.        1950.37        3691.12     
  120941.        1950.40        3691.16     
  120951.        1950.43        3691.19     
  120961.        1950.46        3691.23     
  120971.        1950.50        3691.27     
  120981.        1950.53        3691.31     
  120991.        1950.56        3691.35     
  121001.        1950.59        3691.39     
  121011.        1950.62        3691.43     
  121021.        1950.65        3691.46     
  121031.        1950.68        3691.50     
  121041.        1950.71        3691.54     
  121051.        1950.74        3691.58     
  121061.        1950.77        3691.62     
  121071.        1950.80        3691.66     
  121081.        1950.83        3691.70     
  121091.        1950.87        3691.73     
  121101.        1950.90        3691.77     
  121111.        1950.93        3691.81     
  121121.        1950.96        3691.85     
  121131.        1950.99        3691.89     
  121141.        1951.02        3691.93     
  121151.        1951.05        3691.97     
  121161.        1951.08        3692.00     
  121171.        1951.11        3692.04     
  121181.        1951.14        3692.08     
  121191.        1951.17        3692.12     
  121201.        1951.20        3692.16     
  121211.        1951.24        3692.20     
  121221.        1951.27        3692.24     
  121231.        1951.30        3692.27     
  121241.        1951.33        3692.31     
  121251.        1951.36        3692.35     
  121261.        1951.39        3692.39     
  121271.        1951.42        3692.43     
  121281.        1951.45        3692.47     
  121291.        1951.48        3692.51     
  121301.        1951.51        3692.54     
  121311.        1951.54        3692.58     
  121321.        1951.57        3692.62     
  121331.        1951.60        3692.66     
  121341.        1951.63        3692.70     
  121351.        1951.66        3692.74     
  121361.        1951.70        3692.78     
  121371.        1951.73        3692.81     
  121381.        1951.76        3692.85     
  121391.        1951.79        3692.89     
  121401.        1951.82        3692.93     
  121411.        1951.85        3692.97     
  121421.        1951.88        3693.01     
  121431.        1951.91        3693.05     
  121441.        1951.94        3693.08     
  121451.        1951.97        3693.12     
  121461.        1952.00        3693.16     
  121471.        1952.03        3693.20     
  121481.        1952.06        3693.24     
  121491.        1952.09        3693.28     
  121501.        1952.12        3693.32     
  121511.        1952.15        3693.35     
  121521.        1952.19        3693.39     
  121531.        1952.22        3693.43     
  121541.        1952.25        3693.47     
  121551.        1952.28        3693.51     
  121561.        1952.31        3693.55     
  121571.        1952.34        3693.59     
  121581.        1952.37        3693.62     
  121591.        1952.40        3693.66     
  121601.        1952.43        3693.70     
  121611.        1952.46        3693.74     
  121621.        1952.49        3693.78     
  121631.        1952.52        3693.82     
  121641.        1952.55        3693.86     
  121651.        1952.58        3693.89     
  121661.        1952.61        3693.93     
  121671.        1952.64        3693.97     
  121681.        1952.67        3694.01     
  121691.        1952.70        3694.05     
  121701.        1952.73        3694.09     
  121711.        1952.76        3694.13     
  121721.        1952.79        3694.16     
  121731.        1952.82        3694.20     
  121741.        1952.86        3694.24     
  121751.        1952.89        3694.28     
  121761.        1952.92        3694.32     
  121771.        1952.95        3694.36     
  121781.        1952.98        3694.39     
  121791.        1953.01        3694.43     
  121801.        1953.04        3694.47     
  121811.        1953.07        3694.51     
  121821.        1953.10        3694.55     
  121831.        1953.13        3694.59     
  121841.        1953.16        3694.63     
  121851.        1953.19        3694.66     
  121861.        1953.22        3694.70     
  121871.        1953.25        3694.74     
  121881.        1953.28        3694.78     
  121891.        1953.31        3694.82     
  121901.        1953.34        3694.86     
  121911.        1953.37        3694.90     
  121921.        1953.40        3694.93     
  121931.        1953.43        3694.97     
  121941.        1953.46        3695.01     
  121951.        1953.49        3695.05     
  121961.        1953.52        3695.09     
  121971.        1953.55        3695.13     
  121981.        1953.58        3695.17     
  121991.        1953.61        3695.20     
  122001.        1953.64        3695.24     
  122011.        1953.67        3695.28     
  122021.        1953.70        3695.32     
  122031.        1953.73        3695.36     
  122041.        1953.76        3695.40     
  122051.        1953.79        3695.44     
  122061.        1953.82        3695.47     
  122071.        1953.85        3695.51     
  122081.        1953.88        3695.55     
  122091.        1953.91        3695.59     
  122101.        1953.94        3695.63     
  122111.        1953.97        3695.67     
  122121.        1954.00        3695.71     
  122131.        1954.04        3695.74     
  122141.        1954.07        3695.78     
  122151.        1954.10        3695.82     
  122161.        1954.13        3695.86     
  122171.        1954.16        3695.90     
  122181.        1954.19        3695.94     
  122191.        1954.22        3695.98     
  122201.        1954.25        3696.01     
  122211.        1954.28        3696.05     
  122221.        1954.31        3696.09     
  122231.        1954.34        3696.13     
  122241.        1954.37        3696.17     
  122251.        1954.40        3696.21     
  122261.        1954.43        3696.25     
  122271.        1954.46        3696.28     
  122281.        1954.49        3696.32     
  122291.        1954.52        3696.36     
  122301.        1954.55        3696.40     
  122311.        1954.58        3696.44     
  122321.        1954.61        3696.48     
  122331.        1954.64        3696.52     
  122341.        1954.67        3696.55     
  122351.        1954.70        3696.59     
  122361.        1954.73        3696.63     
  122371.        1954.76        3696.67     
  122381.        1954.79        3696.71     
  122391.        1954.82        3696.75     
  122401.        1954.85        3696.79     
  122411.        1954.88        3696.82     
  122421.        1954.91        3696.86     
  122431.        1954.94        3696.90     
  122441.        1954.97        3696.94     
  122451.        1955.00        3696.98     
  122461.        1955.03        3697.02     
  122471.        1955.06        3697.05     
  122481.        1955.09        3697.09     
  122491.        1955.11        3697.13     
  122501.        1955.14        3697.17     
  122511.        1955.17        3697.21     
  122521.        1955.20        3697.25     
  122531.        1955.23        3697.29     
  122541.        1955.26        3697.32     
  122551.        1955.29        3697.36     
  122561.        1955.32        3697.40     
  122571.        1955.35        3697.44     
  122581.        1955.38        3697.48     
  122591.        1955.41        3697.52     
  122601.        1955.44        3697.56     
  122611.        1955.47        3697.59     
  122621.        1955.50        3697.63     
  122631.        1955.53        3697.67     
  122641.        1955.56        3697.71     
  122651.        1955.59        3697.75     
  122661.        1955.62        3697.79     
  122671.        1955.65        3697.83     
  122681.        1955.68        3697.86     
  122691.        1955.71        3697.90     
  122701.        1955.74        3697.94     
  122711.        1955.77        3697.98     
  122721.        1955.80        3698.02     
  122731.        1955.83        3698.06     
  122741.        1955.86        3698.10     
  122751.        1955.89        3698.13     
  122761.        1955.92        3698.17     
  122771.        1955.95        3698.21     
  122781.        1955.98        3698.25     
  122791.        1956.01        3698.29     
  122801.        1956.04        3698.33     
  122811.        1956.07        3698.37     
  122821.        1956.10        3698.40     
  122831.        1956.13        3698.44     
  122841.        1956.16        3698.48     
  122851.        1956.19        3698.52     
  122861.        1956.22        3698.56     
  122871.        1956.25        3698.60     
  122881.        1956.27        3698.64     
  122891.        1956.30        3698.67     
  122901.        1956.33        3698.71     
  122911.        1956.36        3698.75     
  122921.        1956.39        3698.79     
  122931.        1956.42        3698.83     
  122941.        1956.45        3698.87     
  122951.        1956.48        3698.91     
  122961.        1956.51        3698.94     
  122971.        1956.54        3698.98     
  122981.        1956.57        3699.02     
  122991.        1956.60        3699.06     
  123001.        1956.63        3699.10     
  123011.        1956.66        3699.14     
  123021.        1956.69        3699.17     
  123031.        1956.72        3699.21     
  123041.        1956.75        3699.25     
  123051.        1956.78        3699.29     
  123061.        1956.81        3699.33     
  123071.        1956.84        3699.37     
  123081.        1956.87        3699.41     
  123091.        1956.89        3699.44     
  123101.        1956.92        3699.48     
  123111.        1956.95        3699.52     
  123121.        1956.98        3699.56     
  123131.        1957.01        3699.60     
  123141.        1957.04        3699.64     
  123151.        1957.07        3699.68     
  123161.        1957.10        3699.71     
  123171.        1957.13        3699.75     
  123181.        1957.16        3699.79     
  123191.        1957.19        3699.83     
  123201.        1957.22        3699.87     
  123211.        1957.25        3699.91     
  123221.        1957.28        3699.95     
  123231.        1957.31        3699.98     
  123241.        1957.34        3700.02     
  123251.        1957.37        3700.06     
  123261.        1957.39        3700.10     
  123271.        1957.42        3700.14     
  123281.        1957.45        3700.18     
  123291.        1957.48        3700.22     
  123301.        1957.51        3700.25     
  123311.        1957.54        3700.29     
  123321.        1957.57        3700.33     
  123331.        1957.60        3700.37     
  123341.        1957.63        3700.41     
  123351.        1957.66        3700.45     
  123361.        1957.69        3700.49     
  123371.        1957.72        3700.52     
  123381.        1957.75        3700.56     
  123391.        1957.78        3700.60     
  123401.        1957.80        3700.64     
  123411.        1957.83        3700.68     
  123421.        1957.86        3700.72     
  123431.        1957.89        3700.75     
  123441.        1957.92        3700.79     
  123451.        1957.95        3700.83     
  123461.        1957.98        3700.87     
  123471.        1958.01        3700.91     
  123481.        1958.04        3700.95     
  123491.        1958.07        3700.99     
  123501.        1958.10        3701.02     
  123511.        1958.13        3701.06     
  123521.        1958.16        3701.10     
  123531.        1958.18        3701.14     
  123541.        1958.21        3701.18     
  123551.        1958.24        3701.22     
  123561.        1958.27        3701.26     
  123571.        1958.30        3701.29     
  123581.        1958.33        3701.33     
  123591.        1958.36        3701.37     
  123601.        1958.39        3701.41     
  123611.        1958.42        3701.45     
  123621.        1958.45        3701.49     
  123631.        1958.48        3701.53     
  123641.        1958.50        3701.56     
  123651.        1958.53        3701.60     
  123661.        1958.56        3701.64     
  123671.        1958.59        3701.68     
  123681.        1958.62        3701.72     
  123691.        1958.65        3701.76     
  123701.        1958.68        3701.80     
  123711.        1958.71        3701.83     
  123721.        1958.74        3701.87     
  123731.        1958.77        3701.91     
  123741.        1958.80        3701.95     
  123751.        1958.82        3701.99     
  123761.        1958.85        3702.03     
  123771.        1958.88        3702.06     
  123781.        1958.91        3702.10     
  123791.        1958.94        3702.14     
  123801.        1958.97        3702.18     
  123811.        1959.00        3702.22     
  123821.        1959.03        3702.26     
  123831.        1959.06        3702.30     
  123841.        1959.08        3702.33     
  123851.        1959.11        3702.37     
  123861.        1959.14        3702.41     
  123871.        1959.17        3702.45     
  123881.        1959.20        3702.49     
  123891.        1959.23        3702.53     
  123901.        1959.26        3702.57     
  123911.        1959.29        3702.93     
  123921.        1959.32        3702.97     
  123931.        1959.35        3703.00     
  123941.        1959.37        3703.03     
  123951.        1959.40        3703.07     
  123961.        1959.43        3703.10     
  123971.        1959.46        3703.14     
  123981.        1959.49        3703.17     
  123991.        1959.52        3703.21     
  124001.        1959.55        3703.24     
  124011.        1959.58        3703.27     
  124021.        1959.60        3703.31     
  124031.        1959.63        3703.34     
  124041.        1959.66        3703.38     
  124051.        1959.69        3703.41     
  124061.        1959.72        3703.45     
  124071.        1959.75        3703.48     
  124081.        1959.78        3703.51     
  124091.        1959.81        3703.55     
  124101.        1959.84        3703.58     
  124111.        1959.86        3703.62     
  124121.        1959.89        3703.65     
  124131.        1959.92        3703.69     
  124141.        1959.95        3703.72     
  124151.        1959.98        3703.76     
  124161.        1960.01        3703.79     
  124171.        1960.04        3703.82     
  124181.        1960.07        3703.86     
  124191.        1960.09        3703.89     
  124201.        1960.12        3703.93     
  124211.        1960.15        3703.96     
  124221.        1960.18        3704.00     
  124231.        1960.21        3704.03     
  124241.        1960.24        3704.06     
  124251.        1960.27        3704.10     
  124261.        1960.29        3704.13     
  124271.        1960.32        3704.17     
  124281.        1960.35        3704.20     
  124291.        1960.38        3704.24     
  124301.        1960.41        3704.27     
  124311.        1960.44        3704.30     
  124321.        1960.47        3704.34     
  124331.        1960.49        3704.37     
  124341.        1960.52        3704.41     
  124351.        1960.55        3704.44     
  124361.        1960.58        3704.48     
  124371.        1960.61        3704.51     
  124381.        1960.64        3704.55     
  124391.        1960.67        3704.58     
  124401.        1960.70        3704.61     
  124411.        1960.72        3704.65     
  124421.        1960.75        3704.68     
  124431.        1960.78        3704.72     
  124441.        1960.81        3704.75     
  124451.        1960.84        3704.79     
  124461.        1960.87        3704.82     
  124471.        1960.89        3704.85     
  124481.        1960.92        3704.89     
  124491.        1960.95        3704.92     
  124501.        1960.98        3704.96     
  124511.        1961.01        3704.99     
  124521.        1961.04        3705.03     
  124531.        1961.07        3705.06     
  124541.        1961.09        3705.10     
  124551.        1961.12        3705.13     
  124561.        1961.15        3705.16     
  124571.        1961.18        3705.20     
  124581.        1961.21        3705.23     
  124591.        1961.24        3705.27     
  124601.        1961.26        3705.30     
  124611.        1961.29        3705.34     
  124621.        1961.32        3705.37     
  124631.        1961.35        3705.40     
  124641.        1961.38        3705.44     
  124651.        1961.41        3705.47     
  124661.        1961.44        3705.51     
  124671.        1961.46        3705.54     
  124681.        1961.49        3705.58     
  124691.        1961.52        3705.61     
  124701.        1961.55        3709.06     
  124711.        1961.58        3709.07     
  124721.        1961.61        3709.08     
  124731.        1961.63        3709.09     
  124741.        1961.66        3709.09     
  124751.        1961.69        3709.10     
  124761.        1961.72        3709.11     
  124771.        1961.75        3709.12     
  124781.        1961.78        3709.13     
  124791.        1961.80        3709.14     
  124801.        1961.83        3709.15     
  124811.        1961.86        3709.16     
  124821.        1961.89        3709.17     
  124831.        1961.92        3709.17     
  124841.        1961.95        3709.18     
  124851.        1961.97        3709.19     
  124861.        1962.00        3709.20     
  124871.        1962.03        3709.21     
  124881.        1962.06        3709.22     
  124891.        1962.09        3709.23     
  124901.        1962.11        3709.24     
  124911.        1962.14        3709.25     
  124921.        1962.17        3709.26     
  124931.        1962.20        3709.26     
  124941.        1962.23        3709.27     
  124951.        1962.26        3709.28     
  124961.        1962.28        3709.29     
  124971.        1962.31        3709.30     
  124981.        1962.34        3709.31     
  124991.        1962.37        3709.32     
  125001.        1962.40        3709.33     
  125011.        1962.42        3709.34     
  125021.        1962.45        3709.34     
  125031.        1962.48        3709.35     
  125041.        1962.51        3709.36     
  125051.        1962.54        3709.37     
  125061.        1962.57        3709.38     
  125071.        1962.59        3709.39     
  125081.        1962.62        3709.40     
  125091.        1962.65        3709.41     
  125101.        1962.68        3709.42     
