|6.6.6
mars_ma79_atl_2.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          25
P(bar)         T(K)           Sp             O              Cpx            Cpx            Gt             Gt             Gt             Pl             Pl             ky             qtz            Opx            Ring           Ring           Wus            Wus            C2/c           Wad            st             Aki            NaAl           ca-pv          Pv            
  1801.00        342.121                 NaN   67.7311        21.5501                 NaN            NaN            NaN            NaN  0.895332                 NaN   9.50881       0.314690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1901.00        345.322                 NaN   67.7340        21.5731                 NaN            NaN            NaN            NaN  0.861419                 NaN   9.50913       0.322433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2001.00        348.517                 NaN   67.7341        21.5730                 NaN            NaN            NaN            NaN  0.861346                 NaN   9.50911       0.322395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2101.00        351.707                 NaN   67.1009        21.6558                 NaN            NaN            NaN            NaN  0.751004                 NaN   9.51608                 NaN  0.976245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2201.00        354.891                 NaN   67.1010        21.6557                 NaN            NaN            NaN            NaN  0.750941                 NaN   9.51606                 NaN  0.976223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2301.00        358.069                 NaN   67.0938        21.6708                 NaN            NaN            NaN            NaN  0.728700                 NaN   9.51639                 NaN  0.990340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2401.00        361.242                 NaN   67.0945        21.6696                 NaN            NaN            NaN            NaN  0.730280                 NaN   9.51632                 NaN  0.989308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2501.00        364.410                 NaN   67.0525        21.7552                 NaN            NaN            NaN            NaN  0.603879                 NaN   9.51791                 NaN   1.07048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2601.00        367.572                 NaN   67.0627        21.7365                 NaN            NaN            NaN            NaN  0.629050                 NaN   9.51827                 NaN   1.05351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        370.728                 NaN   67.0467        21.7701                 NaN            NaN            NaN            NaN  0.578145                 NaN   9.51924                 NaN   1.08583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        373.879                 NaN   67.0304        21.8043                 NaN            NaN            NaN            NaN  0.526265                 NaN   9.52022                 NaN   1.11876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        377.024                 NaN   67.0137        21.8396                 NaN            NaN            NaN            NaN  0.472821                 NaN   9.52124                 NaN   1.15271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        380.163                 NaN   66.9969        21.8748                 NaN            NaN            NaN            NaN  0.419396                 NaN   9.52225                 NaN   1.18665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        383.297                 NaN   66.9864        21.8975                 NaN            NaN            NaN            NaN  0.384312                 NaN   9.52298                 NaN   1.20886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3201.00        386.426                 NaN   66.9727        21.9265                 NaN            NaN            NaN            NaN  0.339906                 NaN   9.52385                 NaN   1.23704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3301.00        389.549                 NaN   66.9846        21.9018                 NaN            NaN            NaN            NaN  0.377711                 NaN   9.52305                 NaN   1.21291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        392.667                 NaN   66.9723        21.9279                 NaN            NaN            NaN            NaN  0.337697                 NaN   9.52383                 NaN   1.23836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        395.779                 NaN   66.9724        21.9278                 NaN            NaN            NaN            NaN  0.337669                 NaN   9.52381                 NaN   1.23833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        398.885                 NaN   67.0687        21.7245                 NaN            NaN            NaN            NaN  0.649183                 NaN   9.51723                 NaN   1.04040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        401.986                 NaN   66.9524        21.9722                 NaN            NaN            NaN            NaN  0.268918                 NaN   9.52517                 NaN   1.28134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        405.082                 NaN   66.9517        21.9739                 NaN            NaN            NaN            NaN  0.266681                 NaN   9.52520                 NaN   1.28251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        408.172                 NaN   66.9548        21.9677                 NaN            NaN            NaN            NaN  0.276999                 NaN   9.52494                 NaN   1.27561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        411.257                 NaN   66.9484        21.9817                 NaN            NaN            NaN            NaN  0.255183                 NaN   9.52543                 NaN   1.28932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        414.336                 NaN   66.8699        22.1483                 NaN            NaN            NaN            NaN            NaN            NaN   9.53051                 NaN   1.45128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        417.410                 NaN   66.8698        22.1484                 NaN            NaN            NaN            NaN            NaN            NaN   9.53049                 NaN   1.45135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        420.478                 NaN   66.8718        22.1440                 NaN            NaN            NaN            NaN  0.426278E-002            NaN   9.53041                 NaN   1.44959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        423.541                 NaN   66.8719        22.1439                 NaN            NaN            NaN            NaN  0.426241E-002            NaN   9.53039                 NaN   1.44956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        426.599                 NaN   66.8698        22.1489                 NaN            NaN            NaN            NaN            NaN            NaN   9.53044                 NaN   1.45083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        429.651                 NaN   66.8699        22.1487                 NaN            NaN            NaN            NaN            NaN            NaN   9.53042                 NaN   1.45097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        432.697                 NaN   66.8697        22.1492                 NaN            NaN            NaN            NaN            NaN            NaN   9.53040                 NaN   1.45061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        435.739                 NaN   66.8696        22.1498                 NaN            NaN            NaN            NaN            NaN            NaN   9.53038                 NaN   1.45024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        438.774                 NaN   66.8694        22.1504                 NaN            NaN            NaN            NaN            NaN            NaN   9.53036                 NaN   1.44983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        441.805                 NaN   66.8693        22.1509                 NaN            NaN            NaN            NaN            NaN            NaN   9.53034                 NaN   1.44956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        444.830                 NaN   66.8692        22.1511                 NaN            NaN            NaN            NaN            NaN            NaN   9.53032                 NaN   1.44937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        447.850                 NaN   66.8691        22.1515                 NaN            NaN            NaN            NaN            NaN            NaN   9.53030                 NaN   1.44914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        450.864                 NaN   66.8690        22.1518                 NaN            NaN            NaN            NaN            NaN            NaN   9.53029                 NaN   1.44891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        453.873                 NaN   66.8688        22.1522                 NaN            NaN            NaN            NaN            NaN            NaN   9.53027                 NaN   1.44869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        456.876                 NaN   66.8687        22.1526                 NaN            NaN            NaN            NaN            NaN            NaN   9.53025                 NaN   1.44846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        459.875                 NaN   66.8685        22.1531                 NaN            NaN            NaN            NaN            NaN            NaN   9.53023                 NaN   1.44822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        462.867                 NaN   66.8685        22.1533                 NaN            NaN            NaN            NaN            NaN            NaN   9.53022                 NaN   1.44800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        465.855                 NaN   66.8683        22.1537                 NaN            NaN            NaN            NaN            NaN            NaN   9.53020                 NaN   1.44776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        468.837                 NaN   66.8682        22.1541                 NaN            NaN            NaN            NaN            NaN            NaN   9.53018                 NaN   1.44751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        471.814                 NaN   66.8681        22.1545                 NaN            NaN            NaN            NaN            NaN            NaN   9.53016                 NaN   1.44723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        474.785                 NaN   66.8679        22.1550                 NaN            NaN            NaN            NaN            NaN            NaN   9.53015                 NaN   1.44694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        477.752                 NaN   66.8678        22.1555                 NaN            NaN            NaN            NaN            NaN            NaN   9.53013                 NaN   1.44659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        480.712                 NaN   66.8677        22.1560                 NaN            NaN            NaN            NaN            NaN            NaN   9.53011                 NaN   1.44629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        483.668                 NaN   66.8675        22.1564                 NaN            NaN            NaN            NaN            NaN            NaN   9.53009                 NaN   1.44598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        486.618                 NaN   66.8657        22.1626                 NaN            NaN            NaN            NaN            NaN            NaN   9.52947                 NaN   1.44221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        489.563                 NaN   66.8673        22.1572                 NaN            NaN            NaN            NaN            NaN            NaN   9.53006                 NaN   1.44544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        492.503                 NaN   66.8671        22.1577                 NaN            NaN            NaN            NaN            NaN            NaN   9.53004                 NaN   1.44512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        495.437                 NaN   66.8670        22.1582                 NaN            NaN            NaN            NaN            NaN            NaN   9.53003                 NaN   1.44479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        498.367                 NaN   66.8669        22.1587                 NaN            NaN            NaN            NaN            NaN            NaN   9.53001                 NaN   1.44446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        501.290                 NaN   66.8667        22.1592                 NaN            NaN            NaN            NaN            NaN            NaN   9.52999                 NaN   1.44412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        504.209                 NaN   66.8646        22.1681                 NaN            NaN            NaN            NaN            NaN            NaN   9.52899                 NaN   1.43833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        507.122                 NaN   66.8644        22.1688                 NaN            NaN            NaN            NaN            NaN            NaN   9.52895                 NaN   1.43781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        510.031                 NaN   66.8642        22.1699                 NaN            NaN            NaN            NaN            NaN            NaN   9.52883                 NaN   1.43704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        512.933                 NaN   66.8640        22.1707                 NaN            NaN            NaN            NaN            NaN            NaN   9.52878                 NaN   1.43648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        515.831                 NaN   66.8639        22.1715                 NaN            NaN            NaN            NaN            NaN            NaN   9.52873                 NaN   1.43592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        518.724                 NaN   66.8637        22.1722                 NaN            NaN            NaN            NaN            NaN            NaN   9.52869                 NaN   1.43537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        521.611                 NaN   66.8635        22.1734                 NaN            NaN            NaN            NaN            NaN            NaN   9.52854                 NaN   1.43455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        524.493                 NaN   66.8633        22.1743                 NaN            NaN            NaN            NaN            NaN            NaN   9.52847                 NaN   1.43392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        527.370                 NaN   66.8631        22.1754                 NaN            NaN            NaN            NaN            NaN            NaN   9.52837                 NaN   1.43311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        530.241                 NaN   66.8629        22.1761                 NaN            NaN            NaN            NaN            NaN            NaN   9.52833                 NaN   1.43264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        533.108                 NaN   66.8647        22.1677                 NaN            NaN            NaN            NaN            NaN            NaN   9.52961                 NaN   1.43791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        535.969                 NaN   66.8636        22.1747                 NaN            NaN            NaN            NaN            NaN            NaN   9.52853                 NaN   1.43317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        538.825                 NaN   66.8635        22.1753                 NaN            NaN            NaN            NaN            NaN            NaN   9.52849                 NaN   1.43274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        541.676                 NaN   66.8642        22.1705                 NaN            NaN            NaN            NaN            NaN            NaN   9.52945                 NaN   1.43583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        544.521                 NaN   66.8645        22.1680                 NaN            NaN            NaN            NaN            NaN            NaN   9.52968                 NaN   1.43775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        547.362                 NaN   66.8644        22.1688                 NaN            NaN            NaN            NaN            NaN            NaN   9.52965                 NaN   1.43720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        550.197                 NaN   66.8641        22.1704                 NaN            NaN            NaN            NaN            NaN            NaN   9.52956                 NaN   1.43598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        553.028                 NaN   66.8640        22.1708                 NaN            NaN            NaN            NaN            NaN            NaN   9.52955                 NaN   1.43566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        555.853                 NaN   66.8641        22.1703                 NaN            NaN            NaN            NaN            NaN            NaN   9.52960                 NaN   1.43603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        558.673                 NaN   66.8634        22.1725                 NaN            NaN            NaN            NaN            NaN            NaN   9.52950                 NaN   1.43464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        561.487                 NaN   66.8635        22.1724                 NaN            NaN            NaN            NaN            NaN            NaN   9.52951                 NaN   1.43461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        564.297                 NaN   66.8636        22.1723                 NaN            NaN            NaN            NaN            NaN            NaN   9.52951                 NaN   1.43458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        567.102                 NaN   64.5716        21.7698                 NaN   6.42050                 NaN            NaN            NaN            NaN   7.09988                 NaN  0.138212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        569.901                 NaN   65.0142        21.8666                 NaN   5.17595                 NaN            NaN            NaN            NaN   7.57071                 NaN  0.372470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        572.696                 NaN   64.8311        21.8155                 NaN   5.69254                 NaN            NaN            NaN            NaN   7.37535                 NaN  0.285476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        575.485                 NaN   64.3570        21.7147                 NaN   7.02352                 NaN            NaN            NaN            NaN   6.87156                 NaN  0.332241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        578.269                 NaN   64.3219        21.7049                 NaN   7.12224                 NaN            NaN            NaN            NaN   6.83420                 NaN  0.167118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        581.048                 NaN   64.0465        21.5126                 NaN   7.89839                 NaN            NaN            NaN            NaN   6.54252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        583.822                 NaN   63.9680        21.4516                 NaN   8.12176                 NaN            NaN            NaN            NaN   6.45863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        586.591                 NaN   64.0040        21.4789                 NaN   8.02050                 NaN            NaN            NaN            NaN   6.49667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        589.355       0.130291        62.8549        21.1364                 NaN   10.4371                 NaN            NaN            NaN            NaN   5.44132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        592.114       0.130292        62.8549        21.1363                 NaN   10.4372                 NaN            NaN            NaN            NaN   5.44132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        594.868       0.300355        61.7909        21.0284                 NaN   12.3483                 NaN            NaN            NaN            NaN   4.53208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        597.617       0.492082        60.2259        20.6148                 NaN   15.5662                 NaN            NaN            NaN            NaN   3.10102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        600.360       0.538010        59.8644        20.5278                 NaN   16.2940                 NaN            NaN            NaN            NaN   2.77573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        603.099       0.583944        59.5030        20.4408                 NaN   17.0218                 NaN            NaN            NaN            NaN   2.45043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        605.833       0.632509        59.1493        20.3711                 NaN   17.7097                 NaN            NaN            NaN            NaN   2.13743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        608.561       0.677022        58.7835        20.2747                 NaN   18.4595                 NaN            NaN            NaN            NaN   1.80536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        611.285       0.717723        58.4371        20.1772                 NaN   19.1793                 NaN            NaN            NaN            NaN   1.48875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        614.004       0.722569        58.2546        20.0545                 NaN   19.6709                 NaN            NaN            NaN            NaN   1.29735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        616.717       0.815888        57.4585        19.8252                 NaN   21.3370                 NaN            NaN            NaN            NaN  0.563414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        619.426       0.820990        57.2305        19.6667                 NaN   21.9597                 NaN            NaN            NaN            NaN  0.322069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        622.130       0.845327        56.9639        19.5608                 NaN   22.5633                 NaN            NaN            NaN            NaN  0.666544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        624.828       0.845335        56.9638        19.5607                 NaN   22.5635                 NaN            NaN            NaN            NaN  0.666544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        627.522       0.817136        56.9359        19.4216                 NaN   22.8254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        630.211       0.799733        56.9571        19.3655                 NaN   22.8776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        632.895       0.752782        57.0088        19.2168                 NaN   23.0217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        635.573       0.802877        56.9484        19.3800                 NaN   22.8687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
