|6.6.6
mars_ma79_ath_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  10401.0        945.622        3501.98        8.03991        4.50914     
  10501.0        950.290        3501.50        8.03755        4.50771     
  10601.0        954.933        3501.34        8.03640        4.50651     
  10701.0        959.552        3501.19        8.03527        4.50533     
  10801.0        964.146        3501.06        8.03424        4.50418     
  10901.0        968.715        3500.85        8.03286        4.50285     
  11001.0        973.261        3500.96        8.03282        4.50204     
  11101.0        977.781        3500.86        8.03189        4.50093     
  11201.0        982.278        3500.34        8.02933        4.49931     
  11301.0        986.751        3499.92        8.02713        4.49708     
  11401.0        991.199        3500.47        8.02876        4.49753     
  11501.0        995.624        3500.11        8.02683        4.49587     
  11601.0        1000.02        3499.25        8.02295        4.49303     
  11701.0        1004.40        3500.28        8.02646        4.49462     
  11801.0        1008.76        3500.08        8.02519        4.49345     
  11901.0        1013.09        3499.81        8.02356        4.49192     
  12001.0        1017.39        3499.56        8.02208        4.49063     
  12101.0        1021.68        3499.36        8.02079        4.48934     
  12201.0        1025.94        3499.13        8.01941        4.48805     
  12301.0        1030.18        3498.84        8.01776        4.48670     
  12401.0        1034.39        3498.68        8.01666        4.48546     
  12501.0        1038.58        3498.19        8.01426        4.48398     
  12601.0        1042.75        3498.21        8.01375        4.48280     
  12701.0        1046.90        3498.01        8.01248        4.48156     
  12801.0        1051.02        3497.59        8.01041        4.48023     
  12901.0        1055.12        3497.38        8.00912        4.47899     
  13001.0        1059.20        3497.38        8.00857        4.47783     
  13101.0        1063.26        3497.18        8.00728        4.47660     
  13201.0        1067.29        3496.78        8.00532        4.47530     
  13301.0        1071.31        3496.54        8.00388        4.47404     
  13401.0        1075.30        3496.34        8.00263        4.47285     
  13501.0        1079.27        3496.15        8.00140        4.47166     
  13601.0        1083.21        3496.04        8.00048        4.47054     
  13701.0        1087.14        3496.01        7.99981        4.46945     
  13801.0        1091.04        3495.66        7.99806        4.46822     
  13901.0        1094.93        3495.47        7.99684        4.46705     
  14001.0        1098.79        3495.27        7.99557        4.46587     
  14101.0        1102.63        3495.08        7.99438        4.46472     
  14201.0        1106.45        3494.88        7.99312        4.46355     
  14301.0        1110.25        3494.70        7.99194        4.46241     
  14401.0        1114.02        3494.71        7.99143        4.46135     
  14501.0        1117.78        3494.53        7.99026        4.46022     
  14601.0        1121.51        3494.36        7.98910        4.45910     
  14701.0        1125.23        3494.18        7.98794        4.45798     
  14801.0        1128.92        3494.01        7.98682        4.45688     
  14901.0        1132.60        3493.85        7.98570        4.45579     
  15001.0        1136.25        3493.68        7.98458        4.45470     
  15101.0        1139.88        3493.51        7.98347        4.45362     
  15201.0        1143.50        3493.35        7.98237        4.45254     
  15301.0        1147.09        3493.18        7.98123        4.45144     
  15401.0        1150.66        3493.05        7.98030        4.45046     
  15501.0        1154.22        3492.91        7.97930        4.44944     
  15601.0        1157.75        3492.77        7.97830        4.44843     
  15701.0        1161.26        3492.57        7.97723        4.44762     
  15801.0        1164.76        3492.42        7.97621        4.44660     
  15901.0        1168.23        3492.17        7.97471        4.44533     
  16001.0        1171.68        3492.02        7.97370        4.44432     
  16101.0        1175.12        3492.07        7.97336        4.44338     
  16201.0        1178.54        3491.92        7.97231        4.44239     
  16301.0        1181.93        3491.83        7.97157        4.44153     
  16401.0        1185.31        3491.70        7.97059        4.44054     
  16501.0        1188.67        3491.57        7.96967        4.43959     
