|6.6.6
mars_lf97_atl_2.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          27
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Wus            ca-pv          NaAl           Pv             Aki           
  8401.00        541.676                 NaN            NaN   52.8074                 NaN   6.50792        10.0316                 NaN            NaN            NaN   1.94389        28.7093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        544.521                 NaN            NaN   52.8094                 NaN   6.49000        10.0505                 NaN            NaN            NaN   1.94332        28.7068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        547.362                 NaN            NaN   52.8098                 NaN   6.49001        10.0505                 NaN            NaN            NaN   1.94333        28.7064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        550.197                 NaN            NaN   52.8088                 NaN   10.0702        6.47136                 NaN            NaN            NaN   1.94173        28.7079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        553.028                 NaN            NaN   52.8093                 NaN   10.0702        6.47137                 NaN            NaN            NaN   1.94175        28.7074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        555.853                 NaN            NaN   52.8097                 NaN   10.0702        6.47138                 NaN            NaN            NaN   1.94176        28.7069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        558.673                 NaN            NaN   52.8084                 NaN   6.45129        10.0914                 NaN            NaN            NaN   1.93992        28.7090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        561.487                 NaN            NaN   52.8089                 NaN   6.45130        10.0914                 NaN            NaN            NaN   1.93993        28.7085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        564.297                 NaN            NaN   52.8093                 NaN   6.45132        10.0915                 NaN            NaN            NaN   1.93994        28.7080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        567.102                 NaN            NaN   50.9741                 NaN   9.75247        6.51922        5.06653                 NaN            NaN            NaN   27.6876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
