|6.6.6
mars_bf97_atl_2.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          26
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Aki            NaAl           ca-pv          Pv            
  2301.00        358.069        5.40116                 NaN   65.7687                 NaN   10.2439                 NaN            NaN            NaN            NaN   3.45449        15.1317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2401.00        361.242        5.40174                 NaN   65.7694                 NaN   10.2433                 NaN            NaN            NaN            NaN   3.45437        15.1311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2501.00        364.410        5.41574                 NaN   65.7536                 NaN   10.2344                 NaN            NaN            NaN            NaN   3.43658        15.1597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2601.00        367.572        5.37395                 NaN   65.7631                 NaN   10.2607                 NaN            NaN            NaN            NaN   3.45460        15.1477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        370.728        5.36021                 NaN   65.7598                 NaN   10.2693                 NaN            NaN            NaN            NaN   3.45464        15.1560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        373.879        5.34651                 NaN   65.7566                 NaN   10.2779                 NaN            NaN            NaN            NaN   3.45466        15.1643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        377.024        5.33294                 NaN   65.7533                 NaN   10.2864                 NaN            NaN            NaN            NaN   3.45463        15.1727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        380.163        5.31951                 NaN   65.7500                 NaN   10.2948                 NaN            NaN            NaN            NaN   3.45454        15.1811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        383.297        5.30347                 NaN   65.7462                 NaN   10.3049                 NaN            NaN            NaN            NaN   3.45483        15.1906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3201.00        386.426        5.28880                 NaN   65.7427                 NaN   10.3141                 NaN            NaN            NaN            NaN   3.45491        15.1995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3301.00        389.549        5.24556                 NaN   65.7299                 NaN   10.3416                 NaN            NaN            NaN            NaN   3.45504        15.2280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        392.667        5.27898                 NaN   65.7410                 NaN   10.3202                 NaN            NaN            NaN            NaN   3.45451        15.2054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        395.779        5.27856                 NaN   65.7416                 NaN   10.3202                 NaN            NaN            NaN            NaN   3.45453        15.2051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        398.885        5.36251                 NaN   65.7648                 NaN   10.2666                 NaN            NaN            NaN            NaN   3.45120        15.1549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        401.986        5.15629                 NaN   65.7060                 NaN   10.3976                 NaN            NaN            NaN            NaN   3.45550        15.2846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        405.082        5.13453                 NaN   65.7003                 NaN   10.4111                 NaN            NaN            NaN            NaN   3.45567        15.2984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        408.172        5.10894                 NaN   65.6932                 NaN   10.4270                 NaN            NaN            NaN            NaN   3.45572        15.3151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        411.257        5.09194                 NaN   65.6893                 NaN   10.4376                 NaN            NaN            NaN            NaN   3.45641        15.3248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        414.336        5.12285                 NaN   65.6993                 NaN   10.4186                 NaN            NaN            NaN            NaN   3.45543        15.3037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        417.410        5.12245                 NaN   65.6999                 NaN   10.4187                 NaN            NaN            NaN            NaN   3.45545        15.3035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        420.478        5.11002                 NaN   65.6962                 NaN   10.4267                 NaN            NaN            NaN            NaN   3.45467        15.3124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        423.541        5.01983                 NaN   65.6703                 NaN   10.4837                 NaN            NaN            NaN            NaN   3.45638        15.3699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        426.599                 NaN            NaN   64.1079                 NaN   3.15074        10.5065                 NaN            NaN            NaN   3.49581        18.7390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        429.651        4.96426                 NaN   65.6546                 NaN   10.5188                 NaN            NaN            NaN            NaN   3.45665        15.4057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        432.697        4.92556                 NaN   65.6436                 NaN   10.5432                 NaN            NaN            NaN            NaN   3.45695        15.4307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        435.739        4.89041                 NaN   65.6336                 NaN   10.5654                 NaN            NaN            NaN            NaN   3.45718        15.4535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        438.774        4.87402                 NaN   65.6291                 NaN   10.5757                 NaN            NaN            NaN            NaN   3.45708        15.4641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        441.805        4.87364                 NaN   65.6297                 NaN   10.5757                 NaN            NaN            NaN            NaN   3.45710        15.4639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        444.830        4.87326                 NaN   65.6302                 NaN   10.5757                 NaN            NaN            NaN            NaN   3.45712        15.4636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        447.850        4.87287                 NaN   65.6308                 NaN   10.5758                 NaN            NaN            NaN            NaN   3.45714        15.4634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        450.864                 NaN            NaN   64.1126                 NaN   10.5926        3.06790                 NaN            NaN            NaN   3.49553        18.7313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        453.873                 NaN            NaN   64.1130                 NaN   10.5926        3.06790                 NaN            NaN            NaN   3.49554        18.7309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        456.876                 NaN            NaN   64.1133                 NaN   10.5926        3.06789                 NaN            NaN            NaN   3.49555        18.7306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        459.875                 NaN            NaN   64.1140                 NaN   10.6205        3.04068                 NaN            NaN            NaN   3.49541        18.7295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        462.867                 NaN            NaN   64.1143                 NaN   10.6205        3.04067                 NaN            NaN            NaN   3.49542        18.7291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        465.855                 NaN            NaN   64.1148                 NaN   10.6501        3.01167                 NaN            NaN            NaN   3.49524        18.7282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        468.837                 NaN            NaN   64.1151                 NaN   10.6501        3.01167                 NaN            NaN            NaN   3.49525        18.7279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        471.814                 NaN            NaN   64.1155                 NaN   10.6501        3.01166                 NaN            NaN            NaN   3.49526        18.7275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        474.785                 NaN            NaN   64.1186                 NaN   2.94774        10.7153                 NaN            NaN            NaN   3.49501        18.7233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        477.752                 NaN            NaN   64.1190                 NaN   2.94774        10.7153                 NaN            NaN            NaN   3.49502        18.7230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        480.712                 NaN            NaN   64.1193                 NaN   2.94773        10.7153                 NaN            NaN            NaN   3.49503        18.7226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        483.668                 NaN            NaN   64.1178                 NaN   10.7153        2.94779                 NaN            NaN            NaN   3.49489        18.7242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        486.618                 NaN            NaN   64.1182                 NaN   10.7153        2.94778                 NaN            NaN            NaN   3.49490        18.7238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        489.563                 NaN            NaN   64.1204                 NaN   2.94772        10.7153                 NaN            NaN            NaN   3.49507        18.7215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        492.503                 NaN            NaN   64.1207                 NaN   2.94772        10.7153                 NaN            NaN            NaN   3.49508        18.7212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        495.437                 NaN            NaN   64.1211                 NaN   2.94771        10.7153                 NaN            NaN            NaN   3.49509        18.7208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        498.367                 NaN            NaN   64.1214                 NaN   2.94771        10.7153                 NaN            NaN            NaN   3.49511        18.7204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        501.290                 NaN            NaN   64.1217                 NaN   2.94770        10.7153                 NaN            NaN            NaN   3.49512        18.7201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        504.209                 NaN            NaN   64.1212                 NaN   10.8741        2.79206                 NaN            NaN            NaN   3.49365        18.7190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        507.122                 NaN            NaN   64.1215                 NaN   10.8741        2.79206                 NaN            NaN            NaN   3.49366        18.7186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        510.031                 NaN            NaN   64.1219                 NaN   10.8741        2.79206                 NaN            NaN            NaN   3.49368        18.7182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        512.933                 NaN            NaN   64.1222                 NaN   10.8742        2.79205                 NaN            NaN            NaN   3.49369        18.7179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        515.831                 NaN            NaN   64.1226                 NaN   10.8742        2.79205                 NaN            NaN            NaN   3.49370        18.7175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        518.724                 NaN            NaN   64.1229                 NaN   10.8742        2.79205                 NaN            NaN            NaN   3.49372        18.7172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        521.611                 NaN            NaN   64.1220                 NaN   10.9209        2.74623                 NaN            NaN            NaN   3.49301        18.7179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        524.493                 NaN            NaN   64.1223                 NaN   10.9209        2.74623                 NaN            NaN            NaN   3.49302        18.7175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        527.370                 NaN            NaN   64.1230                 NaN   2.69690        10.9711                 NaN            NaN            NaN   3.49258        18.7163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        530.241                 NaN            NaN   64.1234                 NaN   2.69690        10.9711                 NaN            NaN            NaN   3.49259        18.7160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        533.108                 NaN            NaN   64.1237                 NaN   2.69689        10.9712                 NaN            NaN            NaN   3.49261        18.7156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        535.969                 NaN            NaN   64.1225                 NaN   2.64418        11.0249                 NaN            NaN            NaN   3.49163        18.7168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        538.825                 NaN            NaN   64.1228                 NaN   2.64418        11.0249                 NaN            NaN            NaN   3.49165        18.7165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        541.676                 NaN            NaN   64.1232                 NaN   2.64418        11.0249                 NaN            NaN            NaN   3.49166        18.7161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        544.521                 NaN            NaN   64.1247                 NaN   2.58698        11.0831                 NaN            NaN            NaN   3.49134        18.7139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        547.362                 NaN            NaN   64.1250                 NaN   2.58698        11.0831                 NaN            NaN            NaN   3.49136        18.7136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        550.197                 NaN            NaN   63.9918                 NaN   2.52944        11.1219       0.371125                 NaN            NaN   3.34867        18.6370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        553.028                 NaN            NaN   63.9922                 NaN   2.52944        11.1219       0.371130                 NaN            NaN   3.34868        18.6366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        555.853                 NaN            NaN   63.9925                 NaN   2.52944        11.1219       0.371134                 NaN            NaN   3.34870        18.6363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        558.673                 NaN            NaN   63.8314                 NaN   2.46855        11.1582       0.820174                 NaN            NaN   3.17610        18.5456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        561.487                 NaN            NaN   63.8317                 NaN   2.46855        11.1582       0.820185                 NaN            NaN   3.17611        18.5452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        564.297                 NaN            NaN   63.8321                 NaN   2.46855        11.1582       0.820195                 NaN            NaN   3.17612        18.5448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        567.102                 NaN            NaN   60.8668                 NaN   10.6474        2.49864        9.12796                 NaN            NaN            NaN   16.8592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        569.901                 NaN            NaN   60.8670                 NaN   10.6474        2.49863        9.12807                 NaN            NaN            NaN   16.8589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        572.696                 NaN            NaN   60.8673                 NaN   10.6474        2.49863        9.12817                 NaN            NaN            NaN   16.8585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        575.485                 NaN            NaN   60.8686                 NaN   2.43080        10.6980        9.12496                 NaN            NaN            NaN   16.8777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        578.269                 NaN            NaN   60.8688                 NaN   2.43079        10.6980        9.12507                 NaN            NaN            NaN   16.8773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        581.048                 NaN            NaN   60.8698                 NaN   10.7275        2.42499        9.13096                 NaN            NaN            NaN   16.8468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        583.822                 NaN            NaN   60.8700                 NaN   10.7274        2.42498        9.13106                 NaN            NaN            NaN   16.8465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        586.591                 NaN            NaN   60.8703                 NaN   10.7274        2.42498        9.13117                 NaN            NaN            NaN   16.8461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        589.355                 NaN            NaN   60.8753                 NaN   1.86247        11.1746        9.09772                 NaN            NaN            NaN   16.9898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        592.114                 NaN            NaN   60.8756                 NaN   1.86247        11.1746        9.09783                 NaN            NaN            NaN   16.9895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        594.868                 NaN            NaN   60.8758                 NaN   1.86247        11.1746        9.09793                 NaN            NaN            NaN   16.9892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        597.617                 NaN            NaN   60.8761                 NaN   1.86246        11.1746        9.09804                 NaN            NaN            NaN   16.9888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        600.360                 NaN            NaN   60.8763                 NaN   1.86246        11.1746        9.09814                 NaN            NaN            NaN   16.9885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        603.099                 NaN            NaN   60.8766                 NaN   1.86246        11.1746        9.09825                 NaN            NaN            NaN   16.9881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        605.833                 NaN            NaN   60.8768                 NaN   1.86245        11.1746        9.09835                 NaN            NaN            NaN   16.9878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        608.561                 NaN            NaN   60.8771                 NaN   1.86245        11.1746        9.09846                 NaN            NaN            NaN   16.9875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        611.285                 NaN            NaN   60.8773                 NaN   1.86245        11.1745        9.09856                 NaN            NaN            NaN   16.9871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        614.004                 NaN            NaN   60.8776                 NaN   1.86244        11.1745        9.09867                 NaN            NaN            NaN   16.9868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        616.717                 NaN            NaN   60.8778                 NaN   1.86244        11.1745        9.09877                 NaN            NaN            NaN   16.9864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        619.426                 NaN            NaN   60.8781                 NaN   1.86244        11.1745        9.09888                 NaN            NaN            NaN   16.9861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        622.130                 NaN            NaN   60.8783                 NaN   1.86243        11.1745        9.09898                 NaN            NaN            NaN   16.9858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        624.828                 NaN            NaN   60.8786                 NaN   1.86243        11.1745        9.09909                 NaN            NaN            NaN   16.9854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
