|6.6.6
mars_ma79_3.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           Pl             O              Opx            Cpx            Sp             Gt             Wus            Wad            Ring           ca-pv          Pv            
  115701.        1958.11        41.9368        100.000        41.9368        41.9368        31.7302        31.7302                 NaN            NaN            NaN            NaN            NaN
  115801.        1958.44        41.9362        100.000        41.9362        41.9362        31.7545        31.7545                 NaN            NaN            NaN            NaN            NaN
  115901.        1958.77        41.9355        100.000        41.9355        41.9355        31.7788        31.7788                 NaN            NaN            NaN            NaN            NaN
  116001.        1959.10        41.9348        100.000        41.9348        41.9348        31.8031        31.8031                 NaN            NaN            NaN            NaN            NaN
  116101.        1959.43        41.9342        100.000        41.9342        41.9342        31.8274        31.8274                 NaN            NaN            NaN            NaN            NaN
  116201.        1959.76        41.9335        100.000        41.9335        41.9335        31.8517        31.8517                 NaN            NaN            NaN            NaN            NaN
  116301.        1960.09        41.9329        100.000        41.9329        41.9329        31.8760        31.8760                 NaN            NaN            NaN            NaN            NaN
  116401.        1960.42        41.9322        100.000        41.9322        41.9322        31.9003        31.9003                 NaN            NaN            NaN            NaN            NaN
  116501.        1960.75        41.9315        100.000        41.9315        41.9315        31.9246        31.9246                 NaN            NaN            NaN            NaN            NaN
  116601.        1961.07        41.9309        100.000        41.9309        41.9309        31.9489        31.9489                 NaN            NaN            NaN            NaN            NaN
  116701.        1961.40        41.9302        100.000        41.9302        41.9302        31.9732        31.9732                 NaN            NaN            NaN            NaN            NaN
  116801.        1961.72        41.9295        100.000        41.9295        41.9295        31.9975        31.9975                 NaN            NaN            NaN            NaN            NaN
  116901.        1962.05        41.9289        100.000        41.9289        41.9289        32.0219        32.0219                 NaN            NaN            NaN            NaN            NaN
  117001.        1962.37        41.9282        100.000        41.9282        41.9282        32.0462        32.0462                 NaN            NaN            NaN            NaN            NaN
  117101.        1962.70        41.9275        100.000        41.9275        41.9275        32.0705        32.0705                 NaN            NaN            NaN            NaN            NaN
  117201.        1963.02        41.9269        100.000        41.9269        41.9269        32.0948        32.0948                 NaN            NaN            NaN            NaN            NaN
  117301.        1963.34        41.9262        100.000        41.9262        41.9262        32.1191        32.1191                 NaN            NaN            NaN            NaN            NaN
  117401.        1963.66        41.9256        100.000        41.9256        41.9256        32.1434        32.1434                 NaN            NaN            NaN            NaN            NaN
  117501.        1963.99        41.9249        100.000        41.9249        41.9249        32.1677        32.1677                 NaN            NaN            NaN            NaN            NaN
  117601.        1964.31        41.9242        100.000        41.9242        41.9242        32.1921        32.1921                 NaN            NaN            NaN            NaN            NaN
  117701.        1964.63        41.9236        100.000        41.9236        41.9236        32.2164        32.2164                 NaN            NaN            NaN            NaN            NaN
  117801.        1964.95        41.9229        100.000        41.9229        41.9229        32.2407        32.2407                 NaN            NaN            NaN            NaN            NaN
  117901.        1965.27        41.9223        100.000        41.9223        41.9223        32.2650        32.2650                 NaN            NaN            NaN            NaN            NaN
  118001.        1965.59        41.9216        100.000        41.9216        41.9216        32.2893        32.2893                 NaN            NaN            NaN            NaN            NaN
  118101.        1965.90        41.9209        100.000        41.9209        41.9209        32.3137        32.3137                 NaN            NaN            NaN            NaN            NaN
  118201.        1966.22        41.9203        100.000        41.9203        41.9203        32.3380        32.3380                 NaN            NaN            NaN            NaN            NaN
  118301.        1966.54        41.9196        100.000        41.9196        41.9196        32.3623        32.3623                 NaN            NaN            NaN            NaN            NaN
  118401.        1966.86        41.9190        100.000        41.9190        41.9190        32.3866        32.3866                 NaN            NaN            NaN            NaN            NaN
  118501.        1967.17        41.9183        100.000        41.9183        41.9183        32.4110        32.4110                 NaN            NaN            NaN            NaN            NaN
  118601.        1967.49        41.9176        100.000        41.9176        41.9176        32.4353        32.4353                 NaN            NaN            NaN            NaN            NaN
  118701.        1967.80        41.9170        100.000        41.9170        41.9170        32.4596        32.4596                 NaN            NaN            NaN            NaN            NaN
  118801.        1968.12        41.9163        100.000        41.9163        41.9163        32.4840        32.4840                 NaN            NaN            NaN            NaN            NaN
  118901.        1968.43        41.9157        100.000        41.9157        41.9157        32.5083        32.5083                 NaN            NaN            NaN            NaN            NaN
  119001.        1968.74        41.9150        100.000        41.9150        41.9150        32.5326        32.5326                 NaN            NaN            NaN            NaN            NaN
  119101.        1969.06        41.9143        100.000        41.9143        41.9143        32.5569        32.5569                 NaN            NaN            NaN            NaN            NaN
  119201.        1969.37        41.9137        100.000        41.9137        41.9137        32.5813        32.5813                 NaN            NaN            NaN            NaN            NaN
  119301.        1969.68        41.9130        100.000        41.9130        41.9130        32.6056        32.6056                 NaN            NaN            NaN            NaN            NaN
  119401.        1969.99        41.9124        100.000        41.9124        41.9124        32.6299        32.6299                 NaN            NaN            NaN            NaN            NaN
  119501.        1970.30        41.9117        100.000        41.9117        41.9117        32.6543        32.6543                 NaN            NaN            NaN            NaN            NaN
  119601.        1970.61        41.9111        100.000        41.9111        41.9111        32.6786        32.6786                 NaN            NaN            NaN            NaN            NaN
  119701.        1970.92        41.9104        100.000        41.9104        41.9104        32.7029        32.7029                 NaN            NaN            NaN            NaN            NaN
  119801.        1971.23        41.9097        100.000        41.9097        41.9097        32.7273        32.7273                 NaN            NaN            NaN            NaN            NaN
  119901.        1971.54        41.9091        100.000        41.9091        41.9091        32.7516        32.7516                 NaN            NaN            NaN            NaN            NaN
  120001.        1971.84        41.9084        100.000        41.9084        41.9084        32.7759        32.7759                 NaN            NaN            NaN            NaN            NaN
  120101.        1972.15        41.9078        100.000        41.9078        41.9078        32.8003        32.8003                 NaN            NaN            NaN            NaN            NaN
  120201.        1972.46        41.9071        100.000        41.9071        41.9071        32.8246        32.8246                 NaN            NaN            NaN            NaN            NaN
  120301.        1972.76        41.9065        100.000        41.9065        41.9065        32.8490        32.8490                 NaN            NaN            NaN            NaN            NaN
  120401.        1973.07        41.9058        100.000        41.9058        41.9058        32.8733        32.8733                 NaN            NaN            NaN            NaN            NaN
  120501.        1973.37        41.9052        100.000        41.9052        41.9052        32.8976        32.8976                 NaN            NaN            NaN            NaN            NaN
  120601.        1973.68        41.9045        100.000        41.9045        41.9045        32.9220        32.9220                 NaN            NaN            NaN            NaN            NaN
  120701.        1973.98        41.9038        100.000        41.9038        41.9038        32.9463        32.9463                 NaN            NaN            NaN            NaN            NaN
  120801.        1974.29        41.9032        100.000        41.9032        41.9032        32.9707        32.9707                 NaN            NaN            NaN            NaN            NaN
  120901.        1974.59        41.9025        100.000        41.9025        41.9025        32.9950        32.9950                 NaN            NaN            NaN            NaN            NaN
  121001.        1974.89        41.9019        100.000        41.9019        41.9019        33.0194        33.0194                 NaN            NaN            NaN            NaN            NaN
  121101.        1975.19        41.9012        100.000        41.9012        41.9012        33.0437        33.0437                 NaN            NaN            NaN            NaN            NaN
  121201.        1975.49        41.9006        100.000        41.9006        41.9006        33.0681        33.0681                 NaN            NaN            NaN            NaN            NaN
  121301.        1975.79        41.8999        100.000        41.8999        41.8999        33.0924        33.0924                 NaN            NaN            NaN            NaN            NaN
  121401.        1976.09        41.8993        100.000        41.8993        41.8993        33.1168        33.1168                 NaN            NaN            NaN            NaN            NaN
  121501.        1976.39        41.8986        100.000        41.8986        41.8986        33.1411        33.1411                 NaN            NaN            NaN            NaN            NaN
  121601.        1976.69        41.8980        100.000        41.8980        41.8980        33.1655        33.1655                 NaN            NaN            NaN            NaN            NaN
  121701.        1976.99        41.8973        100.000        41.8973        41.8973        33.1898        33.1898                 NaN            NaN            NaN            NaN            NaN
  121801.        1977.29        41.8967        100.000        41.8967        41.8967        33.2128        33.2128                 NaN            NaN            NaN            NaN            NaN
  121901.        1977.59        41.8970        100.000        41.8970        41.8970        33.2131        33.2131                 NaN            NaN            NaN            NaN            NaN
  122001.        1977.88        41.8972        100.000        41.8972        41.8972        33.2134        33.2134                 NaN            NaN            NaN            NaN            NaN
  122101.        1978.18        41.8975        100.000        41.8975        41.8975        33.2137        33.2137                 NaN            NaN            NaN            NaN            NaN
  122201.        1978.47        44.4124        100.000        44.4124        44.4124        34.8166        34.8166       0.711946                 NaN            NaN            NaN            NaN
  122301.        1978.77        44.4127        100.000        44.4127        44.4127        34.8169        34.8169       0.711950                 NaN            NaN            NaN            NaN
  122401.        1979.06        44.4129        100.000        44.4129        44.4129        34.8172        34.8172       0.711954                 NaN            NaN            NaN            NaN
  122501.        1979.36        44.4132        100.000        44.4132        44.4132        34.8175        34.8175       0.711958                 NaN            NaN            NaN            NaN
  122601.        1979.65        44.4134        100.000        44.4134        44.4134        34.8178        34.8178       0.711962                 NaN            NaN            NaN            NaN
  122701.        1979.94        44.4752        100.000        44.4752        44.4752        34.8855        34.8855       0.729657                 NaN            NaN            NaN            NaN
  122801.        1980.23        44.5344        100.000        44.5344        44.5344        34.9503        34.9503       0.746619                 NaN            NaN            NaN            NaN
  122901.        1980.53        44.5936        100.000        44.5936        44.5936        35.0152        35.0152       0.763583                 NaN            NaN            NaN            NaN
  123001.        1980.82        44.6528        100.000        44.6528        44.6528        35.0800        35.0800       0.780549                 NaN            NaN            NaN            NaN
  123101.        1981.11        44.7120        100.000        44.7120        44.7120        35.1449        35.1449       0.797516                 NaN            NaN            NaN            NaN
  123201.        1981.40        44.7712        100.000        44.7712        44.7712        35.2098        35.2098       0.814486                 NaN            NaN            NaN            NaN
  123301.        1981.69        44.8305        100.000        44.8305        44.8305        35.2746        35.2746       0.831457                 NaN            NaN            NaN            NaN
  123401.        1981.98        44.8971        100.000        44.8971        44.8971        35.3519        35.3519       0.850576                 NaN            NaN            NaN            NaN
  123501.        1982.27        44.9567        100.000        44.9567        44.9567        35.4175        35.4175       0.867674                 NaN            NaN            NaN            NaN
  123601.        1982.55        45.0164        100.000        45.0164        45.0164        35.4831        35.4831       0.884774                 NaN            NaN            NaN            NaN
  123701.        1982.84        45.0761        100.000        45.0761        45.0761        35.5488        35.5488       0.901875                 NaN            NaN            NaN            NaN
  123801.        1983.13        45.1380        100.000        45.1380        45.1380        35.6181        35.6181       0.919630                 NaN            NaN            NaN            NaN
  123901.        1983.41        45.2000        100.000        45.2000        45.2000        35.6878        35.6878       0.937428                 NaN            NaN            NaN            NaN
  124001.        1983.70        45.2621        100.000        45.2621        45.2621        35.7574        35.7574       0.955229                 NaN            NaN            NaN            NaN
  124101.        1983.98        45.3242        100.000        45.3242        45.3242        35.8271        35.8271       0.973032                 NaN            NaN            NaN            NaN
  124201.        1984.27        45.3863        100.000        45.3863        45.3863        35.8968        35.8968       0.990837                 NaN            NaN            NaN            NaN
  124301.        1984.55        45.4539        100.000        45.4539        45.4539        35.9758        35.9758        1.01027                 NaN            NaN            NaN            NaN
  124401.        1984.84        45.5105        100.000        45.5105        45.5105        36.0361        36.0361        1.02645                 NaN            NaN            NaN            NaN
  124501.        1985.12        45.5726        100.000        45.5726        45.5726        36.1058        36.1058        1.04426                 NaN            NaN            NaN            NaN
  124601.        1985.40        45.6347        100.000        45.6347        45.6347        36.1755        36.1755        1.06208                 NaN            NaN            NaN            NaN
  124701.        1985.68        45.6968        100.000        45.6968        45.6968        36.2452        36.2452        1.07989                 NaN            NaN            NaN            NaN
  124801.        1985.96        45.7589        100.000        45.7589        45.7589        36.3149        36.3149        1.09771                 NaN            NaN            NaN            NaN
  124901.        1986.25        45.8211        100.000        45.8211        45.8211        36.3846        36.3846        1.11553                 NaN            NaN            NaN            NaN
  125001.        1986.53        45.9569        100.000        45.9569        45.9569        36.5707        36.5707        1.15477                 NaN            NaN            NaN            NaN
  125101.        1986.81        46.0212        100.000        46.0212        46.0212        36.6438        36.6438        1.17322                 NaN            NaN            NaN            NaN
  125201.        1987.08        46.0855        100.000        46.0855        46.0855        36.7169        36.7169        1.19167                 NaN            NaN            NaN            NaN
  125301.        1987.36        46.1498        100.000        46.1498        46.1498        36.7901        36.7901        1.21012                 NaN            NaN            NaN            NaN
  125401.        1987.64        46.2141        100.000        46.2141        46.2141        36.8632        36.8632        1.22857                 NaN            NaN            NaN            NaN
  125501.        1987.92        46.2547        100.000        46.2547        46.2547        36.8989        36.8989        1.24012                 NaN            NaN            NaN            NaN
  125601.        1988.20        46.3216        100.000        46.3216        46.3216        36.9761        36.9761        1.25934                 NaN            NaN            NaN            NaN
  125701.        1988.47        46.3700        100.000        46.3700        46.3700        37.0242        37.0242        1.27317                 NaN            NaN            NaN            NaN
  125801.        1988.75        46.4396        100.000        46.4396        46.4396        37.1056        37.1056        1.29315                 NaN            NaN            NaN            NaN
  125901.        1989.02        46.5092        100.000        46.5092        46.5092        37.1871        37.1871        1.31314                 NaN            NaN            NaN            NaN
  126001.        1989.30        46.5788        100.000        46.5788        46.5788        37.2685        37.2685        1.33313                 NaN            NaN            NaN            NaN
  126101.        1989.57        46.6484        100.000        46.6484        46.6484        37.3500        37.3500        1.35312                 NaN            NaN            NaN            NaN
  126201.        1989.85        46.7180        100.000        46.7180        46.7180        37.4315        37.4315        1.37311                 NaN            NaN            NaN            NaN
  126301.        1990.12        46.7876        100.000        46.7876        46.7876        37.5130        37.5130        1.39311                 NaN            NaN            NaN            NaN
  126401.        1990.39        46.8573        100.000        46.8573        46.8573        37.5945        37.5945        1.41311                 NaN            NaN            NaN            NaN
  126501.        1990.66        47.0137        100.000        47.0137        47.0137        37.8173        37.8173        1.45833                 NaN            NaN            NaN            NaN
  126601.        1990.94        47.0891        100.000        47.0891        47.0891        37.9082        37.9082        1.48002                 NaN            NaN            NaN            NaN
  126701.        1991.21        47.1646        100.000        47.1646        47.1646        37.9992        37.9992        1.50171                 NaN            NaN            NaN            NaN
  126801.        1991.48        47.2401        100.000        47.2401        47.2401        38.0902        38.0902        1.52340                 NaN            NaN            NaN            NaN
  126901.        1991.75        47.3156        100.000        47.3156        47.3156        38.1812        38.1812        1.54510                 NaN            NaN            NaN            NaN
  127001.        1992.02        47.3910        100.000        47.3910        47.3910        38.2722        38.2722        1.56680                 NaN            NaN            NaN            NaN
  127101.        1992.29        47.3739        100.000        47.3739        47.3739        38.2124        38.2124        1.56159                 NaN            NaN            NaN            NaN
  127201.        1992.55        47.4478        100.000        47.4478        47.4478        38.3008        38.3008        1.58282                 NaN            NaN            NaN            NaN
  127301.        1992.82        47.5217        100.000        47.5217        47.5217        38.3892        38.3892        1.60406                 NaN            NaN            NaN            NaN
  127401.        1993.09        47.5956        100.000        47.5956        47.5956        38.4776        38.4776        1.62530                 NaN            NaN            NaN            NaN
  127501.        1993.36        47.6695        100.000        47.6695        47.6695        38.5660        38.5660        1.64654                 NaN            NaN            NaN            NaN
  127601.        1993.62        47.7434        100.000        47.7434        47.7434        38.6545        38.6545        1.66779                 NaN            NaN            NaN            NaN
  127701.        1993.89        47.8174        100.000        47.8174        47.8174        38.7429        38.7429        1.68905                 NaN            NaN            NaN            NaN
  127801.        1994.15        47.8913        100.000        47.8913        47.8913        38.8314        38.8314        1.71030                 NaN            NaN            NaN            NaN
  127901.        1994.42        47.9653        100.000        47.9653        47.9653        38.9199        38.9199        1.73156                 NaN            NaN            NaN            NaN
  128001.        1994.68        48.0393        100.000        48.0393        48.0393        39.0084        39.0084        1.75283                 NaN            NaN            NaN            NaN
  128101.        1994.95        48.1133        100.000        48.1133        48.1133        39.0970        39.0970        1.77410                 NaN            NaN            NaN            NaN
  128201.        1995.21        48.1873        100.000        48.1873        48.1873        39.1855        39.1855        1.79537                 NaN            NaN            NaN            NaN
  128301.        1995.47        48.2613        100.000        48.2613        48.2613        39.2741        39.2741        1.81665                 NaN            NaN            NaN            NaN
  128401.        1995.73        48.3354        100.000        48.3354        48.3354        39.3627        39.3627        1.83793                 NaN            NaN            NaN            NaN
  128501.        1995.99        48.4094        100.000        48.4094        48.4094        39.4513        39.4513        1.85921                 NaN            NaN            NaN            NaN
  128601.        1996.25        48.4835        100.000        48.4835        48.4835        39.5399        39.5399        1.88050                 NaN            NaN            NaN            NaN
  128701.        1996.52        48.5576        100.000        48.5576        48.5576        39.6286        39.6286        1.90179                 NaN            NaN            NaN            NaN
  128801.        1996.77        48.6317        100.000        48.6317        48.6317        39.7172        39.7172        1.92309                 NaN            NaN            NaN            NaN
  128901.        1997.03        48.7058        100.000        48.7058        48.7058        39.8059        39.8059        1.94439                 NaN            NaN            NaN            NaN
  129001.        1997.29        48.7799        100.000        48.7799        48.7799        39.8946        39.8946        1.96569                 NaN            NaN            NaN            NaN
  129101.        1997.55        48.8540        100.000        48.8540        48.8540        39.9833        39.9833        1.98700                 NaN            NaN            NaN            NaN
  129201.        1997.81        48.9282        100.000        48.9282        48.9282        40.0720        40.0720        2.00831                 NaN            NaN            NaN            NaN
  129301.        1998.07        49.0077        100.000        49.0077        49.0077        40.1696        40.1696        2.03119                 NaN            NaN            NaN            NaN
  129401.        1998.32        49.0893        100.000        49.0893        49.0893        40.2703        40.2703        2.05465                 NaN            NaN            NaN            NaN
  129501.        1998.58        49.1708        100.000        49.1708        49.1708        40.3711        40.3711        2.07811                 NaN            NaN            NaN            NaN
  129601.        1998.83        49.2524        100.000        49.2524        49.2524        40.4718        40.4718        2.10158                 NaN            NaN            NaN            NaN
  129701.        1999.09        49.3339        100.000        49.3339        49.3339        40.5726        40.5726        2.12505                 NaN            NaN            NaN            NaN
  129801.        1999.34        49.4155        100.000        49.4155        49.4155        40.6734        40.6734        2.14853                 NaN            NaN            NaN            NaN
  129901.        1999.60        49.4971        100.000        49.4971        49.4971        40.7743        40.7743        2.17200                 NaN            NaN            NaN            NaN
  130001.        1999.85        49.5787        100.000        49.5787        49.5787        40.8751        40.8751        2.19548                 NaN            NaN            NaN            NaN
  130101.        2000.10        49.6604        100.000        49.6604        49.6604        40.9760        40.9760        2.21897                 NaN            NaN            NaN            NaN
  130201.        2000.36        49.7420        100.000        49.7420        49.7420        41.0768        41.0768        2.24246                 NaN            NaN            NaN            NaN
  130301.        2000.61        49.8237        100.000        49.8237        49.8237        41.1777        41.1777        2.26595                 NaN            NaN            NaN            NaN
  130401.        2000.86        49.9053        100.000        49.9053        49.9053        41.2786        41.2786        2.28945                 NaN            NaN            NaN            NaN
  130501.        2001.11        49.9870        100.000        49.9870        49.9870        41.3795        41.3795        2.31295                 NaN            NaN            NaN            NaN
  130601.        2001.36        50.0687        100.000        50.0687        50.0687        41.4805        41.4805        2.33645                 NaN            NaN            NaN            NaN
  130701.        2001.61        50.1504        100.000        50.1504        50.1504        41.5814        41.5814        2.35996                 NaN            NaN            NaN            NaN
  130801.        2001.86        50.2321        100.000        50.2321        50.2321        41.6824        41.6824        2.38347                 NaN            NaN            NaN            NaN
  130901.        2002.11        50.3138        100.000        50.3138        50.3138        41.7834        41.7834        2.40698                 NaN            NaN            NaN            NaN
  131001.        2002.36        50.3956        100.000        50.3956        50.3956        41.8844        41.8844        2.43050                 NaN            NaN            NaN            NaN
  131101.        2002.60        50.4773        100.000        50.4773        50.4773        41.9854        41.9854        2.45402                 NaN            NaN            NaN            NaN
  131201.        2002.85        50.5591        100.000        50.5591        50.5591        42.0864        42.0864        2.47755                 NaN            NaN            NaN            NaN
  131301.        2003.10        50.6409        100.000        50.6409        50.6409        42.1874        42.1874        2.50108                 NaN            NaN            NaN            NaN
  131401.        2003.34        50.7227        100.000        50.7227        50.7227        42.2885        42.2885        2.52461                 NaN            NaN            NaN            NaN
  131501.        2003.59        50.7309        100.000        50.7309        50.7309        42.2986        42.2986        2.52691                 NaN            NaN            NaN            NaN
  131601.        2003.83        50.7311        100.000        50.7311        50.7311        42.2989        42.2989        2.52692                 NaN            NaN            NaN            NaN
  131701.        2004.08        50.7314        100.000        50.7314        50.7314        42.2992        42.2992        2.52693                 NaN            NaN            NaN            NaN
  131801.        2004.32        50.7316        100.000        50.7316        50.7316        42.2995        42.2995        2.52694                 NaN            NaN            NaN            NaN
  131901.        2004.56        56.0268        100.000        56.0268        56.0268        47.9308        47.9308        7.76973        5.26685                 NaN            NaN            NaN
  132001.        2004.81        56.0271        100.000        56.0271        56.0271        47.9311        47.9311        7.76976        5.26688                 NaN            NaN            NaN
  132101.        2005.05        56.0273        100.000        56.0273        56.0273        47.9314        47.9314        7.76980        5.26690                 NaN            NaN            NaN
  132201.        2005.29        56.0276        100.000        56.0276        56.0276        47.9317        47.9317        7.76983        5.26693                 NaN            NaN            NaN
  132301.        2005.53        56.9158        100.000        56.9158        56.9158        48.8655        48.8655        8.67427        6.18590                 NaN            NaN            NaN
  132401.        2005.77        57.9150        100.000        57.9150        57.9150        49.9159        49.9159        9.69168        7.21966                 NaN            NaN            NaN
  132501.        2006.01        58.9153        100.000        58.9153        58.9153        50.9674        50.9674        10.7102        8.25460                 NaN            NaN            NaN
  132601.        2006.25        59.9167        100.000        59.9167        59.9167        52.0202        52.0202        11.7300        9.29071                 NaN            NaN            NaN
  132701.        2006.49        60.9192        100.000        60.9192        60.9192        53.0741        53.0741        12.7508        10.3280                 NaN            NaN            NaN
  132801.        2006.73        61.9229        100.000        61.9229        61.9229        54.1292        54.1292        13.7729        11.3665                 NaN            NaN            NaN
  132901.        2006.97        62.9276        100.000        62.9276        62.9276        55.1854        55.1854        14.7960        12.4061                 NaN            NaN            NaN
  133001.        2007.21        63.9335        100.000        63.9335        63.9335        56.2429        56.2429        15.8204        13.4469                 NaN            NaN            NaN
  133101.        2007.44        65.1342        100.000        65.1342        65.1342        57.4968        57.4968        17.0376        14.6815                 NaN            NaN            NaN
  133201.        2007.68        66.2712        100.000        66.2712        66.2712        58.6867        58.6867        18.1920        15.8530                 NaN            NaN            NaN
  133301.        2007.92        67.9137        100.000        67.9137        67.9137        60.3860        60.3860        19.8460        17.5262                 NaN            NaN            NaN
  133401.        2008.15        69.1986        100.000        69.1986        69.1986        61.7249        61.7249        21.1466        18.8444                 NaN            NaN            NaN
  133501.        2008.39        69.9400        100.000        69.9400        69.9400        62.5165        62.5165        21.9104        19.6241                 NaN            NaN            NaN
  133601.        2008.62        71.1674        100.000        71.1674        71.1674        63.7976        63.7976        23.1544        20.8856                 NaN            NaN            NaN
  133701.        2008.86        72.3962        100.000        72.3962        72.3962        65.0804        65.0804        24.3999        22.1488                 NaN            NaN            NaN
  133801.        2009.09        73.6267        100.000        73.6267        73.6267        66.3648        66.3648        25.6471        23.4136                 NaN            NaN            NaN
  133901.        2009.32        74.8587        100.000        74.8587        74.8587        67.6509        67.6509        26.8958        24.6800                 NaN            NaN            NaN
  134001.        2009.56        76.0923        100.000        76.0923        76.0923        68.9386        68.9386        28.1461        25.9480                 NaN            NaN            NaN
  134101.        2009.79        77.4141        100.000        77.4141        77.4141        70.3146        70.3146        29.4823        27.3017                 NaN            NaN            NaN
  134201.        2010.02        78.6605        100.000        78.6605        78.6605        71.6153        71.6153        30.7453        28.5824                 NaN            NaN            NaN
  134301.        2010.25        83.1165        100.000        83.1165        83.1165        76.2916        76.2916        35.2799        33.1884                 NaN            NaN            NaN
  134401.        2010.48        80.6947        100.000        80.6947        80.6947        73.7550        73.7550        32.8190        30.6903                 NaN            NaN            NaN
  134501.        2010.71        83.1176        100.000        83.1176        83.1176        76.2414        76.2414        35.2446        33.1378                 NaN            NaN            NaN
  134601.        2010.94        83.5983        100.000        83.5983        83.5983        76.7705        76.7705        35.7506        33.6586                 NaN            NaN            NaN
  134701.        2011.17        85.2810        100.000        85.2810        85.2810        78.5110        78.5110        37.4447        35.3720                 NaN            NaN            NaN
  134801.        2011.40        85.7417        100.000        85.7417        85.7417        79.0204        79.0204        37.9321        35.8746                 NaN            NaN            NaN
  134901.        2011.62        87.1623        100.000        87.1623        87.1623        80.4970        80.4970        39.3675        37.3284                 NaN            NaN            NaN
  135001.        2011.85        88.5851        100.000        88.5851        88.5851        81.9759        81.9759        40.8051        38.7845                 NaN            NaN            NaN
  135101.        2012.08        90.0101        100.000        90.0101        90.0101        83.4571        83.4571        42.2449        40.2428                 NaN            NaN            NaN
  135201.        2012.30        91.4372        100.000        91.4372        91.4372        84.9405        84.9405        43.6869        41.7034                 NaN            NaN            NaN
  135301.        2012.53        92.8666        100.000        92.8666        92.8666        86.4262        86.4262        45.1312        43.1662                 NaN            NaN            NaN
  135401.        2012.76        94.2980        100.000        94.2980        94.2980        87.9141        87.9141        46.5776        44.6312                 NaN            NaN            NaN
  135501.        2012.98        94.5291        100.000        94.5291        94.5291        88.1543        88.1543        46.8111        44.8677                 NaN            NaN            NaN
  135601.        2013.20        94.5292        100.000        94.5292        94.5292        88.1545        88.1545        46.8111        44.8677                 NaN            NaN            NaN
  135701.        2013.43        94.5292        100.000        94.5292        94.5292        88.1546        88.1546        46.8111        44.8677                 NaN            NaN            NaN
  135801.        2013.65        94.5293        100.000        94.5293        94.5293        88.1547        88.1547        46.8111        44.8678                 NaN            NaN            NaN
  135901.        2013.87        100.000        100.000        100.000        100.000        94.0429        94.0429        52.2662        50.3607                 NaN            NaN            NaN
  136001.        2014.10        100.000        100.000        100.000        100.000        94.0430        94.0430        52.2662        50.3607                 NaN            NaN            NaN
  136101.        2014.32        100.000        100.000        100.000        100.000        94.0430        94.0430        52.2662        50.3607                 NaN            NaN            NaN
  136201.        2014.54        100.000        100.000        100.000        100.000        94.0431        94.0431        52.2662        50.3607                 NaN            NaN            NaN
  136301.        2014.76        100.000        100.000        100.000        100.000        94.0937        94.0937        52.2507        50.3382                 NaN            NaN            NaN
  136401.        2014.98        100.000        100.000        100.000        100.000        94.1549        94.1549        52.2321        50.3110                 NaN            NaN            NaN
  136501.        2015.20        100.000        100.000        100.000        100.000        94.2161        94.2161        52.2134        50.2839                 NaN            NaN            NaN
  136601.        2015.42        100.000        100.000        100.000        100.000        94.2773        94.2773        52.1947        50.2567                 NaN            NaN            NaN
  136701.        2015.64        100.000        100.000        100.000        100.000        94.3385        94.3385        52.1761        50.2295                 NaN            NaN            NaN
  136801.        2015.85        100.000        100.000        100.000        100.000        94.3998        94.3998        52.1574        50.2023                 NaN            NaN            NaN
  136901.        2016.07        100.000        100.000        100.000        100.000        94.4610        94.4610        52.1387        50.1751                 NaN            NaN            NaN
  137001.        2016.29        100.000        100.000        100.000        100.000        94.5222        94.5222        52.1200        50.1479                 NaN            NaN            NaN
  137101.        2016.51        100.000        100.000        100.000        100.000        94.5834        94.5834        52.1014        50.1206                 NaN            NaN            NaN
  137201.        2016.72        100.000        100.000        100.000        100.000        94.6447        94.6447        52.0827        50.0934                 NaN            NaN            NaN
  137301.        2016.94        100.000        100.000        100.000        100.000        94.7059        94.7059        52.0640        50.0662                 NaN            NaN            NaN
  137401.        2017.15        100.000        100.000        100.000        100.000        94.7672        94.7672        52.0453        50.0390                 NaN            NaN            NaN
  137501.        2017.37        100.000        100.000        100.000        100.000        94.8284        94.8284        52.0266        50.0118                 NaN            NaN            NaN
  137601.        2017.58        100.000        100.000        100.000        100.000        94.8897        94.8897        52.0079        49.9846                 NaN            NaN            NaN
  137701.        2017.79        100.000        100.000        100.000        100.000        94.9509        94.9509        51.9892        49.9573                 NaN            NaN            NaN
  137801.        2018.01        100.000        100.000        100.000        100.000        95.0122        95.0122        51.9705        49.9301                 NaN            NaN            NaN
  137901.        2018.22        100.000        100.000        100.000        100.000        95.0735        95.0735        51.9518        49.9029                 NaN            NaN            NaN
  138001.        2018.43        100.000        100.000        100.000        100.000        95.1348        95.1348        51.9331        49.8756                 NaN            NaN            NaN
  138101.        2018.64        100.000        100.000        100.000        100.000        95.1960        95.1960        51.9144        49.8484                 NaN            NaN            NaN
  138201.        2018.85        100.000        100.000        100.000        100.000        95.2573        95.2573        51.8957        49.8212                 NaN            NaN            NaN
  138301.        2019.07        100.000        100.000        100.000        100.000        95.3186        95.3186        51.8770        49.7939                 NaN            NaN            NaN
  138401.        2019.28        100.000        100.000        100.000        100.000        95.3799        95.3799        51.8583        49.7667                 NaN            NaN            NaN
