|6.6.6
mars_ma79_3.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           Pl             O              Opx            Cpx            Sp             Gt             Wus            Wad            Ring           ca-pv          Pv            
  1.00000        1240.11        35.8182        100.000        14.8353        7.37314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  101.000        1240.92        35.8236        100.000        14.8602        7.38855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  201.000        1241.73        35.8290        100.000        14.8851        7.40396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  301.000        1242.53        35.8345        100.000        14.9099        7.41937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  401.000        1243.34        35.8399        100.000        14.9348        7.43478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  501.000        1244.15        35.8453        100.000        14.9597        7.45020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  601.000        1244.96        35.8508        100.000        14.9845        7.46561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  701.000        1245.77        35.8571        100.000        15.0096        7.48092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  801.000        1246.58        35.8628        100.000        15.0347        7.49668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  901.000        1247.38        35.8671        100.000        15.0591        7.51186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1001.00        1248.19        35.8726        100.000        15.0840        7.52728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1101.00        1249.00        35.8780        100.000        15.1089        7.54270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.00        1249.81        35.8835        100.000        15.1337        7.55812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1301.00        1250.62        35.8889        100.000        15.1586        7.57354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        1251.42        35.8944        100.000        15.1835        7.58896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.00        1252.23        35.8999        100.000        15.2084        7.60438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.00        1253.04        35.9053        100.000        15.2333        7.61981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.00        1253.85        35.9108        100.000        15.2581        7.63523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.00        1254.66        35.9163        100.000        15.2830        7.65066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1901.00        1255.46        35.9217        100.000        15.3079        7.66609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2001.00        1256.27        35.9272        100.000        15.3328        7.68152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2101.00        1257.08        35.9327        100.000        15.3577        7.69695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2201.00        1257.89        35.9382        100.000        15.3826        7.71238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2301.00        1258.69        35.9437        100.000        15.4075        7.72781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2401.00        1259.50        35.9492        100.000        15.4324        7.74324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2501.00        1260.31        35.9547        100.000        15.4573        7.75868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2601.00        1261.12        35.9601        100.000        15.4822        7.77411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        1261.92        35.9656        100.000        15.5070        7.78955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        1262.73        35.9711        100.000        15.5319        7.80498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        1263.54        35.9984        100.000        15.6409        7.86966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        1264.35        36.0008        100.000        15.6539        7.87812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        1265.15        36.0032        100.000        15.6669        7.88658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3201.00        1265.96        36.0057        100.000        15.6799        7.89504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3301.00        1266.77        36.0081        100.000        15.6928        7.90351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        1267.57        36.0105        100.000        15.7058        7.91197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        1268.38        36.0130        100.000        15.7188        7.92044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        1269.19        36.0154        100.000        15.7318        7.92890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        1269.99        36.1954        100.000        16.4345        8.36173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        1270.80        36.1945        100.000        16.4344        8.36178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        1271.61        36.1936        100.000        16.4343        8.36183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        1272.41        36.1927        100.000        16.4342        8.36188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        1273.22        36.0887        100.000        16.0325        8.10934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        1274.02        36.1035        100.000        16.0932        8.14575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        1274.83        36.1183        100.000        16.1538        8.18216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        1275.64        36.1331        100.000        16.2145        8.21857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        1276.44        36.1479        100.000        16.2752        8.25499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        1277.25        36.1627        100.000        16.3359        8.29141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        1278.05        36.1775        100.000        16.3966        8.32784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        1278.86        36.1856        100.000        16.4334        8.36226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        1279.67        36.1847        100.000        16.4333        8.36230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        1280.47        36.1838        100.000        16.4332        8.36235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        1281.28        36.1676        100.000        16.3721        8.31690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        1282.08        36.1778        100.000        16.4150        8.34284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        1282.89        36.1880        100.000        16.4578        8.36879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        1283.69        36.1983        100.000        16.5006        8.39474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        1284.50        36.2085        100.000        16.5434        8.42069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        1285.30        36.2187        100.000        16.5863        8.44664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        1286.11        36.2289        100.000        16.6291        8.47260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        1286.91        36.2391        100.000        16.6719        8.49855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        1287.72        36.2494        100.000        16.7147        8.52451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        1288.52        36.2596        100.000        16.7576        8.55047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        1289.33        36.2890        100.000        16.8743        8.61975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        1290.13        36.2968        100.000        16.9078        8.64025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        1290.94        36.3046        100.000        16.9413        8.66074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        1291.74        36.3125        100.000        16.9748        8.68124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        1292.54        36.3203        100.000        17.0084        8.70174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        1293.35        36.3281        100.000        17.0419        8.72224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        1294.15        36.3360        100.000        17.0754        8.74274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        1294.96        36.3438        100.000        17.1089        8.76324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        1295.76        36.3517        100.000        17.1424        8.78375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        1296.56        36.3595        100.000        17.1760        8.80426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        1297.37        36.3674        100.000        17.2095        8.82477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        1298.17        36.3752        100.000        17.2430        8.84528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        1298.97        36.3831        100.000        17.2766        8.86579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        1299.78        36.3909        100.000        17.3101        8.88631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        1300.58        36.3533        100.000        17.1686        8.80417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        1301.38        36.3701        100.000        17.2362        8.84470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        1302.19        36.3868        100.000        17.3039        8.88523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        1302.99        36.4035        100.000        17.3716        8.92577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        1303.79        36.4203        100.000        17.4393        8.96632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        1304.59        36.4370        100.000        17.5070        9.00688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        1305.40        36.4384        100.000        17.5156        9.01210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        1306.20        36.4376        100.000        17.5155        9.01215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        1307.00        36.4368        100.000        17.5154        9.01220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        1307.80        36.4360        100.000        17.5153        9.01224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        1308.61        49.8387        100.000        49.8387        29.1701        6.16025                 NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        1309.41        49.8384        100.000        49.8384        29.1702        6.16043                 NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        1310.21        49.8380        100.000        49.8380        29.1704        6.16062                 NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        1311.01        49.8377        100.000        49.8377        29.1706        6.16081                 NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        1311.81        49.8332        100.000        49.8332        29.1705        6.15716                 NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        1312.61        49.8280        100.000        49.8280        29.1706        6.15289                 NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        1313.41        49.8227        100.000        49.8227        29.1706        6.14861                 NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        1314.22        49.8175        100.000        49.8175        29.1706        6.14434                 NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        1315.02        49.8123        100.000        49.8123        29.1706        6.14006                 NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        1315.82        49.8071        100.000        49.8071        29.1706        6.13579                 NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        1316.62        49.8019        100.000        49.8019        29.1706        6.13151                 NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        1317.42        49.7966        100.000        49.7966        29.1706        6.12724                 NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        1318.22        49.7914        100.000        49.7914        29.1706        6.12296                 NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        1319.02        49.7862        100.000        49.7862        29.1706        6.11868                 NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        1319.82        49.7810        100.000        49.7810        29.1706        6.11440                 NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        1320.62        49.7758        100.000        49.7758        29.1706        6.11013                 NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        1321.42        49.7705        100.000        49.7705        29.1704        6.10583                 NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        1322.22        49.7653        100.000        49.7653        29.1704        6.10155                 NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        1323.02        49.7601        100.000        49.7601        29.1704        6.09727                 NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        1323.82        49.7549        100.000        49.7549        29.1704        6.09299                 NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        1324.62        49.7497        100.000        49.7497        29.1704        6.08871                 NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        1325.42        49.7444        100.000        49.7444        29.1704        6.08443                 NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        1326.22        49.7392        100.000        49.7392        29.1704        6.08015                 NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        1327.02        49.7340        100.000        49.7340        29.1704        6.07587                 NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        1327.81        49.7288        100.000        49.7288        29.1704        6.07159                 NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        1328.61        49.7236        100.000        49.7236        29.1704        6.06730                 NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        1329.41        49.7184        100.000        49.7184        29.1703        6.06302                 NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        1330.21        49.7132        100.000        49.7132        29.1703        6.05874                 NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        1331.01        49.7080        100.000        49.7080        29.1703        6.05446                 NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        1331.81        49.7028        100.000        49.7028        29.1704        6.05018                 NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        1332.60        49.6976        100.000        49.6976        29.1704        6.04591                 NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        1333.40        49.6924        100.000        49.6924        29.1704        6.04162                 NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        1334.20        49.6872        100.000        49.6872        29.1704        6.03734                 NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        1335.00        49.6819        100.000        49.6819        29.1703        6.03304                 NaN            NaN            NaN            NaN            NaN            NaN
  11901.0        1335.79        49.6767        100.000        49.6767        29.1703        6.02876                 NaN            NaN            NaN            NaN            NaN            NaN
  12001.0        1336.59        49.6715        100.000        49.6715        29.1703        6.02448                 NaN            NaN            NaN            NaN            NaN            NaN
  12101.0        1337.39        49.6663        100.000        49.6663        29.1703        6.02019                 NaN            NaN            NaN            NaN            NaN            NaN
  12201.0        1338.18        49.6611        100.000        49.6611        29.1704        6.01592                 NaN            NaN            NaN            NaN            NaN            NaN
  12301.0        1338.98        49.6559        100.000        49.6559        29.1703        6.01162                 NaN            NaN            NaN            NaN            NaN            NaN
  12401.0        1339.78        49.6507        100.000        49.6507        29.1703        6.00734                 NaN            NaN            NaN            NaN            NaN            NaN
  12501.0        1340.57        49.6455        100.000        49.6455        29.1703        6.00305                 NaN            NaN            NaN            NaN            NaN            NaN
  12601.0        1341.37        49.6403        100.000        49.6403        29.1703        5.99877                 NaN            NaN            NaN            NaN            NaN            NaN
  12701.0        1342.17        49.6351        100.000        49.6351        29.1703        5.99448                 NaN            NaN            NaN            NaN            NaN            NaN
  12801.0        1342.96        49.6299        100.000        49.6299        29.1703        5.99019                 NaN            NaN            NaN            NaN            NaN            NaN
  12901.0        1343.76        49.6286        100.000        49.6286        29.1704        5.98946                 NaN            NaN            NaN            NaN            NaN            NaN
  13001.0        1344.55        49.6283        100.000        49.6283        29.1706        5.98963                 NaN            NaN            NaN            NaN            NaN            NaN
  13101.0        1345.35        49.6280        100.000        49.6280        29.1707        5.98981                 NaN            NaN            NaN            NaN            NaN            NaN
  13201.0        1346.14        49.6277        100.000        49.6277        29.1708        5.98999                 NaN            NaN            NaN            NaN            NaN            NaN
  13301.0        1346.94        42.0858        100.000        42.0858        40.6807        22.0618        22.0618                 NaN            NaN            NaN            NaN            NaN
  13401.0        1347.73        42.0859        100.000        42.0859        40.6809        22.0621        22.0621                 NaN            NaN            NaN            NaN            NaN
  13501.0        1348.53        42.0861        100.000        42.0861        40.6810        22.0625        22.0625                 NaN            NaN            NaN            NaN            NaN
  13601.0        1349.32        42.0862        100.000        42.0862        40.6812        22.0629        22.0629                 NaN            NaN            NaN            NaN            NaN
  13701.0        1350.12        42.0851        100.000        42.0851        40.7072        22.0900        22.0900                 NaN            NaN            NaN            NaN            NaN
  13801.0        1350.91        42.0837        100.000        42.0837        40.7404        22.1247        22.1247                 NaN            NaN            NaN            NaN            NaN
  13901.0        1351.71        42.0822        100.000        42.0822        40.7735        22.1593        22.1593                 NaN            NaN            NaN            NaN            NaN
  14001.0        1352.50        42.0815        100.000        42.0815        40.7940        22.1772        22.1772                 NaN            NaN            NaN            NaN            NaN
  14101.0        1353.29        42.0793        100.000        42.0793        40.8398        22.2286        22.2286                 NaN            NaN            NaN            NaN            NaN
  14201.0        1354.09        42.0779        100.000        42.0779        40.8730        22.2633        22.2633                 NaN            NaN            NaN            NaN            NaN
  14301.0        1354.88        42.0764        100.000        42.0764        40.9061        22.2980        22.2980                 NaN            NaN            NaN            NaN            NaN
  14401.0        1355.67        42.0750        100.000        42.0750        40.9393        22.3326        22.3326                 NaN            NaN            NaN            NaN            NaN
  14501.0        1356.47        42.0746        100.000        42.0746        40.9545        22.3434        22.3434                 NaN            NaN            NaN            NaN            NaN
  14601.0        1357.26        42.0733        100.000        42.0733        40.9863        22.3763        22.3763                 NaN            NaN            NaN            NaN            NaN
  14701.0        1358.05        42.0726        100.000        42.0726        41.0067        22.3940        22.3940                 NaN            NaN            NaN            NaN            NaN
  14801.0        1358.85        42.0712        100.000        42.0712        41.0390        22.4275        22.4275                 NaN            NaN            NaN            NaN            NaN
  14901.0        1359.64        42.0696        100.000        42.0696        41.0762        22.4676        22.4676                 NaN            NaN            NaN            NaN            NaN
  15001.0        1360.43        42.0683        100.000        42.0683        41.1065        22.4983        22.4983                 NaN            NaN            NaN            NaN            NaN
  15101.0        1361.22        42.0671        100.000        42.0671        41.1367        22.5291        22.5291                 NaN            NaN            NaN            NaN            NaN
  15201.0        1362.01        42.0660        100.000        42.0660        41.1632        22.5549        22.5549                 NaN            NaN            NaN            NaN            NaN
  15301.0        1362.81        42.0652        100.000        42.0652        41.1872        22.5774        22.5774                 NaN            NaN            NaN            NaN            NaN
  15401.0        1363.60        42.0640        100.000        42.0640        41.2166        22.6071        22.6071                 NaN            NaN            NaN            NaN            NaN
  15501.0        1364.39        42.0630        100.000        42.0630        41.2427        22.6324        22.6324                 NaN            NaN            NaN            NaN            NaN
  15601.0        1365.18        42.0614        100.000        42.0614        41.2783        22.6703        22.6703                 NaN            NaN            NaN            NaN            NaN
  15701.0        1365.97        42.0616        100.000        42.0616        41.2841        22.6683        22.6683                 NaN            NaN            NaN            NaN            NaN
  15801.0        1366.76        42.0607        100.000        42.0607        41.3083        22.6909        22.6909                 NaN            NaN            NaN            NaN            NaN
  15901.0        1367.55        42.0599        100.000        42.0599        41.3324        22.7136        22.7136                 NaN            NaN            NaN            NaN            NaN
  16001.0        1368.34        42.0590        100.000        42.0590        41.3566        22.7362        22.7362                 NaN            NaN            NaN            NaN            NaN
  16101.0        1369.13        42.0581        100.000        42.0581        41.3808        22.7589        22.7589                 NaN            NaN            NaN            NaN            NaN
  16201.0        1369.92        42.0572        100.000        42.0572        41.4049        22.7816        22.7816                 NaN            NaN            NaN            NaN            NaN
  16301.0        1370.71        42.0569        100.000        42.0569        41.4199        22.7934        22.7934                 NaN            NaN            NaN            NaN            NaN
  16401.0        1371.50        42.0560        100.000        42.0560        41.4432        22.8151        22.8151                 NaN            NaN            NaN            NaN            NaN
  16501.0        1372.29        42.0544        100.000        42.0544        41.4816        22.8552        22.8552                 NaN            NaN            NaN            NaN            NaN
  16601.0        1373.08        42.0519        100.000        42.0519        41.5321        22.9131        22.9131                 NaN            NaN            NaN            NaN            NaN
  16701.0        1373.87        42.0511        100.000        42.0511        41.5554        22.9347        22.9347                 NaN            NaN            NaN            NaN            NaN
  16801.0        1374.66        42.0503        100.000        42.0503        41.5787        22.9562        22.9562                 NaN            NaN            NaN            NaN            NaN
  16901.0        1375.45        42.0495        100.000        42.0495        41.6021        22.9777        22.9777                 NaN            NaN            NaN            NaN            NaN
  17001.0        1376.23        42.0487        100.000        42.0487        41.6254        22.9992        22.9992                 NaN            NaN            NaN            NaN            NaN
  17101.0        1377.02        42.0479        100.000        42.0479        41.6487        23.0208        23.0208                 NaN            NaN            NaN            NaN            NaN
  17201.0        1377.81        42.0471        100.000        42.0471        41.6720        23.0423        23.0423                 NaN            NaN            NaN            NaN            NaN
  17301.0        1378.60        42.0472        100.000        42.0472        41.6787        23.0418        23.0418                 NaN            NaN            NaN            NaN            NaN
  17401.0        1379.39        42.0432        100.000        42.0432        41.7715        23.1336        23.1336                 NaN            NaN            NaN            NaN            NaN
  17501.0        1380.17        42.0457        100.000        42.0457        41.7233        23.0832        23.0832                 NaN            NaN            NaN            NaN            NaN
  17601.0        1380.96        42.0444        100.000        42.0444        41.7539        23.1150        23.1150                 NaN            NaN            NaN            NaN            NaN
  17701.0        1381.75        42.0431        100.000        42.0431        41.7866        23.1475        23.1475                 NaN            NaN            NaN            NaN            NaN
  17801.0        1382.53        42.0425        100.000        42.0425        41.8070        23.1656        23.1656                 NaN            NaN            NaN            NaN            NaN
  17901.0        1383.32        42.0418        100.000        42.0418        41.8274        23.1837        23.1837                 NaN            NaN            NaN            NaN            NaN
  18001.0        1384.11        42.0412        100.000        42.0412        41.8478        23.2018        23.2018                 NaN            NaN            NaN            NaN            NaN
  18101.0        1384.89        42.0406        100.000        42.0406        41.8683        23.2199        23.2199                 NaN            NaN            NaN            NaN            NaN
  18201.0        1385.68        42.0399        100.000        42.0399        41.8887        23.2381        23.2381                 NaN            NaN            NaN            NaN            NaN
  18301.0        1386.46        42.0393        100.000        42.0393        41.9091        23.2562        23.2562                 NaN            NaN            NaN            NaN            NaN
  18401.0        1387.25        42.0386        100.000        42.0386        41.9295        23.2743        23.2743                 NaN            NaN            NaN            NaN            NaN
  18501.0        1388.04        42.0386        100.000        42.0386        41.9357        23.2799        23.2799                 NaN            NaN            NaN            NaN            NaN
  18601.0        1388.82        42.0387        100.000        42.0387        41.9358        23.2802        23.2802                 NaN            NaN            NaN            NaN            NaN
  18701.0        1389.61        42.0389        100.000        42.0389        41.9360        23.2806        23.2806                 NaN            NaN            NaN            NaN            NaN
  18801.0        1390.39        42.0391        100.000        42.0391        41.9362        23.2810        23.2810                 NaN            NaN            NaN            NaN            NaN
  18901.0        1391.17        42.0344        100.000        42.0344        42.0344        23.3898        23.3898                 NaN            NaN            NaN            NaN            NaN
  19001.0        1391.96        42.0346        100.000        42.0346        42.0346        23.3901        23.3901                 NaN            NaN            NaN            NaN            NaN
  19101.0        1392.74        42.0348        100.000        42.0348        42.0348        23.3905        23.3905                 NaN            NaN            NaN            NaN            NaN
  19201.0        1393.53        42.0350        100.000        42.0350        42.0350        23.3908        23.3908                 NaN            NaN            NaN            NaN            NaN
  19301.0        1394.31        42.0352        100.000        42.0352        42.0352        23.3912        23.3912                 NaN            NaN            NaN            NaN            NaN
  19401.0        1395.09        42.0348        100.000        42.0348        42.0348        23.4048        23.4048                 NaN            NaN            NaN            NaN            NaN
  19501.0        1395.88        42.0347        100.000        42.0347        42.0347        23.4130        23.4130                 NaN            NaN            NaN            NaN            NaN
  19601.0        1396.66        42.0346        100.000        42.0346        42.0346        23.4212        23.4212                 NaN            NaN            NaN            NaN            NaN
  19701.0        1397.44        42.0345        100.000        42.0345        42.0345        23.4294        23.4294                 NaN            NaN            NaN            NaN            NaN
  19801.0        1398.22        42.0344        100.000        42.0344        42.0344        23.4376        23.4376                 NaN            NaN            NaN            NaN            NaN
  19901.0        1399.01        42.0343        100.000        42.0343        42.0343        23.4458        23.4458                 NaN            NaN            NaN            NaN            NaN
  20001.0        1399.79        42.0341        100.000        42.0341        42.0341        23.4540        23.4540                 NaN            NaN            NaN            NaN            NaN
  20101.0        1400.57        42.0340        100.000        42.0340        42.0340        23.4622        23.4622                 NaN            NaN            NaN            NaN            NaN
  20201.0        1401.35        42.0339        100.000        42.0339        42.0339        23.4704        23.4704                 NaN            NaN            NaN            NaN            NaN
  20301.0        1402.13        42.0338        100.000        42.0338        42.0338        23.4785        23.4785                 NaN            NaN            NaN            NaN            NaN
  20401.0        1402.91        42.0337        100.000        42.0337        42.0337        23.4867        23.4867                 NaN            NaN            NaN            NaN            NaN
  20501.0        1403.70        42.0336        100.000        42.0336        42.0336        23.4949        23.4949                 NaN            NaN            NaN            NaN            NaN
  20601.0        1404.48        42.0334        100.000        42.0334        42.0334        23.5031        23.5031                 NaN            NaN            NaN            NaN            NaN
  20701.0        1405.26        42.0333        100.000        42.0333        42.0333        23.5113        23.5113                 NaN            NaN            NaN            NaN            NaN
  20801.0        1406.04        42.0332        100.000        42.0332        42.0332        23.5195        23.5195                 NaN            NaN            NaN            NaN            NaN
  20901.0        1406.82        42.0331        100.000        42.0331        42.0331        23.5277        23.5277                 NaN            NaN            NaN            NaN            NaN
  21001.0        1407.60        42.0330        100.000        42.0330        42.0330        23.5359        23.5359                 NaN            NaN            NaN            NaN            NaN
  21101.0        1408.38        42.0329        100.000        42.0329        42.0329        23.5441        23.5441                 NaN            NaN            NaN            NaN            NaN
  21201.0        1409.16        42.0328        100.000        42.0328        42.0328        23.5523        23.5523                 NaN            NaN            NaN            NaN            NaN
  21301.0        1409.93        42.0326        100.000        42.0326        42.0326        23.5605        23.5605                 NaN            NaN            NaN            NaN            NaN
  21401.0        1410.71        42.0325        100.000        42.0325        42.0325        23.5687        23.5687                 NaN            NaN            NaN            NaN            NaN
  21501.0        1411.49        42.0324        100.000        42.0324        42.0324        23.5768        23.5768                 NaN            NaN            NaN            NaN            NaN
  21601.0        1412.27        42.0323        100.000        42.0323        42.0323        23.5850        23.5850                 NaN            NaN            NaN            NaN            NaN
  21701.0        1413.05        42.0322        100.000        42.0322        42.0322        23.5932        23.5932                 NaN            NaN            NaN            NaN            NaN
  21801.0        1413.83        42.0321        100.000        42.0321        42.0321        23.6014        23.6014                 NaN            NaN            NaN            NaN            NaN
  21901.0        1414.60        42.0320        100.000        42.0320        42.0320        23.6096        23.6096                 NaN            NaN            NaN            NaN            NaN
  22001.0        1415.38        42.0319        100.000        42.0319        42.0319        23.6178        23.6178                 NaN            NaN            NaN            NaN            NaN
  22101.0        1416.16        42.0317        100.000        42.0317        42.0317        23.6260        23.6260                 NaN            NaN            NaN            NaN            NaN
  22201.0        1416.93        42.0316        100.000        42.0316        42.0316        23.6342        23.6342                 NaN            NaN            NaN            NaN            NaN
  22301.0        1417.71        42.0315        100.000        42.0315        42.0315        23.6424        23.6424                 NaN            NaN            NaN            NaN            NaN
  22401.0        1418.49        42.0314        100.000        42.0314        42.0314        23.6506        23.6506                 NaN            NaN            NaN            NaN            NaN
  22501.0        1419.26        42.0313        100.000        42.0313        42.0313        23.6588        23.6588                 NaN            NaN            NaN            NaN            NaN
  22601.0        1420.04        42.0312        100.000        42.0312        42.0312        23.6670        23.6670                 NaN            NaN            NaN            NaN            NaN
  22701.0        1420.82        42.0311        100.000        42.0311        42.0311        23.6752        23.6752                 NaN            NaN            NaN            NaN            NaN
  22801.0        1421.59        42.0310        100.000        42.0310        42.0310        23.6834        23.6834                 NaN            NaN            NaN            NaN            NaN
  22901.0        1422.37        42.0309        100.000        42.0309        42.0309        23.6916        23.6916                 NaN            NaN            NaN            NaN            NaN
