|6.6.6
mars_t13_2.tab                                                                                      
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          14
P(bar)         T(K)           Pl             O              Opx            Cpx            Sp             Gt             Wad            C2/c           Ring           ca-pv          Wus            Pv            
  41201.0        1559.26                 NaN   56.7464        21.2679        14.6176                 NaN   7.36819                 NaN            NaN            NaN            NaN            NaN            NaN
  41301.0        1559.97                 NaN   56.7419        21.3916        14.6210                 NaN   7.24540                 NaN            NaN            NaN            NaN            NaN            NaN
  41401.0        1560.69                 NaN   56.7424        21.3802        14.6240                 NaN   7.25338                 NaN            NaN            NaN            NaN            NaN            NaN
  41501.0        1561.41                 NaN   56.7429        21.3688        14.6269                 NaN   7.26136                 NaN            NaN            NaN            NaN            NaN            NaN
  41601.0        1562.12                 NaN   56.7434        21.3574        14.6299                 NaN   7.26935                 NaN            NaN            NaN            NaN            NaN            NaN
  41701.0        1562.84                 NaN   56.7439        21.3460        14.6328                 NaN   7.27733                 NaN            NaN            NaN            NaN            NaN            NaN
  41801.0        1563.55                 NaN   56.7443        21.3346        14.6357                 NaN   7.28531                 NaN            NaN            NaN            NaN            NaN            NaN
  41901.0        1564.27                 NaN   56.7448        21.3232        14.6387                 NaN   7.29330                 NaN            NaN            NaN            NaN            NaN            NaN
  42001.0        1564.98                 NaN   56.7453        21.3118        14.6416                 NaN   7.30128                 NaN            NaN            NaN            NaN            NaN            NaN
  42101.0        1565.69                 NaN   56.7458        21.3004        14.6445                 NaN   7.30926                 NaN            NaN            NaN            NaN            NaN            NaN
  42201.0        1566.41                 NaN   56.7462        21.2891        14.6475                 NaN   7.31725                 NaN            NaN            NaN            NaN            NaN            NaN
  42301.0        1567.12                 NaN   56.7467        21.2777        14.6504                 NaN   7.32523                 NaN            NaN            NaN            NaN            NaN            NaN
  42401.0        1567.83                 NaN   56.7472        21.2663        14.6533                 NaN   7.33322                 NaN            NaN            NaN            NaN            NaN            NaN
  42501.0        1568.55                 NaN   56.7477        21.2549        14.6563                 NaN   7.34120                 NaN            NaN            NaN            NaN            NaN            NaN
  42601.0        1569.26                 NaN   56.7481        21.2435        14.6592                 NaN   7.34919                 NaN            NaN            NaN            NaN            NaN            NaN
  42701.0        1569.97                 NaN   56.7486        21.2321        14.6621                 NaN   7.35717                 NaN            NaN            NaN            NaN            NaN            NaN
  42801.0        1570.68                 NaN   56.7491        21.2207        14.6651                 NaN   7.36516                 NaN            NaN            NaN            NaN            NaN            NaN
  42901.0        1571.39                 NaN   56.7495        21.2093        14.6680                 NaN   7.37315                 NaN            NaN            NaN            NaN            NaN            NaN
  43001.0        1572.10                 NaN   56.7500        21.1979        14.6709                 NaN   7.38113                 NaN            NaN            NaN            NaN            NaN            NaN
  43101.0        1572.81                 NaN   56.7505        21.1865        14.6739                 NaN   7.38912                 NaN            NaN            NaN            NaN            NaN            NaN
  43201.0        1573.52                 NaN   56.7510        21.1751        14.6768                 NaN   7.39711                 NaN            NaN            NaN            NaN            NaN            NaN
  43301.0        1574.23                 NaN   56.7514        21.1638        14.6797                 NaN   7.40509                 NaN            NaN            NaN            NaN            NaN            NaN
  43401.0        1574.94                 NaN   56.7519        21.1524        14.6827                 NaN   7.41308                 NaN            NaN            NaN            NaN            NaN            NaN
  43501.0        1575.65                 NaN   56.7524        21.1410        14.6856                 NaN   7.42107                 NaN            NaN            NaN            NaN            NaN            NaN
  43601.0        1576.35                 NaN   56.7528        21.1296        14.6885                 NaN   7.42906                 NaN            NaN            NaN            NaN            NaN            NaN
  43701.0        1577.06                 NaN   56.7533        21.1182        14.6915                 NaN   7.43705                 NaN            NaN            NaN            NaN            NaN            NaN
  43801.0        1577.77                 NaN   56.7537        21.1068        14.6944                 NaN   7.44503                 NaN            NaN            NaN            NaN            NaN            NaN
  43901.0        1578.48                 NaN   56.7542        21.0954        14.6973                 NaN   7.45302                 NaN            NaN            NaN            NaN            NaN            NaN
  44001.0        1579.18                 NaN   56.7547        21.0841        14.7003                 NaN   7.46101                 NaN            NaN            NaN            NaN            NaN            NaN
  44101.0        1579.89                 NaN   56.7551        21.0727        14.7032                 NaN   7.46900                 NaN            NaN            NaN            NaN            NaN            NaN
  44201.0        1580.59                 NaN   56.7556        21.0613        14.7061                 NaN   7.47699                 NaN            NaN            NaN            NaN            NaN            NaN
  44301.0        1581.30                 NaN   56.7561        21.0499        14.7091                 NaN   7.48498                 NaN            NaN            NaN            NaN            NaN            NaN
  44401.0        1582.00                 NaN   56.7565        21.0385        14.7120                 NaN   7.49297                 NaN            NaN            NaN            NaN            NaN            NaN
  44501.0        1582.71                 NaN   56.7536        21.1431        14.6948                 NaN   7.40847                 NaN            NaN            NaN            NaN            NaN            NaN
  44601.0        1583.41                 NaN   56.7541        21.1327        14.6975                 NaN   7.41572                 NaN            NaN            NaN            NaN            NaN            NaN
  44701.0        1584.12                 NaN   56.7545        21.1222        14.7003                 NaN   7.42296                 NaN            NaN            NaN            NaN            NaN            NaN
  44801.0        1584.82                 NaN   56.7549        21.1118        14.7031                 NaN   7.43021                 NaN            NaN            NaN            NaN            NaN            NaN
  44901.0        1585.52                 NaN   56.7554        21.1013        14.7059                 NaN   7.43745                 NaN            NaN            NaN            NaN            NaN            NaN
  45001.0        1586.22                 NaN   56.7558        21.0909        14.7086                 NaN   7.44470                 NaN            NaN            NaN            NaN            NaN            NaN
  45101.0        1586.93                 NaN   56.7562        21.0804        14.7114                 NaN   7.45195                 NaN            NaN            NaN            NaN            NaN            NaN
  45201.0        1587.63                 NaN   56.7566        21.0700        14.7142                 NaN   7.45919                 NaN            NaN            NaN            NaN            NaN            NaN
  45301.0        1588.33                 NaN   56.7632        20.8656        14.7354                 NaN   7.63581                 NaN            NaN            NaN            NaN            NaN            NaN
  45401.0        1589.03                 NaN   56.7636        20.8566        14.7381                 NaN   7.64178                 NaN            NaN            NaN            NaN            NaN            NaN
  45501.0        1589.73                 NaN   56.7640        20.8475        14.7407                 NaN   7.64775                 NaN            NaN            NaN            NaN            NaN            NaN
  45601.0        1590.43                 NaN   56.7644        20.8385        14.7434                 NaN   7.65373                 NaN            NaN            NaN            NaN            NaN            NaN
  45701.0        1591.13                 NaN   56.7647        20.8295        14.7460                 NaN   7.65970                 NaN            NaN            NaN            NaN            NaN            NaN
  45801.0        1591.83                 NaN   56.7640        20.8641        14.7368                 NaN   7.63510                 NaN            NaN            NaN            NaN            NaN            NaN
  45901.0        1592.53                 NaN   56.7644        20.8549        14.7395                 NaN   7.64124                 NaN            NaN            NaN            NaN            NaN            NaN
  46001.0        1593.23                 NaN   56.7663        20.7867        14.7583                 NaN   7.68876                 NaN            NaN            NaN            NaN            NaN            NaN
  46101.0        1593.92                 NaN   56.7652        20.8364        14.7449                 NaN   7.65351                 NaN            NaN            NaN            NaN            NaN            NaN
  46201.0        1594.62                 NaN   56.7656        20.8272        14.7476                 NaN   7.65965                 NaN            NaN            NaN            NaN            NaN            NaN
  46301.0        1595.32                 NaN   56.7659        20.8179        14.7503                 NaN   7.66579                 NaN            NaN            NaN            NaN            NaN            NaN
  46401.0        1596.01                 NaN   56.7663        20.8087        14.7531                 NaN   7.67193                 NaN            NaN            NaN            NaN            NaN            NaN
  46501.0        1596.71                 NaN   56.7681        20.7424        14.7714                 NaN   7.71811                 NaN            NaN            NaN            NaN            NaN            NaN
  46601.0        1597.41                 NaN   56.7685        20.7335        14.7740                 NaN   7.72398                 NaN            NaN            NaN            NaN            NaN            NaN
  46701.0        1598.10                 NaN   56.7688        20.7247        14.7766                 NaN   7.72986                 NaN            NaN            NaN            NaN            NaN            NaN
  46801.0        1598.80                 NaN   56.7692        20.7158        14.7792                 NaN   7.73573                 NaN            NaN            NaN            NaN            NaN            NaN
  46901.0        1599.49                 NaN   56.7682        20.7625        14.7667                 NaN   7.70263                 NaN            NaN            NaN            NaN            NaN            NaN
  47001.0        1600.19                 NaN   56.7686        20.7533        14.7694                 NaN   7.70877                 NaN            NaN            NaN            NaN            NaN            NaN
  47101.0        1600.88                 NaN   56.7689        20.7441        14.7721                 NaN   7.71491                 NaN            NaN            NaN            NaN            NaN            NaN
  47201.0        1601.57                 NaN   56.7693        20.7348        14.7748                 NaN   7.72105                 NaN            NaN            NaN            NaN            NaN            NaN
  47301.0        1602.27                 NaN   56.7697        20.7256        14.7775                 NaN   7.72719                 NaN            NaN            NaN            NaN            NaN            NaN
  47401.0        1602.96                 NaN   56.7701        20.7164        14.7803                 NaN   7.73333                 NaN            NaN            NaN            NaN            NaN            NaN
  47501.0        1603.65                 NaN   56.7704        20.7071        14.7830                 NaN   7.73947                 NaN            NaN            NaN            NaN            NaN            NaN
  47601.0        1604.34                 NaN   56.7721        20.6451        14.8001                 NaN   7.78271                 NaN            NaN            NaN            NaN            NaN            NaN
  47701.0        1605.03                 NaN   56.7712        20.6887        14.7884                 NaN   7.75176                 NaN            NaN            NaN            NaN            NaN            NaN
  47801.0        1605.72                 NaN   56.7715        20.6794        14.7911                 NaN   7.75790                 NaN            NaN            NaN            NaN            NaN            NaN
  47901.0        1606.41                 NaN   56.7719        20.6702        14.7938                 NaN   7.76404                 NaN            NaN            NaN            NaN            NaN            NaN
  48001.0        1607.10                 NaN   56.7723        20.6610        14.7966                 NaN   7.77018                 NaN            NaN            NaN            NaN            NaN            NaN
  48101.0        1607.79                 NaN   56.7726        20.6518        14.7993                 NaN   7.77632                 NaN            NaN            NaN            NaN            NaN            NaN
  48201.0        1608.48                 NaN   56.7730        20.6425        14.8020                 NaN   7.78246                 NaN            NaN            NaN            NaN            NaN            NaN
  48301.0        1609.17                 NaN   56.7734        20.6333        14.8047                 NaN   7.78861                 NaN            NaN            NaN            NaN            NaN            NaN
  48401.0        1609.86                 NaN   56.7737        20.6241        14.8074                 NaN   7.79475                 NaN            NaN            NaN            NaN            NaN            NaN
  48501.0        1610.55                 NaN   56.7760        20.5350        14.8320                 NaN   7.85696                 NaN            NaN            NaN            NaN            NaN            NaN
  48601.0        1611.24                 NaN   56.7764        20.5250        14.8349                 NaN   7.86367                 NaN            NaN            NaN            NaN            NaN            NaN
  48701.0        1611.92                 NaN   56.7752        20.5795        14.8202                 NaN   7.82506                 NaN            NaN            NaN            NaN            NaN            NaN
  48801.0        1612.61                 NaN   56.7757        20.5675        14.8237                 NaN   7.83312                 NaN            NaN            NaN            NaN            NaN            NaN
  48901.0        1613.30                 NaN   56.7761        20.5556        14.8271                 NaN   7.84118                 NaN            NaN            NaN            NaN            NaN            NaN
  49001.0        1613.98                 NaN   56.7765        20.5436        14.8306                 NaN   7.84924                 NaN            NaN            NaN            NaN            NaN            NaN
  49101.0        1614.67                 NaN   56.7769        20.5317        14.8341                 NaN   7.85730                 NaN            NaN            NaN            NaN            NaN            NaN
  49201.0        1615.35                 NaN   56.7774        20.5197        14.8375                 NaN   7.86536                 NaN            NaN            NaN            NaN            NaN            NaN
  49301.0        1616.04                 NaN   56.7791        20.4549        14.8555                 NaN   7.91059                 NaN            NaN            NaN            NaN            NaN            NaN
  49401.0        1616.72                 NaN   56.7794        20.4448        14.8584                 NaN   7.91730                 NaN            NaN            NaN            NaN            NaN            NaN
  49501.0        1617.40                 NaN   56.7798        20.4348        14.8613                 NaN   7.92400                 NaN            NaN            NaN            NaN            NaN            NaN
  49601.0        1618.09                 NaN   56.7802        20.4248        14.8643                 NaN   7.93071                 NaN            NaN            NaN            NaN            NaN            NaN
  49701.0        1618.77                 NaN   56.7806        20.4148        14.8672                 NaN   7.93741                 NaN            NaN            NaN            NaN            NaN            NaN
  49801.0        1619.45                 NaN   56.7799        20.4481        14.8583                 NaN   7.91371                 NaN            NaN            NaN            NaN            NaN            NaN
  49901.0        1620.13                 NaN   56.7803        20.4361        14.8618                 NaN   7.92177                 NaN            NaN            NaN            NaN            NaN            NaN
  50001.0        1620.82                 NaN   56.7807        20.4242        14.8652                 NaN   7.92982                 NaN            NaN            NaN            NaN            NaN            NaN
  50101.0        1621.50                 NaN   56.7821        20.3748        14.8790                 NaN   7.96423                 NaN            NaN            NaN            NaN            NaN            NaN
  50201.0        1622.18                 NaN   56.7824        20.3647        14.8819                 NaN   7.97094                 NaN            NaN            NaN            NaN            NaN            NaN
  50301.0        1622.86                 NaN   56.7828        20.3547        14.8848                 NaN   7.97764                 NaN            NaN            NaN            NaN            NaN            NaN
  50401.0        1623.54                 NaN   56.7832        20.3447        14.8878                 NaN   7.98435                 NaN            NaN            NaN            NaN            NaN            NaN
  50501.0        1624.22                 NaN   56.7835        20.3347        14.8907                 NaN   7.99106                 NaN            NaN            NaN            NaN            NaN            NaN
  50601.0        1624.89                 NaN   56.7839        20.3247        14.8936                 NaN   7.99776                 NaN            NaN            NaN            NaN            NaN            NaN
  50701.0        1625.57                 NaN   56.7843        20.3147        14.8966                 NaN   8.00447                 NaN            NaN            NaN            NaN            NaN            NaN
  50801.0        1626.25                 NaN   56.7846        20.3047        14.8995                 NaN   8.01118                 NaN            NaN            NaN            NaN            NaN            NaN
  50901.0        1626.93                 NaN   56.7813        20.4753        14.8397                 NaN   7.90373                 NaN            NaN            NaN            NaN            NaN            NaN
  51001.0        1627.61                 NaN   56.7816        20.4667        14.8421                 NaN   7.90951                 NaN            NaN            NaN            NaN            NaN            NaN
  51101.0        1628.28                 NaN   56.7820        20.4582        14.8446                 NaN   7.91530                 NaN            NaN            NaN            NaN            NaN            NaN
  51201.0        1628.96                 NaN   56.7823        20.4496        14.8470                 NaN   7.92109                 NaN            NaN            NaN            NaN            NaN            NaN
  51301.0        1629.64                 NaN   56.7865        20.2551        14.9140                 NaN   8.04441                 NaN            NaN            NaN            NaN            NaN            NaN
  51401.0        1630.31                 NaN   56.7868        20.2475        14.9163                 NaN   8.04944                 NaN            NaN            NaN            NaN            NaN            NaN
  51501.0        1630.99                 NaN   56.7871        20.2398        14.9186                 NaN   8.05447                 NaN            NaN            NaN            NaN            NaN            NaN
  51601.0        1631.66                 NaN   56.7874        20.2322        14.9209                 NaN   8.05951                 NaN            NaN            NaN            NaN            NaN            NaN
  51701.0        1632.33                 NaN   56.7877        20.2246        14.9232                 NaN   8.06454                 NaN            NaN            NaN            NaN            NaN            NaN
  51801.0        1633.01                 NaN   56.7880        20.2170        14.9254                 NaN   8.06957                 NaN            NaN            NaN            NaN            NaN            NaN
  51901.0        1633.68                 NaN   56.7883        20.2094        14.9277                 NaN   8.07460                 NaN            NaN            NaN            NaN            NaN            NaN
  52001.0        1634.35                 NaN   56.7886        20.2018        14.9300                 NaN   8.07963                 NaN            NaN            NaN            NaN            NaN            NaN
  52101.0        1635.03                 NaN   56.7889        20.1941        14.9323                 NaN   8.08467                 NaN            NaN            NaN            NaN            NaN            NaN
  52201.0        1635.70                 NaN   56.7892        20.1865        14.9346                 NaN   8.08970                 NaN            NaN            NaN            NaN            NaN            NaN
  52301.0        1636.37                 NaN   56.7895        20.1789        14.9368                 NaN   8.09473                 NaN            NaN            NaN            NaN            NaN            NaN
  52401.0        1637.04                 NaN   56.7898        20.1713        14.9391                 NaN   8.09976                 NaN            NaN            NaN            NaN            NaN            NaN
  52501.0        1637.71                 NaN   56.7901        20.1637        14.9414                 NaN   8.10480                 NaN            NaN            NaN            NaN            NaN            NaN
  52601.0        1638.38                 NaN   56.7904        20.1561        14.9437                 NaN   8.10983                 NaN            NaN            NaN            NaN            NaN            NaN
  52701.0        1639.05                 NaN   56.7907        20.1485        14.9460                 NaN   8.11486                 NaN            NaN            NaN            NaN            NaN            NaN
  52801.0        1639.72                 NaN   56.7910        20.1408        14.9482                 NaN   8.11989                 NaN            NaN            NaN            NaN            NaN            NaN
  52901.0        1640.39                 NaN   56.7913        20.1332        14.9505                 NaN   8.12493                 NaN            NaN            NaN            NaN            NaN            NaN
  53001.0        1641.06                 NaN   56.7916        20.1256        14.9528                 NaN   8.12996                 NaN            NaN            NaN            NaN            NaN            NaN
  53101.0        1641.72                 NaN   56.7919        20.1180        14.9551                 NaN   8.13499                 NaN            NaN            NaN            NaN            NaN            NaN
  53201.0        1642.39                 NaN   56.7922        20.1104        14.9574                 NaN   8.14003                 NaN            NaN            NaN            NaN            NaN            NaN
  53301.0        1643.06                 NaN   56.7925        20.1028        14.9596                 NaN   8.14506                 NaN            NaN            NaN            NaN            NaN            NaN
  53401.0        1643.73                 NaN   56.7928        20.0952        14.9619                 NaN   8.15009                 NaN            NaN            NaN            NaN            NaN            NaN
  53501.0        1644.39                 NaN   56.7931        20.0876        14.9642                 NaN   8.15513                 NaN            NaN            NaN            NaN            NaN            NaN
  53601.0        1645.06                 NaN   56.7934        20.0800        14.9665                 NaN   8.16016                 NaN            NaN            NaN            NaN            NaN            NaN
  53701.0        1645.72                 NaN   56.7937        20.0724        14.9688                 NaN   8.16519                 NaN            NaN            NaN            NaN            NaN            NaN
  53801.0        1646.39                 NaN   56.7940        20.0647        14.9710                 NaN   8.17023                 NaN            NaN            NaN            NaN            NaN            NaN
  53901.0        1647.05                 NaN   56.7943        20.0571        14.9733                 NaN   8.17526                 NaN            NaN            NaN            NaN            NaN            NaN
  54001.0        1647.72                 NaN   56.7946        20.0495        14.9756                 NaN   8.18030                 NaN            NaN            NaN            NaN            NaN            NaN
  54101.0        1648.38                 NaN   56.7949        20.0419        14.9779                 NaN   8.18533                 NaN            NaN            NaN            NaN            NaN            NaN
  54201.0        1649.04                 NaN   56.7952        20.0343        14.9802                 NaN   8.19037                 NaN            NaN            NaN            NaN            NaN            NaN
  54301.0        1649.70                 NaN   56.7955        20.0267        14.9824                 NaN   8.19540                 NaN            NaN            NaN            NaN            NaN            NaN
  54401.0        1650.37                 NaN   56.7957        20.0191        14.9847                 NaN   8.20044                 NaN            NaN            NaN            NaN            NaN            NaN
  54501.0        1651.03                 NaN   56.7960        20.0115        14.9870                 NaN   8.20547                 NaN            NaN            NaN            NaN            NaN            NaN
  54601.0        1651.69                 NaN   56.7963        20.0039        14.9893                 NaN   8.21050                 NaN            NaN            NaN            NaN            NaN            NaN
  54701.0        1652.35                 NaN   56.7966        19.9963        14.9915                 NaN   8.21554                 NaN            NaN            NaN            NaN            NaN            NaN
  54801.0        1653.01                 NaN   56.7969        19.9887        14.9938                 NaN   8.22057                 NaN            NaN            NaN            NaN            NaN            NaN
  54901.0        1653.67                 NaN   56.7972        19.9811        14.9961                 NaN   8.22561                 NaN            NaN            NaN            NaN            NaN            NaN
  55001.0        1654.33                 NaN   56.7975        19.9735        14.9984                 NaN   8.23065                 NaN            NaN            NaN            NaN            NaN            NaN
  55101.0        1654.99                 NaN   56.7978        19.9659        15.0007                 NaN   8.23568                 NaN            NaN            NaN            NaN            NaN            NaN
  55201.0        1655.65                 NaN   56.7981        19.9583        15.0029                 NaN   8.24072                 NaN            NaN            NaN            NaN            NaN            NaN
  55301.0        1656.30                 NaN   56.7983        19.9507        15.0052                 NaN   8.24575                 NaN            NaN            NaN            NaN            NaN            NaN
  55401.0        1656.96                 NaN   56.7986        19.9431        15.0075                 NaN   8.25079                 NaN            NaN            NaN            NaN            NaN            NaN
  55501.0        1657.62                 NaN   56.7989        19.9355        15.0098                 NaN   8.25582                 NaN            NaN            NaN            NaN            NaN            NaN
  55601.0        1658.28                 NaN   56.7992        19.9279        15.0121                 NaN   8.26086                 NaN            NaN            NaN            NaN            NaN            NaN
  55701.0        1658.93                 NaN   56.7995        19.9203        15.0143                 NaN   8.26590                 NaN            NaN            NaN            NaN            NaN            NaN
  55801.0        1659.59                 NaN   56.7998        19.9127        15.0166                 NaN   8.27093                 NaN            NaN            NaN            NaN            NaN            NaN
  55901.0        1660.24                 NaN   56.8001        19.9051        15.0189                 NaN   8.27597                 NaN            NaN            NaN            NaN            NaN            NaN
  56001.0        1660.90                 NaN   56.8003        19.8975        15.0212                 NaN   8.28100                 NaN            NaN            NaN            NaN            NaN            NaN
  56101.0        1661.55                 NaN   56.8006        19.8899        15.0234                 NaN   8.28604                 NaN            NaN            NaN            NaN            NaN            NaN
  56201.0        1662.21                 NaN   56.8009        19.8823        15.0257                 NaN   8.29108                 NaN            NaN            NaN            NaN            NaN            NaN
  56301.0        1662.86                 NaN   56.8012        19.8747        15.0280                 NaN   8.29611                 NaN            NaN            NaN            NaN            NaN            NaN
  56401.0        1663.51                 NaN   56.8015        19.8671        15.0303                 NaN   8.30115                 NaN            NaN            NaN            NaN            NaN            NaN
  56501.0        1664.16                 NaN   56.8017        19.8595        15.0326                 NaN   8.30619                 NaN            NaN            NaN            NaN            NaN            NaN
  56601.0        1664.82                 NaN   56.8020        19.8519        15.0348                 NaN   8.31123                 NaN            NaN            NaN            NaN            NaN            NaN
  56701.0        1665.47                 NaN   56.8023        19.8443        15.0371                 NaN   8.31626                 NaN            NaN            NaN            NaN            NaN            NaN
  56801.0        1666.12                 NaN   56.8026        19.8367        15.0394                 NaN   8.32130                 NaN            NaN            NaN            NaN            NaN            NaN
  56901.0        1666.77                 NaN   56.8029        19.8291        15.0417                 NaN   8.32634                 NaN            NaN            NaN            NaN            NaN            NaN
  57001.0        1667.42                 NaN   56.8031        19.8215        15.0439                 NaN   8.33137                 NaN            NaN            NaN            NaN            NaN            NaN
  57101.0        1668.07                 NaN   56.8034        19.8139        15.0462                 NaN   8.33641                 NaN            NaN            NaN            NaN            NaN            NaN
  57201.0        1668.72                 NaN   56.8037        19.8064        15.0485                 NaN   8.34145                 NaN            NaN            NaN            NaN            NaN            NaN
  57301.0        1669.37                 NaN   56.8040        19.7988        15.0508                 NaN   8.34649                 NaN            NaN            NaN            NaN            NaN            NaN
  57401.0        1670.01                 NaN   56.8042        19.7912        15.0531                 NaN   8.35153                 NaN            NaN            NaN            NaN            NaN            NaN
  57501.0        1670.66                 NaN   56.8045        19.7836        15.0553                 NaN   8.35656                 NaN            NaN            NaN            NaN            NaN            NaN
  57601.0        1671.31                 NaN   56.8048        19.7760        15.0576                 NaN   8.36160                 NaN            NaN            NaN            NaN            NaN            NaN
  57701.0        1671.96                 NaN   56.8051        19.7685        15.0598                 NaN   8.36661                 NaN            NaN            NaN            NaN            NaN            NaN
  57801.0        1672.60                 NaN   56.8053        19.7619        15.0614                 NaN   8.37133                 NaN            NaN            NaN            NaN            NaN            NaN
  57901.0        1673.25                 NaN   56.8056        19.7554        15.0630                 NaN   8.37605                 NaN            NaN            NaN            NaN            NaN            NaN
  58001.0        1673.89                 NaN   56.8059        19.7488        15.0645                 NaN   8.38077                 NaN            NaN            NaN            NaN            NaN            NaN
  58101.0        1674.54                 NaN   56.8061        19.7423        15.0661                 NaN   8.38549                 NaN            NaN            NaN            NaN            NaN            NaN
  58201.0        1675.18                 NaN   56.8064        19.7357        15.0677                 NaN   8.39021                 NaN            NaN            NaN            NaN            NaN            NaN
  58301.0        1675.83                 NaN   56.8067        19.7292        15.0692                 NaN   8.39494                 NaN            NaN            NaN            NaN            NaN            NaN
  58401.0        1676.47                 NaN   56.8069        19.7226        15.0708                 NaN   8.39966                 NaN            NaN            NaN            NaN            NaN            NaN
  58501.0        1677.11                 NaN   56.8072        19.7161        15.0724                 NaN   8.40438                 NaN            NaN            NaN            NaN            NaN            NaN
  58601.0        1677.76                 NaN   56.8075        19.7095        15.0739                 NaN   8.40910                 NaN            NaN            NaN            NaN            NaN            NaN
  58701.0        1678.40                 NaN   56.8077        19.7030        15.0755                 NaN   8.41382                 NaN            NaN            NaN            NaN            NaN            NaN
  58801.0        1679.04                 NaN   56.8080        19.6964        15.0770                 NaN   8.41854                 NaN            NaN            NaN            NaN            NaN            NaN
  58901.0        1679.68                 NaN   56.8083        19.6899        15.0786                 NaN   8.42326                 NaN            NaN            NaN            NaN            NaN            NaN
  59001.0        1680.32                 NaN   56.8085        19.6833        15.0802                 NaN   8.42798                 NaN            NaN            NaN            NaN            NaN            NaN
  59101.0        1680.96                 NaN   56.8088        19.6768        15.0817                 NaN   8.43270                 NaN            NaN            NaN            NaN            NaN            NaN
  59201.0        1681.60                 NaN   56.8091        19.6702        15.0833                 NaN   8.43742                 NaN            NaN            NaN            NaN            NaN            NaN
  59301.0        1682.24                 NaN   56.8093        19.6637        15.0849                 NaN   8.44214                 NaN            NaN            NaN            NaN            NaN            NaN
  59401.0        1682.88                 NaN   56.8096        19.6571        15.0864                 NaN   8.44687                 NaN            NaN            NaN            NaN            NaN            NaN
  59501.0        1683.52                 NaN   56.8098        19.6506        15.0880                 NaN   8.45159                 NaN            NaN            NaN            NaN            NaN            NaN
  59601.0        1684.16                 NaN   56.8101        19.6440        15.0896                 NaN   8.45631                 NaN            NaN            NaN            NaN            NaN            NaN
  59701.0        1684.79                 NaN   56.8104        19.6375        15.0911                 NaN   8.46103                 NaN            NaN            NaN            NaN            NaN            NaN
  59801.0        1685.43                 NaN   56.8106        19.6309        15.0927                 NaN   8.46575                 NaN            NaN            NaN            NaN            NaN            NaN
  59901.0        1686.07                 NaN   56.8109        19.6244        15.0943                 NaN   8.47047                 NaN            NaN            NaN            NaN            NaN            NaN
  60001.0        1686.70                 NaN   56.8111        19.6178        15.0958                 NaN   8.47520                 NaN            NaN            NaN            NaN            NaN            NaN
  60101.0        1687.34                 NaN   56.8114        19.6113        15.0974                 NaN   8.47992                 NaN            NaN            NaN            NaN            NaN            NaN
  60201.0        1687.97                 NaN   56.8116        19.6048        15.0990                 NaN   8.48464                 NaN            NaN            NaN            NaN            NaN            NaN
  60301.0        1688.61                 NaN   56.8119        19.5982        15.1005                 NaN   8.48936                 NaN            NaN            NaN            NaN            NaN            NaN
  60401.0        1689.24                 NaN   56.8122        19.5917        15.1021                 NaN   8.49408                 NaN            NaN            NaN            NaN            NaN            NaN
  60501.0        1689.88                 NaN   56.8124        19.5851        15.1036                 NaN   8.49881                 NaN            NaN            NaN            NaN            NaN            NaN
  60601.0        1690.51                 NaN   56.8127        19.5786        15.1052                 NaN   8.50353                 NaN            NaN            NaN            NaN            NaN            NaN
  60701.0        1691.14                 NaN   56.8129        19.5720        15.1068                 NaN   8.50825                 NaN            NaN            NaN            NaN            NaN            NaN
  60801.0        1691.77                 NaN   56.8132        19.5655        15.1083                 NaN   8.51298                 NaN            NaN            NaN            NaN            NaN            NaN
  60901.0        1692.40                 NaN   56.8134        19.5590        15.1099                 NaN   8.51770                 NaN            NaN            NaN            NaN            NaN            NaN
  61001.0        1693.04                 NaN   56.8137        19.5524        15.1115                 NaN   8.52242                 NaN            NaN            NaN            NaN            NaN            NaN
  61101.0        1693.67                 NaN   56.8139        19.5459        15.1130                 NaN   8.52714                 NaN            NaN            NaN            NaN            NaN            NaN
  61201.0        1694.30                 NaN   56.8142        19.5393        15.1146                 NaN   8.53187                 NaN            NaN            NaN            NaN            NaN            NaN
  61301.0        1694.93                 NaN   56.8145        19.5328        15.1162                 NaN   8.53659                 NaN            NaN            NaN            NaN            NaN            NaN
  61401.0        1695.56                 NaN   56.8147        19.5263        15.1177                 NaN   8.54131                 NaN            NaN            NaN            NaN            NaN            NaN
  61501.0        1696.18                 NaN   56.8150        19.5197        15.1193                 NaN   8.54604                 NaN            NaN            NaN            NaN            NaN            NaN
  61601.0        1696.81                 NaN   56.8152        19.5132        15.1208                 NaN   8.55076                 NaN            NaN            NaN            NaN            NaN            NaN
  61701.0        1697.44                 NaN   56.8155        19.5067        15.1224                 NaN   8.55548                 NaN            NaN            NaN            NaN            NaN            NaN
  61801.0        1698.07                 NaN   56.8157        19.5001        15.1240                 NaN   8.56021                 NaN            NaN            NaN            NaN            NaN            NaN
  61901.0        1698.69                 NaN   56.8160        19.4936        15.1255                 NaN   8.56493                 NaN            NaN            NaN            NaN            NaN            NaN
  62001.0        1699.32                 NaN   56.8162        19.4870        15.1271                 NaN   8.56965                 NaN            NaN            NaN            NaN            NaN            NaN
  62101.0        1699.95                 NaN   56.8165        19.4805        15.1287                 NaN   8.57438                 NaN            NaN            NaN            NaN            NaN            NaN
