|6.6.6
mars_s99_atl_3.tab                                                                                  
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          27
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Wus            ca-pv          NaAl           Pv             Aki           
  1.00000        283.541        33.5837                 NaN   100.000                 NaN   8.56227                 NaN            NaN            NaN   20.3566       0.697338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  101.000        286.844        33.5821                 NaN   100.000                 NaN   8.57709                 NaN            NaN            NaN   20.3706       0.701923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  201.000        290.141        33.5809                 NaN   100.000                 NaN   8.59575                 NaN            NaN            NaN   20.3879       0.708304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  301.000        293.432        33.5792                 NaN   100.000                 NaN   8.61003                 NaN            NaN            NaN   20.4015       0.712613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  401.000        296.718        33.5781                 NaN   100.000                 NaN   8.62536                 NaN            NaN            NaN   20.4164       0.717477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  501.000        299.998        33.5768                 NaN   100.000                 NaN   8.63921                 NaN            NaN            NaN   20.4296       0.721541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  601.000        303.272        33.5751                 NaN   100.000                 NaN   8.65312                 NaN            NaN            NaN   20.4430       0.725614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  701.000        306.540        33.5735                 NaN   100.000                 NaN   8.66667                 NaN            NaN            NaN   20.4557       0.729850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  801.000        309.803        33.5720                 NaN   100.000                 NaN   8.68405                 NaN            NaN            NaN   20.4722       0.735328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  901.000        313.060        33.5670                 NaN   100.000                 NaN   8.59524                 NaN            NaN            NaN   20.3860       0.702610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1001.00        316.312        33.5658                 NaN   100.000                 NaN   8.61706                 NaN            NaN            NaN   20.4069       0.709440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1101.00        319.558        33.5633                 NaN   100.000                 NaN   8.63556                 NaN            NaN            NaN   20.4240       0.715544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.00        322.798        33.5622                 NaN   100.000                 NaN   8.66368                 NaN            NaN            NaN   20.4507       0.725009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1301.00        326.033        33.5583                 NaN   100.000                 NaN   8.58497                 NaN            NaN            NaN   20.3719       0.698114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        329.262        33.5563                 NaN   100.000                 NaN   8.59575                 NaN            NaN            NaN   20.3828       0.700617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.00        332.485        33.5559                 NaN   100.000                 NaN   8.63825                 NaN            NaN            NaN   20.4231       0.715507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.00        335.703        33.5554                 NaN   100.000                 NaN   8.68042                 NaN            NaN            NaN   20.4632       0.730273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.00        338.915        33.5490                 NaN   100.000                 NaN   8.55830                 NaN            NaN            NaN   20.3473       0.683055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.00        342.121        33.5571                 NaN   100.000                 NaN   8.76221                 NaN            NaN            NaN   20.5339       0.765132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1901.00        345.322        33.5540                 NaN   100.000                 NaN   8.76315                 NaN            NaN            NaN   20.5374       0.762176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2001.00        348.517        33.5522                 NaN   100.000                 NaN   8.76333                 NaN            NaN            NaN   20.5364       0.762192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
