|6.6.6
mars_kc08_ath_3.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          23
P(bar)         T(K)           O              O              Cpx            Gt             Gt             qtz            ky             an             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Aki            ca-pv          Pv            
  2601.00        495.510        100.000                 NaN   39.9234                 NaN            NaN   39.9234        30.8119                 NaN   27.0094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        502.478        100.000                 NaN   39.9228                 NaN            NaN   39.9228        30.8107                 NaN   27.0089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        509.412        100.000                 NaN   39.9329                 NaN            NaN   39.9329        30.8199                 NaN   27.0273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        516.312        100.000                 NaN   39.9293                 NaN            NaN   39.9293        30.8157                 NaN   27.0211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        523.178        100.000                 NaN   39.9271                 NaN            NaN   39.9271        30.8130                 NaN   27.0181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        530.010        100.000                 NaN   39.9272                 NaN            NaN   39.9272        30.8126                 NaN   27.0189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3201.00        536.808        100.000                 NaN   39.9351                 NaN            NaN   39.9351        30.8200                 NaN   27.0346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3301.00        543.572        100.000                 NaN   39.9221                 NaN            NaN   39.9221        30.8066                 NaN   27.0110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        550.303        100.000                 NaN   39.9345                 NaN            NaN   39.9345        30.8183                 NaN   27.0347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        557.000        100.000                 NaN   39.9351                 NaN            NaN   39.9351        30.8184                 NaN   27.0364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        563.663        100.000                 NaN   39.9257                 NaN            NaN   39.9257        30.8085                 NaN   27.0196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        570.294        100.000                 NaN   39.9271                 NaN            NaN   39.9271        30.8093                 NaN   27.0227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        576.891        100.000                 NaN   39.9357                 NaN            NaN   39.9357        30.8174                 NaN   27.0395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        583.456        100.000                 NaN   39.9364                 NaN            NaN   39.9364        30.8176                 NaN   27.0414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        589.988        100.000                 NaN   39.9330                 NaN            NaN   39.9330        30.8136                 NaN   27.0357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        596.487        100.000                 NaN   39.9363                 NaN            NaN   39.9363        30.8164                 NaN   27.0424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        602.953        100.000                 NaN   39.9366                 NaN            NaN   39.9366        30.8162                 NaN   27.0436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        609.388        100.000                 NaN   39.9364                 NaN            NaN   39.9364        30.8155                 NaN   27.0439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        615.789        100.000                 NaN   41.6141                 NaN            NaN   41.6141        32.4971                 NaN   29.5511                 NaN  0.749998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        622.159        100.000                 NaN   39.9406                 NaN            NaN   39.9406        30.8186                 NaN   27.0533                 NaN   0.00000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        628.497        100.000                 NaN   47.2206                 NaN            NaN   47.2206        38.1172                 NaN   37.9329                 NaN   3.25626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        634.803        100.000                 NaN   47.5882                 NaN            NaN   47.5882        38.4855                 NaN   38.4855                 NaN   3.41797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        641.077        100.000                 NaN   47.5851                 NaN            NaN   47.5851        38.4823                 NaN   38.4823                 NaN   3.41573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        647.319        100.000                 NaN   47.5780                 NaN            NaN   47.5780        38.4750                 NaN   38.4750                 NaN   3.40995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        653.531        100.000                 NaN   47.5721                 NaN            NaN   47.5721        38.4689                 NaN   38.4689                 NaN   3.40531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        659.710        100.000                 NaN   47.5651                 NaN            NaN   47.5651        38.4619                 NaN   38.4619                 NaN   3.39947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        665.859        100.000                 NaN   47.5582                 NaN            NaN   47.5582        38.4549                 NaN   38.4549                 NaN   3.39386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        671.976        100.000                 NaN   47.5506                 NaN            NaN   47.5506        38.4473                 NaN   38.4473                 NaN   3.38745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        678.062        100.000                 NaN   47.5432                 NaN            NaN   47.5432        38.4400                 NaN   38.4400                 NaN   3.38148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        684.118        100.000                 NaN   47.5357                 NaN            NaN   47.5357        38.4324                 NaN   38.4324                 NaN   3.37517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        690.143        100.000                 NaN   47.5275                 NaN            NaN   47.5275        38.4245                 NaN   38.4245                 NaN   3.36826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        696.137        100.000                 NaN   47.5185                 NaN            NaN   47.5185        38.4158                 NaN   38.4158                 NaN   3.36062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        702.101        100.000                 NaN   47.5107                 NaN            NaN   47.5107        38.4079                 NaN   38.4079                 NaN   3.35410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        708.034        100.000                 NaN   47.5019                 NaN            NaN   47.5019        38.3995                 NaN   38.3995                 NaN   3.34670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        713.938        100.000                 NaN   47.4931                 NaN            NaN   47.4931        38.3909                 NaN   38.3909                 NaN   3.33936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        719.811        100.000                 NaN   47.4838                 NaN            NaN   47.4838        38.3819                 NaN   38.3819                 NaN   3.33139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        725.654        100.000                 NaN   47.4743                 NaN            NaN   47.4743        38.3729                 NaN   38.3729                 NaN   3.32332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        731.468        100.000                 NaN   47.4115                 NaN            NaN   47.4115        38.3208                 NaN   38.3208                 NaN   3.26575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        737.251        100.000                 NaN   47.3972                 NaN            NaN   47.3972        38.3081                 NaN   38.3081                 NaN   3.25323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        743.005        100.000                 NaN   47.3856                 NaN            NaN   47.3856        38.2974                 NaN   38.2974                 NaN   3.24315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        748.730        100.000                 NaN   47.4384                 NaN            NaN   47.4384        38.3389                 NaN   38.3389                 NaN   3.29273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        754.426        100.000                 NaN   47.3574                 NaN            NaN   47.3574        38.2730                 NaN   38.2730                 NaN   3.21860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        760.092        100.000                 NaN   47.3429                 NaN            NaN   47.3429        38.2604                 NaN   38.2604                 NaN   3.20595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        765.729        100.000                 NaN   47.4008                 NaN            NaN   47.4008        38.3039                 NaN   38.3039                 NaN   3.26025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        771.337        100.000                 NaN   47.3196                 NaN            NaN   47.3196        38.2396                 NaN   38.2396                 NaN   3.18599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        776.916        100.000                 NaN   47.3029                 NaN            NaN   47.3029        38.2269                 NaN   38.2269                 NaN   3.17139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        782.466        100.000                 NaN   47.3657                 NaN            NaN   47.3657        38.2717                 NaN   38.2717                 NaN   3.22977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        787.988        100.000                 NaN   47.3525                 NaN            NaN   47.3525        38.2598                 NaN   38.2598                 NaN   3.21830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        793.482        100.000                 NaN   47.2633                 NaN            NaN   47.2633        38.1929                 NaN   38.1929                 NaN   3.13707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        798.947        100.000                 NaN   47.3285                 NaN            NaN   47.3285        38.2378                 NaN   38.2378                 NaN   3.19746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        804.384        100.000                 NaN   47.3157                 NaN            NaN   47.3157        38.2262                 NaN   38.2262                 NaN   3.18632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        809.792        100.000                 NaN   47.3083                 NaN            NaN   47.3083        38.2187                 NaN   38.2187                 NaN   3.18032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        815.173        100.000                 NaN   47.2882                 NaN            NaN   47.2882        38.2018                 NaN   38.2018                 NaN   3.16229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        820.526        100.000                 NaN   47.2756                 NaN            NaN   47.2756        38.1902                 NaN   38.1902                 NaN   3.15137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        825.851        100.000                 NaN   47.1803                 NaN            NaN   47.1803        38.1212                 NaN   38.1212                 NaN   3.06452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        831.148        100.000                 NaN   47.2476                 NaN            NaN   47.2476        38.1654                 NaN   38.1654                 NaN   3.12683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        836.418        100.000                 NaN   47.2336                 NaN            NaN   47.2336        38.1530                 NaN   38.1530                 NaN   3.11459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        841.661        100.000                 NaN   47.1371                 NaN            NaN   47.1371        38.0835                 NaN   38.0835                 NaN   3.02657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        846.876        100.000                 NaN   47.2040                 NaN            NaN   47.2040        38.1270                 NaN   38.1270                 NaN   3.08857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        852.064        100.000                 NaN   47.1129                 NaN            NaN   47.1129        38.0615                 NaN   38.0615                 NaN   3.00562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        857.224        100.000                 NaN   47.0992                 NaN            NaN   47.0992        38.0492                 NaN   38.0492                 NaN   2.99363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        862.358        100.000                 NaN   47.0943                 NaN            NaN   47.0943        38.0431                 NaN   38.0431                 NaN   2.98974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        867.466        100.000                 NaN   47.1440                 NaN            NaN   47.1440        38.0746                 NaN   38.0746                 NaN   3.03580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        872.546        100.000                 NaN   47.0573                 NaN            NaN   47.0573        38.0122                 NaN   38.0122                 NaN   2.95697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        877.600        100.000                 NaN   47.1140                 NaN            NaN   47.1140        38.0492                 NaN   38.0492                 NaN   3.00938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        882.627        100.000                 NaN   47.0892                 NaN            NaN   47.0892        38.0284                 NaN   38.0284                 NaN   2.98715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        887.628        100.000                 NaN   47.0886                 NaN            NaN   47.0886        38.0278                 NaN   38.0278                 NaN   2.98715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        892.602        100.000                 NaN   43.4533        8.84246                 NaN   43.4533        36.1168                 NaN   36.1168                 NaN   8.84246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        897.551        100.000                 NaN   43.4528        8.84247                 NaN   43.4528        36.1163                 NaN   36.1163                 NaN   8.84247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        902.473        100.000                 NaN   43.4524        8.84249                 NaN   43.4524        36.1158                 NaN   36.1158                 NaN   8.84249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        907.370        100.000                 NaN   43.4519        8.84250                 NaN   43.4519        36.1152                 NaN   36.1152                 NaN   8.84250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        912.241        100.000                 NaN   43.4558        8.72099                 NaN   43.4558        36.1372                 NaN   36.1372                 NaN   8.72099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        917.086        100.000                 NaN   43.4548        8.73132                 NaN   43.4548        36.1377                 NaN   36.1377                 NaN   8.73132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        921.905        100.000                 NaN   43.4549        8.71025                 NaN   43.4549        36.1435                 NaN   36.1435                 NaN   8.71025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        926.699        100.000                 NaN   43.4551        8.68720                 NaN   43.4551        36.1491                 NaN   36.1491                 NaN   8.68720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        931.467        100.000                 NaN   43.4555        8.66397                 NaN   43.4555        36.1545                 NaN   36.1545                 NaN   8.66397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        936.211        100.000                 NaN   43.4551        8.65637                 NaN   43.4551        36.1620                 NaN   36.1620                 NaN   8.65637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        940.929        100.000                 NaN   43.4546        8.65640                 NaN   43.4546        36.1615                 NaN   36.1615                 NaN   8.65640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        945.622        100.000                 NaN   43.4563        8.59246                 NaN   43.4563        36.1694                 NaN   36.1694                 NaN   8.59246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        950.290        100.000                 NaN   43.4663        8.37192                 NaN   43.4663        36.1151                 NaN   36.1151                 NaN   8.37192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        954.933        100.000                 NaN   43.4670        8.33899                 NaN   43.4670        36.1184                 NaN   36.1184                 NaN   8.33899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        959.552        100.000                 NaN   43.4677        8.30627                 NaN   43.4677        36.1217                 NaN   36.1217                 NaN   8.30627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        964.146        100.000                 NaN   43.4684        8.27375                 NaN   43.4684        36.1249                 NaN   36.1249                 NaN   8.27375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        968.715        100.000                 NaN   43.4651        8.32708                 NaN   43.4651        36.1512                 NaN   36.1512                 NaN   8.32708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        973.261        100.000                 NaN   43.4584        8.45066                 NaN   43.4584        36.1965                 NaN   36.1965                 NaN   8.45066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        977.781        100.000                 NaN   43.4661        8.26748                 NaN   43.4661        36.1615                 NaN   36.1615                 NaN   8.26748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        982.278        100.000                 NaN   43.4723        8.11636                 NaN   43.4723        36.1334                 NaN   36.1334                 NaN   8.11636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        986.751        100.000                 NaN   43.4705        8.12953                 NaN   43.4705        36.1531                 NaN   36.1531                 NaN   8.12953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        991.199        100.000                 NaN   43.4606        8.33803                 NaN   43.4606        36.2092                 NaN   36.2092                 NaN   8.33803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        995.624        100.000                 NaN   43.4613        8.30879                 NaN   43.4613        36.2134                 NaN   36.2134                 NaN   8.30879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        1000.02        100.000                 NaN   43.4709        8.07253                 NaN   43.4709        36.1680                 NaN   36.1680                 NaN   8.07253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        1004.40        100.000                 NaN   43.4630        8.23667                 NaN   43.4630        36.2146                 NaN   36.2146                 NaN   8.23667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        1008.76        100.000                 NaN   43.4627        8.23012                 NaN   43.4627        36.2217                 NaN   36.2217                 NaN   8.23012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11901.0        1013.09        100.000                 NaN   43.4809        7.80936                 NaN   43.4809        36.1336                 NaN   36.1336                 NaN   7.80936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12001.0        1017.39        100.000                 NaN   43.4755        7.91492                 NaN   43.4755        36.1620                 NaN   36.1620                 NaN   7.91492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12101.0        1021.68        100.000                 NaN   43.4752        7.89305                 NaN   43.4752        36.1772                 NaN   36.1772                 NaN   7.89305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12201.0        1025.94        100.000                 NaN   43.4827        7.72997                 NaN   43.4827        36.1357                 NaN   36.1357                 NaN   7.72997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12301.0        1030.18        100.000                 NaN   43.4723        7.95992                 NaN   43.4723        36.1954                 NaN   36.1954                 NaN   7.95992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12401.0        1034.39        100.000                 NaN   43.4695        8.01307                 NaN   43.4695        36.2182                 NaN   36.2182                 NaN   8.01307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12501.0        1038.58        100.000                 NaN   43.4824        7.69339                 NaN   43.4824        36.1576                 NaN   36.1576                 NaN   7.69339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12601.0        1042.75        100.000                 NaN   43.4787        7.76617                 NaN   43.4787        36.1835                 NaN   36.1835                 NaN   7.76617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12701.0        1046.90        100.000                 NaN   43.4794        7.73586                 NaN   43.4794        36.1851                 NaN   36.1851                 NaN   7.73586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12801.0        1051.02        100.000                 NaN   43.4812        7.67911                 NaN   43.4812        36.1795                 NaN   36.1795                 NaN   7.67911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12901.0        1055.12        100.000                 NaN   43.4819        7.64892                 NaN   43.4819        36.1811                 NaN   36.1811                 NaN   7.64892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
