|6.6.6
mars_lf97_3.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           Pl             O              Opx            Cpx            Gt             C2/c           Wad            Ring           ca-pv          Wus            Pv            
  1.00000        1240.11        20.9465        100.000        44.3598        6.68742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  101.000        1240.92        20.9404        100.000        44.3675        6.70760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  201.000        1241.73        20.9344        100.000        44.3752        6.72777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  301.000        1242.53        20.9283        100.000        44.3828        6.74795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  401.000        1243.34        20.9223        100.000        44.3905        6.76813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  501.000        1244.15        20.9168        100.000        44.3986        6.78826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  601.000        1244.96        20.9108        100.000        44.4063        6.80845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  701.000        1245.77        20.9045        100.000        44.4147        6.82856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  801.000        1246.58        20.8985        100.000        44.4224        6.84874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  901.000        1247.38        20.8921        100.000        44.4290        6.86907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1001.00        1248.19        20.8861        100.000        44.4367        6.88926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1101.00        1249.00        20.8801        100.000        44.4444        6.90946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.00        1249.81        20.8741        100.000        44.4522        6.92965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1301.00        1250.62        20.8681        100.000        44.4599        6.94986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        1251.42        20.8620        100.000        44.4676        6.97006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.00        1252.23        20.8560        100.000        44.4753        6.99027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.00        1253.04        20.8500        100.000        44.4831        7.01047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.00        1253.85        20.8440        100.000        44.4908        7.03068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.00        1254.66        20.8380        100.000        44.4985        7.05090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1901.00        1255.46        20.8320        100.000        44.5063        7.07111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2001.00        1256.27        20.8260        100.000        44.5140        7.09133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2101.00        1257.08        20.8200        100.000        44.5218        7.11155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2201.00        1257.89        20.8140        100.000        44.5295        7.13177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2301.00        1258.69        20.8080        100.000        44.5373        7.15200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2401.00        1259.50        20.8020        100.000        44.5451        7.17222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2501.00        1260.31        20.7960        100.000        44.5528        7.19245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2601.00        1261.12        20.7901        100.000        44.5606        7.21268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        1261.92        20.7841        100.000        44.5684        7.23292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        1262.73        20.7781        100.000        44.5761        7.25315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        1263.54        20.7721        100.000        44.5839        7.27339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        1264.35        20.7662        100.000        44.5917        7.29363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        1265.15        20.7602        100.000        44.5995        7.31387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3201.00        1265.96        20.7542        100.000        44.6073        7.33412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3301.00        1266.77        20.7482        100.000        44.6151        7.35437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        1267.57        20.7423        100.000        44.6229        7.37462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        1268.38        20.7363        100.000        44.6307        7.39487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        1269.19        20.7304        100.000        44.6385        7.41512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        1269.99        20.7244        100.000        44.6463        7.43538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        1270.80        20.7185        100.000        44.6541        7.45564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        1271.61        20.7125        100.000        44.6619        7.47590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        1272.41        20.7066        100.000        44.6697        7.49616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        1273.22        20.7006        100.000        44.6776        7.51643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        1274.02        20.6947        100.000        44.6854        7.53670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        1274.83        20.6887        100.000        44.6932        7.55697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        1275.64        20.6828        100.000        44.7011        7.57724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        1276.44        20.6769        100.000        44.7089        7.59752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        1277.25        20.6709        100.000        44.7167        7.61779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        1278.05        20.6650        100.000        44.7246        7.63807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        1278.86        20.6591        100.000        44.7324        7.65836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        1279.67        20.6531        100.000        44.7403        7.67864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        1280.47        20.6472        100.000        44.7482        7.69893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        1281.28        20.6413        100.000        44.7560        7.71922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        1282.08        20.6354        100.000        44.7639        7.73951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        1282.89        20.6295        100.000        44.7717        7.75980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        1283.69        20.6235        100.000        44.7796        7.78010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        1284.50        20.6176        100.000        44.7875        7.80039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        1285.30        20.6117        100.000        44.7954        7.82069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        1286.11        20.6058        100.000        44.8032        7.84100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        1286.91        20.5999        100.000        44.8111        7.86130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        1287.72        20.5940        100.000        44.8190        7.88161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        1288.52        20.5881        100.000        44.8269        7.90192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        1289.33        20.5822        100.000        44.8348        7.92223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        1290.13        20.5763        100.000        44.8427        7.94254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        1290.94        20.5704        100.000        44.8506        7.96286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        1291.74        20.5645        100.000        44.8585        7.98318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        1292.54        20.5497        100.000        44.8816        8.03844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        1293.35        20.5338        100.000        44.9065        8.09770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        1294.15        20.5179        100.000        44.9313        8.15697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        1294.96        20.5020        100.000        44.9562        8.21627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        1295.76        20.4861        100.000        44.9811        8.27558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        1296.56        20.4702        100.000        45.0060        8.33492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        1297.37        20.4544        100.000        45.0309        8.39427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        1298.17        20.4385        100.000        45.0558        8.45364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        1298.97        20.4226        100.000        45.0807        8.51302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        1299.78        20.4068        100.000        45.1057        8.57243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        1300.58        20.3909        100.000        45.1307        8.63186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        1301.38        20.3751        100.000        45.1556        8.69130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        1302.19        20.3592        100.000        45.1806        8.75076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        1302.99        20.3434        100.000        45.2056        8.81024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        1303.79        20.3275        100.000        45.2307        8.86974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        1304.59        20.3117        100.000        45.2557        8.92925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        1305.40        20.2959        100.000        45.2808        8.98879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        1306.20        20.2800        100.000        45.3058        9.04834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        1307.00        20.2642        100.000        45.3309        9.10791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        1307.80        20.2484        100.000        45.3560        9.16750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        1308.61        20.2326        100.000        45.3811        9.22711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        1309.41        20.2168        100.000        45.4062        9.28674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        1310.21        20.2010        100.000        45.4314        9.34638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        1311.01        20.1852        100.000        45.4565        9.40604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        1311.81        20.1694        100.000        45.4817        9.46572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        1312.61        20.1536        100.000        45.5068        9.52542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        1313.41        20.1378        100.000        45.5320        9.58514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        1314.22        20.1220        100.000        45.5572        9.64487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        1315.02        20.1062        100.000        45.5825        9.70463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        1315.82        20.0905        100.000        45.6077        9.76440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        1316.62        20.0747        100.000        45.6329        9.82419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        1317.42        20.0589        100.000        45.6582        9.88400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        1318.22        20.0432        100.000        45.6835        9.94383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        1319.02        20.0274        100.000        45.7087        10.0037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        1319.82        20.0117        100.000        45.7340        10.0635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        1320.62        19.9959        100.000        45.7594        10.1234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        1321.42        19.9802        100.000        45.7847        10.1833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        1322.22        19.9644        100.000        45.8100        10.2432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        1323.02        19.9487        100.000        45.8354        10.3032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        1323.82        19.9330        100.000        45.8607        10.3631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        1324.62        19.9172        100.000        45.8861        10.4231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        1325.42        19.9015        100.000        45.9115        10.4831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        1326.22        19.8858        100.000        45.9369        10.5431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        1327.02        19.7981        100.000        46.0771        10.8707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        1327.81        19.7977        100.000        46.0782        10.8738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        1328.61        19.7973        100.000        46.0792        10.8770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        1329.41        19.7970        100.000        46.0803        10.8801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        1330.21        19.7966        100.000        46.0813        10.8833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        1331.01        19.3696        100.000        46.7830        12.5080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        1331.81        19.4218        100.000        46.6980        12.3119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        1332.60        19.4738        100.000        46.6131        12.1161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        1333.40        19.5258        100.000        46.5283        11.9205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        1334.20        19.5776        100.000        46.4436        11.7251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        1335.00        19.6322        100.000        46.3472        11.5066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11901.0        1335.79        19.6012        100.000        46.3974        11.6240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12001.0        1336.59        19.5703        100.000        46.4476        11.7415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12101.0        1337.39        19.5393        100.000        46.4978        11.8590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12201.0        1338.18        19.5084        100.000        46.5481        11.9766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12301.0        1338.98        19.4775        100.000        46.5984        12.0942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12401.0        1339.78        19.4465        100.000        46.6487        12.2119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12501.0        1340.57        19.4747        100.000        46.6041        12.1087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12601.0        1341.37        19.4253        100.000        46.6841        12.2954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12701.0        1342.17        19.3760        100.000        46.7642        12.4822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12801.0        1342.96        19.3266        100.000        46.8444        12.6692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12901.0        1343.76        19.5265        100.000        46.5230        11.9226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13001.0        1344.55        19.4925        100.000        46.5783        12.0519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13101.0        1345.35        19.4585        100.000        46.6338        12.1813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13201.0        1346.14        19.4245        100.000        46.6892        12.3108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13301.0        1346.94        19.3905        100.000        46.7448        12.4404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13401.0        1347.73        19.3565        100.000        46.8003        12.5700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13501.0        1348.53        19.3225        100.000        46.8560        12.6998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13601.0        1349.32        19.2885        100.000        46.9116        12.8296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13701.0        1350.12        19.2545        100.000        46.9674        12.9595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13801.0        1350.91        19.2205        100.000        47.0231        13.0895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13901.0        1351.71        19.1865        100.000        47.0790        13.2196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14001.0        1352.50        19.1525        100.000        47.1349        13.3498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14101.0        1353.29        19.1185        100.000        47.1908        13.4800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14201.0        1354.09        19.0846        100.000        47.2468        13.6104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14301.0        1354.88        19.0506        100.000        47.3028        13.7408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14401.0        1355.67        19.0166        100.000        47.3589        13.8713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14501.0        1356.47        18.9826        100.000        47.4151        14.0019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14601.0        1357.26        18.9486        100.000        47.4712        14.1326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14701.0        1358.05        18.6365        100.000        47.9679        15.2753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14801.0        1358.85        18.6313        100.000        47.9793        15.3032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14901.0        1359.64        18.5771        100.000        48.0653        15.5001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15001.0        1360.43        18.5818        100.000        48.0616        15.4938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15101.0        1361.22        18.5866        100.000        48.0579        15.4876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15201.0        1362.01        18.5913        100.000        48.0541        15.4813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15301.0        1362.81        18.5961        100.000        48.0504        15.4751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15401.0        1363.60        18.5714        100.000        48.0778        15.5281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15501.0        1364.39        18.5841        100.000        48.0656        15.5057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15601.0        1365.18        18.5968        100.000        48.0535        15.4834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15701.0        1365.97        18.5399        100.000        48.1441        15.6909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15801.0        1366.76        18.4591        100.000        48.2700        15.9769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15901.0        1367.55        18.3783        100.000        48.3961        16.2634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16001.0        1368.34        18.4187        100.000        48.3431        16.1497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16101.0        1369.13        18.4197        100.000        48.3485        16.1664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16201.0        1369.92        18.3600        100.000        48.4434        16.3833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16301.0        1370.71        18.3003        100.000        48.5386        16.6004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16401.0        1371.50        18.2406        100.000        48.6338        16.8178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16501.0        1372.29        18.1809        100.000        48.7292        17.0354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16601.0        1373.08        18.0744        100.000        48.8940        17.4080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16701.0        1373.87        18.0613        100.000        48.9204        17.4714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16801.0        1374.66        18.0015        100.000        49.0161        17.6897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16901.0        1375.45        17.9855        100.000        49.0415        17.7485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17001.0        1376.23        17.9856        100.000        49.0411        17.7486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17101.0        1377.02        17.9857        100.000        49.0406        17.7487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17201.0        1377.81        17.9858        100.000        49.0402        17.7488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17301.0        1378.60        17.9713        100.000        49.1215        17.9713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17401.0        1379.39        17.9715        100.000        49.1211        17.9715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17501.0        1380.17        17.9716        100.000        49.1206        17.9716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17601.0        1380.96        17.9717        100.000        49.1202        17.9717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17701.0        1381.75        17.9755        100.000        49.1197        17.9755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17801.0        1382.53        17.9806        100.000        49.1192        17.9806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17901.0        1383.32        17.9858        100.000        49.1188        17.9858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18001.0        1384.11        17.9910        100.000        49.1183        17.9910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18101.0        1384.89        17.9962        100.000        49.1178        17.9962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18201.0        1385.68        18.0014        100.000        49.1174        18.0014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18301.0        1386.46        18.0066        100.000        49.1169        18.0066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18401.0        1387.25        18.0118        100.000        49.1164        18.0118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18501.0        1388.04        18.0169        100.000        49.1160        18.0169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18601.0        1388.82        18.0221        100.000        49.1155        18.0221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18701.0        1389.61        18.0273        100.000        49.1150        18.0273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18801.0        1390.39        18.0325        100.000        49.1146        18.0325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18901.0        1391.17        18.0377        100.000        49.1141        18.0377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19001.0        1391.96        18.0429        100.000        49.1136        18.0429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19101.0        1392.74        18.0481        100.000        49.1132        18.0481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19201.0        1393.53        18.0532        100.000        49.1127        18.0532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19301.0        1394.31        18.0600        100.000        49.1122        18.0600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19401.0        1395.09        18.0649        100.000        49.1118        18.0649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19501.0        1395.88        18.0699        100.000        49.1113        18.0699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19601.0        1396.66        18.0748        100.000        49.1109        18.0748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19701.0        1397.44        18.0824        100.000        49.1104        18.0824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19801.0        1398.22        18.0878        100.000        49.1100        18.0878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19901.0        1399.01        18.0931        100.000        49.1095        18.0931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20001.0        1399.79        18.0984        100.000        49.1090        18.0984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20101.0        1400.57        18.1018        100.000        49.1086        18.1018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20201.0        1401.35        18.1072        100.000        49.1081        18.1072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20301.0        1402.13        18.1145        100.000        49.1077        18.1145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20401.0        1402.91        18.1198        100.000        49.1072        18.1198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20501.0        1403.70        18.1251        100.000        49.1068        18.1251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20601.0        1404.48        18.1305        100.000        49.1063        18.1305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20701.0        1405.26        18.1358        100.000        49.1059        18.1358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20801.0        1406.04        18.1412        100.000        49.1054        18.1412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20901.0        1406.82        18.1465        100.000        49.1050        18.1465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21001.0        1407.60        18.1518        100.000        49.1045        18.1518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21101.0        1408.38        18.1572        100.000        49.1041        18.1572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21201.0        1409.16        18.1625        100.000        49.1036        18.1625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21301.0        1409.93        18.1679        100.000        49.1032        18.1679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21401.0        1410.71        18.1732        100.000        49.1028        18.1732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21501.0        1411.49        18.1785        100.000        49.1023        18.1785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21601.0        1412.27        18.1839        100.000        49.1019        18.1839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21701.0        1413.05        18.1892        100.000        49.1014        18.1892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21801.0        1413.83        18.1946        100.000        49.1010        18.1946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21901.0        1414.60        18.1999        100.000        49.1005        18.1999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22001.0        1415.38        18.2052        100.000        49.1001        18.2052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22101.0        1416.16        18.2099        100.000        49.0997        18.2099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22201.0        1416.93        18.2153        100.000        49.0992        18.2153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22301.0        1417.71        18.2212        100.000        49.0988        18.2212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22401.0        1418.49        18.2261        100.000        49.0983        18.2261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22501.0        1419.26        18.2315        100.000        49.0979        18.2315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22601.0        1420.04        18.2369        100.000        49.0975        18.2369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22701.0        1420.82        18.2423        100.000        49.0970        18.2423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22801.0        1421.59        18.2477        100.000        49.0966        18.2477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22901.0        1422.37        18.2531        100.000        49.0962        18.2531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
