|6.6.6
mars_lf97_3.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           Pl             O              Opx            Cpx            Gt             C2/c           Wad            Ring           ca-pv          Wus            Pv            
  26001.0        1446.27        19.0248        100.000        49.0588        19.0248       0.654028                 NaN            NaN            NaN            NaN            NaN            NaN
  26101.0        1447.04        19.0606        100.000        49.0572        19.0606       0.687350                 NaN            NaN            NaN            NaN            NaN            NaN
  26201.0        1447.80        19.0913        100.000        49.0558        19.0913       0.714596                 NaN            NaN            NaN            NaN            NaN            NaN
  26301.0        1448.57        19.0999        100.000        49.0554        19.0999       0.715443                 NaN            NaN            NaN            NaN            NaN            NaN
  26401.0        1449.33        19.1291        100.000        49.0540        19.1291       0.740991                 NaN            NaN            NaN            NaN            NaN            NaN
  26501.0        1450.10        19.1445        100.000        49.0533        19.1445       0.749995                 NaN            NaN            NaN            NaN            NaN            NaN
  26601.0        1450.87        19.1766        100.000        49.0519        19.1766       0.778925                 NaN            NaN            NaN            NaN            NaN            NaN
  26701.0        1451.63        19.2087        100.000        49.0504        19.2087       0.807856                 NaN            NaN            NaN            NaN            NaN            NaN
  26801.0        1452.40        19.2408        100.000        49.0489        19.2408       0.836786                 NaN            NaN            NaN            NaN            NaN            NaN
  26901.0        1453.16        19.2754        100.000        49.0474        19.2754       0.868746                 NaN            NaN            NaN            NaN            NaN            NaN
  27001.0        1453.93        19.2091        100.000        49.0502        19.2091       0.781317                 NaN            NaN            NaN            NaN            NaN            NaN
  27101.0        1454.69        19.2341        100.000        49.0491        19.2341       0.801845                 NaN            NaN            NaN            NaN            NaN            NaN
  27201.0        1455.45        19.2591        100.000        49.0480        19.2591       0.822372                 NaN            NaN            NaN            NaN            NaN            NaN
  27301.0        1456.22        19.2841        100.000        49.0468        19.2841       0.842898                 NaN            NaN            NaN            NaN            NaN            NaN
  27401.0        1456.98        19.3091        100.000        49.0457        19.3091       0.863423                 NaN            NaN            NaN            NaN            NaN            NaN
  27501.0        1457.74        19.4078        100.000        49.0414        19.4078       0.970420                 NaN            NaN            NaN            NaN            NaN            NaN
  27601.0        1458.51        19.4286        100.000        49.0404        19.4286       0.985864                 NaN            NaN            NaN            NaN            NaN            NaN
  27701.0        1459.27        19.4494        100.000        49.0395        19.4494        1.00131                 NaN            NaN            NaN            NaN            NaN            NaN
  27801.0        1460.03        19.4702        100.000        49.0385        19.4702        1.01676                 NaN            NaN            NaN            NaN            NaN            NaN
  27901.0        1460.79        19.4910        100.000        49.0376        19.4910        1.03222                 NaN            NaN            NaN            NaN            NaN            NaN
  28001.0        1461.55        19.5118        100.000        49.0367        19.5118        1.04768                 NaN            NaN            NaN            NaN            NaN            NaN
  28101.0        1462.31        19.5640        100.000        49.0344        19.5640        1.10058                 NaN            NaN            NaN            NaN            NaN            NaN
  28201.0        1463.07        19.5876        100.000        49.0333        19.5876        1.11941                 NaN            NaN            NaN            NaN            NaN            NaN
  28301.0        1463.84        19.6112        100.000        49.0322        19.6112        1.13824                 NaN            NaN            NaN            NaN            NaN            NaN
  28401.0        1464.60        19.6349        100.000        49.0312        19.6349        1.15708                 NaN            NaN            NaN            NaN            NaN            NaN
  28501.0        1465.36        19.6585        100.000        49.0301        19.6585        1.17592                 NaN            NaN            NaN            NaN            NaN            NaN
  28601.0        1466.12        19.6822        100.000        49.0291        19.6822        1.19476                 NaN            NaN            NaN            NaN            NaN            NaN
  28701.0        1466.88        19.7219        100.000        49.0273        19.7219        1.23282                 NaN            NaN            NaN            NaN            NaN            NaN
  28801.0        1467.63        19.7465        100.000        49.0262        19.7465        1.25279                 NaN            NaN            NaN            NaN            NaN            NaN
  28901.0        1468.39        19.7711        100.000        49.0251        19.7711        1.27276                 NaN            NaN            NaN            NaN            NaN            NaN
  29001.0        1469.15        19.7957        100.000        49.0240        19.7957        1.29273                 NaN            NaN            NaN            NaN            NaN            NaN
  29101.0        1469.91        19.8203        100.000        49.0230        19.8203        1.31271                 NaN            NaN            NaN            NaN            NaN            NaN
  29201.0        1470.67        19.8553        100.000        49.0214        19.8553        1.34509                 NaN            NaN            NaN            NaN            NaN            NaN
  29301.0        1471.43        19.9129        100.000        49.0189        19.9129        1.40452                 NaN            NaN            NaN            NaN            NaN            NaN
  29401.0        1472.18        19.9394        100.000        49.0177        19.9394        1.42674                 NaN            NaN            NaN            NaN            NaN            NaN
  29501.0        1472.94        19.9658        100.000        49.0166        19.9658        1.44896                 NaN            NaN            NaN            NaN            NaN            NaN
  29601.0        1473.70        19.9923        100.000        49.0154        19.9923        1.47118                 NaN            NaN            NaN            NaN            NaN            NaN
  29701.0        1474.45        20.0188        100.000        49.0142        20.0188        1.49341                 NaN            NaN            NaN            NaN            NaN            NaN
  29801.0        1475.21        20.0453        100.000        49.0131        20.0453        1.51563                 NaN            NaN            NaN            NaN            NaN            NaN
  29901.0        1475.97        20.0718        100.000        49.0119        20.0718        1.53786                 NaN            NaN            NaN            NaN            NaN            NaN
  30001.0        1476.72        20.0982        100.000        49.0108        20.0982        1.56009                 NaN            NaN            NaN            NaN            NaN            NaN
  30101.0        1477.48        20.1247        100.000        49.0096        20.1247        1.58233                 NaN            NaN            NaN            NaN            NaN            NaN
  30201.0        1478.23        20.1512        100.000        49.0085        20.1512        1.60456                 NaN            NaN            NaN            NaN            NaN            NaN
  30301.0        1478.99        20.1777        100.000        49.0073        20.1777        1.62680                 NaN            NaN            NaN            NaN            NaN            NaN
  30401.0        1479.74        20.2042        100.000        49.0062        20.2042        1.64903                 NaN            NaN            NaN            NaN            NaN            NaN
  30501.0        1480.49        20.2307        100.000        49.0050        20.2307        1.67127                 NaN            NaN            NaN            NaN            NaN            NaN
  30601.0        1481.25        20.2572        100.000        49.0039        20.2572        1.69351                 NaN            NaN            NaN            NaN            NaN            NaN
  30701.0        1482.00        20.2837        100.000        49.0027        20.2837        1.71576                 NaN            NaN            NaN            NaN            NaN            NaN
  30801.0        1482.75        20.3102        100.000        49.0016        20.3102        1.73800                 NaN            NaN            NaN            NaN            NaN            NaN
  30901.0        1483.51        20.3367        100.000        49.0005        20.3367        1.76025                 NaN            NaN            NaN            NaN            NaN            NaN
  31001.0        1484.26        20.3631        100.000        48.9993        20.3631        1.78250                 NaN            NaN            NaN            NaN            NaN            NaN
  31101.0        1485.01        20.3896        100.000        48.9982        20.3896        1.80475                 NaN            NaN            NaN            NaN            NaN            NaN
  31201.0        1485.76        20.4161        100.000        48.9970        20.4161        1.82700                 NaN            NaN            NaN            NaN            NaN            NaN
  31301.0        1486.52        20.4426        100.000        48.9959        20.4426        1.84925                 NaN            NaN            NaN            NaN            NaN            NaN
  31401.0        1487.27        20.4692        100.000        48.9948        20.4692        1.87151                 NaN            NaN            NaN            NaN            NaN            NaN
  31501.0        1488.02        20.4957        100.000        48.9936        20.4957        1.89376                 NaN            NaN            NaN            NaN            NaN            NaN
  31601.0        1488.77        20.5222        100.000        48.9925        20.5222        1.91602                 NaN            NaN            NaN            NaN            NaN            NaN
  31701.0        1489.52        20.5487        100.000        48.9914        20.5487        1.93828                 NaN            NaN            NaN            NaN            NaN            NaN
  31801.0        1490.27        20.5752        100.000        48.9903        20.5752        1.96054                 NaN            NaN            NaN            NaN            NaN            NaN
  31901.0        1491.02        20.6017        100.000        48.9891        20.6017        1.98281                 NaN            NaN            NaN            NaN            NaN            NaN
  32001.0        1491.77        20.6282        100.000        48.9880        20.6282        2.00507                 NaN            NaN            NaN            NaN            NaN            NaN
  32101.0        1492.52        20.6513        100.000        48.9870        20.6513        2.02329                 NaN            NaN            NaN            NaN            NaN            NaN
  32201.0        1493.27        20.6707        100.000        48.9862        20.6707        2.03727                 NaN            NaN            NaN            NaN            NaN            NaN
  32301.0        1494.01        20.6902        100.000        48.9854        20.6902        2.05124                 NaN            NaN            NaN            NaN            NaN            NaN
  32401.0        1494.76        20.7097        100.000        48.9846        20.7097        2.06522                 NaN            NaN            NaN            NaN            NaN            NaN
  32501.0        1495.51        20.7291        100.000        48.9837        20.7291        2.07920                 NaN            NaN            NaN            NaN            NaN            NaN
  32601.0        1496.26        20.7486        100.000        48.9829        20.7486        2.09318                 NaN            NaN            NaN            NaN            NaN            NaN
  32701.0        1497.00        20.7680        100.000        48.9821        20.7680        2.10717                 NaN            NaN            NaN            NaN            NaN            NaN
  32801.0        1497.75        20.7875        100.000        48.9813        20.7875        2.12115                 NaN            NaN            NaN            NaN            NaN            NaN
  32901.0        1498.50        20.8070        100.000        48.9805        20.8070        2.13513                 NaN            NaN            NaN            NaN            NaN            NaN
  33001.0        1499.24        20.8264        100.000        48.9797        20.8264        2.14912                 NaN            NaN            NaN            NaN            NaN            NaN
  33101.0        1499.99        20.8459        100.000        48.9789        20.8459        2.16310                 NaN            NaN            NaN            NaN            NaN            NaN
  33201.0        1500.73        20.8654        100.000        48.9780        20.8654        2.17709                 NaN            NaN            NaN            NaN            NaN            NaN
  33301.0        1501.48        20.8848        100.000        48.9772        20.8848        2.19108                 NaN            NaN            NaN            NaN            NaN            NaN
  33401.0        1502.22        20.9043        100.000        48.9764        20.9043        2.20506                 NaN            NaN            NaN            NaN            NaN            NaN
  33501.0        1502.97        20.9238        100.000        48.9756        20.9238        2.21905                 NaN            NaN            NaN            NaN            NaN            NaN
  33601.0        1503.71        20.9432        100.000        48.9748        20.9432        2.23304                 NaN            NaN            NaN            NaN            NaN            NaN
  33701.0        1504.46        20.9627        100.000        48.9740        20.9627        2.24703                 NaN            NaN            NaN            NaN            NaN            NaN
  33801.0        1505.20        20.9822        100.000        48.9732        20.9822        2.26102                 NaN            NaN            NaN            NaN            NaN            NaN
  33901.0        1505.94        21.0017        100.000        48.9724        21.0017        2.27502                 NaN            NaN            NaN            NaN            NaN            NaN
  34001.0        1506.69        21.0211        100.000        48.9716        21.0211        2.28901                 NaN            NaN            NaN            NaN            NaN            NaN
  34101.0        1507.43        21.0406        100.000        48.9708        21.0406        2.30300                 NaN            NaN            NaN            NaN            NaN            NaN
  34201.0        1508.17        21.0601        100.000        48.9700        21.0601        2.31700                 NaN            NaN            NaN            NaN            NaN            NaN
  34301.0        1508.91        21.0795        100.000        48.9692        21.0795        2.33099                 NaN            NaN            NaN            NaN            NaN            NaN
  34401.0        1509.66        21.0990        100.000        48.9684        21.0990        2.34499                 NaN            NaN            NaN            NaN            NaN            NaN
  34501.0        1510.40        21.1185        100.000        48.9676        21.1185        2.35899                 NaN            NaN            NaN            NaN            NaN            NaN
  34601.0        1511.14        21.1380        100.000        48.9668        21.1380        2.37299                 NaN            NaN            NaN            NaN            NaN            NaN
  34701.0        1511.88        21.1575        100.000        48.9660        21.1575        2.38699                 NaN            NaN            NaN            NaN            NaN            NaN
  34801.0        1512.62        21.1769        100.000        48.9652        21.1769        2.40099                 NaN            NaN            NaN            NaN            NaN            NaN
  34901.0        1513.36        21.1964        100.000        48.9644        21.1964        2.41499                 NaN            NaN            NaN            NaN            NaN            NaN
  35001.0        1514.10        21.2159        100.000        48.9636        21.2159        2.42899                 NaN            NaN            NaN            NaN            NaN            NaN
  35101.0        1514.84        21.2354        100.000        48.9628        21.2354        2.44299                 NaN            NaN            NaN            NaN            NaN            NaN
  35201.0        1515.58        21.2548        100.000        48.9620        21.2548        2.45699                 NaN            NaN            NaN            NaN            NaN            NaN
  35301.0        1516.31        21.2743        100.000        48.9613        21.2743        2.47100                 NaN            NaN            NaN            NaN            NaN            NaN
  35401.0        1517.05        21.2938        100.000        48.9605        21.2938        2.48500                 NaN            NaN            NaN            NaN            NaN            NaN
  35501.0        1517.79        21.3133        100.000        48.9597        21.3133        2.49901                 NaN            NaN            NaN            NaN            NaN            NaN
  35601.0        1518.53        21.3328        100.000        48.9589        21.3328        2.51302                 NaN            NaN            NaN            NaN            NaN            NaN
  35701.0        1519.26        21.3523        100.000        48.9581        21.3523        2.52702                 NaN            NaN            NaN            NaN            NaN            NaN
  35801.0        1520.00        21.3717        100.000        48.9573        21.3717        2.54103                 NaN            NaN            NaN            NaN            NaN            NaN
  35901.0        1520.74        21.3912        100.000        48.9566        21.3912        2.55504                 NaN            NaN            NaN            NaN            NaN            NaN
  36001.0        1521.47        21.4107        100.000        48.9558        21.4107        2.56905                 NaN            NaN            NaN            NaN            NaN            NaN
  36101.0        1522.21        21.4302        100.000        48.9550        21.4302        2.58306                 NaN            NaN            NaN            NaN            NaN            NaN
  36201.0        1522.94        21.4497        100.000        48.9542        21.4497        2.59708                 NaN            NaN            NaN            NaN            NaN            NaN
  36301.0        1523.68        21.4692        100.000        48.9534        21.4692        2.61109                 NaN            NaN            NaN            NaN            NaN            NaN
  36401.0        1524.41        21.4887        100.000        48.9527        21.4887        2.62510                 NaN            NaN            NaN            NaN            NaN            NaN
  36501.0        1525.15        21.5082        100.000        48.9519        21.5082        2.63912                 NaN            NaN            NaN            NaN            NaN            NaN
  36601.0        1525.88        21.5277        100.000        48.9511        21.5277        2.65313                 NaN            NaN            NaN            NaN            NaN            NaN
  36701.0        1526.62        21.5471        100.000        48.9504        21.5471        2.66715                 NaN            NaN            NaN            NaN            NaN            NaN
  36801.0        1527.35        21.5666        100.000        48.9496        21.5666        2.68117                 NaN            NaN            NaN            NaN            NaN            NaN
  36901.0        1528.08        21.5861        100.000        48.9488        21.5861        2.69518                 NaN            NaN            NaN            NaN            NaN            NaN
  37001.0        1528.82        21.6056        100.000        48.9480        21.6056        2.70920                 NaN            NaN            NaN            NaN            NaN            NaN
  37101.0        1529.55        21.6251        100.000        48.9473        21.6251        2.72322                 NaN            NaN            NaN            NaN            NaN            NaN
  37201.0        1530.28        21.6446        100.000        48.9465        21.6446        2.73724                 NaN            NaN            NaN            NaN            NaN            NaN
  37301.0        1531.01        21.6641        100.000        48.9457        21.6641        2.75126                 NaN            NaN            NaN            NaN            NaN            NaN
  37401.0        1531.74        21.6836        100.000        48.9450        21.6836        2.76529                 NaN            NaN            NaN            NaN            NaN            NaN
  37501.0        1532.47        21.7031        100.000        48.9442        21.7031        2.77931                 NaN            NaN            NaN            NaN            NaN            NaN
  37601.0        1533.20        21.7226        100.000        48.9435        21.7226        2.79333                 NaN            NaN            NaN            NaN            NaN            NaN
  37701.0        1533.93        21.7421        100.000        48.9427        21.7421        2.80736                 NaN            NaN            NaN            NaN            NaN            NaN
  37801.0        1534.66        21.7616        100.000        48.9419        21.7616        2.82138                 NaN            NaN            NaN            NaN            NaN            NaN
  37901.0        1535.39        21.7811        100.000        48.9412        21.7811        2.83541                 NaN            NaN            NaN            NaN            NaN            NaN
  38001.0        1536.12        21.8006        100.000        48.9404        21.8006        2.84944                 NaN            NaN            NaN            NaN            NaN            NaN
  38101.0        1536.85        21.8201        100.000        48.9397        21.8201        2.86347                 NaN            NaN            NaN            NaN            NaN            NaN
  38201.0        1537.58        21.8396        100.000        48.9389        21.8396        2.87749                 NaN            NaN            NaN            NaN            NaN            NaN
  38301.0        1538.31        21.8591        100.000        48.9381        21.8591        2.89152                 NaN            NaN            NaN            NaN            NaN            NaN
  38401.0        1539.03        21.8786        100.000        48.9374        21.8786        2.90555                 NaN            NaN            NaN            NaN            NaN            NaN
  38501.0        1539.76        21.3276        100.000        48.9588        21.3276        2.28398                 NaN            NaN            NaN            NaN            NaN            NaN
  38601.0        1540.49        21.3462        100.000        48.9581        21.3462        2.29719                 NaN            NaN            NaN            NaN            NaN            NaN
  38701.0        1541.21        21.3648        100.000        48.9574        21.3648        2.31040                 NaN            NaN            NaN            NaN            NaN            NaN
  38801.0        1541.94        21.3833        100.000        48.9566        21.3833        2.32360                 NaN            NaN            NaN            NaN            NaN            NaN
  38901.0        1542.67        21.9526        100.000        48.9345        21.9526        2.95046                 NaN            NaN            NaN            NaN            NaN            NaN
  39001.0        1543.39        21.9667        100.000        48.9340        21.9667        2.95873                 NaN            NaN            NaN            NaN            NaN            NaN
  39101.0        1544.12        21.9809        100.000        48.9334        21.9809        2.96701                 NaN            NaN            NaN            NaN            NaN            NaN
  39201.0        1544.84        21.9950        100.000        48.9329        21.9950        2.97529                 NaN            NaN            NaN            NaN            NaN            NaN
  39301.0        1545.57        22.0092        100.000        48.9323        22.0092        2.98356                 NaN            NaN            NaN            NaN            NaN            NaN
  39401.0        1546.29        22.0233        100.000        48.9318        22.0233        2.99184                 NaN            NaN            NaN            NaN            NaN            NaN
  39501.0        1547.01        22.0375        100.000        48.9313        22.0375        3.00012                 NaN            NaN            NaN            NaN            NaN            NaN
  39601.0        1547.74        22.0516        100.000        48.9307        22.0516        3.00839                 NaN            NaN            NaN            NaN            NaN            NaN
  39701.0        1548.46        22.0658        100.000        48.9302        22.0658        3.01667                 NaN            NaN            NaN            NaN            NaN            NaN
  39801.0        1549.18        22.0799        100.000        48.9296        22.0799        3.02495                 NaN            NaN            NaN            NaN            NaN            NaN
  39901.0        1549.90        22.0940        100.000        48.9291        22.0940        3.03323                 NaN            NaN            NaN            NaN            NaN            NaN
  40001.0        1550.63        22.1082        100.000        48.9286        22.1082        3.04151                 NaN            NaN            NaN            NaN            NaN            NaN
  40101.0        1551.35        22.1223        100.000        48.9280        22.1223        3.04979                 NaN            NaN            NaN            NaN            NaN            NaN
  40201.0        1552.07        22.1365        100.000        48.9275        22.1365        3.05807                 NaN            NaN            NaN            NaN            NaN            NaN
  40301.0        1552.79        22.1506        100.000        48.9270        22.1506        3.06635                 NaN            NaN            NaN            NaN            NaN            NaN
  40401.0        1553.51        22.1648        100.000        48.9264        22.1648        3.07463                 NaN            NaN            NaN            NaN            NaN            NaN
  40501.0        1554.23        22.1789        100.000        48.9259        22.1789        3.08291                 NaN            NaN            NaN            NaN            NaN            NaN
  40601.0        1554.95        22.1931        100.000        48.9254        22.1931        3.09119                 NaN            NaN            NaN            NaN            NaN            NaN
  40701.0        1555.67        22.2072        100.000        48.9248        22.2072        3.09947                 NaN            NaN            NaN            NaN            NaN            NaN
  40801.0        1556.39        22.2214        100.000        48.9243        22.2214        3.10775                 NaN            NaN            NaN            NaN            NaN            NaN
  40901.0        1557.10        22.2355        100.000        48.9238        22.2355        3.11604                 NaN            NaN            NaN            NaN            NaN            NaN
  41001.0        1557.82        22.2497        100.000        48.9232        22.2497        3.12432                 NaN            NaN            NaN            NaN            NaN            NaN
  41101.0        1558.54        22.2638        100.000        48.9227        22.2638        3.13260                 NaN            NaN            NaN            NaN            NaN            NaN
  41201.0        1559.26        22.2780        100.000        48.9222        22.2780        3.14089                 NaN            NaN            NaN            NaN            NaN            NaN
  41301.0        1559.97        22.1136        100.000        48.9283        22.1136        2.95742                 NaN            NaN            NaN            NaN            NaN            NaN
  41401.0        1560.69        22.1296        100.000        48.9277        22.1296        2.96762                 NaN            NaN            NaN            NaN            NaN            NaN
  41501.0        1561.41        22.1455        100.000        48.9271        22.1455        2.97782                 NaN            NaN            NaN            NaN            NaN            NaN
  41601.0        1562.12        22.1614        100.000        48.9265        22.1614        2.98802                 NaN            NaN            NaN            NaN            NaN            NaN
  41701.0        1562.84        22.1774        100.000        48.9259        22.1774        2.99822                 NaN            NaN            NaN            NaN            NaN            NaN
  41801.0        1563.55        22.1933        100.000        48.9253        22.1933        3.00842                 NaN            NaN            NaN            NaN            NaN            NaN
  41901.0        1564.27        22.2092        100.000        48.9247        22.2092        3.01862                 NaN            NaN            NaN            NaN            NaN            NaN
  42001.0        1564.98        22.2252        100.000        48.9241        22.2252        3.02883                 NaN            NaN            NaN            NaN            NaN            NaN
  42101.0        1565.69        22.2411        100.000        48.9235        22.2411        3.03903                 NaN            NaN            NaN            NaN            NaN            NaN
  42201.0        1566.41        22.2570        100.000        48.9229        22.2570        3.04923                 NaN            NaN            NaN            NaN            NaN            NaN
  42301.0        1567.12        22.2730        100.000        48.9224        22.2730        3.05944                 NaN            NaN            NaN            NaN            NaN            NaN
  42401.0        1567.83        22.2889        100.000        48.9218        22.2889        3.06964                 NaN            NaN            NaN            NaN            NaN            NaN
  42501.0        1568.55        22.3048        100.000        48.9212        22.3048        3.07984                 NaN            NaN            NaN            NaN            NaN            NaN
  42601.0        1569.26        22.3208        100.000        48.9206        22.3208        3.09005                 NaN            NaN            NaN            NaN            NaN            NaN
  42701.0        1569.97        22.3367        100.000        48.9200        22.3367        3.10026                 NaN            NaN            NaN            NaN            NaN            NaN
  42801.0        1570.68        22.3527        100.000        48.9194        22.3527        3.11046                 NaN            NaN            NaN            NaN            NaN            NaN
  42901.0        1571.39        22.3686        100.000        48.9188        22.3686        3.12067                 NaN            NaN            NaN            NaN            NaN            NaN
  43001.0        1572.10        22.3845        100.000        48.9183        22.3845        3.13088                 NaN            NaN            NaN            NaN            NaN            NaN
  43101.0        1572.81        22.4005        100.000        48.9177        22.4005        3.14108                 NaN            NaN            NaN            NaN            NaN            NaN
  43201.0        1573.52        22.4164        100.000        48.9171        22.4164        3.15129                 NaN            NaN            NaN            NaN            NaN            NaN
  43301.0        1574.23        22.4324        100.000        48.9165        22.4324        3.16150                 NaN            NaN            NaN            NaN            NaN            NaN
  43401.0        1574.94        22.4483        100.000        48.9159        22.4483        3.17171                 NaN            NaN            NaN            NaN            NaN            NaN
  43501.0        1575.65        22.4642        100.000        48.9154        22.4642        3.18192                 NaN            NaN            NaN            NaN            NaN            NaN
  43601.0        1576.35        22.4802        100.000        48.9148        22.4802        3.19213                 NaN            NaN            NaN            NaN            NaN            NaN
  43701.0        1577.06        22.4961        100.000        48.9142        22.4961        3.20234                 NaN            NaN            NaN            NaN            NaN            NaN
  43801.0        1577.77        22.5121        100.000        48.9136        22.5121        3.21255                 NaN            NaN            NaN            NaN            NaN            NaN
  43901.0        1578.48        22.5280        100.000        48.9131        22.5280        3.22277                 NaN            NaN            NaN            NaN            NaN            NaN
  44001.0        1579.18        22.5439        100.000        48.9125        22.5439        3.23298                 NaN            NaN            NaN            NaN            NaN            NaN
  44101.0        1579.89        22.5599        100.000        48.9119        22.5599        3.24319                 NaN            NaN            NaN            NaN            NaN            NaN
  44201.0        1580.59        22.5758        100.000        48.9114        22.5758        3.25341                 NaN            NaN            NaN            NaN            NaN            NaN
  44301.0        1581.30        22.5918        100.000        48.9108        22.5918        3.26362                 NaN            NaN            NaN            NaN            NaN            NaN
  44401.0        1582.00        22.6077        100.000        48.9102        22.6077        3.27383                 NaN            NaN            NaN            NaN            NaN            NaN
  44501.0        1582.71        22.4606        100.000        48.9145        22.4606        3.13810                 NaN            NaN            NaN            NaN            NaN            NaN
  44601.0        1583.41        22.4752        100.000        48.9140        22.4752        3.14714                 NaN            NaN            NaN            NaN            NaN            NaN
  44701.0        1584.12        22.4898        100.000        48.9135        22.4898        3.15617                 NaN            NaN            NaN            NaN            NaN            NaN
  44801.0        1584.82        22.5044        100.000        48.9130        22.5044        3.16521                 NaN            NaN            NaN            NaN            NaN            NaN
  44901.0        1585.52        22.5191        100.000        48.9124        22.5191        3.17425                 NaN            NaN            NaN            NaN            NaN            NaN
  45001.0        1586.22        22.5337        100.000        48.9119        22.5337        3.18329                 NaN            NaN            NaN            NaN            NaN            NaN
  45101.0        1586.93        22.5483        100.000        48.9114        22.5483        3.19233                 NaN            NaN            NaN            NaN            NaN            NaN
  45201.0        1587.63        22.5630        100.000        48.9108        22.5630        3.20137                 NaN            NaN            NaN            NaN            NaN            NaN
  45301.0        1588.33        22.8444        100.000        48.9016        22.8444        3.46966                 NaN            NaN            NaN            NaN            NaN            NaN
  45401.0        1589.03        22.8571        100.000        48.9012        22.8571        3.47676                 NaN            NaN            NaN            NaN            NaN            NaN
  45501.0        1589.73        22.8697        100.000        48.9007        22.8697        3.48387                 NaN            NaN            NaN            NaN            NaN            NaN
  45601.0        1590.43        22.8824        100.000        48.9003        22.8824        3.49097                 NaN            NaN            NaN            NaN            NaN            NaN
  45701.0        1591.13        22.8951        100.000        48.8998        22.8951        3.49807                 NaN            NaN            NaN            NaN            NaN            NaN
  45801.0        1591.83        22.8447        100.000        48.9010        22.8447        3.45462                 NaN            NaN            NaN            NaN            NaN            NaN
  45901.0        1592.53        22.8577        100.000        48.9006        22.8577        3.46200                 NaN            NaN            NaN            NaN            NaN            NaN
  46001.0        1593.23        22.9560        100.000        48.8978        22.9560        3.53781                 NaN            NaN            NaN            NaN            NaN            NaN
  46101.0        1593.92        22.8837        100.000        48.8996        22.8837        3.47675                 NaN            NaN            NaN            NaN            NaN            NaN
  46201.0        1594.62        22.8967        100.000        48.8992        22.8967        3.48413                 NaN            NaN            NaN            NaN            NaN            NaN
  46301.0        1595.32        22.9097        100.000        48.8987        22.9097        3.49151                 NaN            NaN            NaN            NaN            NaN            NaN
  46401.0        1596.01        22.9227        100.000        48.8983        22.9227        3.49889                 NaN            NaN            NaN            NaN            NaN            NaN
  46501.0        1596.71        23.0183        100.000        48.8956        23.0183        3.57248                 NaN            NaN            NaN            NaN            NaN            NaN
  46601.0        1597.41        23.0308        100.000        48.8952        23.0308        3.57941                 NaN            NaN            NaN            NaN            NaN            NaN
  46701.0        1598.10        23.0432        100.000        48.8948        23.0432        3.58635                 NaN            NaN            NaN            NaN            NaN            NaN
  46801.0        1598.80        23.0557        100.000        48.8943        23.0557        3.59328                 NaN            NaN            NaN            NaN            NaN            NaN
  46901.0        1599.49        22.9878        100.000        48.8960        22.9878        3.53578                 NaN            NaN            NaN            NaN            NaN            NaN
  47001.0        1600.19        23.0008        100.000        48.8955        23.0008        3.54316                 NaN            NaN            NaN            NaN            NaN            NaN
  47101.0        1600.88        23.0138        100.000        48.8951        23.0138        3.55054                 NaN            NaN            NaN            NaN            NaN            NaN
  47201.0        1601.57        23.0268        100.000        48.8946        23.0268        3.55792                 NaN            NaN            NaN            NaN            NaN            NaN
  47301.0        1602.27        23.0398        100.000        48.8942        23.0398        3.56531                 NaN            NaN            NaN            NaN            NaN            NaN
  47401.0        1602.96        23.0528        100.000        48.8937        23.0528        3.57269                 NaN            NaN            NaN            NaN            NaN            NaN
  47501.0        1603.65        23.0659        100.000        48.8933        23.0659        3.58007                 NaN            NaN            NaN            NaN            NaN            NaN
  47601.0        1604.34        23.1554        100.000        48.8908        23.1554        3.64879                 NaN            NaN            NaN            NaN            NaN            NaN
  47701.0        1605.03        23.0919        100.000        48.8924        23.0919        3.59483                 NaN            NaN            NaN            NaN            NaN            NaN
  47801.0        1605.72        23.1049        100.000        48.8920        23.1049        3.60222                 NaN            NaN            NaN            NaN            NaN            NaN
  47901.0        1606.41        23.1179        100.000        48.8915        23.1179        3.60960                 NaN            NaN            NaN            NaN            NaN            NaN
  48001.0        1607.10        23.1309        100.000        48.8911        23.1309        3.61698                 NaN            NaN            NaN            NaN            NaN            NaN
  48101.0        1607.79        23.1439        100.000        48.8906        23.1439        3.62437                 NaN            NaN            NaN            NaN            NaN            NaN
  48201.0        1608.48        23.1569        100.000        48.8902        23.1569        3.63175                 NaN            NaN            NaN            NaN            NaN            NaN
  48301.0        1609.17        23.1700        100.000        48.8897        23.1700        3.63913                 NaN            NaN            NaN            NaN            NaN            NaN
  48401.0        1609.86        23.1830        100.000        48.8893        23.1830        3.64652                 NaN            NaN            NaN            NaN            NaN            NaN
  48501.0        1610.55        23.3116        100.000        48.8858        23.3116        3.74663                 NaN            NaN            NaN            NaN            NaN            NaN
  48601.0        1611.24        23.3258        100.000        48.8854        23.3258        3.75494                 NaN            NaN            NaN            NaN            NaN            NaN
  48701.0        1611.92        23.2465        100.000        48.8873        23.2465        3.68833                 NaN            NaN            NaN            NaN            NaN            NaN
  48801.0        1612.61        23.2635        100.000        48.8868        23.2635        3.69888                 NaN            NaN            NaN            NaN            NaN            NaN
  48901.0        1613.30        23.2804        100.000        48.8863        23.2804        3.70944                 NaN            NaN            NaN            NaN            NaN            NaN
  49001.0        1613.98        23.2974        100.000        48.8857        23.2974        3.71999                 NaN            NaN            NaN            NaN            NaN            NaN
