|6.6.6
mars_s99_3.tab                                                                                      
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          15
P(bar)         T(K)           Pl             O              Cpx            qtz            Opx            Gt             C2/c           Wad            Ring           st             Pv             Wus            ca-pv         
  40101.0        1551.35        61.2321        100.000        61.2321        61.2321        41.9341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40201.0        1552.07        61.2318        100.000        61.2318        61.2318        41.9272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40301.0        1552.79        61.2315        100.000        61.2315        61.2315        41.9203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40401.0        1553.51        61.2311        100.000        61.2311        61.2311        41.9134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40501.0        1554.23        61.2308        100.000        61.2308        61.2308        41.9066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40601.0        1554.95        61.2305        100.000        61.2305        61.2305        41.8997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40701.0        1555.67        61.2301        100.000        61.2301        61.2301        41.8928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40801.0        1556.39        61.2298        100.000        61.2298        61.2298        41.8859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40901.0        1557.10        61.2295        100.000        61.2295        61.2295        41.8790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  41001.0        1557.82        61.2292        100.000        61.2292        61.2292        41.8721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  41101.0        1558.54        61.2288        100.000        61.2288        61.2288        41.8653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  41201.0        1559.26        61.2285        100.000        61.2285        61.2285        41.8584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  41301.0        1559.97        61.2282        100.000        61.2282        61.2282        41.8515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  41401.0        1560.69        61.2279        100.000        61.2279        61.2279        41.8446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  41501.0        1561.41        61.2275        100.000        61.2275        61.2275        41.8377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  41601.0        1562.12        61.2272        100.000        61.2272        61.2272        41.8309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  41701.0        1562.84        61.2269        100.000        61.2269        61.2269        41.8240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  41801.0        1563.55        61.2266        100.000        61.2266        61.2266        41.8171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  41901.0        1564.27        61.2263        100.000        61.2263        61.2263        41.8102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42001.0        1564.98        61.2259        100.000        61.2259        61.2259        41.8034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42101.0        1565.69        61.2256        100.000        61.2256        61.2256        41.7965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42201.0        1566.41        61.2253        100.000        61.2253        61.2253        41.7896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42301.0        1567.12        61.2250        100.000        61.2250        61.2250        41.7827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42401.0        1567.83        61.2247        100.000        61.2247        61.2247        41.7759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42501.0        1568.55        61.2244        100.000        61.2244        61.2244        41.7690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42601.0        1569.26        61.2240        100.000        61.2240        61.2240        41.7621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42701.0        1569.97        61.2237        100.000        61.2237        61.2237        41.7552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42801.0        1570.68        61.2234        100.000        61.2234        61.2234        41.7484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42901.0        1571.39        61.2230        100.000        61.2230        61.2230        41.7399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43001.0        1572.10        61.2227        100.000        61.2227        61.2227        41.7330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43101.0        1572.81        61.2224        100.000        61.2224        61.2224        41.7262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43201.0        1573.52        61.2221        100.000        61.2221        61.2221        41.7194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43301.0        1574.23        61.2218        100.000        61.2218        61.2218        41.7126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43401.0        1574.94        61.2215        100.000        61.2215        61.2215        41.7058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43501.0        1575.65        61.2211        100.000        61.2211        61.2211        41.6989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43601.0        1576.35        61.2208        100.000        61.2208        61.2208        41.6921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43701.0        1577.06        61.2206        100.000        61.2206        61.2206        41.6866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43801.0        1577.77        61.2203        100.000        61.2203        61.2203        41.6797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43901.0        1578.48        61.2200        100.000        61.2200        61.2200        41.6729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  44001.0        1579.18        61.2197        100.000        61.2197        61.2197        41.6660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  44101.0        1579.89        61.2194        100.000        61.2194        61.2194        41.6591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  44201.0        1580.59        61.2189        100.000        61.2189        61.2189        41.6068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  44301.0        1581.30        61.2187        100.000        61.2187        61.2187        41.6444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  44401.0        1582.00        61.2184        100.000        61.2184        61.2184        41.6376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  44501.0        1582.71        61.2181        100.000        61.2181        61.2181        41.6317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  44601.0        1583.41        61.2178        100.000        61.2178        61.2178        41.6248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  44701.0        1584.12        61.2175        100.000        61.2175        61.2175        41.6180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  44801.0        1584.82        61.2172        100.000        61.2172        61.2172        41.6111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  44901.0        1585.52        61.2169        100.000        61.2169        61.2169        41.6043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45001.0        1586.22        61.2166        100.000        61.2166        61.2166        41.5974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45101.0        1586.93        61.2163        100.000        61.2163        61.2163        41.5906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45201.0        1587.63        61.2160        100.000        61.2160        61.2160        41.5837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45301.0        1588.33        61.2157        100.000        61.2157        61.2157        41.5763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45401.0        1589.03        61.2154        100.000        61.2154        61.2154        41.5695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45501.0        1589.73        61.2151        100.000        61.2151        61.2151        41.5627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45601.0        1590.43        61.2148        100.000        61.2148        61.2148        41.5559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45701.0        1591.13        61.2145        100.000        61.2145        61.2145        41.5483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45801.0        1591.83        61.2142        100.000        61.2142        61.2142        41.5416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45901.0        1592.53        61.2139        100.000        61.2139        61.2139        41.5349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46001.0        1593.23        61.2136        100.000        61.2136        61.2136        41.5282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46101.0        1593.92        61.2133        100.000        61.2133        61.2133        41.5215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46201.0        1594.62        61.2130        100.000        61.2130        61.2130        41.5148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46301.0        1595.32        61.2127        100.000        61.2127        61.2127        41.5081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46401.0        1596.01        61.2124        100.000        61.2124        61.2124        41.5014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46501.0        1596.71        61.2122        100.000        61.2122        61.2122        41.4963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46601.0        1597.41        61.2119        100.000        61.2119        61.2119        41.4959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46701.0        1598.10        61.2116        100.000        61.2116        61.2116        41.4955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46801.0        1598.80        61.2113        100.000        61.2113        61.2113        41.4950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46901.0        1599.49        61.2107        100.000        61.2107        61.2107        41.4461       0.943195E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  47001.0        1600.19        61.2104        100.000        61.2104        61.2104        41.4457       0.943218E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  47101.0        1600.88        61.2102        100.000        61.2102        61.2102        41.4452       0.943241E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  47201.0        1601.57        61.2099        100.000        61.2099        61.2099        41.4448       0.943264E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  47301.0        1602.27        61.2096        100.000        61.2096        61.2096        41.4428       0.116502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  47401.0        1602.96        61.2091        100.000        61.2091        61.2091        41.4363       0.198730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  47501.0        1603.65        61.2086        100.000        61.2086        61.2086        41.4297       0.283212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  47601.0        1604.34        61.2080        100.000        61.2080        61.2080        41.4227       0.387509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  47701.0        1605.03        61.2075        100.000        61.2075        61.2075        41.4160       0.477856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  47801.0        1605.72        61.2070        100.000        61.2070        61.2070        41.4093       0.568208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  47901.0        1606.41        61.2065        100.000        61.2065        61.2065        41.4026       0.658565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48001.0        1607.10        61.2060        100.000        61.2060        61.2060        41.3959       0.748928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48101.0        1607.79        61.2055        100.000        61.2055        61.2055        41.3907       0.818273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48201.0        1608.48        61.2052        100.000        61.2052        61.2052        41.3903       0.818292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48301.0        1609.17        61.2050        100.000        61.2050        61.2050        41.3898       0.818312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48401.0        1609.86        61.2047        100.000        61.2047        61.2047        41.3894       0.818332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48501.0        1610.55        61.2036        100.000        61.2036        61.2036        41.3645       0.112165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48601.0        1611.24        61.2032        100.000        61.2032        61.2032        41.3583       0.119333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48701.0        1611.92        61.2031        100.000        61.2031        61.2031        41.3554       0.113563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48801.0        1612.61        61.2026        100.000        61.2026        61.2026        41.3491       0.120876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48901.0        1613.30        61.2022        100.000        61.2022        61.2022        41.3429       0.128189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  49001.0        1613.98        61.2017        100.000        61.2017        61.2017        41.3366       0.135503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  49101.0        1614.67        61.2013        100.000        61.2013        61.2013        41.3304       0.142817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  49201.0        1615.35        61.2008        100.000        61.2008        61.2008        41.3241       0.150132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  49301.0        1616.04        61.2004        100.000        61.2004        61.2004        41.3179       0.157447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  49401.0        1616.72        61.1999        100.000        61.1999        61.1999        41.3116       0.164762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  49501.0        1617.40        61.1995        100.000        61.1995        61.1995        41.3054       0.172078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  49601.0        1618.09        61.1990        100.000        61.1990        61.1990        41.2991       0.179394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  49701.0        1618.77        61.1986        100.000        61.1986        61.1986        41.2929       0.186711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  49801.0        1619.45        61.1981        100.000        61.1981        61.1981        41.2867       0.194028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  49901.0        1620.13        61.1977        100.000        61.1977        61.1977        41.2804       0.201345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50001.0        1620.82        61.1972        100.000        61.1972        61.1972        41.2742       0.208663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50101.0        1621.50        61.1968        100.000        61.1968        61.1968        41.2679       0.215981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50201.0        1622.18        61.1963        100.000        61.1963        61.1963        41.2617       0.223300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50301.0        1622.86        61.1959        100.000        61.1959        61.1959        41.2555       0.230619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50401.0        1623.54        61.1954        100.000        61.1954        61.1954        41.2492       0.237939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50501.0        1624.22        61.1950        100.000        61.1950        61.1950        41.2430       0.245259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50601.0        1624.89        61.1945        100.000        61.1945        61.1945        41.2368       0.252579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50701.0        1625.57        61.1941        100.000        61.1941        61.1941        41.2305       0.259900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50801.0        1626.25        61.1936        100.000        61.1936        61.1936        41.2243       0.267221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50901.0        1626.93        61.1939        100.000        61.1939        61.1939        41.2323       0.245341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51001.0        1627.61        61.1935        100.000        61.1935        61.1935        41.2264       0.251856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51101.0        1628.28        61.1931        100.000        61.1931        61.1931        41.2206       0.258372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51201.0        1628.96        61.1927        100.000        61.1927        61.1927        41.2148       0.264888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51301.0        1629.64        61.1923        100.000        61.1923        61.1923        41.2089       0.271404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51401.0        1630.31        61.1918        100.000        61.1918        61.1918        41.2031       0.277921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51501.0        1630.99        61.1914        100.000        61.1914        61.1914        41.1973       0.284438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51601.0        1631.66        61.1910        100.000        61.1910        61.1910        41.1914       0.290955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51701.0        1632.33        61.1906        100.000        61.1906        61.1906        41.1856       0.297473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51801.0        1633.01        61.1902        100.000        61.1902        61.1902        41.1798       0.303991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51901.0        1633.68        61.1898        100.000        61.1898        61.1898        41.1739       0.310510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52001.0        1634.35        61.1893        100.000        61.1893        61.1893        41.1681       0.317029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52101.0        1635.03        61.1871        100.000        61.1871        61.1871        41.1361       0.394000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52201.0        1635.70        61.1867        100.000        61.1867        61.1867        41.1305       0.399935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52301.0        1636.37        61.1863        100.000        61.1863        61.1863        41.1249       0.405870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52401.0        1637.04        61.1866        100.000        61.1866        61.1866        41.1248       0.384238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52501.0        1637.71        61.1862        100.000        61.1862        61.1862        41.1191       0.390544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52601.0        1638.38        61.1858        100.000        61.1858        61.1858        41.1127       0.398160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52701.0        1639.05        61.1854        100.000        61.1854        61.1854        41.1070       0.404454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52801.0        1639.72        61.1850        100.000        61.1850        61.1850        41.1013       0.410749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52901.0        1640.39        61.1843        100.000        61.1843        61.1843        41.0922       0.427245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53001.0        1641.06        61.1839        100.000        61.1839        61.1839        41.0866       0.433436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53101.0        1641.72        61.1835        100.000        61.1835        61.1835        41.0809       0.439628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53201.0        1642.39        61.1826        100.000        61.1826        61.1826        41.0683       0.466701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53301.0        1643.06        61.1822        100.000        61.1822        61.1822        41.0626       0.472265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53401.0        1643.73        61.1818        100.000        61.1818        61.1818        41.0569       0.477830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53501.0        1644.39        61.1815        100.000        61.1815        61.1815        41.0512       0.483396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53601.0        1645.06        61.1811        100.000        61.1811        61.1811        41.0455       0.488964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53701.0        1645.72        61.1807        100.000        61.1807        61.1807        41.0398       0.494532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53801.0        1646.39        61.1803        100.000        61.1803        61.1803        41.0341       0.500101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53901.0        1647.05        61.1799        100.000        61.1799        61.1799        41.0284       0.505671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54001.0        1647.72        61.1796        100.000        61.1796        61.1796        41.0227       0.511243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54101.0        1648.38        61.1788        100.000        61.1788        61.1788        41.0123       0.533134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54201.0        1649.04        61.1784        100.000        61.1784        61.1784        41.0062       0.539798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54301.0        1649.70        61.1780        100.000        61.1780        61.1780        41.0002       0.546463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54401.0        1650.37        61.1776        100.000        61.1776        61.1776        40.9942       0.553129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54501.0        1651.03        61.1772        100.000        61.1772        61.1772        40.9882       0.559794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54601.0        1651.69        61.1768        100.000        61.1768        61.1768        40.9822       0.566461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54701.0        1652.35        61.1764        100.000        61.1764        61.1764        40.9762       0.573127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54801.0        1653.01        61.1760        100.000        61.1760        61.1760        40.9702       0.579794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54901.0        1653.67        61.1756        100.000        61.1756        61.1756        40.9642       0.586461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55001.0        1654.33        61.1752        100.000        61.1752        61.1752        40.9582       0.593128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55101.0        1654.99        61.1748        100.000        61.1748        61.1748        40.9522       0.599796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55201.0        1655.65        61.1744        100.000        61.1744        61.1744        40.9462       0.606464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55301.0        1656.30        61.1740        100.000        61.1740        61.1740        40.9402       0.613133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55401.0        1656.96        61.1736        100.000        61.1736        61.1736        40.9342       0.619802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55501.0        1657.62        61.1732        100.000        61.1732        61.1732        40.9282       0.626471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55601.0        1658.28        61.1728        100.000        61.1728        61.1728        40.9222       0.633140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55701.0        1658.93        61.1724        100.000        61.1724        61.1724        40.9162       0.639810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55801.0        1659.59        61.1720        100.000        61.1720        61.1720        40.9102       0.646480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55901.0        1660.24        61.1716        100.000        61.1716        61.1716        40.9042       0.653151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56001.0        1660.90        61.1712        100.000        61.1712        61.1712        40.8982       0.659822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56101.0        1661.55        61.1709        100.000        61.1709        61.1709        40.8922       0.666493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56201.0        1662.21        61.1705        100.000        61.1705        61.1705        40.8862       0.673165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56301.0        1662.86        61.1701        100.000        61.1701        61.1701        40.8802       0.679837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56401.0        1663.51        61.1697        100.000        61.1697        61.1697        40.8742       0.686509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56501.0        1664.16        61.1693        100.000        61.1693        61.1693        40.8682       0.693181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56601.0        1664.82        61.1689        100.000        61.1689        61.1689        40.8622       0.699854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56701.0        1665.47        61.1685        100.000        61.1685        61.1685        40.8562       0.706528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56801.0        1666.12        61.1681        100.000        61.1681        61.1681        40.8502       0.713201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56901.0        1666.77        61.1678        100.000        61.1678        61.1678        40.8443       0.719875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57001.0        1667.42        61.1674        100.000        61.1674        61.1674        40.8383       0.726549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57101.0        1668.07        61.1670        100.000        61.1670        61.1670        40.8323       0.733224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57201.0        1668.72        61.1666        100.000        61.1666        61.1666        40.8263       0.739899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57301.0        1669.37        61.1662        100.000        61.1662        61.1662        40.8203       0.746574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57401.0        1670.01        61.1658        100.000        61.1658        61.1658        40.8143       0.753250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57501.0        1670.66        61.1655        100.000        61.1655        61.1655        40.8083       0.759926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57601.0        1671.31        61.1651        100.000        61.1651        61.1651        40.8024       0.766602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57701.0        1671.96        61.1647        100.000        61.1647        61.1647        40.7964       0.773164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57801.0        1672.60        61.1644        100.000        61.1644        61.1644        40.7913       0.778393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57901.0        1673.25        61.1640        100.000        61.1640        61.1640        40.7861       0.783622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58001.0        1673.89        61.1637        100.000        61.1637        61.1637        40.7810       0.788852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58101.0        1674.54        61.1633        100.000        61.1633        61.1633        40.7759       0.794081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58201.0        1675.18        61.1630        100.000        61.1630        61.1630        40.7707       0.799311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58301.0        1675.83        61.1626        100.000        61.1626        61.1626        40.7656       0.804541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58401.0        1676.47        61.1623        100.000        61.1623        61.1623        40.7604       0.809772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58501.0        1677.11        61.1620        100.000        61.1620        61.1620        40.7553       0.815002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58601.0        1677.76        61.1616        100.000        61.1616        61.1616        40.7501       0.820233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58701.0        1678.40        61.1613        100.000        61.1613        61.1613        40.7450       0.825465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58801.0        1679.04        61.1609        100.000        61.1609        61.1609        40.7399       0.830696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58901.0        1679.68        61.1606        100.000        61.1606        61.1606        40.7347       0.835928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59001.0        1680.32        61.1603        100.000        61.1603        61.1603        40.7296       0.841160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59101.0        1680.96        61.1599        100.000        61.1599        61.1599        40.7245       0.846392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59201.0        1681.60        61.1596        100.000        61.1596        61.1596        40.7193       0.851624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59301.0        1682.24        61.1593        100.000        61.1593        61.1593        40.7142       0.856857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59401.0        1682.88        61.1589        100.000        61.1589        61.1589        40.7091       0.862090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59501.0        1683.52        61.1586        100.000        61.1586        61.1586        40.7039       0.867323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59601.0        1684.16        61.1582        100.000        61.1582        61.1582        40.6988       0.872556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59701.0        1684.79        61.1579        100.000        61.1579        61.1579        40.6937       0.877790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59801.0        1685.43        61.1576        100.000        61.1576        61.1576        40.6885       0.883024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59901.0        1686.07        61.1572        100.000        61.1572        61.1572        40.6834       0.888258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60001.0        1686.70        61.1569        100.000        61.1569        61.1569        40.6783       0.893492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
