|6.6.6
mars_t13_atm_2.tab                                                                                  
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          26
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Aki            ca-pv          NaAl           Pv            
  1601.00        381.083        5.80547                 NaN   74.1738                 NaN   10.0179                 NaN            NaN            NaN   6.75095        3.25188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.00        385.469        5.80672                 NaN   74.1743                 NaN   10.0169                 NaN            NaN            NaN   6.74911        3.25300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.00        389.844        5.79943                 NaN   74.1770                 NaN   10.0214                 NaN            NaN            NaN   6.75317        3.24898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1901.00        394.207        5.79900                 NaN   74.1779                 NaN   10.0215                 NaN            NaN            NaN   6.75257        3.24899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2001.00        398.559        5.79856                 NaN   74.1788                 NaN   10.0216                 NaN            NaN            NaN   6.75197        3.24899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2101.00        402.900        5.78858                 NaN   61.5722                 NaN   10.1709                 NaN            NaN            NaN            NaN   3.28704        19.1812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2201.00        407.230        5.78226                 NaN   61.5696                 NaN   10.1750                 NaN            NaN            NaN            NaN   3.28523        19.1880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2301.00        411.548        5.77677                 NaN   61.5671                 NaN   10.1784                 NaN            NaN            NaN            NaN   3.28307        19.1946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2401.00        415.856        5.77633                 NaN   61.5678                 NaN   10.1785                 NaN            NaN            NaN            NaN   3.28308        19.1943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2501.00        420.152        5.76139                 NaN   61.5634                 NaN   10.1879                 NaN            NaN            NaN            NaN   3.28233        19.2049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2601.00        424.437        5.74258                 NaN   61.5583                 NaN   10.1998                 NaN            NaN            NaN            NaN   3.28208        19.2172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        428.711        5.72286                 NaN   61.5516                 NaN   10.2119                 NaN            NaN            NaN            NaN   3.28049        19.2331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        432.973        5.70721                 NaN   61.5484                 NaN   10.2220                 NaN            NaN            NaN            NaN   3.28118        19.2412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        437.225        5.69025                 NaN   61.5435                 NaN   10.2326                 NaN            NaN            NaN            NaN   3.28055        19.2530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        441.466        5.67243                 NaN   61.5387                 NaN   10.2439                 NaN            NaN            NaN            NaN   3.28034        19.2646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        445.695        5.65582                 NaN   61.5340                 NaN   10.2545                 NaN            NaN            NaN            NaN   3.27985        19.2759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3201.00        449.914        5.63834                 NaN   61.5292                 NaN   10.2656                 NaN            NaN            NaN            NaN   3.27958        19.2873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3301.00        454.121        5.63430                 NaN   61.5276                 NaN   10.2680                 NaN            NaN            NaN            NaN   3.27828        19.2918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        458.318        5.58951                 NaN   61.5138                 NaN   10.2964                 NaN            NaN            NaN            NaN   3.27788        19.3224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        462.503        5.56552                 NaN   61.5060                 NaN   10.3115                 NaN            NaN            NaN            NaN   3.27680        19.3402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        466.678        5.51724                 NaN   61.4885                 NaN   10.3418                 NaN            NaN            NaN            NaN   3.27402        19.3784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        470.842        5.51143                 NaN   61.4901                 NaN   10.3459                 NaN            NaN            NaN            NaN   3.27637        19.3762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        474.994        5.49801                 NaN   61.4689                 NaN   10.3523                 NaN            NaN            NaN            NaN   3.25876        19.4221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        479.136        5.46925                 NaN   61.4738                 NaN   10.3723                 NaN            NaN            NaN            NaN   3.27183        19.4128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        483.267        5.43615                 NaN   61.4659                 NaN   10.3936                 NaN            NaN            NaN            NaN   3.27365        19.4307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        487.388        5.41254                 NaN   61.4578                 NaN   10.4085                 NaN            NaN            NaN            NaN   3.27226        19.4488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        491.497        5.38775                 NaN   61.4498                 NaN   10.4242                 NaN            NaN            NaN            NaN   3.27129        19.4669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        495.596        5.35843                 NaN   61.4419                 NaN   10.4430                 NaN            NaN            NaN            NaN   3.27194        19.4847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        499.683        5.32912                 NaN   61.4340                 NaN   10.4618                 NaN            NaN            NaN            NaN   3.27259        19.5025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        503.761        5.22554                 NaN   61.4095                 NaN   10.5282                 NaN            NaN            NaN            NaN   3.28062        19.5562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        507.827        5.27469                 NaN   61.3773                 NaN   10.4955                 NaN            NaN            NaN            NaN   3.23498        19.6175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        511.883        5.22594                 NaN   61.3614                 NaN   10.5265                 NaN            NaN            NaN            NaN   3.23370        19.6524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        515.927        5.17280                 NaN   61.3461                 NaN   10.5607                 NaN            NaN            NaN            NaN   3.23475        19.6857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        519.962        4.82349                 NaN   61.2622                 NaN   10.7874                 NaN            NaN            NaN            NaN   3.26437        19.8626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        523.985        4.78903                 NaN   61.2512                 NaN   10.8094                 NaN            NaN            NaN            NaN   3.26368        19.8867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        527.998        4.77052                 NaN   61.2458                 NaN   10.8211                 NaN            NaN            NaN            NaN   3.26331        19.8992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        532.001        4.73550                 NaN   61.2346                 NaN   10.8435                 NaN            NaN            NaN            NaN   3.26264        19.9237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        535.993        4.71583                 NaN   61.2290                 NaN   10.8560                 NaN            NaN            NaN            NaN   3.26229        19.9368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        539.974        4.68021                 NaN   61.2176                 NaN   10.8788                 NaN            NaN            NaN            NaN   3.26163        19.9617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        543.945        4.66434                 NaN   61.2137                 NaN   10.8890                 NaN            NaN            NaN            NaN   3.26180        19.9711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        547.905        4.62741                 NaN   61.2019                 NaN   10.9126                 NaN            NaN            NaN            NaN   3.26110        19.9970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        551.854        4.58644                 NaN   61.1883                 NaN   10.9384                 NaN            NaN            NaN            NaN   3.25995        20.0268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        555.794        4.54940                 NaN   61.1765                 NaN   10.9622                 NaN            NaN            NaN            NaN   3.25933        20.0526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        559.722        4.52586                 NaN   61.1703                 NaN   10.9772                 NaN            NaN            NaN            NaN   3.25971        20.0669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        563.641        4.48690                 NaN   61.1577                 NaN   11.0021                 NaN            NaN            NaN            NaN   3.25903        20.0942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        567.548        4.45917                 NaN   61.1496                 NaN   11.0197                 NaN            NaN            NaN            NaN   3.25888        20.1127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        571.446        4.42082                 NaN   61.1373                 NaN   11.0443                 NaN            NaN            NaN            NaN   3.25833        20.1393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        575.333        4.38596                 NaN   61.1264                 NaN   11.0666                 NaN            NaN            NaN            NaN   3.25794        20.1631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        579.210        4.34583                 NaN   61.1134                 NaN   11.0924                 NaN            NaN            NaN            NaN   3.25730        20.1911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        583.076        4.31132                 NaN   61.1040                 NaN   11.1142                 NaN            NaN            NaN            NaN   3.25809        20.2123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        586.932        4.26392                 NaN   61.0888                 NaN   11.1445                 NaN            NaN            NaN            NaN   3.25760        20.2451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        590.778        4.21656                 NaN   61.0736                 NaN   11.1748                 NaN            NaN            NaN            NaN   3.25711        20.2779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        594.613        3.12956                 NaN   60.7305                 NaN   11.8663                 NaN            NaN            NaN            NaN   3.27047        21.0032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        598.438        3.09744                 NaN   60.7174                 NaN   11.8864                 NaN            NaN            NaN            NaN   3.26709        21.0317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        602.253        3.02136                 NaN   60.6937                 NaN   11.9351                 NaN            NaN            NaN            NaN   3.26764        21.0821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        606.058        3.85643                 NaN   60.9638                 NaN   11.4042                 NaN            NaN            NaN            NaN   3.26203        20.5135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        609.853        3.74462                 NaN   60.9356                 NaN   11.4753                 NaN            NaN            NaN            NaN   3.26937        20.5751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        613.637        3.78149                 NaN   60.9423                 NaN   11.4526                 NaN            NaN            NaN            NaN   3.26343        20.5602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        617.411        3.78119                 NaN   60.9429                 NaN   11.4526                 NaN            NaN            NaN            NaN   3.26344        20.5598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        621.175        3.81754                 NaN   60.9488                 NaN   11.4302                 NaN            NaN            NaN            NaN   3.25683        20.5466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        624.929        3.81724                 NaN   60.9494                 NaN   11.4303                 NaN            NaN            NaN            NaN   3.25684        20.5462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        628.673        2.94866                 NaN   60.6769                 NaN   11.9842                 NaN            NaN            NaN            NaN   3.26910        21.1212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        632.407        2.78263                 NaN   60.6227                 NaN   12.0903                 NaN            NaN            NaN            NaN   3.26895        21.2355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        636.130        2.53546                 NaN   60.5247                 NaN   12.2448                 NaN  0.548785E-001            NaN            NaN   3.25032        21.3898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        639.844        2.53526                 NaN   60.5253                 NaN   12.2448                 NaN  0.548792E-001            NaN            NaN   3.25033        21.3895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        643.548        2.70633                 NaN   60.0700                 NaN   12.0242                 NaN   1.46219                 NaN            NaN   2.70469        21.0325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        647.241        2.70612                 NaN   60.0705                 NaN   12.0243                 NaN   1.46221                 NaN            NaN   2.70469        21.0322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        650.925        2.86590                 NaN   59.5706                 NaN   11.7931                 NaN   2.98325                 NaN            NaN   2.11497        20.6721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        654.598        2.86567                 NaN   59.5712                 NaN   11.7932                 NaN   2.98328                 NaN            NaN   2.11498        20.6717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        658.262                 NaN            NaN   56.6516                 NaN   11.7775        1.39659        8.60236                 NaN            NaN            NaN   21.5719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        661.916                 NaN            NaN   56.6520                 NaN   11.7775        1.39658        8.60244                 NaN            NaN            NaN   21.5715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        665.560                 NaN            NaN   56.6526                 NaN   1.13270        12.0327        8.59029                 NaN            NaN            NaN   21.5917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        669.194                 NaN            NaN   56.6530                 NaN   1.13270        12.0327        8.59037                 NaN            NaN            NaN   21.5913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        672.818                 NaN            NaN   56.6533                 NaN   1.13269        12.0327        8.59045                 NaN            NaN            NaN   21.5908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        676.432                 NaN            NaN   56.6540                 NaN   12.3476       0.809727        8.57749                 NaN            NaN            NaN   21.6112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        680.037                 NaN            NaN   56.6544                 NaN   12.3476       0.809725        8.57757                 NaN            NaN            NaN   21.6107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        683.631       0.600435                 NaN   56.8528                 NaN   12.7670                 NaN   8.54942                 NaN            NaN            NaN   21.2303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        687.216                 NaN            NaN   56.6565                 NaN  0.380310        12.7815        8.58367                 NaN            NaN            NaN   21.5980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        690.792                 NaN            NaN   56.6572                 NaN   13.1536                 NaN   8.57050                 NaN            NaN            NaN   21.6187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        694.357                 NaN            NaN   56.6575                 NaN   13.1536                 NaN   8.57058                 NaN            NaN            NaN   21.6183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        697.913                 NaN            NaN   56.6580                 NaN   13.1426                 NaN   8.55583                 NaN            NaN            NaN   21.6436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        701.458                 NaN            NaN   56.6584                 NaN   13.1423                 NaN   8.55247                 NaN            NaN            NaN   21.6469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        704.995                 NaN            NaN   56.6590                 NaN   13.1386                 NaN   8.54915                 NaN            NaN            NaN   21.6533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        708.521                 NaN            NaN   56.6589                 NaN   13.1383                 NaN   8.53308                 NaN            NaN            NaN   21.6697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        712.038                 NaN            NaN   56.6599                 NaN   13.1317                 NaN   8.53740                 NaN            NaN            NaN   21.6710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        715.546                 NaN            NaN   56.6605                 NaN   13.1299                 NaN   8.53697                 NaN            NaN            NaN   21.6726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        719.043                 NaN            NaN   56.6610                 NaN   13.1269                 NaN   8.53246                 NaN            NaN            NaN   21.6796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        722.531                 NaN            NaN   56.6614                 NaN   13.1234                 NaN   8.52584                 NaN            NaN            NaN   21.6894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        726.010                 NaN            NaN   56.6614                 NaN   13.1223                 NaN   8.50894                 NaN            NaN            NaN   21.7074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        729.479                 NaN            NaN   56.6622                 NaN   13.1165                 NaN   8.50849                 NaN            NaN            NaN   21.7128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        732.938                 NaN            NaN   56.6627                 NaN   13.1137                 NaN   8.50201                 NaN            NaN            NaN   21.7217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        736.388                 NaN            NaN   56.6636                 NaN   13.1120                 NaN   8.51011                 NaN            NaN            NaN   21.7143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        739.829                 NaN            NaN   56.6640                 NaN   13.1093                 NaN   8.50503                 NaN            NaN            NaN   21.7216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        743.260                 NaN            NaN   56.6632                 NaN   13.1079                 NaN   8.46809                 NaN            NaN            NaN   21.7608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        746.681                 NaN            NaN   56.6635                 NaN   13.1051                 NaN   8.45816                 NaN            NaN            NaN   21.7733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        750.093                 NaN            NaN   56.6617                 NaN   13.1191                 NaN   8.41608                 NaN            NaN            NaN   21.8031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        753.496                 NaN            NaN   56.6635                 NaN   13.1108                 NaN   8.43575                 NaN            NaN            NaN   21.7900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        756.889                 NaN            NaN   56.6629                 NaN   13.1144                 NaN   8.41057                 NaN            NaN            NaN   21.8121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        760.273                 NaN            NaN   56.6661                 NaN   13.0944                 NaN   8.45774                 NaN            NaN            NaN   21.7817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
