|6.6.6
mars_s99_atm_3.tab                                                                                  
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          27
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Wus            ca-pv          NaAl           Pv             Aki           
  1.00000        309.347        33.5863                 NaN   100.000                 NaN   8.54336                 NaN            NaN            NaN   20.3465       0.687963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  101.000        313.918        33.5944                 NaN   100.000                 NaN   8.70949                 NaN            NaN            NaN   20.4969       0.755725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  201.000        318.476        33.5918                 NaN   100.000                 NaN   8.70461                 NaN            NaN            NaN   20.4934       0.752049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  301.000        323.023        33.5794                 NaN   100.000                 NaN   8.53678                 NaN            NaN            NaN   20.3421       0.681371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  401.000        327.558        33.5785                 NaN   100.000                 NaN   8.52654                 NaN            NaN            NaN   20.3305       0.678845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  501.000        332.082        33.5732                 NaN   100.000                 NaN   8.48383                 NaN            NaN            NaN   20.2945       0.657982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  601.000        336.594        33.5693                 NaN   100.000                 NaN   8.44193                 NaN            NaN            NaN   20.2551       0.641187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  701.000        341.095        33.5666                 NaN   100.000                 NaN   8.42961                 NaN            NaN            NaN   20.2438       0.635360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  801.000        345.584        33.5646                 NaN   100.000                 NaN   8.42668                 NaN            NaN            NaN   20.2409       0.633529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  901.000        350.061        33.5629                 NaN   100.000                 NaN   8.43169                 NaN            NaN            NaN   20.2454       0.634843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1001.00        354.527        33.5609                 NaN   100.000                 NaN   8.42707                 NaN            NaN            NaN   20.2412       0.631940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1101.00        358.982        33.5577                 NaN   100.000                 NaN   8.42392                 NaN            NaN            NaN   20.2379       0.629904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.00        363.425        33.5567                 NaN   100.000                 NaN   8.46023                 NaN            NaN            NaN   20.2759       0.639267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1301.00        367.856        33.5684                 NaN   100.000                 NaN   8.72651                 NaN            NaN            NaN   20.5207       0.745501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        372.276        33.5664                 NaN   100.000                 NaN   8.73399                 NaN            NaN            NaN   20.5288       0.746660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.00        376.685        33.5644                 NaN   100.000                 NaN   8.74149                 NaN            NaN            NaN   20.5368       0.747824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
