|6.6.6
mars_t13_6.tab                                                                                      
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          14
P(bar)         T(K)           Pl             O              Opx            Cpx            Sp             Gt             Wad            C2/c           Ring           ca-pv          Wus            Pv            
  1.00000        1240.11        17.4082        100.000        39.5420        4.99940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  101.000        1240.92        17.4005        100.000        39.5512        5.02249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  201.000        1241.73        17.3928        100.000        39.5605        5.04559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  301.000        1242.53        17.3852        100.000        39.5698        5.06868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  401.000        1243.34        17.3775        100.000        39.5790        5.09179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  501.000        1244.15        17.3698        100.000        39.5883        5.11489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  601.000        1244.96        17.3626        100.000        39.5979        5.13797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  701.000        1245.77        17.3548        100.000        39.6079        5.16102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  801.000        1246.58        17.3471        100.000        39.6172        5.18413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  901.000        1247.38        17.3391        100.000        39.6254        5.20734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1001.00        1248.19        17.3315        100.000        39.6347        5.23046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1101.00        1249.00        17.3238        100.000        39.6440        5.25358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.00        1249.81        17.3162        100.000        39.6533        5.27670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1301.00        1250.62        17.3085        100.000        39.6626        5.29983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        1251.42        17.3008        100.000        39.6719        5.32296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.00        1252.23        17.2932        100.000        39.6813        5.34609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.00        1253.04        17.2856        100.000        39.6906        5.36923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.00        1253.85        17.2779        100.000        39.6999        5.39237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.00        1254.66        17.2703        100.000        39.7092        5.41551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1901.00        1255.46        17.2626        100.000        39.7186        5.43865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2001.00        1256.27        17.2550        100.000        39.7279        5.46180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2101.00        1257.08        17.2474        100.000        39.7372        5.48495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2201.00        1257.89        17.2397        100.000        39.7466        5.50810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2301.00        1258.69        17.2321        100.000        39.7559        5.53126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2401.00        1259.50        17.2245        100.000        39.7653        5.55442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2501.00        1260.31        17.2169        100.000        39.7746        5.57758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2601.00        1261.12        17.2092        100.000        39.7840        5.60075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        1261.92        17.2016        100.000        39.7934        5.62391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        1262.73        17.1940        100.000        39.8027        5.64708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        1263.54        17.1864        100.000        39.8121        5.67026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        1264.35        17.1788        100.000        39.8215        5.69343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        1265.15        17.1712        100.000        39.8309        5.71661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3201.00        1265.96        17.1636        100.000        39.8402        5.73979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3301.00        1266.77        17.1560        100.000        39.8496        5.76298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        1267.57        17.1484        100.000        39.8590        5.78617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        1268.38        17.1408        100.000        39.8684        5.80936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        1269.19        17.1332        100.000        39.8778        5.83255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        1269.99        17.1141        100.000        39.9040        5.89309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        1270.80        17.0943        100.000        39.9312        5.95582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        1271.61        17.0745        100.000        39.9584        6.01856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        1272.41        17.0548        100.000        39.9855        6.08133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        1273.22        17.0350        100.000        40.0128        6.14410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        1274.02        17.0153        100.000        40.0400        6.20690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        1274.83        16.9955        100.000        40.0672        6.26971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        1275.64        16.9758        100.000        40.0945        6.33253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        1276.44        16.9560        100.000        40.1217        6.39538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        1277.25        16.9363        100.000        40.1490        6.45823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        1278.05        16.9166        100.000        40.1763        6.52111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        1278.86        16.8968        100.000        40.2036        6.58399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        1279.67        16.8771        100.000        40.2309        6.64690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        1280.47        16.8574        100.000        40.2582        6.70982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        1281.28        16.8377        100.000        40.2855        6.77275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        1282.08        16.8179        100.000        40.3129        6.83570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        1282.89        16.7982        100.000        40.3402        6.89867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        1283.69        16.7785        100.000        40.3676        6.96165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        1284.50        16.7588        100.000        40.3950        7.02464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        1285.30        16.7391        100.000        40.4224        7.08766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        1286.11        16.7194        100.000        40.4498        7.15068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        1286.91        16.6997        100.000        40.4772        7.21372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        1287.72        16.6800        100.000        40.5046        7.27678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        1288.52        16.8359        100.000        40.2745        6.76747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        1289.33        16.6857        100.000        40.4934        7.25598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        1290.13        16.6515        100.000        40.5422        7.36641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        1290.94        16.7814        100.000        40.3501        6.94168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        1291.74        16.7533        100.000        40.3898        7.03211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        1292.54        16.9011        100.000        40.1713        6.54874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        1293.35        16.8791        100.000        40.2021        6.61923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        1294.15        16.8571        100.000        40.2329        6.68974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        1294.96        16.8351        100.000        40.2637        6.76027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        1295.76        16.8132        100.000        40.2945        6.83084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        1296.56        16.7912        100.000        40.3253        6.90142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        1297.37        16.7692        100.000        40.3562        6.97203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        1298.17        16.7473        100.000        40.3871        7.04267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        1298.97        16.7253        100.000        40.4180        7.11333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        1299.78        16.7033        100.000        40.4489        7.18401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        1300.58        16.6814        100.000        40.4798        7.25472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        1301.38        16.6594        100.000        40.5108        7.32545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        1302.19        16.6375        100.000        40.5417        7.39621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        1302.99        16.6155        100.000        40.5727        7.46699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        1303.79        16.5936        100.000        40.6037        7.53780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        1304.59        16.5716        100.000        40.6347        7.60863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        1305.40        16.5496        100.000        40.6658        7.67949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        1306.20        16.5277        100.000        40.6968        7.75037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        1307.00        16.5058        100.000        40.7279        7.82127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        1307.80        16.4838        100.000        40.7590        7.89220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        1308.61        16.4619        100.000        40.7901        7.96316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        1309.41        16.4399        100.000        40.8212        8.03414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        1310.21        16.4180        100.000        40.8523        8.10514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        1311.01        16.3960        100.000        40.8835        8.17617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        1311.81        16.3741        100.000        40.9146        8.24722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        1312.61        16.3522        100.000        40.9458        8.31830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        1313.41        16.3302        100.000        40.9770        8.38940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        1314.22        16.3083        100.000        41.0082        8.46052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        1315.02        16.2864        100.000        41.0395        8.53167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        1315.82        16.2644        100.000        41.0707        8.60285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        1316.62        16.2425        100.000        41.1020        8.67405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        1317.42        16.2206        100.000        41.1333        8.74527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        1318.22        16.2169        100.000        41.1374        8.75625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        1319.02        16.2165        100.000        41.1366        8.75631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        1319.82        16.2162        100.000        41.1358        8.75637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        1320.62        16.2158        100.000        41.1351        8.75643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        1321.42        15.9504        100.000        41.6885        9.88648       0.659052E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        1322.22        15.9501        100.000        41.6878        9.88655       0.659076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        1323.02        15.9498        100.000        41.6870        9.88662       0.659100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        1323.82        15.9495        100.000        41.6863        9.88668       0.659124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        1324.62        15.9267        100.000        41.7405        9.99935       0.742300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        1325.42        15.8995        100.000        41.8057        10.1345       0.842121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        1326.22        15.8815        100.000        41.8926        10.2936       0.108750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        1327.02        15.8451        100.000        41.9362        10.4052       0.104197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        1327.81        15.8179        100.000        42.0016        10.5407       0.114200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        1328.61        15.7907        100.000        42.0670        10.6762       0.124210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        1329.41        15.7635        100.000        42.1325        10.8118       0.134227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        1330.21        15.7718        100.000        42.3784        11.1876       0.241238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        1331.01        15.7092        100.000        42.2635        11.0834       0.154281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        1331.81        15.6820        100.000        42.3292        11.2192       0.164319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        1332.60        15.8015        100.000        42.5671        11.4502       0.339257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        1333.40        15.8013        100.000        42.5665        11.4502       0.339269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        1334.20        15.6005        100.000        42.5264        11.6274       0.194474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        1335.00        15.5733        100.000        42.5922        11.7637       0.204540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11901.0        1335.79        15.5462        100.000        42.6581        11.9000       0.214612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12001.0        1336.59        15.5190        100.000        42.7241        12.0364       0.224692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12101.0        1337.39        15.4918        100.000        42.7901        12.1729       0.234778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12201.0        1338.18        15.5137        100.000        43.0781        12.5992       0.367309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12301.0        1338.98        15.4375        100.000        42.9223        12.4461       0.254972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12401.0        1339.78        15.4104        100.000        42.9885        12.5829       0.265079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12501.0        1340.57        15.3931        100.000        43.0779        12.7452       0.290753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12601.0        1341.37        15.3561        100.000        43.1210        12.8567       0.285314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12701.0        1342.17        15.3290        100.000        43.1873        12.9937       0.295443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12801.0        1342.96        15.3018        100.000        43.2537        13.1308       0.305578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12901.0        1343.76        15.2747        100.000        43.3201        13.2680       0.315720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13001.0        1344.55        15.2476        100.000        43.3866        13.4052       0.325869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13101.0        1345.35        15.2204        100.000        43.4532        13.5426       0.336025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13201.0        1346.14        15.1933        100.000        43.5198        13.6800       0.346188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13301.0        1346.94        15.1662        100.000        43.5865        13.8176       0.356358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13401.0        1347.73        15.1608        100.000        43.7046        14.0117       0.401024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13501.0        1348.53        15.1239        100.000        43.7482        14.1239       0.395660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13601.0        1349.32        15.0790        100.000        43.8014        14.2606       0.389123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13701.0        1350.12        15.0790        100.000        43.8009        14.2607       0.389136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13801.0        1350.91        15.0790        100.000        43.8004        14.2608       0.389149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13901.0        1351.71        15.0790        100.000        43.7999        14.2609       0.389161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14001.0        1352.50        15.0791        100.000        43.7994        14.2609       0.389174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14101.0        1353.29        14.8598        100.000        44.0115        14.8598       0.333337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14201.0        1354.09        14.8599        100.000        44.0110        14.8599       0.333347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14301.0        1354.88        14.8600        100.000        44.0105        14.8600       0.333358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14401.0        1355.67        14.8600        100.000        44.0101        14.8600       0.333368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14501.0        1356.47        14.8601        100.000        44.0096        14.8601       0.333379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14601.0        1357.26        14.8602        100.000        44.0091        14.8602       0.333390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14701.0        1358.05        14.8603        100.000        44.0086        14.8603       0.333400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14801.0        1358.85        14.8603        100.000        44.0081        14.8603       0.333411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14901.0        1359.64        15.9902        100.000        43.5683        15.9902        1.66551        1.66551                 NaN            NaN            NaN            NaN            NaN            NaN
  15001.0        1360.43        15.9903        100.000        43.5679        15.9903        1.66555        1.66555                 NaN            NaN            NaN            NaN            NaN            NaN
  15101.0        1361.22        15.9904        100.000        43.5674        15.9904        1.66560        1.66560                 NaN            NaN            NaN            NaN            NaN            NaN
  15201.0        1362.01        15.9905        100.000        43.5670        15.9905        1.66564        1.66564                 NaN            NaN            NaN            NaN            NaN            NaN
  15301.0        1362.81        16.0314        100.000        43.5646        16.0314        1.71054        1.71054                 NaN            NaN            NaN            NaN            NaN            NaN
  15401.0        1363.60        16.0854        100.000        43.5615        16.0854        1.76985        1.76985                 NaN            NaN            NaN            NaN            NaN            NaN
  15501.0        1364.39        16.1165        100.000        43.5597        16.1165        1.80093        1.80093                 NaN            NaN            NaN            NaN            NaN            NaN
  15601.0        1365.18        16.1622        100.000        43.5571        16.1622        1.85001        1.85001                 NaN            NaN            NaN            NaN            NaN            NaN
  15701.0        1365.97        16.2472        100.000        43.5524        16.2472        1.94782        1.94782                 NaN            NaN            NaN            NaN            NaN            NaN
  15801.0        1366.76        16.3012        100.000        43.5493        16.3012        2.00716        2.00716                 NaN            NaN            NaN            NaN            NaN            NaN
  15901.0        1367.55        16.3552        100.000        43.5463        16.3552        2.06651        2.06651                 NaN            NaN            NaN            NaN            NaN            NaN
  16001.0        1368.34        16.4092        100.000        43.5433        16.4092        2.12587        2.12587                 NaN            NaN            NaN            NaN            NaN            NaN
  16101.0        1369.13        16.4360        100.000        43.5417        16.4360        2.15146        2.15146                 NaN            NaN            NaN            NaN            NaN            NaN
  16201.0        1369.92        16.4871        100.000        43.5388        16.4871        2.20732        2.20732                 NaN            NaN            NaN            NaN            NaN            NaN
  16301.0        1370.71        16.5383        100.000        43.5359        16.5383        2.26319        2.26319                 NaN            NaN            NaN            NaN            NaN            NaN
  16401.0        1371.50        16.4135        100.000        43.5424        16.4135        2.10377        2.10377                 NaN            NaN            NaN            NaN            NaN            NaN
  16501.0        1372.29        16.6080        100.000        43.5319        16.6080        2.33442        2.33442                 NaN            NaN            NaN            NaN            NaN            NaN
  16601.0        1373.08        16.6196        100.000        43.5312        16.6196        2.34115        2.34115                 NaN            NaN            NaN            NaN            NaN            NaN
  16701.0        1373.87        16.6653        100.000        43.5286        16.6653        2.39030        2.39030                 NaN            NaN            NaN            NaN            NaN            NaN
  16801.0        1374.66        16.7111        100.000        43.5260        16.7111        2.43946        2.43946                 NaN            NaN            NaN            NaN            NaN            NaN
  16901.0        1375.45        16.7569        100.000        43.5235        16.7569        2.48862        2.48862                 NaN            NaN            NaN            NaN            NaN            NaN
  17001.0        1376.23        16.8027        100.000        43.5209        16.8027        2.53779        2.53779                 NaN            NaN            NaN            NaN            NaN            NaN
  17101.0        1377.02        16.8485        100.000        43.5183        16.8485        2.58696        2.58696                 NaN            NaN            NaN            NaN            NaN            NaN
  17201.0        1377.81        16.8942        100.000        43.5158        16.8942        2.63614        2.63614                 NaN            NaN            NaN            NaN            NaN            NaN
  17301.0        1378.60        16.9800        100.000        43.5111        16.9800        2.73485        2.73485                 NaN            NaN            NaN            NaN            NaN            NaN
  17401.0        1379.39        17.0237        100.000        43.5087        17.0237        2.78148        2.78148                 NaN            NaN            NaN            NaN            NaN            NaN
  17501.0        1380.17        17.0675        100.000        43.5062        17.0675        2.82812        2.82812                 NaN            NaN            NaN            NaN            NaN            NaN
  17601.0        1380.96        17.0806        100.000        43.5054        17.0806        2.83685        2.83685                 NaN            NaN            NaN            NaN            NaN            NaN
  17701.0        1381.75        17.1265        100.000        43.5029        17.1265        2.88613        2.88613                 NaN            NaN            NaN            NaN            NaN            NaN
  17801.0        1382.53        17.1724        100.000        43.5003        17.1724        2.93541        2.93541                 NaN            NaN            NaN            NaN            NaN            NaN
  17901.0        1383.32        17.2182        100.000        43.4978        17.2182        2.98470        2.98470                 NaN            NaN            NaN            NaN            NaN            NaN
  18001.0        1384.11        17.2641        100.000        43.4953        17.2641        3.03399        3.03399                 NaN            NaN            NaN            NaN            NaN            NaN
  18101.0        1384.89        17.3300        100.000        43.4917        17.3300        3.10807        3.10807                 NaN            NaN            NaN            NaN            NaN            NaN
  18201.0        1385.68        17.3738        100.000        43.4892        17.3738        3.15475        3.15475                 NaN            NaN            NaN            NaN            NaN            NaN
  18301.0        1386.46        17.4176        100.000        43.4868        17.4176        3.20143        3.20143                 NaN            NaN            NaN            NaN            NaN            NaN
  18401.0        1387.25        17.4613        100.000        43.4844        17.4613        3.24812        3.24812                 NaN            NaN            NaN            NaN            NaN            NaN
  18501.0        1388.04        17.5051        100.000        43.4820        17.5051        3.29482        3.29482                 NaN            NaN            NaN            NaN            NaN            NaN
  18601.0        1388.82        17.5395        100.000        43.4801        17.5395        3.32986        3.32986                 NaN            NaN            NaN            NaN            NaN            NaN
  18701.0        1389.61        17.5854        100.000        43.4776        17.5854        3.37919        3.37919                 NaN            NaN            NaN            NaN            NaN            NaN
  18801.0        1390.39        17.6314        100.000        43.4751        17.6314        3.42852        3.42852                 NaN            NaN            NaN            NaN            NaN            NaN
  18901.0        1391.17        17.6803        100.000        43.4724        17.6803        3.48165        3.48165                 NaN            NaN            NaN            NaN            NaN            NaN
  19001.0        1391.96        17.7242        100.000        43.4700        17.7242        3.52838        3.52838                 NaN            NaN            NaN            NaN            NaN            NaN
  19101.0        1392.74        17.7680        100.000        43.4676        17.7680        3.57511        3.57511                 NaN            NaN            NaN            NaN            NaN            NaN
  19201.0        1393.53        17.8118        100.000        43.4652        17.8118        3.62184        3.62184                 NaN            NaN            NaN            NaN            NaN            NaN
  19301.0        1394.31        17.8345        100.000        43.4639        17.8345        3.64301        3.64301                 NaN            NaN            NaN            NaN            NaN            NaN
  19401.0        1395.09        17.8255        100.000        43.4639        17.8255        3.63634        3.63634                 NaN            NaN            NaN            NaN            NaN            NaN
  19501.0        1395.88        17.8256        100.000        43.4635        17.8256        3.63643        3.63643                 NaN            NaN            NaN            NaN            NaN            NaN
  19601.0        1396.66        17.9184        100.000        43.4592        17.9184        3.72558        3.72558                 NaN            NaN            NaN            NaN            NaN            NaN
  19701.0        1397.44        17.8788        100.000        43.4612        17.8788        3.67116        3.67116                 NaN            NaN            NaN            NaN            NaN            NaN
  19801.0        1398.22        17.8951        100.000        43.4602        17.8951        3.68458        3.68458                 NaN            NaN            NaN            NaN            NaN            NaN
  19901.0        1399.01        17.9114        100.000        43.4593        17.9114        3.69799        3.69799                 NaN            NaN            NaN            NaN            NaN            NaN
  20001.0        1399.79        17.9278        100.000        43.4583        17.9278        3.71142        3.71142                 NaN            NaN            NaN            NaN            NaN            NaN
  20101.0        1400.57        17.9441        100.000        43.4574        17.9441        3.72485        3.72485                 NaN            NaN            NaN            NaN            NaN            NaN
  20201.0        1401.35        17.9604        100.000        43.4564        17.9604        3.73828        3.73828                 NaN            NaN            NaN            NaN            NaN            NaN
  20301.0        1402.13        17.9768        100.000        43.4555        17.9768        3.75172        3.75172                 NaN            NaN            NaN            NaN            NaN            NaN
  20401.0        1402.91        17.9931        100.000        43.4545        17.9931        3.76516        3.76516                 NaN            NaN            NaN            NaN            NaN            NaN
  20501.0        1403.70        18.0095        100.000        43.4536        18.0095        3.77861        3.77861                 NaN            NaN            NaN            NaN            NaN            NaN
  20601.0        1404.48        18.0259        100.000        43.4526        18.0259        3.79207        3.79207                 NaN            NaN            NaN            NaN            NaN            NaN
  20701.0        1405.26        18.0422        100.000        43.4517        18.0422        3.80553        3.80553                 NaN            NaN            NaN            NaN            NaN            NaN
  20801.0        1406.04        18.0586        100.000        43.4507        18.0586        3.81899        3.81899                 NaN            NaN            NaN            NaN            NaN            NaN
  20901.0        1406.82        18.0750        100.000        43.4498        18.0750        3.83246        3.83246                 NaN            NaN            NaN            NaN            NaN            NaN
  21001.0        1407.60        18.2121        100.000        43.4426        18.2121        3.99228        3.99228                 NaN            NaN            NaN            NaN            NaN            NaN
  21101.0        1408.38        18.2347        100.000        43.4414        18.2347        4.01323        4.01323                 NaN            NaN            NaN            NaN            NaN            NaN
  21201.0        1409.16        18.2572        100.000        43.4401        18.2572        4.03418        4.03418                 NaN            NaN            NaN            NaN            NaN            NaN
  21301.0        1409.93        18.4191        100.000        43.4317        18.4191        4.22393        4.22393                 NaN            NaN            NaN            NaN            NaN            NaN
