|6.6.6
mars_t13_6.tab                                                                                      
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          14
P(bar)         T(K)           Pl             O              Opx            Cpx            Sp             Gt             Wad            C2/c           Ring           ca-pv          Wus            Pv            
  133301.        2007.92        98.9394        100.000        98.9394        98.9394        88.2122        88.2122        60.3799        5.17366                 NaN            NaN            NaN            NaN
  133401.        2008.15        98.9394        100.000        98.9394        98.9394        88.2123        88.2123        60.3799        5.17362                 NaN            NaN            NaN            NaN
  133501.        2008.39        100.000        100.000        100.000        100.000        89.7414        89.7414        60.3812        4.08653                 NaN            NaN            NaN            NaN
  133601.        2008.62        100.000        100.000        100.000        100.000        89.7415        89.7415        60.3813        4.08650                 NaN            NaN            NaN            NaN
  133701.        2008.86        100.000        100.000        100.000        100.000        89.7416        89.7416        60.3813        4.08647                 NaN            NaN            NaN            NaN
  133801.        2009.09        100.000        100.000        100.000        100.000        89.7417        89.7417        60.3813        4.08644                 NaN            NaN            NaN            NaN
  133901.        2009.32        100.000        100.000        100.000        100.000        89.8009        89.8009        60.2517        3.95049                 NaN            NaN            NaN            NaN
  134001.        2009.56        100.000        100.000        100.000        100.000        89.8693        89.8693        60.1018        3.79317                 NaN            NaN            NaN            NaN
  134101.        2009.79        100.000        100.000        100.000        100.000        89.9377        89.9377        59.9519        3.63581                 NaN            NaN            NaN            NaN
  134201.        2010.02        100.000        100.000        100.000        100.000        90.0218        90.0218        59.7618        3.43641                 NaN            NaN            NaN            NaN
  134301.        2010.25        100.000        100.000        100.000        100.000        90.0746        90.0746        59.6519        3.32096                 NaN            NaN            NaN            NaN
  134401.        2010.48        100.000        100.000        100.000        100.000        90.1431        90.1431        59.5018        3.16347                 NaN            NaN            NaN            NaN
  134501.        2010.71        100.000        100.000        100.000        100.000        90.2116        90.2116        59.3517        3.00595                 NaN            NaN            NaN            NaN
  134601.        2010.94        100.000        100.000        100.000        100.000        90.2801        90.2801        59.2015        2.84838                 NaN            NaN            NaN            NaN
  134701.        2011.17        100.000        100.000        100.000        100.000        90.3712        90.3712        58.9937        2.63052                 NaN            NaN            NaN            NaN
  134801.        2011.40        100.000        100.000        100.000        100.000        90.4335        90.4335        58.8594        2.48945                 NaN            NaN            NaN            NaN
  134901.        2011.62        100.000        100.000        100.000        100.000        90.5191        90.5191        58.6656        2.28627                 NaN            NaN            NaN            NaN
  135001.        2011.85        100.000        100.000        100.000        100.000        90.5896        90.5896        58.5103        2.12336                 NaN            NaN            NaN            NaN
  135101.        2012.08        100.000        100.000        100.000        100.000        90.6624        90.6624        58.3491        1.95425                 NaN            NaN            NaN            NaN
  135201.        2012.30        100.000        100.000        100.000        100.000        90.7392        90.7392        58.1779        1.77463                 NaN            NaN            NaN            NaN
  135301.        2012.53        100.000        100.000        100.000        100.000        90.8160        90.8160        58.0066        1.59494                 NaN            NaN            NaN            NaN
  135401.        2012.76        100.000        100.000        100.000        100.000        90.8928        90.8928        57.8352        1.41521                 NaN            NaN            NaN            NaN
  135501.        2012.98        100.000        100.000        100.000        100.000        90.9053        90.9053        57.8076        1.38621                 NaN            NaN            NaN            NaN
  135601.        2013.20        100.000        100.000        100.000        100.000        90.9054        90.9054        57.8076        1.38620                 NaN            NaN            NaN            NaN
  135701.        2013.43        100.000        100.000        100.000        100.000        90.9055        90.9055        57.8076        1.38619                 NaN            NaN            NaN            NaN
  135801.        2013.65        100.000        100.000        100.000        100.000        90.9056        90.9056        57.8076        1.38618                 NaN            NaN            NaN            NaN
  135901.        2013.87        100.000        100.000        100.000        100.000        91.5511        91.5511        56.4876        0.00000                 NaN            NaN            NaN            NaN
  136001.        2014.10        100.000        100.000        100.000        100.000        91.5512        91.5512        56.4876        0.00000                 NaN            NaN            NaN            NaN
  136101.        2014.32        100.000        100.000        100.000        100.000        91.5513        91.5513        56.4877        0.00000                 NaN            NaN            NaN            NaN
  136201.        2014.54        100.000        100.000        100.000        100.000        91.5514        91.5514        56.4877        0.00000                 NaN            NaN            NaN            NaN
  136301.        2014.76        100.000        100.000        100.000        100.000        91.5985        91.5985        56.4893        0.00000                 NaN            NaN            NaN            NaN
  136401.        2014.98        100.000        100.000        100.000        100.000        91.6556        91.6556        56.4914        0.00000                 NaN            NaN            NaN            NaN
  136501.        2015.20        100.000        100.000        100.000        100.000        91.7127        91.7127        56.4934        0.00000                 NaN            NaN            NaN            NaN
  136601.        2015.42        100.000        100.000        100.000        100.000        91.7698        91.7698        56.4954        0.00000                 NaN            NaN            NaN            NaN
  136701.        2015.64        100.000        100.000        100.000        100.000        91.8269        91.8269        56.4974        0.00000                 NaN            NaN            NaN            NaN
  136801.        2015.85        100.000        100.000        100.000        100.000        91.8840        91.8840        56.4995        0.00000                 NaN            NaN            NaN            NaN
  136901.        2016.07        100.000        100.000        100.000        100.000        91.9411        91.9411        56.5015        0.00000                 NaN            NaN            NaN            NaN
  137001.        2016.29        100.000        100.000        100.000        100.000        91.9983        91.9983        56.5035        0.00000                 NaN            NaN            NaN            NaN
  137101.        2016.51        100.000        100.000        100.000        100.000        92.0554        92.0554        56.5055        0.00000                 NaN            NaN            NaN            NaN
  137201.        2016.72        100.000        100.000        100.000        100.000        92.1125        92.1125        56.5076        0.00000                 NaN            NaN            NaN            NaN
  137301.        2016.94        100.000        100.000        100.000        100.000        92.1696        92.1696        56.5096        0.00000                 NaN            NaN            NaN            NaN
  137401.        2017.15        100.000        100.000        100.000        100.000        92.2414        92.2414        56.5121        0.00000                 NaN            NaN            NaN            NaN
  137501.        2017.37        100.000        100.000        100.000        100.000        92.2997        92.2997        56.5141        0.00000                 NaN            NaN            NaN            NaN
  137601.        2017.58        100.000        100.000        100.000        100.000        92.3581        92.3581        56.5162        0.00000                 NaN            NaN            NaN            NaN
  137701.        2017.79        100.000        100.000        100.000        100.000        92.4165        92.4165        56.5182        0.00000                 NaN            NaN            NaN            NaN
  137801.        2018.01        100.000        100.000        100.000        100.000        92.4748        92.4748        56.5203        0.00000                 NaN            NaN            NaN            NaN
  137901.        2018.22        100.000        100.000        100.000        100.000        92.5332        92.5332        56.5224        0.00000                 NaN            NaN            NaN            NaN
  138001.        2018.43        100.000        100.000        100.000        100.000        92.5916        92.5916        56.5244        0.00000                 NaN            NaN            NaN            NaN
  138101.        2018.64        100.000        100.000        100.000        100.000        92.6500        92.6500        56.5265        0.00000                 NaN            NaN            NaN            NaN
  138201.        2018.85        100.000        100.000        100.000        100.000        92.7084        92.7084        56.5285        0.00000                 NaN            NaN            NaN            NaN
  138301.        2019.07        100.000        100.000        100.000        100.000        92.7410        92.7410        56.5298        0.00000                 NaN            NaN            NaN            NaN
  138401.        2019.28        100.000        100.000        100.000        100.000        92.8252        92.8252        56.5326        0.00000                 NaN            NaN            NaN            NaN
  138501.        2019.48        100.000        100.000        100.000        100.000        92.8836        92.8836        56.5347        0.00000                 NaN            NaN            NaN            NaN
  138601.        2019.69        100.000        100.000        100.000        100.000        92.9420        92.9420        56.5367        0.00000                 NaN            NaN            NaN            NaN
  138701.        2019.90        100.000        100.000        100.000        100.000        93.0004        93.0004        56.5388        0.00000                 NaN            NaN            NaN            NaN
  138801.        2020.11        100.000        100.000        100.000        100.000        93.0588        93.0588        56.5408        0.00000                 NaN            NaN            NaN            NaN
  138901.        2020.32        100.000        100.000        100.000        100.000        93.1172        93.1172        56.5429        0.00000                 NaN            NaN            NaN            NaN
  139001.        2020.52        100.000        100.000        100.000        100.000        93.1756        93.1756        56.5449        0.00000                 NaN            NaN            NaN            NaN
  139101.        2020.73        100.000        100.000        100.000        100.000        93.2340        93.2340        56.5470        0.00000                 NaN            NaN            NaN            NaN
  139201.        2020.94        100.000        100.000        100.000        100.000        93.2924        93.2924        56.5490        0.00000                 NaN            NaN            NaN            NaN
  139301.        2021.14        100.000        100.000        100.000        100.000        93.3509        93.3509        56.5511        0.00000                 NaN            NaN            NaN            NaN
  139401.        2021.35        100.000        100.000        100.000        100.000        93.4093        93.4093        56.5531        0.00000                 NaN            NaN            NaN            NaN
  139501.        2021.55        100.000        100.000        100.000        100.000        93.4677        93.4677        56.5552        0.00000                 NaN            NaN            NaN            NaN
  139601.        2021.76        100.000        100.000        100.000        100.000        93.5262        93.5262        56.5572        0.00000                 NaN            NaN            NaN            NaN
  139701.        2021.96        100.000        100.000        100.000        100.000        93.5846        93.5846        56.5593        0.00000                 NaN            NaN            NaN            NaN
  139801.        2022.16        100.000        100.000        100.000        100.000        93.6430        93.6430        56.5613        0.00000                 NaN            NaN            NaN            NaN
  139901.        2022.37        100.000        100.000        100.000        100.000        93.7015        93.7015        56.5634        0.00000                 NaN            NaN            NaN            NaN
  140001.        2022.57        100.000        100.000        100.000        100.000        93.7599        93.7599        56.5654        0.00000                 NaN            NaN            NaN            NaN
  140101.        2022.77        100.000        100.000        100.000        100.000        93.8184        93.8184        56.5675        0.00000                 NaN            NaN            NaN            NaN
  140201.        2022.97        100.000        100.000        100.000        100.000        93.8768        93.8768        56.5695        0.00000                 NaN            NaN            NaN            NaN
  140301.        2023.17        100.000        100.000        100.000        100.000        93.9353        93.9353        56.5716        0.00000                 NaN            NaN            NaN            NaN
  140401.        2023.37        100.000        100.000        100.000        100.000        93.9937        93.9937        56.5736        0.00000                 NaN            NaN            NaN            NaN
  140501.        2023.57        100.000        100.000        100.000        100.000        94.0522        94.0522        56.5756        0.00000                 NaN            NaN            NaN            NaN
  140601.        2023.77        100.000        100.000        100.000        100.000        94.1107        94.1107        56.5777        0.00000                 NaN            NaN            NaN            NaN
  140701.        2023.97        100.000        100.000        100.000        100.000        94.1692        94.1692        56.5797        0.00000                 NaN            NaN            NaN            NaN
  140801.        2024.17        100.000        100.000        100.000        100.000        94.2276        94.2276        56.5818        0.00000                 NaN            NaN            NaN            NaN
  140901.        2024.36        100.000        100.000        100.000        100.000        94.2861        94.2861        56.5838        0.00000                 NaN            NaN            NaN            NaN
  141001.        2024.56        100.000        100.000        100.000        100.000        94.3446        94.3446        56.5859        0.00000                 NaN            NaN            NaN            NaN
  141101.        2024.76        100.000        100.000        100.000        100.000        94.4031        94.4031        56.5879        0.00000                 NaN            NaN            NaN            NaN
  141201.        2024.95        100.000        100.000        100.000        100.000        94.4616        94.4616        56.5899        0.00000                 NaN            NaN            NaN            NaN
  141301.        2025.15        100.000        100.000        100.000        100.000        94.5200        94.5200        56.5920        0.00000                 NaN            NaN            NaN            NaN
  141401.        2025.34        100.000        100.000        100.000        100.000        94.5785        94.5785        56.5940        0.00000                 NaN            NaN            NaN            NaN
  141501.        2025.54        100.000        100.000        100.000        100.000        94.5716        94.5716        56.5939        0.00000                 NaN            NaN            NaN            NaN
  141601.        2025.73        100.000        100.000        100.000        100.000        94.6288        94.6288        56.5959        0.00000                 NaN            NaN            NaN            NaN
  141701.        2025.93        100.000        100.000        100.000        100.000        94.6861        94.6861        56.5979        0.00000                 NaN            NaN            NaN            NaN
  141801.        2026.12        100.000        100.000        100.000        100.000        94.8125        94.8125        56.6021        0.00000                 NaN            NaN            NaN            NaN
  141901.        2026.31        100.000        100.000        100.000        100.000        94.8711        94.8711        56.6042        0.00000                 NaN            NaN            NaN            NaN
  142001.        2026.50        100.000        100.000        100.000        100.000        94.9296        94.9296        56.6062        0.00000                 NaN            NaN            NaN            NaN
  142101.        2026.70        100.000        100.000        100.000        100.000        94.9881        94.9881        56.6083        0.00000                 NaN            NaN            NaN            NaN
  142201.        2026.89        100.000        100.000        100.000        100.000        95.0466        95.0466        56.6103        0.00000                 NaN            NaN            NaN            NaN
  142301.        2027.08        100.000        100.000        100.000        100.000        95.1051        95.1051        56.6123        0.00000                 NaN            NaN            NaN            NaN
  142401.        2027.27        100.000        100.000        100.000        100.000        95.1637        95.1637        56.6143        0.00000                 NaN            NaN            NaN            NaN
  142501.        2027.46        100.000        100.000        100.000        100.000        95.2222        95.2222        56.6164        0.00000                 NaN            NaN            NaN            NaN
  142601.        2027.65        100.000        100.000        100.000        100.000        95.2807        95.2807        56.6184        0.00000                 NaN            NaN            NaN            NaN
  142701.        2027.84        100.000        100.000        100.000        100.000        95.3393        95.3393        56.6204        0.00000                 NaN            NaN            NaN            NaN
  142801.        2028.02        100.000        100.000        100.000        100.000        95.3978        95.3978        56.6225        0.00000                 NaN            NaN            NaN            NaN
  142901.        2028.21        100.000        100.000        100.000        100.000        95.4563        95.4563        56.6245        0.00000                 NaN            NaN            NaN            NaN
  143001.        2028.40        100.000        100.000        100.000        100.000        95.5149        95.5149        56.6265        0.00000                 NaN            NaN            NaN            NaN
  143101.        2028.59        100.000        100.000        100.000        100.000        95.5734        95.5734        56.6286        0.00000                 NaN            NaN            NaN            NaN
  143201.        2028.77        100.000        100.000        100.000        100.000        95.6320        95.6320        56.6306        0.00000                 NaN            NaN            NaN            NaN
  143301.        2028.96        100.000        100.000        100.000        100.000        95.6905        95.6905        56.6326        0.00000                 NaN            NaN            NaN            NaN
  143401.        2029.14        100.000        100.000        100.000        100.000        95.7491        95.7491        56.6346        0.00000                 NaN            NaN            NaN            NaN
  143501.        2029.33        100.000        100.000        100.000        100.000        95.8077        95.8077        56.6367        0.00000                 NaN            NaN            NaN            NaN
  143601.        2029.51        100.000        100.000        100.000        100.000        95.7850        95.7850        56.6361        0.00000                 NaN            NaN            NaN            NaN
  143701.        2029.70        100.000        100.000        100.000        100.000        95.8437        95.8437        56.6381        0.00000                 NaN            NaN            NaN            NaN
  143801.        2029.88        100.000        100.000        100.000        100.000        95.9024        95.9024        56.6401        0.00000                 NaN            NaN            NaN            NaN
  143901.        2030.06        100.000        100.000        100.000        100.000        95.9933        95.9933        56.6432        0.00000                 NaN            NaN            NaN            NaN
  144001.        2030.24        100.000        100.000        100.000        100.000        96.0475        96.0475        56.6451        0.00000                 NaN            NaN            NaN            NaN
  144101.        2030.43        100.000        100.000        100.000        100.000        96.1017        96.1017        56.6470        0.00000                 NaN            NaN            NaN            NaN
  144201.        2030.61        100.000        100.000        100.000        100.000        96.1559        96.1559        56.6489        0.00000                 NaN            NaN            NaN            NaN
  144301.        2030.79        100.000        100.000        100.000        100.000        96.2102        96.2102        56.6507        0.00000                 NaN            NaN            NaN            NaN
  144401.        2030.97        100.000        100.000        100.000        100.000        96.2644        96.2644        56.6526        0.00000                 NaN            NaN            NaN            NaN
  144501.        2031.15        100.000        100.000        100.000        100.000        96.3187        96.3187        56.6545        0.00000                 NaN            NaN            NaN            NaN
  144601.        2031.33        100.000        100.000        100.000        100.000        96.3721        96.3721        56.6564        0.00000                 NaN            NaN            NaN            NaN
  144701.        2031.51        100.000        100.000        100.000        100.000        96.4308        96.4308        56.6584        0.00000                 NaN            NaN            NaN            NaN
  144801.        2031.69        100.000        100.000        100.000        100.000        96.4895        96.4895        56.6604        0.00000                 NaN            NaN            NaN            NaN
  144901.        2031.87        100.000        100.000        100.000        100.000        96.5483        96.5483        56.6624        0.00000                 NaN            NaN            NaN            NaN
  145001.        2032.04        100.000        100.000        100.000        100.000        96.6070        96.6070        56.6644        0.00000                 NaN            NaN            NaN            NaN
  145101.        2032.22        100.000        100.000        100.000        100.000        96.6657        96.6657        56.6665        0.00000                 NaN            NaN            NaN            NaN
  145201.        2032.40        100.000        100.000        100.000        100.000        96.7245        96.7245        56.6685        0.00000                 NaN            NaN            NaN            NaN
  145301.        2032.57        100.000        100.000        100.000        100.000        96.7832        96.7832        56.6705        0.00000                 NaN            NaN            NaN            NaN
  145401.        2032.75        100.000        100.000        100.000        100.000        96.8068        96.8068        56.6714        0.00000                 NaN            NaN            NaN            NaN
  145501.        2032.92        100.000        100.000        100.000        100.000        96.9796        96.9796        56.6771        0.00000                 NaN            NaN            NaN            NaN
  145601.        2033.10        100.000        100.000        100.000        100.000        97.0382        97.0382        56.6791        0.00000                 NaN            NaN            NaN            NaN
  145701.        2033.27        100.000        100.000        100.000        100.000        97.0969        97.0969        56.6811        0.00000                 NaN            NaN            NaN            NaN
  145801.        2033.45        100.000        100.000        100.000        100.000        97.1555        97.1555        56.6831        0.00000                 NaN            NaN            NaN            NaN
  145901.        2033.62        100.000        100.000        100.000        100.000        97.2141        97.2141        56.6851        0.00000                 NaN            NaN            NaN            NaN
  146001.        2033.79        100.000        100.000        100.000        100.000        97.2728        97.2728        56.6871        0.00000                 NaN            NaN            NaN            NaN
  146101.        2033.97        100.000        100.000        100.000        100.000        97.3314        97.3314        56.6891        0.00000                 NaN            NaN            NaN            NaN
  146201.        2034.14        100.000        100.000        100.000        100.000        97.3901        97.3901        56.6911        0.00000                 NaN            NaN            NaN            NaN
  146301.        2034.31        100.000        100.000        100.000        100.000        97.4487        97.4487        56.6931        0.00000                 NaN            NaN            NaN            NaN
  146401.        2034.48        100.000        100.000        100.000        100.000        97.5074        97.5074        56.6952        0.00000                 NaN            NaN            NaN            NaN
  146501.        2034.65        100.000        100.000        100.000        100.000        97.5661        97.5661        56.6972        0.00000                 NaN            NaN            NaN            NaN
  146601.        2034.82        100.000        100.000        100.000        100.000        97.6247        97.6247        56.6992        0.00000                 NaN            NaN            NaN            NaN
  146701.        2034.99        100.000        100.000        100.000        100.000        97.6834        97.6834        56.7012        0.00000                 NaN            NaN            NaN            NaN
  146801.        2035.16        100.000        100.000        100.000        100.000        97.7421        97.7421        56.7032        0.00000                 NaN            NaN            NaN            NaN
  146901.        2035.33        100.000        100.000        100.000        100.000        97.8007        97.8007        56.7052        0.00000                 NaN            NaN            NaN            NaN
  147001.        2035.50        100.000        100.000        100.000        100.000        97.8496        97.8496        56.7070        0.00000                 NaN            NaN            NaN            NaN
  147101.        2035.67        100.000        100.000        100.000        100.000        97.9088        97.9088        56.7090        0.00000                 NaN            NaN            NaN            NaN
  147201.        2035.83        100.000        100.000        100.000        100.000        97.9680        97.9680        56.7110        0.00000                 NaN            NaN            NaN            NaN
  147301.        2036.00        100.000        100.000        100.000        100.000        98.0271        98.0271        56.7130        0.00000                 NaN            NaN            NaN            NaN
  147401.        2036.17        100.000        100.000        100.000        100.000        98.0863        98.0863        56.7150        0.00000                 NaN            NaN            NaN            NaN
  147501.        2036.33        100.000        100.000        100.000        100.000        98.1455        98.1455        56.7170        0.00000                 NaN            NaN            NaN            NaN
  147601.        2036.50        100.000        100.000        100.000        100.000        98.2046        98.2046        56.7190        0.00000                 NaN            NaN            NaN            NaN
  147701.        2036.66        100.000        100.000        100.000        100.000        98.2638        98.2638        56.7211        0.00000                 NaN            NaN            NaN            NaN
  147801.        2036.83        100.000        100.000        100.000        100.000        98.3230        98.3230        56.7231        0.00000                 NaN            NaN            NaN            NaN
  147901.        2036.99        100.000        100.000        100.000        100.000        98.3822        98.3822        56.7251        0.00000                 NaN            NaN            NaN            NaN
  148001.        2037.16        100.000        100.000        100.000        100.000        98.4414        98.4414        56.7271        0.00000                 NaN            NaN            NaN            NaN
  148101.        2037.32        100.000        100.000        100.000        100.000        98.5006        98.5006        56.7291        0.00000                 NaN            NaN            NaN            NaN
  148201.        2037.48        100.000        100.000        100.000        100.000        98.5598        98.5598        56.7311        0.00000                 NaN            NaN            NaN            NaN
  148301.        2037.64        100.000        100.000        100.000        100.000        98.6190        98.6190        56.7331        0.00000                 NaN            NaN            NaN            NaN
  148401.        2037.81        100.000        100.000        100.000        100.000        98.6782        98.6782        56.7351        0.00000                 NaN            NaN            NaN            NaN
  148501.        2037.97        100.000        100.000        100.000        100.000        98.7374        98.7374        56.7372        0.00000                 NaN            NaN            NaN            NaN
  148601.        2038.13        100.000        100.000        100.000        100.000        98.7966        98.7966        56.7392        0.00000                 NaN            NaN            NaN            NaN
  148701.        2038.29        100.000        100.000        100.000        100.000        98.8558        98.8558        56.7412        0.00000                 NaN            NaN            NaN            NaN
  148801.        2038.45        100.000        100.000        100.000        100.000        98.9150        98.9150        56.7432        0.00000                 NaN            NaN            NaN            NaN
  148901.        2038.61        100.000        100.000        100.000        100.000        98.9742        98.9742        56.7452        0.00000                 NaN            NaN            NaN            NaN
  149001.        2038.77        100.000        100.000        100.000        100.000        99.0334        99.0334        56.7472        0.00000                 NaN            NaN            NaN            NaN
  149101.        2038.93        100.000        100.000        100.000        100.000        99.0559        99.0559        56.7479        0.00000                 NaN            NaN            NaN            NaN
  149201.        2039.08        100.000        100.000        100.000        100.000        99.0559        99.0559        56.7479        0.00000                 NaN            NaN            NaN            NaN
  149301.        2039.24        100.000        100.000        100.000        100.000        99.0559        99.0559        56.7478        0.00000                 NaN            NaN            NaN            NaN
  149401.        2039.40        100.000        100.000        100.000        100.000        99.0559        99.0559        56.7478        0.00000                 NaN            NaN            NaN            NaN
  149501.        2039.56        100.000        100.000        100.000        100.000        100.000        100.000        56.7802        0.00000                 NaN            NaN            NaN            NaN
  149601.        2039.71        100.000        100.000        100.000        100.000        100.000        100.000        56.7801        0.00000                 NaN            NaN            NaN            NaN
  149701.        2039.87        100.000        100.000        100.000        100.000        100.000        100.000        56.7801        0.00000                 NaN            NaN            NaN            NaN
  149801.        2040.02        100.000        100.000        100.000        100.000        100.000        100.000        56.7800        0.00000                 NaN            NaN            NaN            NaN
  149901.        2040.18        100.000        100.000        100.000        100.000        100.000        100.000        56.7800        0.00000                 NaN            NaN            NaN            NaN
  150001.        2040.33        100.000        100.000        100.000        100.000        100.000        100.000        56.7799        0.00000                 NaN            NaN            NaN            NaN
  150101.        2040.49        100.000        100.000        100.000        100.000        100.000        100.000        56.7798        0.00000                 NaN            NaN            NaN            NaN
  150201.        2040.64        100.000        100.000        100.000        100.000        100.000        100.000        56.7798        0.00000                 NaN            NaN            NaN            NaN
  150301.        2040.79        100.000        100.000        100.000        100.000        100.000        100.000        56.7797        0.00000                 NaN            NaN            NaN            NaN
  150401.        2040.95        100.000        100.000        100.000        100.000        100.000        100.000        56.7796        0.00000                 NaN            NaN            NaN            NaN
  150501.        2041.10        100.000        100.000        100.000        100.000        100.000        100.000        56.7796        0.00000                 NaN            NaN            NaN            NaN
  150601.        2041.25        100.000        100.000        100.000        100.000        100.000        100.000        56.7795        0.00000                 NaN            NaN            NaN            NaN
  150701.        2041.40        100.000        100.000        100.000        100.000        100.000        100.000        56.7794        0.00000                 NaN            NaN            NaN            NaN
  150801.        2041.55        100.000        100.000        100.000        100.000        100.000        100.000        56.7794        0.00000                 NaN            NaN            NaN            NaN
  150901.        2041.70        100.000        100.000        100.000        100.000        100.000        100.000        56.7793        0.00000                 NaN            NaN            NaN            NaN
  151001.        2041.85        100.000        100.000        100.000        100.000        100.000        100.000        56.7793        0.00000                 NaN            NaN            NaN            NaN
  151101.        2042.00        100.000        100.000        100.000        100.000        100.000        100.000        56.7792        0.00000                 NaN            NaN            NaN            NaN
  151201.        2042.15        100.000        100.000        100.000        100.000        100.000        100.000        56.7791        0.00000                 NaN            NaN            NaN            NaN
  151301.        2042.30        100.000        100.000        100.000        100.000        100.000        100.000        56.7790        0.00000                 NaN            NaN            NaN            NaN
  151401.        2042.45        100.000        100.000        100.000        100.000        100.000        100.000        56.7789        0.00000                 NaN            NaN            NaN            NaN
  151501.        2042.60        100.000        100.000        100.000        100.000        100.000        100.000        56.7789        0.00000                 NaN            NaN            NaN            NaN
  151601.        2042.74        100.000        100.000        100.000        100.000        100.000        100.000        56.7788        0.00000                 NaN            NaN            NaN            NaN
  151701.        2042.89        100.000        100.000        100.000        100.000        100.000        100.000        56.7787        0.00000                 NaN            NaN            NaN            NaN
  151801.        2043.04        100.000        100.000        100.000        100.000        100.000        100.000        56.7787        0.00000                 NaN            NaN            NaN            NaN
  151901.        2043.18        100.000        100.000        100.000        100.000        100.000        100.000        56.7786        0.00000                 NaN            NaN            NaN            NaN
  152001.        2043.33        100.000        100.000        100.000        100.000        100.000        100.000        56.7785        0.00000                 NaN            NaN            NaN            NaN
  152101.        2043.47        100.000        100.000        100.000        100.000        100.000        100.000        56.7785        0.00000                 NaN            NaN            NaN            NaN
  152201.        2043.62        100.000        100.000        100.000        100.000        100.000        100.000        56.7784        0.00000                 NaN            NaN            NaN            NaN
  152301.        2043.76        100.000        100.000        100.000        100.000        100.000        100.000        56.7783        0.00000                 NaN            NaN            NaN            NaN
  152401.        2043.91        100.000        100.000        100.000        100.000        100.000        100.000        56.7783        0.00000                 NaN            NaN            NaN            NaN
  152501.        2044.05        100.000        100.000        100.000        100.000        100.000        100.000        56.7782        0.00000                 NaN            NaN            NaN            NaN
  152601.        2044.19        100.000        100.000        100.000        100.000        100.000        100.000        56.7781        0.00000                 NaN            NaN            NaN            NaN
  152701.        2044.33        100.000        100.000        100.000        100.000        100.000        100.000        56.7780        0.00000                 NaN            NaN            NaN            NaN
  152801.        2044.48        100.000        100.000        100.000        100.000        100.000        100.000        56.7780        0.00000                 NaN            NaN            NaN            NaN
  152901.        2044.62        100.000        100.000        100.000        100.000        100.000        100.000        56.7779        0.00000                 NaN            NaN            NaN            NaN
  153001.        2044.76        100.000        100.000        100.000        100.000        100.000        100.000        56.7778        0.00000                 NaN            NaN            NaN            NaN
  153101.        2044.90        100.000        100.000        100.000        100.000        100.000        100.000        56.7778        0.00000                 NaN            NaN            NaN            NaN
  153201.        2045.04        100.000        100.000        100.000        100.000        100.000        100.000        56.7777        0.00000                 NaN            NaN            NaN            NaN
  153301.        2045.18        100.000        100.000        100.000        100.000        100.000        100.000        56.7776        0.00000                 NaN            NaN            NaN            NaN
  153401.        2045.32        100.000        100.000        100.000        100.000        100.000        100.000        56.7776        0.00000                 NaN            NaN            NaN            NaN
  153501.        2045.46        100.000        100.000        100.000        100.000        100.000        100.000        56.7775        0.00000                 NaN            NaN            NaN            NaN
  153601.        2045.60        100.000        100.000        100.000        100.000        100.000        100.000        56.7774        0.00000                 NaN            NaN            NaN            NaN
  153701.        2045.74        100.000        100.000        100.000        100.000        100.000        100.000        56.7773        0.00000                 NaN            NaN            NaN            NaN
  153801.        2045.87        100.000        100.000        100.000        100.000        100.000        100.000        56.7773        0.00000                 NaN            NaN            NaN            NaN
  153901.        2046.01        100.000        100.000        100.000        100.000        100.000        100.000        56.7772        0.00000                 NaN            NaN            NaN            NaN
  154001.        2046.15        100.000        100.000        100.000        100.000        100.000        100.000        56.7771        0.00000                 NaN            NaN            NaN            NaN
  154101.        2046.28        100.000        100.000        100.000        100.000        100.000        100.000        56.7771        0.00000                 NaN            NaN            NaN            NaN
  154201.        2046.42        100.000        100.000        100.000        100.000        100.000        100.000        56.7770        0.00000                 NaN            NaN            NaN            NaN
  154301.        2046.56        100.000        100.000        100.000        100.000        100.000        100.000        56.7769        0.00000                 NaN            NaN            NaN            NaN
  154401.        2046.69        100.000        100.000        100.000        100.000        100.000        100.000        56.7769        0.00000                 NaN            NaN            NaN            NaN
  154501.        2046.83        100.000        100.000        100.000        100.000        100.000        100.000        56.7768        0.00000                 NaN            NaN            NaN            NaN
  154601.        2046.96        100.000        100.000        100.000        100.000        100.000        100.000        56.7767        0.00000                 NaN            NaN            NaN            NaN
  154701.        2047.09        100.000        100.000        100.000        100.000        100.000        100.000        56.7766        0.00000                 NaN            NaN            NaN            NaN
