|6.6.6
mars_lf97_atm_3.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          27
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Wus            ca-pv          NaAl           Pv             Aki           
  5701.00        551.854        42.3672                 NaN   98.1505                 NaN   33.2914                 NaN            NaN            NaN   22.5488        22.5488        22.5488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        555.794        42.3855                 NaN   98.1514                 NaN   33.3621                 NaN            NaN            NaN   22.5860        22.5860        22.5860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        559.722        42.3975                 NaN   98.1532                 NaN   33.4032                 NaN            NaN            NaN   22.6087        22.6087        22.6087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        563.641        42.4161                 NaN   98.1541                 NaN   33.4752                 NaN            NaN            NaN   22.6465        22.6465        22.6465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        567.548        42.4232                 NaN   98.1551                 NaN   33.5011                 NaN            NaN            NaN   22.6606        22.6606        22.6606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        571.446        42.4422                 NaN   98.1559                 NaN   33.5749                 NaN            NaN            NaN   22.6993        22.6993        22.6993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        575.333        42.4487                 NaN   98.1550                 NaN   33.6095                 NaN            NaN            NaN   22.7157        22.7157        22.7157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        579.210        42.4685                 NaN   98.1560                 NaN   33.6857                 NaN            NaN            NaN   22.7557        22.7557        22.7557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        583.076        42.4728                 NaN   98.1574                 NaN   33.6986                 NaN            NaN            NaN   22.7634        22.7634        22.7634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        586.932        42.4934                 NaN   98.1582                 NaN   33.7784                 NaN            NaN            NaN   22.8053        22.8053        22.8053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
