|6.6.6
mars_kc08_2.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           O              Opx            Cpx            an             Sp             Gt             Wad            Ring           Pv             ca-pv          Wus           
  1.00000        1240.11        58.6764        30.9378        3.04125        7.34455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  101.000        1240.92        58.6615        30.9654        3.07430        7.29878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  201.000        1241.73        58.6465        30.9931        3.10735        7.25300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  301.000        1242.53        58.6315        31.0208        3.14041        7.20723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  401.000        1243.34        58.6165        31.0486        3.17347        7.16145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  501.000        1244.15        58.6015        31.0763        3.20654        7.11567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  601.000        1244.96        58.5865        31.1040        3.23962        7.06988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  701.000        1245.77        58.5704        31.1326        3.27264        7.02431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  801.000        1246.58        58.5553        31.1603        3.30588        6.97850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  901.000        1247.38        58.5415        31.1871        3.33888        6.93250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1001.00        1248.19        58.5265        31.2148        3.37197        6.88671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1101.00        1249.00        58.5114        31.2426        3.40508        6.84090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.00        1249.81        58.4964        31.2703        3.43818        6.79510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1301.00        1250.62        58.4814        31.2980        3.47130        6.74929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        1251.42        58.4663        31.3258        3.50442        6.70348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.00        1252.23        58.4513        31.3535        3.53754        6.65766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.00        1253.04        58.4362        31.3813        3.57067        6.61185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.00        1253.85        58.4212        31.4090        3.60381        6.56602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.00        1254.66        58.4061        31.4368        3.63695        6.52020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1901.00        1255.46        58.3910        31.4645        3.67009        6.47437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2001.00        1256.27        58.3759        31.4923        3.70324        6.42854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2101.00        1257.08        58.3608        31.5201        3.73640        6.38271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2201.00        1257.89        58.3457        31.5478        3.76956        6.33687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2301.00        1258.69        58.3307        31.5756        3.80273        6.29103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2401.00        1259.50        58.3155        31.6034        3.83590        6.24518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2501.00        1260.31        58.3004        31.6311        3.86908        6.19933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2601.00        1261.12        58.2853        31.6589        3.90227        6.15348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        1261.92        58.2702        31.6867        3.93546        6.10763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        1262.73        58.2551        31.7145        3.96865        6.06177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        1263.54        58.1939        31.8203        4.10118        5.88462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        1264.35        58.1853        31.8371        4.12031        5.85736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        1265.15        58.1766        31.8538        4.13945        5.83010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3201.00        1265.96        58.1680        31.8706        4.15859        5.80283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3301.00        1266.77        58.1594        31.8873        4.17773        5.77557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        1267.57        58.1508        31.9040        4.19688        5.74830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        1268.38        58.1421        31.9208        4.21603        5.72103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        1269.19        58.1335        31.9375        4.23518        5.69376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        1269.99        57.6849        32.7365        5.17004        4.40852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        1270.80        57.6857        32.7359        5.17007        4.40834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        1271.61        57.6865        32.7353        5.17009        4.40817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        1272.41        57.6872        32.7347        5.17011        4.40799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        1273.22        57.9608        32.2404        4.60987        5.18892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        1274.02        57.9260        32.3015        4.68550        5.08706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        1274.83        57.8911        32.3626        4.76115        4.98519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        1275.64        57.8562        32.4237        4.83682        4.88329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        1276.44        57.8212        32.4849        4.91252        4.78137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        1277.25        57.7863        32.5460        4.98823        4.67943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        1278.05        57.7514        32.6072        5.06397        4.57746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        1278.86        57.6933        32.7298        5.17030        4.40662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        1279.67        57.6940        32.7292        5.17033        4.40645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        1280.47        57.6948        32.7286        5.17035        4.40627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        1281.28        57.7586        32.6032        5.05016        4.58804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        1282.08        57.7335        32.6477        5.10472        4.51408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        1282.89        57.7084        32.6922        5.15929        4.44010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        1283.69        57.6832        32.7368        5.21387        4.36612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        1284.50        57.6581        32.7814        5.26846        4.29213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        1285.30        57.6329        32.8259        5.32306        4.21812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        1286.11        57.6077        32.8705        5.37767        4.14411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        1286.91        57.5825        32.9151        5.43230        4.07009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        1287.72        57.5573        32.9597        5.48694        3.99605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        1288.52        57.5321        33.0043        5.54158        3.92201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        1289.33        57.4662        33.1177        5.68398        3.73213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        1290.13        57.4461        33.1537        5.72758        3.67268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        1290.94        57.4260        33.1896        5.77120        3.61323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        1291.74        57.4059        33.2255        5.81482        3.55377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        1292.54        57.3858        33.2615        5.85845        3.49431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        1293.35        57.3657        33.2974        5.90208        3.43483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        1294.15        57.3456        33.3334        5.94573        3.37535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        1294.96        57.3254        33.3693        5.98939        3.31586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        1295.76        57.3053        33.4053        6.03305        3.25637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        1296.56        57.2852        33.4413        6.07673        3.19686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        1297.37        57.2650        33.4772        6.12041        3.13735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        1298.17        57.2448        33.5132        6.16411        3.07783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        1298.97        57.2247        33.5492        6.20781        3.01831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        1299.78        57.2045        33.5852        6.25152        2.95877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        1300.58        57.2812        33.4578        6.08704        3.17397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        1301.38        57.2421        33.5257        6.17132        3.06090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        1302.19        57.2031        33.5935        6.25563        2.94780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        1302.99        57.1640        33.6614        6.33998        2.83466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        1303.79        57.1249        33.7293        6.42436        2.72149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        1304.59        57.0857        33.7972        6.50877        2.60828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        1305.40        57.0813        33.8054        6.51959        2.59371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        1306.20        57.0820        33.8047        6.51961        2.59362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        1307.00        57.0827        33.8041        6.51964        2.59352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        1307.80        57.0834        33.8035        6.51966        2.59342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        1308.61        55.3175        35.5263        8.38134                 NaN  0.774848                 NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        1309.41        55.3181        35.5257        8.38137                 NaN  0.774875                 NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        1310.21        55.3187        35.5250        8.38139                 NaN  0.774902                 NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        1311.01        55.3193        35.5243        8.38142                 NaN  0.774929                 NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        1311.81        55.3237        35.5230        8.38181                 NaN  0.771552                 NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        1312.61        55.3287        35.5214        8.38230                 NaN  0.767626                 NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        1313.41        55.3336        35.5199        8.38277                 NaN  0.763696                 NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        1314.22        55.3386        35.5184        8.38324                 NaN  0.759766                 NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        1315.02        55.3436        35.5168        8.38371                 NaN  0.755835                 NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        1315.82        55.3486        35.5153        8.38418                 NaN  0.751905                 NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        1316.62        55.3536        35.5138        8.38465                 NaN  0.747973                 NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        1317.42        55.3585        35.5123        8.38512                 NaN  0.744042                 NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        1318.22        55.3635        35.5108        8.38559                 NaN  0.740110                 NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        1319.02        55.3685        35.5093        8.38606                 NaN  0.736178                 NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        1319.82        55.3735        35.5077        8.38653                 NaN  0.732246                 NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        1320.62        55.3785        35.5062        8.38700                 NaN  0.728313                 NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        1321.42        55.3834        35.5048        8.38741                 NaN  0.724366                 NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        1322.22        55.3884        35.5033        8.38788                 NaN  0.720432                 NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        1323.02        55.3934        35.5018        8.38835                 NaN  0.716498                 NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        1323.82        55.3984        35.5002        8.38882                 NaN  0.712564                 NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        1324.62        55.4033        35.4987        8.38929                 NaN  0.708629                 NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        1325.42        55.4083        35.4972        8.38975                 NaN  0.704694                 NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        1326.22        55.4133        35.4957        8.39022                 NaN  0.700759                 NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        1327.02        55.4183        35.4942        8.39071                 NaN  0.696828                 NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        1327.81        55.4232        35.4927        8.39116                 NaN  0.692888                 NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        1328.61        55.4282        35.4912        8.39163                 NaN  0.688952                 NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        1329.41        55.4332        35.4897        8.39209                 NaN  0.685016                 NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        1330.21        55.4381        35.4882        8.39256                 NaN  0.681079                 NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        1331.01        55.4431        35.4867        8.39304                 NaN  0.677145                 NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        1331.81        55.4481        35.4852        8.39354                 NaN  0.673215                 NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        1332.60        55.4530        35.4837        8.39403                 NaN  0.669285                 NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        1333.40        55.4580        35.4822        8.39449                 NaN  0.665346                 NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        1334.20        55.4629        35.4807        8.39498                 NaN  0.661413                 NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        1335.00        55.4679        35.4792        8.39541                 NaN  0.657464                 NaN            NaN            NaN            NaN            NaN            NaN
  11901.0        1335.79        55.4729        35.4777        8.39588                 NaN  0.653528                 NaN            NaN            NaN            NaN            NaN            NaN
  12001.0        1336.59        55.4778        35.4762        8.39636                 NaN  0.649591                 NaN            NaN            NaN            NaN            NaN            NaN
  12101.0        1337.39        55.4828        35.4747        8.39683                 NaN  0.645654                 NaN            NaN            NaN            NaN            NaN            NaN
  12201.0        1338.18        55.4877        35.4732        8.39734                 NaN  0.641724                 NaN            NaN            NaN            NaN            NaN            NaN
  12301.0        1338.98        55.4927        35.4717        8.39778                 NaN  0.637779                 NaN            NaN            NaN            NaN            NaN            NaN
  12401.0        1339.78        55.4977        35.4702        8.39826                 NaN  0.633841                 NaN            NaN            NaN            NaN            NaN            NaN
  12501.0        1340.57        55.5026        35.4688        8.39873                 NaN  0.629903                 NaN            NaN            NaN            NaN            NaN            NaN
  12601.0        1341.37        55.5076        35.4673        8.39921                 NaN  0.625964                 NaN            NaN            NaN            NaN            NaN            NaN
  12701.0        1342.17        55.5125        35.4658        8.39968                 NaN  0.622025                 NaN            NaN            NaN            NaN            NaN            NaN
  12801.0        1342.96        55.5175        35.4643        8.40016                 NaN  0.618086                 NaN            NaN            NaN            NaN            NaN            NaN
  12901.0        1343.76        55.5189        35.4635        8.40027                 NaN  0.617297                 NaN            NaN            NaN            NaN            NaN            NaN
  13001.0        1344.55        55.5195        35.4629        8.40030                 NaN  0.617318                 NaN            NaN            NaN            NaN            NaN            NaN
  13101.0        1345.35        55.5201        35.4622        8.40032                 NaN  0.617339                 NaN            NaN            NaN            NaN            NaN            NaN
  13201.0        1346.14        55.5207        35.4616        8.40034                 NaN  0.617360                 NaN            NaN            NaN            NaN            NaN            NaN
  13301.0        1346.94        56.3078        33.3782        7.80457                 NaN            NaN   2.50942                 NaN            NaN            NaN            NaN            NaN
  13401.0        1347.73        56.3083        33.3776        7.80459                 NaN            NaN   2.50949                 NaN            NaN            NaN            NaN            NaN
  13501.0        1348.53        56.3089        33.3770        7.80460                 NaN            NaN   2.50956                 NaN            NaN            NaN            NaN            NaN
  13601.0        1349.32        56.3094        33.3763        7.80462                 NaN            NaN   2.50963                 NaN            NaN            NaN            NaN            NaN
  13701.0        1350.12        56.3119        33.3394        7.79250                 NaN            NaN   2.55612                 NaN            NaN            NaN            NaN            NaN
  13801.0        1350.91        56.3150        33.2925        7.77701                 NaN            NaN   2.61552                 NaN            NaN            NaN            NaN            NaN
  13901.0        1351.71        56.3181        33.2455        7.76151                 NaN            NaN   2.67492                 NaN            NaN            NaN            NaN            NaN
  14001.0        1352.50        56.3202        33.2148        7.75204                 NaN            NaN   2.71296                 NaN            NaN            NaN            NaN            NaN
  14101.0        1353.29        56.3242        33.1515        7.73052                 NaN            NaN   2.79376                 NaN            NaN            NaN            NaN            NaN
  14201.0        1354.09        56.3273        33.1045        7.71502                 NaN            NaN   2.85319                 NaN            NaN            NaN            NaN            NaN
  14301.0        1354.88        56.3303        33.0575        7.69952                 NaN            NaN   2.91263                 NaN            NaN            NaN            NaN            NaN
  14401.0        1355.67        56.3334        33.0105        7.68402                 NaN            NaN   2.97208                 NaN            NaN            NaN            NaN            NaN
  14501.0        1356.47        56.3351        32.9866        7.67707                 NaN            NaN   3.00116                 NaN            NaN            NaN            NaN            NaN
  14601.0        1357.26        56.3381        32.9414        7.66222                 NaN            NaN   3.05829                 NaN            NaN            NaN            NaN            NaN
  14701.0        1358.05        56.3402        32.9108        7.65279                 NaN            NaN   3.09618                 NaN            NaN            NaN            NaN            NaN
  14801.0        1358.85        56.3432        32.8649        7.63770                 NaN            NaN   3.15417                 NaN            NaN            NaN            NaN            NaN
  14901.0        1359.64        56.3465        32.8126        7.62024                 NaN            NaN   3.22057                 NaN            NaN            NaN            NaN            NaN
  15001.0        1360.43        56.3494        32.7694        7.60614                 NaN            NaN   3.27508                 NaN            NaN            NaN            NaN            NaN
  15101.0        1361.22        56.3522        32.7262        7.59203                 NaN            NaN   3.32960                 NaN            NaN            NaN            NaN            NaN
  15201.0        1362.01        56.3547        32.6878        7.57969                 NaN            NaN   3.37781                 NaN            NaN            NaN            NaN            NaN
  15301.0        1362.81        56.3571        32.6525        7.56854                 NaN            NaN   3.42184                 NaN            NaN            NaN            NaN            NaN
  15401.0        1363.60        56.3599        32.6103        7.55482                 NaN            NaN   3.47498                 NaN            NaN            NaN            NaN            NaN
  15501.0        1364.39        56.3624        32.5724        7.54267                 NaN            NaN   3.52252                 NaN            NaN            NaN            NaN            NaN
  15601.0        1365.18        56.3656        32.5223        7.52599                 NaN            NaN   3.58617                 NaN            NaN            NaN            NaN            NaN
  15701.0        1365.97        56.3682        32.4817        7.51286                 NaN            NaN   3.63723                 NaN            NaN            NaN            NaN            NaN
  15801.0        1366.76        56.3709        32.4411        7.49973                 NaN            NaN   3.68829                 NaN            NaN            NaN            NaN            NaN
  15901.0        1367.55        56.3735        32.4005        7.48659                 NaN            NaN   3.73936                 NaN            NaN            NaN            NaN            NaN
  16001.0        1368.34        56.3762        32.3599        7.47346                 NaN            NaN   3.79043                 NaN            NaN            NaN            NaN            NaN
  16101.0        1369.13        56.3747        32.3935        7.48715                 NaN            NaN   3.74460                 NaN            NaN            NaN            NaN            NaN
  16201.0        1369.92        56.3769        32.3607        7.47680                 NaN            NaN   3.78559                 NaN            NaN            NaN            NaN            NaN
  16301.0        1370.71        56.3792        32.3278        7.46646                 NaN            NaN   3.82660                 NaN            NaN            NaN            NaN            NaN
  16401.0        1371.50        56.3814        32.2949        7.45611                 NaN            NaN   3.86761                 NaN            NaN            NaN            NaN            NaN
  16501.0        1372.29        56.3853        32.2318        7.43480                 NaN            NaN   3.94819                 NaN            NaN            NaN            NaN            NaN
  16601.0        1373.08        56.3890        32.1703        7.41410                 NaN            NaN   4.02660                 NaN            NaN            NaN            NaN            NaN
  16701.0        1373.87        56.3911        32.1390        7.40435                 NaN            NaN   4.06545                 NaN            NaN            NaN            NaN            NaN
  16801.0        1374.66        56.3933        32.1078        7.39460                 NaN            NaN   4.10431                 NaN            NaN            NaN            NaN            NaN
  16901.0        1375.45        56.3954        32.0766        7.38485                 NaN            NaN   4.14317                 NaN            NaN            NaN            NaN            NaN
  17001.0        1376.23        56.3975        32.0454        7.37509                 NaN            NaN   4.18204                 NaN            NaN            NaN            NaN            NaN
  17101.0        1377.02        56.3996        32.0142        7.36534                 NaN            NaN   4.22091                 NaN            NaN            NaN            NaN            NaN
  17201.0        1377.81        56.4017        31.9830        7.35559                 NaN            NaN   4.25978                 NaN            NaN            NaN            NaN            NaN
  17301.0        1378.60        56.4038        31.9517        7.34583                 NaN            NaN   4.29866                 NaN            NaN            NaN            NaN            NaN
  17401.0        1379.39        56.4059        31.9205        7.33607                 NaN            NaN   4.33755                 NaN            NaN            NaN            NaN            NaN
  17501.0        1380.17        56.4080        31.8893        7.32632                 NaN            NaN   4.37643                 NaN            NaN            NaN            NaN            NaN
  17601.0        1380.96        56.4100        31.8581        7.31656                 NaN            NaN   4.41532                 NaN            NaN            NaN            NaN            NaN
  17701.0        1381.75        56.4121        31.8268        7.30680                 NaN            NaN   4.45422                 NaN            NaN            NaN            NaN            NaN
  17801.0        1382.53        56.4142        31.7956        7.29704                 NaN            NaN   4.49312                 NaN            NaN            NaN            NaN            NaN
  17901.0        1383.32        56.4163        31.7644        7.28728                 NaN            NaN   4.53202                 NaN            NaN            NaN            NaN            NaN
  18001.0        1384.11        56.4184        31.7332        7.27752                 NaN            NaN   4.57093                 NaN            NaN            NaN            NaN            NaN
  18101.0        1384.89        56.4205        31.7019        7.26775                 NaN            NaN   4.60984                 NaN            NaN            NaN            NaN            NaN
  18201.0        1385.68        56.4225        31.6707        7.25799                 NaN            NaN   4.64876                 NaN            NaN            NaN            NaN            NaN
  18301.0        1386.46        56.4246        31.6395        7.24823                 NaN            NaN   4.68768                 NaN            NaN            NaN            NaN            NaN
  18401.0        1387.25        56.4267        31.6082        7.23846                 NaN            NaN   4.72660                 NaN            NaN            NaN            NaN            NaN
  18501.0        1388.04        56.4288        31.5770        7.22870                 NaN            NaN   4.76553                 NaN            NaN            NaN            NaN            NaN
  18601.0        1388.82        56.4308        31.5458        7.21893                 NaN            NaN   4.80446                 NaN            NaN            NaN            NaN            NaN
  18701.0        1389.61        56.4329        31.5145        7.20916                 NaN            NaN   4.84340                 NaN            NaN            NaN            NaN            NaN
  18801.0        1390.39        56.4350        31.4833        7.19939                 NaN            NaN   4.88234                 NaN            NaN            NaN            NaN            NaN
  18901.0        1391.17        56.4370        31.4521        7.18963                 NaN            NaN   4.92129                 NaN            NaN            NaN            NaN            NaN
  19001.0        1391.96        56.4391        31.4208        7.17986                 NaN            NaN   4.96024                 NaN            NaN            NaN            NaN            NaN
  19101.0        1392.74        56.4411        31.3896        7.17008                 NaN            NaN   4.99919                 NaN            NaN            NaN            NaN            NaN
  19201.0        1393.53        56.4432        31.3584        7.16031                 NaN            NaN   5.03815                 NaN            NaN            NaN            NaN            NaN
  19301.0        1394.31        56.4444        31.3426        7.15580                 NaN            NaN   5.05719                 NaN            NaN            NaN            NaN            NaN
  19401.0        1395.09        56.4445        31.3478        7.15732                 NaN            NaN   5.05032                 NaN            NaN            NaN            NaN            NaN
  19501.0        1395.88        56.4450        31.3473        7.15733                 NaN            NaN   5.05046                 NaN            NaN            NaN            NaN            NaN
  19601.0        1396.66        56.4487        31.2838        7.13835                 NaN            NaN   5.12916                 NaN            NaN            NaN            NaN            NaN
  19701.0        1397.44        56.4475        31.3138        7.14940                 NaN            NaN   5.08932                 NaN            NaN            NaN            NaN            NaN
  19801.0        1398.22        56.4484        31.3028        7.14649                 NaN            NaN   5.10232                 NaN            NaN            NaN            NaN            NaN
  19901.0        1399.01        56.4494        31.2917        7.14357                 NaN            NaN   5.11533                 NaN            NaN            NaN            NaN            NaN
  20001.0        1399.79        56.4504        31.2806        7.14066                 NaN            NaN   5.12834                 NaN            NaN            NaN            NaN            NaN
  20101.0        1400.57        56.4513        31.2696        7.13774                 NaN            NaN   5.14135                 NaN            NaN            NaN            NaN            NaN
  20201.0        1401.35        56.4523        31.2585        7.13482                 NaN            NaN   5.15437                 NaN            NaN            NaN            NaN            NaN
  20301.0        1402.13        56.4533        31.2474        7.13190                 NaN            NaN   5.16739                 NaN            NaN            NaN            NaN            NaN
  20401.0        1402.91        56.4542        31.2364        7.12898                 NaN            NaN   5.18041                 NaN            NaN            NaN            NaN            NaN
  20501.0        1403.70        56.4552        31.2253        7.12606                 NaN            NaN   5.19344                 NaN            NaN            NaN            NaN            NaN
  20601.0        1404.48        56.4562        31.2142        7.12314                 NaN            NaN   5.20648                 NaN            NaN            NaN            NaN            NaN
  20701.0        1405.26        56.4571        31.2032        7.12022                 NaN            NaN   5.21951                 NaN            NaN            NaN            NaN            NaN
  20801.0        1406.04        56.4581        31.1921        7.11730                 NaN            NaN   5.23256                 NaN            NaN            NaN            NaN            NaN
  20901.0        1406.82        56.4590        31.1810        7.11437                 NaN            NaN   5.24560                 NaN            NaN            NaN            NaN            NaN
  21001.0        1407.60        56.4647        31.0814        7.08134                 NaN            NaN   5.37265                 NaN            NaN            NaN            NaN            NaN
  21101.0        1408.38        56.4659        31.0658        7.07687                 NaN            NaN   5.39152                 NaN            NaN            NaN            NaN            NaN
  21201.0        1409.16        56.4670        31.0502        7.07241                 NaN            NaN   5.41040                 NaN            NaN            NaN            NaN            NaN
  21301.0        1409.93        56.4736        30.9324        7.03322                 NaN            NaN   5.56075                 NaN            NaN            NaN            NaN            NaN
  21401.0        1410.71        56.4750        30.9123        7.02722                 NaN            NaN   5.58544                 NaN            NaN            NaN            NaN            NaN
  21501.0        1411.49        56.4765        30.8922        7.02122                 NaN            NaN   5.61014                 NaN            NaN            NaN            NaN            NaN
  21601.0        1412.27        56.4779        30.8721        7.01522                 NaN            NaN   5.63485                 NaN            NaN            NaN            NaN            NaN
  21701.0        1413.05        56.4793        30.8519        7.00922                 NaN            NaN   5.65955                 NaN            NaN            NaN            NaN            NaN
  21801.0        1413.83        56.4807        30.8318        7.00321                 NaN            NaN   5.68426                 NaN            NaN            NaN            NaN            NaN
  21901.0        1414.60        56.4821        30.8117        6.99721                 NaN            NaN   5.70896                 NaN            NaN            NaN            NaN            NaN
  22001.0        1415.38        56.4835        30.7916        6.99121                 NaN            NaN   5.73367                 NaN            NaN            NaN            NaN            NaN
  22101.0        1416.16        56.4849        30.7715        6.98520                 NaN            NaN   5.75839                 NaN            NaN            NaN            NaN            NaN
  22201.0        1416.93        56.4863        30.7514        6.97920                 NaN            NaN   5.78310                 NaN            NaN            NaN            NaN            NaN
  22301.0        1417.71        56.4878        30.7312        6.97320                 NaN            NaN   5.80782                 NaN            NaN            NaN            NaN            NaN
  22401.0        1418.49        56.4892        30.7111        6.96719                 NaN            NaN   5.83253                 NaN            NaN            NaN            NaN            NaN
  22501.0        1419.26        56.4906        30.6910        6.96119                 NaN            NaN   5.85725                 NaN            NaN            NaN            NaN            NaN
  22601.0        1420.04        56.4920        30.6709        6.95518                 NaN            NaN   5.88198                 NaN            NaN            NaN            NaN            NaN
  22701.0        1420.82        56.4934        30.6508        6.94918                 NaN            NaN   5.90670                 NaN            NaN            NaN            NaN            NaN
  22801.0        1421.59        56.4948        30.6306        6.94317                 NaN            NaN   5.93142                 NaN            NaN            NaN            NaN            NaN
