|6.6.6
mars_kc08_2.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           O              Opx            Cpx            an             Sp             Gt             Wad            Ring           Pv             ca-pv          Wus           
  127401.        1993.09        57.1234        19.8476        3.09355                 NaN            NaN   19.9354                 NaN            NaN            NaN            NaN            NaN
  127501.        1993.36        57.1255        19.7987        3.08277                 NaN            NaN   19.9930                 NaN            NaN            NaN            NaN            NaN
  127601.        1993.62        57.1275        19.7498        3.07199                 NaN            NaN   20.0506                 NaN            NaN            NaN            NaN            NaN
  127701.        1993.89        57.1296        19.7009        3.06122                 NaN            NaN   20.1083                 NaN            NaN            NaN            NaN            NaN
  127801.        1994.15        57.1316        19.6520        3.05044                 NaN            NaN   20.1659                 NaN            NaN            NaN            NaN            NaN
  127901.        1994.42        57.1337        19.6031        3.03966                 NaN            NaN   20.2235                 NaN            NaN            NaN            NaN            NaN
  128001.        1994.68        57.1357        19.5542        3.02888                 NaN            NaN   20.2812                 NaN            NaN            NaN            NaN            NaN
  128101.        1994.95        57.1378        19.5053        3.01810                 NaN            NaN   20.3388                 NaN            NaN            NaN            NaN            NaN
  128201.        1995.21        57.1398        19.4564        3.00732                 NaN            NaN   20.3965                 NaN            NaN            NaN            NaN            NaN
  128301.        1995.47        57.1398        19.4541        3.00681                 NaN            NaN   20.3993                 NaN            NaN            NaN            NaN            NaN
  128401.        1995.73        57.1396        19.4540        3.00680                 NaN            NaN   20.3996                 NaN            NaN            NaN            NaN            NaN
  128501.        1995.99        57.1395        19.4539        3.00679                 NaN            NaN   20.3998                 NaN            NaN            NaN            NaN            NaN
  128601.        1996.25        57.1394        19.4539        3.00678                 NaN            NaN   20.4000                 NaN            NaN            NaN            NaN            NaN
  128701.        1996.52        57.1420        18.9055        2.89021                 NaN            NaN   21.0412       0.210994E-001            NaN            NaN            NaN            NaN
  128801.        1996.77        57.1418        18.9055        2.89020                 NaN            NaN   21.0414       0.210996E-001            NaN            NaN            NaN            NaN
  128901.        1997.03        57.1417        18.9054        2.89019                 NaN            NaN   21.0416       0.210998E-001            NaN            NaN            NaN            NaN
  129001.        1997.29        57.1416        18.9053        2.89017                 NaN            NaN   21.0418       0.211000E-001            NaN            NaN            NaN            NaN
  129101.        1997.55        56.4535        18.8504        2.88119                 NaN            NaN   21.1186       0.696232                 NaN            NaN            NaN            NaN
  129201.        1997.81        55.7217        18.7920        2.87164                 NaN            NaN   21.2003        1.41430                 NaN            NaN            NaN            NaN
  129301.        1998.07        54.9893        18.7336        2.86207                 NaN            NaN   21.2820        2.13305                 NaN            NaN            NaN            NaN
  129401.        1998.32        54.0256        18.6610        2.84904                 NaN            NaN   21.3858        3.07857                 NaN            NaN            NaN            NaN
  129501.        1998.58        53.5223        18.6165        2.84292                 NaN            NaN   21.4457        3.57256                 NaN            NaN            NaN            NaN
  129601.        1998.83        52.7878        18.5579        2.83333                 NaN            NaN   21.5276        4.29332                 NaN            NaN            NaN            NaN
  129701.        1999.09        52.0527        18.4992        2.82373                 NaN            NaN   21.6096        5.01477                 NaN            NaN            NaN            NaN
  129801.        1999.34        51.3168        18.4405        2.81412                 NaN            NaN   21.6917        5.73688                 NaN            NaN            NaN            NaN
  129901.        1999.60        50.3571        18.3681        2.80115                 NaN            NaN   21.7951        6.67847                 NaN            NaN            NaN            NaN
  130001.        1999.85        49.6119        18.3088        2.79140                 NaN            NaN   21.8781        7.40975                 NaN            NaN            NaN            NaN
  130101.        2000.10        47.8493        18.1972        2.76832                 NaN            NaN   22.0468        9.13835                 NaN            NaN            NaN            NaN
  130201.        2000.36        47.0688        18.1360        2.75811                 NaN            NaN   22.1328        9.90418                 NaN            NaN            NaN            NaN
  130301.        2000.61        47.1912        18.1194        2.75938                 NaN            NaN   22.1448        9.78521                 NaN            NaN            NaN            NaN
  130401.        2000.86        46.3622        18.0549        2.74838                 NaN            NaN   22.2358        10.5986                 NaN            NaN            NaN            NaN
  130501.        2001.11        45.5324        17.9903        2.73737                 NaN            NaN   22.3269        11.4129                 NaN            NaN            NaN            NaN
  130601.        2001.36        44.7018        17.9257        2.72634                 NaN            NaN   22.4181        12.2280                 NaN            NaN            NaN            NaN
  130701.        2001.61        43.8703        17.8610        2.71530                 NaN            NaN   22.5094        13.0440                 NaN            NaN            NaN            NaN
  130801.        2001.86        43.0379        17.7962        2.70425                 NaN            NaN   22.6008        13.8608                 NaN            NaN            NaN            NaN
  130901.        2002.11        40.3378        17.6395        2.66956                 NaN            NaN   22.8449        16.5083                 NaN            NaN            NaN            NaN
  131001.        2002.36        39.3307        17.5661        2.65629                 NaN            NaN   22.9506        17.4964                 NaN            NaN            NaN            NaN
  131101.        2002.60        40.5357        17.6015        2.67104                 NaN            NaN   22.8755        16.3163                 NaN            NaN            NaN            NaN
  131201.        2002.85        39.6999        17.5364        2.65994                 NaN            NaN   22.9672        17.1366                 NaN            NaN            NaN            NaN
  131301.        2003.10        38.8632        17.4713        2.64883                 NaN            NaN   23.0590        17.9576                 NaN            NaN            NaN            NaN
  131401.        2003.34        38.0257        17.4061        2.63771                 NaN            NaN   23.1510        18.7795                 NaN            NaN            NaN            NaN
  131501.        2003.59        35.8531        17.2751        2.60969                 NaN            NaN   23.3521        20.9101                 NaN            NaN            NaN            NaN
  131601.        2003.83        34.8202        17.2002        2.59609                 NaN            NaN   23.4601        21.9235                 NaN            NaN            NaN            NaN
  131701.        2004.08        33.7859        17.1252        2.58247                 NaN            NaN   23.5682        22.9383                 NaN            NaN            NaN            NaN
  131801.        2004.32        32.7502        17.0501        2.56884                 NaN            NaN   23.6764        23.9545                 NaN            NaN            NaN            NaN
  131901.        2004.56        31.7131        16.9749        2.55519                 NaN            NaN   23.7848        24.9721                 NaN            NaN            NaN            NaN
  132001.        2004.81        30.6745        16.8996        2.54151                 NaN            NaN   23.8933        25.9911                 NaN            NaN            NaN            NaN
  132101.        2005.05        29.6345        16.8241        2.52782                 NaN            NaN   24.0020        27.0116                 NaN            NaN            NaN            NaN
  132201.        2005.29        28.5930        16.7486        2.51411                 NaN            NaN   24.1108        28.0335                 NaN            NaN            NaN            NaN
  132301.        2005.53        27.5501        16.6730        2.50038                 NaN            NaN   24.2197        29.0568                 NaN            NaN            NaN            NaN
  132401.        2005.77        26.5058        16.5973        2.48663                 NaN            NaN   24.3288        30.0815                 NaN            NaN            NaN            NaN
  132501.        2006.01        25.4600        16.5214        2.47286                 NaN            NaN   24.4381        31.1076                 NaN            NaN            NaN            NaN
  132601.        2006.25        24.4128        16.4455        2.45907                 NaN            NaN   24.5475        32.1352                 NaN            NaN            NaN            NaN
  132701.        2006.49        23.5275        16.3775        2.44733                 NaN            NaN   24.6436        33.0040                 NaN            NaN            NaN            NaN
  132801.        2006.73        22.4450        16.2998        2.43309                 NaN            NaN   24.7559        34.0662                 NaN            NaN            NaN            NaN
  132901.        2006.97        21.3611        16.2219        2.41883                 NaN            NaN   24.8684        35.1298                 NaN            NaN            NaN            NaN
  133001.        2007.21        20.2757        16.1440        2.40456                 NaN            NaN   24.9810        36.1948                 NaN            NaN            NaN            NaN
  133101.        2007.44        19.1888        16.0659        2.39026                 NaN            NaN   25.0938        37.2613                 NaN            NaN            NaN            NaN
  133201.        2007.68        18.1004        15.9877        2.37594                 NaN            NaN   25.2067        38.3292                 NaN            NaN            NaN            NaN
  133301.        2007.92        16.9179        15.9048        2.36043                 NaN            NaN   25.3273        39.4895                 NaN            NaN            NaN            NaN
  133401.        2008.15        15.7294        15.8216        2.34484                 NaN            NaN   25.4485        40.6557                 NaN            NaN            NaN            NaN
  133501.        2008.39        14.7308        15.7478        2.33166                 NaN            NaN   25.5541        41.6356                 NaN            NaN            NaN            NaN
  133601.        2008.62        13.6042        15.6676        2.31685                 NaN            NaN   25.6703        42.7412                 NaN            NaN            NaN            NaN
  133701.        2008.86        12.4760        15.5873        2.30202                 NaN            NaN   25.7866        43.8482                 NaN            NaN            NaN            NaN
  133801.        2009.09        11.3463        15.5068        2.28717                 NaN            NaN   25.9030        44.9567                 NaN            NaN            NaN            NaN
  133901.        2009.32        10.2152        15.4263        2.27231                 NaN            NaN   26.0196        46.0666                 NaN            NaN            NaN            NaN
  134001.        2009.56        9.08256        15.3456        2.25742                 NaN            NaN   26.1363        47.1781                 NaN            NaN            NaN            NaN
  134101.        2009.79        7.94842        15.2649        2.24251                 NaN            NaN   26.2532        48.2910                 NaN            NaN            NaN            NaN
  134201.        2010.02        6.81278        15.1840        2.22758                 NaN            NaN   26.3703        49.4054                 NaN            NaN            NaN            NaN
  134301.        2010.25        5.67564        15.1030        2.21263                 NaN            NaN   26.4875        50.5212                 NaN            NaN            NaN            NaN
  134401.        2010.48        4.34554        15.0124        2.19523                 NaN            NaN   26.6206        51.8263                 NaN            NaN            NaN            NaN
  134501.        2010.71        3.39685        14.9407        2.18267                 NaN            NaN   26.7223        52.7574                 NaN            NaN            NaN            NaN
  134601.        2010.94        2.25520        14.8594        2.16766                 NaN            NaN   26.8400        53.8778                 NaN            NaN            NaN            NaN
  134701.        2011.17        2.08556        14.8472        2.16541                 NaN            NaN   26.8575        54.0443                 NaN            NaN            NaN            NaN
  134801.        2011.40        2.08554        14.8470        2.16539                 NaN            NaN   26.8576        54.0444                 NaN            NaN            NaN            NaN
  134901.        2011.62        2.08552        14.8469        2.16537                 NaN            NaN   26.8577        54.0445                 NaN            NaN            NaN            NaN
  135001.        2011.85        2.08550        14.8468        2.16535                 NaN            NaN   26.8578        54.0446                 NaN            NaN            NaN            NaN
  135101.        2012.08                 NaN   13.8615        1.95402                 NaN            NaN   28.0577        56.1268                 NaN            NaN            NaN            NaN
  135201.        2012.30                 NaN   13.8614        1.95400                 NaN            NaN   28.0578        56.1268                 NaN            NaN            NaN            NaN
  135301.        2012.53                 NaN   13.8613        1.95398                 NaN            NaN   28.0578        56.1269                 NaN            NaN            NaN            NaN
  135401.        2012.76                 NaN   13.8611        1.95396                 NaN            NaN   28.0579        56.1270                 NaN            NaN            NaN            NaN
  135501.        2012.98                 NaN   13.7423        1.92811                 NaN            NaN   28.1975        56.1321                 NaN            NaN            NaN            NaN
  135601.        2013.20                 NaN   13.6007        1.89729                 NaN            NaN   28.3638        56.1382                 NaN            NaN            NaN            NaN
  135701.        2013.43                 NaN   13.4590        1.86647                 NaN            NaN   28.5302        56.1443                 NaN            NaN            NaN            NaN
  135801.        2013.65                 NaN   13.2494        1.82107                 NaN            NaN   28.7763        56.1533                 NaN            NaN            NaN            NaN
  135901.        2013.87                 NaN   13.1755        1.80479                 NaN            NaN   28.8632        56.1565                 NaN            NaN            NaN            NaN
  136001.        2014.10                 NaN   13.0338        1.77395                 NaN            NaN   29.0297        56.1626                 NaN            NaN            NaN            NaN
  136101.        2014.32                 NaN   12.8920        1.74310                 NaN            NaN   29.1962        56.1687                 NaN            NaN            NaN            NaN
  136201.        2014.54                 NaN   12.7501        1.71224                 NaN            NaN   29.3628        56.1748                 NaN            NaN            NaN            NaN
  136301.        2014.76                 NaN   12.5105        1.66041                 NaN            NaN   29.6441        56.1850                 NaN            NaN            NaN            NaN
  136401.        2014.98                 NaN   12.3656        1.62889                 NaN            NaN   29.8143        56.1912                 NaN            NaN            NaN            NaN
  136501.        2015.20                 NaN   12.2206        1.59735                 NaN            NaN   29.9846        56.1975                 NaN            NaN            NaN            NaN
  136601.        2015.42                 NaN   12.0756        1.56582                 NaN            NaN   30.1549        56.2037                 NaN            NaN            NaN            NaN
  136701.        2015.64                 NaN   11.9123        1.53035                 NaN            NaN   30.3467        56.2107                 NaN            NaN            NaN            NaN
  136801.        2015.85                 NaN   11.7437        1.49375                 NaN            NaN   30.5447        56.2179                 NaN            NaN            NaN            NaN
  136901.        2016.07                 NaN   11.5750        1.45714                 NaN            NaN   30.7428        56.2251                 NaN            NaN            NaN            NaN
  137001.        2016.29                 NaN   11.3467        1.40774                 NaN            NaN   31.0107        56.2348                 NaN            NaN            NaN            NaN
  137101.        2016.51                 NaN   11.1765        1.37079                 NaN            NaN   31.2107        56.2421                 NaN            NaN            NaN            NaN
  137201.        2016.72                 NaN   11.0688        1.34725                 NaN            NaN   31.3373        56.2467                 NaN            NaN            NaN            NaN
  137301.        2016.94                 NaN   10.8999        1.31060                 NaN            NaN   31.5356        56.2539                 NaN            NaN            NaN            NaN
  137401.        2017.15                 NaN   10.2853        1.17730                 NaN            NaN   32.2575        56.2799                 NaN            NaN            NaN            NaN
  137501.        2017.37                 NaN   10.1412        1.14597                 NaN            NaN   32.4267        56.2861                 NaN            NaN            NaN            NaN
  137601.        2017.58                 NaN   10.0375        1.12333                 NaN            NaN   32.5486        56.2905                 NaN            NaN            NaN            NaN
  137701.        2017.79                 NaN   10.2242        1.16393                 NaN            NaN   32.3291        56.2827                 NaN            NaN            NaN            NaN
  137801.        2018.01                 NaN   10.0552        1.12724                 NaN            NaN   32.5277        56.2899                 NaN            NaN            NaN            NaN
  137901.        2018.22                 NaN   9.38111       0.980925                 NaN            NaN   33.3196        56.3184                 NaN            NaN            NaN            NaN
  138001.        2018.43                 NaN   9.20014       0.941620                 NaN            NaN   33.5321        56.3261                 NaN            NaN            NaN            NaN
  138101.        2018.64                 NaN   9.01912       0.902304                 NaN            NaN   33.7448        56.3338                 NaN            NaN            NaN            NaN
  138201.        2018.85                 NaN   8.83806       0.862978                 NaN            NaN   33.9575        56.3415                 NaN            NaN            NaN            NaN
  138301.        2019.07                 NaN   8.65694       0.823643                 NaN            NaN   34.1703        56.3492                 NaN            NaN            NaN            NaN
  138401.        2019.28                 NaN   8.57412       0.805518                 NaN            NaN   34.2677        56.3527                 NaN            NaN            NaN            NaN
  138501.        2019.48                 NaN   8.38332       0.764092                 NaN            NaN   34.4918        56.3608                 NaN            NaN            NaN            NaN
  138601.        2019.69                 NaN   8.19246       0.722654                 NaN            NaN   34.7160        56.3689                 NaN            NaN            NaN            NaN
  138701.        2019.90                 NaN   8.00156       0.681205                 NaN            NaN   34.9403        56.3770                 NaN            NaN            NaN            NaN
  138801.        2020.11                 NaN   7.81060       0.639745                 NaN            NaN   35.1646        56.3851                 NaN            NaN            NaN            NaN
  138901.        2020.32                 NaN   7.61959       0.598274                 NaN            NaN   35.3890        56.3932                 NaN            NaN            NaN            NaN
  139001.        2020.52                 NaN   7.42852       0.556791                 NaN            NaN   35.6134        56.4013                 NaN            NaN            NaN            NaN
  139101.        2020.73                 NaN   7.23741       0.515297                 NaN            NaN   35.8380        56.4093                 NaN            NaN            NaN            NaN
  139201.        2020.94                 NaN   7.04624       0.473792                 NaN            NaN   36.0625        56.4174                 NaN            NaN            NaN            NaN
  139301.        2021.14                 NaN   6.85502       0.432276                 NaN            NaN   36.2872        56.4255                 NaN            NaN            NaN            NaN
  139401.        2021.35                 NaN   6.66374       0.390748                 NaN            NaN   36.5119        56.4336                 NaN            NaN            NaN            NaN
  139501.        2021.55                 NaN   6.62061       0.381391                 NaN            NaN   36.5626        56.4354                 NaN            NaN            NaN            NaN
  139601.        2021.76                 NaN   6.62054       0.381387                 NaN            NaN   36.5626        56.4354                 NaN            NaN            NaN            NaN
  139701.        2021.96                 NaN   6.62047       0.381382                 NaN            NaN   36.5627        56.4354                 NaN            NaN            NaN            NaN
  139801.        2022.16                 NaN   6.62040       0.381378                 NaN            NaN   36.5628        56.4354                 NaN            NaN            NaN            NaN
  139901.        2022.37                 NaN   4.58759                 NaN            NaN            NaN   38.8933        56.5191                 NaN            NaN            NaN            NaN
  140001.        2022.57                 NaN   4.58754                 NaN            NaN            NaN   38.8933        56.5191                 NaN            NaN            NaN            NaN
  140101.        2022.77                 NaN   4.58749                 NaN            NaN            NaN   38.8934        56.5191                 NaN            NaN            NaN            NaN
  140201.        2022.97                 NaN   4.58744                 NaN            NaN            NaN   38.8934        56.5191                 NaN            NaN            NaN            NaN
  140301.        2023.17                 NaN   4.37962                 NaN            NaN            NaN   39.0941        56.5263                 NaN            NaN            NaN            NaN
  140401.        2023.37                 NaN   4.10683                 NaN            NaN            NaN   39.3575        56.5357                 NaN            NaN            NaN            NaN
  140501.        2023.57                 NaN   3.83395                 NaN            NaN            NaN   39.6209        56.5451                 NaN            NaN            NaN            NaN
  140601.        2023.77                 NaN   4.58725                 NaN            NaN            NaN   38.8937        56.5191                 NaN            NaN            NaN            NaN
  140701.        2023.97                 NaN   3.28792                 NaN            NaN            NaN   40.1481        56.5640                 NaN            NaN            NaN            NaN
  140801.        2024.17                 NaN   3.01478                 NaN            NaN            NaN   40.4118        56.5734                 NaN            NaN            NaN            NaN
  140901.        2024.36                 NaN   2.74155                 NaN            NaN            NaN   40.6756        56.5828                 NaN            NaN            NaN            NaN
  141001.        2024.56                 NaN   2.46823                 NaN            NaN            NaN   40.9395        56.5923                 NaN            NaN            NaN            NaN
  141101.        2024.76                 NaN   2.39966                 NaN            NaN            NaN   41.0057        56.5946                 NaN            NaN            NaN            NaN
  141201.        2024.95                 NaN   2.39963                 NaN            NaN            NaN   41.0058        56.5946                 NaN            NaN            NaN            NaN
  141301.        2025.15                 NaN   2.39960                 NaN            NaN            NaN   41.0058        56.5945                 NaN            NaN            NaN            NaN
  141401.        2025.34                 NaN   2.39958                 NaN            NaN            NaN   41.0059        56.5945                 NaN            NaN            NaN            NaN
  141501.        2025.54                 NaN            NaN            NaN            NaN            NaN   43.3229        56.6771                 NaN            NaN            NaN            NaN
  141601.        2025.73                 NaN            NaN            NaN            NaN            NaN   43.3229        56.6771                 NaN            NaN            NaN            NaN
  141701.        2025.93                 NaN            NaN            NaN            NaN            NaN   43.3230        56.6770                 NaN            NaN            NaN            NaN
  141801.        2026.12                 NaN            NaN            NaN            NaN            NaN   43.3230        56.6770                 NaN            NaN            NaN            NaN
  141901.        2026.31                 NaN            NaN            NaN            NaN            NaN   43.3231        56.6769                 NaN            NaN            NaN            NaN
  142001.        2026.50                 NaN            NaN            NaN            NaN            NaN   43.3231        56.6769                 NaN            NaN            NaN            NaN
  142101.        2026.70                 NaN            NaN            NaN            NaN            NaN   43.3232        56.6768                 NaN            NaN            NaN            NaN
  142201.        2026.89                 NaN            NaN            NaN            NaN            NaN   43.3232        56.6768                 NaN            NaN            NaN            NaN
  142301.        2027.08                 NaN            NaN            NaN            NaN            NaN   43.3232        56.6768                 NaN            NaN            NaN            NaN
  142401.        2027.27                 NaN            NaN            NaN            NaN            NaN   43.3233        56.6767                 NaN            NaN            NaN            NaN
  142501.        2027.46                 NaN            NaN            NaN            NaN            NaN   43.3233        56.6767                 NaN            NaN            NaN            NaN
  142601.        2027.65                 NaN            NaN            NaN            NaN            NaN   43.3234        56.6766                 NaN            NaN            NaN            NaN
  142701.        2027.84                 NaN            NaN            NaN            NaN            NaN   43.3235        56.6765                 NaN            NaN            NaN            NaN
  142801.        2028.02                 NaN            NaN            NaN            NaN            NaN   43.3235        56.6765                 NaN            NaN            NaN            NaN
  142901.        2028.21                 NaN            NaN            NaN            NaN            NaN   43.3236        56.6764                 NaN            NaN            NaN            NaN
  143001.        2028.40                 NaN            NaN            NaN            NaN            NaN   43.3236        56.6764                 NaN            NaN            NaN            NaN
  143101.        2028.59                 NaN            NaN            NaN            NaN            NaN   43.3237        56.6763                 NaN            NaN            NaN            NaN
  143201.        2028.77                 NaN            NaN            NaN            NaN            NaN   43.3237        56.6763                 NaN            NaN            NaN            NaN
  143301.        2028.96                 NaN            NaN            NaN            NaN            NaN   43.3238        56.6762                 NaN            NaN            NaN            NaN
  143401.        2029.14                 NaN            NaN            NaN            NaN            NaN   43.3238        56.6762                 NaN            NaN            NaN            NaN
  143501.        2029.33                 NaN            NaN            NaN            NaN            NaN   43.3239        56.6761                 NaN            NaN            NaN            NaN
  143601.        2029.51                 NaN            NaN            NaN            NaN            NaN   43.3240        56.6760                 NaN            NaN            NaN            NaN
  143701.        2029.70                 NaN            NaN            NaN            NaN            NaN   43.3240        56.6760                 NaN            NaN            NaN            NaN
  143801.        2029.88                 NaN            NaN            NaN            NaN            NaN   43.3241        56.6759                 NaN            NaN            NaN            NaN
  143901.        2030.06                 NaN            NaN            NaN            NaN            NaN   43.3241        56.6759                 NaN            NaN            NaN            NaN
  144001.        2030.24                 NaN            NaN            NaN            NaN            NaN   43.3242        56.6758                 NaN            NaN            NaN            NaN
  144101.        2030.43                 NaN            NaN            NaN            NaN            NaN   43.3242        56.6758                 NaN            NaN            NaN            NaN
  144201.        2030.61                 NaN            NaN            NaN            NaN            NaN   43.3243        56.6757                 NaN            NaN            NaN            NaN
  144301.        2030.79                 NaN            NaN            NaN            NaN            NaN   43.3244        56.6756                 NaN            NaN            NaN            NaN
  144401.        2030.97                 NaN            NaN            NaN            NaN            NaN   43.3244        56.6756                 NaN            NaN            NaN            NaN
  144501.        2031.15                 NaN            NaN            NaN            NaN            NaN   43.3245        56.6755                 NaN            NaN            NaN            NaN
  144601.        2031.33                 NaN            NaN            NaN            NaN            NaN   43.3245        56.6755                 NaN            NaN            NaN            NaN
  144701.        2031.51                 NaN            NaN            NaN            NaN            NaN   43.3246        56.6754                 NaN            NaN            NaN            NaN
  144801.        2031.69                 NaN            NaN            NaN            NaN            NaN   43.3246        56.6754                 NaN            NaN            NaN            NaN
  144901.        2031.87                 NaN            NaN            NaN            NaN            NaN   43.3247        56.6753                 NaN            NaN            NaN            NaN
  145001.        2032.04                 NaN            NaN            NaN            NaN            NaN   43.3248        56.6752                 NaN            NaN            NaN            NaN
  145101.        2032.22                 NaN            NaN            NaN            NaN            NaN   43.3248        56.6752                 NaN            NaN            NaN            NaN
  145201.        2032.40                 NaN            NaN            NaN            NaN            NaN   43.3249        56.6751                 NaN            NaN            NaN            NaN
  145301.        2032.57                 NaN            NaN            NaN            NaN            NaN   43.3249        56.6751                 NaN            NaN            NaN            NaN
  145401.        2032.75                 NaN            NaN            NaN            NaN            NaN   43.3250        56.6750                 NaN            NaN            NaN            NaN
  145501.        2032.92                 NaN            NaN            NaN            NaN            NaN   43.3251        56.6749                 NaN            NaN            NaN            NaN
  145601.        2033.10                 NaN            NaN            NaN            NaN            NaN   43.3251        56.6749                 NaN            NaN            NaN            NaN
  145701.        2033.27                 NaN            NaN            NaN            NaN            NaN   43.3252        56.6748                 NaN            NaN            NaN            NaN
  145801.        2033.45                 NaN            NaN            NaN            NaN            NaN   43.3252        56.6748                 NaN            NaN            NaN            NaN
  145901.        2033.62                 NaN            NaN            NaN            NaN            NaN   43.3253        56.6747                 NaN            NaN            NaN            NaN
  146001.        2033.79                 NaN            NaN            NaN            NaN            NaN   43.3253        56.6747                 NaN            NaN            NaN            NaN
  146101.        2033.97                 NaN            NaN            NaN            NaN            NaN   43.3254        56.6746                 NaN            NaN            NaN            NaN
  146201.        2034.14                 NaN            NaN            NaN            NaN            NaN   43.3254        56.6746                 NaN            NaN            NaN            NaN
  146301.        2034.31                 NaN            NaN            NaN            NaN            NaN   43.3255        56.6745                 NaN            NaN            NaN            NaN
  146401.        2034.48                 NaN            NaN            NaN            NaN            NaN   43.3256        56.6744                 NaN            NaN            NaN            NaN
  146501.        2034.65                 NaN            NaN            NaN            NaN            NaN   43.3256        56.6744                 NaN            NaN            NaN            NaN
  146601.        2034.82                 NaN            NaN            NaN            NaN            NaN   43.3257        56.6743                 NaN            NaN            NaN            NaN
  146701.        2034.99                 NaN            NaN            NaN            NaN            NaN   43.3257        56.6743                 NaN            NaN            NaN            NaN
  146801.        2035.16                 NaN            NaN            NaN            NaN            NaN   43.3258        56.6742                 NaN            NaN            NaN            NaN
  146901.        2035.33                 NaN            NaN            NaN            NaN            NaN   43.3258        56.6742                 NaN            NaN            NaN            NaN
  147001.        2035.50                 NaN            NaN            NaN            NaN            NaN   43.3259        56.6741                 NaN            NaN            NaN            NaN
  147101.        2035.67                 NaN            NaN            NaN            NaN            NaN   43.3260        56.6740                 NaN            NaN            NaN            NaN
  147201.        2035.83                 NaN            NaN            NaN            NaN            NaN   43.3261        56.6739                 NaN            NaN            NaN            NaN
  147301.        2036.00                 NaN            NaN            NaN            NaN            NaN   43.3261        56.6739                 NaN            NaN            NaN            NaN
  147401.        2036.17                 NaN            NaN            NaN            NaN            NaN   43.3262        56.6738                 NaN            NaN            NaN            NaN
  147501.        2036.33                 NaN            NaN            NaN            NaN            NaN   43.3262        56.6738                 NaN            NaN            NaN            NaN
  147601.        2036.50                 NaN            NaN            NaN            NaN            NaN   43.3263        56.6737                 NaN            NaN            NaN            NaN
  147701.        2036.66                 NaN            NaN            NaN            NaN            NaN   43.3263        56.6737                 NaN            NaN            NaN            NaN
  147801.        2036.83                 NaN            NaN            NaN            NaN            NaN   43.3264        56.6736                 NaN            NaN            NaN            NaN
  147901.        2036.99                 NaN            NaN            NaN            NaN            NaN   43.3264        56.6736                 NaN            NaN            NaN            NaN
  148001.        2037.16                 NaN            NaN            NaN            NaN            NaN   43.3265        56.6735                 NaN            NaN            NaN            NaN
  148101.        2037.32                 NaN            NaN            NaN            NaN            NaN   43.3266        56.6734                 NaN            NaN            NaN            NaN
  148201.        2037.48                 NaN            NaN            NaN            NaN            NaN   43.3266        56.6734                 NaN            NaN            NaN            NaN
  148301.        2037.64                 NaN            NaN            NaN            NaN            NaN   43.3267        56.6733                 NaN            NaN            NaN            NaN
  148401.        2037.81                 NaN            NaN            NaN            NaN            NaN   43.3267        56.6733                 NaN            NaN            NaN            NaN
  148501.        2037.97                 NaN            NaN            NaN            NaN            NaN   43.3268        56.6732                 NaN            NaN            NaN            NaN
  148601.        2038.13                 NaN            NaN            NaN            NaN            NaN   43.3269        56.6731                 NaN            NaN            NaN            NaN
  148701.        2038.29                 NaN            NaN            NaN            NaN            NaN   43.3269        56.6731                 NaN            NaN            NaN            NaN
  148801.        2038.45                 NaN            NaN            NaN            NaN            NaN   43.3270        56.6730                 NaN            NaN            NaN            NaN
  148901.        2038.61                 NaN            NaN            NaN            NaN            NaN   43.3270        56.6730                 NaN            NaN            NaN            NaN
  149001.        2038.77                 NaN            NaN            NaN            NaN            NaN   43.3271        56.6729                 NaN            NaN            NaN            NaN
  149101.        2038.93                 NaN            NaN            NaN            NaN            NaN   43.3271        56.6729                 NaN            NaN            NaN            NaN
  149201.        2039.08                 NaN            NaN            NaN            NaN            NaN   43.3272        56.6728                 NaN            NaN            NaN            NaN
  149301.        2039.24                 NaN            NaN            NaN            NaN            NaN   43.3273        56.6727                 NaN            NaN            NaN            NaN
  149401.        2039.40                 NaN            NaN            NaN            NaN            NaN   43.3273        56.6727                 NaN            NaN            NaN            NaN
  149501.        2039.56                 NaN            NaN            NaN            NaN            NaN   43.3274        56.6726                 NaN            NaN            NaN            NaN
  149601.        2039.71                 NaN            NaN            NaN            NaN            NaN   43.3274        56.6726                 NaN            NaN            NaN            NaN
  149701.        2039.87                 NaN            NaN            NaN            NaN            NaN   43.3275        56.6725                 NaN            NaN            NaN            NaN
  149801.        2040.02                 NaN            NaN            NaN            NaN            NaN   43.3276        56.6724                 NaN            NaN            NaN            NaN
  149901.        2040.18                 NaN            NaN            NaN            NaN            NaN   43.3276        56.6724                 NaN            NaN            NaN            NaN
  150001.        2040.33                 NaN            NaN            NaN            NaN            NaN   43.3277        56.6723                 NaN            NaN            NaN            NaN
  150101.        2040.49                 NaN            NaN            NaN            NaN            NaN   43.3277        56.6723                 NaN            NaN            NaN            NaN
  150201.        2040.64                 NaN            NaN            NaN            NaN            NaN   43.3278        56.6722                 NaN            NaN            NaN            NaN
  150301.        2040.79                 NaN            NaN            NaN            NaN            NaN   43.3279        56.6721                 NaN            NaN            NaN            NaN
  150401.        2040.95                 NaN            NaN            NaN            NaN            NaN   43.3279        56.6721                 NaN            NaN            NaN            NaN
