|6.6.6
mars_bf97_atm_2.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          26
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Aki            NaAl           ca-pv          Pv            
  7801.00        632.407        2.31796                 NaN   64.8187                 NaN   12.2159                 NaN            NaN            NaN            NaN   3.43888        17.2085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        636.130        2.23003                 NaN   64.7918                 NaN   12.2727                 NaN            NaN            NaN            NaN   3.43959        17.2659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        639.844        2.06653                 NaN   64.7420                 NaN   12.3773                 NaN            NaN            NaN            NaN   3.44167        17.3726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        643.548        2.23697                 NaN   64.2977                 NaN   12.1593                 NaN   1.38278                 NaN            NaN   2.90655        17.0166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        647.241        2.23679                 NaN   64.2982                 NaN   12.1593                 NaN   1.38279                 NaN            NaN   2.90656        17.0163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        650.925        2.39723                 NaN   63.7894                 NaN   11.9253                 NaN   2.93769                 NaN            NaN   2.30516        16.6452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        654.598        2.39703                 NaN   63.7899                 NaN   11.9253                 NaN   2.93772                 NaN            NaN   2.30516        16.6449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        658.262                 NaN            NaN   60.8794                 NaN   11.9968       0.970546        9.04446                 NaN            NaN            NaN   17.1088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        661.916                 NaN            NaN   60.8797                 NaN   11.9968       0.970541        9.04453                 NaN            NaN            NaN   17.1084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        665.560                 NaN            NaN   60.8805                 NaN   12.2706       0.687328        9.03487                 NaN            NaN            NaN   17.1267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        669.194                 NaN            NaN   60.8808                 NaN   12.2706       0.687325        9.03494                 NaN            NaN            NaN   17.1263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        672.818                 NaN            NaN   60.8811                 NaN   12.2706       0.687322        9.03502                 NaN            NaN            NaN   17.1260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        676.432                 NaN            NaN   60.8818                 NaN  0.340652        12.6085        9.02484                 NaN            NaN            NaN   17.1441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        680.037                 NaN            NaN   60.8821                 NaN  0.340651        12.6085        9.02491                 NaN            NaN            NaN   17.1438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        683.631       0.126400                 NaN   60.9233                 NaN   12.8585                 NaN   9.01064                 NaN            NaN            NaN   17.0811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        687.216                 NaN            NaN   60.8841                 NaN   12.9526                 NaN   9.02962                 NaN            NaN            NaN   17.1337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        690.792                 NaN            NaN   60.8844                 NaN   12.9526                 NaN   9.02970                 NaN            NaN            NaN   17.1333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        694.357                 NaN            NaN   60.8847                 NaN   12.9526                 NaN   9.02977                 NaN            NaN            NaN   17.1329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        697.913                 NaN            NaN   60.8850                 NaN   12.9526                 NaN   9.02984                 NaN            NaN            NaN   17.1326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        701.458                 NaN            NaN   60.8858                 NaN   12.9268                 NaN   9.00375                 NaN            NaN            NaN   17.1837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        704.995                 NaN            NaN   60.8863                 NaN   12.9226                 NaN   8.99947                 NaN            NaN            NaN   17.1917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        708.521                 NaN            NaN   60.8867                 NaN   12.9184                 NaN   8.99520                 NaN            NaN            NaN   17.1997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        712.038                 NaN            NaN   60.8873                 NaN   12.9142                 NaN   8.99317                 NaN            NaN            NaN   17.2053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        715.546                 NaN            NaN   60.8878                 NaN   12.9100                 NaN   8.98943                 NaN            NaN            NaN   17.2127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        719.043                 NaN            NaN   60.8882                 NaN   12.9067                 NaN   8.98407                 NaN            NaN            NaN   17.2210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        722.531                 NaN            NaN   60.8886                 NaN   12.9034                 NaN   8.97872                 NaN            NaN            NaN   17.2292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        726.010                 NaN            NaN   60.8890                 NaN   12.9001                 NaN   8.97340                 NaN            NaN            NaN   17.2375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        729.479                 NaN            NaN   60.8894                 NaN   12.8968                 NaN   8.96810                 NaN            NaN            NaN   17.2456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        732.938                 NaN            NaN   60.8898                 NaN   12.8936                 NaN   8.96282                 NaN            NaN            NaN   17.2538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        736.388                 NaN            NaN   60.8906                 NaN   12.8914                 NaN   8.96942                 NaN            NaN            NaN   17.2485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        739.829                 NaN            NaN   60.8911                 NaN   12.8883                 NaN   8.96528                 NaN            NaN            NaN   17.2554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        743.260                 NaN            NaN   60.8901                 NaN   12.8864                 NaN   8.92883                 NaN            NaN            NaN   17.2947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        746.681                 NaN            NaN   60.8903                 NaN   12.8821                 NaN   8.92071                 NaN            NaN            NaN   17.3069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        750.093                 NaN            NaN   60.8898                 NaN   12.8982                 NaN   8.91326                 NaN            NaN            NaN   17.2988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        753.496                 NaN            NaN   60.8901                 NaN   12.8956                 NaN   8.90811                 NaN            NaN            NaN   17.3061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        756.889                 NaN            NaN   60.8905                 NaN   12.8931                 NaN   8.90298                 NaN            NaN            NaN   17.3134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        760.273                 NaN            NaN   60.8935                 NaN   12.8645                 NaN   8.93378                 NaN            NaN            NaN   17.3082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
