|6.6.6
mars_ma79_atl_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  10401.0        597.617        3524.07        8.16065        4.61527     
  10501.0        600.360        3525.45        8.16479        4.61702     
  10601.0        603.099        3526.83        8.16894        4.61879     
  10701.0        605.833        3528.15        8.17296        4.62061     
  10801.0        608.561        3529.56        8.17721        4.62237     
  10901.0        611.285        3530.91        8.18122        4.62396     
  11001.0        614.004        3531.78        8.18329        4.62403     
  11101.0        616.717        3534.82        8.19214        4.62708     
  11201.0        619.426        3535.90        8.19475        4.62713     
  11301.0        622.130        3536.98        8.19757        4.62765     
  11401.0        624.828        3536.98        8.19719        4.62708     
  11501.0        627.522        3537.45        8.19836        4.62714     
  11601.0        630.211        3537.53        8.19824        4.62661     
  11701.0        632.895        3537.86        8.19965        4.62770     
  11801.0        635.573        3537.57        8.19824        4.62665     
  11901.0        638.247        3537.68        8.19822        4.62618     
  12001.0        640.916        3537.78        8.19821        4.62572     
  12101.0        643.580        3538.03        8.19829        4.62467     
  12201.0        646.239        3538.13        8.19828        4.62424     
  12301.0        648.893        3538.10        8.19817        4.62435     
  12401.0        651.543        3538.14        8.19803        4.62403     
  12501.0        654.187        3538.25        8.19803        4.62357     
  12601.0        656.826        3538.36        8.19803        4.62312     
  12701.0        659.461        3538.46        8.19803        4.62270     
  12801.0        662.090        3538.57        8.19804        4.62225     
  12901.0        664.715        3538.72        8.19813        4.62175     
  13001.0        667.335        3538.68        8.19761        4.62108     
  13101.0        669.950        3538.97        8.19802        4.62046     
  13201.0        672.560        3539.07        8.19802        4.62005     
  13301.0        675.165        3539.23        8.19826        4.61979     
  13401.0        677.766        3539.34        8.19829        4.61940     
  13501.0        680.361        3539.45        8.19833        4.61902     
  13601.0        682.952        3539.51        8.19763        4.61739     
  13701.0        685.538        3539.69        8.19795        4.61715     
  13801.0        688.119        3539.79        8.19793        4.61671     
  13901.0        690.695        3539.89        8.19792        4.61627     
  14001.0        693.267        3539.99        8.19790        4.61584     
  14101.0        695.833        3540.09        8.19789        4.61540     
  14201.0        698.395        3540.41        8.19874        4.61548     
  14301.0        700.952        3540.40        8.19832        4.61483     
  14401.0        703.504        3540.46        8.19813        4.61429     
  14501.0        706.052        3540.57        8.19816        4.61388     
  14601.0        708.594        3540.71        8.19830        4.61355     
  14701.0        711.132        3540.85        8.19844        4.61322     
  14801.0        713.665        3540.99        8.19858        4.61289     
  14901.0        716.194        3541.19        8.19901        4.61276     
  15001.0        718.717        3541.26        8.19886        4.61224     
  15101.0        721.236        3541.40        8.19902        4.61193     
  15201.0        723.750        3541.55        8.19918        4.61161     
  15301.0        726.259        3541.57        8.19893        4.61118     
  15401.0        728.764        3541.67        8.19878        4.61040     
  15501.0        731.264        3541.68        8.19845        4.60987     
  15601.0        733.759        3541.69        8.19812        4.60935     
  15701.0        736.250        3541.81        8.19816        4.60890     
  15801.0        738.735        3541.81        8.19772        4.60820     
  15901.0        741.216        3541.80        8.19728        4.60751     
  16001.0        743.693        3541.80        8.19684        4.60681     
  16101.0        746.165        3541.80        8.19639        4.60610     
  16201.0        748.632        3541.80        8.19599        4.60544     
  16301.0        751.094        3541.80        8.19556        4.60476     
  16401.0        753.552        3541.80        8.19514        4.60409     
  16501.0        756.005        3541.80        8.19473        4.60342     
  16601.0        758.453        3541.80        8.19431        4.60275     
  16701.0        760.897        3541.80        8.19390        4.60208     
  16801.0        763.336        3541.80        8.19349        4.60141     
  16901.0        765.770        3541.80        8.19307        4.60074     
  17001.0        768.200        3541.80        8.19267        4.60008     
  17101.0        770.625        3541.81        8.19227        4.59942     
  17201.0        773.046        3541.81        8.19187        4.59876     
  17301.0        775.462        3541.81        8.19147        4.59810     
  17401.0        777.873        3541.82        8.19107        4.59745     
  17501.0        780.280        3541.82        8.19068        4.59681     
  17601.0        782.682        3541.83        8.19030        4.59617     
  17701.0        785.079        3541.84        8.18992        4.59554     
  17801.0        787.472        3541.84        8.18954        4.59490     
  17901.0        789.861        3541.85        8.18917        4.59430     
  18001.0        792.244        3541.86        8.18880        4.59368     
  18101.0        794.624        3541.87        8.18843        4.59305     
  18201.0        796.998        3541.88        8.18806        4.59241     
  18301.0        799.369        3541.89        8.18770        4.59178     
  18401.0        801.734        3541.90        8.18733        4.59116     
  18501.0        804.095        3541.90        8.18693        4.59048     
  18601.0        806.452        3541.91        8.18656        4.58986     
  18701.0        808.804        3541.92        8.18620        4.58923     
  18801.0        811.151        3541.93        8.18584        4.58861     
  18901.0        813.494        3541.95        8.18553        4.58807     
  19001.0        815.833        3541.96        8.18518        4.58745     
  19101.0        818.167        3541.98        8.18483        4.58685     
  19201.0        820.496        3541.99        8.18448        4.58624     
  19301.0        822.821        3542.00        8.18411        4.58561     
  19401.0        825.141        3542.01        8.18377        4.58500     
