|6.6.6
mars_kc08_atl_3.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          23
P(bar)         T(K)           O              O              Cpx            Gt             Gt             qtz            ky             an             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Aki            ca-pv          Pv            
  3301.00        389.549        100.000                 NaN   39.9325                 NaN            NaN   39.9325        30.8295                 NaN   27.0210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        392.667        100.000                 NaN   39.9316                 NaN            NaN   39.9316        30.8284                 NaN   27.0200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        395.779        100.000                 NaN   39.9305                 NaN            NaN   39.9305        30.8272                 NaN   27.0187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        398.885        100.000                 NaN   39.9295                 NaN            NaN   39.9295        30.8260                 NaN   27.0175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        401.986        100.000                 NaN   39.9285                 NaN            NaN   39.9285        30.8249                 NaN   27.0164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        405.082        100.000                 NaN   39.9274                 NaN            NaN   39.9274        30.8236                 NaN   27.0152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        408.172        100.000                 NaN   39.9265                 NaN            NaN   39.9265        30.8226                 NaN   27.0141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        411.257        100.000                 NaN   39.9256                 NaN            NaN   39.9256        30.8215                 NaN   27.0131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        414.336        100.000                 NaN   39.9245                 NaN            NaN   39.9245        30.8202                 NaN   27.0117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        417.410        100.000                 NaN   39.9235                 NaN            NaN   39.9235        30.8190                 NaN   27.0106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        420.478        100.000                 NaN   39.9227                 NaN            NaN   39.9227        30.8180                 NaN   27.0097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        423.541        100.000                 NaN   39.9219                 NaN            NaN   39.9219        30.8171                 NaN   27.0087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        426.599        100.000                 NaN   39.9213                 NaN            NaN   39.9213        30.8162                 NaN   27.0081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        429.651        100.000                 NaN   39.9200                 NaN            NaN   39.9200        30.8148                 NaN   27.0065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        432.697        100.000                 NaN   39.9191                 NaN            NaN   39.9191        30.8137                 NaN   27.0054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        435.739        100.000                 NaN   39.9182                 NaN            NaN   39.9182        30.8127                 NaN   27.0044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        438.774        100.000                 NaN   39.9176                 NaN            NaN   39.9176        30.8118                 NaN   27.0036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        441.805        100.000                 NaN   39.9167                 NaN            NaN   39.9167        30.8107                 NaN   27.0025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        444.830        100.000                 NaN   39.9160                 NaN            NaN   39.9160        30.8099                 NaN   27.0019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        447.850        100.000                 NaN   39.9152                 NaN            NaN   39.9152        30.8089                 NaN   27.0010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        450.864        100.000                 NaN   39.9142                 NaN            NaN   39.9142        30.8077                 NaN   26.9997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        453.873        100.000                 NaN   39.9135                 NaN            NaN   39.9135        30.8068                 NaN   26.9988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        456.876        100.000                 NaN   39.9127                 NaN            NaN   39.9127        30.8058                 NaN   26.9979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        459.875        100.000                 NaN   39.9119                 NaN            NaN   39.9119        30.8048                 NaN   26.9970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        462.867        100.000                 NaN   39.9112                 NaN            NaN   39.9112        30.8039                 NaN   26.9961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        465.855        100.000                 NaN   39.9104                 NaN            NaN   39.9104        30.8029                 NaN   26.9952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        468.837        100.000                 NaN   39.9096                 NaN            NaN   39.9096        30.8020                 NaN   26.9943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        471.814        100.000                 NaN   39.9090                 NaN            NaN   39.9090        30.8011                 NaN   26.9936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        474.785        100.000                 NaN   39.9223                 NaN            NaN   39.9223        30.8128                 NaN   27.0142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        477.752        100.000                 NaN   39.9218                 NaN            NaN   39.9218        30.8121                 NaN   27.0136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        480.712        100.000                 NaN   39.9212                 NaN            NaN   39.9212        30.8113                 NaN   27.0131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        483.668        100.000                 NaN   39.9087                 NaN            NaN   39.9087        30.7999                 NaN   26.9949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        486.618        100.000                 NaN   39.9201                 NaN            NaN   39.9201        30.8098                 NaN   27.0121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        489.563        100.000                 NaN   39.9216                 NaN            NaN   39.9216        30.8111                 NaN   27.0157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        492.503        100.000                 NaN   39.9211                 NaN            NaN   39.9211        30.8104                 NaN   27.0153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        495.437        100.000                 NaN   39.9207                 NaN            NaN   39.9207        30.8098                 NaN   27.0150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        498.367        100.000                 NaN   39.9230                 NaN            NaN   39.9230        30.8123                 NaN   27.0217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        501.290        100.000                 NaN   39.9225                 NaN            NaN   39.9225        30.8115                 NaN   27.0212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        504.209        100.000                 NaN   39.9225                 NaN            NaN   39.9225        30.8116                 NaN   27.0226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        507.122        100.000                 NaN   39.9223                 NaN            NaN   39.9223        30.8111                 NaN   27.0225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        510.031        100.000                 NaN   39.9218                 NaN            NaN   39.9218        30.8104                 NaN   27.0222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        512.933        100.000                 NaN   39.9222                 NaN            NaN   39.9222        30.8103                 NaN   27.0221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        515.831        100.000                 NaN   39.9219                 NaN            NaN   39.9219        30.8098                 NaN   27.0222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        518.724        100.000                 NaN   39.9230                 NaN            NaN   39.9230        30.8109                 NaN   27.0255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        521.611        100.000                 NaN   39.9236                 NaN            NaN   39.9236        30.8113                 NaN   27.0269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        524.493        100.000                 NaN   39.9234                 NaN            NaN   39.9234        30.8109                 NaN   27.0271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        527.370        100.000                 NaN   39.9240                 NaN            NaN   39.9240        30.8113                 NaN   27.0289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        530.241        100.000                 NaN   39.9222                 NaN            NaN   39.9222        30.8094                 NaN   27.0260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        533.108        100.000                 NaN   39.9244                 NaN            NaN   39.9244        30.8114                 NaN   27.0307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        535.969        100.000                 NaN   39.9252                 NaN            NaN   39.9252        30.8120                 NaN   27.0327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        538.825        100.000                 NaN   39.9253                 NaN            NaN   39.9253        30.8118                 NaN   27.0332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        541.676        100.000                 NaN   39.9246                 NaN            NaN   39.9246        30.8110                 NaN   27.0324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        544.521        100.000                 NaN   39.9232                 NaN            NaN   39.9232        30.8095                 NaN   27.0305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        547.362        100.000                 NaN   39.9222                 NaN            NaN   39.9222        30.8082                 NaN   27.0291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        550.197        100.000                 NaN   39.9208                 NaN            NaN   39.9208        30.8067                 NaN   27.0270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        553.028        100.000                 NaN   39.9184                 NaN            NaN   39.9184        30.8042                 NaN   27.0231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        555.853        100.000                 NaN   39.8963                 NaN            NaN   39.8963        30.7820                 NaN   26.9813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        558.673        100.000                 NaN   39.8972                 NaN            NaN   39.8972        30.7822                 NaN   26.9830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        561.487        100.000                 NaN   39.8967                 NaN            NaN   39.8967        30.7818                 NaN   26.9825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        564.297        100.000                 NaN   39.8963                 NaN            NaN   39.8963        30.7813                 NaN   26.9821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        567.102        100.000                 NaN   40.3371        1.23135                 NaN   40.3371        31.3154                 NaN   27.9874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        569.901        100.000                 NaN   40.3367        1.23137                 NaN   40.3367        31.3150                 NaN   27.9869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        572.696        100.000                 NaN   42.3562        6.81340                 NaN   42.3562        33.8502                 NaN   32.6736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        575.485        100.000                 NaN   42.1958        6.37818                 NaN   42.1958        33.6588                 NaN   32.3132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        578.269        100.000                 NaN   40.6082        1.98888                 NaN   40.6082        31.6505                 NaN   28.6134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        581.048        100.000                 NaN   42.6859        7.77266                 NaN   42.6859        34.2680                 NaN   33.4485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        583.822        100.000                 NaN   40.9162        2.84693                 NaN   40.9162        32.0362                 NaN   29.3287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        586.591        100.000                 NaN   40.9158        2.84697                 NaN   40.9158        32.0358                 NaN   29.3282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        589.355        100.000                 NaN   43.4491        9.93379                 NaN   43.4491        35.1907                 NaN   35.1907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        592.114        100.000                 NaN   43.4488        9.93392                 NaN   43.4488        35.1903                 NaN   35.1903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        594.868        100.000                 NaN   43.4573        9.84633                 NaN   43.4573        35.2090                 NaN   35.2090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        597.617        100.000                 NaN   43.4538        9.85975                 NaN   43.4538        35.2075                 NaN   35.2075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        600.360        100.000                 NaN   43.4551        9.84455                 NaN   43.4551        35.2195                 NaN   35.2195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        603.099        100.000                 NaN   43.4544        9.84412                 NaN   43.4544        35.2271                 NaN   35.2271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        605.833        100.000                 NaN   43.4541        9.83681                 NaN   43.4541        35.2332                 NaN   35.2332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        608.561        100.000                 NaN   43.4533        9.83640                 NaN   43.4533        35.2408                 NaN   35.2408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        611.285        100.000                 NaN   43.4526        9.83599                 NaN   43.4526        35.2483                 NaN   35.2483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        614.004        100.000                 NaN   43.4512        9.83563                 NaN   43.4512        35.2520                 NaN   35.2520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        616.717        100.000                 NaN   43.4505        9.83506                 NaN   43.4505        35.2596                 NaN   35.2596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        619.426        100.000                 NaN   43.4499        9.83588                 NaN   43.4499        35.2649                 NaN   35.2649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        622.130        100.000                 NaN   43.4492        9.83533                 NaN   43.4492        35.2725                 NaN   35.2725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        624.828        100.000                 NaN   43.4407        9.91947                 NaN   43.4407        35.2884                 NaN   35.2884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        627.522        100.000                 NaN   43.4398        9.91846                 NaN   43.4398        35.2982                 NaN   35.2982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        630.211        100.000                 NaN   43.4392        9.91720                 NaN   43.4392        35.3055                 NaN   35.3055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        632.895        100.000                 NaN   43.4435        9.85573                 NaN   43.4435        35.3015                 NaN   35.3015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        635.573        100.000                 NaN   43.4385        9.90260                 NaN   43.4385        35.3217                 NaN   35.3217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11901.0        638.247        100.000                 NaN   43.4380        9.89851                 NaN   43.4380        35.3289                 NaN   35.3289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12001.0        640.916        100.000                 NaN   43.4368        9.91089                 NaN   43.4368        35.3347                 NaN   35.3347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12101.0        643.580        100.000                 NaN   43.4408        9.85114                 NaN   43.4408        35.3313                 NaN   35.3313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12201.0        646.239        100.000                 NaN   43.4379        9.87869                 NaN   43.4379        35.3418                 NaN   35.3418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12301.0        648.893        100.000                 NaN   43.4373        9.87664                 NaN   43.4373        35.3491                 NaN   35.3491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12401.0        651.543        100.000                 NaN   43.4369        9.88676                 NaN   43.4369        35.3480                 NaN   35.3480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12501.0        654.187        100.000                 NaN   43.4367        9.87647                 NaN   43.4367        35.3558                 NaN   35.3558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12601.0        656.826        100.000                 NaN   43.4361        9.87449                 NaN   43.4361        35.3628                 NaN   35.3628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12701.0        659.461        100.000                 NaN   43.4356        9.87251                 NaN   43.4356        35.3697                 NaN   35.3697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12801.0        662.090        100.000                 NaN   43.4350        9.87055                 NaN   43.4350        35.3766                 NaN   35.3766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12901.0        664.715        100.000                 NaN   43.4314        9.90066                 NaN   43.4314        35.3970                 NaN   35.3970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
