|6.6.6
mars_t13_atl_2.tab                                                                                  
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          26
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Aki            ca-pv          NaAl           Pv            
  52901.0        1385.57                 NaN            NaN   56.7838                 NaN   13.7730                 NaN   8.60232                 NaN            NaN            NaN   20.8409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53001.0        1386.70                 NaN            NaN   56.7840                 NaN   13.7754                 NaN   8.60390                 NaN            NaN            NaN   20.8367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53101.0        1387.82                 NaN            NaN   56.7842                 NaN   13.7778                 NaN   8.60548                 NaN            NaN            NaN   20.8325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53201.0        1388.94                 NaN            NaN   56.7844                 NaN   13.7802                 NaN   8.60707                 NaN            NaN            NaN   20.8284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53301.0        1390.05                 NaN            NaN   56.7846                 NaN   13.7825                 NaN   8.60865                 NaN            NaN            NaN   20.8242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53401.0        1391.17                 NaN            NaN   56.7848                 NaN   13.7849                 NaN   8.61025                 NaN            NaN            NaN   20.8200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53501.0        1392.28                 NaN            NaN   56.7850                 NaN   13.7872                 NaN   8.61184                 NaN            NaN            NaN   20.8159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53601.0        1393.39                 NaN            NaN   56.7852                 NaN   13.7904                 NaN   8.61308                 NaN            NaN            NaN   20.8113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53701.0        1394.49                 NaN            NaN   56.7854                 NaN   13.7936                 NaN   8.61431                 NaN            NaN            NaN   20.8066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53801.0        1395.60                 NaN            NaN   56.7856                 NaN   13.7968                 NaN   8.61555                 NaN            NaN            NaN   20.8020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53901.0        1396.70                 NaN            NaN   56.7858                 NaN   13.8000                 NaN   8.61679                 NaN            NaN            NaN   20.7974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54001.0        1397.79                 NaN            NaN   56.7860                 NaN   13.8032                 NaN   8.61804                 NaN            NaN            NaN   20.7928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54101.0        1398.89                 NaN            NaN   56.7862                 NaN   13.8064                 NaN   8.61928                 NaN            NaN            NaN   20.7882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54201.0        1399.98                 NaN            NaN   56.7864                 NaN   13.8095                 NaN   8.62054                 NaN            NaN            NaN   20.7836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54301.0        1401.07                 NaN            NaN   56.7866                 NaN   13.8127                 NaN   8.62179                 NaN            NaN            NaN   20.7790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54401.0        1402.16                 NaN            NaN   56.7867                 NaN   13.8158                 NaN   8.62306                 NaN            NaN            NaN   20.7744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54501.0        1403.24                 NaN            NaN   56.7869                 NaN   13.8189                 NaN   8.62432                 NaN            NaN            NaN   20.7698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54601.0        1404.32                 NaN            NaN   56.7871                 NaN   13.8221                 NaN   8.62559                 NaN            NaN            NaN   20.7652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54701.0        1405.40                 NaN            NaN   56.7873                 NaN   13.8252                 NaN   8.62686                 NaN            NaN            NaN   20.7606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54801.0        1406.48                 NaN            NaN   56.7875                 NaN   13.8283                 NaN   8.62814                 NaN            NaN            NaN   20.7561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54901.0        1407.55                 NaN            NaN   56.7877                 NaN   13.8314                 NaN   8.62942                 NaN            NaN            NaN   20.7515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55001.0        1408.63                 NaN            NaN   56.7879                 NaN   13.8345                 NaN   8.63071                 NaN            NaN            NaN   20.7469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55101.0        1409.69                 NaN            NaN   56.7881                 NaN   13.8376                 NaN   8.63200                 NaN            NaN            NaN   20.7424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55201.0        1410.76                 NaN            NaN   56.7882                 NaN   13.8406                 NaN   8.63329                 NaN            NaN            NaN   20.7378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55301.0        1411.82                 NaN            NaN   56.7884                 NaN   13.8437                 NaN   8.63459                 NaN            NaN            NaN   20.7333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55401.0        1412.88                 NaN            NaN   56.7886                 NaN   13.8468                 NaN   8.63589                 NaN            NaN            NaN   20.7287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55501.0        1413.94                 NaN            NaN   56.7894                 NaN   13.8423                 NaN   8.65300                 NaN            NaN            NaN   20.7153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55601.0        1415.00                 NaN            NaN   56.7896                 NaN   13.8449                 NaN   8.65508                 NaN            NaN            NaN   20.7104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55701.0        1416.05                 NaN            NaN   56.7898                 NaN   13.8476                 NaN   8.65716                 NaN            NaN            NaN   20.7054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55801.0        1417.10                 NaN            NaN   56.7900                 NaN   13.8503                 NaN   8.65924                 NaN            NaN            NaN   20.7005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55901.0        1418.15                 NaN            NaN   56.7902                 NaN   13.8529                 NaN   8.66133                 NaN            NaN            NaN   20.6955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56001.0        1419.19                 NaN            NaN   56.7905                 NaN   13.8556                 NaN   8.66342                 NaN            NaN            NaN   20.6906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56101.0        1420.24                 NaN            NaN   56.7907                 NaN   13.8582                 NaN   8.66551                 NaN            NaN            NaN   20.6856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56201.0        1421.28                 NaN            NaN   56.7909                 NaN   13.8608                 NaN   8.66761                 NaN            NaN            NaN   20.6807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56301.0        1422.31                 NaN            NaN   56.7911                 NaN   13.8634                 NaN   8.66970                 NaN            NaN            NaN   20.6758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56401.0        1423.35                 NaN            NaN   56.7913                 NaN   13.8661                 NaN   8.67180                 NaN            NaN            NaN   20.6709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56501.0        1424.38                 NaN            NaN   56.7915                 NaN   13.8687                 NaN   8.67390                 NaN            NaN            NaN   20.6659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56601.0        1425.41                 NaN            NaN   56.7917                 NaN   13.8713                 NaN   8.67600                 NaN            NaN            NaN   20.6610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56701.0        1426.44                 NaN            NaN   56.7919                 NaN   13.8738                 NaN   8.67811                 NaN            NaN            NaN   20.6561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56801.0        1427.46                 NaN            NaN   56.7921                 NaN   13.8764                 NaN   8.68021                 NaN            NaN            NaN   20.6512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56901.0        1428.48                 NaN            NaN   56.7923                 NaN   13.8790                 NaN   8.68232                 NaN            NaN            NaN   20.6463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57001.0        1429.50                 NaN            NaN   56.7925                 NaN   13.8816                 NaN   8.68443                 NaN            NaN            NaN   20.6415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57101.0        1430.52                 NaN            NaN   56.7927                 NaN   13.8841                 NaN   8.68655                 NaN            NaN            NaN   20.6366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57201.0        1431.54                 NaN            NaN   56.7929                 NaN   13.8867                 NaN   8.68866                 NaN            NaN            NaN   20.6317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57301.0        1432.55                 NaN            NaN   56.7931                 NaN   13.8892                 NaN   8.69078                 NaN            NaN            NaN   20.6268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57401.0        1433.56                 NaN            NaN   56.7934                 NaN   13.8918                 NaN   8.69290                 NaN            NaN            NaN   20.6220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57501.0        1434.56                 NaN            NaN   56.7936                 NaN   13.8943                 NaN   8.69502                 NaN            NaN            NaN   20.6171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57601.0        1435.57                 NaN            NaN   56.7938                 NaN   13.8968                 NaN   8.69714                 NaN            NaN            NaN   20.6123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57701.0        1436.57                 NaN            NaN   56.7940                 NaN   13.8993                 NaN   8.69923                 NaN            NaN            NaN   20.6075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57801.0        1437.57                 NaN            NaN   56.7941                 NaN   13.9018                 NaN   8.70085                 NaN            NaN            NaN   20.6032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57901.0        1438.57                 NaN            NaN   56.7943                 NaN   13.9043                 NaN   8.70248                 NaN            NaN            NaN   20.5989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58001.0        1439.56                 NaN            NaN   56.7945                 NaN   13.9068                 NaN   8.70411                 NaN            NaN            NaN   20.5946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58101.0        1440.55                 NaN            NaN   56.7947                 NaN   13.9093                 NaN   8.70574                 NaN            NaN            NaN   20.5903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58201.0        1441.54                 NaN            NaN   56.7949                 NaN   13.9117                 NaN   8.70737                 NaN            NaN            NaN   20.5860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58301.0        1442.53                 NaN            NaN   56.7951                 NaN   13.9142                 NaN   8.70901                 NaN            NaN            NaN   20.5817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58401.0        1443.51                 NaN            NaN   56.7953                 NaN   13.9166                 NaN   8.71065                 NaN            NaN            NaN   20.5774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58501.0        1444.50                 NaN            NaN   56.7955                 NaN   13.9191                 NaN   8.71229                 NaN            NaN            NaN   20.5732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58601.0        1445.47                 NaN            NaN   56.7958                 NaN   13.9182                 NaN   8.71868                 NaN            NaN            NaN   20.5673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58701.0        1446.45                 NaN            NaN   56.7960                 NaN   13.9203                 NaN   8.72085                 NaN            NaN            NaN   20.5629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58801.0        1447.43                 NaN            NaN   56.7962                 NaN   13.9223                 NaN   8.72302                 NaN            NaN            NaN   20.5584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58901.0        1448.40                 NaN            NaN   56.7964                 NaN   13.9244                 NaN   8.72519                 NaN            NaN            NaN   20.5540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59001.0        1449.37                 NaN            NaN   56.7966                 NaN   13.9264                 NaN   8.72736                 NaN            NaN            NaN   20.5496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59101.0        1450.34                 NaN            NaN   56.7968                 NaN   13.9285                 NaN   8.72954                 NaN            NaN            NaN   20.5452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59201.0        1451.30                 NaN            NaN   56.7970                 NaN   13.9305                 NaN   8.73171                 NaN            NaN            NaN   20.5408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59301.0        1452.26                 NaN            NaN   56.7972                 NaN   13.9325                 NaN   8.73389                 NaN            NaN            NaN   20.5364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59401.0        1453.22                 NaN            NaN   56.7974                 NaN   13.9345                 NaN   8.73608                 NaN            NaN            NaN   20.5320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59501.0        1454.18                 NaN            NaN   56.7976                 NaN   13.9368                 NaN   8.73817                 NaN            NaN            NaN   20.5274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59601.0        1455.13                 NaN            NaN   56.7978                 NaN   13.9396                 NaN   8.74012                 NaN            NaN            NaN   20.5225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59701.0        1456.09                 NaN            NaN   56.7980                 NaN   13.9423                 NaN   8.74206                 NaN            NaN            NaN   20.5176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59801.0        1457.04                 NaN            NaN   56.7982                 NaN   13.9451                 NaN   8.74401                 NaN            NaN            NaN   20.5127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59901.0        1457.99                 NaN            NaN   56.7984                 NaN   13.9478                 NaN   8.74595                 NaN            NaN            NaN   20.5079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60001.0        1458.93                 NaN            NaN   56.7985                 NaN   13.9506                 NaN   8.74791                 NaN            NaN            NaN   20.5030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60101.0        1459.87                 NaN            NaN   56.7987                 NaN   13.9533                 NaN   8.74986                 NaN            NaN            NaN   20.4981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60201.0        1460.81                 NaN            NaN   56.7989                 NaN   13.9560                 NaN   8.75182                 NaN            NaN            NaN   20.4933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60301.0        1461.75                 NaN            NaN   56.7991                 NaN   13.9587                 NaN   8.75378                 NaN            NaN            NaN   20.4884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60401.0        1462.69                 NaN            NaN   56.7993                 NaN   13.9614                 NaN   8.75574                 NaN            NaN            NaN   20.4836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60501.0        1463.62                 NaN            NaN   56.7995                 NaN   13.9641                 NaN   8.75770                 NaN            NaN            NaN   20.4788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60601.0        1464.55                 NaN            NaN   56.7996                 NaN   13.9667                 NaN   8.75967                 NaN            NaN            NaN   20.4739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60701.0        1465.48                 NaN            NaN   56.7998                 NaN   13.9694                 NaN   8.76164                 NaN            NaN            NaN   20.4691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60801.0        1466.41                 NaN            NaN   56.8000                 NaN   13.9721                 NaN   8.76361                 NaN            NaN            NaN   20.4643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60901.0        1467.33                 NaN            NaN   56.8002                 NaN   13.9747                 NaN   8.76559                 NaN            NaN            NaN   20.4595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61001.0        1468.25                 NaN            NaN   56.8004                 NaN   13.9774                 NaN   8.76756                 NaN            NaN            NaN   20.4547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61101.0        1469.17                 NaN            NaN   56.8006                 NaN   13.9800                 NaN   8.76954                 NaN            NaN            NaN   20.4499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61201.0        1470.09                 NaN            NaN   56.8007                 NaN   13.9826                 NaN   8.77153                 NaN            NaN            NaN   20.4451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61301.0        1471.00                 NaN            NaN   56.8009                 NaN   13.9852                 NaN   8.77351                 NaN            NaN            NaN   20.4403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61401.0        1471.92                 NaN            NaN   56.8011                 NaN   13.9878                 NaN   8.77550                 NaN            NaN            NaN   20.4356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61501.0        1472.83                 NaN            NaN   56.8013                 NaN   13.9904                 NaN   8.77749                 NaN            NaN            NaN   20.4308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61601.0        1473.73                 NaN            NaN   56.8015                 NaN   13.9930                 NaN   8.77948                 NaN            NaN            NaN   20.4260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61701.0        1474.64                 NaN            NaN   56.8016                 NaN   13.9956                 NaN   8.78148                 NaN            NaN            NaN   20.4213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61801.0        1475.54                 NaN            NaN   56.8018                 NaN   13.9982                 NaN   8.78348                 NaN            NaN            NaN   20.4165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61901.0        1476.44                 NaN            NaN   56.8025                 NaN   13.9907                 NaN   8.79963                 NaN            NaN            NaN   20.4072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62001.0        1477.34                 NaN            NaN   56.8027                 NaN   13.9928                 NaN   8.80219                 NaN            NaN            NaN   20.4023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62101.0        1478.23                 NaN            NaN   56.8029                 NaN   13.9950                 NaN   8.80476                 NaN            NaN            NaN   20.3974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62201.0        1479.13                 NaN            NaN   56.8031                 NaN   13.9971                 NaN   8.80733                 NaN            NaN            NaN   20.3925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62301.0        1480.02                 NaN            NaN   56.8033                 NaN   13.9992                 NaN   8.80990                 NaN            NaN            NaN   20.3876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62401.0        1480.91                 NaN            NaN   56.8035                 NaN   14.0014                 NaN   8.81247                 NaN            NaN            NaN   20.3827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62501.0        1481.79                 NaN            NaN   56.8037                 NaN   14.0035                 NaN   8.81504                 NaN            NaN            NaN   20.3778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62601.0        1482.68                 NaN            NaN   56.8039                 NaN   14.0056                 NaN   8.81761                 NaN            NaN            NaN   20.3729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62701.0        1483.56                 NaN            NaN   56.8041                 NaN   14.0077                 NaN   8.82018                 NaN            NaN            NaN   20.3680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62801.0        1484.44                 NaN            NaN   56.8043                 NaN   14.0098                 NaN   8.82275                 NaN            NaN            NaN   20.3632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62901.0        1485.32                 NaN            NaN   56.8045                 NaN   14.0119                 NaN   8.82533                 NaN            NaN            NaN   20.3583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63001.0        1486.19                 NaN            NaN   56.8047                 NaN   14.0139                 NaN   8.82790                 NaN            NaN            NaN   20.3535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63101.0        1487.07                 NaN            NaN   56.8049                 NaN   14.0160                 NaN   8.83048                 NaN            NaN            NaN   20.3486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63201.0        1487.94                 NaN            NaN   56.8050                 NaN   14.0181                 NaN   8.83306                 NaN            NaN            NaN   20.3438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63301.0        1488.80                 NaN            NaN   56.8052                 NaN   14.0201                 NaN   8.83564                 NaN            NaN            NaN   20.3390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63401.0        1489.67                 NaN            NaN   56.8054                 NaN   14.0222                 NaN   8.83822                 NaN            NaN            NaN   20.3342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63501.0        1490.53                 NaN            NaN   56.8056                 NaN   14.0242                 NaN   8.84080                 NaN            NaN            NaN   20.3293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63601.0        1491.40                 NaN            NaN   56.8058                 NaN   14.0263                 NaN   8.84338                 NaN            NaN            NaN   20.3245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63701.0        1492.25                 NaN            NaN   56.8060                 NaN   14.0283                 NaN   8.84597                 NaN            NaN            NaN   20.3197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63801.0        1493.11                 NaN            NaN   56.8062                 NaN   14.0303                 NaN   8.84855                 NaN            NaN            NaN   20.3149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63901.0        1493.97                 NaN            NaN   56.8064                 NaN   14.0323                 NaN   8.85113                 NaN            NaN            NaN   20.3102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64001.0        1494.82                 NaN            NaN   56.8066                 NaN   14.0343                 NaN   8.85372                 NaN            NaN            NaN   20.3054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64101.0        1495.67                 NaN            NaN   56.8067                 NaN   14.0363                 NaN   8.85631                 NaN            NaN            NaN   20.3006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64201.0        1496.52                 NaN            NaN   56.8069                 NaN   14.0382                 NaN   8.85867                 NaN            NaN            NaN   20.2962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64301.0        1497.36                 NaN            NaN   56.8071                 NaN   14.0401                 NaN   8.86102                 NaN            NaN            NaN   20.2917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64401.0        1498.21                 NaN            NaN   56.8073                 NaN   14.0420                 NaN   8.86338                 NaN            NaN            NaN   20.2873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
