|6.6.6
mars_kc08_ath_2.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          23
P(bar)         T(K)           O              O              Cpx            Gt             Gt             qtz            ky             an             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Aki            ca-pv          Pv            
  56601.0        1689.34        56.7086                 NaN   5.88678        9.25915                 NaN            NaN            NaN            NaN   28.1454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56701.0        1689.63        56.7090                 NaN   5.88599        9.26515                 NaN            NaN            NaN            NaN   28.1399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56801.0        1689.91        56.7093                 NaN   5.88522        9.27116                 NaN            NaN            NaN            NaN   28.1343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56901.0        1690.20        56.7097                 NaN   5.88445        9.27717                 NaN            NaN            NaN            NaN   28.1287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57001.0        1690.49        56.7100                 NaN   5.88368        9.28318                 NaN            NaN            NaN            NaN   28.1231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57101.0        1690.77        56.7103                 NaN   5.88292        9.28920                 NaN            NaN            NaN            NaN   28.1176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57201.0        1691.05        56.7107                 NaN   5.88216        9.29522                 NaN            NaN            NaN            NaN   28.1120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57301.0        1691.33        56.7110                 NaN   5.88141        9.30124                 NaN            NaN            NaN            NaN   28.1064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57401.0        1691.61        56.7113                 NaN   5.88066        9.30727                 NaN            NaN            NaN            NaN   28.1008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57501.0        1691.89        56.7116                 NaN   5.87992        9.31330                 NaN            NaN            NaN            NaN   28.0951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57601.0        1692.17        56.7120                 NaN   5.87918        9.31933                 NaN            NaN            NaN            NaN   28.0895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57701.0        1692.45        56.7123                 NaN   5.87846        9.32525                 NaN            NaN            NaN            NaN   28.0840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57801.0        1692.72        56.7126                 NaN   5.87792        9.32974                 NaN            NaN            NaN            NaN   28.0798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57901.0        1693.00        56.7129                 NaN   5.87739        9.33423                 NaN            NaN            NaN            NaN   28.0755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58001.0        1693.27        56.7131                 NaN   5.87686        9.33873                 NaN            NaN            NaN            NaN   28.0713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58101.0        1693.54        56.7134                 NaN   5.87633        9.34323                 NaN            NaN            NaN            NaN   28.0670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58201.0        1693.81        56.7137                 NaN   5.87581        9.34773                 NaN            NaN            NaN            NaN   28.0628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58301.0        1694.08        56.7139                 NaN   5.87530        9.35224                 NaN            NaN            NaN            NaN   28.0585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58401.0        1694.35        56.7145                 NaN   5.87359        9.36331                 NaN            NaN            NaN            NaN   28.0486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58501.0        1694.62        56.7148                 NaN   5.87291        9.36875                 NaN            NaN            NaN            NaN   28.0436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58601.0        1694.89        56.7151                 NaN   5.87224        9.37419                 NaN            NaN            NaN            NaN   28.0385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58701.0        1695.15        56.7154                 NaN   5.87157        9.37964                 NaN            NaN            NaN            NaN   28.0334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58801.0        1695.42        56.7157                 NaN   5.87090        9.38508                 NaN            NaN            NaN            NaN   28.0283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58901.0        1695.68        56.7160                 NaN   5.87024        9.39053                 NaN            NaN            NaN            NaN   28.0232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59001.0        1695.94        56.7163                 NaN   5.86958        9.39598                 NaN            NaN            NaN            NaN   28.0181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59101.0        1696.21        56.7166                 NaN   5.86893        9.40144                 NaN            NaN            NaN            NaN   28.0130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59201.0        1696.47        56.7169                 NaN   5.86828        9.40690                 NaN            NaN            NaN            NaN   28.0079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59301.0        1696.73        56.7172                 NaN   5.86763        9.41236                 NaN            NaN            NaN            NaN   28.0028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59401.0        1696.99        56.7175                 NaN   5.86698        9.41782                 NaN            NaN            NaN            NaN   27.9977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59501.0        1697.24        56.7178                 NaN   5.86634        9.42328                 NaN            NaN            NaN            NaN   27.9925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59601.0        1697.50        56.7181                 NaN   5.86571        9.42875                 NaN            NaN            NaN            NaN   27.9874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59701.0        1697.76        56.7184                 NaN   5.86507        9.43422                 NaN            NaN            NaN            NaN   27.9823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59801.0        1698.01        56.7187                 NaN   5.86444        9.43969                 NaN            NaN            NaN            NaN   27.9771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59901.0        1698.27        56.7190                 NaN   5.86382        9.44517                 NaN            NaN            NaN            NaN   27.9720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60001.0        1698.52        56.7193                 NaN   5.86319        9.45064                 NaN            NaN            NaN            NaN   27.9668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60101.0        1698.78        56.7196                 NaN   5.86257        9.45612                 NaN            NaN            NaN            NaN   27.9617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60201.0        1699.03        56.7199                 NaN   5.86195        9.46161                 NaN            NaN            NaN            NaN   27.9565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60301.0        1699.28        56.7202                 NaN   5.86134        9.46709                 NaN            NaN            NaN            NaN   27.9513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60401.0        1699.53        56.7205                 NaN   5.86073        9.47257                 NaN            NaN            NaN            NaN   27.9462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60501.0        1699.78        56.7208                 NaN   5.86012        9.47806                 NaN            NaN            NaN            NaN   27.9410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60601.0        1700.03        56.7211                 NaN   5.85950        9.48354                 NaN            NaN            NaN            NaN   27.9358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60701.0        1700.28        56.7214                 NaN   5.85879        9.48892                 NaN            NaN            NaN            NaN   27.9309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60801.0        1700.52        56.7217                 NaN   5.85809        9.49430                 NaN            NaN            NaN            NaN   27.9259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60901.0        1700.77        56.7220                 NaN   5.85738        9.49969                 NaN            NaN            NaN            NaN   27.9209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61001.0        1701.02        56.7223                 NaN   5.85668        9.50508                 NaN            NaN            NaN            NaN   27.9159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61101.0        1701.26        56.7226                 NaN   5.85598        9.51047                 NaN            NaN            NaN            NaN   27.9110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61201.0        1701.51        56.7229                 NaN   5.85529        9.51586                 NaN            NaN            NaN            NaN   27.9060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61301.0        1701.75        56.7232                 NaN   5.85460        9.52126                 NaN            NaN            NaN            NaN   27.9010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61401.0        1701.99        56.7234                 NaN   5.85391        9.52665                 NaN            NaN            NaN            NaN   27.8960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61501.0        1702.23        56.7237                 NaN   5.85323        9.53205                 NaN            NaN            NaN            NaN   27.8910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61601.0        1702.48        56.7240                 NaN   5.85254        9.53745                 NaN            NaN            NaN            NaN   27.8860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61701.0        1702.72        56.7243                 NaN   5.85187        9.54286                 NaN            NaN            NaN            NaN   27.8810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61801.0        1702.96        56.7246                 NaN   5.85119        9.54826                 NaN            NaN            NaN            NaN   27.8760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61901.0        1703.20        56.7249                 NaN   5.85052        9.55367                 NaN            NaN            NaN            NaN   27.8709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62001.0        1703.44        56.7252                 NaN   5.84984        9.55908                 NaN            NaN            NaN            NaN   27.8659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62101.0        1703.67        56.7254                 NaN   5.84918        9.56449                 NaN            NaN            NaN            NaN   27.8609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62201.0        1703.91        56.7257                 NaN   5.84851        9.56991                 NaN            NaN            NaN            NaN   27.8559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62301.0        1704.15        56.7260                 NaN   5.84785        9.57532                 NaN            NaN            NaN            NaN   27.8508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62401.0        1704.38        56.7263                 NaN   5.84719        9.58074                 NaN            NaN            NaN            NaN   27.8458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62501.0        1704.62        56.7266                 NaN   5.84653        9.58616                 NaN            NaN            NaN            NaN   27.8407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62601.0        1704.86        56.7269                 NaN   5.84588        9.59158                 NaN            NaN            NaN            NaN   27.8357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62701.0        1705.09        56.7271                 NaN   5.84522        9.59701                 NaN            NaN            NaN            NaN   27.8306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62801.0        1705.32        56.7274                 NaN   5.84457        9.60243                 NaN            NaN            NaN            NaN   27.8256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62901.0        1705.56        56.7277                 NaN   5.84393        9.60786                 NaN            NaN            NaN            NaN   27.8205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63001.0        1705.79        56.7280                 NaN   5.84328        9.61329                 NaN            NaN            NaN            NaN   27.8155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63101.0        1706.02        56.7283                 NaN   5.84264        9.61872                 NaN            NaN            NaN            NaN   27.8104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63201.0        1706.25        56.7285                 NaN   5.84200        9.62416                 NaN            NaN            NaN            NaN   27.8053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63301.0        1706.49        56.7288                 NaN   5.84136        9.62959                 NaN            NaN            NaN            NaN   27.8002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63401.0        1706.72        56.7291                 NaN   5.84072        9.63503                 NaN            NaN            NaN            NaN   27.7952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63501.0        1706.95        56.7296                 NaN   5.83851        9.64807                 NaN            NaN            NaN            NaN   27.7838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63601.0        1707.18        56.7299                 NaN   5.83782        9.65376                 NaN            NaN            NaN            NaN   27.7785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63701.0        1707.41        56.7302                 NaN   5.83714        9.65946                 NaN            NaN            NaN            NaN   27.7732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63801.0        1707.63        56.7305                 NaN   5.83646        9.66515                 NaN            NaN            NaN            NaN   27.7679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63901.0        1707.86        56.7308                 NaN   5.83578        9.67084                 NaN            NaN            NaN            NaN   27.7626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64001.0        1708.09        56.7311                 NaN   5.83511        9.67654                 NaN            NaN            NaN            NaN   27.7573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64101.0        1708.32        56.7313                 NaN   5.83444        9.68224                 NaN            NaN            NaN            NaN   27.7520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64201.0        1708.54        56.7316                 NaN   5.83388        9.68693                 NaN            NaN            NaN            NaN   27.7476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64301.0        1708.77        56.7318                 NaN   5.83332        9.69161                 NaN            NaN            NaN            NaN   27.7432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64401.0        1709.00        56.7321                 NaN   5.83277        9.69629                 NaN            NaN            NaN            NaN   27.7388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64501.0        1709.22        56.7323                 NaN   5.83221        9.70097                 NaN            NaN            NaN            NaN   27.7345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64601.0        1709.45        56.7326                 NaN   5.83166        9.70565                 NaN            NaN            NaN            NaN   27.7301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64701.0        1709.67        56.7328                 NaN   5.83111        9.71033                 NaN            NaN            NaN            NaN   27.7257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64801.0        1709.89        56.7331                 NaN   5.83057        9.71501                 NaN            NaN            NaN            NaN   27.7213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64901.0        1710.12        56.7333                 NaN   5.83002        9.71969                 NaN            NaN            NaN            NaN   27.7170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65001.0        1710.34        56.7336                 NaN   5.82948        9.72438                 NaN            NaN            NaN            NaN   27.7126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65101.0        1710.56        56.7338                 NaN   5.82894        9.72906                 NaN            NaN            NaN            NaN   27.7082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65201.0        1710.79        56.7341                 NaN   5.82840        9.73374                 NaN            NaN            NaN            NaN   27.7038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65301.0        1711.01        56.7343                 NaN   5.82786        9.73843                 NaN            NaN            NaN            NaN   27.6994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65401.0        1711.23        56.7346                 NaN   5.82733        9.74312                 NaN            NaN            NaN            NaN   27.6950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65501.0        1711.45        56.7348                 NaN   5.82679        9.74780                 NaN            NaN            NaN            NaN   27.6906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65601.0        1711.67        56.7350                 NaN   5.82626        9.75249                 NaN            NaN            NaN            NaN   27.6862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65701.0        1711.89        56.7353                 NaN   5.82573        9.75718                 NaN            NaN            NaN            NaN   27.6818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65801.0        1712.11        56.7355                 NaN   5.82520        9.76187                 NaN            NaN            NaN            NaN   27.6774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65901.0        1712.33        56.7358                 NaN   5.82467        9.76656                 NaN            NaN            NaN            NaN   27.6730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66001.0        1712.55        56.7360                 NaN   5.82414        9.77125                 NaN            NaN            NaN            NaN   27.6686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66101.0        1712.77        56.7363                 NaN   5.82362        9.77594                 NaN            NaN            NaN            NaN   27.6642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66201.0        1712.99        56.7365                 NaN   5.82309        9.78063                 NaN            NaN            NaN            NaN   27.6598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66301.0        1713.21        56.7367                 NaN   5.82257        9.78532                 NaN            NaN            NaN            NaN   27.6554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66401.0        1713.43        56.7370                 NaN   5.82205        9.79002                 NaN            NaN            NaN            NaN   27.6510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66501.0        1713.65        56.7372                 NaN   5.82153        9.79471                 NaN            NaN            NaN            NaN   27.6466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66601.0        1713.87        56.7374                 NaN   5.82101        9.79940                 NaN            NaN            NaN            NaN   27.6421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66701.0        1714.08        56.7377                 NaN   5.82049        9.80410                 NaN            NaN            NaN            NaN   27.6377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66801.0        1714.30        56.7379                 NaN   5.81998        9.80879                 NaN            NaN            NaN            NaN   27.6333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66901.0        1714.52        56.7382                 NaN   5.81946        9.81349                 NaN            NaN            NaN            NaN   27.6289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67001.0        1714.73        56.7384                 NaN   5.81895        9.81819                 NaN            NaN            NaN            NaN   27.6245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67101.0        1714.95        56.7386                 NaN   5.81844        9.82288                 NaN            NaN            NaN            NaN   27.6200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67201.0        1715.17        56.7389                 NaN   5.81792        9.82758                 NaN            NaN            NaN            NaN   27.6156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67301.0        1715.38        56.7391                 NaN   5.81741        9.83228                 NaN            NaN            NaN            NaN   27.6112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67401.0        1715.60        56.7393                 NaN   5.81690        9.83698                 NaN            NaN            NaN            NaN   27.6068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67501.0        1715.81        56.7396                 NaN   5.81640        9.84168                 NaN            NaN            NaN            NaN   27.6024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67601.0        1716.03        56.7398                 NaN   5.81589        9.84637                 NaN            NaN            NaN            NaN   27.5979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67701.0        1716.24        56.7400                 NaN   5.81538        9.85107                 NaN            NaN            NaN            NaN   27.5935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67801.0        1716.46        56.7403                 NaN   5.81488        9.85577                 NaN            NaN            NaN            NaN   27.5891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67901.0        1716.67        56.7405                 NaN   5.81437        9.86048                 NaN            NaN            NaN            NaN   27.5846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68001.0        1716.89        56.7407                 NaN   5.81387        9.86518                 NaN            NaN            NaN            NaN   27.5802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68101.0        1717.10        56.7410                 NaN   5.81337        9.86988                 NaN            NaN            NaN            NaN   27.5758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68201.0        1717.32        56.7412                 NaN   5.81286        9.87458                 NaN            NaN            NaN            NaN   27.5714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68301.0        1717.53        56.7414                 NaN   5.81236        9.87928                 NaN            NaN            NaN            NaN   27.5669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68401.0        1717.74        56.7417                 NaN   5.81186        9.88399                 NaN            NaN            NaN            NaN   27.5625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68501.0        1717.96        56.7419                 NaN   5.81136        9.88869                 NaN            NaN            NaN            NaN   27.5581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68601.0        1718.17        56.7421                 NaN   5.81086        9.89339                 NaN            NaN            NaN            NaN   27.5536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68701.0        1718.38        56.7429                 NaN   5.80735        9.91342                 NaN            NaN            NaN            NaN   27.5363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68801.0        1718.60        56.7432                 NaN   5.80681        9.91830                 NaN            NaN            NaN            NaN   27.5317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68901.0        1718.81        56.7434                 NaN   5.80628        9.92318                 NaN            NaN            NaN            NaN   27.5271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69001.0        1719.02        56.7436                 NaN   5.80575        9.92807                 NaN            NaN            NaN            NaN   27.5225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69101.0        1719.24        56.7439                 NaN   5.80522        9.93295                 NaN            NaN            NaN            NaN   27.5180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69201.0        1719.45        56.7441                 NaN   5.80469        9.93783                 NaN            NaN            NaN            NaN   27.5134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69301.0        1719.66        56.7443                 NaN   5.80416        9.94271                 NaN            NaN            NaN            NaN   27.5088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69401.0        1719.87        56.7446                 NaN   5.80363        9.94760                 NaN            NaN            NaN            NaN   27.5042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69501.0        1720.08        56.7448                 NaN   5.80311        9.95248                 NaN            NaN            NaN            NaN   27.4996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69601.0        1720.30        56.7450                 NaN   5.80258        9.95736                 NaN            NaN            NaN            NaN   27.4950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
