|6.6.6
mars_ma79_1.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  16001.0        1368.34        3463.91        7.84788        4.36239     
  16101.0        1369.13        3464.18        7.84875        4.36254     
  16201.0        1369.92        3464.44        7.84962        4.36269     
  16301.0        1370.71        3464.67        7.85032        4.36278     
  16401.0        1371.50        3464.93        7.85117        4.36292     
  16501.0        1372.29        3465.25        7.85230        4.36317     
  16601.0        1373.08        3465.61        7.85370        4.36352     
  16701.0        1373.87        3465.87        7.85454        4.36366     
  16801.0        1374.66        3466.13        7.85539        4.36381     
  16901.0        1375.45        3466.39        7.85624        4.36395     
  17001.0        1376.23        3466.65        7.85709        4.36409     
  17101.0        1377.02        3466.91        7.85793        4.36423     
  17201.0        1377.81        3467.16        7.85878        4.36438     
  17301.0        1378.60        3467.36        7.85929        4.36440     
  17401.0        1379.39        3467.82        7.86127        4.36494     
  17501.0        1380.17        3467.88        7.86096        4.36467     
  17601.0        1380.96        3468.16        7.86195        4.36487     
  17701.0        1381.75        3468.45        7.86297        4.36508     
  17801.0        1382.53        3468.70        7.86376        4.36520     
  17901.0        1383.32        3468.95        7.86455        4.36533     
  18001.0        1384.11        3469.20        7.86534        4.36545     
  18101.0        1384.89        3469.45        7.86613        4.36558     
  18201.0        1385.68        3469.70        7.86692        4.36570     
  18301.0        1386.46        3469.95        7.86771        4.36582     
  18401.0        1387.25        3470.20        7.86850        4.36595     
  18501.0        1388.04        3470.41        7.86908        4.36600     
  18601.0        1388.82        3470.61        7.86957        4.36602     
  18701.0        1389.61        3470.81        7.87006        4.36604     
  18801.0        1390.39        3471.01        7.87055        4.36606     
  18901.0        1391.17        3471.50        7.87275        4.36673     
  19001.0        1391.96        3471.70        7.87324        4.36675     
  19101.0        1392.74        3471.90        7.87373        4.36677     
  19201.0        1393.53        3472.10        7.87422        4.36679     
  19301.0        1394.31        3472.30        7.87471        4.36681     
  19401.0        1395.09        3472.53        7.87535        4.36691     
  19501.0        1395.88        3472.74        7.87593        4.36698     
  19601.0        1396.66        3472.96        7.87651        4.36705     
  19701.0        1397.44        3473.18        7.87710        4.36712     
  19801.0        1398.22        3473.40        7.87768        4.36718     
  19901.0        1399.01        3473.61        7.87826        4.36725     
  20001.0        1399.79        3473.83        7.87884        4.36732     
  20101.0        1400.57        3474.05        7.87942        4.36739     
  20201.0        1401.35        3474.27        7.88000        4.36746     
  20301.0        1402.13        3474.48        7.88058        4.36753     
  20401.0        1402.91        3474.70        7.88116        4.36759     
  20501.0        1403.70        3474.92        7.88174        4.36766     
  20601.0        1404.48        3475.13        7.88232        4.36773     
  20701.0        1405.26        3475.35        7.88290        4.36780     
  20801.0        1406.04        3475.57        7.88348        4.36787     
  20901.0        1406.82        3475.79        7.88406        4.36794     
  21001.0        1407.60        3476.00        7.88464        4.36800     
  21101.0        1408.38        3476.22        7.88521        4.36807     
  21201.0        1409.16        3476.44        7.88579        4.36814     
  21301.0        1409.93        3476.65        7.88637        4.36821     
  21401.0        1410.71        3476.87        7.88695        4.36828     
  21501.0        1411.49        3477.09        7.88753        4.36835     
  21601.0        1412.27        3477.30        7.88811        4.36841     
  21701.0        1413.05        3477.52        7.88869        4.36848     
  21801.0        1413.83        3477.74        7.88927        4.36855     
  21901.0        1414.60        3477.95        7.88985        4.36862     
  22001.0        1415.38        3478.17        7.89043        4.36869     
  22101.0        1416.16        3478.39        7.89101        4.36876     
  22201.0        1416.93        3478.60        7.89159        4.36883     
  22301.0        1417.71        3478.82        7.89216        4.36889     
  22401.0        1418.49        3479.04        7.89274        4.36896     
  22501.0        1419.26        3479.25        7.89332        4.36903     
  22601.0        1420.04        3479.47        7.89390        4.36910     
  22701.0        1420.82        3479.69        7.89448        4.36917     
  22801.0        1421.59        3479.90        7.89506        4.36924     
  22901.0        1422.37        3480.12        7.89564        4.36931     
  23001.0        1423.14        3480.34        7.89622        4.36937     
  23101.0        1423.92        3480.55        7.89679        4.36944     
  23201.0        1424.69        3480.77        7.89737        4.36951     
  23301.0        1425.46        3480.99        7.89795        4.36958     
  23401.0        1426.24        3481.20        7.89853        4.36965     
  23501.0        1427.01        3481.42        7.89911        4.36972     
  23601.0        1427.79        3481.64        7.89968        4.36979     
  23701.0        1428.56        3481.85        7.90026        4.36985     
  23801.0        1429.33        3482.07        7.90084        4.36992     
  23901.0        1430.10        3482.29        7.90142        4.36999     
  24001.0        1430.88        3482.50        7.90200        4.37006     
  24101.0        1431.65        3482.72        7.90257        4.37013     
  24201.0        1432.42        3482.94        7.90315        4.37020     
  24301.0        1433.19        3483.15        7.90373        4.37027     
  24401.0        1433.96        3483.37        7.90431        4.37034     
  24501.0        1434.73        3483.58        7.90489        4.37040     
  24601.0        1435.51        3483.80        7.90546        4.37047     
  24701.0        1436.28        3484.02        7.90604        4.37054     
  24801.0        1437.05        3484.23        7.90662        4.37061     
  24901.0        1437.82        3484.45        7.90720        4.37068     
  25001.0        1438.59        3484.67        7.90777        4.37075     
  25101.0        1439.36        3484.88        7.90835        4.37082     
  25201.0        1440.12        3485.10        7.90893        4.37089     
  25301.0        1440.89        3485.31        7.90951        4.37096     
  25401.0        1441.66        3485.53        7.91008        4.37102     
  25501.0        1442.43        3485.75        7.91066        4.37109     
  25601.0        1443.20        3485.96        7.91124        4.37116     
  25701.0        1443.97        3486.18        7.91180        4.37122     
  25801.0        1444.73        3486.39        7.91236        4.37128     
  25901.0        1445.50        3486.60        7.91291        4.37134     
  26001.0        1446.27        3486.81        7.91346        4.37139     
  26101.0        1447.04        3487.02        7.91402        4.37145     
