|6.6.6
mars_kc08_atm_3.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          23
P(bar)         T(K)           O              O              Cpx            Gt             Gt             qtz            ky             an             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Aki            ca-pv          Pv            
  2401.00        415.856        100.000                 NaN   39.9323                 NaN            NaN   39.9323        30.8270                 NaN   27.0200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2501.00        420.152        100.000                 NaN   39.9310                 NaN            NaN   39.9310        30.8255                 NaN   27.0185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2601.00        424.437        100.000                 NaN   39.9299                 NaN            NaN   39.9299        30.8241                 NaN   27.0172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        428.711        100.000                 NaN   39.9290                 NaN            NaN   39.9290        30.8229                 NaN   27.0160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        432.973        100.000                 NaN   39.9278                 NaN            NaN   39.9278        30.8215                 NaN   27.0147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        437.225        100.000                 NaN   39.9267                 NaN            NaN   39.9267        30.8201                 NaN   27.0134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        441.466        100.000                 NaN   39.9258                 NaN            NaN   39.9258        30.8189                 NaN   27.0123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        445.695        100.000                 NaN   39.9249                 NaN            NaN   39.9249        30.8177                 NaN   27.0112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3201.00        449.914        100.000                 NaN   39.9240                 NaN            NaN   39.9240        30.8165                 NaN   27.0102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3301.00        454.121        100.000                 NaN   39.9230                 NaN            NaN   39.9230        30.8152                 NaN   27.0090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        458.318        100.000                 NaN   39.9221                 NaN            NaN   39.9221        30.8141                 NaN   27.0080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        462.503        100.000                 NaN   39.9213                 NaN            NaN   39.9213        30.8129                 NaN   27.0070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        466.678        100.000                 NaN   39.9203                 NaN            NaN   39.9203        30.8117                 NaN   27.0059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        470.842        100.000                 NaN   39.9197                 NaN            NaN   39.9197        30.8107                 NaN   27.0051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        474.994        100.000                 NaN   39.9188                 NaN            NaN   39.9188        30.8096                 NaN   27.0043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        479.136        100.000                 NaN   39.9182                 NaN            NaN   39.9182        30.8087                 NaN   27.0037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        483.267        100.000                 NaN   39.9175                 NaN            NaN   39.9175        30.8077                 NaN   27.0029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        487.388        100.000                 NaN   39.9168                 NaN            NaN   39.9168        30.8067                 NaN   27.0022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        491.497        100.000                 NaN   39.9163                 NaN            NaN   39.9163        30.8059                 NaN   27.0017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        495.596        100.000                 NaN   39.9155                 NaN            NaN   39.9155        30.8048                 NaN   27.0007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        499.683        100.000                 NaN   39.9166                 NaN            NaN   39.9166        30.8055                 NaN   27.0019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        503.761        100.000                 NaN   39.9144                 NaN            NaN   39.9144        30.8030                 NaN   26.9996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        507.827        100.000                 NaN   39.9139                 NaN            NaN   39.9139        30.8022                 NaN   26.9991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        511.883        100.000                 NaN   39.9355                 NaN            NaN   39.9355        30.8225                 NaN   27.0372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        515.927        100.000                 NaN   39.9353                 NaN            NaN   39.9353        30.8220                 NaN   27.0374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        519.962        100.000                 NaN   39.9365                 NaN            NaN   39.9365        30.8230                 NaN   27.0405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        523.985        100.000                 NaN   39.9364                 NaN            NaN   39.9364        30.8227                 NaN   27.0410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        527.998        100.000                 NaN   39.9371                 NaN            NaN   39.9371        30.8230                 NaN   27.0427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        532.001        100.000                 NaN   39.9371                 NaN            NaN   39.9371        30.8227                 NaN   27.0433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        535.993        100.000                 NaN   39.9386                 NaN            NaN   39.9386        30.8240                 NaN   27.0470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        539.974        100.000                 NaN   39.9388                 NaN            NaN   39.9388        30.8238                 NaN   27.0478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        543.945        100.000                 NaN   39.9377                 NaN            NaN   39.9377        30.8225                 NaN   27.0466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        547.905        100.000                 NaN   39.9379                 NaN            NaN   39.9379        30.8224                 NaN   27.0475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        551.854        100.000                 NaN   39.9370                 NaN            NaN   39.9370        30.8213                 NaN   27.0465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        555.794        100.000                 NaN   39.9373                 NaN            NaN   39.9373        30.8213                 NaN   27.0475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        559.722        100.000                 NaN   39.9114                 NaN            NaN   39.9114        30.7954                 NaN   27.0002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        563.641        100.000                 NaN   39.9367                 NaN            NaN   39.9367        30.8201                 NaN   27.0476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        567.548        100.000                 NaN   39.9359                 NaN            NaN   39.9359        30.8191                 NaN   27.0468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        571.446        100.000                 NaN   39.9065                 NaN            NaN   39.9065        30.7901                 NaN   26.9937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        575.333        100.000                 NaN   39.9356                 NaN            NaN   39.9356        30.8181                 NaN   27.0472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        579.210        100.000                 NaN   39.9359                 NaN            NaN   39.9359        30.8182                 NaN   27.0484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        583.076        100.000                 NaN   39.9344                 NaN            NaN   39.9344        30.8165                 NaN   27.0462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        586.932        100.000                 NaN   39.9349                 NaN            NaN   39.9349        30.8166                 NaN   27.0475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        590.778        100.000                 NaN   39.9354                 NaN            NaN   39.9354        30.8168                 NaN   27.0489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        594.613        100.000                 NaN   39.9358                 NaN            NaN   39.9358        30.8169                 NaN   27.0502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        598.438        100.000                 NaN   39.9338                 NaN            NaN   39.9338        30.8147                 NaN   27.0470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        602.253        100.000                 NaN   39.9344                 NaN            NaN   39.9344        30.8150                 NaN   27.0486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        606.058        100.000                 NaN   39.9350                 NaN            NaN   39.9350        30.8152                 NaN   27.0502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        609.853        100.000                 NaN   39.9356                 NaN            NaN   39.9356        30.8155                 NaN   27.0517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        613.637        100.000                 NaN   39.9354                 NaN            NaN   39.9354        30.8150                 NaN   27.0519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        617.411        100.000                 NaN   39.9361                 NaN            NaN   39.9361        30.8154                 NaN   27.0536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        621.175        100.000                 NaN   39.9367                 NaN            NaN   39.9367        30.8158                 NaN   27.0553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        624.929        100.000                 NaN   39.9236                 NaN            NaN   39.9236        30.8020                 NaN   27.0303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        628.673        100.000                 NaN   39.9254                 NaN            NaN   39.9254        30.8036                 NaN   27.0342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        632.407        100.000                 NaN   39.9272                 NaN            NaN   39.9272        30.8051                 NaN   27.0381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        636.130        100.000                 NaN   39.9284                 NaN            NaN   39.9284        30.8059                 NaN   27.0407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        639.844        100.000                 NaN   39.9299                 NaN            NaN   39.9299        30.8072                 NaN   27.0440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        643.548        100.000                 NaN   39.9284                 NaN            NaN   39.9284        30.8056                 NaN   27.0415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        647.241        100.000                 NaN   39.9279                 NaN            NaN   39.9279        30.8051                 NaN   27.0409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        650.925        100.000                 NaN   39.9391                 NaN            NaN   39.9391        30.8153                 NaN   27.0627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        654.598        100.000                 NaN   39.9386                 NaN            NaN   39.9386        30.8148                 NaN   27.0622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        658.262        100.000                 NaN   42.7695        7.93609                 NaN   42.7695        34.5907                 NaN   33.8683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        661.916        100.000                 NaN   42.7691        7.93617                 NaN   42.7691        34.5902                 NaN   33.8678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        665.560        100.000                 NaN   43.4428        9.81366                 NaN   43.4428        35.5222                 NaN   35.5222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        669.194        100.000                 NaN   43.4424        9.81375                 NaN   43.4424        35.5218                 NaN   35.5218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        672.818        100.000                 NaN   43.4419        9.80817                 NaN   43.4419        35.5325                 NaN   35.5325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        676.432        100.000                 NaN   43.4412        9.80471                 NaN   43.4412        35.5430                 NaN   35.5430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        680.037        100.000                 NaN   43.4407        9.79947                 NaN   43.4407        35.5512                 NaN   35.5512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        683.631        100.000                 NaN   43.4399        9.79561                 NaN   43.4399        35.5637                 NaN   35.5637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        687.216        100.000                 NaN   43.4393        9.79053                 NaN   43.4393        35.5737                 NaN   35.5737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        690.792        100.000                 NaN   43.4388        9.78449                 NaN   43.4388        35.5833                 NaN   35.5833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        694.357        100.000                 NaN   43.4382        9.78058                 NaN   43.4382        35.5929                 NaN   35.5929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        697.913        100.000                 NaN   43.4376        9.77504                 NaN   43.4376        35.6033                 NaN   35.6033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        701.458        100.000                 NaN   43.4370        9.76953                 NaN   43.4370        35.6130                 NaN   35.6130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        704.995        100.000                 NaN   43.4365        9.76385                 NaN   43.4365        35.6226                 NaN   35.6226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        708.521        100.000                 NaN   43.4360        9.75790                 NaN   43.4360        35.6321                 NaN   35.6321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        712.038        100.000                 NaN   43.4354        9.75382                 NaN   43.4354        35.6413                 NaN   35.6413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        715.546        100.000                 NaN   43.4350        9.74931                 NaN   43.4350        35.6504                 NaN   35.6504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        719.043        100.000                 NaN   43.4344        9.74508                 NaN   43.4344        35.6596                 NaN   35.6596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        722.531        100.000                 NaN   43.4341        9.73191                 NaN   43.4341        35.6680                 NaN   35.6680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        726.010        100.000                 NaN   43.4344        9.70997                 NaN   43.4344        35.6781                 NaN   35.6781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        729.479        100.000                 NaN   43.4341        9.69804                 NaN   43.4341        35.6866                 NaN   35.6866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        732.938        100.000                 NaN   43.4337        9.68954                 NaN   43.4337        35.6952                 NaN   35.6952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        736.388        100.000                 NaN   43.4328        9.69473                 NaN   43.4328        35.7032                 NaN   35.7032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        739.829        100.000                 NaN   43.4323        9.68929                 NaN   43.4323        35.7116                 NaN   35.7116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        743.260        100.000                 NaN   43.4313        9.69632                 NaN   43.4313        35.7204                 NaN   35.7204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        746.681        100.000                 NaN   43.4308        9.69075                 NaN   43.4308        35.7287                 NaN   35.7287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        750.093        100.000                 NaN   43.4314        9.66168                 NaN   43.4314        35.7345                 NaN   35.7345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        753.496        100.000                 NaN   43.4311        9.65143                 NaN   43.4311        35.7420                 NaN   35.7420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        756.889        100.000                 NaN   43.4308        9.64122                 NaN   43.4308        35.7494                 NaN   35.7494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        760.273        100.000                 NaN   43.4306        9.63104                 NaN   43.4306        35.7567                 NaN   35.7567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        763.648        100.000                 NaN   43.4303        9.62089                 NaN   43.4303        35.7641                 NaN   35.7641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        767.013        100.000                 NaN   43.4274        9.67442                 NaN   43.4274        35.7747                 NaN   35.7747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        770.369        100.000                 NaN   43.4270        9.66754                 NaN   43.4270        35.7822                 NaN   35.7822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        773.715        100.000                 NaN   43.4266        9.66070                 NaN   43.4266        35.7896                 NaN   35.7896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11901.0        777.052        100.000                 NaN   43.4262        9.65379                 NaN   43.4262        35.7970                 NaN   35.7970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12001.0        780.380        100.000                 NaN   43.4259        9.64446                 NaN   43.4259        35.8033                 NaN   35.8033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12101.0        783.699        100.000                 NaN   43.4256        9.63517                 NaN   43.4256        35.8097                 NaN   35.8097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12201.0        787.009        100.000                 NaN   43.4256        9.62165                 NaN   43.4256        35.8145                 NaN   35.8145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12301.0        790.309        100.000                 NaN   43.4246        9.63089                 NaN   43.4246        35.8232                 NaN   35.8232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12401.0        793.600        100.000                 NaN   43.4242        9.62520                 NaN   43.4242        35.8297                 NaN   35.8297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12501.0        796.882        100.000                 NaN   43.4238        9.61955                 NaN   43.4238        35.8361                 NaN   35.8361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12601.0        800.155        100.000                 NaN   43.4234        9.61392                 NaN   43.4234        35.8426                 NaN   35.8426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12701.0        803.419        100.000                 NaN   43.4230        9.60832                 NaN   43.4230        35.8490                 NaN   35.8490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12801.0        806.673        100.000                 NaN   43.4226        9.60276                 NaN   43.4226        35.8554                 NaN   35.8554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12901.0        809.919        100.000                 NaN   43.4225        9.59919                 NaN   43.4225        35.8621                 NaN   35.8621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
