|6.6.6
mars_s99_atl_2.tab                                                                                  
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          27
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Wus            ca-pv          NaAl           Pv             Aki           
  8601.00        547.362                 NaN            NaN   38.6349                 NaN   8.02309        8.48809        2.07000                 NaN            NaN            NaN   42.7839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        550.197                 NaN            NaN   38.6359                 NaN   8.00457        8.50316        2.06445                 NaN            NaN            NaN   42.7919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        553.028                 NaN            NaN   38.6364                 NaN   8.00462        8.50321        2.06448                 NaN            NaN            NaN   42.7913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        555.853                 NaN            NaN   38.6368                 NaN   8.00468        8.50325        2.06452                 NaN            NaN            NaN   42.7908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        558.673                 NaN            NaN   38.6379                 NaN   8.51962        7.98496        2.05820                 NaN            NaN            NaN   42.7994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        561.487                 NaN            NaN   38.6383                 NaN   8.51966        7.98502        2.05824                 NaN            NaN            NaN   42.7988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        564.297                 NaN            NaN   38.6387                 NaN   8.51970        7.98507        2.05827                 NaN            NaN            NaN   42.7982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        567.102                 NaN            NaN   38.6394                 NaN   7.98963        8.51781        2.06513                 NaN            NaN            NaN   42.7881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        569.901                 NaN            NaN   38.6398                 NaN   7.98968        8.51785        2.06517                 NaN            NaN            NaN   42.7875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        572.696                 NaN            NaN   38.6403                 NaN   7.98973        8.51789        2.06521                 NaN            NaN            NaN   42.7869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        575.485                 NaN            NaN   38.6407                 NaN   7.98978        8.51794        2.06525                 NaN            NaN            NaN   42.7863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        578.269                 NaN            NaN   38.6411                 NaN   7.98984        8.51798        2.06529                 NaN            NaN            NaN   42.7858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        581.048                 NaN            NaN   38.6416                 NaN   7.98989        8.51803        2.06533                 NaN            NaN            NaN   42.7852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        583.822                 NaN            NaN   38.6420                 NaN   7.98994        8.51807        2.06536                 NaN            NaN            NaN   42.7846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        586.591                 NaN            NaN   38.6424                 NaN   7.98999        8.51811        2.06540                 NaN            NaN            NaN   42.7840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        589.355                 NaN            NaN   38.6429                 NaN   7.99004        8.51816        2.06544                 NaN            NaN            NaN   42.7835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        592.114                 NaN            NaN   38.6433                 NaN   7.99009        8.51820        2.06548                 NaN            NaN            NaN   42.7829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        594.868                 NaN            NaN   38.6438                 NaN   7.99014        8.51825        2.06552                 NaN            NaN            NaN   42.7823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        597.617                 NaN            NaN   38.6469                 NaN   8.71754        7.77040        1.98917                 NaN            NaN            NaN   42.8760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        600.360                 NaN            NaN   38.6473                 NaN   8.71759        7.77045        1.98921                 NaN            NaN            NaN   42.8754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        603.099                 NaN            NaN   38.6478                 NaN   8.71764        7.77050        1.98925                 NaN            NaN            NaN   42.8748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
