|6.6.6
mars_lf97_2.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           Pl             O              Opx            Cpx            Gt             C2/c           Wad            Ring           ca-pv          Wus            Pv            
  3501.00        1268.38        13.3415        55.3693        23.8944        7.39487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        1269.19        13.3152        55.3615        23.9081        7.41512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        1269.99        13.2890        55.3537        23.9219        7.43538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        1270.80        13.2628        55.3459        23.9357        7.45564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        1271.61        13.2366        55.3381        23.9494        7.47590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        1272.41        13.2104        55.3303        23.9632        7.49616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        1273.22        13.1842        55.3224        23.9770        7.51643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        1274.02        13.1580        55.3146        23.9907        7.53670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        1274.83        13.1318        55.3068        24.0045        7.55697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        1275.64        13.1055        55.2989        24.0183        7.57724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        1276.44        13.0793        55.2911        24.0321        7.59752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        1277.25        13.0531        55.2833        24.0458        7.61779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        1278.05        13.0269        55.2754        24.0596        7.63807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        1278.86        13.0007        55.2676        24.0734        7.65836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        1279.67        12.9745        55.2597        24.0872        7.67864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        1280.47        12.9483        55.2518        24.1009        7.69893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        1281.28        12.9221        55.2440        24.1147        7.71922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        1282.08        12.8959        55.2361        24.1285        7.73951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        1282.89        12.8697        55.2283        24.1423        7.75980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        1283.69        12.8434        55.2204        24.1561        7.78010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        1284.50        12.8172        55.2125        24.1699        7.80039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        1285.30        12.7910        55.2046        24.1836        7.82069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        1286.11        12.7648        55.1968        24.1974        7.84100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        1286.91        12.7386        55.1889        24.2112        7.86130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        1287.72        12.7124        55.1810        24.2250        7.88161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        1288.52        12.6862        55.1731        24.2388        7.90192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        1289.33        12.6600        55.1652        24.2526        7.92223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        1290.13        12.6338        55.1573        24.2664        7.94254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        1290.94        12.6076        55.1494        24.2802        7.96286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        1291.74        12.5814        55.1415        24.2940        7.98318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        1292.54        12.5112        55.1184        24.3319        8.03844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        1293.35        12.4361        55.0935        24.3727        8.09770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        1294.15        12.3609        55.0687        24.4134        8.15697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        1294.96        12.2857        55.0438        24.4542        8.21627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        1295.76        12.2105        55.0189        24.4950        8.27558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        1296.56        12.1353        54.9940        24.5357        8.33492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        1297.37        12.0601        54.9691        24.5765        8.39427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        1298.17        11.9849        54.9442        24.6173        8.45364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        1298.97        11.9096        54.9193        24.6581        8.51302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        1299.78        11.8343        54.8943        24.6989        8.57243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        1300.58        11.7591        54.8693        24.7398        8.63186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        1301.38        11.6838        54.8444        24.7806        8.69130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        1302.19        11.6085        54.8194        24.8214        8.75076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        1302.99        11.5331        54.7944        24.8623        8.81024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        1303.79        11.4578        54.7693        24.9031        8.86974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        1304.59        11.3824        54.7443        24.9440        8.92925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        1305.40        11.3071        54.7192        24.9849        8.98879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        1306.20        11.2317        54.6942        25.0258        9.04834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        1307.00        11.1563        54.6691        25.0667        9.10791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        1307.80        11.0809        54.6440        25.1076        9.16750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        1308.61        11.0055        54.6189        25.1485        9.22711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        1309.41        10.9300        54.5938        25.1894        9.28674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        1310.21        10.8546        54.5686        25.2304        9.34638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        1311.01        10.7791        54.5435        25.2713        9.40604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        1311.81        10.7037        54.5183        25.3123        9.46572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        1312.61        10.6282        54.4932        25.3532        9.52542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        1313.41        10.5527        54.4680        25.3942        9.58514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        1314.22        10.4771        54.4428        25.4352        9.64487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        1315.02        10.4016        54.4175        25.4762        9.70463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        1315.82        10.3261        54.3923        25.5172        9.76440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        1316.62        10.2505        54.3671        25.5582        9.82419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        1317.42        10.1749        54.3418        25.5992        9.88400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        1318.22        10.0994        54.3165        25.6403        9.94383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        1319.02        10.0237        54.2913        25.6813        10.0037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        1319.82        9.94813        54.2660        25.7224        10.0635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        1320.62        9.87251        54.2406        25.7634        10.1234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        1321.42        9.79686        54.2153        25.8045        10.1833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        1322.22        9.72121        54.1900        25.8456        10.2432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        1323.02        9.64553        54.1646        25.8867        10.3032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        1323.82        9.56985        54.1393        25.9278        10.3631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        1324.62        9.49415        54.1139        25.9689        10.4231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        1325.42        9.41844        54.0885        26.0100        10.4831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        1326.22        9.34271        54.0631        26.0511        10.5431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        1327.02        8.92746        53.9229        26.2790        10.8707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        1327.81        8.92392        53.9218        26.2805        10.8738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        1328.61        8.92038        53.9208        26.2819        10.8770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        1329.41        8.91681        53.9197        26.2833        10.8801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        1330.21        8.91323        53.9187        26.2848        10.8833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        1331.01        6.86170        53.2170        27.4133        12.5080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        1331.81        7.10989        53.3020        27.2762        12.3119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        1332.60        7.35776        53.3869        27.1393        12.1161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        1333.40        7.60530        53.4717        27.0025        11.9205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        1334.20        7.85250        53.5564        26.8660        11.7251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        1335.00        8.12557        53.6528        26.7150        11.5066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11901.0        1335.79        7.97722        53.6026        26.7961        11.6240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12001.0        1336.59        7.82882        53.5524        26.8773        11.7415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12101.0        1337.39        7.68035        53.5022        26.9584        11.8590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12201.0        1338.18        7.53184        53.4519        27.0397        11.9766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12301.0        1338.98        7.38326        53.4016        27.1209        12.0942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12401.0        1339.78        7.23464        53.3513        27.2022        12.2119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12501.0        1340.57        7.36597        53.3959        27.1294        12.1087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12601.0        1341.37        7.12999        53.3159        27.2588        12.2954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12701.0        1342.17        6.89383        53.2358        27.3882        12.4822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12801.0        1342.96        6.65749        53.1556        27.5178        12.6692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12901.0        1343.76        7.60387        53.4770        26.9965        11.9226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13001.0        1344.55        7.44056        53.4217        27.0859        12.0519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13101.0        1345.35        7.27717        53.3662        27.1753        12.1813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13201.0        1346.14        7.11369        53.3108        27.2647        12.3108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13301.0        1346.94        6.95013        53.2552        27.3543        12.4404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13401.0        1347.73        6.78648        53.1997        27.4438        12.5700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13501.0        1348.53        6.62274        53.1440        27.5335        12.6998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13601.0        1349.32        6.45892        53.0884        27.6231        12.8296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13701.0        1350.12        6.29501        53.0326        27.7129        12.9595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13801.0        1350.91        6.13102        52.9769        27.8026        13.0895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13901.0        1351.71        5.96694        52.9210        27.8925        13.2196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14001.0        1352.50        5.80277        52.8651        27.9823        13.3498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14101.0        1353.29        5.63852        52.8092        28.0723        13.4800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14201.0        1354.09        5.47418        52.7532        28.1622        13.6104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14301.0        1354.88        5.30976        52.6972        28.2523        13.7408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14401.0        1355.67        5.14525        52.6411        28.3423        13.8713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14501.0        1356.47        4.98065        52.5849        28.4325        14.0019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14601.0        1357.26        4.81597        52.5288        28.5226        14.1326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14701.0        1358.05        3.36114        52.0321        29.3315        15.2753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14801.0        1358.85        3.32812        52.0207        29.3480        15.3032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14901.0        1359.64        3.07693        51.9347        29.4882        15.5001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15001.0        1360.43        3.08799        51.9384        29.4797        15.4938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15101.0        1361.22        3.09902        51.9421        29.4713        15.4876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15201.0        1362.01        3.11003        51.9459        29.4628        15.4813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15301.0        1362.81        3.12101        51.9496        29.4544        15.4751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15401.0        1363.60        3.04327        51.9222        29.5064        15.5281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15501.0        1364.39        3.07838        51.9344        29.4815        15.5057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15601.0        1365.18        3.11345        51.9465        29.4566        15.4834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15701.0        1365.97        2.84898        51.8559        29.6043        15.6909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15801.0        1366.76        2.48214        51.7300        29.8109        15.9769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15901.0        1367.55        2.11483        51.6039        30.0179        16.2634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16001.0        1368.34        2.26902        51.6569        29.9244        16.1497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16101.0        1369.13        2.25329        51.6515        29.9288        16.1664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16201.0        1369.92        1.97673        51.5566        30.0834        16.3833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16301.0        1370.71        1.69991        51.4614        30.2382        16.6004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16401.0        1371.50        1.42282        51.3662        30.3932        16.8178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16501.0        1372.29        1.14546        51.2708        30.5483        17.0354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16601.0        1373.08       0.666430        51.1060        30.8196        17.4080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16701.0        1373.87       0.589956        51.0796        30.8590        17.4714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16801.0        1374.66       0.311802        50.9839        31.0146        17.6897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16901.0        1375.45       0.237043        50.9585        31.0560        17.7485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17001.0        1376.23       0.237026        50.9589        31.0555        17.7486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17101.0        1377.02       0.237008        50.9594        31.0549        17.7487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17201.0        1377.81       0.236990        50.9598        31.0543        17.7488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17301.0        1378.60                 NaN   50.8785        31.1502        17.9713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17401.0        1379.39                 NaN   50.8789        31.1496        17.9715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17501.0        1380.17                 NaN   50.8794        31.1490        17.9716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17601.0        1380.96                 NaN   50.8798        31.1485        17.9717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17701.0        1381.75                 NaN   50.8803        31.1443        17.9755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17801.0        1382.53                 NaN   50.8808        31.1386        17.9806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17901.0        1383.32                 NaN   50.8812        31.1329        17.9858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18001.0        1384.11                 NaN   50.8817        31.1273        17.9910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18101.0        1384.89                 NaN   50.8822        31.1216        17.9962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18201.0        1385.68                 NaN   50.8826        31.1160        18.0014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18301.0        1386.46                 NaN   50.8831        31.1103        18.0066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18401.0        1387.25                 NaN   50.8836        31.1047        18.0118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18501.0        1388.04                 NaN   50.8840        31.0990        18.0169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18601.0        1388.82                 NaN   50.8845        31.0934        18.0221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18701.0        1389.61                 NaN   50.8850        31.0877        18.0273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18801.0        1390.39                 NaN   50.8854        31.0820        18.0325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18901.0        1391.17                 NaN   50.8859        31.0764        18.0377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19001.0        1391.96                 NaN   50.8864        31.0707        18.0429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19101.0        1392.74                 NaN   50.8868        31.0651        18.0481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19201.0        1393.53                 NaN   50.8873        31.0595        18.0532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19301.0        1394.31                 NaN   50.8878        31.0523        18.0600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19401.0        1395.09                 NaN   50.8882        31.0468        18.0649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19501.0        1395.88                 NaN   50.8887        31.0414        18.0699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19601.0        1396.66                 NaN   50.8891        31.0361        18.0748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19701.0        1397.44                 NaN   50.8896        31.0280        18.0824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19801.0        1398.22                 NaN   50.8900        31.0222        18.0878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19901.0        1399.01                 NaN   50.8905        31.0164        18.0931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20001.0        1399.79                 NaN   50.8910        31.0106        18.0984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20101.0        1400.57                 NaN   50.8914        31.0068        18.1018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20201.0        1401.35                 NaN   50.8919        31.0009        18.1072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20301.0        1402.13                 NaN   50.8923        30.9932        18.1145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20401.0        1402.91                 NaN   50.8928        30.9874        18.1198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20501.0        1403.70                 NaN   50.8932        30.9816        18.1251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20601.0        1404.48                 NaN   50.8937        30.9758        18.1305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20701.0        1405.26                 NaN   50.8941        30.9701        18.1358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20801.0        1406.04                 NaN   50.8946        30.9643        18.1412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20901.0        1406.82                 NaN   50.8950        30.9585        18.1465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21001.0        1407.60                 NaN   50.8955        30.9527        18.1518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21101.0        1408.38                 NaN   50.8959        30.9469        18.1572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21201.0        1409.16                 NaN   50.8964        30.9411        18.1625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21301.0        1409.93                 NaN   50.8968        30.9353        18.1679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21401.0        1410.71                 NaN   50.8972        30.9296        18.1732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21501.0        1411.49                 NaN   50.8977        30.9238        18.1785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21601.0        1412.27                 NaN   50.8981        30.9180        18.1839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21701.0        1413.05                 NaN   50.8986        30.9122        18.1892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21801.0        1413.83                 NaN   50.8990        30.9064        18.1946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21901.0        1414.60                 NaN   50.8995        30.9006        18.1999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22001.0        1415.38                 NaN   50.8999        30.8949        18.2052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22101.0        1416.16                 NaN   50.9003        30.8898        18.2099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22201.0        1416.93                 NaN   50.9008        30.8840        18.2153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22301.0        1417.71                 NaN   50.9012        30.8775        18.2212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22401.0        1418.49                 NaN   50.9017        30.8723        18.2261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22501.0        1419.26                 NaN   50.9021        30.8664        18.2315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22601.0        1420.04                 NaN   50.9025        30.8606        18.2369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22701.0        1420.82                 NaN   50.9030        30.8548        18.2423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22801.0        1421.59                 NaN   50.9034        30.8489        18.2477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
