|6.6.6
mars_lf97_2.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           Pl             O              Opx            Cpx            Gt             C2/c           Wad            Ring           ca-pv          Wus            Pv            
  23301.0        1425.46                 NaN   50.9055        30.8231        18.2713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  23401.0        1426.24                 NaN   50.9059        30.8226        18.2715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  23501.0        1427.01                 NaN   50.9063        30.8221        18.2716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  23601.0        1427.79                 NaN   50.9067        30.8216        18.2717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  23701.0        1428.56                 NaN   50.9112        30.6807        18.3059       0.102222                 NaN            NaN            NaN            NaN            NaN            NaN
  23801.0        1429.33                 NaN   50.9116        30.6802        18.3060       0.102225                 NaN            NaN            NaN            NaN            NaN            NaN
  23901.0        1430.10                 NaN   50.9120        30.6797        18.3061       0.102228                 NaN            NaN            NaN            NaN            NaN            NaN
  24001.0        1430.88                 NaN   50.9124        30.6792        18.3062       0.102230                 NaN            NaN            NaN            NaN            NaN            NaN
  24101.0        1431.65                 NaN   50.9135        30.6574        18.3080       0.121081                 NaN            NaN            NaN            NaN            NaN            NaN
  24201.0        1432.42                 NaN   50.9151        30.6223        18.3109       0.151666                 NaN            NaN            NaN            NaN            NaN            NaN
  24301.0        1433.19                 NaN   50.9167        30.5873        18.3138       0.182254                 NaN            NaN            NaN            NaN            NaN            NaN
  24401.0        1433.96                 NaN   50.9182        30.5522        18.3167       0.212845                 NaN            NaN            NaN            NaN            NaN            NaN
  24501.0        1434.73                 NaN   50.9198        30.5172        18.3196       0.243439                 NaN            NaN            NaN            NaN            NaN            NaN
  24601.0        1435.51                 NaN   50.9214        30.4821        18.3225       0.274036                 NaN            NaN            NaN            NaN            NaN            NaN
  24701.0        1436.28                 NaN   50.9229        30.4471        18.3254       0.304637                 NaN            NaN            NaN            NaN            NaN            NaN
  24801.0        1437.05                 NaN   50.9225        30.4572        18.3367       0.283622                 NaN            NaN            NaN            NaN            NaN            NaN
  24901.0        1437.82                 NaN   50.9238        30.4281        18.3406       0.307447                 NaN            NaN            NaN            NaN            NaN            NaN
  25001.0        1438.59                 NaN   50.9251        30.3990        18.3446       0.331274                 NaN            NaN            NaN            NaN            NaN            NaN
  25101.0        1439.36                 NaN   50.9264        30.3699        18.3486       0.355103                 NaN            NaN            NaN            NaN            NaN            NaN
  25201.0        1440.12                 NaN   50.9277        30.3407        18.3526       0.378935                 NaN            NaN            NaN            NaN            NaN            NaN
  25301.0        1440.89                 NaN   50.9290        30.3116        18.3566       0.402768                 NaN            NaN            NaN            NaN            NaN            NaN
  25401.0        1441.66                 NaN   50.9303        30.2825        18.3606       0.426603                 NaN            NaN            NaN            NaN            NaN            NaN
  25501.0        1442.43                 NaN   50.9353        30.1667        18.3485       0.549546                 NaN            NaN            NaN            NaN            NaN            NaN
  25601.0        1443.20                 NaN   50.9369        30.1316        18.3514       0.580173                 NaN            NaN            NaN            NaN            NaN            NaN
  25701.0        1443.97                 NaN   50.9367        30.1369        18.3617       0.564682                 NaN            NaN            NaN            NaN            NaN            NaN
  25801.0        1444.73                 NaN   50.9382        30.1026        18.3648       0.594462                 NaN            NaN            NaN            NaN            NaN            NaN
  25901.0        1445.50                 NaN   50.9397        30.0683        18.3678       0.624244                 NaN            NaN            NaN            NaN            NaN            NaN
  26001.0        1446.27                 NaN   50.9412        30.0340        18.3708       0.654028                 NaN            NaN            NaN            NaN            NaN            NaN
  26101.0        1447.04                 NaN   50.9428        29.9966        18.3733       0.687350                 NaN            NaN            NaN            NaN            NaN            NaN
  26201.0        1447.80                 NaN   50.9442        29.9645        18.3767       0.714596                 NaN            NaN            NaN            NaN            NaN            NaN
  26301.0        1448.57                 NaN   50.9446        29.9555        18.3844       0.715443                 NaN            NaN            NaN            NaN            NaN            NaN
  26401.0        1449.33                 NaN   50.9460        29.9249        18.3881       0.740991                 NaN            NaN            NaN            NaN            NaN            NaN
  26501.0        1450.10                 NaN   50.9467        29.9088        18.3945       0.749995                 NaN            NaN            NaN            NaN            NaN            NaN
  26601.0        1450.87                 NaN   50.9481        29.8752        18.3977       0.778925                 NaN            NaN            NaN            NaN            NaN            NaN
  26701.0        1451.63                 NaN   50.9496        29.8417        18.4009       0.807856                 NaN            NaN            NaN            NaN            NaN            NaN
  26801.0        1452.40                 NaN   50.9511        29.8081        18.4040       0.836786                 NaN            NaN            NaN            NaN            NaN            NaN
  26901.0        1453.16                 NaN   50.9526        29.7719        18.4067       0.868746                 NaN            NaN            NaN            NaN            NaN            NaN
  27001.0        1453.93                 NaN   50.9498        29.8411        18.4278       0.781317                 NaN            NaN            NaN            NaN            NaN            NaN
  27101.0        1454.69                 NaN   50.9509        29.8150        18.4323       0.801845                 NaN            NaN            NaN            NaN            NaN            NaN
  27201.0        1455.45                 NaN   50.9520        29.7888        18.4367       0.822372                 NaN            NaN            NaN            NaN            NaN            NaN
  27301.0        1456.22                 NaN   50.9532        29.7627        18.4412       0.842898                 NaN            NaN            NaN            NaN            NaN            NaN
  27401.0        1456.98                 NaN   50.9543        29.7366        18.4457       0.863423                 NaN            NaN            NaN            NaN            NaN            NaN
  27501.0        1457.74                 NaN   50.9586        29.6336        18.4374       0.970420                 NaN            NaN            NaN            NaN            NaN            NaN
  27601.0        1458.51                 NaN   50.9596        29.6118        18.4427       0.985864                 NaN            NaN            NaN            NaN            NaN            NaN
  27701.0        1459.27                 NaN   50.9605        29.5901        18.4481        1.00131                 NaN            NaN            NaN            NaN            NaN            NaN
  27801.0        1460.03                 NaN   50.9615        29.5684        18.4534        1.01676                 NaN            NaN            NaN            NaN            NaN            NaN
  27901.0        1460.79                 NaN   50.9624        29.5466        18.4588        1.03222                 NaN            NaN            NaN            NaN            NaN            NaN
  28001.0        1461.55                 NaN   50.9633        29.5249        18.4641        1.04768                 NaN            NaN            NaN            NaN            NaN            NaN
  28101.0        1462.31                 NaN   50.9656        29.4704        18.4634        1.10058                 NaN            NaN            NaN            NaN            NaN            NaN
  28201.0        1463.07                 NaN   50.9667        29.4457        18.4682        1.11941                 NaN            NaN            NaN            NaN            NaN            NaN
  28301.0        1463.84                 NaN   50.9678        29.4210        18.4730        1.13824                 NaN            NaN            NaN            NaN            NaN            NaN
  28401.0        1464.60                 NaN   50.9688        29.3963        18.4778        1.15708                 NaN            NaN            NaN            NaN            NaN            NaN
  28501.0        1465.36                 NaN   50.9699        29.3716        18.4826        1.17592                 NaN            NaN            NaN            NaN            NaN            NaN
  28601.0        1466.12                 NaN   50.9709        29.3469        18.4874        1.19476                 NaN            NaN            NaN            NaN            NaN            NaN
  28701.0        1466.88                 NaN   50.9727        29.3054        18.4891        1.23282                 NaN            NaN            NaN            NaN            NaN            NaN
  28801.0        1467.63                 NaN   50.9738        29.2797        18.4937        1.25279                 NaN            NaN            NaN            NaN            NaN            NaN
  28901.0        1468.39                 NaN   50.9749        29.2541        18.4983        1.27276                 NaN            NaN            NaN            NaN            NaN            NaN
  29001.0        1469.15                 NaN   50.9760        29.2284        18.5029        1.29273                 NaN            NaN            NaN            NaN            NaN            NaN
  29101.0        1469.91                 NaN   50.9770        29.2027        18.5076        1.31271                 NaN            NaN            NaN            NaN            NaN            NaN
  29201.0        1470.67                 NaN   50.9786        29.1662        18.5102        1.34509                 NaN            NaN            NaN            NaN            NaN            NaN
  29301.0        1471.43                 NaN   50.9811        29.1060        18.5084        1.40452                 NaN            NaN            NaN            NaN            NaN            NaN
  29401.0        1472.18                 NaN   50.9823        29.0784        18.5126        1.42674                 NaN            NaN            NaN            NaN            NaN            NaN
  29501.0        1472.94                 NaN   50.9834        29.0507        18.5169        1.44896                 NaN            NaN            NaN            NaN            NaN            NaN
  29601.0        1473.70                 NaN   50.9846        29.0231        18.5211        1.47118                 NaN            NaN            NaN            NaN            NaN            NaN
  29701.0        1474.45                 NaN   50.9858        28.9954        18.5254        1.49341                 NaN            NaN            NaN            NaN            NaN            NaN
  29801.0        1475.21                 NaN   50.9869        28.9678        18.5296        1.51563                 NaN            NaN            NaN            NaN            NaN            NaN
  29901.0        1475.97                 NaN   50.9881        28.9402        18.5339        1.53786                 NaN            NaN            NaN            NaN            NaN            NaN
  30001.0        1476.72                 NaN   50.9892        28.9125        18.5381        1.56009                 NaN            NaN            NaN            NaN            NaN            NaN
  30101.0        1477.48                 NaN   50.9904        28.8849        18.5424        1.58233                 NaN            NaN            NaN            NaN            NaN            NaN
  30201.0        1478.23                 NaN   50.9915        28.8573        18.5467        1.60456                 NaN            NaN            NaN            NaN            NaN            NaN
  30301.0        1478.99                 NaN   50.9927        28.8296        18.5509        1.62680                 NaN            NaN            NaN            NaN            NaN            NaN
  30401.0        1479.74                 NaN   50.9938        28.8020        18.5552        1.64903                 NaN            NaN            NaN            NaN            NaN            NaN
  30501.0        1480.49                 NaN   50.9950        28.7743        18.5594        1.67127                 NaN            NaN            NaN            NaN            NaN            NaN
  30601.0        1481.25                 NaN   50.9961        28.7467        18.5637        1.69351                 NaN            NaN            NaN            NaN            NaN            NaN
  30701.0        1482.00                 NaN   50.9973        28.7191        18.5679        1.71576                 NaN            NaN            NaN            NaN            NaN            NaN
  30801.0        1482.75                 NaN   50.9984        28.6914        18.5722        1.73800                 NaN            NaN            NaN            NaN            NaN            NaN
  30901.0        1483.51                 NaN   50.9995        28.6638        18.5764        1.76025                 NaN            NaN            NaN            NaN            NaN            NaN
  31001.0        1484.26                 NaN   51.0007        28.6362        18.5807        1.78250                 NaN            NaN            NaN            NaN            NaN            NaN
  31101.0        1485.01                 NaN   51.0018        28.6085        18.5849        1.80475                 NaN            NaN            NaN            NaN            NaN            NaN
  31201.0        1485.76                 NaN   51.0030        28.5809        18.5891        1.82700                 NaN            NaN            NaN            NaN            NaN            NaN
  31301.0        1486.52                 NaN   51.0041        28.5533        18.5934        1.84925                 NaN            NaN            NaN            NaN            NaN            NaN
  31401.0        1487.27                 NaN   51.0052        28.5256        18.5976        1.87151                 NaN            NaN            NaN            NaN            NaN            NaN
  31501.0        1488.02                 NaN   51.0064        28.4980        18.6019        1.89376                 NaN            NaN            NaN            NaN            NaN            NaN
  31601.0        1488.77                 NaN   51.0075        28.4703        18.6061        1.91602                 NaN            NaN            NaN            NaN            NaN            NaN
  31701.0        1489.52                 NaN   51.0086        28.4427        18.6104        1.93828                 NaN            NaN            NaN            NaN            NaN            NaN
  31801.0        1490.27                 NaN   51.0097        28.4151        18.6146        1.96054                 NaN            NaN            NaN            NaN            NaN            NaN
  31901.0        1491.02                 NaN   51.0109        28.3874        18.6189        1.98281                 NaN            NaN            NaN            NaN            NaN            NaN
  32001.0        1491.77                 NaN   51.0120        28.3598        18.6231        2.00507                 NaN            NaN            NaN            NaN            NaN            NaN
  32101.0        1492.52                 NaN   51.0130        28.3358        18.6280        2.02329                 NaN            NaN            NaN            NaN            NaN            NaN
  32201.0        1493.27                 NaN   51.0138        28.3155        18.6335        2.03727                 NaN            NaN            NaN            NaN            NaN            NaN
  32301.0        1494.01                 NaN   51.0146        28.2952        18.6389        2.05124                 NaN            NaN            NaN            NaN            NaN            NaN
  32401.0        1494.76                 NaN   51.0154        28.2749        18.6444        2.06522                 NaN            NaN            NaN            NaN            NaN            NaN
  32501.0        1495.51                 NaN   51.0163        28.2546        18.6499        2.07920                 NaN            NaN            NaN            NaN            NaN            NaN
  32601.0        1496.26                 NaN   51.0171        28.2344        18.6554        2.09318                 NaN            NaN            NaN            NaN            NaN            NaN
  32701.0        1497.00                 NaN   51.0179        28.2141        18.6609        2.10717                 NaN            NaN            NaN            NaN            NaN            NaN
  32801.0        1497.75                 NaN   51.0187        28.1938        18.6664        2.12115                 NaN            NaN            NaN            NaN            NaN            NaN
  32901.0        1498.50                 NaN   51.0195        28.1735        18.6718        2.13513                 NaN            NaN            NaN            NaN            NaN            NaN
  33001.0        1499.24                 NaN   51.0203        28.1532        18.6773        2.14912                 NaN            NaN            NaN            NaN            NaN            NaN
  33101.0        1499.99                 NaN   51.0211        28.1330        18.6828        2.16310                 NaN            NaN            NaN            NaN            NaN            NaN
  33201.0        1500.73                 NaN   51.0220        28.1127        18.6883        2.17709                 NaN            NaN            NaN            NaN            NaN            NaN
  33301.0        1501.48                 NaN   51.0228        28.0924        18.6938        2.19108                 NaN            NaN            NaN            NaN            NaN            NaN
  33401.0        1502.22                 NaN   51.0236        28.0721        18.6992        2.20506                 NaN            NaN            NaN            NaN            NaN            NaN
  33501.0        1502.97                 NaN   51.0244        28.0518        18.7047        2.21905                 NaN            NaN            NaN            NaN            NaN            NaN
  33601.0        1503.71                 NaN   51.0252        28.0316        18.7102        2.23304                 NaN            NaN            NaN            NaN            NaN            NaN
  33701.0        1504.46                 NaN   51.0260        28.0113        18.7157        2.24703                 NaN            NaN            NaN            NaN            NaN            NaN
  33801.0        1505.20                 NaN   51.0268        27.9910        18.7212        2.26102                 NaN            NaN            NaN            NaN            NaN            NaN
  33901.0        1505.94                 NaN   51.0276        27.9707        18.7266        2.27502                 NaN            NaN            NaN            NaN            NaN            NaN
  34001.0        1506.69                 NaN   51.0284        27.9505        18.7321        2.28901                 NaN            NaN            NaN            NaN            NaN            NaN
  34101.0        1507.43                 NaN   51.0292        27.9302        18.7376        2.30300                 NaN            NaN            NaN            NaN            NaN            NaN
  34201.0        1508.17                 NaN   51.0300        27.9099        18.7431        2.31700                 NaN            NaN            NaN            NaN            NaN            NaN
  34301.0        1508.91                 NaN   51.0308        27.8896        18.7486        2.33099                 NaN            NaN            NaN            NaN            NaN            NaN
  34401.0        1509.66                 NaN   51.0316        27.8694        18.7540        2.34499                 NaN            NaN            NaN            NaN            NaN            NaN
  34501.0        1510.40                 NaN   51.0324        27.8491        18.7595        2.35899                 NaN            NaN            NaN            NaN            NaN            NaN
  34601.0        1511.14                 NaN   51.0332        27.8288        18.7650        2.37299                 NaN            NaN            NaN            NaN            NaN            NaN
  34701.0        1511.88                 NaN   51.0340        27.8086        18.7705        2.38699                 NaN            NaN            NaN            NaN            NaN            NaN
  34801.0        1512.62                 NaN   51.0348        27.7883        18.7759        2.40099                 NaN            NaN            NaN            NaN            NaN            NaN
  34901.0        1513.36                 NaN   51.0356        27.7680        18.7814        2.41499                 NaN            NaN            NaN            NaN            NaN            NaN
  35001.0        1514.10                 NaN   51.0364        27.7477        18.7869        2.42899                 NaN            NaN            NaN            NaN            NaN            NaN
  35101.0        1514.84                 NaN   51.0372        27.7275        18.7924        2.44299                 NaN            NaN            NaN            NaN            NaN            NaN
  35201.0        1515.58                 NaN   51.0380        27.7072        18.7979        2.45699                 NaN            NaN            NaN            NaN            NaN            NaN
  35301.0        1516.31                 NaN   51.0387        27.6869        18.8033        2.47100                 NaN            NaN            NaN            NaN            NaN            NaN
  35401.0        1517.05                 NaN   51.0395        27.6667        18.8088        2.48500                 NaN            NaN            NaN            NaN            NaN            NaN
  35501.0        1517.79                 NaN   51.0403        27.6464        18.8143        2.49901                 NaN            NaN            NaN            NaN            NaN            NaN
  35601.0        1518.53                 NaN   51.0411        27.6261        18.8198        2.51302                 NaN            NaN            NaN            NaN            NaN            NaN
  35701.0        1519.26                 NaN   51.0419        27.6059        18.8252        2.52702                 NaN            NaN            NaN            NaN            NaN            NaN
  35801.0        1520.00                 NaN   51.0427        27.5856        18.8307        2.54103                 NaN            NaN            NaN            NaN            NaN            NaN
  35901.0        1520.74                 NaN   51.0434        27.5653        18.8362        2.55504                 NaN            NaN            NaN            NaN            NaN            NaN
  36001.0        1521.47                 NaN   51.0442        27.5451        18.8417        2.56905                 NaN            NaN            NaN            NaN            NaN            NaN
  36101.0        1522.21                 NaN   51.0450        27.5248        18.8471        2.58306                 NaN            NaN            NaN            NaN            NaN            NaN
  36201.0        1522.94                 NaN   51.0458        27.5045        18.8526        2.59708                 NaN            NaN            NaN            NaN            NaN            NaN
  36301.0        1523.68                 NaN   51.0466        27.4843        18.8581        2.61109                 NaN            NaN            NaN            NaN            NaN            NaN
  36401.0        1524.41                 NaN   51.0473        27.4640        18.8636        2.62510                 NaN            NaN            NaN            NaN            NaN            NaN
  36501.0        1525.15                 NaN   51.0481        27.4437        18.8690        2.63912                 NaN            NaN            NaN            NaN            NaN            NaN
  36601.0        1525.88                 NaN   51.0489        27.4235        18.8745        2.65313                 NaN            NaN            NaN            NaN            NaN            NaN
  36701.0        1526.62                 NaN   51.0496        27.4032        18.8800        2.66715                 NaN            NaN            NaN            NaN            NaN            NaN
  36801.0        1527.35                 NaN   51.0504        27.3829        18.8855        2.68117                 NaN            NaN            NaN            NaN            NaN            NaN
  36901.0        1528.08                 NaN   51.0512        27.3627        18.8909        2.69518                 NaN            NaN            NaN            NaN            NaN            NaN
  37001.0        1528.82                 NaN   51.0520        27.3424        18.8964        2.70920                 NaN            NaN            NaN            NaN            NaN            NaN
  37101.0        1529.55                 NaN   51.0527        27.3222        18.9019        2.72322                 NaN            NaN            NaN            NaN            NaN            NaN
  37201.0        1530.28                 NaN   51.0535        27.3019        18.9074        2.73724                 NaN            NaN            NaN            NaN            NaN            NaN
  37301.0        1531.01                 NaN   51.0543        27.2816        18.9128        2.75126                 NaN            NaN            NaN            NaN            NaN            NaN
  37401.0        1531.74                 NaN   51.0550        27.2614        18.9183        2.76529                 NaN            NaN            NaN            NaN            NaN            NaN
  37501.0        1532.47                 NaN   51.0558        27.2411        18.9238        2.77931                 NaN            NaN            NaN            NaN            NaN            NaN
  37601.0        1533.20                 NaN   51.0565        27.2209        18.9293        2.79333                 NaN            NaN            NaN            NaN            NaN            NaN
  37701.0        1533.93                 NaN   51.0573        27.2006        18.9347        2.80736                 NaN            NaN            NaN            NaN            NaN            NaN
  37801.0        1534.66                 NaN   51.0581        27.1803        18.9402        2.82138                 NaN            NaN            NaN            NaN            NaN            NaN
  37901.0        1535.39                 NaN   51.0588        27.1601        18.9457        2.83541                 NaN            NaN            NaN            NaN            NaN            NaN
  38001.0        1536.12                 NaN   51.0596        27.1398        18.9511        2.84944                 NaN            NaN            NaN            NaN            NaN            NaN
  38101.0        1536.85                 NaN   51.0603        27.1196        18.9566        2.86347                 NaN            NaN            NaN            NaN            NaN            NaN
  38201.0        1537.58                 NaN   51.0611        27.0993        18.9621        2.87749                 NaN            NaN            NaN            NaN            NaN            NaN
  38301.0        1538.31                 NaN   51.0619        27.0791        18.9676        2.89152                 NaN            NaN            NaN            NaN            NaN            NaN
  38401.0        1539.03                 NaN   51.0626        27.0588        18.9730        2.90555                 NaN            NaN            NaN            NaN            NaN            NaN
  38501.0        1539.76                 NaN   51.0412        27.6312        19.0436        2.28398                 NaN            NaN            NaN            NaN            NaN            NaN
  38601.0        1540.49                 NaN   51.0419        27.6119        19.0490        2.29719                 NaN            NaN            NaN            NaN            NaN            NaN
  38701.0        1541.21                 NaN   51.0426        27.5926        19.0544        2.31040                 NaN            NaN            NaN            NaN            NaN            NaN
  38801.0        1541.94                 NaN   51.0434        27.5733        19.0597        2.32360                 NaN            NaN            NaN            NaN            NaN            NaN
  38901.0        1542.67                 NaN   51.0655        26.9819        19.0021        2.95046                 NaN            NaN            NaN            NaN            NaN            NaN
  39001.0        1543.39                 NaN   51.0660        26.9672        19.0080        2.95873                 NaN            NaN            NaN            NaN            NaN            NaN
  39101.0        1544.12                 NaN   51.0666        26.9525        19.0139        2.96701                 NaN            NaN            NaN            NaN            NaN            NaN
  39201.0        1544.84                 NaN   51.0671        26.9379        19.0197        2.97529                 NaN            NaN            NaN            NaN            NaN            NaN
  39301.0        1545.57                 NaN   51.0677        26.9232        19.0256        2.98356                 NaN            NaN            NaN            NaN            NaN            NaN
  39401.0        1546.29                 NaN   51.0682        26.9085        19.0315        2.99184                 NaN            NaN            NaN            NaN            NaN            NaN
  39501.0        1547.01                 NaN   51.0687        26.8938        19.0373        3.00012                 NaN            NaN            NaN            NaN            NaN            NaN
  39601.0        1547.74                 NaN   51.0693        26.8791        19.0432        3.00839                 NaN            NaN            NaN            NaN            NaN            NaN
  39701.0        1548.46                 NaN   51.0698        26.8644        19.0491        3.01667                 NaN            NaN            NaN            NaN            NaN            NaN
  39801.0        1549.18                 NaN   51.0704        26.8497        19.0550        3.02495                 NaN            NaN            NaN            NaN            NaN            NaN
  39901.0        1549.90                 NaN   51.0709        26.8351        19.0608        3.03323                 NaN            NaN            NaN            NaN            NaN            NaN
  40001.0        1550.63                 NaN   51.0714        26.8204        19.0667        3.04151                 NaN            NaN            NaN            NaN            NaN            NaN
  40101.0        1551.35                 NaN   51.0720        26.8057        19.0726        3.04979                 NaN            NaN            NaN            NaN            NaN            NaN
  40201.0        1552.07                 NaN   51.0725        26.7910        19.0784        3.05807                 NaN            NaN            NaN            NaN            NaN            NaN
  40301.0        1552.79                 NaN   51.0730        26.7763        19.0843        3.06635                 NaN            NaN            NaN            NaN            NaN            NaN
  40401.0        1553.51                 NaN   51.0736        26.7616        19.0902        3.07463                 NaN            NaN            NaN            NaN            NaN            NaN
  40501.0        1554.23                 NaN   51.0741        26.7470        19.0960        3.08291                 NaN            NaN            NaN            NaN            NaN            NaN
  40601.0        1554.95                 NaN   51.0746        26.7323        19.1019        3.09119                 NaN            NaN            NaN            NaN            NaN            NaN
  40701.0        1555.67                 NaN   51.0752        26.7176        19.1078        3.09947                 NaN            NaN            NaN            NaN            NaN            NaN
  40801.0        1556.39                 NaN   51.0757        26.7029        19.1136        3.10775                 NaN            NaN            NaN            NaN            NaN            NaN
  40901.0        1557.10                 NaN   51.0762        26.6882        19.1195        3.11604                 NaN            NaN            NaN            NaN            NaN            NaN
  41001.0        1557.82                 NaN   51.0768        26.6736        19.1254        3.12432                 NaN            NaN            NaN            NaN            NaN            NaN
  41101.0        1558.54                 NaN   51.0773        26.6589        19.1312        3.13260                 NaN            NaN            NaN            NaN            NaN            NaN
  41201.0        1559.26                 NaN   51.0778        26.6442        19.1371        3.14089                 NaN            NaN            NaN            NaN            NaN            NaN
  41301.0        1559.97                 NaN   51.0717        26.8146        19.1562        2.95742                 NaN            NaN            NaN            NaN            NaN            NaN
  41401.0        1560.69                 NaN   51.0723        26.7981        19.1619        2.96762                 NaN            NaN            NaN            NaN            NaN            NaN
  41501.0        1561.41                 NaN   51.0729        26.7816        19.1677        2.97782                 NaN            NaN            NaN            NaN            NaN            NaN
  41601.0        1562.12                 NaN   51.0735        26.7651        19.1734        2.98802                 NaN            NaN            NaN            NaN            NaN            NaN
  41701.0        1562.84                 NaN   51.0741        26.7485        19.1791        2.99822                 NaN            NaN            NaN            NaN            NaN            NaN
  41801.0        1563.55                 NaN   51.0747        26.7320        19.1849        3.00842                 NaN            NaN            NaN            NaN            NaN            NaN
  41901.0        1564.27                 NaN   51.0753        26.7155        19.1906        3.01862                 NaN            NaN            NaN            NaN            NaN            NaN
  42001.0        1564.98                 NaN   51.0759        26.6990        19.1963        3.02883                 NaN            NaN            NaN            NaN            NaN            NaN
  42101.0        1565.69                 NaN   51.0765        26.6824        19.2021        3.03903                 NaN            NaN            NaN            NaN            NaN            NaN
  42201.0        1566.41                 NaN   51.0771        26.6659        19.2078        3.04923                 NaN            NaN            NaN            NaN            NaN            NaN
  42301.0        1567.12                 NaN   51.0776        26.6494        19.2135        3.05944                 NaN            NaN            NaN            NaN            NaN            NaN
  42401.0        1567.83                 NaN   51.0782        26.6329        19.2193        3.06964                 NaN            NaN            NaN            NaN            NaN            NaN
  42501.0        1568.55                 NaN   51.0788        26.6163        19.2250        3.07984                 NaN            NaN            NaN            NaN            NaN            NaN
  42601.0        1569.26                 NaN   51.0794        26.5998        19.2307        3.09005                 NaN            NaN            NaN            NaN            NaN            NaN
  42701.0        1569.97                 NaN   51.0800        26.5833        19.2365        3.10026                 NaN            NaN            NaN            NaN            NaN            NaN
  42801.0        1570.68                 NaN   51.0806        26.5668        19.2422        3.11046                 NaN            NaN            NaN            NaN            NaN            NaN
  42901.0        1571.39                 NaN   51.0812        26.5502        19.2479        3.12067                 NaN            NaN            NaN            NaN            NaN            NaN
  43001.0        1572.10                 NaN   51.0817        26.5337        19.2537        3.13088                 NaN            NaN            NaN            NaN            NaN            NaN
  43101.0        1572.81                 NaN   51.0823        26.5172        19.2594        3.14108                 NaN            NaN            NaN            NaN            NaN            NaN
  43201.0        1573.52                 NaN   51.0829        26.5007        19.2651        3.15129                 NaN            NaN            NaN            NaN            NaN            NaN
  43301.0        1574.23                 NaN   51.0835        26.4842        19.2709        3.16150                 NaN            NaN            NaN            NaN            NaN            NaN
  43401.0        1574.94                 NaN   51.0841        26.4677        19.2766        3.17171                 NaN            NaN            NaN            NaN            NaN            NaN
  43501.0        1575.65                 NaN   51.0846        26.4511        19.2823        3.18192                 NaN            NaN            NaN            NaN            NaN            NaN
  43601.0        1576.35                 NaN   51.0852        26.4346        19.2880        3.19213                 NaN            NaN            NaN            NaN            NaN            NaN
  43701.0        1577.06                 NaN   51.0858        26.4181        19.2938        3.20234                 NaN            NaN            NaN            NaN            NaN            NaN
  43801.0        1577.77                 NaN   51.0864        26.4016        19.2995        3.21255                 NaN            NaN            NaN            NaN            NaN            NaN
  43901.0        1578.48                 NaN   51.0869        26.3851        19.3052        3.22277                 NaN            NaN            NaN            NaN            NaN            NaN
  44001.0        1579.18                 NaN   51.0875        26.3686        19.3110        3.23298                 NaN            NaN            NaN            NaN            NaN            NaN
  44101.0        1579.89                 NaN   51.0881        26.3520        19.3167        3.24319                 NaN            NaN            NaN            NaN            NaN            NaN
  44201.0        1580.59                 NaN   51.0886        26.3355        19.3224        3.25341                 NaN            NaN            NaN            NaN            NaN            NaN
  44301.0        1581.30                 NaN   51.0892        26.3190        19.3282        3.26362                 NaN            NaN            NaN            NaN            NaN            NaN
  44401.0        1582.00                 NaN   51.0898        26.3025        19.3339        3.27383                 NaN            NaN            NaN            NaN            NaN            NaN
  44501.0        1582.71                 NaN   51.0855        26.4540        19.3225        3.13810                 NaN            NaN            NaN            NaN            NaN            NaN
  44601.0        1583.41                 NaN   51.0860        26.4388        19.3281        3.14714                 NaN            NaN            NaN            NaN            NaN            NaN
  44701.0        1584.12                 NaN   51.0865        26.4237        19.3336        3.15617                 NaN            NaN            NaN            NaN            NaN            NaN
  44801.0        1584.82                 NaN   51.0870        26.4085        19.3392        3.16521                 NaN            NaN            NaN            NaN            NaN            NaN
  44901.0        1585.52                 NaN   51.0876        26.3933        19.3448        3.17425                 NaN            NaN            NaN            NaN            NaN            NaN
  45001.0        1586.22                 NaN   51.0881        26.3782        19.3504        3.18329                 NaN            NaN            NaN            NaN            NaN            NaN
  45101.0        1586.93                 NaN   51.0886        26.3630        19.3560        3.19233                 NaN            NaN            NaN            NaN            NaN            NaN
  45201.0        1587.63                 NaN   51.0892        26.3479        19.3616        3.20137                 NaN            NaN            NaN            NaN            NaN            NaN
  45301.0        1588.33                 NaN   51.0984        26.0572        19.3747        3.46966                 NaN            NaN            NaN            NaN            NaN            NaN
  45401.0        1589.03                 NaN   51.0988        26.0441        19.3803        3.47676                 NaN            NaN            NaN            NaN            NaN            NaN
  45501.0        1589.73                 NaN   51.0993        26.0310        19.3859        3.48387                 NaN            NaN            NaN            NaN            NaN            NaN
  45601.0        1590.43                 NaN   51.0997        26.0179        19.3914        3.49097                 NaN            NaN            NaN            NaN            NaN            NaN
  45701.0        1591.13                 NaN   51.1002        26.0048        19.3970        3.49807                 NaN            NaN            NaN            NaN            NaN            NaN
  45801.0        1591.83                 NaN   51.0990        26.0563        19.3901        3.45462                 NaN            NaN            NaN            NaN            NaN            NaN
  45901.0        1592.53                 NaN   51.0994        26.0429        19.3957        3.46200                 NaN            NaN            NaN            NaN            NaN            NaN
