|6.6.6
mars_kc08_atm_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  26401.0        1172.06        3471.80        7.79728        4.36580     
  26501.0        1174.23        3471.85        7.79696        4.36525     
  26601.0        1176.39        3471.89        7.79664        4.36470     
  26701.0        1178.55        3471.93        7.79632        4.36415     
  26801.0        1180.71        3471.98        7.79601        4.36361     
  26901.0        1182.85        3472.02        7.79570        4.36307     
  27001.0        1184.99        3472.07        7.79540        4.36253     
  27101.0        1187.12        3472.12        7.79510        4.36199     
  27201.0        1189.25        3472.17        7.79481        4.36145     
  27301.0        1191.37        3472.21        7.79452        4.36092     
  27401.0        1193.48        3472.35        7.79468        4.36055     
  27501.0        1195.59        3472.41        7.79442        4.36004     
  27601.0        1197.68        3472.47        7.79417        4.35952     
  27701.0        1199.78        3472.52        7.79392        4.35901     
  27801.0        1201.86        3472.58        7.79368        4.35850     
  27901.0        1203.94        3472.64        7.79344        4.35799     
  28001.0        1206.02        3472.70        7.79321        4.35749     
  28101.0        1208.08        3472.76        7.79297        4.35698     
  28201.0        1210.14        3472.81        7.79271        4.35647     
  28301.0        1212.20        3472.87        7.79246        4.35596     
  28401.0        1214.24        3472.92        7.79221        4.35545     
  28501.0        1216.28        3472.98        7.79196        4.35494     
  28601.0        1218.32        3473.04        7.79172        4.35444     
  28701.0        1220.34        3473.10        7.79148        4.35393     
  28801.0        1222.37        3473.16        7.79125        4.35344     
  28901.0        1224.38        3473.22        7.79102        4.35294     
  29001.0        1226.39        3473.28        7.79079        4.35244     
  29101.0        1228.39        3473.34        7.79057        4.35195     
  29201.0        1230.39        3473.40        7.79036        4.35146     
  29301.0        1232.38        3473.47        7.79014        4.35098     
  29401.0        1234.36        3473.70        7.79079        4.35081     
  29501.0        1236.34        3473.78        7.79065        4.35035     
  29601.0        1238.31        3473.86        7.79052        4.34989     
  29701.0        1240.27        3473.94        7.79039        4.34944     
  29801.0        1242.23        3474.02        7.79026        4.34899     
  29901.0        1244.18        3474.10        7.79013        4.34854     
