|6.6.6
mars_ma79_atm_2.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          25
P(bar)         T(K)           Sp             O              Cpx            Cpx            Gt             Gt             Gt             Pl             Pl             ky             qtz            Opx            Ring           Ring           Wus            Wus            C2/c           Wad            st             Aki            NaAl           ca-pv          Pv            
  1001.00        354.527                 NaN   67.7270        21.5558                 NaN            NaN            NaN            NaN  0.897979                 NaN   9.49962       0.319584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1101.00        358.982                 NaN   67.7291        21.5608                 NaN            NaN            NaN            NaN  0.889257                 NaN   9.49924       0.321569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.00        363.425                 NaN   67.7315        21.5954                 NaN            NaN            NaN            NaN  0.840533                 NaN   9.50035       0.332183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1301.00        367.856                 NaN   67.7343        21.5909                 NaN            NaN            NaN            NaN  0.840028                 NaN   9.50614       0.328639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        372.276                 NaN   67.7363        21.6033                 NaN            NaN            NaN            NaN  0.821235                 NaN   9.50647       0.332744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.00        376.685                 NaN   67.7383        21.6156                 NaN            NaN            NaN            NaN  0.802470                 NaN   9.50680       0.336842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.00        381.083                 NaN   67.7402        21.6279                 NaN            NaN            NaN            NaN  0.783884                 NaN   9.50709       0.340918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.00        385.469                 NaN   67.7396        21.6218                 NaN            NaN            NaN            NaN  0.792775                 NaN   9.50701       0.338771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.00        389.844                 NaN   67.7426        21.6450                 NaN            NaN            NaN            NaN  0.758747                 NaN   9.50696       0.346726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1901.00        394.207                 NaN   67.7428        21.6450                 NaN            NaN            NaN            NaN  0.758683                 NaN   9.50688       0.346692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2001.00        398.559                 NaN   67.7430        21.6450                 NaN            NaN            NaN            NaN  0.758619                 NaN   9.50680       0.346658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2101.00        402.900                 NaN   67.0597        21.7425                 NaN            NaN            NaN            NaN  0.628256                 NaN   9.51495                 NaN   1.05460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2201.00        407.230                 NaN   67.0525        21.7572                 NaN            NaN            NaN            NaN  0.606958                 NaN   9.51510                 NaN   1.06821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2301.00        411.548                 NaN   67.0454        21.7718                 NaN            NaN            NaN            NaN  0.585828                 NaN   9.51523                 NaN   1.08172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2401.00        415.856                 NaN   67.0456        21.7718                 NaN            NaN            NaN            NaN  0.585778                 NaN   9.51516                 NaN   1.08169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2501.00        420.152                 NaN   67.0333        21.7980                 NaN            NaN            NaN            NaN  0.545672                 NaN   9.51584                 NaN   1.10715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2601.00        424.437                 NaN   67.0217        21.8231                 NaN            NaN            NaN            NaN  0.508242                 NaN   9.51654                 NaN   1.13043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        428.711                 NaN   66.9996        21.8701                 NaN            NaN            NaN            NaN  0.435505                 NaN   9.51777                 NaN   1.17704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        432.973                 NaN   66.9968        21.8767                 NaN            NaN            NaN            NaN  0.426823                 NaN   9.51804                 NaN   1.18162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        437.225                 NaN   66.9846        21.9030                 NaN            NaN            NaN            NaN  0.387008                 NaN   9.51876                 NaN   1.20666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        441.466                 NaN   66.9725        21.9291                 NaN            NaN            NaN            NaN  0.347703                 NaN   9.51957                 NaN   1.23109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        445.695                 NaN   66.9608        21.9543                 NaN            NaN            NaN            NaN  0.309741                 NaN   9.52029                 NaN   1.25484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3201.00        449.914                 NaN   66.9489        21.9801                 NaN            NaN            NaN            NaN  0.270862                 NaN   9.52108                 NaN   1.27905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3301.00        454.121                 NaN   66.9444        21.9898                 NaN            NaN            NaN            NaN  0.256759                 NaN   9.52124                 NaN   1.28782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        458.318                 NaN   66.9194        22.0434                 NaN            NaN            NaN            NaN  0.175408                 NaN   9.52287                 NaN   1.33893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        462.503                 NaN   66.9447        21.9898                 NaN            NaN            NaN            NaN  0.256716                 NaN   9.52110                 NaN   1.28775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        466.678                 NaN   66.9285        22.0236                 NaN            NaN            NaN            NaN  0.208392                 NaN   9.52180                 NaN   1.31769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        470.842                 NaN   66.8662        22.1589                 NaN            NaN            NaN            NaN            NaN            NaN   9.52671                 NaN   1.44825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        474.994                 NaN   66.8656        22.1602                 NaN            NaN            NaN            NaN            NaN            NaN   9.52660                 NaN   1.44762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        479.136                 NaN   66.8657        22.1601                 NaN            NaN            NaN            NaN            NaN            NaN   9.52653                 NaN   1.44758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        483.267                 NaN   66.8644        22.1642                 NaN            NaN            NaN            NaN            NaN            NaN   9.52617                 NaN   1.44518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        487.388                 NaN   66.8639        22.1667                 NaN            NaN            NaN            NaN            NaN            NaN   9.52584                 NaN   1.44355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        491.497                 NaN   66.8648        22.1627                 NaN            NaN            NaN            NaN            NaN            NaN   9.52625                 NaN   1.44617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        495.596                 NaN   66.8644        22.1644                 NaN            NaN            NaN            NaN            NaN            NaN   9.52606                 NaN   1.44513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        499.683                 NaN   66.8644        22.1642                 NaN            NaN            NaN            NaN            NaN            NaN   9.52607                 NaN   1.44529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        503.761                 NaN   66.8628        22.1712                 NaN            NaN            NaN            NaN            NaN            NaN   9.52528                 NaN   1.44070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        507.827                 NaN   66.8626        22.1723                 NaN            NaN            NaN            NaN            NaN            NaN   9.52515                 NaN   1.44001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        511.883                 NaN   66.8623        22.1734                 NaN            NaN            NaN            NaN            NaN            NaN   9.52500                 NaN   1.43926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        515.927                 NaN   66.8620        22.1745                 NaN            NaN            NaN            NaN            NaN            NaN   9.52487                 NaN   1.43857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        519.962                 NaN   66.8618        22.1767                 NaN            NaN            NaN            NaN            NaN            NaN   9.52459                 NaN   1.43687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        523.985                 NaN   66.8616        22.1778                 NaN            NaN            NaN            NaN            NaN            NaN   9.52445                 NaN   1.43618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        527.998                 NaN   66.8613        22.1784                 NaN            NaN            NaN            NaN            NaN            NaN   9.52437                 NaN   1.43589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        532.001                 NaN   66.8615        22.1781                 NaN            NaN            NaN            NaN            NaN            NaN   9.52436                 NaN   1.43607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        535.993                 NaN   66.8609        22.1805                 NaN            NaN            NaN            NaN            NaN            NaN   9.52411                 NaN   1.43451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        539.974                 NaN   66.8606        22.1820                 NaN            NaN            NaN            NaN            NaN            NaN   9.52393                 NaN   1.43348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        543.945                 NaN   66.8604        22.1822                 NaN            NaN            NaN            NaN            NaN            NaN   9.52390                 NaN   1.43350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        547.905                 NaN   66.8602        22.1832                 NaN            NaN            NaN            NaN            NaN            NaN   9.52378                 NaN   1.43287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        551.854                 NaN   66.8599        22.1841                 NaN            NaN            NaN            NaN            NaN            NaN   9.52367                 NaN   1.43234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        555.794                 NaN   66.8611        22.1773                 NaN            NaN            NaN            NaN            NaN            NaN   9.52468                 NaN   1.43700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        559.722                 NaN   66.8598        22.1845                 NaN            NaN            NaN            NaN            NaN            NaN   9.52359                 NaN   1.43210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        563.641                 NaN   66.8595        22.1857                 NaN            NaN            NaN            NaN            NaN            NaN   9.52345                 NaN   1.43133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        567.548                 NaN   66.8593        22.1869                 NaN            NaN            NaN            NaN            NaN            NaN   9.52331                 NaN   1.43056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        571.446                 NaN   66.8600        22.1819                 NaN            NaN            NaN            NaN            NaN            NaN   9.52416                 NaN   1.43402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        575.333                 NaN   66.8587        22.1892                 NaN            NaN            NaN            NaN            NaN            NaN   9.52303                 NaN   1.42903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        579.210                 NaN   66.8584        22.1904                 NaN            NaN            NaN            NaN            NaN            NaN   9.52290                 NaN   1.42827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        583.076                 NaN   66.8582        22.1916                 NaN            NaN            NaN            NaN            NaN            NaN   9.52276                 NaN   1.42751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        586.932                 NaN   66.8579        22.1927                 NaN            NaN            NaN            NaN            NaN            NaN   9.52263                 NaN   1.42675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        590.778                 NaN   66.8576        22.1939                 NaN            NaN            NaN            NaN            NaN            NaN   9.52249                 NaN   1.42600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        594.613                 NaN   66.8585        22.1886                 NaN            NaN            NaN            NaN            NaN            NaN   9.52342                 NaN   1.42954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        598.438                 NaN   66.8571        22.1964                 NaN            NaN            NaN            NaN            NaN            NaN   9.52219                 NaN   1.42430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        602.253                 NaN   66.8568        22.1976                 NaN            NaN            NaN            NaN            NaN            NaN   9.52206                 NaN   1.42356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        606.058                 NaN   66.8566        22.1985                 NaN            NaN            NaN            NaN            NaN            NaN   9.52197                 NaN   1.42302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        609.853                 NaN   66.8563        22.1996                 NaN            NaN            NaN            NaN            NaN            NaN   9.52184                 NaN   1.42227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        613.637                 NaN   66.8561        22.2005                 NaN            NaN            NaN            NaN            NaN            NaN   9.52174                 NaN   1.42168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        617.411                 NaN   66.8558        22.2017                 NaN            NaN            NaN            NaN            NaN            NaN   9.52161                 NaN   1.42092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        621.175                 NaN   66.8561        22.1997                 NaN            NaN            NaN            NaN            NaN            NaN   9.52211                 NaN   1.42206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        624.929                 NaN   66.8558        22.2010                 NaN            NaN            NaN            NaN            NaN            NaN   9.52195                 NaN   1.42118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        628.673                 NaN   66.8555        22.2026                 NaN            NaN            NaN            NaN            NaN            NaN   9.52175                 NaN   1.42013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        632.407                 NaN   66.8551        22.2043                 NaN            NaN            NaN            NaN            NaN            NaN   9.52153                 NaN   1.41909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        636.130                 NaN   66.8548        22.2059                 NaN            NaN            NaN            NaN            NaN            NaN   9.52131                 NaN   1.41802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        639.844                 NaN   66.8544        22.2076                 NaN            NaN            NaN            NaN            NaN            NaN   9.52107                 NaN   1.41694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        643.548                 NaN   66.8536        22.2105                 NaN            NaN            NaN            NaN            NaN            NaN   9.52065                 NaN   1.41516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        647.241                 NaN   66.8538        22.2105                 NaN            NaN            NaN            NaN            NaN            NaN   9.52061                 NaN   1.41513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        650.925                 NaN   66.3757        22.0804                 NaN   1.34346                 NaN            NaN            NaN            NaN   9.01229                 NaN   1.18812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        654.598                 NaN   66.3758        22.0804                 NaN   1.34346                 NaN            NaN            NaN            NaN   9.01225                 NaN   1.18809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        658.262       0.155717        62.5445        21.0083                 NaN   11.1643                 NaN            NaN            NaN            NaN   5.12717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        661.916       0.155718        62.5445        21.0082                 NaN   11.1644                 NaN            NaN            NaN            NaN   5.12715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        665.560       0.285704        61.5269        20.7635                 NaN   13.2176                 NaN            NaN            NaN            NaN   4.20636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        669.194       0.285705        61.5269        20.7634                 NaN   13.2176                 NaN            NaN            NaN            NaN   4.20634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        672.818       0.285706        61.5270        20.7633                 NaN   13.2177                 NaN            NaN            NaN            NaN   4.20632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        676.432       0.423410        60.4372        20.4944                 NaN   15.4276                 NaN            NaN            NaN            NaN   3.21735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        680.037       0.423412        60.4373        20.4944                 NaN   15.4276                 NaN            NaN            NaN            NaN   3.21734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        683.631       0.568825        59.2743        20.2003                 NaN   17.7979                 NaN            NaN            NaN            NaN   2.15873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        687.216       0.828791        56.9451        19.4793                 NaN   22.7468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        690.792       0.828794        56.9451        19.4792                 NaN   22.7469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        694.357       0.828796        56.9451        19.4792                 NaN   22.7469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        697.913       0.828799        56.9451        19.4791                 NaN   22.7470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        701.458       0.782700        57.0031        19.3347                 NaN   22.8795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        704.995       0.764178        57.0264        19.2736                 NaN   22.9358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        708.521       0.746265        57.0484        19.2161                 NaN   22.9892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        712.038       0.726238        57.0729        19.1516                 NaN   23.0492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        715.546       0.707821        57.0955        19.0925                 NaN   23.1042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        719.043       0.689620        57.1178        19.0342                 NaN   23.1584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        722.531       0.671439        57.1400        18.9760                 NaN   23.2126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        726.010       0.653279        57.1622        18.9178                 NaN   23.2667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        729.479       0.635139        57.1844        18.8597                 NaN   23.3207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        732.938       0.617018        57.2066        18.8017                 NaN   23.3747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        736.388       0.586441        57.2435        18.7032                 NaN   23.4669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        739.829       0.564208        57.2707        18.6314                 NaN   23.5337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        743.260       0.541920        57.2979        18.5595                 NaN   23.6007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        746.681       0.520002        57.3246        18.4888                 NaN   23.6666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        750.093       0.507135        57.3402        18.4491                 NaN   23.7036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        753.496       0.488270        57.3631        18.3889                 NaN   23.7597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        756.889       0.469424        57.3860        18.3288                 NaN   23.8158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        760.273       0.445843        57.4148        18.2523                 NaN   23.8870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        763.648       0.426767        57.4380        18.1914                 NaN   23.9438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        767.013       0.423255        57.4431        18.1798                 NaN   23.9538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        770.369       0.405000        57.4654        18.1214                 NaN   24.0082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        773.715       0.264766        57.6326        17.6664                 NaN   24.4363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
