|6.6.6
mars_s99_ath_3.tab                                                                                  
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          27
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Wus            ca-pv          NaAl           Pv             Aki           
  1.00000        301.774        33.5855                 NaN   100.000                 NaN   8.54893                 NaN            NaN            NaN   20.3496       0.690640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  101.000        309.688        33.5920                 NaN   100.000                 NaN   8.68365                 NaN            NaN            NaN   20.4728       0.744944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  201.000        317.564        33.5917                 NaN   100.000                 NaN   8.70487                 NaN            NaN            NaN   20.4933       0.752288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  301.000        325.401        33.5855                 NaN   100.000                 NaN   8.61862                 NaN            NaN            NaN   20.4153       0.716279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  401.000        333.201        33.5826                 NaN   100.000                 NaN   8.59323                 NaN            NaN            NaN   20.3942       0.704369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  501.000        340.963        33.5717                 NaN   100.000                 NaN   8.43357                 NaN            NaN            NaN   20.2505       0.637459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  601.000        348.688        33.5692                 NaN   100.000                 NaN   8.41802                 NaN            NaN            NaN   20.2373       0.629985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  701.000        356.375        33.5674                 NaN   100.000                 NaN   8.41184                 NaN            NaN            NaN   20.2325       0.626431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  801.000        364.025        33.5651                 NaN   100.000                 NaN   8.39978                 NaN            NaN            NaN   20.2224       0.620428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  901.000        371.637        33.5783                 NaN   100.000                 NaN   8.68522                 NaN            NaN            NaN   20.4881       0.731615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1001.00        379.213        33.5766                 NaN   100.000                 NaN   8.69035                 NaN            NaN            NaN   20.4953       0.731004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1101.00        386.752        33.5734                 NaN   100.000                 NaN   8.69242                 NaN            NaN            NaN   20.4993       0.729451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
