|6.6.6
mars_lf97_ath_3.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          27
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Wus            ca-pv          NaAl           Pv             Aki           
  8001.00        825.851        47.1192                 NaN   100.000                 NaN   37.3913                 NaN            NaN            NaN   27.1043        27.1043        27.1043                 NaN   1.14615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        831.148        47.1763                 NaN   100.000                 NaN   37.5490                 NaN            NaN            NaN   27.1922        27.1922        27.1922                 NaN   1.16726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        836.418        47.1822                 NaN   100.000                 NaN   37.6156                 NaN            NaN            NaN   27.2195        27.2195        27.2195                 NaN   1.15508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        841.661        47.1803                 NaN   100.000                 NaN   37.7496                 NaN            NaN            NaN   27.2604        27.2604        27.2604                 NaN   1.11143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        846.876        47.2261                 NaN   100.000                 NaN   37.8043                 NaN            NaN            NaN   27.3110        27.3110        27.3110                 NaN   1.15201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        852.064        47.0095                 NaN   100.000                 NaN   37.4105                 NaN            NaN            NaN   27.0511        27.0511        27.0511                 NaN   1.01312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        857.224        47.0536                 NaN   100.000                 NaN   37.5601                 NaN            NaN            NaN   27.1279        27.1279        27.1279                 NaN   1.02104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        862.358        47.1301                 NaN   100.000                 NaN   37.7748                 NaN            NaN            NaN   27.2455        27.2455        27.2455                 NaN   1.04810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        867.466        47.2979                 NaN   100.000                 NaN   38.1537                 NaN            NaN            NaN   27.4753        27.4753        27.4753                 NaN   1.13514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        872.546        47.3177                 NaN   100.000                 NaN   38.2538                 NaN            NaN            NaN   27.5216        27.5216        27.5216                 NaN   1.12920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        877.600        47.2184                 NaN   100.000                 NaN   37.9803                 NaN            NaN            NaN   27.3657        27.3657        27.3657                 NaN   1.09465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        882.627        47.3394                 NaN   100.000                 NaN   38.4635                 NaN            NaN            NaN   27.6098        27.6098        27.6098                 NaN   1.09315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        887.628        47.2165                 NaN   100.000                 NaN   37.9799                 NaN            NaN            NaN   27.3651        27.3651        27.3651                 NaN   1.09467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        892.602        47.3822                 NaN   100.000                 NaN   38.6738                 NaN            NaN            NaN   27.7078        27.7078        27.7078                 NaN   1.08197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        897.551        47.4111                 NaN   100.000                 NaN   38.7840                 NaN            NaN            NaN   27.7623        27.7623        27.7623                 NaN   1.08368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        902.473        47.4387                 NaN   100.000                 NaN   38.8946                 NaN            NaN            NaN   27.8166        27.8166        27.8166                 NaN   1.08380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        907.370        47.4656                 NaN   100.000                 NaN   39.0041                 NaN            NaN            NaN   27.8701        27.8701        27.8701                 NaN   1.08337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        912.241        47.4873                 NaN   100.000                 NaN   39.1222                 NaN            NaN            NaN   27.9229        27.9229        27.9229                 NaN   1.07392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        917.086        46.2497                 NaN   100.000                 NaN   35.4679                 NaN            NaN            NaN   25.9109        25.9109        25.9109                 NaN  0.710757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        921.905        47.2509                 NaN   100.000                 NaN   38.5057                 NaN            NaN            NaN   27.5614        27.5614        27.5614                 NaN  0.980486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        926.699        47.2500                 NaN   100.000                 NaN   38.5055                 NaN            NaN            NaN   27.5611        27.5611        27.5611                 NaN  0.980495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        931.467        46.4709                 NaN   100.000                 NaN   38.9481                 NaN   3.32854                 NaN   27.6133        27.6133        27.6133                 NaN   3.32854        0.00000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        936.211        46.4302                 NaN   100.000                 NaN   38.7825                 NaN   3.23248                 NaN   27.5232        27.5232        27.5232                 NaN   3.23248        0.00000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        940.929        46.4294                 NaN   100.000                 NaN   38.7823                 NaN   3.23251                 NaN   27.5230        27.5230        27.5230                 NaN   3.23251        0.00000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
