1 283.5407568235656
101 286.8435473641647
201 290.1406161495354
301 293.4319700612113
401 296.7176159759797
501 299.9975607658833
601 303.2718112982216
701 306.5403744355513
801 309.8032570356885
901 313.0604659517095
1001 316.312008031952
1101 319.5578901200164
1201 322.7981190547671
1301 326.0327016703337
1401 329.2616447961123
1501 332.4849552567664
1601 335.7026398722288
1701 338.9147054577021
1801 342.1211588236606
1901 345.3220067758509
2001 348.5172561152937
2101 351.7069136382848
2201 354.8909861363965
2301 358.0694803964781
2401 361.2424032006584
2501 364.4097613263459
2601 367.5715615462304
2701 370.7278106282845
2801 373.8785153357644
2901 377.0236824272113
3001 380.1633186564527
3101 383.2974307726036
3201 386.4260255200678
3301 389.5491096385391
3401 392.6666898630023
3501 395.7787729237349
3601 398.8853655463081
3701 401.9864744515878
3801 405.0821063557363
3901 408.1722679702132
4001 411.256966001777
4101 414.3362071524856
4201 417.4099981196986
4301 420.4783455960776
4401 423.5412562695879
4501 426.5987368234997
4601 429.6507939363893
4701 432.6974342821404
4801 435.7386645299449
4901 438.7744913443051
5001 441.8049213850338
5101 444.8299613072564
5201 447.8496177614118
5301 450.8638973932536
5401 453.8728068438514
5501 456.8763527495921
5601 459.8745417421811
5701 462.8673804486434
5801 465.8548754913251
5901 468.8370334878944
6001 471.813861051343
6101 474.7853647899874
6201 477.7515513074698
6301 480.7124272027597
6401 483.6679990701549
6501 486.618273499283
6601 489.5632570751023
6701 492.5029563779034
6801 495.4373779833101
6901 498.3665284622807
7001 501.2904143811098
7101 504.2090423014286
7201 507.1224187802068
7301 510.0305503697535
7401 512.933443617719
7501 515.8311050670952
7601 518.7235412562176
7701 521.6107587187657
7801 524.4927639837655
7901 527.3695635755894
8001 530.2411640139582
8101 533.1075718139422
8201 535.9687934859624
8301 538.8248355357919
8401 541.6757044645565
8501 544.521406768737
8601 547.3619489401699
8701 550.1973374660477
8801 553.0275788289221
8901 555.8526795067037
9001 558.6726459726638
9101 561.4874846954353
9201 564.2972021390148
9301 567.1018047627626
9401 569.9012990214051
9501 572.6956913650351
9601 575.4849882391138
9701 578.2691960844713
9801 581.0483213373088
9901 583.8223704291988
10001 586.5913497870871
10101 589.3552658332935
10201 592.1141249855134
10301 594.8679336568189
10401 597.6166982556604
10501 600.3604251858671
10601 603.0991208466488
10701 605.832791632597
10801 608.5614439336862
10901 611.2850841352747
11001 614.0037186181069
11101 616.7173537583133
11201 619.4259959274123
11301 622.1296514923118
11401 624.8283268153098
11501 627.5220282540956
11601 630.2107621617522
11701 632.894534886756
11801 635.5733527729786
11901 638.2472221596888
12001 640.9161493815528
12101 643.5801407686359
12201 646.2392026464037
12301 648.8933413357231
12401 651.5425631528644
12501 654.1868744095011
12601 656.8262814127124
12701 659.460790464984
12801 662.090407864209
12901 664.7151399036899
13001 667.334992872139
13101 669.9499730536802
13201 672.5600867278501
13301 675.1653401695994
13401 677.7657396492934
13501 680.3612914327143
13601 682.9520017810617
13701 685.5378769509542
13801 688.1189231944304
13901 690.6951467589504
14001 693.2665538873966
14101 695.8331508180755
14201 698.3949437847187
14301 700.951939016484
14401 703.5041427379563
14501 706.0515611691503
14601 708.5942005255099
14701 711.1320670179105
14801 713.66516685266
14901 716.1935062315001
15001 718.7170913516076
15101 721.2359284055951
15201 723.7500235815132
15301 726.2593830628507
15401 728.7640130285366
15501 731.2639196529412
15601 733.7591091058769
15701 736.2495875526001
15801 738.7353611538119
15901 741.2164360656594
16001 743.6928184397374
16101 746.164514423089
16201 748.6315301582076
16301 751.0938717830371
16401 753.5515454309742
16501 756.0045572308691
16601 758.4529133070264
16701 760.8966197792074
16801 763.3356827626301
16901 765.7701083679716
17001 768.1999027013683
17101 770.6250718644177
17201 773.0456219541798
17301 775.4615590631777
17401 777.8728892793996
17501 780.2796186862995
17601 782.6817533627984
17701 785.0792993832863
17801 787.4722628176223
17901 789.8606497311368
18001 792.2444661846322
18101 794.6237182343841
18201 796.9984119321434
18301 799.3685533251361
18401 801.7341484560658
18501 804.0952033631143
18601 806.4517240799429
18701 808.8037166356942
18801 811.1511870549922
18901 813.494141357945
19001 815.8325855601441
19101 818.1665256726683
19201 820.4959677020822
19301 822.8209176504392
19401 825.1413815152822
19501 827.4573652896448
19601 829.7688749620526
19701 832.0759165165241
19801 834.3784959325731
19901 836.6766191852082
20001 838.9702922449355
20101 841.2595210777591
20201 843.5443116451827
20301 845.8246699042102
20401 848.1006018073481
20501 850.3721133026054
20601 852.639210333496
20701 854.9018988390391
20801 857.1601847537606
20901 859.4140740076953
21001 861.6635725263864
21101 863.9086862308882
21201 866.1494210377666
21301 868.3857828591009
21401 870.6177776024842
21501 872.8454111710257
21601 875.0686894633509
21701 877.2876183736036
21801 879.5022037914466
21901 881.7124516020635
22001 883.9183676861595
22101 886.1199579199626
22201 888.3172281752254
22301 890.5101843192257
22401 892.698832214768
22501 894.8831777201847
22601 897.0632266893374
22701 899.2389849716184
22801 901.4104584119513
22901 903.5776528507924
23001 905.7405741241329
23101 907.8992280634985
23201 910.0536204959521
23301 912.2037572440943
23401 914.3496441260645
23501 916.4912869555428
23601 918.6286915417509
23701 920.7618636894526
23801 922.8908091989568
23901 925.015533866117
24001 927.1360434823333
24101 929.2523438345537
24201 931.3644407052752
24301 933.4723398725449
24401 935.5760471099615
24501 937.6755681866763
24601 939.7709088673946
24701 941.8620749123772
24801 943.949072077441
24901 946.0319061139604
25001 948.1105827688693
25101 950.1851077846612
25201 952.2554868993914
25301 954.3217258466774
25401 956.3838303557011
25501 958.441806151209
25601 960.4956589535145
