|6.6.6
mars_kc08_3.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           O              Opx            Cpx            an             Sp             Gt             Wad            Ring           Pv             ca-pv          Wus           
  1501.00        1252.23        100.000        41.5487        3.53754        10.1952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.00        1253.04        100.000        41.5638        3.57067        10.1825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.00        1253.85        100.000        41.5788        3.60381        10.1698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.00        1254.66        100.000        41.5939        3.63695        10.1571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1901.00        1255.46        100.000        41.6090        3.67009        10.1445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2001.00        1256.27        100.000        41.6241        3.70324        10.1318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2101.00        1257.08        100.000        41.6392        3.73640        10.1191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2201.00        1257.89        100.000        41.6543        3.76956        10.1064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2301.00        1258.69        100.000        41.6693        3.80273        10.0938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2401.00        1259.50        100.000        41.6845        3.83590        10.0811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2501.00        1260.31        100.000        41.6996        3.86908        10.0684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2601.00        1261.12        100.000        41.7147        3.90227        10.0557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        1261.92        100.000        41.7298        3.93546        10.0431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        1262.73        100.000        41.7449        3.96865        10.0304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        1263.54        100.000        41.8061        4.10118        9.98580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        1264.35        100.000        41.8147        4.12031        9.97767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        1265.15        100.000        41.8234        4.13945        9.96954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3201.00        1265.96        100.000        41.8320        4.15859        9.96142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3301.00        1266.77        100.000        41.8406        4.17773        9.95330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        1267.57        100.000        41.8492        4.19688        9.94518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        1268.38        100.000        41.8579        4.21603        9.93706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        1269.19        100.000        41.8665        4.23518        9.92894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        1269.99        100.000        42.3151        5.17004        9.57856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        1270.80        100.000        42.3143        5.17007        9.57841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        1271.61        100.000        42.3135        5.17009        9.57826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        1272.41        100.000        42.3128        5.17011        9.57811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        1273.22        100.000        42.0392        4.60987        9.79879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        1274.02        100.000        42.0740        4.68550        9.77256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        1274.83        100.000        42.1089        4.76115        9.74634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        1275.64        100.000        42.1438        4.83682        9.72011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        1276.44        100.000        42.1788        4.91252        9.69388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        1277.25        100.000        42.2137        4.98823        9.66766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        1278.05        100.000        42.2486        5.06397        9.64143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        1278.86        100.000        42.3067        5.17030        9.57692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        1279.67        100.000        42.3060        5.17033        9.57677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        1280.47        100.000        42.3052        5.17035        9.57663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        1281.28        100.000        42.2414        5.05016        9.63820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        1282.08        100.000        42.2665        5.10472        9.61880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        1282.89        100.000        42.2916        5.15929        9.59939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        1283.69        100.000        42.3168        5.21387        9.57998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        1284.50        100.000        42.3419        5.26846        9.56058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        1285.30        100.000        42.3671        5.32306        9.54118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        1286.11        100.000        42.3923        5.37767        9.52178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        1286.91        100.000        42.4175        5.43230        9.50238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        1287.72        100.000        42.4427        5.48694        9.48299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        1288.52        100.000        42.4679        5.54158        9.46360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        1289.33        100.000        42.5338        5.68398        9.41611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        1290.13        100.000        42.5539        5.72758        9.40027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        1290.94        100.000        42.5740        5.77120        9.38443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        1291.74        100.000        42.5941        5.81482        9.36859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        1292.54        100.000        42.6142        5.85845        9.35275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        1293.35        100.000        42.6343        5.90208        9.33692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        1294.15        100.000        42.6544        5.94573        9.32108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        1294.96        100.000        42.6746        5.98939        9.30525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        1295.76        100.000        42.6947        6.03305        9.28942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        1296.56        100.000        42.7148        6.07673        9.27359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        1297.37        100.000        42.7350        6.12041        9.25776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        1298.17        100.000        42.7552        6.16411        9.24194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        1298.97        100.000        42.7753        6.20781        9.22611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        1299.78        100.000        42.7955        6.25152        9.21029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        1300.58        100.000        42.7188        6.08704        9.26100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        1301.38        100.000        42.7579        6.17132        9.23222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        1302.19        100.000        42.7969        6.25563        9.20343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        1302.99        100.000        42.8360        6.33998        9.17464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        1303.79        100.000        42.8751        6.42436        9.14584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        1304.59        100.000        42.9143        6.50877        9.11704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        1305.40        100.000        42.9187        6.51959        9.11330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        1306.20        100.000        42.9180        6.51961        9.11323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        1307.00        100.000        42.9173        6.51964        9.11315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        1307.80        100.000        42.9166        6.51966        9.11308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        1308.61        100.000        44.6825        9.15619        9.15619       0.774848                 NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        1309.41        100.000        44.6819        9.15624        9.15624       0.774875                 NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        1310.21        100.000        44.6813        9.15629        9.15629       0.774902                 NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        1311.01        100.000        44.6807        9.15635        9.15635       0.774929                 NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        1311.81        100.000        44.6763        9.15336        9.15336       0.771552                 NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        1312.61        100.000        44.6713        9.14992        9.14992       0.767626                 NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        1313.41        100.000        44.6664        9.14646        9.14646       0.763696                 NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        1314.22        100.000        44.6614        9.14300        9.14300       0.759766                 NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        1315.02        100.000        44.6564        9.13954        9.13954       0.755835                 NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        1315.82        100.000        44.6514        9.13608        9.13608       0.751905                 NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        1316.62        100.000        44.6464        9.13262        9.13262       0.747973                 NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        1317.42        100.000        44.6415        9.12916        9.12916       0.744042                 NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        1318.22        100.000        44.6365        9.12570        9.12570       0.740110                 NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        1319.02        100.000        44.6315        9.12224        9.12224       0.736178                 NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        1319.82        100.000        44.6265        9.11878        9.11878       0.732246                 NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        1320.62        100.000        44.6215        9.11531        9.11531       0.728313                 NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        1321.42        100.000        44.6166        9.11178        9.11178       0.724366                 NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        1322.22        100.000        44.6116        9.10831        9.10831       0.720432                 NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        1323.02        100.000        44.6066        9.10485        9.10485       0.716498                 NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        1323.82        100.000        44.6016        9.10138        9.10138       0.712564                 NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        1324.62        100.000        44.5967        9.09791        9.09791       0.708629                 NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        1325.42        100.000        44.5917        9.09445        9.09445       0.704694                 NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        1326.22        100.000        44.5867        9.09098        9.09098       0.700759                 NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        1327.02        100.000        44.5817        9.08754        9.08754       0.696828                 NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        1327.81        100.000        44.5768        9.08405        9.08405       0.692888                 NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        1328.61        100.000        44.5718        9.08058        9.08058       0.688952                 NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        1329.41        100.000        44.5668        9.07711        9.07711       0.685016                 NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        1330.21        100.000        44.5619        9.07364        9.07364       0.681079                 NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        1331.01        100.000        44.5569        9.07018        9.07018       0.677145                 NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        1331.81        100.000        44.5519        9.06675        9.06675       0.673215                 NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        1332.60        100.000        44.5470        9.06332        9.06332       0.669285                 NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        1333.40        100.000        44.5420        9.05984        9.05984       0.665346                 NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        1334.20        100.000        44.5371        9.05639        9.05639       0.661413                 NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        1335.00        100.000        44.5321        9.05287        9.05287       0.657464                 NaN            NaN            NaN            NaN            NaN            NaN
  11901.0        1335.79        100.000        44.5271        9.04941        9.04941       0.653528                 NaN            NaN            NaN            NaN            NaN            NaN
  12001.0        1336.59        100.000        44.5222        9.04595        9.04595       0.649591                 NaN            NaN            NaN            NaN            NaN            NaN
  12101.0        1337.39        100.000        44.5172        9.04249        9.04249       0.645654                 NaN            NaN            NaN            NaN            NaN            NaN
  12201.0        1338.18        100.000        44.5123        9.03906        9.03906       0.641724                 NaN            NaN            NaN            NaN            NaN            NaN
  12301.0        1338.98        100.000        44.5073        9.03556        9.03556       0.637779                 NaN            NaN            NaN            NaN            NaN            NaN
  12401.0        1339.78        100.000        44.5023        9.03210        9.03210       0.633841                 NaN            NaN            NaN            NaN            NaN            NaN
  12501.0        1340.57        100.000        44.4974        9.02864        9.02864       0.629903                 NaN            NaN            NaN            NaN            NaN            NaN
  12601.0        1341.37        100.000        44.4924        9.02517        9.02517       0.625964                 NaN            NaN            NaN            NaN            NaN            NaN
  12701.0        1342.17        100.000        44.4875        9.02171        9.02171       0.622025                 NaN            NaN            NaN            NaN            NaN            NaN
  12801.0        1342.96        100.000        44.4825        9.01824        9.01824       0.618086                 NaN            NaN            NaN            NaN            NaN            NaN
  12901.0        1343.76        100.000        44.4811        9.01757        9.01757       0.617297                 NaN            NaN            NaN            NaN            NaN            NaN
  13001.0        1344.55        100.000        44.4805        9.01761        9.01761       0.617318                 NaN            NaN            NaN            NaN            NaN            NaN
  13101.0        1345.35        100.000        44.4799        9.01766        9.01766       0.617339                 NaN            NaN            NaN            NaN            NaN            NaN
  13201.0        1346.14        100.000        44.4793        9.01770        9.01770       0.617360                 NaN            NaN            NaN            NaN            NaN            NaN
  13301.0        1346.94        100.000        43.6922        10.3140        10.3140        2.50942        2.50942                 NaN            NaN            NaN            NaN            NaN
  13401.0        1347.73        100.000        43.6917        10.3141        10.3141        2.50949        2.50949                 NaN            NaN            NaN            NaN            NaN
  13501.0        1348.53        100.000        43.6911        10.3142        10.3142        2.50956        2.50956                 NaN            NaN            NaN            NaN            NaN
  13601.0        1349.32        100.000        43.6906        10.3142        10.3142        2.50963        2.50963                 NaN            NaN            NaN            NaN            NaN
  13701.0        1350.12        100.000        43.6881        10.3486        10.3486        2.55612        2.55612                 NaN            NaN            NaN            NaN            NaN
  13801.0        1350.91        100.000        43.6850        10.3925        10.3925        2.61552        2.61552                 NaN            NaN            NaN            NaN            NaN
  13901.0        1351.71        100.000        43.6819        10.4364        10.4364        2.67492        2.67492                 NaN            NaN            NaN            NaN            NaN
  14001.0        1352.50        100.000        43.6798        10.4650        10.4650        2.71296        2.71296                 NaN            NaN            NaN            NaN            NaN
  14101.0        1353.29        100.000        43.6758        10.5243        10.5243        2.79376        2.79376                 NaN            NaN            NaN            NaN            NaN
  14201.0        1354.09        100.000        43.6727        10.5682        10.5682        2.85319        2.85319                 NaN            NaN            NaN            NaN            NaN
  14301.0        1354.88        100.000        43.6697        10.6122        10.6122        2.91263        2.91263                 NaN            NaN            NaN            NaN            NaN
  14401.0        1355.67        100.000        43.6666        10.6561        10.6561        2.97208        2.97208                 NaN            NaN            NaN            NaN            NaN
  14501.0        1356.47        100.000        43.6649        10.6782        10.6782        3.00116        3.00116                 NaN            NaN            NaN            NaN            NaN
  14601.0        1357.26        100.000        43.6619        10.7205        10.7205        3.05829        3.05829                 NaN            NaN            NaN            NaN            NaN
  14701.0        1358.05        100.000        43.6598        10.7490        10.7490        3.09618        3.09618                 NaN            NaN            NaN            NaN            NaN
  14801.0        1358.85        100.000        43.6568        10.7919        10.7919        3.15417        3.15417                 NaN            NaN            NaN            NaN            NaN
  14901.0        1359.64        100.000        43.6535        10.8408        10.8408        3.22057        3.22057                 NaN            NaN            NaN            NaN            NaN
  15001.0        1360.43        100.000        43.6506        10.8812        10.8812        3.27508        3.27508                 NaN            NaN            NaN            NaN            NaN
  15101.0        1361.22        100.000        43.6478        10.9216        10.9216        3.32960        3.32960                 NaN            NaN            NaN            NaN            NaN
  15201.0        1362.01        100.000        43.6453        10.9575        10.9575        3.37781        3.37781                 NaN            NaN            NaN            NaN            NaN
  15301.0        1362.81        100.000        43.6429        10.9904        10.9904        3.42184        3.42184                 NaN            NaN            NaN            NaN            NaN
  15401.0        1363.60        100.000        43.6401        11.0298        11.0298        3.47498        3.47498                 NaN            NaN            NaN            NaN            NaN
  15501.0        1364.39        100.000        43.6376        11.0652        11.0652        3.52252        3.52252                 NaN            NaN            NaN            NaN            NaN
  15601.0        1365.18        100.000        43.6344        11.1122        11.1122        3.58617        3.58617                 NaN            NaN            NaN            NaN            NaN
  15701.0        1365.97        100.000        43.6318        11.1501        11.1501        3.63723        3.63723                 NaN            NaN            NaN            NaN            NaN
  15801.0        1366.76        100.000        43.6291        11.1880        11.1880        3.68829        3.68829                 NaN            NaN            NaN            NaN            NaN
  15901.0        1367.55        100.000        43.6265        11.2260        11.2260        3.73936        3.73936                 NaN            NaN            NaN            NaN            NaN
  16001.0        1368.34        100.000        43.6238        11.2639        11.2639        3.79043        3.79043                 NaN            NaN            NaN            NaN            NaN
  16101.0        1369.13        100.000        43.6253        11.2317        11.2317        3.74460        3.74460                 NaN            NaN            NaN            NaN            NaN
  16201.0        1369.92        100.000        43.6231        11.2624        11.2624        3.78559        3.78559                 NaN            NaN            NaN            NaN            NaN
  16301.0        1370.71        100.000        43.6208        11.2931        11.2931        3.82660        3.82660                 NaN            NaN            NaN            NaN            NaN
  16401.0        1371.50        100.000        43.6186        11.3237        11.3237        3.86761        3.86761                 NaN            NaN            NaN            NaN            NaN
  16501.0        1372.29        100.000        43.6147        11.3830        11.3830        3.94819        3.94819                 NaN            NaN            NaN            NaN            NaN
  16601.0        1373.08        100.000        43.6110        11.4407        11.4407        4.02660        4.02660                 NaN            NaN            NaN            NaN            NaN
  16701.0        1373.87        100.000        43.6089        11.4698        11.4698        4.06545        4.06545                 NaN            NaN            NaN            NaN            NaN
  16801.0        1374.66        100.000        43.6067        11.4989        11.4989        4.10431        4.10431                 NaN            NaN            NaN            NaN            NaN
  16901.0        1375.45        100.000        43.6046        11.5280        11.5280        4.14317        4.14317                 NaN            NaN            NaN            NaN            NaN
  17001.0        1376.23        100.000        43.6025        11.5571        11.5571        4.18204        4.18204                 NaN            NaN            NaN            NaN            NaN
  17101.0        1377.02        100.000        43.6004        11.5862        11.5862        4.22091        4.22091                 NaN            NaN            NaN            NaN            NaN
  17201.0        1377.81        100.000        43.5983        11.6154        11.6154        4.25978        4.25978                 NaN            NaN            NaN            NaN            NaN
  17301.0        1378.60        100.000        43.5962        11.6445        11.6445        4.29866        4.29866                 NaN            NaN            NaN            NaN            NaN
  17401.0        1379.39        100.000        43.5941        11.6736        11.6736        4.33755        4.33755                 NaN            NaN            NaN            NaN            NaN
  17501.0        1380.17        100.000        43.5920        11.7027        11.7027        4.37643        4.37643                 NaN            NaN            NaN            NaN            NaN
  17601.0        1380.96        100.000        43.5900        11.7319        11.7319        4.41532        4.41532                 NaN            NaN            NaN            NaN            NaN
  17701.0        1381.75        100.000        43.5879        11.7610        11.7610        4.45422        4.45422                 NaN            NaN            NaN            NaN            NaN
  17801.0        1382.53        100.000        43.5858        11.7902        11.7902        4.49312        4.49312                 NaN            NaN            NaN            NaN            NaN
  17901.0        1383.32        100.000        43.5837        11.8193        11.8193        4.53202        4.53202                 NaN            NaN            NaN            NaN            NaN
  18001.0        1384.11        100.000        43.5816        11.8484        11.8484        4.57093        4.57093                 NaN            NaN            NaN            NaN            NaN
  18101.0        1384.89        100.000        43.5795        11.8776        11.8776        4.60984        4.60984                 NaN            NaN            NaN            NaN            NaN
  18201.0        1385.68        100.000        43.5775        11.9067        11.9067        4.64876        4.64876                 NaN            NaN            NaN            NaN            NaN
  18301.0        1386.46        100.000        43.5754        11.9359        11.9359        4.68768        4.68768                 NaN            NaN            NaN            NaN            NaN
  18401.0        1387.25        100.000        43.5733        11.9651        11.9651        4.72660        4.72660                 NaN            NaN            NaN            NaN            NaN
  18501.0        1388.04        100.000        43.5712        11.9942        11.9942        4.76553        4.76553                 NaN            NaN            NaN            NaN            NaN
  18601.0        1388.82        100.000        43.5692        12.0234        12.0234        4.80446        4.80446                 NaN            NaN            NaN            NaN            NaN
  18701.0        1389.61        100.000        43.5671        12.0526        12.0526        4.84340        4.84340                 NaN            NaN            NaN            NaN            NaN
  18801.0        1390.39        100.000        43.5650        12.0817        12.0817        4.88234        4.88234                 NaN            NaN            NaN            NaN            NaN
  18901.0        1391.17        100.000        43.5630        12.1109        12.1109        4.92129        4.92129                 NaN            NaN            NaN            NaN            NaN
  19001.0        1391.96        100.000        43.5609        12.1401        12.1401        4.96024        4.96024                 NaN            NaN            NaN            NaN            NaN
  19101.0        1392.74        100.000        43.5589        12.1693        12.1693        4.99919        4.99919                 NaN            NaN            NaN            NaN            NaN
  19201.0        1393.53        100.000        43.5568        12.1985        12.1985        5.03815        5.03815                 NaN            NaN            NaN            NaN            NaN
  19301.0        1394.31        100.000        43.5556        12.2130        12.2130        5.05719        5.05719                 NaN            NaN            NaN            NaN            NaN
  19401.0        1395.09        100.000        43.5555        12.2076        12.2076        5.05032        5.05032                 NaN            NaN            NaN            NaN            NaN
  19501.0        1395.88        100.000        43.5550        12.2078        12.2078        5.05046        5.05046                 NaN            NaN            NaN            NaN            NaN
  19601.0        1396.66        100.000        43.5513        12.2675        12.2675        5.12916        5.12916                 NaN            NaN            NaN            NaN            NaN
  19701.0        1397.44        100.000        43.5525        12.2387        12.2387        5.08932        5.08932                 NaN            NaN            NaN            NaN            NaN
  19801.0        1398.22        100.000        43.5516        12.2488        12.2488        5.10232        5.10232                 NaN            NaN            NaN            NaN            NaN
  19901.0        1399.01        100.000        43.5506        12.2589        12.2589        5.11533        5.11533                 NaN            NaN            NaN            NaN            NaN
  20001.0        1399.79        100.000        43.5496        12.2690        12.2690        5.12834        5.12834                 NaN            NaN            NaN            NaN            NaN
  20101.0        1400.57        100.000        43.5487        12.2791        12.2791        5.14135        5.14135                 NaN            NaN            NaN            NaN            NaN
  20201.0        1401.35        100.000        43.5477        12.2892        12.2892        5.15437        5.15437                 NaN            NaN            NaN            NaN            NaN
  20301.0        1402.13        100.000        43.5467        12.2993        12.2993        5.16739        5.16739                 NaN            NaN            NaN            NaN            NaN
  20401.0        1402.91        100.000        43.5458        12.3094        12.3094        5.18041        5.18041                 NaN            NaN            NaN            NaN            NaN
  20501.0        1403.70        100.000        43.5448        12.3195        12.3195        5.19344        5.19344                 NaN            NaN            NaN            NaN            NaN
  20601.0        1404.48        100.000        43.5438        12.3296        12.3296        5.20648        5.20648                 NaN            NaN            NaN            NaN            NaN
  20701.0        1405.26        100.000        43.5429        12.3397        12.3397        5.21951        5.21951                 NaN            NaN            NaN            NaN            NaN
  20801.0        1406.04        100.000        43.5419        12.3499        12.3499        5.23256        5.23256                 NaN            NaN            NaN            NaN            NaN
  20901.0        1406.82        100.000        43.5410        12.3600        12.3600        5.24560        5.24560                 NaN            NaN            NaN            NaN            NaN
  21001.0        1407.60        100.000        43.5353        12.4540        12.4540        5.37265        5.37265                 NaN            NaN            NaN            NaN            NaN
  21101.0        1408.38        100.000        43.5341        12.4684        12.4684        5.39152        5.39152                 NaN            NaN            NaN            NaN            NaN
  21201.0        1409.16        100.000        43.5330        12.4828        12.4828        5.41040        5.41040                 NaN            NaN            NaN            NaN            NaN
  21301.0        1409.93        100.000        43.5264        12.5940        12.5940        5.56075        5.56075                 NaN            NaN            NaN            NaN            NaN
  21401.0        1410.71        100.000        43.5250        12.6127        12.6127        5.58544        5.58544                 NaN            NaN            NaN            NaN            NaN
  21501.0        1411.49        100.000        43.5235        12.6314        12.6314        5.61014        5.61014                 NaN            NaN            NaN            NaN            NaN
  21601.0        1412.27        100.000        43.5221        12.6501        12.6501        5.63485        5.63485                 NaN            NaN            NaN            NaN            NaN
  21701.0        1413.05        100.000        43.5207        12.6688        12.6688        5.65955        5.65955                 NaN            NaN            NaN            NaN            NaN
  21801.0        1413.83        100.000        43.5193        12.6875        12.6875        5.68426        5.68426                 NaN            NaN            NaN            NaN            NaN
  21901.0        1414.60        100.000        43.5179        12.7062        12.7062        5.70896        5.70896                 NaN            NaN            NaN            NaN            NaN
  22001.0        1415.38        100.000        43.5165        12.7249        12.7249        5.73367        5.73367                 NaN            NaN            NaN            NaN            NaN
  22101.0        1416.16        100.000        43.5151        12.7436        12.7436        5.75839        5.75839                 NaN            NaN            NaN            NaN            NaN
  22201.0        1416.93        100.000        43.5137        12.7623        12.7623        5.78310        5.78310                 NaN            NaN            NaN            NaN            NaN
  22301.0        1417.71        100.000        43.5122        12.7810        12.7810        5.80782        5.80782                 NaN            NaN            NaN            NaN            NaN
  22401.0        1418.49        100.000        43.5108        12.7997        12.7997        5.83253        5.83253                 NaN            NaN            NaN            NaN            NaN
  22501.0        1419.26        100.000        43.5094        12.8184        12.8184        5.85725        5.85725                 NaN            NaN            NaN            NaN            NaN
  22601.0        1420.04        100.000        43.5080        12.8372        12.8372        5.88198        5.88198                 NaN            NaN            NaN            NaN            NaN
  22701.0        1420.82        100.000        43.5066        12.8559        12.8559        5.90670        5.90670                 NaN            NaN            NaN            NaN            NaN
  22801.0        1421.59        100.000        43.5052        12.8746        12.8746        5.93142        5.93142                 NaN            NaN            NaN            NaN            NaN
