|6.6.6
mars_kc08_3.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           O              Opx            Cpx            an             Sp             Gt             Wad            Ring           Pv             ca-pv          Wus           
  35201.0        1515.58        100.000        43.3869        14.3620        14.3620        7.90603        7.90603                 NaN            NaN            NaN            NaN            NaN
  35301.0        1516.31        100.000        43.3863        14.3693        14.3693        7.91601        7.91601                 NaN            NaN            NaN            NaN            NaN
  35401.0        1517.05        100.000        43.3856        14.3767        14.3767        7.92599        7.92599                 NaN            NaN            NaN            NaN            NaN
  35501.0        1517.79        100.000        43.3850        14.3840        14.3840        7.93597        7.93597                 NaN            NaN            NaN            NaN            NaN
  35601.0        1518.53        100.000        43.3843        14.3914        14.3914        7.94596        7.94596                 NaN            NaN            NaN            NaN            NaN
  35701.0        1519.26        100.000        43.3837        14.3987        14.3987        7.95594        7.95594                 NaN            NaN            NaN            NaN            NaN
  35801.0        1520.00        100.000        43.3830        14.4061        14.4061        7.96592        7.96592                 NaN            NaN            NaN            NaN            NaN
  35901.0        1520.74        100.000        43.3824        14.4134        14.4134        7.97591        7.97591                 NaN            NaN            NaN            NaN            NaN
  36001.0        1521.47        100.000        43.3818        14.4208        14.4208        7.98589        7.98589                 NaN            NaN            NaN            NaN            NaN
  36101.0        1522.21        100.000        43.3811        14.4282        14.4282        7.99588        7.99588                 NaN            NaN            NaN            NaN            NaN
  36201.0        1522.94        100.000        43.3805        14.4355        14.4355        8.00586        8.00586                 NaN            NaN            NaN            NaN            NaN
  36301.0        1523.68        100.000        43.3798        14.4429        14.4429        8.01585        8.01585                 NaN            NaN            NaN            NaN            NaN
  36401.0        1524.41        100.000        43.3792        14.4502        14.4502        8.02583        8.02583                 NaN            NaN            NaN            NaN            NaN
  36501.0        1525.15        100.000        43.3785        14.4576        14.4576        8.03582        8.03582                 NaN            NaN            NaN            NaN            NaN
  36601.0        1525.88        100.000        43.3779        14.4649        14.4649        8.04580        8.04580                 NaN            NaN            NaN            NaN            NaN
  36701.0        1526.62        100.000        43.3773        14.4723        14.4723        8.05579        8.05579                 NaN            NaN            NaN            NaN            NaN
  36801.0        1527.35        100.000        43.3766        14.4797        14.4797        8.06578        8.06578                 NaN            NaN            NaN            NaN            NaN
  36901.0        1528.08        100.000        43.3760        14.4870        14.4870        8.07577        8.07577                 NaN            NaN            NaN            NaN            NaN
  37001.0        1528.82        100.000        43.3754        14.4944        14.4944        8.08575        8.08575                 NaN            NaN            NaN            NaN            NaN
  37101.0        1529.55        100.000        43.3747        14.5017        14.5017        8.09574        8.09574                 NaN            NaN            NaN            NaN            NaN
  37201.0        1530.28        100.000        43.3741        14.5091        14.5091        8.10573        8.10573                 NaN            NaN            NaN            NaN            NaN
  37301.0        1531.01        100.000        43.3735        14.5164        14.5164        8.11572        8.11572                 NaN            NaN            NaN            NaN            NaN
  37401.0        1531.74        100.000        43.3728        14.5238        14.5238        8.12571        8.12571                 NaN            NaN            NaN            NaN            NaN
  37501.0        1532.47        100.000        43.3722        14.5312        14.5312        8.13570        8.13570                 NaN            NaN            NaN            NaN            NaN
  37601.0        1533.20        100.000        43.3716        14.5385        14.5385        8.14569        8.14569                 NaN            NaN            NaN            NaN            NaN
  37701.0        1533.93        100.000        43.3709        14.5459        14.5459        8.15568        8.15568                 NaN            NaN            NaN            NaN            NaN
  37801.0        1534.66        100.000        43.3703        14.5532        14.5532        8.16567        8.16567                 NaN            NaN            NaN            NaN            NaN
  37901.0        1535.39        100.000        43.3697        14.5606        14.5606        8.17567        8.17567                 NaN            NaN            NaN            NaN            NaN
  38001.0        1536.12        100.000        43.3691        14.5680        14.5680        8.18566        8.18566                 NaN            NaN            NaN            NaN            NaN
  38101.0        1536.85        100.000        43.3684        14.5753        14.5753        8.19565        8.19565                 NaN            NaN            NaN            NaN            NaN
  38201.0        1537.58        100.000        43.3678        14.5827        14.5827        8.20564        8.20564                 NaN            NaN            NaN            NaN            NaN
  38301.0        1538.31        100.000        43.3672        14.5901        14.5901        8.21564        8.21564                 NaN            NaN            NaN            NaN            NaN
  38401.0        1539.03        100.000        43.3666        14.5974        14.5974        8.22563        8.22563                 NaN            NaN            NaN            NaN            NaN
  38501.0        1539.76        100.000        43.3803        14.2846        14.2846        7.85097        7.85097                 NaN            NaN            NaN            NaN            NaN
  38601.0        1540.49        100.000        43.3797        14.2914        14.2914        7.86045        7.86045                 NaN            NaN            NaN            NaN            NaN
  38701.0        1541.21        100.000        43.3791        14.2983        14.2983        7.86994        7.86994                 NaN            NaN            NaN            NaN            NaN
  38801.0        1541.94        100.000        43.3785        14.3051        14.3051        7.87942        7.87942                 NaN            NaN            NaN            NaN            NaN
  38901.0        1542.67        100.000        43.3640        14.6211        14.6211        8.26026        8.26026                 NaN            NaN            NaN            NaN            NaN
  39001.0        1543.39        100.000        43.3635        14.6254        14.6254        8.26676        8.26676                 NaN            NaN            NaN            NaN            NaN
  39101.0        1544.12        100.000        43.3630        14.6298        14.6298        8.27326        8.27326                 NaN            NaN            NaN            NaN            NaN
  39201.0        1544.84        100.000        43.3626        14.6341        14.6341        8.27976        8.27976                 NaN            NaN            NaN            NaN            NaN
  39301.0        1545.57        100.000        43.3621        14.6385        14.6385        8.28626        8.28626                 NaN            NaN            NaN            NaN            NaN
  39401.0        1546.29        100.000        43.3616        14.6429        14.6429        8.29276        8.29276                 NaN            NaN            NaN            NaN            NaN
  39501.0        1547.01        100.000        43.3611        14.6472        14.6472        8.29925        8.29925                 NaN            NaN            NaN            NaN            NaN
  39601.0        1547.74        100.000        43.3606        14.6516        14.6516        8.30575        8.30575                 NaN            NaN            NaN            NaN            NaN
  39701.0        1548.46        100.000        43.3601        14.6559        14.6559        8.31225        8.31225                 NaN            NaN            NaN            NaN            NaN
  39801.0        1549.18        100.000        43.3597        14.6603        14.6603        8.31875        8.31875                 NaN            NaN            NaN            NaN            NaN
  39901.0        1549.90        100.000        43.3592        14.6647        14.6647        8.32525        8.32525                 NaN            NaN            NaN            NaN            NaN
  40001.0        1550.63        100.000        43.3587        14.6690        14.6690        8.33175        8.33175                 NaN            NaN            NaN            NaN            NaN
  40101.0        1551.35        100.000        43.3582        14.6734        14.6734        8.33825        8.33825                 NaN            NaN            NaN            NaN            NaN
  40201.0        1552.07        100.000        43.3577        14.6777        14.6777        8.34475        8.34475                 NaN            NaN            NaN            NaN            NaN
  40301.0        1552.79        100.000        43.3573        14.6821        14.6821        8.35125        8.35125                 NaN            NaN            NaN            NaN            NaN
  40401.0        1553.51        100.000        43.3568        14.6865        14.6865        8.35775        8.35775                 NaN            NaN            NaN            NaN            NaN
  40501.0        1554.23        100.000        43.3563        14.6908        14.6908        8.36425        8.36425                 NaN            NaN            NaN            NaN            NaN
  40601.0        1554.95        100.000        43.3558        14.6952        14.6952        8.37075        8.37075                 NaN            NaN            NaN            NaN            NaN
  40701.0        1555.67        100.000        43.3553        14.6995        14.6995        8.37725        8.37725                 NaN            NaN            NaN            NaN            NaN
  40801.0        1556.39        100.000        43.3549        14.7039        14.7039        8.38376        8.38376                 NaN            NaN            NaN            NaN            NaN
  40901.0        1557.10        100.000        43.3544        14.7083        14.7083        8.39026        8.39026                 NaN            NaN            NaN            NaN            NaN
  41001.0        1557.82        100.000        43.3539        14.7126        14.7126        8.39676        8.39676                 NaN            NaN            NaN            NaN            NaN
  41101.0        1558.54        100.000        43.3534        14.7170        14.7170        8.40326        8.40326                 NaN            NaN            NaN            NaN            NaN
  41201.0        1559.26        100.000        43.3530        14.7214        14.7214        8.40976        8.40976                 NaN            NaN            NaN            NaN            NaN
  41301.0        1559.97        100.000        43.3568        14.6257        14.6257        8.29981        8.29981                 NaN            NaN            NaN            NaN            NaN
  41401.0        1560.69        100.000        43.3563        14.6310        14.6310        8.30748        8.30748                 NaN            NaN            NaN            NaN            NaN
  41501.0        1561.41        100.000        43.3558        14.6364        14.6364        8.31514        8.31514                 NaN            NaN            NaN            NaN            NaN
  41601.0        1562.12        100.000        43.3553        14.6417        14.6417        8.32281        8.32281                 NaN            NaN            NaN            NaN            NaN
  41701.0        1562.84        100.000        43.3547        14.6471        14.6471        8.33048        8.33048                 NaN            NaN            NaN            NaN            NaN
  41801.0        1563.55        100.000        43.3542        14.6525        14.6525        8.33814        8.33814                 NaN            NaN            NaN            NaN            NaN
  41901.0        1564.27        100.000        43.3537        14.6578        14.6578        8.34581        8.34581                 NaN            NaN            NaN            NaN            NaN
  42001.0        1564.98        100.000        43.3532        14.6632        14.6632        8.35348        8.35348                 NaN            NaN            NaN            NaN            NaN
  42101.0        1565.69        100.000        43.3527        14.6686        14.6686        8.36115        8.36115                 NaN            NaN            NaN            NaN            NaN
  42201.0        1566.41        100.000        43.3522        14.6739        14.6739        8.36881        8.36881                 NaN            NaN            NaN            NaN            NaN
  42301.0        1567.12        100.000        43.3517        14.6793        14.6793        8.37648        8.37648                 NaN            NaN            NaN            NaN            NaN
  42401.0        1567.83        100.000        43.3512        14.6847        14.6847        8.38415        8.38415                 NaN            NaN            NaN            NaN            NaN
  42501.0        1568.55        100.000        43.3507        14.6900        14.6900        8.39182        8.39182                 NaN            NaN            NaN            NaN            NaN
  42601.0        1569.26        100.000        43.3501        14.6954        14.6954        8.39949        8.39949                 NaN            NaN            NaN            NaN            NaN
  42701.0        1569.97        100.000        43.3496        14.7008        14.7008        8.40716        8.40716                 NaN            NaN            NaN            NaN            NaN
  42801.0        1570.68        100.000        43.3491        14.7061        14.7061        8.41483        8.41483                 NaN            NaN            NaN            NaN            NaN
  42901.0        1571.39        100.000        43.3486        14.7115        14.7115        8.42250        8.42250                 NaN            NaN            NaN            NaN            NaN
  43001.0        1572.10        100.000        43.3481        14.7168        14.7168        8.43017        8.43017                 NaN            NaN            NaN            NaN            NaN
  43101.0        1572.81        100.000        43.3476        14.7222        14.7222        8.43784        8.43784                 NaN            NaN            NaN            NaN            NaN
  43201.0        1573.52        100.000        43.3471        14.7276        14.7276        8.44551        8.44551                 NaN            NaN            NaN            NaN            NaN
  43301.0        1574.23        100.000        43.3466        14.7329        14.7329        8.45318        8.45318                 NaN            NaN            NaN            NaN            NaN
  43401.0        1574.94        100.000        43.3461        14.7383        14.7383        8.46085        8.46085                 NaN            NaN            NaN            NaN            NaN
  43501.0        1575.65        100.000        43.3456        14.7437        14.7437        8.46852        8.46852                 NaN            NaN            NaN            NaN            NaN
  43601.0        1576.35        100.000        43.3451        14.7490        14.7490        8.47619        8.47619                 NaN            NaN            NaN            NaN            NaN
  43701.0        1577.06        100.000        43.3446        14.7544        14.7544        8.48386        8.48386                 NaN            NaN            NaN            NaN            NaN
  43801.0        1577.77        100.000        43.3441        14.7598        14.7598        8.49153        8.49153                 NaN            NaN            NaN            NaN            NaN
  43901.0        1578.48        100.000        43.3436        14.7651        14.7651        8.49921        8.49921                 NaN            NaN            NaN            NaN            NaN
  44001.0        1579.18        100.000        43.3431        14.7705        14.7705        8.50688        8.50688                 NaN            NaN            NaN            NaN            NaN
  44101.0        1579.89        100.000        43.3426        14.7759        14.7759        8.51455        8.51455                 NaN            NaN            NaN            NaN            NaN
  44201.0        1580.59        100.000        43.3421        14.7812        14.7812        8.52222        8.52222                 NaN            NaN            NaN            NaN            NaN
  44301.0        1581.30        100.000        43.3416        14.7866        14.7866        8.52990        8.52990                 NaN            NaN            NaN            NaN            NaN
  44401.0        1582.00        100.000        43.3411        14.7920        14.7920        8.53757        8.53757                 NaN            NaN            NaN            NaN            NaN
  44501.0        1582.71        100.000        43.3437        14.7179        14.7179        8.45941        8.45941                 NaN            NaN            NaN            NaN            NaN
  44601.0        1583.41        100.000        43.3432        14.7226        14.7226        8.46639        8.46639                 NaN            NaN            NaN            NaN            NaN
  44701.0        1584.12        100.000        43.3427        14.7274        14.7274        8.47337        8.47337                 NaN            NaN            NaN            NaN            NaN
  44801.0        1584.82        100.000        43.3423        14.7321        14.7321        8.48035        8.48035                 NaN            NaN            NaN            NaN            NaN
  44901.0        1585.52        100.000        43.3418        14.7368        14.7368        8.48733        8.48733                 NaN            NaN            NaN            NaN            NaN
  45001.0        1586.22        100.000        43.3413        14.7416        14.7416        8.49432        8.49432                 NaN            NaN            NaN            NaN            NaN
  45101.0        1586.93        100.000        43.3409        14.7463        14.7463        8.50130        8.50130                 NaN            NaN            NaN            NaN            NaN
  45201.0        1587.63        100.000        43.3404        14.7510        14.7510        8.50828        8.50828                 NaN            NaN            NaN            NaN            NaN
  45301.0        1588.33        100.000        43.3344        14.8941        14.8941        8.67008        8.67008                 NaN            NaN            NaN            NaN            NaN
  45401.0        1589.03        100.000        43.3340        14.8978        14.8978        8.67590        8.67590                 NaN            NaN            NaN            NaN            NaN
  45501.0        1589.73        100.000        43.3336        14.9015        14.9015        8.68172        8.68172                 NaN            NaN            NaN            NaN            NaN
  45601.0        1590.43        100.000        43.3332        14.9052        14.9052        8.68754        8.68754                 NaN            NaN            NaN            NaN            NaN
  45701.0        1591.13        100.000        43.3327        14.9089        14.9089        8.69336        8.69336                 NaN            NaN            NaN            NaN            NaN
  45801.0        1591.83        100.000        43.3333        14.8843        14.8843        8.67013        8.67013                 NaN            NaN            NaN            NaN            NaN
  45901.0        1592.53        100.000        43.3329        14.8881        14.8881        8.67611        8.67611                 NaN            NaN            NaN            NaN            NaN
  46001.0        1593.23        100.000        43.3311        14.9303        14.9303        8.72142        8.72142                 NaN            NaN            NaN            NaN            NaN
  46101.0        1593.92        100.000        43.3320        14.8958        14.8958        8.68807        8.68807                 NaN            NaN            NaN            NaN            NaN
  46201.0        1594.62        100.000        43.3316        14.8997        14.8997        8.69405        8.69405                 NaN            NaN            NaN            NaN            NaN
  46301.0        1595.32        100.000        43.3312        14.9035        14.9035        8.70003        8.70003                 NaN            NaN            NaN            NaN            NaN
  46401.0        1596.01        100.000        43.3308        14.9074        14.9074        8.70601        8.70601                 NaN            NaN            NaN            NaN            NaN
  46501.0        1596.71        100.000        43.3291        14.9483        14.9483        8.75004        8.75004                 NaN            NaN            NaN            NaN            NaN
  46601.0        1597.41        100.000        43.3287        14.9519        14.9519        8.75577        8.75577                 NaN            NaN            NaN            NaN            NaN
  46701.0        1598.10        100.000        43.3282        14.9555        14.9555        8.76149        8.76149                 NaN            NaN            NaN            NaN            NaN
  46801.0        1598.80        100.000        43.3278        14.9591        14.9591        8.76722        8.76722                 NaN            NaN            NaN            NaN            NaN
  46901.0        1599.49        100.000        43.3287        14.9266        14.9266        8.73591        8.73591                 NaN            NaN            NaN            NaN            NaN
  47001.0        1600.19        100.000        43.3283        14.9305        14.9305        8.74189        8.74189                 NaN            NaN            NaN            NaN            NaN
  47101.0        1600.88        100.000        43.3279        14.9344        14.9344        8.74787        8.74787                 NaN            NaN            NaN            NaN            NaN
  47201.0        1601.57        100.000        43.3275        14.9382        14.9382        8.75385        8.75385                 NaN            NaN            NaN            NaN            NaN
  47301.0        1602.27        100.000        43.3270        14.9421        14.9421        8.75983        8.75983                 NaN            NaN            NaN            NaN            NaN
  47401.0        1602.96        100.000        43.3266        14.9459        14.9459        8.76582        8.76582                 NaN            NaN            NaN            NaN            NaN
  47501.0        1603.65        100.000        43.3262        14.9498        14.9498        8.77180        8.77180                 NaN            NaN            NaN            NaN            NaN
  47601.0        1604.34        100.000        43.3246        14.9879        14.9879        8.81303        8.81303                 NaN            NaN            NaN            NaN            NaN
  47701.0        1605.03        100.000        43.3254        14.9575        14.9575        8.78376        8.78376                 NaN            NaN            NaN            NaN            NaN
  47801.0        1605.72        100.000        43.3250        14.9613        14.9613        8.78974        8.78974                 NaN            NaN            NaN            NaN            NaN
  47901.0        1606.41        100.000        43.3246        14.9652        14.9652        8.79573        8.79573                 NaN            NaN            NaN            NaN            NaN
  48001.0        1607.10        100.000        43.3242        14.9690        14.9690        8.80171        8.80171                 NaN            NaN            NaN            NaN            NaN
  48101.0        1607.79        100.000        43.3237        14.9729        14.9729        8.80769        8.80769                 NaN            NaN            NaN            NaN            NaN
  48201.0        1608.48        100.000        43.3233        14.9767        14.9767        8.81367        8.81367                 NaN            NaN            NaN            NaN            NaN
  48301.0        1609.17        100.000        43.3229        14.9806        14.9806        8.81966        8.81966                 NaN            NaN            NaN            NaN            NaN
  48401.0        1609.86        100.000        43.3225        14.9845        14.9845        8.82564        8.82564                 NaN            NaN            NaN            NaN            NaN
  48501.0        1610.55        100.000        43.3203        15.0402        15.0402        8.88491        8.88491                 NaN            NaN            NaN            NaN            NaN
  48601.0        1611.24        100.000        43.3199        15.0446        15.0446        8.89142        8.89142                 NaN            NaN            NaN            NaN            NaN
  48701.0        1611.92        100.000        43.3209        15.0070        15.0070        8.85488        8.85488                 NaN            NaN            NaN            NaN            NaN
  48801.0        1612.61        100.000        43.3205        15.0126        15.0126        8.86269        8.86269                 NaN            NaN            NaN            NaN            NaN
  48901.0        1613.30        100.000        43.3200        15.0183        15.0183        8.87049        8.87049                 NaN            NaN            NaN            NaN            NaN
  49001.0        1613.98        100.000        43.3195        15.0239        15.0239        8.87830        8.87830                 NaN            NaN            NaN            NaN            NaN
  49101.0        1614.67        100.000        43.3191        15.0295        15.0295        8.88610        8.88610                 NaN            NaN            NaN            NaN            NaN
  49201.0        1615.35        100.000        43.3186        15.0352        15.0352        8.89391        8.89391                 NaN            NaN            NaN            NaN            NaN
  49301.0        1616.04        100.000        43.3169        15.0752        15.0752        8.93704        8.93704                 NaN            NaN            NaN            NaN            NaN
  49401.0        1616.72        100.000        43.3165        15.0796        15.0796        8.94355        8.94355                 NaN            NaN            NaN            NaN            NaN
  49501.0        1617.40        100.000        43.3161        15.0839        15.0839        8.95007        8.95007                 NaN            NaN            NaN            NaN            NaN
  49601.0        1618.09        100.000        43.3157        15.0883        15.0883        8.95659        8.95659                 NaN            NaN            NaN            NaN            NaN
  49701.0        1618.77        100.000        43.3153        15.0927        15.0927        8.96310        8.96310                 NaN            NaN            NaN            NaN            NaN
  49801.0        1619.45        100.000        43.3158        15.0689        15.0689        8.94072        8.94072                 NaN            NaN            NaN            NaN            NaN
  49901.0        1620.13        100.000        43.3154        15.0745        15.0745        8.94853        8.94853                 NaN            NaN            NaN            NaN            NaN
  50001.0        1620.82        100.000        43.3149        15.0802        15.0802        8.95633        8.95633                 NaN            NaN            NaN            NaN            NaN
  50101.0        1621.50        100.000        43.3136        15.1102        15.1102        8.98918        8.98918                 NaN            NaN            NaN            NaN            NaN
  50201.0        1622.18        100.000        43.3132        15.1146        15.1146        8.99569        8.99569                 NaN            NaN            NaN            NaN            NaN
  50301.0        1622.86        100.000        43.3128        15.1189        15.1189        9.00221        9.00221                 NaN            NaN            NaN            NaN            NaN
  50401.0        1623.54        100.000        43.3124        15.1233        15.1233        9.00873        9.00873                 NaN            NaN            NaN            NaN            NaN
  50501.0        1624.22        100.000        43.3120        15.1277        15.1277        9.01525        9.01525                 NaN            NaN            NaN            NaN            NaN
  50601.0        1624.89        100.000        43.3116        15.1321        15.1321        9.02177        9.02177                 NaN            NaN            NaN            NaN            NaN
  50701.0        1625.57        100.000        43.3111        15.1364        15.1364        9.02829        9.02829                 NaN            NaN            NaN            NaN            NaN
  50801.0        1626.25        100.000        43.3107        15.1408        15.1408        9.03481        9.03481                 NaN            NaN            NaN            NaN            NaN
  50901.0        1626.93        100.000        43.3139        15.0342        15.0342        8.93128        8.93128                 NaN            NaN            NaN            NaN            NaN
  51001.0        1627.61        100.000        43.3135        15.0376        15.0376        8.93691        8.93691                 NaN            NaN            NaN            NaN            NaN
  51101.0        1628.28        100.000        43.3131        15.0411        15.0411        8.94254        8.94254                 NaN            NaN            NaN            NaN            NaN
  51201.0        1628.96        100.000        43.3128        15.0446        15.0446        8.94817        8.94817                 NaN            NaN            NaN            NaN            NaN
  51301.0        1629.64        100.000        43.3087        15.1624        15.1624        9.06712        9.06712                 NaN            NaN            NaN            NaN            NaN
  51401.0        1630.31        100.000        43.3084        15.1652        15.1652        9.07204        9.07204                 NaN            NaN            NaN            NaN            NaN
  51501.0        1630.99        100.000        43.3080        15.1681        15.1681        9.07697        9.07697                 NaN            NaN            NaN            NaN            NaN
  51601.0        1631.66        100.000        43.3077        15.1709        15.1709        9.08190        9.08190                 NaN            NaN            NaN            NaN            NaN
  51701.0        1632.33        100.000        43.3073        15.1737        15.1737        9.08682        9.08682                 NaN            NaN            NaN            NaN            NaN
  51801.0        1633.01        100.000        43.3070        15.1765        15.1765        9.09175        9.09175                 NaN            NaN            NaN            NaN            NaN
  51901.0        1633.68        100.000        43.3066        15.1794        15.1794        9.09668        9.09668                 NaN            NaN            NaN            NaN            NaN
  52001.0        1634.35        100.000        43.3063        15.1822        15.1822        9.10161        9.10161                 NaN            NaN            NaN            NaN            NaN
  52101.0        1635.03        100.000        43.3059        15.1850        15.1850        9.10653        9.10653                 NaN            NaN            NaN            NaN            NaN
  52201.0        1635.70        100.000        43.3056        15.1878        15.1878        9.11146        9.11146                 NaN            NaN            NaN            NaN            NaN
  52301.0        1636.37        100.000        43.3052        15.1907        15.1907        9.11639        9.11639                 NaN            NaN            NaN            NaN            NaN
  52401.0        1637.04        100.000        43.3049        15.1935        15.1935        9.12132        9.12132                 NaN            NaN            NaN            NaN            NaN
  52501.0        1637.71        100.000        43.3045        15.1963        15.1963        9.12624        9.12624                 NaN            NaN            NaN            NaN            NaN
  52601.0        1638.38        100.000        43.3042        15.1991        15.1991        9.13117        9.13117                 NaN            NaN            NaN            NaN            NaN
  52701.0        1639.05        100.000        43.3038        15.2020        15.2020        9.13610        9.13610                 NaN            NaN            NaN            NaN            NaN
  52801.0        1639.72        100.000        43.3035        15.2048        15.2048        9.14103        9.14103                 NaN            NaN            NaN            NaN            NaN
  52901.0        1640.39        100.000        43.3031        15.2076        15.2076        9.14596        9.14596                 NaN            NaN            NaN            NaN            NaN
  53001.0        1641.06        100.000        43.3028        15.2104        15.2104        9.15088        9.15088                 NaN            NaN            NaN            NaN            NaN
  53101.0        1641.72        100.000        43.3024        15.2133        15.2133        9.15581        9.15581                 NaN            NaN            NaN            NaN            NaN
  53201.0        1642.39        100.000        43.3021        15.2161        15.2161        9.16074        9.16074                 NaN            NaN            NaN            NaN            NaN
  53301.0        1643.06        100.000        43.3018        15.2189        15.2189        9.16567        9.16567                 NaN            NaN            NaN            NaN            NaN
  53401.0        1643.73        100.000        43.3014        15.2217        15.2217        9.17060        9.17060                 NaN            NaN            NaN            NaN            NaN
  53501.0        1644.39        100.000        43.3011        15.2246        15.2246        9.17553        9.17553                 NaN            NaN            NaN            NaN            NaN
  53601.0        1645.06        100.000        43.3007        15.2274        15.2274        9.18045        9.18045                 NaN            NaN            NaN            NaN            NaN
  53701.0        1645.72        100.000        43.3004        15.2302        15.2302        9.18538        9.18538                 NaN            NaN            NaN            NaN            NaN
  53801.0        1646.39        100.000        43.3001        15.2330        15.2330        9.19031        9.19031                 NaN            NaN            NaN            NaN            NaN
  53901.0        1647.05        100.000        43.2997        15.2359        15.2359        9.19524        9.19524                 NaN            NaN            NaN            NaN            NaN
  54001.0        1647.72        100.000        43.2994        15.2387        15.2387        9.20017        9.20017                 NaN            NaN            NaN            NaN            NaN
  54101.0        1648.38        100.000        43.2990        15.2415        15.2415        9.20510        9.20510                 NaN            NaN            NaN            NaN            NaN
  54201.0        1649.04        100.000        43.2987        15.2444        15.2444        9.21003        9.21003                 NaN            NaN            NaN            NaN            NaN
  54301.0        1649.70        100.000        43.2984        15.2472        15.2472        9.21496        9.21496                 NaN            NaN            NaN            NaN            NaN
  54401.0        1650.37        100.000        43.2980        15.2500        15.2500        9.21989        9.21989                 NaN            NaN            NaN            NaN            NaN
  54501.0        1651.03        100.000        43.2977        15.2528        15.2528        9.22482        9.22482                 NaN            NaN            NaN            NaN            NaN
  54601.0        1651.69        100.000        43.2974        15.2557        15.2557        9.22975        9.22975                 NaN            NaN            NaN            NaN            NaN
  54701.0        1652.35        100.000        43.2970        15.2585        15.2585        9.23468        9.23468                 NaN            NaN            NaN            NaN            NaN
  54801.0        1653.01        100.000        43.2967        15.2613        15.2613        9.23961        9.23961                 NaN            NaN            NaN            NaN            NaN
  54901.0        1653.67        100.000        43.2964        15.2641        15.2641        9.24454        9.24454                 NaN            NaN            NaN            NaN            NaN
  55001.0        1654.33        100.000        43.2960        15.2670        15.2670        9.24947        9.24947                 NaN            NaN            NaN            NaN            NaN
  55101.0        1654.99        100.000        43.2957        15.2698        15.2698        9.25440        9.25440                 NaN            NaN            NaN            NaN            NaN
  55201.0        1655.65        100.000        43.2954        15.2726        15.2726        9.25933        9.25933                 NaN            NaN            NaN            NaN            NaN
  55301.0        1656.30        100.000        43.2950        15.2755        15.2755        9.26426        9.26426                 NaN            NaN            NaN            NaN            NaN
  55401.0        1656.96        100.000        43.2947        15.2783        15.2783        9.26919        9.26919                 NaN            NaN            NaN            NaN            NaN
  55501.0        1657.62        100.000        43.2944        15.2811        15.2811        9.27412        9.27412                 NaN            NaN            NaN            NaN            NaN
  55601.0        1658.28        100.000        43.2940        15.2839        15.2839        9.27905        9.27905                 NaN            NaN            NaN            NaN            NaN
  55701.0        1658.93        100.000        43.2937        15.2868        15.2868        9.28398        9.28398                 NaN            NaN            NaN            NaN            NaN
  55801.0        1659.59        100.000        43.2934        15.2896        15.2896        9.28891        9.28891                 NaN            NaN            NaN            NaN            NaN
  55901.0        1660.24        100.000        43.2931        15.2924        15.2924        9.29384        9.29384                 NaN            NaN            NaN            NaN            NaN
  56001.0        1660.90        100.000        43.2927        15.2952        15.2952        9.29877        9.29877                 NaN            NaN            NaN            NaN            NaN
  56101.0        1661.55        100.000        43.2924        15.2981        15.2981        9.30370        9.30370                 NaN            NaN            NaN            NaN            NaN
  56201.0        1662.21        100.000        43.2921        15.3009        15.3009        9.30863        9.30863                 NaN            NaN            NaN            NaN            NaN
  56301.0        1662.86        100.000        43.2918        15.3037        15.3037        9.31356        9.31356                 NaN            NaN            NaN            NaN            NaN
  56401.0        1663.51        100.000        43.2914        15.3066        15.3066        9.31850        9.31850                 NaN            NaN            NaN            NaN            NaN
  56501.0        1664.16        100.000        43.2911        15.3094        15.3094        9.32343        9.32343                 NaN            NaN            NaN            NaN            NaN
  56601.0        1664.82        100.000        43.2908        15.3122        15.3122        9.32836        9.32836                 NaN            NaN            NaN            NaN            NaN
  56701.0        1665.47        100.000        43.2905        15.3150        15.3150        9.33329        9.33329                 NaN            NaN            NaN            NaN            NaN
  56801.0        1666.12        100.000        43.2901        15.3179        15.3179        9.33822        9.33822                 NaN            NaN            NaN            NaN            NaN
  56901.0        1666.77        100.000        43.2898        15.3207        15.3207        9.34315        9.34315                 NaN            NaN            NaN            NaN            NaN
  57001.0        1667.42        100.000        43.2895        15.3235        15.3235        9.34808        9.34808                 NaN            NaN            NaN            NaN            NaN
  57101.0        1668.07        100.000        43.2892        15.3264        15.3264        9.35302        9.35302                 NaN            NaN            NaN            NaN            NaN
  57201.0        1668.72        100.000        43.2888        15.3292        15.3292        9.35795        9.35795                 NaN            NaN            NaN            NaN            NaN
  57301.0        1669.37        100.000        43.2885        15.3320        15.3320        9.36288        9.36288                 NaN            NaN            NaN            NaN            NaN
  57401.0        1670.01        100.000        43.2882        15.3348        15.3348        9.36781        9.36781                 NaN            NaN            NaN            NaN            NaN
  57501.0        1670.66        100.000        43.2879        15.3377        15.3377        9.37274        9.37274                 NaN            NaN            NaN            NaN            NaN
  57601.0        1671.31        100.000        43.2876        15.3405        15.3405        9.37768        9.37768                 NaN            NaN            NaN            NaN            NaN
  57701.0        1671.96        100.000        43.2873        15.3433        15.3433        9.38258        9.38258                 NaN            NaN            NaN            NaN            NaN
  57801.0        1672.60        100.000        43.2869        15.3457        15.3457        9.38716        9.38716                 NaN            NaN            NaN            NaN            NaN
