|6.6.6
mars_bf97_1.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           Pl             O              Opx            Cpx            Sp             Gt             Wad            Ring           ca-pv          Wus            Pv            
  1.00000        1240.11        12.4223        64.5593        18.0727        4.94572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  101.000        1240.92        12.3950        64.5514        18.0875        4.96621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  201.000        1241.73        12.3676        64.5435        18.1022        4.98670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  301.000        1242.53        12.3403        64.5355        18.1170        5.00720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  401.000        1243.34        12.3129        64.5276        18.1317        5.02769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  501.000        1244.15        12.2856        64.5197        18.1465        5.04819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  601.000        1244.96        12.2588        64.5114        18.1611        5.06866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  701.000        1245.77        12.2314        64.5029        18.1766        5.08912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  801.000        1246.58        12.2040        64.4950        18.1914        5.10962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  901.000        1247.38        12.1763        64.4880        18.2055        5.13021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1001.00        1248.19        12.1489        64.4801        18.2203        5.15072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1101.00        1249.00        12.1216        64.4722        18.2350        5.17123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.00        1249.81        12.0943        64.4642        18.2498        5.19175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1301.00        1250.62        12.0669        64.4563        18.2645        5.21226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        1251.42        12.0396        64.4483        18.2793        5.23278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.00        1252.23        12.0123        64.4404        18.2941        5.25331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.00        1253.04        11.9849        64.4324        18.3088        5.27383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.00        1253.85        11.9576        64.4245        18.3236        5.29435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.00        1254.66        11.9303        64.4165        18.3384        5.31488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1901.00        1255.46        11.9029        64.4085        18.3531        5.33541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2001.00        1256.27        11.8756        64.4006        18.3679        5.35595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2101.00        1257.08        11.8483        64.3926        18.3827        5.37648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2201.00        1257.89        11.8209        64.3846        18.3974        5.39702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2301.00        1258.69        11.7936        64.3766        18.4122        5.41756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2401.00        1259.50        11.7663        64.3687        18.4270        5.43810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2501.00        1260.31        11.7389        64.3607        18.4418        5.45864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2601.00        1261.12        11.7116        64.3527        18.4565        5.47919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        1261.92        11.6843        64.3447        18.4713        5.49974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        1262.73        11.6569        64.3367        18.4861        5.52029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        1263.54        11.6296        64.3287        18.5009        5.54084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        1264.35        11.6023        64.3207        18.5156        5.56139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        1265.15        11.5750        64.3127        18.5304        5.58195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3201.00        1265.96        11.5476        64.3046        18.5452        5.60251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3301.00        1266.77        11.5203        64.2966        18.5600        5.62307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        1267.57        11.4930        64.2886        18.5748        5.64364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        1268.38        11.4656        64.2806        18.5896        5.66420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        1269.19        11.4383        64.2726        18.6044        5.68477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        1269.99        11.3631        64.2484        18.6467        5.74181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        1270.80        11.2851        64.2233        18.6906        5.80099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        1271.61        11.2070        64.1982        18.7346        5.86019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        1272.41        11.1290        64.1731        18.7785        5.91939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        1273.22        11.0509        64.1480        18.8225        5.97861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        1274.02        10.9729        64.1228        18.8665        6.03785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        1274.83        10.8948        64.0977        18.9104        6.09710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        1275.64        10.8167        64.0725        18.9544        6.15636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        1276.44        10.7386        64.0473        18.9984        6.21563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        1277.25        10.6605        64.0222        19.0424        6.27492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        1278.05        10.5824        63.9970        19.0864        6.33422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        1278.86        10.5043        63.9718        19.1304        6.39354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        1279.67        10.4262        63.9465        19.1744        6.45287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        1280.47        10.3480        63.9213        19.2185        6.51221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        1281.28        10.2699        63.8961        19.2625        6.57157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        1282.08        10.1917        63.8708        19.3066        6.63093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        1282.89        10.1135        63.8455        19.3506        6.69032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        1283.69        10.0354        63.8203        19.3947        6.74971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        1284.50        9.95718        63.7950        19.4387        6.80912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        1285.30        9.87898        63.7697        19.4828        6.86854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        1286.11        9.80078        63.7444        19.5269        6.92797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        1286.91        9.72257        63.7190        19.5710        6.98742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        1287.72        9.64435        63.6937        19.6151        7.04688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        1288.52        10.2991        63.9157        19.2376        6.54757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        1289.33        9.67607        63.7065        19.5950        7.02237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        1290.13        9.53720        63.6607        19.6740        7.12808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        1290.94        10.0836        63.8462        19.3589        6.71135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        1291.74        9.97031        63.8090        19.4232        6.79754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        1292.54        10.5917        64.0199        19.0649        6.32356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        1293.35        10.5040        63.9913        19.1145        6.39028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        1294.15        10.4162        63.9627        19.1641        6.45703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        1294.96        10.3284        63.9342        19.2137        6.52379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        1295.76        10.2406        63.9056        19.2633        6.59058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        1296.56        10.1527        63.8770        19.3129        6.65739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        1297.37        10.0649        63.8483        19.3626        6.72422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        1298.17        9.97699        63.8197        19.4122        6.79107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        1298.97        9.88909        63.7910        19.4619        6.85795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        1299.78        9.80118        63.7624        19.5116        6.92484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        1300.58        9.71324        63.7337        19.5613        6.99176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        1301.38        9.62529        63.7050        19.6110        7.05870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        1302.19        9.53731        63.6763        19.6608        7.12567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        1302.99        9.44931        63.6475        19.7105        7.19265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        1303.79        9.36130        63.6188        19.7603        7.25966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        1304.59        9.27327        63.5900        19.8100        7.32668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        1305.40        9.18521        63.5612        19.8598        7.39373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        1306.20        9.09714        63.5324        19.9096        7.46081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        1307.00        9.00904        63.5036        19.9594        7.52790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        1307.80        8.92093        63.4748        20.0093        7.59501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        1308.61        8.83280        63.4460        20.0591        7.66215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        1309.41        8.74464        63.4171        20.1090        7.72931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        1310.21        8.65647        63.3882        20.1588        7.79649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        1311.01        8.56828        63.3593        20.2087        7.86369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        1311.81        8.48006        63.3304        20.2586        7.93092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        1312.61        8.39183        63.3015        20.3085        7.99816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        1313.41        8.30358        63.2726        20.3584        8.06543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        1314.22        8.21531        63.2436        20.4084        8.13272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        1315.02        8.12701        63.2147        20.4583        8.20003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        1315.82        8.03870        63.1857        20.5083        8.26737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        1316.62        7.95037        63.1567        20.5582        8.33472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        1317.42        7.86202        63.1277        20.6082        8.40210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        1318.22        7.84808        63.1239        20.6156        8.41248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        1319.02        7.84763        63.1246        20.6152        8.41253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        1319.82        7.84719        63.1254        20.6149        8.41257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        1320.62        7.84674        63.1261        20.6145        8.41262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        1321.42        5.25034        61.6641        22.2211        10.3360       0.528457                 NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        1322.22        5.25001        61.6648        22.2207        10.3361       0.528475                 NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        1323.02        5.24968        61.6655        22.2202        10.3361       0.528493                 NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        1323.82        5.24935        61.6661        22.2198        10.3362       0.528512                 NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        1324.62        5.11839        61.6163        22.2933        10.4368       0.535247                 NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        1325.42        4.96130        61.5563        22.3815        10.5576       0.543327                 NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        1326.22        4.79413        61.4776        22.4791        10.6844       0.564718                 NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        1327.02        4.64690        61.4361        22.5581        10.7994       0.559502                 NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        1327.81        4.48959        61.3760        22.6465        10.9204       0.567597                 NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        1328.61        4.33220        61.3158        22.7349        11.0415       0.575698                 NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        1329.41        4.17473        61.2555        22.8233        11.1626       0.583804                 NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        1330.21        3.84361        61.0369        23.0347        11.4048       0.679969                 NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        1331.01        3.85957        61.1349        23.0004        11.4051       0.600033                 NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        1331.81        3.70187        61.0745        23.0890        11.5265       0.608155                 NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        1332.60        3.64258        60.8707        23.1712        11.5467       0.768812                 NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        1333.40        3.64233        60.8713        23.1708        11.5468       0.768838                 NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        1334.20        3.22833        60.8930        23.3551        11.8911       0.632553                 NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        1335.00        3.07033        60.8324        23.4438        12.0127       0.640697                 NaN            NaN            NaN            NaN            NaN            NaN
  11901.0        1335.79        2.91225        60.7718        23.5327        12.1345       0.648846                 NaN            NaN            NaN            NaN            NaN            NaN
  12001.0        1336.59        2.75410        60.7111        23.6216        12.2563       0.657000                 NaN            NaN            NaN            NaN            NaN            NaN
  12101.0        1337.39        2.59587        60.6503        23.7105        12.3782       0.665160                 NaN            NaN            NaN            NaN            NaN            NaN
  12201.0        1338.18        2.23600        60.3952        23.9446        12.6396       0.784567                 NaN            NaN            NaN            NaN            NaN            NaN
  12301.0        1338.98        2.27918        60.5287        23.8885        12.6222       0.681495                 NaN            NaN            NaN            NaN            NaN            NaN
  12401.0        1339.78        2.12072        60.4678        23.9776        12.7443       0.689671                 NaN            NaN            NaN            NaN            NaN            NaN
  12501.0        1340.57        1.95145        60.3869        24.0767        12.8729       0.712078                 NaN            NaN            NaN            NaN            NaN            NaN
  12601.0        1341.37        1.80358        60.3458        24.1558        12.9887       0.706038                 NaN            NaN            NaN            NaN            NaN            NaN
  12701.0        1342.17        1.64489        60.2848        24.2451        13.1110       0.714229                 NaN            NaN            NaN            NaN            NaN            NaN
  12801.0        1342.96        1.48612        60.2237        24.3343        13.2334       0.722426                 NaN            NaN            NaN            NaN            NaN            NaN
  12901.0        1343.76        1.32728        60.1625        24.4236        13.3559       0.730629                 NaN            NaN            NaN            NaN            NaN            NaN
  13001.0        1344.55        1.16837        60.1014        24.5130        13.4785       0.738836                 NaN            NaN            NaN            NaN            NaN            NaN
  13101.0        1345.35        1.00937        60.0401        24.6024        13.6011       0.747049                 NaN            NaN            NaN            NaN            NaN            NaN
  13201.0        1346.14       0.850305        59.9788        24.6918        13.7238       0.755268                 NaN            NaN            NaN            NaN            NaN            NaN
  13301.0        1346.94       0.691159        59.9175        24.7813        13.8466       0.763491                 NaN            NaN            NaN            NaN            NaN            NaN
  13401.0        1347.73       0.508086        59.8119        24.8930        13.9837       0.803249                 NaN            NaN            NaN            NaN            NaN            NaN
  13501.0        1348.53       0.359536        59.7704        24.9726        14.1002       0.797271                 NaN            NaN            NaN            NaN            NaN            NaN
  13601.0        1349.32       0.178607        59.7197        25.0697        14.2421       0.789981                 NaN            NaN            NaN            NaN            NaN            NaN
  13701.0        1350.12       0.178594        59.7201        25.0692        14.2421       0.790006                 NaN            NaN            NaN            NaN            NaN            NaN
  13801.0        1350.91       0.178581        59.7206        25.0687        14.2422       0.790030                 NaN            NaN            NaN            NaN            NaN            NaN
  13901.0        1351.71       0.178567        59.7210        25.0682        14.2422       0.790055                 NaN            NaN            NaN            NaN            NaN            NaN
  14001.0        1352.50       0.178554        59.7215        25.0676        14.2423       0.790079                 NaN            NaN            NaN            NaN            NaN            NaN
  14101.0        1353.29                 NaN   60.1811        23.8524        14.2126       0.378013        1.37590                 NaN            NaN            NaN            NaN            NaN
  14201.0        1354.09                 NaN   60.1815        23.8519        14.2127       0.378024        1.37593                 NaN            NaN            NaN            NaN            NaN
  14301.0        1354.88                 NaN   60.1819        23.8514        14.2127       0.378036        1.37597                 NaN            NaN            NaN            NaN            NaN
  14401.0        1355.67                 NaN   60.1823        23.8509        14.2128       0.378047        1.37600                 NaN            NaN            NaN            NaN            NaN
  14501.0        1356.47                 NaN   60.1827        23.8504        14.2128       0.378058        1.37604                 NaN            NaN            NaN            NaN            NaN
  14601.0        1357.26                 NaN   60.1831        23.8499        14.2128       0.378070        1.37607                 NaN            NaN            NaN            NaN            NaN
  14701.0        1358.05                 NaN   60.1836        23.8494        14.2129       0.378081        1.37611                 NaN            NaN            NaN            NaN            NaN
  14801.0        1358.85                 NaN   60.1840        23.8489        14.2129       0.378093        1.37614                 NaN            NaN            NaN            NaN            NaN
  14901.0        1359.64                 NaN   60.6838        22.1565        13.9882                 NaN   3.17146                 NaN            NaN            NaN            NaN            NaN
  15001.0        1360.43                 NaN   60.6842        22.1560        13.9882                 NaN   3.17154                 NaN            NaN            NaN            NaN            NaN
  15101.0        1361.22                 NaN   60.6846        22.1556        13.9883                 NaN   3.17162                 NaN            NaN            NaN            NaN            NaN
  15201.0        1362.01                 NaN   60.6849        22.1551        13.9883                 NaN   3.17169                 NaN            NaN            NaN            NaN            NaN
  15301.0        1362.81                 NaN   60.6871        22.1171        13.9852                 NaN   3.21053                 NaN            NaN            NaN            NaN            NaN
  15401.0        1363.60                 NaN   60.6900        22.0672        13.9811                 NaN   3.26180                 NaN            NaN            NaN            NaN            NaN
  15501.0        1364.39                 NaN   60.6916        22.0383        13.9817                 NaN   3.28843                 NaN            NaN            NaN            NaN            NaN
  15601.0        1365.18                 NaN   60.6940        21.9960        13.9792                 NaN   3.33077                 NaN            NaN            NaN            NaN            NaN
  15701.0        1365.97                 NaN   60.6984        21.9172        13.9687                 NaN   3.41567                 NaN            NaN            NaN            NaN            NaN
  15801.0        1366.76                 NaN   60.7012        21.8673        13.9646                 NaN   3.46698                 NaN            NaN            NaN            NaN            NaN
  15901.0        1367.55                 NaN   60.7040        21.8173        13.9605                 NaN   3.51829                 NaN            NaN            NaN            NaN            NaN
  16001.0        1368.34                 NaN   60.7067        21.7673        13.9564                 NaN   3.56960                 NaN            NaN            NaN            NaN            NaN
  16101.0        1369.13                 NaN   60.7081        21.7426        13.9579                 NaN   3.59143                 NaN            NaN            NaN            NaN            NaN
  16201.0        1369.92                 NaN   60.7108        21.6952        13.9543                 NaN   3.63969                 NaN            NaN            NaN            NaN            NaN
  16301.0        1370.71                 NaN   60.7134        21.6478        13.9508                 NaN   3.68796                 NaN            NaN            NaN            NaN            NaN
  16401.0        1371.50                 NaN   60.7072        21.7635        13.9811                 NaN   3.54817                 NaN            NaN            NaN            NaN            NaN
  16501.0        1372.29                 NaN   60.7170        21.5834        13.9504                 NaN   3.74912                 NaN            NaN            NaN            NaN            NaN
  16601.0        1373.08                 NaN   60.7176        21.5728        13.9551                 NaN   3.75448                 NaN            NaN            NaN            NaN            NaN
  16701.0        1373.87                 NaN   60.7200        21.5305        13.9527                 NaN   3.79688                 NaN            NaN            NaN            NaN            NaN
  16801.0        1374.66                 NaN   60.7223        21.4882        13.9502                 NaN   3.83928                 NaN            NaN            NaN            NaN            NaN
  16901.0        1375.45                 NaN   60.7247        21.4458        13.9478                 NaN   3.88168                 NaN            NaN            NaN            NaN            NaN
  17001.0        1376.23                 NaN   60.7270        21.4035        13.9454                 NaN   3.92409                 NaN            NaN            NaN            NaN            NaN
  17101.0        1377.02                 NaN   60.7294        21.3612        13.9430                 NaN   3.96651                 NaN            NaN            NaN            NaN            NaN
  17201.0        1377.81                 NaN   60.7317        21.3188        13.9405                 NaN   4.00893                 NaN            NaN            NaN            NaN            NaN
  17301.0        1378.60                 NaN   60.7361        21.2395        13.9299                 NaN   4.09459                 NaN            NaN            NaN            NaN            NaN
  17401.0        1379.39                 NaN   60.7383        21.1991        13.9279                 NaN   4.13478                 NaN            NaN            NaN            NaN            NaN
  17501.0        1380.17                 NaN   60.7405        21.1586        13.9259                 NaN   4.17498                 NaN            NaN            NaN            NaN            NaN
  17601.0        1380.96                 NaN   60.7412        21.1465        13.9302                 NaN   4.18209                 NaN            NaN            NaN            NaN            NaN
  17701.0        1381.75                 NaN   60.7435        21.1042        13.9277                 NaN   4.22459                 NaN            NaN            NaN            NaN            NaN
  17801.0        1382.53                 NaN   60.7458        21.0618        13.9253                 NaN   4.26709                 NaN            NaN            NaN            NaN            NaN
  17901.0        1383.32                 NaN   60.7482        21.0194        13.9229                 NaN   4.30960                 NaN            NaN            NaN            NaN            NaN
  18001.0        1384.11                 NaN   60.7505        20.9770        13.9204                 NaN   4.35211                 NaN            NaN            NaN            NaN            NaN
  18101.0        1384.89                 NaN   60.7538        20.9161        13.9139                 NaN   4.41626                 NaN            NaN            NaN            NaN            NaN
  18201.0        1385.68                 NaN   60.7560        20.8757        13.9119                 NaN   4.45649                 NaN            NaN            NaN            NaN            NaN
  18301.0        1386.46                 NaN   60.7582        20.8352        13.9099                 NaN   4.49672                 NaN            NaN            NaN            NaN            NaN
  18401.0        1387.25                 NaN   60.7604        20.7948        13.9079                 NaN   4.53696                 NaN            NaN            NaN            NaN            NaN
  18501.0        1388.04                 NaN   60.7626        20.7544        13.9058                 NaN   4.57720                 NaN            NaN            NaN            NaN            NaN
  18601.0        1388.82                 NaN   60.7643        20.7226        13.9058                 NaN   4.60726                 NaN            NaN            NaN            NaN            NaN
  18701.0        1389.61                 NaN   60.7666        20.6802        13.9033                 NaN   4.64980                 NaN            NaN            NaN            NaN            NaN
  18801.0        1390.39                 NaN   60.7689        20.6379        13.9009                 NaN   4.69235                 NaN            NaN            NaN            NaN            NaN
  18901.0        1391.17                 NaN   60.7714        20.5926        13.8978                 NaN   4.73821                 NaN            NaN            NaN            NaN            NaN
  19001.0        1391.96                 NaN   60.7735        20.5522        13.8958                 NaN   4.77847                 NaN            NaN            NaN            NaN            NaN
  19101.0        1392.74                 NaN   60.7757        20.5117        13.8938                 NaN   4.81873                 NaN            NaN            NaN            NaN            NaN
  19201.0        1393.53                 NaN   60.7779        20.4713        13.8918                 NaN   4.85900                 NaN            NaN            NaN            NaN            NaN
  19301.0        1394.31                 NaN   60.7790        20.4504        13.8936                 NaN   4.87695                 NaN            NaN            NaN            NaN            NaN
  19401.0        1395.09                 NaN   60.7791        20.4582        13.8912                 NaN   4.87156                 NaN            NaN            NaN            NaN            NaN
  19501.0        1395.88                 NaN   60.7794        20.4577        13.8912                 NaN   4.87167                 NaN            NaN            NaN            NaN            NaN
  19601.0        1396.66                 NaN   60.7832        20.3731        13.8963                 NaN   4.94742                 NaN            NaN            NaN            NaN            NaN
  19701.0        1397.44                 NaN   60.7813        20.4098        13.9095                 NaN   4.89935                 NaN            NaN            NaN            NaN            NaN
  19801.0        1398.22                 NaN   60.7822        20.3948        13.9126                 NaN   4.91051                 NaN            NaN            NaN            NaN            NaN
  19901.0        1399.01                 NaN   60.7830        20.3798        13.9156                 NaN   4.92168                 NaN            NaN            NaN            NaN            NaN
  20001.0        1399.79                 NaN   60.7838        20.3648        13.9186                 NaN   4.93286                 NaN            NaN            NaN            NaN            NaN
  20101.0        1400.57                 NaN   60.7846        20.3497        13.9216                 NaN   4.94404                 NaN            NaN            NaN            NaN            NaN
  20201.0        1401.35                 NaN   60.7854        20.3347        13.9246                 NaN   4.95523                 NaN            NaN            NaN            NaN            NaN
  20301.0        1402.13                 NaN   60.7863        20.3197        13.9276                 NaN   4.96642                 NaN            NaN            NaN            NaN            NaN
  20401.0        1402.91                 NaN   60.7871        20.3047        13.9306                 NaN   4.97761                 NaN            NaN            NaN            NaN            NaN
  20501.0        1403.70                 NaN   60.7879        20.2896        13.9336                 NaN   4.98881                 NaN            NaN            NaN            NaN            NaN
  20601.0        1404.48                 NaN   60.7887        20.2746        13.9366                 NaN   5.00001                 NaN            NaN            NaN            NaN            NaN
  20701.0        1405.26                 NaN   60.7895        20.2596        13.9397                 NaN   5.01122                 NaN            NaN            NaN            NaN            NaN
  20801.0        1406.04                 NaN   60.7904        20.2446        13.9427                 NaN   5.02243                 NaN            NaN            NaN            NaN            NaN
  20901.0        1406.82                 NaN   60.7912        20.2295        13.9457                 NaN   5.03364                 NaN            NaN            NaN            NaN            NaN
  21001.0        1407.60                 NaN   60.7978        20.1029        13.9266                 NaN   5.17266                 NaN            NaN            NaN            NaN            NaN
  21101.0        1408.38                 NaN   60.7989        20.0822        13.9285                 NaN   5.19040                 NaN            NaN            NaN            NaN            NaN
  21201.0        1409.16                 NaN   60.8000        20.0614        13.9304                 NaN   5.20815                 NaN            NaN            NaN            NaN            NaN
  21301.0        1409.93                 NaN   60.8079        19.9120        13.9068                 NaN   5.37330                 NaN            NaN            NaN            NaN            NaN
  21401.0        1410.71                 NaN   60.8093        19.8856        13.9076                 NaN   5.39757                 NaN            NaN            NaN            NaN            NaN
  21501.0        1411.49                 NaN   60.8107        19.8592        13.9083                 NaN   5.42185                 NaN            NaN            NaN            NaN            NaN
  21601.0        1412.27                 NaN   60.8121        19.8327        13.9091                 NaN   5.44613                 NaN            NaN            NaN            NaN            NaN
  21701.0        1413.05                 NaN   60.8135        19.8063        13.9098                 NaN   5.47041                 NaN            NaN            NaN            NaN            NaN
  21801.0        1413.83                 NaN   60.8148        19.7799        13.9106                 NaN   5.49470                 NaN            NaN            NaN            NaN            NaN
  21901.0        1414.60                 NaN   60.8162        19.7535        13.9113                 NaN   5.51898                 NaN            NaN            NaN            NaN            NaN
  22001.0        1415.38                 NaN   60.8176        19.7270        13.9121                 NaN   5.54327                 NaN            NaN            NaN            NaN            NaN
  22101.0        1416.16                 NaN   60.8190        19.7006        13.9128                 NaN   5.56756                 NaN            NaN            NaN            NaN            NaN
  22201.0        1416.93                 NaN   60.8204        19.6742        13.9136                 NaN   5.59185                 NaN            NaN            NaN            NaN            NaN
  22301.0        1417.71                 NaN   60.8218        19.6478        13.9143                 NaN   5.61614                 NaN            NaN            NaN            NaN            NaN
  22401.0        1418.49                 NaN   60.8231        19.6213        13.9151                 NaN   5.64044                 NaN            NaN            NaN            NaN            NaN
  22501.0        1419.26                 NaN   60.8245        19.5949        13.9158                 NaN   5.66473                 NaN            NaN            NaN            NaN            NaN
  22601.0        1420.04                 NaN   60.8259        19.5685        13.9166                 NaN   5.68903                 NaN            NaN            NaN            NaN            NaN
