|6.6.6
mars_bf97_1.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           Pl             O              Opx            Cpx            Sp             Gt             Wad            Ring           ca-pv          Wus            Pv            
  47301.0        1602.27                 NaN   60.9842        16.1185        14.5266                 NaN   8.37076                 NaN            NaN            NaN            NaN            NaN
  47401.0        1602.96                 NaN   60.9845        16.1101        14.5293                 NaN   8.37615                 NaN            NaN            NaN            NaN            NaN
  47501.0        1603.65                 NaN   60.9848        16.1017        14.5319                 NaN   8.38154                 NaN            NaN            NaN            NaN            NaN
  47601.0        1604.34                 NaN   60.9862        16.0486        14.5497                 NaN   8.41547                 NaN            NaN            NaN            NaN            NaN
  47701.0        1605.03                 NaN   60.9855        16.0849        14.5373                 NaN   8.39232                 NaN            NaN            NaN            NaN            NaN
  47801.0        1605.72                 NaN   60.9858        16.0765        14.5400                 NaN   8.39771                 NaN            NaN            NaN            NaN            NaN
  47901.0        1606.41                 NaN   60.9861        16.0681        14.5427                 NaN   8.40310                 NaN            NaN            NaN            NaN            NaN
  48001.0        1607.10                 NaN   60.9864        16.0597        14.5454                 NaN   8.40849                 NaN            NaN            NaN            NaN            NaN
  48101.0        1607.79                 NaN   60.9867        16.0513        14.5481                 NaN   8.41388                 NaN            NaN            NaN            NaN            NaN
  48201.0        1608.48                 NaN   60.9870        16.0429        14.5507                 NaN   8.41928                 NaN            NaN            NaN            NaN            NaN
  48301.0        1609.17                 NaN   60.9873        16.0346        14.5534                 NaN   8.42467                 NaN            NaN            NaN            NaN            NaN
  48401.0        1609.86                 NaN   60.9876        16.0262        14.5561                 NaN   8.43006                 NaN            NaN            NaN            NaN            NaN
  48501.0        1610.55                 NaN   60.9895        15.9503        14.5816                 NaN   8.47859                 NaN            NaN            NaN            NaN            NaN
  48601.0        1611.24                 NaN   60.9898        15.9412        14.5845                 NaN   8.48442                 NaN            NaN            NaN            NaN            NaN
  48701.0        1611.92                 NaN   60.9889        15.9867        14.5690                 NaN   8.45538                 NaN            NaN            NaN            NaN            NaN
  48801.0        1612.61                 NaN   60.9893        15.9760        14.5725                 NaN   8.46224                 NaN            NaN            NaN            NaN            NaN
  48901.0        1613.30                 NaN   60.9896        15.9653        14.5759                 NaN   8.46911                 NaN            NaN            NaN            NaN            NaN
  49001.0        1613.98                 NaN   60.9900        15.9546        14.5794                 NaN   8.47598                 NaN            NaN            NaN            NaN            NaN
  49101.0        1614.67                 NaN   60.9903        15.9439        14.5829                 NaN   8.48284                 NaN            NaN            NaN            NaN            NaN
  49201.0        1615.35                 NaN   60.9907        15.9333        14.5863                 NaN   8.48971                 NaN            NaN            NaN            NaN            NaN
  49301.0        1616.04                 NaN   60.9921        15.8778        14.6049                 NaN   8.52518                 NaN            NaN            NaN            NaN            NaN
  49401.0        1616.72                 NaN   60.9924        15.8688        14.6078                 NaN   8.53100                 NaN            NaN            NaN            NaN            NaN
  49501.0        1617.40                 NaN   60.9927        15.8597        14.6108                 NaN   8.53682                 NaN            NaN            NaN            NaN            NaN
  49601.0        1618.09                 NaN   60.9930        15.8507        14.6137                 NaN   8.54265                 NaN            NaN            NaN            NaN            NaN
  49701.0        1618.77                 NaN   60.9933        15.8416        14.6166                 NaN   8.54847                 NaN            NaN            NaN            NaN            NaN
  49801.0        1619.45                 NaN   60.9928        15.8692        14.6071                 NaN   8.53090                 NaN            NaN            NaN            NaN            NaN
  49901.0        1620.13                 NaN   60.9932        15.8585        14.6106                 NaN   8.53776                 NaN            NaN            NaN            NaN            NaN
  50001.0        1620.82                 NaN   60.9935        15.8478        14.6141                 NaN   8.54463                 NaN            NaN            NaN            NaN            NaN
  50101.0        1621.50                 NaN   60.9946        15.8054        14.6282                 NaN   8.57177                 NaN            NaN            NaN            NaN            NaN
  50201.0        1622.18                 NaN   60.9949        15.7964        14.6311                 NaN   8.57759                 NaN            NaN            NaN            NaN            NaN
  50301.0        1622.86                 NaN   60.9952        15.7873        14.6341                 NaN   8.58342                 NaN            NaN            NaN            NaN            NaN
  50401.0        1623.54                 NaN   60.9955        15.7783        14.6370                 NaN   8.58924                 NaN            NaN            NaN            NaN            NaN
  50501.0        1624.22                 NaN   60.9958        15.7692        14.6399                 NaN   8.59507                 NaN            NaN            NaN            NaN            NaN
  50601.0        1624.89                 NaN   60.9962        15.7602        14.6428                 NaN   8.60089                 NaN            NaN            NaN            NaN            NaN
  50701.0        1625.57                 NaN   60.9965        15.7511        14.6457                 NaN   8.60672                 NaN            NaN            NaN            NaN            NaN
  50801.0        1626.25                 NaN   60.9968        15.7421        14.6486                 NaN   8.61254                 NaN            NaN            NaN            NaN            NaN
  50901.0        1626.93                 NaN   60.9942        15.8870        14.5858                 NaN   8.53301                 NaN            NaN            NaN            NaN            NaN
  51001.0        1627.61                 NaN   60.9945        15.8792        14.5882                 NaN   8.53814                 NaN            NaN            NaN            NaN            NaN
  51101.0        1628.28                 NaN   60.9948        15.8714        14.5905                 NaN   8.54328                 NaN            NaN            NaN            NaN            NaN
  51201.0        1628.96                 NaN   60.9951        15.8635        14.5929                 NaN   8.54842                 NaN            NaN            NaN            NaN            NaN
  51301.0        1629.64                 NaN   60.9983        15.6972        14.6631                 NaN   8.64144                 NaN            NaN            NaN            NaN            NaN
  51401.0        1630.31                 NaN   60.9986        15.6902        14.6653                 NaN   8.64598                 NaN            NaN            NaN            NaN            NaN
  51501.0        1630.99                 NaN   60.9988        15.6831        14.6675                 NaN   8.65051                 NaN            NaN            NaN            NaN            NaN
  51601.0        1631.66                 NaN   60.9991        15.6761        14.6698                 NaN   8.65505                 NaN            NaN            NaN            NaN            NaN
  51701.0        1632.33                 NaN   60.9994        15.6691        14.6720                 NaN   8.65958                 NaN            NaN            NaN            NaN            NaN
  51801.0        1633.01                 NaN   60.9996        15.6620        14.6742                 NaN   8.66412                 NaN            NaN            NaN            NaN            NaN
  51901.0        1633.68                 NaN   60.9999        15.6550        14.6764                 NaN   8.66866                 NaN            NaN            NaN            NaN            NaN
  52001.0        1634.35                 NaN   61.0001        15.6480        14.6787                 NaN   8.67319                 NaN            NaN            NaN            NaN            NaN
  52101.0        1635.03                 NaN   61.0004        15.6410        14.6809                 NaN   8.67773                 NaN            NaN            NaN            NaN            NaN
  52201.0        1635.70                 NaN   61.0006        15.6339        14.6831                 NaN   8.68227                 NaN            NaN            NaN            NaN            NaN
  52301.0        1636.37                 NaN   61.0009        15.6269        14.6854                 NaN   8.68680                 NaN            NaN            NaN            NaN            NaN
  52401.0        1637.04                 NaN   61.0012        15.6199        14.6876                 NaN   8.69134                 NaN            NaN            NaN            NaN            NaN
  52501.0        1637.71                 NaN   61.0014        15.6129        14.6898                 NaN   8.69588                 NaN            NaN            NaN            NaN            NaN
  52601.0        1638.38                 NaN   61.0017        15.6059        14.6921                 NaN   8.70042                 NaN            NaN            NaN            NaN            NaN
  52701.0        1639.05                 NaN   61.0019        15.5988        14.6943                 NaN   8.70495                 NaN            NaN            NaN            NaN            NaN
  52801.0        1639.72                 NaN   61.0022        15.5918        14.6965                 NaN   8.70949                 NaN            NaN            NaN            NaN            NaN
  52901.0        1640.39                 NaN   61.0024        15.5848        14.6987                 NaN   8.71403                 NaN            NaN            NaN            NaN            NaN
  53001.0        1641.06                 NaN   61.0027        15.5778        14.7010                 NaN   8.71857                 NaN            NaN            NaN            NaN            NaN
  53101.0        1641.72                 NaN   61.0029        15.5707        14.7032                 NaN   8.72310                 NaN            NaN            NaN            NaN            NaN
  53201.0        1642.39                 NaN   61.0032        15.5637        14.7054                 NaN   8.72764                 NaN            NaN            NaN            NaN            NaN
  53301.0        1643.06                 NaN   61.0035        15.5567        14.7077                 NaN   8.73218                 NaN            NaN            NaN            NaN            NaN
  53401.0        1643.73                 NaN   61.0037        15.5497        14.7099                 NaN   8.73672                 NaN            NaN            NaN            NaN            NaN
  53501.0        1644.39                 NaN   61.0040        15.5427        14.7121                 NaN   8.74125                 NaN            NaN            NaN            NaN            NaN
  53601.0        1645.06                 NaN   61.0042        15.5356        14.7144                 NaN   8.74579                 NaN            NaN            NaN            NaN            NaN
  53701.0        1645.72                 NaN   61.0045        15.5286        14.7166                 NaN   8.75033                 NaN            NaN            NaN            NaN            NaN
  53801.0        1646.39                 NaN   61.0047        15.5216        14.7188                 NaN   8.75487                 NaN            NaN            NaN            NaN            NaN
  53901.0        1647.05                 NaN   61.0050        15.5146        14.7210                 NaN   8.75941                 NaN            NaN            NaN            NaN            NaN
  54001.0        1647.72                 NaN   61.0052        15.5076        14.7233                 NaN   8.76394                 NaN            NaN            NaN            NaN            NaN
  54101.0        1648.38                 NaN   61.0055        15.5006        14.7255                 NaN   8.76848                 NaN            NaN            NaN            NaN            NaN
  54201.0        1649.04                 NaN   61.0057        15.4935        14.7277                 NaN   8.77302                 NaN            NaN            NaN            NaN            NaN
  54301.0        1649.70                 NaN   61.0059        15.4865        14.7300                 NaN   8.77756                 NaN            NaN            NaN            NaN            NaN
  54401.0        1650.37                 NaN   61.0062        15.4795        14.7322                 NaN   8.78210                 NaN            NaN            NaN            NaN            NaN
  54501.0        1651.03                 NaN   61.0064        15.4725        14.7344                 NaN   8.78664                 NaN            NaN            NaN            NaN            NaN
  54601.0        1651.69                 NaN   61.0067        15.4655        14.7367                 NaN   8.79118                 NaN            NaN            NaN            NaN            NaN
  54701.0        1652.35                 NaN   61.0069        15.4585        14.7389                 NaN   8.79572                 NaN            NaN            NaN            NaN            NaN
  54801.0        1653.01                 NaN   61.0072        15.4515        14.7411                 NaN   8.80025                 NaN            NaN            NaN            NaN            NaN
  54901.0        1653.67                 NaN   61.0074        15.4444        14.7433                 NaN   8.80479                 NaN            NaN            NaN            NaN            NaN
  55001.0        1654.33                 NaN   61.0077        15.4374        14.7456                 NaN   8.80933                 NaN            NaN            NaN            NaN            NaN
  55101.0        1654.99                 NaN   61.0079        15.4304        14.7478                 NaN   8.81387                 NaN            NaN            NaN            NaN            NaN
  55201.0        1655.65                 NaN   61.0082        15.4234        14.7500                 NaN   8.81841                 NaN            NaN            NaN            NaN            NaN
  55301.0        1656.30                 NaN   61.0084        15.4164        14.7523                 NaN   8.82295                 NaN            NaN            NaN            NaN            NaN
  55401.0        1656.96                 NaN   61.0086        15.4094        14.7545                 NaN   8.82749                 NaN            NaN            NaN            NaN            NaN
  55501.0        1657.62                 NaN   61.0089        15.4024        14.7567                 NaN   8.83203                 NaN            NaN            NaN            NaN            NaN
  55601.0        1658.28                 NaN   61.0091        15.3954        14.7590                 NaN   8.83657                 NaN            NaN            NaN            NaN            NaN
  55701.0        1658.93                 NaN   61.0094        15.3883        14.7612                 NaN   8.84111                 NaN            NaN            NaN            NaN            NaN
  55801.0        1659.59                 NaN   61.0096        15.3813        14.7634                 NaN   8.84565                 NaN            NaN            NaN            NaN            NaN
  55901.0        1660.24                 NaN   61.0098        15.3743        14.7656                 NaN   8.85019                 NaN            NaN            NaN            NaN            NaN
  56001.0        1660.90                 NaN   61.0101        15.3673        14.7679                 NaN   8.85473                 NaN            NaN            NaN            NaN            NaN
  56101.0        1661.55                 NaN   61.0103        15.3603        14.7701                 NaN   8.85927                 NaN            NaN            NaN            NaN            NaN
  56201.0        1662.21                 NaN   61.0106        15.3533        14.7723                 NaN   8.86381                 NaN            NaN            NaN            NaN            NaN
  56301.0        1662.86                 NaN   61.0108        15.3463        14.7746                 NaN   8.86835                 NaN            NaN            NaN            NaN            NaN
  56401.0        1663.51                 NaN   61.0110        15.3393        14.7768                 NaN   8.87289                 NaN            NaN            NaN            NaN            NaN
  56501.0        1664.16                 NaN   61.0113        15.3323        14.7790                 NaN   8.87743                 NaN            NaN            NaN            NaN            NaN
  56601.0        1664.82                 NaN   61.0115        15.3253        14.7812                 NaN   8.88197                 NaN            NaN            NaN            NaN            NaN
  56701.0        1665.47                 NaN   61.0117        15.3183        14.7835                 NaN   8.88651                 NaN            NaN            NaN            NaN            NaN
  56801.0        1666.12                 NaN   61.0120        15.3113        14.7857                 NaN   8.89105                 NaN            NaN            NaN            NaN            NaN
  56901.0        1666.77                 NaN   61.0122        15.3043        14.7879                 NaN   8.89559                 NaN            NaN            NaN            NaN            NaN
  57001.0        1667.42                 NaN   61.0125        15.2973        14.7902                 NaN   8.90013                 NaN            NaN            NaN            NaN            NaN
  57101.0        1668.07                 NaN   61.0127        15.2902        14.7924                 NaN   8.90467                 NaN            NaN            NaN            NaN            NaN
  57201.0        1668.72                 NaN   61.0129        15.2832        14.7946                 NaN   8.90921                 NaN            NaN            NaN            NaN            NaN
  57301.0        1669.37                 NaN   61.0132        15.2762        14.7968                 NaN   8.91376                 NaN            NaN            NaN            NaN            NaN
  57401.0        1670.01                 NaN   61.0134        15.2692        14.7991                 NaN   8.91830                 NaN            NaN            NaN            NaN            NaN
  57501.0        1670.66                 NaN   61.0136        15.2622        14.8013                 NaN   8.92284                 NaN            NaN            NaN            NaN            NaN
  57601.0        1671.31                 NaN   61.0139        15.2552        14.8035                 NaN   8.92738                 NaN            NaN            NaN            NaN            NaN
  57701.0        1671.96                 NaN   61.0141        15.2483        14.8057                 NaN   8.93191                 NaN            NaN            NaN            NaN            NaN
  57801.0        1672.60                 NaN   61.0143        15.2422        14.8072                 NaN   8.93628                 NaN            NaN            NaN            NaN            NaN
  57901.0        1673.25                 NaN   61.0146        15.2361        14.8087                 NaN   8.94066                 NaN            NaN            NaN            NaN            NaN
  58001.0        1673.89                 NaN   61.0148        15.2301        14.8101                 NaN   8.94504                 NaN            NaN            NaN            NaN            NaN
  58101.0        1674.54                 NaN   61.0150        15.2240        14.8116                 NaN   8.94941                 NaN            NaN            NaN            NaN            NaN
  58201.0        1675.18                 NaN   61.0152        15.2179        14.8131                 NaN   8.95379                 NaN            NaN            NaN            NaN            NaN
  58301.0        1675.83                 NaN   61.0155        15.2118        14.8146                 NaN   8.95816                 NaN            NaN            NaN            NaN            NaN
  58401.0        1676.47                 NaN   61.0157        15.2057        14.8160                 NaN   8.96254                 NaN            NaN            NaN            NaN            NaN
  58501.0        1677.11                 NaN   61.0159        15.1996        14.8175                 NaN   8.96692                 NaN            NaN            NaN            NaN            NaN
  58601.0        1677.76                 NaN   61.0162        15.1936        14.8190                 NaN   8.97129                 NaN            NaN            NaN            NaN            NaN
  58701.0        1678.40                 NaN   61.0164        15.1875        14.8205                 NaN   8.97567                 NaN            NaN            NaN            NaN            NaN
  58801.0        1679.04                 NaN   61.0166        15.1814        14.8219                 NaN   8.98005                 NaN            NaN            NaN            NaN            NaN
  58901.0        1679.68                 NaN   61.0168        15.1753        14.8234                 NaN   8.98443                 NaN            NaN            NaN            NaN            NaN
  59001.0        1680.32                 NaN   61.0171        15.1692        14.8249                 NaN   8.98880                 NaN            NaN            NaN            NaN            NaN
  59101.0        1680.96                 NaN   61.0173        15.1632        14.8264                 NaN   8.99318                 NaN            NaN            NaN            NaN            NaN
  59201.0        1681.60                 NaN   61.0175        15.1571        14.8279                 NaN   8.99756                 NaN            NaN            NaN            NaN            NaN
  59301.0        1682.24                 NaN   61.0177        15.1510        14.8293                 NaN   9.00193                 NaN            NaN            NaN            NaN            NaN
  59401.0        1682.88                 NaN   61.0180        15.1449        14.8308                 NaN   9.00631                 NaN            NaN            NaN            NaN            NaN
  59501.0        1683.52                 NaN   61.0182        15.1388        14.8323                 NaN   9.01069                 NaN            NaN            NaN            NaN            NaN
  59601.0        1684.16                 NaN   61.0184        15.1328        14.8338                 NaN   9.01507                 NaN            NaN            NaN            NaN            NaN
  59701.0        1684.79                 NaN   61.0186        15.1267        14.8352                 NaN   9.01944                 NaN            NaN            NaN            NaN            NaN
  59801.0        1685.43                 NaN   61.0189        15.1206        14.8367                 NaN   9.02382                 NaN            NaN            NaN            NaN            NaN
  59901.0        1686.07                 NaN   61.0191        15.1145        14.8382                 NaN   9.02820                 NaN            NaN            NaN            NaN            NaN
  60001.0        1686.70                 NaN   61.0193        15.1085        14.8397                 NaN   9.03258                 NaN            NaN            NaN            NaN            NaN
  60101.0        1687.34                 NaN   61.0195        15.1024        14.8411                 NaN   9.03695                 NaN            NaN            NaN            NaN            NaN
  60201.0        1687.97                 NaN   61.0197        15.0963        14.8426                 NaN   9.04133                 NaN            NaN            NaN            NaN            NaN
  60301.0        1688.61                 NaN   61.0200        15.0902        14.8441                 NaN   9.04571                 NaN            NaN            NaN            NaN            NaN
  60401.0        1689.24                 NaN   61.0202        15.0842        14.8456                 NaN   9.05009                 NaN            NaN            NaN            NaN            NaN
  60501.0        1689.88                 NaN   61.0204        15.0781        14.8471                 NaN   9.05447                 NaN            NaN            NaN            NaN            NaN
  60601.0        1690.51                 NaN   61.0206        15.0720        14.8485                 NaN   9.05884                 NaN            NaN            NaN            NaN            NaN
  60701.0        1691.14                 NaN   61.0208        15.0659        14.8500                 NaN   9.06322                 NaN            NaN            NaN            NaN            NaN
  60801.0        1691.77                 NaN   61.0211        15.0599        14.8515                 NaN   9.06760                 NaN            NaN            NaN            NaN            NaN
  60901.0        1692.40                 NaN   61.0213        15.0538        14.8530                 NaN   9.07198                 NaN            NaN            NaN            NaN            NaN
  61001.0        1693.04                 NaN   61.0215        15.0477        14.8544                 NaN   9.07636                 NaN            NaN            NaN            NaN            NaN
  61101.0        1693.67                 NaN   61.0217        15.0416        14.8559                 NaN   9.08074                 NaN            NaN            NaN            NaN            NaN
  61201.0        1694.30                 NaN   61.0219        15.0356        14.8574                 NaN   9.08512                 NaN            NaN            NaN            NaN            NaN
  61301.0        1694.93                 NaN   61.0222        15.0295        14.8589                 NaN   9.08949                 NaN            NaN            NaN            NaN            NaN
  61401.0        1695.56                 NaN   61.0224        15.0234        14.8603                 NaN   9.09387                 NaN            NaN            NaN            NaN            NaN
  61501.0        1696.18                 NaN   61.0226        15.0174        14.8618                 NaN   9.09825                 NaN            NaN            NaN            NaN            NaN
  61601.0        1696.81                 NaN   61.0228        15.0113        14.8633                 NaN   9.10263                 NaN            NaN            NaN            NaN            NaN
  61701.0        1697.44                 NaN   61.0230        15.0052        14.8648                 NaN   9.10701                 NaN            NaN            NaN            NaN            NaN
  61801.0        1698.07                 NaN   61.0232        14.9991        14.8662                 NaN   9.11139                 NaN            NaN            NaN            NaN            NaN
  61901.0        1698.69                 NaN   61.0234        14.9931        14.8677                 NaN   9.11577                 NaN            NaN            NaN            NaN            NaN
  62001.0        1699.32                 NaN   61.0237        14.9870        14.8692                 NaN   9.12015                 NaN            NaN            NaN            NaN            NaN
  62101.0        1699.95                 NaN   61.0239        14.9809        14.8707                 NaN   9.12453                 NaN            NaN            NaN            NaN            NaN
  62201.0        1700.57                 NaN   61.0241        14.9749        14.8721                 NaN   9.12891                 NaN            NaN            NaN            NaN            NaN
  62301.0        1701.20                 NaN   61.0243        14.9688        14.8736                 NaN   9.13329                 NaN            NaN            NaN            NaN            NaN
  62401.0        1701.82                 NaN   61.0245        14.9627        14.8751                 NaN   9.13767                 NaN            NaN            NaN            NaN            NaN
  62501.0        1702.44                 NaN   61.0247        14.9567        14.8766                 NaN   9.14204                 NaN            NaN            NaN            NaN            NaN
  62601.0        1703.07                 NaN   61.0249        14.9506        14.8780                 NaN   9.14642                 NaN            NaN            NaN            NaN            NaN
  62701.0        1703.69                 NaN   61.0251        14.9445        14.8795                 NaN   9.15080                 NaN            NaN            NaN            NaN            NaN
  62801.0        1704.31                 NaN   61.0254        14.9385        14.8810                 NaN   9.15518                 NaN            NaN            NaN            NaN            NaN
  62901.0        1704.93                 NaN   61.0256        14.9324        14.8825                 NaN   9.15956                 NaN            NaN            NaN            NaN            NaN
  63001.0        1705.56                 NaN   61.0258        14.9263        14.8840                 NaN   9.16394                 NaN            NaN            NaN            NaN            NaN
  63101.0        1706.18                 NaN   61.0260        14.9203        14.8854                 NaN   9.16832                 NaN            NaN            NaN            NaN            NaN
  63201.0        1706.80                 NaN   61.0262        14.9142        14.8869                 NaN   9.17270                 NaN            NaN            NaN            NaN            NaN
  63301.0        1707.42                 NaN   61.0264        14.9081        14.8884                 NaN   9.17708                 NaN            NaN            NaN            NaN            NaN
  63401.0        1708.04                 NaN   61.0266        14.9021        14.8899                 NaN   9.18146                 NaN            NaN            NaN            NaN            NaN
  63501.0        1708.66                 NaN   61.0268        14.8960        14.8913                 NaN   9.18584                 NaN            NaN            NaN            NaN            NaN
  63601.0        1709.27                 NaN   61.0270        14.8899        14.8928                 NaN   9.19023                 NaN            NaN            NaN            NaN            NaN
  63701.0        1709.89                 NaN   61.0272        14.8839        14.8943                 NaN   9.19461                 NaN            NaN            NaN            NaN            NaN
  63801.0        1710.51                 NaN   61.0274        14.8778        14.8958                 NaN   9.19899                 NaN            NaN            NaN            NaN            NaN
  63901.0        1711.13                 NaN   61.0276        14.8718        14.8972                 NaN   9.20337                 NaN            NaN            NaN            NaN            NaN
  64001.0        1711.74                 NaN   61.0278        14.8657        14.8987                 NaN   9.20775                 NaN            NaN            NaN            NaN            NaN
  64101.0        1712.36                 NaN   61.0281        14.8596        14.9002                 NaN   9.21213                 NaN            NaN            NaN            NaN            NaN
  64201.0        1712.97                 NaN   61.0283        14.8542        14.9008                 NaN   9.21670                 NaN            NaN            NaN            NaN            NaN
  64301.0        1713.59                 NaN   61.0285        14.8488        14.9014                 NaN   9.22127                 NaN            NaN            NaN            NaN            NaN
  64401.0        1714.20                 NaN   61.0287        14.8435        14.9020                 NaN   9.22584                 NaN            NaN            NaN            NaN            NaN
  64501.0        1714.82                 NaN   61.0289        14.8381        14.9026                 NaN   9.23041                 NaN            NaN            NaN            NaN            NaN
  64601.0        1715.43                 NaN   61.0292        14.8327        14.9032                 NaN   9.23498                 NaN            NaN            NaN            NaN            NaN
  64701.0        1716.04                 NaN   61.0294        14.8273        14.9038                 NaN   9.23956                 NaN            NaN            NaN            NaN            NaN
  64801.0        1716.66                 NaN   61.0296        14.8219        14.9044                 NaN   9.24413                 NaN            NaN            NaN            NaN            NaN
  64901.0        1717.27                 NaN   61.0298        14.8165        14.9050                 NaN   9.24870                 NaN            NaN            NaN            NaN            NaN
  65001.0        1717.88                 NaN   61.0300        14.8111        14.9056                 NaN   9.25327                 NaN            NaN            NaN            NaN            NaN
  65101.0        1718.49                 NaN   61.0302        14.8057        14.9062                 NaN   9.25784                 NaN            NaN            NaN            NaN            NaN
  65201.0        1719.10                 NaN   61.0305        14.8004        14.9068                 NaN   9.26242                 NaN            NaN            NaN            NaN            NaN
  65301.0        1719.71                 NaN   61.0307        14.7950        14.9074                 NaN   9.26699                 NaN            NaN            NaN            NaN            NaN
  65401.0        1720.32                 NaN   61.0309        14.7896        14.9080                 NaN   9.27156                 NaN            NaN            NaN            NaN            NaN
  65501.0        1720.93                 NaN   61.0311        14.7842        14.9086                 NaN   9.27613                 NaN            NaN            NaN            NaN            NaN
  65601.0        1721.54                 NaN   61.0313        14.7788        14.9092                 NaN   9.28071                 NaN            NaN            NaN            NaN            NaN
  65701.0        1722.15                 NaN   61.0315        14.7734        14.9098                 NaN   9.28528                 NaN            NaN            NaN            NaN            NaN
  65801.0        1722.75                 NaN   61.0318        14.7680        14.9103                 NaN   9.28985                 NaN            NaN            NaN            NaN            NaN
  65901.0        1723.36                 NaN   61.0320        14.7627        14.9109                 NaN   9.29443                 NaN            NaN            NaN            NaN            NaN
  66001.0        1723.97                 NaN   61.0322        14.7573        14.9115                 NaN   9.29900                 NaN            NaN            NaN            NaN            NaN
  66101.0        1724.57                 NaN   61.0324        14.7519        14.9121                 NaN   9.30357                 NaN            NaN            NaN            NaN            NaN
  66201.0        1725.18                 NaN   61.0326        14.7465        14.9127                 NaN   9.30815                 NaN            NaN            NaN            NaN            NaN
  66301.0        1725.78                 NaN   61.0328        14.7411        14.9133                 NaN   9.31272                 NaN            NaN            NaN            NaN            NaN
  66401.0        1726.39                 NaN   61.0330        14.7357        14.9139                 NaN   9.31729                 NaN            NaN            NaN            NaN            NaN
  66501.0        1726.99                 NaN   61.0332        14.7304        14.9145                 NaN   9.32187                 NaN            NaN            NaN            NaN            NaN
  66601.0        1727.59                 NaN   61.0335        14.7250        14.9151                 NaN   9.32644                 NaN            NaN            NaN            NaN            NaN
  66701.0        1728.20                 NaN   61.0337        14.7196        14.9157                 NaN   9.33101                 NaN            NaN            NaN            NaN            NaN
  66801.0        1728.80                 NaN   61.0339        14.7142        14.9163                 NaN   9.33559                 NaN            NaN            NaN            NaN            NaN
  66901.0        1729.40                 NaN   61.0341        14.7088        14.9169                 NaN   9.34016                 NaN            NaN            NaN            NaN            NaN
  67001.0        1730.00                 NaN   61.0343        14.7035        14.9175                 NaN   9.34473                 NaN            NaN            NaN            NaN            NaN
  67101.0        1730.60                 NaN   61.0345        14.6981        14.9181                 NaN   9.34931                 NaN            NaN            NaN            NaN            NaN
  67201.0        1731.20                 NaN   61.0347        14.6927        14.9187                 NaN   9.35388                 NaN            NaN            NaN            NaN            NaN
  67301.0        1731.80                 NaN   61.0349        14.6873        14.9193                 NaN   9.35846                 NaN            NaN            NaN            NaN            NaN
  67401.0        1732.40                 NaN   61.0351        14.6819        14.9199                 NaN   9.36303                 NaN            NaN            NaN            NaN            NaN
  67501.0        1733.00                 NaN   61.0353        14.6766        14.9205                 NaN   9.36761                 NaN            NaN            NaN            NaN            NaN
  67601.0        1733.60                 NaN   61.0355        14.6712        14.9211                 NaN   9.37218                 NaN            NaN            NaN            NaN            NaN
  67701.0        1734.20                 NaN   61.0358        14.6658        14.9217                 NaN   9.37675                 NaN            NaN            NaN            NaN            NaN
  67801.0        1734.80                 NaN   61.0360        14.6604        14.9223                 NaN   9.38133                 NaN            NaN            NaN            NaN            NaN
  67901.0        1735.39                 NaN   61.0362        14.6551        14.9229                 NaN   9.38590                 NaN            NaN            NaN            NaN            NaN
  68001.0        1735.99                 NaN   61.0364        14.6497        14.9235                 NaN   9.39048                 NaN            NaN            NaN            NaN            NaN
  68101.0        1736.58                 NaN   61.0366        14.6443        14.9241                 NaN   9.39505                 NaN            NaN            NaN            NaN            NaN
  68201.0        1737.18                 NaN   61.0368        14.6389        14.9247                 NaN   9.39963                 NaN            NaN            NaN            NaN            NaN
  68301.0        1737.77                 NaN   61.0370        14.6336        14.9253                 NaN   9.40420                 NaN            NaN            NaN            NaN            NaN
  68401.0        1738.37                 NaN   61.0372        14.6282        14.9258                 NaN   9.40878                 NaN            NaN            NaN            NaN            NaN
  68501.0        1738.96                 NaN   61.0374        14.6228        14.9264                 NaN   9.41335                 NaN            NaN            NaN            NaN            NaN
  68601.0        1739.56                 NaN   61.0376        14.6174        14.9270                 NaN   9.41793                 NaN            NaN            NaN            NaN            NaN
  68701.0        1740.15                 NaN   61.0378        14.6121        14.9276                 NaN   9.42250                 NaN            NaN            NaN            NaN            NaN
  68801.0        1740.74                 NaN   61.0380        14.6067        14.9282                 NaN   9.42708                 NaN            NaN            NaN            NaN            NaN
  68901.0        1741.33                 NaN   61.0382        14.6013        14.9288                 NaN   9.43165                 NaN            NaN            NaN            NaN            NaN
  69001.0        1741.92                 NaN   61.0384        14.5959        14.9294                 NaN   9.43623                 NaN            NaN            NaN            NaN            NaN
  69101.0        1742.51                 NaN   61.0386        14.5906        14.9300                 NaN   9.44081                 NaN            NaN            NaN            NaN            NaN
  69201.0        1743.10                 NaN   61.0388        14.5852        14.9306                 NaN   9.44538                 NaN            NaN            NaN            NaN            NaN
  69301.0        1743.69                 NaN   61.0390        14.5798        14.9312                 NaN   9.44996                 NaN            NaN            NaN            NaN            NaN
  69401.0        1744.28                 NaN   61.0392        14.5744        14.9318                 NaN   9.45453                 NaN            NaN            NaN            NaN            NaN
  69501.0        1744.87                 NaN   61.0394        14.5691        14.9324                 NaN   9.45911                 NaN            NaN            NaN            NaN            NaN
