|6.6.6
mars_bf97_ath_2.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          26
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Aki            NaAl           ca-pv          Pv            
  1001.00        379.213        5.43921                 NaN   75.6910                 NaN   10.1126                 NaN            NaN            NaN   5.34588        3.41128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1101.00        386.752        5.42813                 NaN   75.6937                 NaN   10.1192                 NaN            NaN            NaN   5.34840        3.41053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.00        394.254        5.42927                 NaN   75.6958                 NaN   10.1180                 NaN            NaN            NaN   5.35174        3.40526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1301.00        401.719        5.41988                 NaN   75.6975                 NaN   10.1239                 NaN            NaN            NaN   5.35456        3.40418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        409.149        5.40609                 NaN   75.6990                 NaN   10.1330                 NaN            NaN            NaN   5.35666        3.40530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.00        416.541        5.39819                 NaN   75.7010                 NaN   10.1379                 NaN            NaN            NaN   5.35988        3.40305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.00        423.898        5.38634                 NaN   75.7029                 NaN   10.1455                 NaN            NaN            NaN   5.36286        3.40237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.00        431.219        5.47191                 NaN   75.7000                 NaN   10.0888                 NaN            NaN            NaN   5.35709        3.38223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.00        438.504        5.39039                 NaN   75.7063                 NaN   10.1421                 NaN            NaN            NaN   5.36822        3.39293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1901.00        445.753        5.40073                 NaN   65.7406                 NaN   10.2484                 NaN            NaN            NaN            NaN   3.42115        15.1892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2001.00        452.967        5.38861                 NaN   65.7326                 NaN   10.2557                 NaN            NaN            NaN            NaN   3.41586        15.2072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2101.00        460.145        5.38506                 NaN   65.7258                 NaN   10.2575                 NaN            NaN            NaN            NaN   3.40911        15.2225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2201.00        467.288        5.36920                 NaN   65.7197                 NaN   10.2676                 NaN            NaN            NaN            NaN   3.40688        15.2366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2301.00        474.395        5.36990                 NaN   65.7123                 NaN   10.2665                 NaN            NaN            NaN            NaN   3.39816        15.2532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2401.00        481.468        5.33379                 NaN   65.6911                 NaN   10.2883                 NaN            NaN            NaN            NaN   3.38741        15.2994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2501.00        488.506        5.36428                 NaN   65.6786                 NaN   10.2666                 NaN            NaN            NaN            NaN   3.36459        15.3259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2601.00        495.510        5.32736                 NaN   65.6932                 NaN   10.2936                 NaN            NaN            NaN            NaN   3.38925        15.2966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2701.00        502.478        5.32348                 NaN   65.6879                 NaN   10.2959                 NaN            NaN            NaN            NaN   3.38410        15.3087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2801.00        509.412        5.23463                 NaN   65.6477                 NaN   10.3508                 NaN            NaN            NaN            NaN   3.37124        15.3956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  2901.00        516.312        5.39986                 NaN   65.6302                 NaN   10.2393                 NaN            NaN            NaN            NaN   3.30221        15.4284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3001.00        523.178        5.28778                 NaN   65.6502                 NaN   10.3181                 NaN            NaN            NaN            NaN   3.35587        15.3881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3101.00        530.010        5.25298                 NaN   65.5858                 NaN   10.3332                 NaN            NaN            NaN            NaN   3.30211        15.5259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3201.00        536.808        5.19625                 NaN   65.6273                 NaN   10.3773                 NaN            NaN            NaN            NaN   3.35954        15.4397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3301.00        543.572        5.53837                 NaN   65.6638                 NaN   10.1506                 NaN            NaN            NaN            NaN   3.28781        15.3594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3401.00        550.303        5.04618                 NaN   65.5182                 NaN   10.4651                 NaN            NaN            NaN            NaN   3.29692        15.6736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3501.00        557.000        5.20870                 NaN   65.6161                 NaN   10.3686                 NaN            NaN            NaN            NaN   3.34145        15.4652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3601.00        563.663        4.86671                 NaN   65.4619                 NaN   10.5798                 NaN            NaN            NaN            NaN   3.29565        15.7959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3701.00        570.294        5.17295                 NaN   65.5896                 NaN   10.3901                 NaN            NaN            NaN            NaN   3.32445        15.5229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3801.00        576.891        5.07722                 NaN   65.5164                 NaN   10.4458                 NaN            NaN            NaN            NaN   3.28132        15.6792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3901.00        583.456        4.98840                 NaN   65.4882                 NaN   10.5026                 NaN            NaN            NaN            NaN   3.28032        15.7405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        589.988        5.18144                 NaN   65.5761                 NaN   10.3842                 NaN            NaN            NaN            NaN   3.30545        15.5528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        596.487        5.22201                 NaN   61.2547                 NaN   10.3407                 NaN            NaN            NaN            NaN   1.17137        20.0857                 NaN   1.92557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        602.953        5.22158                 NaN   61.2554                 NaN   10.3408                 NaN            NaN            NaN            NaN   1.17136        20.0852                 NaN   1.92556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        609.388        5.26122                 NaN   58.9007                 NaN   10.3052                 NaN            NaN            NaN            NaN            NaN   22.5597                 NaN   2.97320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        615.789        5.10359                 NaN   58.8297                 NaN   10.4089                 NaN            NaN            NaN            NaN            NaN   22.6651                 NaN   2.99275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        622.159        5.09241                 NaN   58.8375                 NaN   10.4156                 NaN            NaN            NaN            NaN            NaN   22.6710                 NaN   2.98342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        628.497        5.06662                 NaN   58.8340                 NaN   10.4325                 NaN            NaN            NaN            NaN            NaN   22.6868                 NaN   2.98000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        634.803        5.01030                 NaN   58.8685                 NaN   10.4632                 NaN            NaN            NaN            NaN            NaN   22.7237                 NaN   2.93428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        641.077        5.01223                 NaN   58.8247                 NaN   10.4683                 NaN            NaN            NaN            NaN            NaN   22.7204                 NaN   2.97435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        647.319        4.98935                 NaN   58.8412                 NaN   10.4814                 NaN            NaN            NaN            NaN            NaN   22.7341                 NaN   2.95393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        653.531        4.96651                 NaN   58.8366                 NaN   10.4964                 NaN            NaN            NaN            NaN            NaN   22.7481                 NaN   2.95232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        659.710        4.92609                 NaN   58.8248                 NaN   10.5234                 NaN            NaN            NaN            NaN            NaN   22.7737                 NaN   2.95206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        665.859        4.90819                 NaN   58.8575                 NaN   10.5311                 NaN            NaN            NaN            NaN            NaN   22.7845                 NaN   2.91876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        671.976        4.91958                 NaN   58.8746                 NaN   10.5239                 NaN            NaN            NaN            NaN            NaN   22.7744                 NaN   2.90744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        678.062        4.86287                 NaN   58.8410                 NaN   10.5629                 NaN            NaN            NaN            NaN            NaN   22.8113                 NaN   2.92194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        684.118        4.85310                 NaN   58.8552                 NaN   10.5682                 NaN            NaN            NaN            NaN            NaN   22.8162                 NaN   2.90730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        690.143        4.86889                 NaN   58.8887                 NaN   10.5560                 NaN            NaN            NaN            NaN            NaN   22.8036                 NaN   2.88279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        696.137        4.94842                 NaN   58.9702                 NaN   10.5000                 NaN            NaN            NaN            NaN            NaN   22.7477                 NaN   2.83373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        702.101        4.69304                 NaN   58.8807                 NaN   10.6653                 NaN            NaN            NaN            NaN            NaN   22.9195                 NaN   2.84147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        708.034        4.80970                 NaN   59.0126                 NaN   10.5805                 NaN            NaN            NaN            NaN            NaN   22.8389                 NaN   2.75832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        713.938        4.72510                 NaN   58.8587                 NaN   10.6513                 NaN            NaN            NaN            NaN            NaN   22.8937                 NaN   2.87119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        719.811        4.66412                 NaN   58.8989                 NaN   10.6911                 NaN            NaN            NaN            NaN            NaN   22.9281                 NaN   2.81777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        725.654        4.61455                 NaN   58.8896                 NaN   10.7237                 NaN            NaN            NaN            NaN            NaN   22.9596                 NaN   2.81260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        731.468        4.56456                 NaN   58.8799                 NaN   10.7566                 NaN            NaN            NaN            NaN            NaN   22.9913                 NaN   2.80759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        737.251        4.20203                 NaN   58.6935                 NaN   11.0026                 NaN            NaN            NaN            NaN            NaN   23.2316                 NaN   2.87017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        743.005        4.30106                 NaN   58.7233                 NaN   10.9390                 NaN            NaN            NaN            NaN            NaN   23.1642                 NaN   2.87243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        748.730        4.24998                 NaN   58.7130                 NaN   10.9727                 NaN            NaN            NaN            NaN            NaN   23.1966                 NaN   2.86767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        754.426        4.11447                 NaN   58.6930                 NaN   11.0607                 NaN            NaN            NaN            NaN            NaN   23.2844                 NaN   2.84747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        760.092        4.11492                 NaN   58.7095                 NaN   11.0600                 NaN            NaN            NaN            NaN            NaN   23.2821                 NaN   2.83354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        765.729        4.22835                 NaN   58.7229                 NaN   10.9794                 NaN            NaN            NaN            NaN            NaN   23.2132                 NaN   2.85614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        771.337        3.77957                 NaN   58.6396                 NaN   11.2792                 NaN            NaN            NaN            NaN            NaN   23.5004                 NaN   2.80121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        776.916        3.80885                 NaN   58.6745                 NaN   11.2592                 NaN            NaN            NaN            NaN            NaN   23.4783                 NaN   2.77916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        782.466        4.09885                 NaN   58.7138                 NaN   11.0637                 NaN            NaN            NaN            NaN            NaN   23.2946                 NaN   2.82914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        787.988        4.08417                 NaN   58.7344                 NaN   11.0716                 NaN            NaN            NaN            NaN            NaN   23.3025                 NaN   2.80729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        793.482        3.95476                 NaN   58.6815                 NaN   11.1584                 NaN            NaN            NaN            NaN            NaN   23.3875                 NaN   2.81782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        798.947        3.92756                 NaN   58.6624                 NaN   11.1791                 NaN            NaN            NaN            NaN            NaN   23.4034                 NaN   2.82756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        804.384        3.87200                 NaN   58.6468                 NaN   11.2165                 NaN            NaN            NaN            NaN            NaN   23.4386                 NaN   2.82602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        809.792        3.49796                 NaN   58.4705                 NaN   11.4646                 NaN            NaN            NaN            NaN            NaN   23.6902                 NaN   2.87674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        815.173        3.87009                 NaN   58.7381                 NaN   11.2100                 NaN            NaN            NaN            NaN            NaN   23.4359                 NaN   2.74587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        820.526        3.68400                 NaN   58.5987                 NaN   11.3418                 NaN            NaN            NaN            NaN            NaN   23.5589                 NaN   2.81663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        825.851        3.88119                 NaN   58.8495                 NaN   11.1927                 NaN            NaN            NaN            NaN            NaN   23.4265                 NaN   2.65018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        831.148        3.55169                 NaN   58.5529                 NaN   11.4313                 NaN            NaN            NaN            NaN            NaN   23.6437                 NaN   2.82040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        836.418        3.47655                 NaN   58.5388                 NaN   11.4807                 NaN            NaN            NaN            NaN            NaN   23.6921                 NaN   2.81193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        841.661        3.61179                 NaN   58.7443                 NaN   11.3782                 NaN            NaN            NaN            NaN            NaN   23.5979                 NaN   2.66778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        846.876        3.33796                 NaN   58.5042                 NaN   11.5738                 NaN            NaN            NaN            NaN            NaN   23.7802                 NaN   2.80389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        852.064        3.45740                 NaN   58.6891                 NaN   11.4849                 NaN            NaN            NaN            NaN            NaN   23.6951                 NaN   2.67354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        857.224        3.35457                 NaN   58.6473                 NaN   11.5557                 NaN            NaN            NaN            NaN            NaN   23.7608                 NaN   2.68162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        862.358        3.11013                 NaN   58.5036                 NaN   11.7286                 NaN            NaN            NaN            NaN            NaN   23.9182                 NaN   2.73942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        867.466        3.05674                 NaN   58.4395                 NaN   11.7618                 NaN            NaN            NaN            NaN            NaN   23.9592                 NaN   2.78272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        872.546        2.97569                 NaN   58.4220                 NaN   11.8163                 NaN            NaN            NaN            NaN            NaN   24.0106                 NaN   2.77541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        877.600        3.11428                 NaN   58.4877                 NaN   11.7255                 NaN            NaN            NaN            NaN            NaN   23.9155                 NaN   2.75705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        882.627        2.78293                 NaN   58.3765                 NaN   11.9442                 NaN            NaN            NaN            NaN            NaN   24.1349                 NaN   2.76153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        887.628        2.69014                 NaN   58.3555                 NaN   12.0059                 NaN            NaN            NaN            NaN            NaN   24.1944                 NaN   2.75402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        892.602        2.60563                 NaN   58.3362                 NaN   12.0627                 NaN            NaN            NaN            NaN            NaN   24.2481                 NaN   2.74734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        897.551        2.51736                 NaN   58.3163                 NaN   12.1217                 NaN            NaN            NaN            NaN            NaN   24.3045                 NaN   2.74018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        902.473        2.43372                 NaN   58.2974                 NaN   12.1781                 NaN            NaN            NaN            NaN            NaN   24.3575                 NaN   2.73332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        907.370        2.34953                 NaN   58.2783                 NaN   12.2348                 NaN            NaN            NaN            NaN            NaN   24.4109                 NaN   2.72644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        912.241        2.25254                 NaN   58.2605                 NaN   12.3006                 NaN            NaN            NaN            NaN            NaN   24.4716                 NaN   2.71470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        917.086        4.19782                 NaN   59.0592                 NaN   11.0044                 NaN            NaN            NaN            NaN            NaN   23.1748                 NaN   2.56385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        921.905        2.55241                 NaN   58.4220                 NaN   12.1074                 NaN            NaN            NaN            NaN            NaN   24.2612                 NaN   2.65700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        926.699        2.55218                 NaN   58.4226                 NaN   12.1074                 NaN            NaN            NaN            NaN            NaN   24.2608                 NaN   2.65701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        931.467        1.75701                 NaN   61.4410                 NaN   11.5620                 NaN   8.12727                 NaN            NaN            NaN   17.1127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        936.211        1.86429                 NaN   61.4739                 NaN   11.4870                 NaN   8.07092                 NaN            NaN            NaN   17.1038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        940.929        1.86412                 NaN   61.4744                 NaN   11.4870                 NaN   8.07094                 NaN            NaN            NaN   17.1035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        945.622        1.96507                 NaN   61.5052                 NaN   11.4168                 NaN   8.01204                 NaN            NaN            NaN   17.1008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        950.290        1.77501                 NaN   61.4342                 NaN   11.6222                 NaN   7.80925                 NaN            NaN            NaN   17.3594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        954.933        1.65373                 NaN   61.3951                 NaN   11.7106                 NaN   7.79658                 NaN            NaN            NaN   17.4439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        959.552        1.54496                 NaN   61.3607                 NaN   11.7876                 NaN   7.79611                 NaN            NaN            NaN   17.5106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        964.146        2.15191                 NaN   61.5629                 NaN   11.2879                 NaN   7.88670                 NaN            NaN            NaN   17.1106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        968.715        1.24196                 NaN   61.2624                 NaN   12.0067                 NaN   7.75869                 NaN            NaN            NaN   17.7302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        973.261        1.15792                 NaN   61.2446                 NaN   11.9953                 NaN   7.91752                 NaN            NaN            NaN   17.6847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        977.781        1.01470                 NaN   61.1982                 NaN   12.0983                 NaN   7.89993                 NaN            NaN            NaN   17.7889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        982.278       0.657903                 NaN   61.0725                 NaN   12.4167                 NaN   7.68539                 NaN            NaN            NaN   18.1675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        986.751       0.919528                 NaN   61.1674                 NaN   12.1706                 NaN   7.87513                 NaN            NaN            NaN   17.8673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        991.199        1.05221                 NaN   61.2082                 NaN   12.0819                 NaN   7.81315                 NaN            NaN            NaN   17.8445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
